UNITID,FTE12MN,UNDUP,UNDUPUG,E12FT,E12PT,E12UG1ST,E12UGTRN,E12UGCNT,E12UGNDG,E12GRAD,E12UGFT,E12UG1SFT,E12UGTRFT,E12UGCNFT,E12UGNDFT,E12GRADFT,E12UGPT,E12UG1SPT,E12UGTRPT,E12UGCNPT,E12UGNDPT,E12GRADPT,PCTE12AN,PCTE12AS,PCTE12BK,PCTE12HS,PCTE12NH,PCTE12WH,PCTE122M,PCTE12UN,PCTE12NR,PCTE12W,PCTE12UGAN,PCTE12UGAS,PCTE12UGBK,PCTE12UGHS,PCTE12UGNH,PCTE12UGWH,PCTE12UG2M,PCTE12UGUN,PCTE12UGNR,PCTE12UGW,PCTE12GRADAN,PCTE12GRADAS,PCTE12GRADBK,PCTE12GRADHS,PCTE12GRADNH,PCTE12GRADWH,PCTE12GRAD2M,PCTE12GRADUN,PCTE12GRADNR,PCTE12GRADW,PCTE12DEEXC,PCTE12DESOM,PCTE12DENON,PCTE12UGDEEXC,PCTE12UGDESOM,PCTE12UGDENON,PCTE12GRADDEEXC,PCTE12GRADDESOM,PCTE12GRADDENON
100654,5586,7120,6197,5914,1206,2103,362,3578,154,923,5406,2047,297,3060,2,508,791,56,65,518,152,415,0,0,85,2,0,2,2,7,3,59,0,0,88,2,0,2,2,4,2,58,0,0,61,0,0,4,0,26,8,66,6,62,33,4,64,32,15,48,37
100663,19920,24893,14093,16358,8535,2168,1508,9754,663,10800,10456,2114,1000,7257,85,5902,3637,54,508,2497,578,4898,0,7,22,6,0,49,4,3,9,62,0,8,27,7,0,48,5,1,3,62,0,6,15,4,0,50,3,5,17,62,30,50,20,21,69,10,41,26,33
100690,529,861,337,389,472,0,287,47,3,524,216,0,185,28,3,173,121,0,102,19,0,351,1,1,56,4,1,36,0,1,0,56,0,1,71,3,0,23,0,1,0,63,2,2,46,4,1,44,0,1,0,52,100,0,0,100,0,0,100,0,0
100706,7294,9916,7625,6609,3307,1207,861,5210,347,2291,5924,1192,611,4116,5,685,1701,15,250,1094,342,1606,1,4,10,6,0,67,4,4,4,42,1,4,10,7,0,68,5,3,1,40,1,3,9,4,0,64,2,5,13,46,13,62,25,8,71,21,30,31,39
100724,3990,4308,3641,3580,728,928,172,2503,38,667,3152,859,144,2149,0,428,489,69,28,354,38,239,0,0,87,1,0,4,1,4,2,64,0,0,88,1,0,2,1,5,2,63,0,1,78,1,0,14,1,1,3,68,12,58,30,5,65,30,50,23,27
100751,36494,43627,36359,34746,8881,8397,1555,24440,1967,7268,30838,8317,1000,21423,98,3908,5521,80,555,3017,1869,3360,0,2,12,7,0,70,3,3,3,58,0,1,12,7,0,71,4,3,1,56,0,2,13,5,0,62,3,1,13,63,19,45,36,14,51,35,44,18,38
100760,1208,2737,2737,642,2095,495,223,787,1232,0,642,307,67,256,12,0,2095,188,156,531,1220,0,0,1,24,5,0,67,3,0,0,62,0,1,24,5,0,67,3,0,0,62,,,,,,,,,,,30,46,24,30,46,24,,,
100812,2270,3925,3361,1448,2477,0,1104,1982,275,564,1364,0,606,745,13,84,1997,0,498,1237,262,480,1,1,16,5,0,70,3,3,0,69,1,1,14,5,0,72,3,3,0,70,1,2,30,4,0,59,2,1,0,64,67,27,5,63,31,6,95,3,2
100830,4575,6526,4200,3595,2931,477,436,2352,935,2326,2594,443,301,1712,138,1001,1606,34,135,640,797,1325,0,3,34,1,0,33,3,2,24,59,0,4,43,2,0,42,5,2,4,66,0,1,19,0,0,16,1,2,60,47,19,53,28,17,56,27,23,47,30
100858,31001,37008,29801,28728,8280,5048,1250,21058,2445,7207,24936,4963,1063,18864,46,3792,4865,85,187,2194,2399,3415,0,3,5,4,0,79,3,0,6,51,0,3,4,4,0,83,3,0,2,50,0,3,8,4,0,62,2,1,20,52,15,32,53,11,37,53,33,14,53
101028,1071,2337,2337,674,1663,409,303,734,891,0,674,272,133,229,40,0,1663,137,170,505,851,0,0,1,46,7,0,39,7,0,0,62,0,1,46,7,0,39,7,0,0,62,,,,,,,,,,,16,39,45,16,39,45,,,
101116,333,563,528,408,155,52,149,325,2,35,394,45,110,239,0,14,134,7,39,86,2,21,0,1,76,1,0,16,1,5,1,81,0,1,75,1,0,16,1,5,1,82,0,0,83,0,0,17,0,0,0,71,45,32,24,41,34,25,94,3,3
101143,1666,3096,3096,1177,1919,791,218,932,1155,0,1177,533,92,479,73,0,1919,258,126,453,1082,0,1,2,19,7,0,63,7,1,0,54,1,2,19,7,0,63,7,1,0,54,,,,,,,,,,,28,36,36,28,36,36,,,
101161,4919,9200,9200,3122,6078,2007,634,3551,3008,0,3122,1374,267,1442,39,0,6078,633,367,2109,2969,0,1,1,23,5,0,64,6,0,0,60,1,1,23,5,0,64,6,0,0,60,,,,,,,,,,,31,36,33,31,36,33,,,
101189,2888,3688,2234,2543,1145,297,419,1244,274,1454,1407,249,274,883,1,1136,827,48,145,361,273,318,1,1,35,4,0,51,2,2,3,58,0,1,40,5,0,45,2,3,3,55,1,1,27,3,0,60,2,2,3,61,49,26,25,46,25,29,55,28,17
101240,3395,6385,6385,2572,3813,1386,529,2759,1711,0,2572,1062,217,1246,47,0,3813,324,312,1513,1664,0,0,1,18,7,0,67,5,0,1,62,0,1,18,7,0,67,5,0,1,62,,,,,,,,,,,24,43,32,24,43,32,,,
101277,69,54,54,54,0,25,0,29,0,0,54,25,0,29,0,0,0,0,0,0,0,0,0,0,4,17,0,80,0,0,0,100,0,0,4,17,0,80,0,0,0,100,,,,,,,,,,,0,0,100,0,0,100,,,
101286,2696,5511,5511,1491,4020,997,513,2592,1409,0,1491,537,207,736,11,0,4020,460,306,1856,1398,0,0,1,30,7,0,56,5,0,0,68,0,1,30,7,0,56,5,0,0,68,,,,,,,,,,,19,38,43,19,38,43,,,
101295,4088,8238,8238,2790,5448,1581,821,3343,2493,0,2790,1046,329,1309,106,0,5448,535,492,2034,2387,0,0,1,7,10,0,77,4,0,0,64,0,1,7,10,0,77,4,0,0,64,,,,,,,,,,,22,39,40,22,39,40,,,
101301,1368,2782,2782,662,2120,580,106,572,1524,0,662,401,54,169,38,0,2120,179,52,403,1486,0,0,1,71,2,0,22,3,0,1,60,0,1,71,2,0,22,3,0,1,60,,,,,,,,,,,43,29,27,43,29,27,,,
101365,427,892,887,411,481,210,188,489,0,5,408,73,90,245,0,3,479,137,98,244,0,2,0,1,67,3,0,23,3,3,0,87,0,1,67,3,0,23,3,3,0,87,0,0,80,0,0,20,0,0,0,80,42,22,35,42,23,36,100,0,0
101435,803,902,893,877,25,311,53,525,4,9,868,311,53,504,0,9,25,0,0,21,4,0,1,0,21,6,0,66,5,2,0,44,1,0,21,6,0,66,5,2,0,44,0,0,11,0,0,56,11,22,0,44,0,38,62,0,39,61,0,0,100
101453,85,191,88,42,149,8,16,52,12,103,30,6,7,16,1,12,58,2,9,36,11,91,1,2,8,2,0,87,0,0,1,17,1,0,9,5,0,83,0,0,2,17,0,3,7,0,0,90,0,0,0,17,84,14,2,74,22,5,92,8,0
101462,679,1524,1524,399,1125,252,255,586,431,0,399,143,92,164,0,0,1125,109,163,422,431,0,0,1,60,10,0,21,6,0,1,65,0,1,60,10,0,21,6,0,1,65,,,,,,,,,,,13,50,37,13,50,37,,,
101471,1136,1726,1726,1267,459,718,0,1008,0,0,1267,568,0,699,0,0,459,150,0,309,0,0,0,0,54,2,0,42,0,0,1,11,0,0,54,2,0,42,0,0,1,11,,,,,,,,,,,0,0,100,0,0,100,,,
101480,8470,11369,9705,7804,3565,2116,779,4935,1875,1664,7224,1997,539,4226,462,580,2481,119,240,709,1413,1084,0,1,22,5,0,59,4,6,4,59,0,1,22,5,0,58,4,6,4,58,0,1,24,3,0,65,2,2,3,65,24,59,17,16,64,19,68,27,5
101505,5156,12720,12720,2462,10258,1767,1171,4374,5408,0,2462,892,345,1149,76,0,10258,875,826,3225,5332,0,0,2,22,8,0,62,4,0,1,63,0,2,22,8,0,62,4,0,1,63,,,,,,,,,,,42,29,29,42,29,29,,,
101514,6001,13318,13318,3525,9793,2350,1012,5650,4306,0,3525,1336,363,1762,64,0,9793,1014,649,3888,4242,0,1,2,16,9,0,64,7,0,1,55,1,2,16,9,0,64,7,0,1,55,,,,,,,,,,,49,25,26,49,25,26,,,
101569,2187,4739,4739,1376,3363,1023,501,2215,1000,0,1376,514,187,666,9,0,3363,509,314,1549,991,0,0,0,82,4,0,9,3,0,0,67,0,0,82,4,0,9,3,0,0,67,,,,,,,,,,,35,38,26,35,38,26,,,
101587,5278,9464,3579,7974,1490,388,1048,2035,108,5885,2672,381,926,1365,0,5302,907,7,122,670,108,583,1,0,33,2,0,55,2,5,1,75,1,0,38,3,0,48,3,5,2,72,1,0,30,2,0,59,2,5,1,78,85,10,5,64,23,12,97,3,0
101602,1365,2821,2821,875,1946,559,174,725,1363,0,875,422,76,358,19,0,1946,137,98,367,1344,0,0,1,19,4,0,70,5,0,0,57,0,1,19,4,0,70,5,0,0,57,,,,,,,,,,,33,40,27,33,40,27,,,
101648,328,325,325,325,0,185,17,123,0,0,325,185,17,123,0,0,0,0,0,0,0,0,1,1,27,9,0,54,6,1,0,26,1,1,27,9,0,54,6,1,0,26,,,,,,,,,,,0,54,46,0,54,46,,,
101675,725,1617,1617,1447,170,344,148,1090,35,0,1447,329,139,979,0,0,170,15,9,111,35,0,0,0,94,1,0,3,1,1,0,54,0,0,94,1,0,3,1,1,0,54,,,,,,,,,,,40,33,27,40,33,27,,,
101693,1406,1994,1737,1234,760,292,132,698,615,257,1103,292,120,686,5,131,634,0,12,12,610,126,1,1,14,3,0,45,5,29,2,61,1,1,13,2,0,44,4,31,2,61,1,2,16,4,0,48,12,10,5,63,9,9,82,4,10,87,43,8,49
101709,2327,3860,3286,2204,1656,501,131,2196,458,574,2014,499,120,1394,1,190,1272,2,11,802,457,384,0,1,16,6,0,57,3,14,3,62,0,0,15,6,0,56,3,16,3,60,0,1,22,5,0,67,2,2,1,76,32,51,18,30,51,19,40,45,14
101736,2255,5676,5676,1072,4604,793,261,1445,3177,0,1072,503,99,459,11,0,4604,290,162,986,3166,0,1,1,9,11,0,72,5,1,0,57,1,1,9,11,0,72,5,1,0,57,,,,,,,,,,,20,30,50,20,30,50,,,
101879,7697,12537,8855,6654,5883,1166,818,4253,2618,3682,5264,1142,615,3437,70,1390,3591,24,203,816,2548,2292,1,3,13,4,0,68,4,2,5,64,1,3,11,5,0,68,4,2,5,62,1,5,18,3,0,66,2,2,5,70,40,38,22,21,51,28,84,8,7
101897,1845,4009,4009,1035,2974,671,106,1240,1992,0,1035,448,45,506,36,0,2974,223,61,734,1956,0,1,1,2,17,0,73,7,0,0,62,1,1,2,17,0,73,7,0,0,62,,,,,,,,,,,32,43,25,32,43,25,,,
101912,1315,1459,1407,1314,145,303,62,996,46,52,1286,297,61,925,3,28,121,6,1,71,43,24,0,0,68,8,0,1,2,5,15,58,0,0,68,8,0,1,2,5,15,58,0,2,75,12,0,0,2,8,2,63,8,54,38,4,56,40,100,0,0
101994,441,697,697,283,414,125,116,265,191,0,283,103,53,123,4,0,414,22,63,142,187,0,1,0,67,0,0,26,5,0,0,64,1,0,67,0,0,26,5,0,0,64,,,,,,,,,,,4,52,44,4,52,44,,,
102030,2136,4895,4895,1517,3378,1031,425,1517,1922,0,1517,696,228,584,9,0,3378,335,197,933,1913,0,1,2,58,3,0,29,5,0,1,63,1,2,58,3,0,29,5,0,1,63,,,,,,,,,,,18,35,47,18,35,47,,,
102049,6107,6227,3936,5885,342,1078,119,2728,11,2291,3824,1057,106,2660,1,2061,112,21,13,68,10,230,0,2,9,5,0,79,2,2,1,66,0,1,5,5,0,85,2,1,1,65,0,3,16,5,0,69,1,5,2,68,7,44,48,2,43,55,17,47,36
102058,28,92,78,24,68,16,1,19,42,14,22,10,1,11,0,2,56,6,0,8,42,12,0,0,100,0,0,0,0,0,0,62,0,0,100,0,0,0,0,0,0,63,0,0,100,0,0,0,0,0,0,57,0,98,2,0,100,0,0,86,14
102067,3147,7400,7400,1964,5436,1205,493,2396,3306,0,1964,808,233,854,69,0,5436,397,260,1542,3237,0,0,1,33,6,0,56,3,0,1,60,0,1,33,6,0,56,3,0,1,60,,,,,,,,,,,47,36,17,47,36,17,,,
102076,2564,7821,7821,1263,6558,703,217,1019,5882,0,1263,515,66,491,191,0,6558,188,151,528,5691,0,0,1,7,11,0,77,4,0,0,60,0,1,7,11,0,77,4,0,0,60,,,,,,,,,,,81,14,5,81,14,5,,,
102094,13449,15943,10053,12517,3426,2077,1193,6194,589,5890,7974,1961,925,5070,18,4543,2079,116,268,1124,571,1347,1,4,22,5,0,61,4,2,2,68,1,4,23,5,0,60,4,1,1,62,1,3,20,5,0,62,3,2,4,79,33,43,24,12,64,24,69,7,24
102234,1007,1134,935,877,257,185,145,585,20,199,853,184,131,538,0,24,82,1,14,47,20,175,1,2,14,9,0,58,2,6,8,54,1,1,14,10,0,57,2,6,10,55,0,3,16,9,1,62,2,5,4,46,21,54,25,8,63,29,83,11,6
102270,689,904,904,697,207,222,75,562,45,0,697,189,66,431,11,0,207,33,9,131,34,0,0,0,85,1,0,7,0,3,3,57,0,0,85,1,0,7,0,3,3,57,,,,,,,,,,,22,78,0,22,78,0,,,
102298,867,1317,1180,1287,30,267,67,846,0,137,1171,267,67,837,0,116,9,0,0,9,0,21,0,0,67,5,0,5,3,10,9,46,0,0,66,5,0,6,3,11,9,43,0,0,82,5,0,0,0,5,8,64,22,78,0,22,78,0,24,76,0
102313,1473,2766,2766,1075,1691,644,426,1250,446,0,1075,396,187,489,3,0,1691,248,239,761,443,0,0,1,74,5,0,16,3,0,0,66,0,1,74,5,0,16,3,0,0,66,,,,,,,,,,,34,45,21,34,45,21,,,
102368,10820,17550,12610,8703,8847,2074,1558,8367,611,4940,7318,1597,864,4778,79,1385,5292,477,694,3589,532,3555,0,1,33,6,0,50,4,2,3,63,0,1,33,5,0,51,4,2,3,64,0,2,33,7,0,47,4,3,3,60,56,26,18,48,31,21,74,14,12
102377,3062,4240,3578,3327,913,859,46,2601,72,662,2798,859,45,1885,9,529,780,0,1,716,63,133,0,1,85,0,0,2,3,8,0,65,0,0,89,0,0,1,4,6,0,63,0,4,66,2,0,7,2,19,0,75,1,0,99,1,0,99,0,0,100
102395,177,396,207,64,332,43,44,91,29,189,29,11,9,9,0,35,178,32,35,82,29,154,1,1,28,11,0,46,2,9,1,27,0,0,26,12,0,46,3,12,1,23,2,2,31,11,0,47,2,6,1,32,98,2,0,96,4,0,100,0,0
102429,2494,5472,5472,1253,4219,972,360,1749,2391,0,1253,546,107,552,48,0,4219,426,253,1197,2343,0,0,0,17,4,0,75,4,0,0,61,0,0,17,4,0,75,4,0,0,61,,,,,,,,,,,27,36,37,27,36,37,,,
102553,7111,17753,16920,4660,13093,1667,953,5854,8446,833,4482,983,393,2703,403,178,12438,684,560,3151,8043,655,5,7,3,8,1,49,8,18,2,61,5,7,2,8,1,48,8,19,2,61,5,5,3,8,0,64,8,4,2,71,36,37,27,36,38,27,43,37,20
102580,29,73,73,20,53,6,4,28,35,0,20,3,4,13,0,0,53,3,0,15,35,0,3,3,7,4,1,77,5,0,0,49,3,3,7,4,1,77,5,0,0,49,,,,,,,,,,,3,0,97,3,0,97,,,
102614,4443,11023,9814,3212,7811,962,687,3453,4712,1209,2806,675,301,1574,256,406,7008,287,386,1879,4456,803,15,3,4,9,1,48,9,10,2,64,16,3,4,9,1,47,9,10,2,64,7,3,2,7,0,57,8,6,9,62,42,28,30,42,28,30,38,28,34
102632,1063,3464,3122,625,2839,192,197,743,1990,342,549,104,109,276,60,76,2573,88,88,467,1930,266,13,4,1,7,0,53,11,9,1,65,14,4,1,8,0,51,12,9,1,63,8,3,2,4,1,68,7,4,2,79,42,21,37,40,20,40,62,29,9
102669,442,771,610,420,351,29,164,328,89,161,377,24,105,233,15,43,233,5,59,95,74,118,23,8,4,8,1,33,10,12,1,77,25,9,4,9,1,31,10,10,0,77,18,3,0,6,1,42,12,17,1,80,19,36,45,23,40,37,6,19,75
102711,149,1070,1070,132,938,934,0,136,0,0,132,117,0,15,0,0,938,817,0,121,0,0,21,1,1,4,1,46,6,20,0,20,21,1,1,4,1,46,6,20,0,20,,,,,,,,,,,0,0,100,0,0,100,,,
102845,6368,3980,3980,3980,0,2198,120,1662,0,0,3980,2198,120,1662,0,0,0,0,0,0,0,0,9,4,8,25,3,37,10,3,1,70,9,4,8,25,3,37,10,3,1,70,,,,,,,,,,,30,70,0,30,70,0,,,
103501,368,366,366,366,0,115,0,251,0,0,366,115,0,251,0,0,0,0,0,0,0,0,25,17,9,9,3,25,10,2,0,87,25,17,9,9,3,25,10,2,0,87,,,,,,,,,,,0,0,100,0,0,100,,,
103741,221,351,351,238,113,215,0,136,0,0,238,138,0,100,0,0,113,77,0,36,0,0,3,1,5,52,0,29,9,0,0,96,3,1,5,52,0,29,9,0,0,96,,,,,,,,,,,0,0,100,0,0,100,,,
103893,1109,1729,1729,1729,0,565,335,829,0,0,1729,565,335,829,0,0,0,0,0,0,0,0,5,2,11,56,0,14,1,10,0,68,5,2,11,56,0,14,1,10,0,68,,,,,,,,,,,20,39,41,20,39,41,,,
103909,525,815,815,815,0,195,204,416,0,0,815,195,204,416,0,0,0,0,0,0,0,0,6,2,8,44,0,25,0,14,0,64,6,2,8,44,0,25,0,14,0,64,,,,,,,,,,,0,42,58,0,42,58,,,
103927,493,724,724,724,0,298,111,315,0,0,724,298,111,315,0,0,0,0,0,0,0,0,2,2,7,67,0,14,1,6,0,65,2,2,7,67,0,14,1,6,0,65,,,,,,,,,,,0,50,50,0,50,50,,,
103954,45,82,82,82,0,17,0,65,0,0,82,17,0,65,0,0,0,0,0,0,0,0,1,1,11,49,0,28,10,0,0,94,1,1,11,49,0,28,10,0,0,94,,,,,,,,,,,0,0,100,0,0,100,,,
103963,937,1000,1000,1000,0,429,233,338,0,0,1000,429,233,338,0,0,0,0,0,0,0,0,10,1,11,48,0,25,5,1,0,15,10,1,11,48,0,25,5,1,0,15,,,,,,,,,,,0,10,90,0,10,90,,,
104090,835,1127,1079,1127,0,110,383,586,0,48,1079,110,383,586,0,48,0,0,0,0,0,0,7,3,14,31,0,18,1,26,0,89,7,3,14,31,0,17,1,27,0,89,13,13,8,19,0,38,0,10,0,85,33,51,15,30,54,16,100,0,0
104151,78126,86547,70151,74682,11865,14724,5421,48702,1304,16396,62219,14537,4359,43126,197,12463,7932,187,1062,5576,1107,3933,1,8,4,23,0,40,4,4,16,47,1,9,4,26,0,43,5,4,8,48,1,5,3,9,0,27,2,4,49,44,6,69,25,6,79,15,3,28,69
104160,5399,12473,12473,2372,10101,3612,282,6688,1891,0,2372,455,70,1549,298,0,10101,3157,212,5139,1593,0,1,1,2,69,0,14,2,10,1,57,1,1,2,69,0,14,2,10,1,57,,,,,,,,,,,21,34,45,21,34,45,,,
104179,49407,61966,49114,43464,18502,9531,5032,31009,3542,12852,35706,8772,2471,24284,179,7758,13408,759,2561,6725,3363,5094,2,5,4,25,0,43,5,10,6,55,1,5,5,26,0,44,5,10,4,55,2,7,4,18,0,40,4,11,14,54,27,37,37,24,43,33,36,11,52
104346,3199,8263,8263,1692,6571,1939,908,3648,1768,0,1692,710,199,703,80,0,6571,1229,709,2945,1688,0,2,1,5,41,0,29,2,17,1,62,2,1,5,41,0,29,2,17,1,62,,,,,,,,,,,18,61,22,18,61,22,,,
104391,84,145,145,145,0,140,0,5,0,0,145,140,0,5,0,0,0,0,0,0,0,0,0,1,1,23,4,49,0,21,0,97,0,1,1,23,4,49,0,21,0,97,,,,,,,,,,,0,0,100,0,0,100,,,
104425,5503,8804,8804,4319,4485,2188,1835,3614,1167,0,4319,1631,1446,1187,55,0,4485,557,389,2427,1112,0,1,3,7,36,0,45,5,1,1,38,1,3,7,36,0,45,5,1,1,38,,,,,,,,,,,20,22,58,20,22,58,,,
104443,113,147,147,97,50,93,0,54,0,0,97,62,0,35,0,0,50,31,0,19,0,0,4,1,24,24,0,15,5,27,0,92,4,1,24,24,0,15,5,27,0,92,,,,,,,,,,,0,0,100,0,0,100,,,
104568,393,564,564,284,280,421,0,143,0,0,284,216,0,68,0,0,280,205,0,75,0,0,3,2,12,33,0,41,4,4,0,98,3,2,12,33,0,41,4,4,0,98,,,,,,,,,,,0,100,0,0,100,0,,,
104577,2936,7093,7093,2996,4097,1236,401,2741,2715,0,2996,854,161,1200,781,0,4097,382,240,1541,1934,0,6,1,2,23,0,62,1,3,1,58,6,1,2,23,0,62,1,3,1,58,,,,,,,,,,,12,13,75,12,13,75,,,
104586,3192,3433,3391,3201,232,855,140,2369,27,42,3165,845,128,2191,1,36,226,10,12,178,26,6,1,6,2,15,1,55,8,3,9,28,1,6,2,15,1,55,8,3,9,28,0,2,5,12,0,43,5,2,31,38,0,25,74,0,26,74,0,2,98
104665,6,6,0,6,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,17,0,0,0,67,17,0,0,50,,,,,,,,,,,0,17,0,0,0,67,17,0,0,50,0,17,83,,,,0,17,83
104708,7493,20692,20692,5447,15245,3874,625,12362,3831,0,5447,1792,175,3039,441,0,15245,2082,450,9323,3390,0,1,5,6,42,0,38,5,2,1,55,1,5,6,42,0,38,5,2,1,55,,,,,,,,,,,39,38,23,39,38,23,,,
104717,102293,170467,112023,26000,144467,11769,34535,57788,7931,58444,25939,7108,2094,16477,260,61,86084,4661,32441,41311,7671,58383,1,3,21,22,1,43,4,4,1,73,1,3,18,24,1,44,5,3,1,71,1,4,27,19,0,42,3,4,1,78,83,13,4,77,18,5,95,4,1
105145,2669,7866,7866,1557,6309,792,321,4944,1809,0,1557,310,66,1006,175,0,6309,482,255,3938,1634,0,2,4,11,52,0,26,4,2,0,67,2,4,11,52,0,26,4,2,0,67,,,,,,,,,,,44,24,31,44,24,31,,,
105154,8935,25599,25599,6412,19187,4212,714,16565,4108,0,6412,1945,168,3873,426,0,19187,2267,546,12692,3682,0,3,5,6,33,0,44,5,2,2,53,3,5,6,33,0,44,5,2,2,53,,,,,,,,,,,45,31,24,45,31,24,,,
105206,2398,5504,5504,953,4551,1284,222,2838,1160,0,953,275,51,505,122,0,4551,1009,171,2333,1038,0,2,2,2,30,0,58,5,2,0,68,2,2,2,30,0,58,5,2,0,68,,,,,,,,,,,28,42,30,28,42,30,,,
105215,753,822,822,822,0,274,175,373,0,0,822,274,175,373,0,0,0,0,0,0,0,0,3,1,5,15,0,56,14,5,0,7,3,1,5,15,0,56,14,5,0,7,,,,,,,,,,,0,0,100,0,0,100,,,
105297,1194,2312,2303,982,1330,176,143,1569,415,9,976,133,87,733,23,6,1327,43,56,836,392,3,99,0,0,0,0,1,0,0,0,72,99,0,0,0,0,1,0,0,0,72,100,0,0,0,0,0,0,0,0,56,62,23,15,62,23,15,100,0,0
105330,29015,31448,25247,25356,6092,5660,2332,16902,353,6201,21670,5522,1762,14164,222,3686,3577,138,570,2738,131,2515,4,4,3,25,0,51,5,4,4,63,4,4,3,26,0,53,6,2,2,63,4,3,3,17,0,44,3,13,13,63,21,49,30,15,54,30,45,25,30
105349,1595,4917,4917,579,4338,272,173,1269,3203,0,579,78,31,167,303,0,4338,194,142,1102,2900,0,25,1,0,17,0,34,2,21,0,63,25,1,0,17,0,34,2,21,0,63,,,,,,,,,,,49,18,33,49,18,33,,,
105428,5495,16165,16165,3637,12528,1993,523,10395,3254,0,3637,826,152,2236,423,0,12528,1167,371,8159,2831,0,2,3,8,55,0,25,4,2,1,62,2,3,8,55,0,25,4,2,1,62,,,,,,,,,,,50,28,21,50,28,21,,,
105525,13023,33102,33102,6227,26875,5233,2218,13334,12317,0,6227,1817,585,3516,309,0,26875,3416,1633,9818,12008,0,2,3,5,47,0,35,4,4,1,56,2,3,5,47,0,35,4,4,1,56,,,,,,,,,,,30,28,41,30,28,41,,,
105534,4206,4270,4095,4270,0,488,1597,2009,1,175,4095,488,1597,2009,1,175,0,0,0,0,0,0,2,6,10,37,1,34,8,1,0,80,2,6,10,37,1,34,8,1,0,79,2,5,11,27,0,47,4,3,0,86,64,0,36,62,0,38,100,0,0
105543,904,1107,1107,1107,0,362,210,535,0,0,1107,362,210,535,0,0,0,0,0,0,0,0,18,2,3,53,1,15,8,0,0,82,18,2,3,53,1,15,8,0,0,82,,,,,,,,,,,5,0,95,5,0,95,,,
105589,846,1162,337,538,624,26,55,234,22,825,232,26,43,160,3,306,105,0,12,74,19,519,1,3,4,7,0,69,1,15,0,76,1,6,3,6,0,65,0,18,0,65,1,2,5,7,0,71,1,13,0,81,82,2,16,39,5,56,100,0,0
105659,1377,2218,2218,2218,0,1046,0,1172,0,0,2218,1046,0,1172,0,0,0,0,0,0,0,0,15,1,15,36,1,28,0,3,0,10,15,1,15,36,1,28,0,3,0,10,,,,,,,,,,,0,3,97,0,3,97,,,
105668,10905,34287,34287,5349,28938,2622,1199,16657,13809,0,5349,699,345,2520,1785,0,28938,1923,854,14137,12024,0,1,5,8,30,0,46,5,3,1,58,1,5,8,30,0,46,5,3,1,58,,,,,,,,,,,58,5,37,58,5,37,,,
105677,37,46,46,46,0,29,0,17,0,0,46,29,0,17,0,0,0,0,0,0,0,0,0,4,2,2,0,89,0,0,2,4,0,4,2,2,0,89,0,0,2,4,,,,,,,,,,,0,0,100,0,0,100,,,
105747,3567,11319,11319,2197,9122,1457,379,7129,2354,0,2197,550,87,1427,133,0,9122,907,292,5702,2221,0,3,4,4,28,0,51,5,3,1,56,3,4,4,28,0,51,5,3,1,56,,,,,,,,,,,51,25,23,51,25,23,,,
105792,2207,6113,6113,1706,4407,1130,220,3223,1540,0,1706,526,83,899,198,0,4407,604,137,2324,1342,0,3,3,13,54,0,19,5,2,0,58,3,3,13,54,0,19,5,2,0,58,,,,,,,,,,,42,31,27,42,31,27,,,
105899,1161,1368,1343,1132,236,372,151,689,131,25,1111,368,145,597,1,21,232,4,6,92,130,4,1,1,11,25,1,46,7,6,3,43,1,1,11,25,1,46,7,6,3,43,0,0,16,16,0,64,0,4,0,60,22,55,24,21,55,24,56,28,16
106041,2420,2612,2612,2612,0,929,469,1214,0,0,2612,929,469,1214,0,0,0,0,0,0,0,0,4,3,4,37,3,35,12,2,0,7,4,3,4,37,3,35,12,2,0,7,,,,,,,,,,,0,0,100,0,0,100,,,
106148,3751,9665,9665,1903,7762,1239,757,3042,4627,0,1903,557,281,841,224,0,7762,682,476,2201,4403,0,2,1,1,21,0,65,4,6,0,57,2,1,1,21,0,65,4,6,0,57,,,,,,,,,,,32,23,46,32,23,46,,,
106245,6003,10086,7152,4651,5435,526,1367,3922,1337,2934,3309,485,759,2009,56,1342,3843,41,608,1913,1281,1592,1,2,23,2,0,52,10,3,7,62,1,2,25,3,0,54,12,1,3,63,0,2,18,2,0,47,5,8,19,60,43,27,30,41,30,29,49,19,32
106263,3084,3697,1667,2494,1203,0,740,799,128,2030,840,0,469,269,102,1654,827,0,271,530,26,376,0,8,10,7,0,61,4,6,3,73,0,8,10,10,0,55,4,11,1,84,0,8,10,6,0,65,4,2,4,65,35,21,44,68,14,19,9,26,65
106306,358,522,522,445,77,100,11,404,7,0,445,89,7,349,0,0,77,11,4,55,7,0,0,0,88,6,0,2,2,2,0,24,0,0,88,6,0,2,2,2,0,24,,,,,,,,,,,3,33,63,3,33,63,,,
106315,143,145,145,145,0,31,0,114,0,0,145,31,0,114,0,0,0,0,0,0,0,0,0,0,86,7,0,8,0,0,0,98,0,0,86,7,0,8,0,0,0,98,,,,,,,,,,,0,0,100,0,0,100,,,
106324,36,78,78,51,27,67,0,11,0,0,51,41,0,10,0,0,27,26,0,1,0,0,0,3,14,13,0,65,5,0,0,99,0,3,14,13,0,65,5,0,0,99,,,,,,,,,,,0,0,100,0,0,100,,,
