UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
112181,77,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,90,,,,64,
112190,40,39,42,0,55,56,0,15,25,37,31,32,46,8,,,,,,,,,,,,,,,,,46,,100,,37,
112260,91,86,96,,95,95,100,92,88,93,90,78,92,,75,90,91,86,96,,95,95,100,92,88,93,90,78,92,,92,92,91,91,91,91
112288,51,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,48,,72,,72,
112367,68,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,,,65,
112385,34,36,31,,44,44,,67,26,17,25,,29,14,,,,,,,,,,,,,,,,,35,,,,33,
112394,29,30,26,0,31,31,,33,21,35,50,15,,2,20,28,29,30,26,0,31,31,,33,21,35,50,15,,2,16,16,21,21,54,54
112455,76,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,69,,89,,91,
112561,27,27,26,,33,33,,0,29,26,,50,0,7,,,,,,,,,,,,,,,,,34,,,,21,
112570,37,30,48,100,71,67,100,33,29,45,50,0,25,,34,34,37,30,48,100,71,67,100,33,29,45,50,0,25,,39,39,42,42,27,27
112686,27,22,31,,0,0,,31,24,33,67,33,,10,,,,,,,,,,,,,,,,,26,,,,29,
112826,28,25,33,,33,32,50,18,27,45,33,14,33,10,,,,,,,,,,,,,,,,,27,,0,,30,
113096,40,42,38,0,50,51,29,26,29,44,36,45,70,10,,,,,,,,,,,,,,,,,38,,,,41,
113111,31,30,32,0,44,47,0,6,29,34,42,,0,9,,,,,,,,,,,,,,,,,35,,,,30,
113193,48,50,46,50,56,63,0,60,42,50,59,75,27,10,,,,,,,,,,,,,,,,,30,,75,,55,
113218,41,40,41,,15,15,,17,35,50,21,0,,8,,,,,,,,,,,,,,,,,41,,,,40,
113236,37,34,40,33,49,50,42,39,27,48,27,34,59,10,,,,,,,,,,,,,,,,,39,,,,36,
113333,68,66,70,0,80,80,44,57,50,64,71,29,72,6,,,,,,,,,,,,,,,,,71,,70,,66,
113449,92,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,90,,100,,93,
113573,31,27,35,,38,38,,19,29,45,45,12,35,5,,,,,,,,,,,,,,,,,36,,100,,26,
113582,80,100,75,,,,,,100,75,,,,,0,80,80,100,75,,,,,,100,75,,,,,75,75,,,100,100
113634,49,49,49,0,58,58,60,42,40,43,46,32,78,10,,,,,,,,,,,,,,,,,45,,0,,50,
113698,78,78,78,,90,90,,60,72,75,67,60,100,18,65,78,78,78,78,,90,90,,60,72,75,67,60,100,18,71,71,84,84,78,78
113856,37,37,36,100,63,63,,50,33,69,45,45,41,8,,,,,,,,,,,,,,,,,33,,0,,42,
113980,42,41,43,100,70,70,,27,34,61,71,44,53,11,,,,,,,,,,,,,,,,,37,,100,,46,
114266,41,41,40,0,52,52,0,60,32,34,45,0,67,8,,,,,,,,,,,,,,,,,40,,,,41,
114354,65,59,66,20,76,76,78,42,62,66,100,82,65,4,,,,,,,,,,,,,,,,,62,,67,,66,
114433,35,17,57,50,0,0,0,16,30,44,,33,8,21,17,17,25,33,22,,,,,,0,27,,,,,24,0,32,,48,50
114460,88,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,81,,89,,97,
114637,100,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,100,
114716,56,55,58,100,66,67,0,23,42,59,62,30,67,11,,,,,,,,,,,,,,,,,60,,67,,55,
114761,79,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,75,,,,88,
114789,24,20,27,0,35,36,22,12,21,31,24,22,100,6,,,,,,,,,,,,,,,,,22,,,,26,
114813,50,48,51,67,38,38,,33,55,48,0,0,47,29,44,50,50,48,51,67,38,38,,33,55,48,0,0,47,29,38,38,100,100,51,51
114859,34,29,39,0,44,44,50,26,30,45,40,18,29,8,,,,,,,,,,,,,,,,,32,,25,,36,
114938,42,37,46,,48,53,0,40,40,50,50,0,,8,,,,,,,,,,,,,,,,,44,,,,41,
114947,91,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,92,,100,,90,
115001,37,33,42,100,37,36,100,16,28,45,25,29,59,11,,,,,,,,,,,,,,,,,41,,,,34,
115010,63,70,59,,61,63,0,56,60,70,71,,,,,,,,,,,,,,,,,,,,59,,72,,67,
115126,49,48,50,,64,64,25,23,38,52,52,25,33,11,,,,,,,,,,,,,,,,,47,,0,,52,
115296,37,35,39,100,42,44,0,28,34,40,44,37,36,11,,,,,,,,,,,,,,,,,38,,,,37,
115357,81,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,77,,100,,91,
115393,40,39,41,,52,54,0,25,40,38,32,41,67,6,,,,,,,,,,,,,,,,,45,,,,36,
115409,92,91,93,100,97,97,,83,90,91,84,100,89,6,81,91,92,91,93,100,97,97,,83,90,91,84,100,89,6,94,94,96,96,90,90
115658,73,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,57,,,,100,
115755,49,45,51,73,37,36,40,35,42,55,58,57,60,6,26,42,49,45,51,73,37,36,40,35,42,55,58,57,60,6,43,43,54,54,56,56
115773,62,100,58,,50,50,,100,56,100,,,,,67,100,100,100,100,,,,,100,100,,,,,,75,100,,,40,100
115861,45,41,48,50,75,75,,0,44,53,50,44,,5,,,,,,,,,,,,,,,,,43,,,,48,
115931,84,85,78,100,81,87,0,64,84,86,100,88,,0,,,,,,,,,,,,,,,,,82,,85,,90,
116439,57,55,59,50,68,68,100,50,44,55,63,53,56,8,,,,,,,,,,,,,,,,,52,,67,,60,
116563,72,,72,50,100,100,,25,80,80,67,100,,8,,,,,,,,,,,,,,,,,83,,100,,56,
116846,44,100,38,,,,,,,50,,0,,,44,44,44,100,38,,,,,,,50,,0,,,75,75,0,0,25,25
117052,42,41,43,0,57,57,,25,41,51,33,0,,5,,,,,,,,,,,,,,,,,40,,50,,46,
117104,40,27,55,,33,33,,25,27,55,50,50,,6,31,38,38,24,53,,33,33,,33,30,54,25,50,,8,35,35,52,40,42,41
117140,63,60,66,0,71,70,100,41,65,66,62,64,50,35,61,63,63,60,66,0,71,70,100,41,65,66,62,70,50,35,61,61,67,67,64,64
117168,52,32,57,0,36,36,,0,39,68,67,100,0,,34,47,52,32,57,0,36,36,,0,39,68,67,100,0,,49,49,40,40,63,63
117195,45,44,47,0,40,40,,,54,42,100,0,20,13,,,,,,,,,,,,,,,,,53,,,,43,
117238,68,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,66,,67,,83,
117247,31,36,25,,32,31,50,26,29,27,42,0,75,17,,,,,,,,,,,,,,,,,34,,,,29,
117274,31,25,44,,33,50,0,18,34,41,0,27,0,14,,,,,,,,,,,,,,,,,36,,,,29,
117283,33,0,50,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,33,
117557,100,100,,,,,,,,,,,100,,100,100,100,100,,,,,,,,,,,100,,,,,,100,100
117575,50,50,,,,,,,,50,,,,50,50,50,50,50,,,,,,,,50,,,,50,0,0,,,100,100
117627,60,58,61,,81,82,67,62,54,46,29,,70,16,43,54,58,59,57,,85,86,67,58,52,39,29,,68,16,58,58,54,48,66,64
117645,30,30,30,0,40,41,30,19,28,37,35,0,62,10,,,,,,,,,,,,,,,,,26,,0,,35,
117672,50,50,,,100,100,,,0,,,,,,,,,,,,,,,,,,,,,,100,,,,0,
117690,36,33,39,0,57,58,40,28,34,44,42,25,50,9,,,,,,,,,,,,,,,,,35,,,,38,
117706,46,45,47,100,55,55,33,34,42,51,45,66,64,9,,,,,,,,,,,,,,,,,47,,,,45,
117715,34,41,30,,33,33,,31,38,0,50,50,,13,,,,,,,,,,,,,,,,,43,,,,25,
117724,35,32,39,,38,38,,21,36,35,29,50,50,9,,,,,,,,,,,,,,,,,41,,,,27,
117733,32,27,36,100,47,49,0,21,27,39,39,43,42,9,,,,,,,,,,,,,,,,,35,,50,,28,
117751,68,74,62,0,100,100,,67,100,68,47,68,0,12,55,62,67,74,61,0,67,67,,67,100,68,47,68,0,12,70,70,72,72,63,62
117788,29,28,30,0,46,48,0,30,26,22,27,45,43,8,,,,,,,,,,,,,,,,,31,,50,,26,
117867,20,16,24,0,38,39,0,20,20,10,20,0,67,8,,,,,,,,,,,,,,,,,22,,100,,18,
117894,41,36,46,,50,53,14,20,43,42,36,38,50,7,,,,,,,,,,,,,,,,,36,,,,44,
117946,79,79,79,,83,83,50,79,83,78,85,,67,,68,77,79,79,79,,83,83,50,79,83,78,85,,67,,76,76,83,83,79,79
117955,65,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,61,,50,,100,
118134,83,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,67,,,,100,
118143,64,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,60,,,,100,
118161,82,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,60,,0,
118198,77,69,79,0,80,81,71,61,83,75,84,80,100,0,,,,,,,,,,,,,,,,,67,,95,,80,
118347,39,38,41,0,53,53,,25,34,48,47,25,14,17,,,,,,,,,,,,,,,,,48,,,,35,
118684,25,24,26,17,0,0,,,29,35,0,13,,16,,,,,,,,,,,,,,,,,36,,,,18,
118693,54,48,60,100,53,58,40,44,42,41,59,100,85,,37,50,54,48,60,100,53,58,40,44,42,41,59,100,85,,44,44,55,55,64,64
118718,36,36,35,25,39,40,25,40,35,38,25,50,75,7,,,,,,,,,,,,,,,,,38,,,,33,
118772,26,22,29,,35,35,,17,24,41,14,0,33,15,,,,,,,,,,,,,,,,,27,,0,,26,
118912,41,37,45,100,61,64,33,31,34,48,46,29,43,10,91,96,96,93,100,,100,100,,100,88,100,100,,,,19,100,,,58,93
118930,39,35,43,0,43,43,0,60,33,42,50,0,45,5,,,,,,,,,,,,,,,,,38,,,,40,
118958,80,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,83,,100,,75,
118976,30,24,35,33,48,48,50,20,25,34,50,0,30,9,0,0,0,0,0,,,,,,,0,,,,,28,0,,,31,0
118994,23,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,,13,,0,,60,
119067,40,37,42,,37,35,50,0,34,54,45,33,75,12,,,,,,,,,,,,,,,,,36,,100,,42,
119137,44,37,50,50,54,54,50,25,38,46,45,50,40,14,,,,,,,,,,,,,,,,,42,,100,,44,
119164,45,45,44,100,60,60,33,31,38,50,43,0,54,7,,,,,,,,,,,,,,,,,42,,,,47,
119173,53,54,53,0,63,63,67,33,52,52,40,57,,46,33,45,48,46,48,0,59,61,0,21,47,45,40,50,,47,52,47,53,48,63,62
119216,36,34,36,40,50,50,57,35,35,34,36,34,,8,,,,,,,,,,,,,,,,,34,,100,,37,
119270,53,50,60,50,56,63,0,25,44,52,43,36,63,,19,44,47,48,44,,50,50,,,,50,,,46,,52,,58,100,53,45
119331,43,42,44,,59,59,50,42,40,34,64,43,0,11,,,,,,,,,,,,,,,,,48,,,,40,
119553,80,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,80,,85,,76,
119605,43,0,50,,100,100,,,33,50,,,0,,17,50,50,0,60,,100,100,,,33,100,,,0,,50,50,,,33,50
119775,62,42,89,,33,33,,0,71,67,100,,100,,5,29,29,17,44,,0,0,,0,29,33,100,,50,,64,18,50,50,67,33
119951,70,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,100,,100,,18,
120069,71,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,70,,78,,71,
120078,68,58,70,50,71,71,67,17,71,55,56,,,0,,,,,,,,,,,,,,,,,68,,71,,67,
120087,60,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,63,,73,,50,
120184,7,4,8,0,12,18,0,0,9,0,0,0,10,70,7,7,7,4,8,0,12,18,0,0,9,0,0,0,10,70,7,7,10,10,2,2
120254,81,74,86,,81,81,100,82,79,81,83,100,79,11,68,80,81,74,86,,81,81,100,82,79,81,83,100,79,11,86,86,83,83,78,78
120290,52,51,52,100,58,58,67,55,41,60,43,33,40,12,,,,,,,,,,,,,,,,,60,,,,49,
120342,48,46,49,0,62,62,0,27,38,50,48,78,39,12,,,,,,,,,,,,,,,,,48,,17,,47,
120403,66,67,66,33,75,75,,71,64,62,58,64,57,,50,62,66,67,66,33,75,75,,71,64,62,58,64,57,,68,68,68,68,65,65
120421,34,30,39,0,46,50,0,14,35,25,29,0,,7,,,,,,,,,,,,,,,,,35,,,,34,
120537,49,45,53,50,71,60,100,29,36,74,33,67,,,36,49,49,45,53,50,71,60,100,29,36,74,33,67,,,38,38,75,75,38,38
120661,76,73,77,60,80,80,80,56,78,74,,79,,0,,,,,,,,,,,,,,,,,75,,89,,68,
120838,100,100,100,,,,,,,,,,100,,0,0,0,0,0,,,,,,,,,,0,,,,,,100,0
120865,58,58,58,50,70,74,0,29,54,55,61,,75,7,27,39,45,46,43,50,52,56,0,0,47,43,36,,67,9,30,15,90,70,86,80
120883,69,67,71,100,78,78,25,32,63,66,68,68,52,,44,65,68,66,69,100,75,75,25,32,63,66,68,64,52,,64,64,70,69,72,70
120953,31,25,39,0,,,,40,33,20,0,,,10,,,,,,,,,,,,,,,,,43,,,,22,
120971,38,38,37,25,45,46,33,30,31,42,48,43,91,8,,,,,,,,,,,,,,,,,34,,0,,39,
121044,48,46,50,67,61,61,67,17,36,52,44,25,59,9,,,,,,,,,,,,,,,,,50,,0,,46,
121150,83,81,85,100,82,82,,86,81,86,82,100,77,,75,82,83,81,85,100,82,82,,86,81,86,82,100,77,,84,84,87,87,82,82
121257,83,84,83,100,78,80,50,92,77,85,79,88,83,8,58,80,83,84,83,100,78,80,50,92,77,85,79,88,83,8,89,89,89,89,81,81
121309,77,73,79,25,84,86,0,67,74,80,64,90,75,18,68,77,77,73,79,25,84,86,0,67,74,80,64,90,75,18,72,72,74,74,80,80
121345,93,93,93,100,98,98,,86,96,95,94,94,83,2,61,92,93,93,93,100,98,98,,86,96,95,94,94,83,2,94,94,100,100,93,93
121363,34,37,31,0,25,0,100,0,36,29,33,0,,7,,,,,,,,,,,,,,,,,38,,,,27,
121433,76,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,78,,,,71,
121619,31,25,36,25,54,55,0,25,27,39,57,31,67,7,,,,,,,,,,,,,,,,,33,,0,,29,
121637,78,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,78,,100,,71,
121691,67,62,71,50,73,73,67,57,71,68,64,42,54,23,56,67,67,62,71,50,73,73,67,57,71,68,64,42,54,23,64,64,78,78,64,64
121707,34,33,35,11,50,56,0,33,29,36,43,27,,12,,,,,,,,,,,,,,,,,33,,,,35,
121859,91,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,90,,100,,94,
121868,92,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,90,,100,,91,
121886,25,22,27,,44,44,,17,23,29,29,0,38,4,,,,,,,,,,,,,,,,,24,,,,25,
121901,37,36,37,33,51,52,0,38,32,46,44,40,52,8,,,,,,,,,,,,,,,,,33,,,,40,
122180,33,32,35,0,42,44,18,24,29,40,35,33,17,11,,,,,,,,,,,,,,,,,28,,0,,39,
122205,48,45,52,100,62,63,33,41,40,51,56,58,31,9,,,,,,,,,,,,,,,,,46,,0,,49,
122339,30,26,33,33,50,50,,27,27,39,32,25,,15,,,,,,,,,,,,,,,,,30,,0,,31,
122375,35,30,40,0,51,51,33,28,29,36,40,36,51,16,92,92,92,100,92,,100,100,,100,100,100,,33,,,31,,40,,37,92
122384,48,48,48,0,62,62,,67,42,45,40,100,25,12,,,,,,,,,,,,,,,,,55,,,,45,
122409,76,72,80,65,83,83,85,69,72,79,76,79,68,2,56,73,76,72,80,65,83,83,85,69,72,79,76,79,68,2,72,72,77,77,78,78
122436,84,83,84,40,87,88,50,76,86,84,81,79,77,,69,83,84,83,84,40,87,88,50,76,86,84,81,79,77,,82,82,85,85,84,84
122506,74,73,74,,67,67,,,60,81,,33,75,,44,72,74,73,74,,67,67,,,60,81,,33,75,,57,57,74,74,78,78
122597,50,48,52,67,62,63,29,36,44,53,48,58,54,6,28,45,50,48,52,67,62,63,29,36,44,53,48,58,54,6,48,48,50,50,53,53
122612,70,64,73,100,83,83,73,62,65,62,68,78,71,20,63,69,70,64,73,100,83,83,73,62,65,62,68,78,71,20,67,67,69,69,72,72
122658,35,31,38,,44,43,60,23,32,36,27,33,,8,,,,,,,,,,,,,,,,,36,,0,,33,
122685,36,31,38,0,22,29,0,34,34,48,25,35,,1,,,,,,,,,,,,,,,,,39,,52,,26,
122694,58,59,56,,57,50,100,35,59,59,50,62,100,0,,,,,,,,,,,,,,,,,56,,73,,60,
122728,56,47,62,33,63,63,,29,43,67,25,29,65,25,44,54,56,47,62,33,63,63,,29,43,67,25,29,65,25,51,51,71,70,54,54
122746,34,28,39,0,42,42,33,31,31,41,53,29,0,12,,,,,,,,,,,,,,,,,39,,,,31,
122755,69,66,72,,79,79,63,54,60,67,65,72,69,4,37,63,69,66,72,,79,79,63,54,60,67,65,72,69,4,64,64,64,64,74,74
122791,61,62,60,100,69,70,64,50,54,70,69,88,31,9,,,,,,,,,,,,,,,,,64,,,,60,
122889,34,30,36,40,42,44,0,10,30,37,43,27,27,25,,,,,,,,,,,,,,,,,33,,47,,34,
122931,88,85,91,0,87,87,100,86,92,88,89,90,81,,81,86,88,85,91,0,87,87,100,86,92,88,89,90,81,,85,85,90,90,88,88
122977,36,33,40,0,53,53,0,21,27,43,33,50,47,15,5,5,81,83,78,,100,100,,100,67,88,50,100,0,,32,100,33,,38,71
123013,37,38,35,0,42,50,0,40,33,42,35,24,67,10,,,,,,,,,,,,,,,,,35,,100,,37,
123165,83,,83,,90,90,,85,82,84,79,50,56,,61,79,83,,83,,90,90,,85,82,84,79,50,56,,92,92,82,82,81,81
123217,39,36,42,38,33,34,25,23,38,46,40,25,33,5,,,,,,,,,,,,,,,,,38,,100,,40,
123280,100,100,100,,,,,,,100,,,,,0,50,50,0,100,,,,,,,50,,,,,100,50,,,,
123299,23,22,25,10,27,29,0,5,16,27,33,13,,15,,,,,,,,,,,,,,,,,22,,10,,25,
123341,42,38,46,25,47,49,17,30,37,44,45,29,50,11,,,,,,,,,,,,,,,,,42,,100,,42,
123350,84,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,84,,,,,
123457,49,44,52,0,100,100,,25,69,52,33,,38,,41,49,49,44,52,0,100,100,,25,69,52,33,,38,,39,39,57,57,53,53
123484,33,36,28,0,100,100,,14,41,33,9,50,45,26,,,,,,,,,,,,,,,,,31,,50,,34,
123493,65,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,48,,100,,,
123509,44,39,50,,53,54,0,50,31,55,39,100,44,8,,,,,,,,,,,,,,,,,46,,0,,44,
123527,28,28,27,50,42,46,20,22,26,35,44,60,100,8,,,,,,,,,,,,,,,,,31,,,,25,
123554,70,67,73,25,82,82,100,52,71,70,64,59,67,7,62,68,70,67,73,25,82,82,100,52,71,70,64,59,67,7,68,68,69,69,72,72
123563,36,30,41,0,42,42,0,14,37,38,33,50,25,9,,,,,,,,,,,,,,,,,41,,25,,35,
123572,58,52,61,100,57,59,36,38,58,59,50,57,64,7,39,54,58,52,61,100,57,59,36,38,58,59,50,57,64,7,52,52,58,58,61,61
123642,17,,17,,0,0,,,0,50,,,,0,,,,,,,,,,,,,,,,,50,,,,0,
123651,57,56,57,50,61,64,50,32,58,58,67,65,42,,52,56,57,56,57,50,61,64,50,32,58,58,67,65,42,,55,55,55,55,61,61
123679,84,76,87,87,84,85,71,70,,85,100,86,100,0,,,,,,,,,,,,,,,,,84,,85,,86,
123800,35,32,39,0,47,48,25,27,34,41,34,21,,7,,,,,,,,,,,,,,,,,37,,,,33,
123952,71,79,64,,50,50,,,63,100,100,,73,,0,64,71,79,64,,50,50,,,63,100,100,,73,,25,25,100,100,77,77
123961,92,90,93,100,95,95,83,85,91,92,92,75,91,,74,90,92,90,93,100,95,95,83,85,91,92,92,75,91,,90,90,91,91,92,92
124113,28,24,30,,50,50,50,20,27,28,31,,,7,,,,,,,,,,,,,,,,,31,,,,23,
124292,84,83,86,,100,100,,,77,85,71,100,100,8,83,84,84,83,86,,100,100,,,77,85,71,100,100,8,85,85,84,84,84,84
124487,0,0,0,0,,,,,0,0,,,0,,0,0,0,0,0,0,,,,,0,0,,,0,,,,,,0,0
124681,70,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,69,,71,,81,
124706,76,70,77,73,79,79,80,61,81,75,,76,,0,,,,,,,,,,,,,,,,,75,,83,,68,
124937,78,75,80,100,78,71,100,55,90,72,,81,,0,,,,,,,,,,,,,,,,,78,,72,,84,
125028,38,37,40,100,42,44,0,22,38,42,42,33,8,7,,,,,,,,,,,,,,,,,38,,0,,39,
125082,90,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,82,,,,93,
125091,62,60,63,,55,67,0,23,68,57,47,0,,10,,,,,,,,,,,,,,,,,51,,,,98,
125170,36,35,37,,49,49,,25,27,43,31,50,45,19,,,,,,,,,,,,,,,,,44,,,,33,
125310,93,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,93,,100,,,
125462,43,39,47,100,0,0,,38,45,33,33,,50,12,,,,,,,,,,,,,,,,,44,,33,,42,
125471,28,28,28,0,35,36,33,21,31,40,25,16,21,12,,,,,,,,,,,,,,,,,33,,0,,24,
125499,51,45,57,,58,57,100,43,45,51,58,40,73,10,,,,,,,,,,,,,,,,,47,,,,52,
125532,51,35,53,33,64,74,33,42,50,52,38,70,75,0,,,,,,,,,,,,,,,,,58,,81,,26,
125727,70,71,70,0,66,63,100,33,65,74,75,67,75,,64,70,70,71,70,0,66,63,100,33,65,74,75,67,75,,54,54,69,69,78,78
125763,60,56,63,50,55,57,33,50,67,51,48,55,64,24,53,58,60,56,63,50,55,57,33,50,67,51,48,55,64,24,59,59,61,61,60,60
125897,60,45,72,,83,83,,67,61,53,71,0,67,,38,56,60,45,72,,83,83,,67,61,53,71,0,67,,67,67,56,56,46,46
126076,12,12,,,,,,,,12,,,,76,8,10,12,12,,,,,,,,12,,,,76,19,19,,,6,6
126119,40,36,43,100,45,45,,22,37,45,22,42,,9,,,,,,,,,,,,,,,,,39,,,,41,
126182,39,32,47,25,67,67,,20,36,46,45,43,,37,20,29,32,27,38,13,67,67,,17,30,38,35,30,,37,33,26,44,39,51,42
126207,40,43,36,67,75,50,100,23,37,41,64,25,,6,,,,,,,,,,,,,,,,,34,,47,,45,
126289,29,25,33,0,42,42,,10,27,29,33,29,44,40,,,,,,,,,,,,,,,,,29,,30,,29,
126359,27,27,27,0,,,,25,21,32,40,,,50,,,,,,,,,,,,,,,,,16,,14,,45,
126562,46,42,49,13,64,64,,44,39,47,33,75,56,32,29,42,46,42,49,13,64,64,,44,39,47,33,75,56,32,46,46,47,47,46,46
126580,47,44,50,20,56,57,40,29,44,50,39,60,50,30,28,43,47,44,50,20,56,57,40,29,44,50,39,60,50,30,39,39,48,48,51,51
126605,63,60,100,50,100,100,,40,67,67,50,62,,37,,,,,,,,,,,,,,,,,61,,57,,77,
126614,74,71,77,29,79,80,56,63,69,75,68,73,79,16,57,72,74,71,77,29,79,80,56,63,69,75,68,73,79,16,67,67,71,71,76,76
126669,64,60,67,0,71,71,,0,49,66,69,78,,,58,62,63,59,66,0,71,71,,0,48,65,69,78,,,58,56,56,56,71,70
126678,88,87,88,100,88,87,100,100,93,87,85,100,82,9,71,87,88,87,88,100,88,87,100,100,93,87,85,100,82,9,89,89,93,93,87,87
126687,64,55,65,40,100,100,,50,100,66,,65,,,,,,,,,,,,,,,,,,,62,,85,,44,
126711,27,31,23,100,20,50,0,0,21,29,57,33,,27,3,11,14,18,7,,,,,,14,15,0,0,,33,36,36,30,0,22,5
126748,34,26,40,33,20,33,0,17,26,39,20,40,33,32,,,,,,,,,,,,,,,,,33,,35,,33,
126775,82,81,83,50,87,87,100,83,79,82,77,90,85,13,67,80,82,81,83,50,87,87,100,83,79,82,77,90,85,13,72,72,76,76,85,85
126784,81,80,100,100,,,,0,100,81,,78,,0,,,,,,,,,,,,,,,,,89,,85,,56,
126818,67,62,71,50,74,75,50,51,58,69,63,61,65,16,47,64,67,62,71,50,74,75,50,51,58,69,63,61,65,16,54,54,64,64,71,71
126827,19,19,18,17,55,50,67,18,0,22,19,16,,,12,13,14,15,13,0,50,40,67,16,0,15,22,11,,,19,14,32,24,15,14
126863,33,28,40,,63,57,100,13,40,31,36,50,33,20,,,,,,,,,,,,,,,,,25,,33,,42,
126915,95,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,95,,,,96,
126942,20,16,23,0,25,25,,11,17,23,12,26,37,2,,,,,,,,,,,,,,,,,19,,27,,21,
126951,71,72,59,68,81,76,100,43,75,72,62,73,0,0,,,,,,,,,,,,,,,,,68,,79,,72,
127060,76,73,78,50,85,86,50,73,77,77,67,72,63,,66,74,76,73,78,50,85,86,50,73,77,77,67,72,63,,77,77,74,74,76,76
127158,97,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,97,,,,96,
127185,36,32,39,29,25,17,50,25,37,43,31,0,40,,21,35,36,32,39,29,25,17,50,25,37,43,31,0,40,,24,24,35,35,46,46
127200,35,34,37,30,39,41,0,29,34,37,22,29,44,26,,,,,,,,,,,,,,,,,32,,37,,38,
127316,73,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,56,,100,,89,
127389,55,47,62,100,,,,23,52,64,25,100,50,25,,,,,,,,,,,,,,,,,60,,64,,46,
127556,41,37,45,15,45,48,38,33,35,44,30,35,62,27,28,44,47,41,52,14,48,50,43,60,44,48,42,61,62,28,32,37,37,41,48,54
127565,32,28,35,80,41,43,0,24,27,37,30,28,40,29,12,25,31,28,35,80,41,43,0,24,26,37,31,28,40,28,29,29,28,28,36,36
127617,45,45,44,,,,,,49,40,100,,,16,,,,,,,,,,,,,,,,,40,,20,,54,
127653,37,14,43,,100,100,,,67,32,33,25,,17,27,33,37,14,43,,100,100,,,67,32,33,25,,17,47,47,14,14,38,38
127732,56,50,64,100,0,0,,20,46,60,64,83,50,10,,,,,,,,,,,,,,,,,56,,58,,57,
127741,51,44,55,40,52,48,100,45,48,54,43,56,36,32,38,49,51,44,55,40,52,48,100,45,48,54,43,56,36,32,43,43,52,52,58,58
127778,38,41,33,,,,,19,32,46,75,0,41,33,,,,,,,,,,,,,,,,,32,,50,,42,
127820,21,17,23,14,12,13,8,18,16,23,20,32,36,27,,,,,,,,,,,,,,,,,20,,18,,22,
127884,31,32,29,38,33,100,0,50,19,36,50,40,100,17,,,,,,,,,,,,,,,,,30,,27,,35,
127909,32,35,26,50,24,25,0,22,24,34,26,48,17,14,,,,,,,,,,,,,,,,,19,,20,,40,
127918,61,52,65,50,75,79,33,56,58,63,70,38,40,,55,61,62,54,66,50,83,88,33,56,59,64,74,38,40,,56,57,63,64,64,65
127945,32,32,32,0,,,,18,22,37,,31,,,24,29,32,32,32,0,,,,18,22,37,,31,,,18,18,47,47,48,48
127954,83,,83,100,0,0,,,50,100,,,,,,,,,,,,,,,,,,,,,67,,100,,86,
128106,40,33,46,40,20,20,,23,38,45,40,36,43,34,24,35,40,33,46,40,20,20,,23,38,44,40,36,43,34,34,34,46,46,43,43
128151,76,72,80,100,82,84,67,59,77,83,63,,100,0,,,,,,,,,,,,,,,,,93,,,,59,
