UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07
165802,R,47853150,R,14669093,Z,0,R,65998112,R,9508797,R,5319657,R,56261013,R,228302,R,73525,R,154777,R,56489315,R,4416015,R,22981437,R,3204745,Z,0,Z,0,R,30602197,R,15933104,R,29407377,R,25150525,R,0,R,4256852,R,52232463,R,0,R,56489315,R,3030743,R,256530,R,296900,R,0,R,0,R,13033483,R,16617656,R,10415245,R,2618238,R,13033483,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,13033483,R,10415245,R,2618238,R,16878385,R,16878385,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,256530,R,256530,R,0,R,0,R,296900,R,296900,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,188885,R,153661,R,35224,R,0,R,188885,R,153661,R,35224,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,7900789,R,7891224,Z,0,R,9565,R,349178,R,349178,R,2862036,R,2862036,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,674674,R,674674,R,0,R,0,R,29407377,R,29362588,R,35224,R,9565,R,0,R,0,Z,0,Z,0,R,29407377,R,29362588,R,35224,R,9565,R,9836019,R,5688549,R,0,R,0,R,0,R,0,R,1571802,R,670275,R,6049054,R,2197679,R,4010541,R,1713381,R,3683109,R,204376,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,25150525,R,10474260,R,1109262,R,3840447,R,1451733,R,216104,R,8058719,2,A,,A,,A,,A,,A,,A,,A,,R,4227661,R,25486962,R,4256852,R,52232463,R,56261013,R,5319657,R,25150525
165884,R,1270200,R,14691197,R,0,R,22696356,R,13872185,R,11435155,R,1191271,R,7632900,R,3269043,R,4363857,R,8824171,R,7337835,R,3810166,R,4722747,R,5660753,Z,0,R,21531501,R,6840304,R,17747594,R,15245154,R,0,R,2502440,R,6321731,R,0,R,8824171,R,1145101,R,605775,R,540291,R,152951,R,1019967,R,234079,R,3698164,R,1,R,0,R,1,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1,R,1,R,0,R,6707737,R,6707737,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1872547,R,1872547,R,0,R,0,R,256850,R,256850,R,0,R,0,R,151011,R,151011,R,0,R,0,R,7490311,R,1646874,R,5843437,R,0,R,397673,R,397673,R,0,R,0,R,7092638,R,1249201,R,5843437,R,0,R,0,R,0,R,0,R,0,R,2525,R,2525,R,0,R,0,R,775602,R,775602,R,491011,R,491011,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,17747594,R,11904157,R,5843437,R,0,R,0,R,3605779,R,-3605779,R,0,R,17747594,R,15509936,R,2237658,R,0,R,4373494,R,3233927,R,0,R,0,R,0,R,0,R,3379220,R,1104072,R,2467619,R,1183023,R,2719253,R,1252137,R,0,R,0,R,400833,R,0,R,0,R,0,R,0,R,1904735,R,0,R,15245154,R,6773159,R,1337036,R,675785,R,397075,R,2525,R,6059574,1,R,950010,R,1270200,R,320190,R,317665,R,2525,R,0,R,0,R,264782,R,15509936,R,2502440,R,6321731,R,481157,R,11435155,R,15245154
165936,R,106622783,R,44556744,Z,0,R,182447236,R,31160766,R,18109629,R,69714078,R,81572392,R,51669405,R,29902987,R,151286470,R,15052846,R,132600062,R,36925720,R,60500,R,0,R,184639128,R,140082384,R,65462683,R,58663351,R,0,R,6799332,R,144487139,R,-1,R,151286470,R,1449705,Z,0,R,415100,Z,0,R,2068565,R,13362029,R,17295399,R,15430594,R,0,R,15430594,R,1449705,R,1449705,R,0,R,0,Z,0,Z,0,R,415100,R,415100,Z,0,R,0,Z,0,Z,0,R,2068565,R,2068565,Z,0,R,11497224,R,11497224,R,0,R,22581249,R,22581249,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,126624,R,0,R,126624,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,12856702,R,2865162,R,9411529,R,580011,R,12159053,R,2865162,R,8713880,R,580011,R,697649,R,0,R,697649,R,0,R,0,R,0,R,0,R,0,R,11602719,R,9956306,R,1292200,R,354213,R,103033,R,103033,R,17107660,R,17107660,R,0,R,0,R,0,R,0,R,0,R,0,R,1084696,R,1084695,R,1,R,0,R,65462683,R,53698105,R,10830354,R,934224,R,0,R,34985440,R,-34985440,R,0,R,65462683,R,88683545,R,-24155086,R,934224,R,16298392,R,8999126,R,232828,R,48838,R,96089,R,26480,R,2746335,R,1101513,R,11660273,R,4453907,R,10442983,R,6512440,R,16780661,R,2988611,Z,0,Z,0,Z,0,R,0,Z,0,R,405790,R,0,R,58663351,R,24130915,R,6550838,R,5987191,R,4620025,R,1216782,R,16157600,1,R,87072779,R,105587979,R,18515200,R,14958751,R,7622139,R,-4200230,R,134540,R,30047208,R,84026660,R,6799332,R,144487139,R,66180603,R,18109629,R,58663351
165945,R,64110603,R,32156175,R,0,R,107442714,R,13308808,R,2847277,R,15324832,R,78809074,R,63053332,R,15755742,R,94133906,R,2275412,R,54066113,R,9495472,R,0,R,0,R,65836997,R,33680822,R,24698886,R,23699823,R,0,R,999063,R,93134843,R,0,R,94133906,R,0,R,0,R,0,R,0,R,6141678,R,636994,R,6778672,R,6778672,R,0,R,6778672,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6141678,R,6141678,R,0,R,636994,R,636994,R,0,R,7776364,R,7776364,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,296475,R,296475,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,7986257,R,3653005,R,2919072,R,1414180,R,7986257,R,3653005,R,2919072,R,1414180,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,5048652,R,3162848,R,1153732,R,732072,R,0,R,0,R,2326243,R,2326243,R,0,R,0,R,0,R,0,Z,0,Z,0,R,1264895,R,4975692,R,-3710797,R,0,R,24698886,R,22190627,R,362007,R,2146252,R,0,R,3710797,R,-3710797,R,0,R,24698886,R,25901424,R,-3348790,R,2146252,R,7306002,R,4499321,R,299170,R,105242,R,0,R,0,R,4462680,R,1788700,R,2224511,R,1649886,R,5656696,R,2590285,R,3750764,R,164652,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,23699823,R,10798086,R,1793371,R,3326628,R,1232954,R,613027,R,5935757,1,R,63082168,R,66972023,R,3889855,R,2793364,R,4417439,R,-3320948,R,0,R,-1509196,R,22190627,R,999063,R,93134843,R,1771676,R,2847277,R,23699823
166018,R,29188676,R,42443996,R,0,R,86346229,R,28076719,R,22184179,R,22806990,R,35462520,R,26237705,R,9224815,R,58269510,R,10909399,R,86971300,R,34573577,R,62281,R,0,R,132516557,R,90072561,R,27755812,R,38719165,R,-2031301,R,-12994654,R,71264164,R,0,R,58269510,R,1063117,R,620640,R,86300,R,0,R,223264,R,19283231,R,21276552,R,20213435,R,0,R,20213435,R,1063117,R,1063117,R,0,R,620640,R,620640,R,0,R,86300,R,86300,R,0,R,0,R,0,R,0,R,223264,R,223264,R,0,R,18220114,R,18220114,R,0,R,6373173,R,6373173,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,840855,R,840855,R,0,R,0,R,86300,R,86300,R,0,R,0,R,0,R,0,R,0,R,0,R,8629599,R,3488493,R,5141106,R,0,R,8629599,R,3488493,R,5141106,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2688520,R,469078,R,2219442,R,0,R,0,R,0,R,8557301,R,8557301,R,0,R,0,R,0,R,0,R,0,R,0,R,580064,R,580064,R,0,R,0,R,27755812,R,20395264,R,7360548,R,0,R,0,R,4222282,R,-4222282,R,0,R,27755812,R,24617546,R,3138266,R,0,R,8025120,R,4366874,R,636004,R,358798,R,0,R,0,R,2304600,R,1357136,R,8903484,R,4121495,R,10957201,R,6377006,R,7892756,R,2472654,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,38719165,R,19053963,R,5100279,R,4432368,R,2163363,R,726448,R,7242744,1,R,39686592,R,32042529,R,-7644063,R,886519,R,2688520,R,-11135604,R,-83498,R,-5004617,R,33714548,R,-12994654,R,71264164,R,31592496,R,22184179,R,38719165
166027,R,59640569000,R,8595983000,R,0,R,73009567000,R,11490048000,R,4068210000,R,15869845000,R,45649674000,R,11972883000,R,33676791000,R,61519519000,R,1024986000,R,12096607000,R,1488311000,R,554978000,R,0,R,15164882000,R,6568899000,R,6159863000,R,5911797000,R,24759000,R,272825000,R,61246694000,R,0,R,61519519000,R,8252074,R,31314393,R,0,R,0,R,433355044,R,247368915,R,720290426,R,530743000,R,0,R,530743000,R,0,R,0,R,0,R,13565694,R,13565694,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,323364446,R,323364446,R,0,R,193812860,R,193812860,R,0,R,1110322000,R,1110322000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,649133000,R,649133000,R,0,R,0,R,30669000,R,30669000,R,0,R,0,R,891000,R,891000,R,0,R,0,R,1742771000,R,362950000,R,940330000,R,439491000,R,1397802000,R,247425000,R,710886000,R,439491000,R,344969000,R,115525000,R,229444000,R,0,R,0,R,0,R,0,R,0,R,1627243000,R,474551000,R,1105194000,R,47498000,R,545821000,R,545821000,R,445262000,R,445262000,R,0,R,0,R,0,R,0,R,0,R,0,R,7751000,R,7751000,R,0,R,0,R,6159863000,R,3627350000,R,2045524000,R,486989000,R,0,R,2498564000,R,-2498564000,R,0,R,6159863000,R,6125914000,R,-453040000,R,486989000,R,1461526000,R,813567000,R,1309680000,R,330493000,R,0,R,0,R,1026016000,R,511108000,R,241448000,R,100863000,R,1044813000,R,444238000,R,647019000,R,220805000,R,181295000,R,0,R,0,R,0,R,0,R,0,R,0,R,5911797000,R,2421074000,R,628304000,R,394079000,R,424808000,R,208590000,R,1834942000,1,R,50877680000,R,50748594000,R,-129086000,R,380907000,R,1337648000,R,-2244699000,R,397058000,R,96580000,R,6008377000,R,272825000,R,61246694000,R,43771399000,R,4068210000,R,5911797000
166045,R,3373932,R,15517138,R,0,R,23978531,R,6017693,R,1950000,R,9018357,R,8942481,R,6711969,R,2230512,R,17960838,R,0,R,11925847,R,3343826,R,0,R,3500000,R,18769673,R,3252535,R,8514611,R,8544846,R,0,R,-30235,R,17991073,R,0,R,17960838,R,0,R,0,R,0,R,0,R,158059,R,1026652,R,1184711,R,1184701,R,0,R,1184701,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,304696,R,304696,R,0,R,880005,R,880005,R,0,R,3158087,R,3158087,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,19820,R,19820,R,0,R,0,R,0,R,0,R,0,R,0,R,4549039,R,14328016,R,-9784132,R,5155,R,2560461,R,12458939,R,-9903633,R,5155,R,1988578,R,1869077,R,119501,R,0,R,0,R,0,R,0,R,0,R,331291,R,146647,R,184644,R,0,R,323304,R,323304,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,133070,R,133070,R,0,R,0,R,8514611,R,18108944,R,-9599488,R,5155,R,0,R,-654551,R,654551,R,0,R,8514611,R,17454393,R,-8944937,R,5155,R,5415079,R,3451626,R,0,R,0,R,0,R,0,R,480865,R,237378,R,322010,R,268478,R,1894736,R,1071362,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,432156,R,356398,R,8544846,R,5385242,R,539292,R,672322,R,268598,R,0,R,1679392,1,R,3174058,R,3373932,R,199874,R,5155,R,331291,R,-146647,R,10075,R,10218649,R,7865173,R,-30235,R,17991073,R,17266562,R,1950000,R,8544846
166054,R,35431923,R,10031107,R,0,R,54917919,R,5777219,R,4820561,R,4783838,R,44356862,R,34911409,R,9445453,R,49140700,R,5758283,R,22292744,R,4881719,R,0,R,0,R,32932746,R,22901639,R,16183717,R,14429653,R,0,R,1754064,R,47386636,R,0,R,49140700,R,43315,R,7521,R,0,Z,0,R,451585,R,1638688,R,2141109,R,2097794,R,0,R,2097794,R,43315,R,43315,R,0,R,7521,R,7521,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2046958,R,2046958,R,0,R,0,R,0,R,0,R,2053870,R,2053870,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,11365725,R,7293693,R,2265087,R,1806945,R,11362725,R,7290693,R,2265087,R,1806945,R,3000,R,3000,R,0,R,0,R,0,R,0,R,0,R,0,R,2524008,R,0,R,2524008,R,0,R,0,R,0,R,240114,R,240114,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,16183717,R,9587677,R,4789095,R,1806945,R,0,R,0,Z,0,Z,0,R,16183717,R,9587677,R,4789095,R,1806945,R,4021410,R,2117901,R,0,R,0,R,0,R,0,R,921865,R,650825,R,1850508,R,913645,R,4943275,R,1910245,R,1281606,R,707726,Z,0,Z,0,Z,0,Z,0,Z,0,R,1410989,R,32295,R,14429653,R,6332637,R,1779924,R,1661603,R,662826,R,254533,R,3738130,1,R,43001396,R,44356862,R,1355466,R,16183717,R,2099858,R,-16928139,R,30,R,398598,R,14828251,R,1754064,R,47386636,R,49140700,R,4820561,R,14429653
166124,R,1050311946,R,439808411,R,0,R,1604662905,R,282320008,R,190745000,R,687712481,R,634630416,R,285485725,R,349144691,R,1322342897,R,61096117,R,612081649,R,88106439,R,42799963,R,0,R,804084168,R,364275757,R,272637196,R,229077031,R,5772354,R,49332519,R,1273010378,R,0,R,1322342897,R,2401602,R,720985,R,536000,R,0,R,14300846,R,59154796,R,77114229,R,71045032,R,3667595,R,74712627,R,0,R,0,R,0,R,720985,R,685592,R,35393,R,536000,R,509688,R,26312,R,0,R,0,R,0,R,14300846,R,13598827,R,702019,R,59154796,R,56250925,R,2903871,R,116181775,R,116181775,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4578557,R,4578557,R,0,R,0,R,536000,R,536000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,20938973,R,11565566,R,-5467218,R,14840625,R,20781111,R,11407704,R,-5467218,R,14840625,R,157862,R,157862,R,0,R,0,R,0,R,0,R,0,R,0,R,76707310,R,35150938,R,42149233,R,-592861,R,0,R,0,R,53433374,R,53433374,R,0,R,0,R,0,R,0,R,0,R,0,R,261207,R,141782,R,57978,R,61447,R,272637196,R,221587992,R,36739993,R,14309211,R,0,R,76866732,R,-76880698,R,13966,R,272637196,R,298454724,R,-40140705,R,14323177,R,78008393,R,39900418,R,1114062,R,525067,R,0,R,0,R,18902231,R,5103307,R,50894405,R,18331262,R,37732607,R,17070185,R,42425333,R,8644856,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,229077031,R,89575095,R,34148355,R,22450169,R,20904207,R,9303098,R,52696107,1,R,992626923,R,1043310792,R,50683869,R,18098921,R,72965415,R,-40380467,R,0,R,75150047,R,239066967,R,49332519,R,1273010378,R,782122259,R,190745000,R,229077031
166391,R,31879314,R,73201627,R,0,R,119807608,R,70780667,R,59011229,R,31303249,R,17723692,R,11791657,R,5932035,R,49026941,R,8101598,R,134118456,R,15446687,R,45815,R,0,R,157712556,R,84510929,R,46539936,R,58946208,R,181853,R,-12224419,R,61251360,R,0,R,49026941,R,2183911,R,115437,R,459800,R,0,R,722127,R,32822145,R,36303420,R,25574993,R,8544516,R,34119509,R,0,R,0,R,0,R,115437,R,115437,R,0,R,459800,R,459800,R,0,R,0,R,0,R,0,R,722127,R,722127,R,0,R,32822145,R,24277629,R,8544516,R,29100938,R,29100938,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,995155,R,995155,R,0,R,0,R,459800,R,459800,R,0,R,0,R,0,R,0,R,0,R,0,R,2448541,R,1955037,R,121882,R,371622,R,2028851,R,1554347,R,102882,R,371622,R,419690,R,400690,R,19000,R,0,R,0,R,0,R,0,R,0,R,2134905,R,2089069,R,45193,R,643,R,0,R,0,R,10863165,R,10863165,R,0,R,0,R,0,R,0,R,0,R,0,R,537432,R,537432,R,0,R,0,R,46539936,R,46000596,R,167075,R,372265,R,0,R,408452,R,-408452,R,0,R,46539936,R,46409048,R,-241377,R,372265,R,15911026,R,9700519,R,95035,R,81190,R,212525,R,140856,R,2744473,R,1518949,R,13276424,R,6368283,R,9860970,R,4828738,R,15957812,R,3209740,R,575237,R,0,R,0,R,0,R,0,R,312706,R,0,R,58946208,R,25848275,R,6149181,R,9033070,R,4904042,R,1782584,R,11229056,1,R,46128982,R,36701339,R,-9427643,R,1062529,R,2063533,R,-12553705,R,0,R,-12603165,R,58058265,R,-12224419,R,61251360,R,23016093,R,59001229,R,58946208
166407,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,335750,R,37940,R,20700,R,0,R,45500,R,0,R,439890,R,45500,R,0,R,45500,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,45500,R,45500,R,0,R,4221518,R,4221518,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,A,,A,,A,,A,,R,289028,R,289028,R,0,R,0,R,4510546,R,4510546,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,4510546,R,4510546,R,0,R,0,R,2753220,R,1952037,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,3504098,R,2510690,Z,0,Z,0,Z,0,A,,A,,A,,A,,R,0,R,0,R,6257318,R,4462727,R,948977,R,171895,R,44721,R,0,R,628998,2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
166452,R,188022581,R,204642979,R,0,R,422901748,R,147478385,R,102220000,R,232580258,R,42843105,R,38241573,R,4601532,R,275423363,R,30848109,R,240284089,R,26978269,R,12813746,R,0,R,310924213,R,106281234,R,112173919,R,100598909,R,0,R,11575010,R,263848353,R,0,R,275423363,R,2292774,R,248963,R,0,R,0,R,874354,R,15946528,R,19362619,R,17069844,R,0,R,17069844,R,0,R,0,R,0,R,248963,R,248963,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,874354,R,874354,Z,0,R,15946527,R,15946527,R,0,R,62246012,R,62246012,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1439620,R,1439620,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4588315,R,-407307,R,1832715,R,3162907,R,486251,R,0,R,486251,R,0,R,4102064,R,-407307,R,1346464,R,3162907,Z,0,Z,0,Z,0,Z,0,R,15794103,R,13212193,Z,0,R,2581910,Z,0,Z,0,R,3513297,R,3513297,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,24592572,R,24592572,R,0,R,0,R,112173919,R,104596387,R,1832715,R,5744817,R,0,R,0,Z,0,Z,0,R,112173919,R,104596387,R,1832715,R,5744817,R,38712053,R,24260781,Z,0,Z,0,Z,0,Z,0,R,14031158,R,8154312,R,11199607,R,5936809,R,23799662,R,9037321,R,12607264,R,669850,R,249165,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,100598909,R,48059073,R,10987703,R,8868656,R,7622187,R,4722149,R,20339141,1,R,186630620,R,188022581,R,1391961,R,1448050,R,15806645,R,-15862734,R,0,R,-29015489,R,84747162,R,11575010,R,263848353,R,232580258,R,102220000,R,100598909
166489,R,8523174,R,14846500,Z,0,R,24436400,R,930308,R,0,R,14628497,R,8877595,R,5517102,R,3360493,R,23506092,R,5062464,R,12421875,R,2868323,R,0,R,0,R,20352662,R,5506162,R,7971458,R,7878876,R,-959962,R,-867380,R,23810307,R,563165,R,23506092,R,13275,Z,0,Z,0,Z,0,R,0,R,7429871,R,7443146,R,7429871,R,0,R,7429871,R,13275,R,13275,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,7416596,R,7416596,R,0,R,6460400,R,6460400,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,25000,R,25000,R,0,R,0,R,16000,R,16000,R,0,R,0,R,0,R,0,R,0,R,0,R,1032211,R,597751,R,434460,R,0,R,879211,R,597751,R,281460,R,0,R,153000,R,0,R,153000,R,0,R,0,R,0,R,0,R,0,R,437847,R,437847,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,7971458,R,7536998,R,434460,R,0,R,0,R,0,Z,0,Z,0,R,7971458,R,7536998,R,434460,R,0,R,2486344,R,2071134,R,0,R,0,R,0,R,0,R,1589639,R,1194188,R,738345,R,413202,R,3064548,R,2196521,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,7878876,R,5875045,R,523885,R,317283,R,690417,R,0,R,472246,1,R,8262655,R,8523174,R,260519,R,13500,R,742737,R,-437847,R,-57871,R,-867380,R,7971458,R,-867380,R,23810307,R,3142490,R,0,R,7878876
166656,R,1676213708,R,179133890,R,0,R,2010373778,R,142594304,R,53681835,R,1822923413,R,44856061,R,21332774,R,23523287,R,1867779474,R,15191366,R,339807846,R,16065266,R,4729556,R,0,R,375794034,R,196660144,R,408942410,R,212673822,R,-1466532,R,194802056,R,1672977418,R,0,R,1867779474,R,5719770,R,446053,R,1738348,R,0,R,621177,R,69052553,R,77577901,R,69673730,R,0,R,69673730,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,621117,R,621117,R,0,R,69052613,R,69052613,R,0,R,195978627,R,195978627,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,7640672,R,7640672,R,0,R,0,R,418000,R,418000,R,0,R,0,R,0,R,0,R,0,R,0,R,11792647,R,11418430,R,123241,R,250976,R,1294250,R,920033,R,123241,R,250976,R,10498397,R,10498397,R,0,R,0,R,0,R,0,R,0,R,0,R,163868600,R,159810876,R,3799272,R,258452,R,10574,R,10574,R,17975670,R,17975670,R,0,R,0,R,0,R,0,R,0,R,0,R,11257620,R,11257620,R,0,R,0,R,408942410,R,404510469,R,3922513,R,509428,R,0,R,759063,R,-759063,R,0,R,408942410,R,405269532,R,3163450,R,509428,R,119112948,R,68550521,R,213020,R,65385,R,0,R,0,R,21327083,R,9503205,R,29169192,R,14326087,R,23750723,R,9322228,R,15398667,R,253787,R,0,R,0,R,0,R,0,R,0,R,3702189,R,0,R,212673822,R,102021213,R,25167004,R,9575511,R,13903348,R,2048260,R,59958486,1,R,1512276636,R,1676213708,R,163937072,R,143982,R,164897913,R,-1104823,R,0,R,191129178,R,231215367,R,194802056,R,1672977418,R,1723132391,R,53681835,R,212673822
