UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07
213507,R,88747924,R,117495931,R,0,R,254714758,R,61493172,R,48199251,R,108287812,R,84933774,R,62486247,R,22447527,R,193221586,R,17533377,R,182303657,R,24055670,R,18766194,R,3498210,R,246157108,R,128661177,R,71619584,R,63770104,R,0,R,7849480,R,185372106,R,0,R,193221586,R,1819921,R,227426,R,1864076,R,0,R,1726233,R,46873518,R,52511174,R,48806431,R,0,R,48806431,R,1819921,R,1819921,R,0,R,227426,R,227426,R,0,R,1864076,R,1864076,R,0,R,0,R,0,R,0,R,1778797,R,1778797,R,0,R,43116211,R,43116211,R,0,R,37340736,R,37340736,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2410236,R,2410236,R,0,R,0,R,474209,R,474209,R,0,R,0,R,0,R,0,R,0,R,0,R,5084609,R,1855208,R,1695760,R,1533641,R,5084609,R,1855208,R,1695760,R,1533641,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9929770,R,4116475,R,5424534,R,388761,R,0,R,0,R,16380024,R,16380024,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,71619584,R,62576888,R,7120294,R,1922402,R,0,R,4966298,R,-4966298,R,0,R,71619584,R,67543186,R,2153996,R,1922402,R,26053740,R,13991120,R,0,R,0,R,604718,R,214712,R,4098672,R,1594585,R,10477045,R,4258518,R,12770348,R,5139122,R,7915455,R,1193403,R,1850126,R,0,R,0,R,0,R,0,R,0,R,0,R,63770104,R,26391460,R,9240643,R,4728164,R,6792019,R,0,R,16617818,1,R,81052751,R,87095974,R,6043223,R,2496520,R,6832799,R,-3673285,R,387189,R,3773082,R,65644357,R,7849480,R,185372106,R,61438659,R,48199251,R,63770104
213543,R,2340083000,R,747126000,R,0,R,3197088000,R,691647000,R,491561000,R,1243615000,R,1261826000,R,595704000,R,666122000,R,2505441000,R,110764000,R,1049749000,R,248521000,R,55979000,R,7492000,R,1472505000,R,725379000,R,570618000,R,495053000,R,-4393000,R,71172000,R,2434269000,R,0,R,2505441000,R,5590000,R,556000,R,1893000,R,0,R,29703000,R,115485000,R,153227000,R,138582000,R,4573000,R,143155000,R,0,R,0,R,0,R,558000,R,558000,R,0,R,19000,R,19000,R,0,R,0,R,0,R,0,R,30044000,R,30044000,R,0,R,112534000,R,107961000,R,4573000,R,236100000,R,236100000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,42033000,R,42033000,R,0,R,0,R,7994000,R,7994000,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,49307000,R,26641000,R,3890000,R,18776000,R,44630000,R,21964000,R,3890000,R,18776000,R,4677000,R,4677000,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,154434000,R,122290000,R,30281000,R,1863000,Z,0,Z,0,R,54307000,R,54307000,Z,0,Z,0,R,14858000,R,14858000,Z,0,Z,0,R,11585000,R,11585000,R,0,R,0,R,570618000,R,515808000,R,34171000,R,20639000,R,0,R,24416000,R,-24717000,R,301000,R,570618000,R,540224000,R,9454000,R,20940000,R,172410000,R,91322000,R,64495000,R,24823000,R,3822000,R,1233000,R,48374000,R,19161000,R,48101000,R,19128000,R,88264000,R,40470000,R,55069000,R,4303000,Z,0,Z,0,Z,0,R,14518000,R,3997000,R,0,R,0,R,495053000,R,204437000,R,64812000,R,47779000,R,43035000,R,18942000,R,116048000,1,R,1679807000,R,1743241000,R,63434000,R,24593000,R,113551000,R,-74813000,R,103000,R,45406000,R,490205000,R,71172000,R,2434269000,R,1621519000,R,491561000,R,495053000
213598,R,47509248,R,245262687,R,0,R,320931050,R,38284513,R,23960420,R,46425254,R,236221283,R,16302351,R,219918932,R,282646537,R,1753058,R,367223940,R,21400457,R,26385281,R,0,R,416762736,R,171500049,R,59018514,R,72840984,R,14332994,R,510524,R,282136013,R,0,R,282646537,R,6435613,R,1215395,R,0,R,0,R,4363950,R,5577116,R,17592074,R,16376679,R,758000,R,17134679,R,6435613,R,6435613,R,0,R,1215395,R,457395,R,758000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9483671,R,9483671,R,0,R,9447625,R,9447625,R,0,R,0,R,0,R,0,R,0,R,0,R,15166000,R,15166000,R,0,R,0,R,0,R,0,R,0,R,0,R,11715395,R,11715395,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5150250,R,3258118,R,1892132,R,0,R,5150250,R,3258118,R,1892132,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2601,R,2601,R,0,R,0,Z,0,Z,0,R,16448465,R,16448465,R,0,R,0,R,0,R,0,R,0,R,0,R,1088178,R,4296755,R,-3208577,R,0,R,59018514,R,60334959,R,-1316445,R,0,R,0,R,-4760520,R,4760520,Z,0,R,59018514,R,55574439,R,3444075,R,0,R,19423307,R,11599409,R,3370334,R,2055068,R,0,R,0,R,3540947,R,2023231,R,10007863,R,4757546,R,15169873,R,6836223,R,21328660,R,368158,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,72840984,R,27639635,R,8229891,R,16648342,R,6762452,R,951508,R,12609156,1,R,48966814,R,54129564,R,5162750,R,537499,R,5552607,R,-1030282,R,102926,R,-6910767,R,65095479,R,510524,R,282136013,R,266344186,R,23690420,R,72840984
213622,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,181182,R,0,R,171240,R,10396,R,16000,R,0,R,378818,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1203914,R,1203914,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,A,,A,,R,177840,R,177840,R,0,R,0,R,1381754,R,1381754,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,1381754,R,1381754,R,0,R,0,R,2122914,R,1129224,R,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,R,0,A,,A,,A,,A,,R,0,R,0,R,2122914,R,1129224,R,282231,R,208521,R,0,R,0,R,502938,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
213631,R,118645816,R,27679810,Z,0,R,146325626,R,18716631,R,18608564,R,7347348,R,120261647,R,120261647,R,0,R,127608995,R,3153160,R,69342604,R,4338069,R,393317,R,0,R,77227150,R,49547340,R,10932160,R,12681146,R,6427220,R,4678234,R,122538747,R,392014,R,127608995,Z,0,Z,0,Z,0,Z,0,R,3499381,Z,0,R,3499381,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,83633,R,83633,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,4493850,R,2538923,R,0,R,1954927,R,4493850,R,2538923,R,0,R,1954927,R,0,R,0,R,0,R,0,R,546260,R,546260,Z,0,Z,0,R,4250648,R,452800,R,0,R,3797848,R,0,R,0,R,330817,R,330817,R,0,R,0,R,1226952,R,1226952,R,0,R,0,R,0,R,0,R,0,R,0,R,10932160,R,5179385,Z,0,R,5752775,R,0,R,0,Z,0,Z,0,R,10932160,R,5179385,R,0,R,5752775,R,3773671,R,1576416,R,0,R,0,R,347906,R,0,R,2097071,R,620568,R,395164,R,65771,R,4071260,R,1411055,R,1332342,R,0,R,0,R,0,R,0,R,663732,R,292491,R,0,R,0,R,12681146,R,3966301,R,1265587,R,1332342,R,2000713,R,790086,R,3326117,1,R,82236368,R,97284116,R,15047748,R,220277,R,-7386870,R,-4250648,R,26464989,R,-1959008,R,9980674,R,4678234,R,122538747,R,7347348,R,18073015,R,12681146
213668,R,192958939,R,92753655,R,0,R,300465532,R,51267246,R,37071016,R,179879512,R,69318774,R,62866461,R,6452313,R,249198286,R,21537982,R,133135162,R,26027977,R,4272447,R,0,R,184973568,R,92219913,R,51864771,R,51767676,R,0,R,97095,R,249105356,R,-4165,R,249198286,R,2193951,R,2521896,R,1532355,R,0,R,2055483,R,33262139,R,41565824,R,35294294,R,0,R,35294294,R,0,R,0,R,0,R,142548,R,142548,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2055483,R,2055483,R,0,R,33096263,R,33096263,R,0,R,10775953,R,10775953,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2730775,R,2730775,R,0,R,0,R,275047,R,275047,R,0,R,0,R,0,R,0,R,0,R,0,R,3939689,R,3939689,R,0,R,0,R,3939689,R,3939689,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,20215537,R,20215537,R,0,R,0,R,0,R,0,R,13726692,R,13726692,R,0,R,0,R,0,R,0,R,0,R,0,R,201078,R,201078,R,0,R,0,R,51864771,R,51864771,R,0,R,0,R,0,R,0,R,0,R,0,R,51864771,R,51864771,R,0,R,0,R,17008347,R,7725301,R,0,R,0,R,0,R,0,R,5012346,R,1344371,R,10338824,R,3332023,R,9762897,R,4858209,R,9645262,R,2190687,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,51767676,R,19450591,R,7055243,R,8479121,R,5115706,R,1425773,R,10241242,1,R,183113000,R,175147000,R,-7966000,R,2168000,R,19541000,R,-12966000,R,-16709000,R,-6047007,R,45817764,R,97095,R,249105356,R,184441000,R,37071016,R,51767676
213774,R,2355989,R,5492172,Z,0,R,20459680,R,2351602,R,1278128,R,13332576,R,4775502,R,3635256,R,1140246,R,18108078,R,992408,R,7505303,R,3489768,R,12421,Z,0,R,11999900,R,6507728,R,12188004,R,9315569,R,-240876,R,2631559,R,15476519,R,0,R,18108078,R,1382814,R,89116,R,947484,R,0,R,113296,R,198047,R,2730757,R,837526,R,0,R,837526,R,0,R,0,R,0,R,89116,R,89116,R,0,R,0,R,0,Z,0,R,0,R,0,Z,0,R,247646,R,247646,Z,0,R,500764,R,500764,R,0,R,8012209,R,8012209,Z,0,Z,0,R,89116,R,89116,Z,0,Z,0,R,168505,R,168505,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1382814,R,1382814,R,0,R,0,R,117500,R,117500,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1698700,R,1698700,R,0,R,0,R,1698700,R,1698700,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,-4387,R,-4387,Z,0,Z,0,R,0,R,0,R,723547,R,723547,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,12188004,R,12188004,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,12188004,R,12188004,R,0,R,0,R,2119944,R,1002253,Z,0,Z,0,R,95406,R,22333,R,472937,R,255365,R,1352143,R,758422,R,2504629,R,1256884,R,902123,R,40928,R,15226,R,0,R,0,R,0,R,0,R,1853161,R,1093065,R,9315569,R,4429250,R,567414,R,666325,R,230000,R,72142,R,3350438,1,R,3288986,R,3635256,R,346270,R,237522,R,91067,R,-125445,R,143126,R,865575,R,11125442,R,2631559,R,15476519,R,9222254,R,1355245,R,9315569
213826,R,62734074,R,141555170,R,0,R,234414610,R,89032431,R,71859974,R,86348372,R,59033807,R,34458094,R,24575713,R,145382179,R,12295023,R,206485405,R,36708762,R,3379528,R,0,R,258868718,R,117313548,R,79448872,R,73757433,R,3636359,R,9327798,R,136054381,R,0,R,145382179,R,2992361,R,452169,R,2770230,R,0,R,1119563,R,37290937,R,44625260,R,36865849,R,425088,R,37290937,R,2992361,R,2992361,R,0,R,452169,R,452169,R,0,R,2770230,R,2770230,R,0,R,0,R,0,R,0,R,1119563,R,1119563,R,0,R,29956614,R,29531526,R,425088,R,45371601,R,45371601,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4925520,R,4925520,R,0,R,0,R,614894,R,614894,R,0,R,0,R,0,R,0,R,0,R,0,R,15545355,R,7417419,R,8127936,R,0,R,8127936,R,0,R,8127936,R,0,R,7417419,R,7417419,R,0,R,0,R,0,R,0,R,0,R,0,R,2026368,R,853809,R,1172559,R,0,R,0,R,0,R,10112958,R,10112958,R,0,R,0,R,0,R,0,R,0,R,0,R,852176,R,852176,R,0,R,0,R,79448872,R,70148377,R,9300495,R,0,R,0,R,0,Z,0,Z,0,R,79448872,R,70148377,R,9300495,R,0,R,25307608,R,14021682,R,957701,R,373041,R,0,R,0,R,10041099,R,2012547,R,10391658,R,4323069,R,17565862,R,6874829,R,9493505,R,867863,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,73757433,R,28473031,R,8732804,R,27261635,R,6230090,R,3059873,R,0,1,R,52103970,R,56974571,R,4870601,R,1502721,R,4943694,R,-1575814,R,0,R,1421383,R,71569760,R,9327798,R,136054381,R,38602170,R,71859974,R,73757433
213987,R,34439392,R,107031328,R,0,R,168302499,R,68210644,R,51089560,R,74050468,R,26041387,R,21474763,R,4566624,R,100091855,R,13596006,R,145956636,R,43624836,R,745217,R,0,R,203922695,R,96891367,R,86127528,R,93223563,R,0,R,-7096035,R,107187890,R,0,R,100091855,R,3874485,R,2991387,R,3004693,R,102500,R,1486612,R,57432979,R,68892656,R,58919591,R,0,R,58919591,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1486612,R,1486612,R,0,R,57432979,R,57432979,R,0,R,39997490,R,39997490,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,14071437,R,14071437,R,0,R,0,R,1179290,R,1179290,R,0,R,0,R,335884,R,335884,R,0,R,0,R,2063503,R,1762993,R,75364,R,225146,R,1301206,R,1000696,R,75364,R,225146,R,762297,R,762297,R,0,R,0,R,0,R,0,R,0,R,0,R,485924,R,510239,R,-24315,Z,0,R,0,R,0,R,24050854,R,24050854,R,0,R,0,R,0,R,0,R,0,R,0,R,3943146,R,3965946,R,-22800,R,0,R,86127528,R,85874133,R,28249,R,225146,R,0,R,0,Z,0,Z,0,R,86127528,R,85874133,R,28249,R,225146,R,24342077,R,12839633,R,0,R,0,R,0,R,0,R,20055778,R,5088967,R,16142793,R,6299027,R,15355341,R,3899380,R,17327574,R,533031,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,93223563,R,28660038,R,10890971,R,7991344,R,6105017,R,3403226,R,36172967,1,R,34559382,R,33423196,R,-1136186,R,333248,R,-29686,R,-1413097,R,-26651,R,-6248985,R,86753987,R,-7096035,R,107187890,R,22675324,R,51089560,R,93223563
213996,R,151074877,R,133662952,R,0,R,310845655,R,87690448,R,66393290,R,161274388,R,61880819,R,47725167,R,14155652,R,223155207,R,22711364,R,273357696,R,86487155,R,2631221,R,0,R,385187436,R,251524484,R,101429463,R,103862350,R,0,R,-2432887,R,225588094,R,0,R,223155207,R,2359716,R,187608,R,2609827,R,0,R,1829610,R,42315264,R,49302025,R,44144875,R,0,R,44144875,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1829610,R,1829610,R,0,R,42315265,R,42315265,R,0,R,59635476,R,59635476,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1827086,R,1816133,R,10953,R,0,R,525282,R,525282,R,0,R,0,R,0,R,0,R,0,R,0,R,7742520,R,1077316,R,4942995,R,1722209,R,7700459,R,1077316,R,4900934,R,1722209,R,42061,R,0,R,42061,R,0,R,0,R,0,R,0,R,0,R,6204966,R,3961287,R,2095785,R,147894,R,4443491,R,4443491,R,21050642,R,21050642,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6248525,R,-6328717,R,80192,R,101429463,R,98758152,R,721016,R,1950295,R,0,R,6165210,R,-6165210,R,0,R,101429463,R,104923362,R,-5444194,R,1950295,R,33241149,R,18766138,R,0,R,0,R,4119317,R,1093830,R,9762824,R,3285827,R,21734421,R,7343239,R,18392031,R,8595455,R,16612578,R,2418590,R,0,R,0,R,0,R,0,R,0,R,30,R,0,R,103862350,R,41503079,R,11763584,R,11826902,R,11435627,R,2165739,R,25167419,1,R,127166126,R,126358914,R,-807212,R,1569908,R,4658586,R,-7542084,R,506378,R,-5104198,R,98758152,R,-2432887,R,225588094,R,175430040,R,66393290,R,103862350
214023,R,0,R,30852,R,0,R,51052,R,2103891,R,0,R,-2052839,R,0,R,0,R,0,R,-2052839,R,0,R,0,R,50161,R,0,R,0,R,50161,R,19309,R,204585,R,761064,R,0,R,-556479,R,-1496360,R,0,R,-2052839,R,45359,R,10400,R,38200,R,0,R,0,R,0,R,93959,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,204585,R,204585,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,0,A,,A,,A,,A,,A,,A,,R,0,R,0,R,0,R,0,R,204585,R,204585,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,204585,R,204585,R,0,R,0,R,264028,R,99855,R,0,R,0,R,0,R,0,R,100390,R,65372,R,132006,R,67360,R,264640,R,69958,R,0,R,0,R,0,A,,A,,A,,A,,R,0,R,0,R,761064,R,302545,R,77880,R,0,R,19309,R,0,R,361330,2,A,,A,,A,,A,,A,,A,,A,,R,-556479,R,204585,R,-556479,R,-1496360,R,0,R,0,R,761064
214069,R,67821548,R,113647674,R,0,R,217865120,R,59659371,R,47005506,R,109261186,R,48944563,R,32274250,R,16670313,R,158205749,R,18270377,R,154789775,R,27886494,R,3263188,R,0,R,204209834,R,90562160,R,65661978,R,61574268,R,0,R,4087710,R,154118039,R,0,R,158205749,R,2029068,R,127362,R,2005604,R,0,R,1533599,R,26791249,R,32486882,R,26791249,R,0,R,26791249,R,2029068,R,2029068,R,0,R,127362,R,127362,R,0,R,2005604,R,2005604,R,0,R,0,R,0,R,0,R,1533599,R,1533599,R,0,R,21095616,R,21095616,R,0,R,41224283,R,41224283,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,602497,R,602497,R,0,R,0,R,1570989,R,1570989,R,0,R,0,R,0,R,0,R,0,R,0,R,4258083,R,1078480,R,977071,R,2202532,R,4258083,R,1078480,R,977071,R,2202532,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,7145599,R,4710660,R,2434939,R,0,R,0,R,0,R,10287599,R,10287599,R,0,R,0,R,0,R,0,R,0,R,0,R,572928,R,572928,R,0,R,0,R,65661978,R,60047436,R,3412010,R,2202532,R,0,R,2245618,R,-2245618,R,0,R,65661978,R,62293054,R,1166392,R,2202532,R,25108099,R,15076478,R,0,R,0,R,0,R,0,R,4310484,R,1803016,R,12171746,R,4647596,R,9009637,R,5104889,R,8742671,R,58753,R,2231631,R,0,R,0,R,0,R,0,R,0,R,0,R,61574268,R,26690732,R,8522666,R,9046672,R,5821168,R,2325430,R,9167600,1,R,61724229,R,66660057,R,4935828,R,2191690,R,5277469,R,-2533331,R,0,R,718786,R,65661978,R,4087710,R,154118039,R,60884017,R,47005506,R,61574268
214148,R,44626030,R,37541896,Z,0,R,93551991,R,12792884,R,0,R,50232964,R,30526143,Z,0,R,30526143,R,80759107,R,498240,R,53314949,R,11835130,R,338951,Z,0,R,65987270,R,28445374,R,21262351,R,18250654,R,1,R,3011698,R,77747409,R,0,R,80759107,R,811082,R,133150,R,396481,R,0,R,672982,R,6832507,R,8846202,R,7006732,R,625282,R,7632014,R,811082,R,811082,R,0,R,133150,R,133150,Z,0,R,321636,R,321636,Z,0,R,0,Z,0,Z,0,R,377699,R,377699,Z,0,R,5988447,R,5363165,R,625282,R,11381876,R,11381876,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,221652,R,0,R,221652,R,0,R,1042668,R,1042668,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,842018,R,493853,R,249568,R,98597,R,842018,R,493853,R,249568,R,98597,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,3505439,R,1421235,R,2083083,R,1121,Z,0,Z,0,R,3898157,R,3898157,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,370541,R,370541,R,0,R,0,R,21262351,R,18608330,R,2554303,R,99718,R,0,R,0,Z,0,Z,0,R,21262351,R,18608330,R,2554303,R,99718,R,5802101,R,3192752,Z,0,Z,0,Z,0,Z,0,R,1511556,R,782480,R,1341731,R,677210,R,6149668,R,2655504,R,3445598,R,226932,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,18250654,R,7534878,R,1571432,R,1929714,R,1303226,R,146700,R,5764704,1,R,41462755,R,44626030,R,3163275,R,231383,R,3163291,R,-2070429,R,1839030,R,2160798,R,20073843,R,3011698,R,77747409,R,21214100,R,0,R,18250654
214157,R,144403072,R,142242981,R,0,R,313828106,R,88668844,R,73866096,R,85700709,R,139458553,R,87820143,R,51638410,R,225159262,R,26685544,R,188164700,R,70408310,R,3059064,R,0,R,288317618,R,146074637,R,87974605,R,85767029,R,0,R,2207576,R,222946845,R,4841,R,225159262,R,2625752,R,380922,R,2661586,R,0,R,1838994,R,42635592,R,50142846,R,47517094,R,0,R,47517094,R,0,R,0,R,0,R,380922,R,380922,R,0,R,2661586,R,2661586,R,0,R,0,R,0,R,0,R,1838994,R,1838994,R,0,R,42635592,R,42635592,R,0,R,51311582,R,51311582,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,845760,R,845760,R,0,R,0,R,481900,R,481900,R,0,R,0,R,0,R,0,R,0,R,0,R,7618473,R,2720299,R,2591174,R,2307000,R,7618473,R,2720299,R,2591174,R,2307000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,11369921,R,4786872,R,5662950,R,920099,R,0,R,0,R,14212595,R,14212595,R,0,R,0,R,0,R,0,R,0,R,0,R,2134374,R,2134374,R,0,R,0,R,87974605,R,76493382,R,8254124,R,3227099,R,0,R,6847288,R,-6847288,R,0,R,87974605,R,83340670,R,1406836,R,3227099,R,37875050,R,18046944,R,303340,R,167133,R,0,R,0,R,5459507,R,2317631,R,17038267,R,6690226,R,13317763,R,6042995,R,11562387,R,1551378,R,0,R,0,R,0,R,0,R,0,R,210715,R,0,R,85767029,R,34816307,R,9552679,R,8725810,R,9123841,R,1909265,R,21639127,1,R,132816548,R,138435593,R,5619045,R,6398191,R,9612578,R,-5682054,R,-4709670,R,-2426359,R,80988400,R,2207576,R,222946845,R,64327921,R,73866096,R,85767029
