UNITID,FTE12MN,UNDUP,E12FT,E12PT,UNDUPUG,E12UG1ST,E12UGTRN,E12UGCNT,E12UGNDG,E12GRAD,E12UGFT,E12UG1SFT,E12UGTRFT,E12UGCNFT,E12UGNDFT,E12GRADFT,E12UGPT,E12UG1SPT,E12UGTRPT,E12UGCNPT,E12UGNDPT,E12GRADPT,PCTE12AN,PCTE12AS,PCTE12BK,PCTE12HS,PCTE12NH,PCTE12WH,PCTE122M,PCTE12UN,PCTE12NR,PCTE12W,PCTE12UGAN,PCTE12UGAS,PCTE12UGBK,PCTE12UGHS,PCTE12UGNH,PCTE12UGWH,PCTE12UG2M,PCTE12UGUN,PCTE12UGNR,PCTE12UGW,PCTE12GRADAN,PCTE12GRADAS,PCTE12GRADBK,PCTE12GRADHS,PCTE12GRADNH,PCTE12GRADWH,PCTE12GRAD2M,PCTE12GRADUN,PCTE12GRADNR,PCTE12GRADW,PCTE12DEEXC,PCTE12DESOM,PCTE12DENON,PCTE12UGDEEXC,PCTE12UGDESOM,PCTE12UGDENON,PCTE12GRADDEEXC,PCTE12GRADDESOM,PCTE12GRADDENON 
105899,946,1110,901,209,1110,327,151,581,51,0,901,318,133,450,0,0,209,9,18,131,51,0,1,1,11,27,1,47,8,1,3,39,1,1,11,27,1,47,8,1,3,39,.,.,.,.,.,.,.,.,.,.,12,51,37,12,51,37,.,.,.
106041,2651,2839,2839,0,2839,1051,463,1325,0,0,2839,1051,463,1325,0,0,0,0,0,0,0,0,4,2,3,26,3,31,10,21,0,5,4,2,3,26,3,31,10,21,0,5,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106148,3441,9713,1544,8169,9713,1612,397,3163,4541,0,1544,581,124,745,94,0,8169,1031,273,2418,4447,0,2,1,1,19,0,66,3,7,0,59,2,1,1,19,0,66,3,7,0,59,.,.,.,.,.,.,.,.,.,.,33,22,45,33,22,45,.,.,.
106245,6124,10391,4778,5613,7479,512,1241,4416,1310,2912,3478,469,645,2233,131,1300,4001,43,596,2183,1179,1612,1,2,23,2,0,55,10,1,5,64,1,2,24,3,0,54,13,1,3,64,1,3,20,1,0,57,4,2,12,62,49,26,26,48,32,20,50,11,40
106263,2831,3434,2508,926,1270,0,672,586,12,2164,850,0,472,375,3,1658,420,0,200,211,9,506,0,7,11,7,0,66,3,3,2,72,0,7,12,10,0,63,3,5,0,85,0,8,10,5,0,67,4,2,4,64,30,27,43,60,16,24,12,34,54
106306,322,862,683,179,862,257,132,473,0,0,683,209,110,364,0,0,179,48,22,109,0,0,0,0,78,5,2,9,2,2,2,19,0,0,78,5,2,9,2,2,2,19,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106315,138,181,181,0,181,28,0,153,0,0,181,28,0,153,0,0,0,0,0,0,0,0,0,1,91,4,0,4,1,0,0,98,0,1,91,4,0,4,1,0,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106324,27,59,47,12,59,39,0,20,0,0,47,32,0,15,0,0,12,7,0,5,0,0,0,3,3,15,0,75,3,0,0,97,0,3,3,15,0,75,3,0,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106342,561,595,583,12,595,139,39,410,7,0,583,139,38,405,1,0,12,0,1,5,6,0,1,2,6,9,0,57,1,15,8,41,1,2,6,9,0,57,1,15,8,41,.,.,.,.,.,.,.,.,.,.,0,17,83,0,17,83,.,.,.
106351,24,72,72,0,72,8,0,64,0,0,72,8,0,64,0,0,0,0,0,0,0,0,0,0,83,0,0,14,0,3,0,36,0,0,83,0,0,14,0,3,0,36,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106360,24,40,40,0,40,8,0,32,0,0,40,8,0,32,0,0,0,0,0,0,0,0,3,3,18,8,0,70,0,0,0,95,3,3,18,8,0,70,0,0,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106397,26107,31882,24111,7771,26246,6197,2709,16722,618,5636,22174,6038,1800,14233,103,1937,4072,159,909,2489,515,3699,1,3,5,10,0,71,4,2,4,55,1,3,5,11,0,73,5,1,2,56,1,3,6,7,0,62,3,4,15,53,14,41,45,8,46,46,40,16,44
106412,2274,2898,2426,472,2663,710,186,1718,49,235,2268,630,166,1466,6,158,395,80,20,252,43,77,1,0,89,2,0,4,2,0,2,58,1,0,90,2,0,3,2,0,1,59,0,0,77,1,0,9,0,0,11,52,10,78,12,6,83,11,51,29,21
106449,1980,3724,1577,2147,3724,669,225,1410,1420,0,1577,582,142,794,59,0,2147,87,83,616,1361,0,1,1,6,5,0,83,3,1,0,62,1,1,6,5,0,83,3,1,0,62,.,.,.,.,.,.,.,.,.,.,28,37,35,28,37,35,.,.,.
106458,12004,18402,7125,11277,10172,1542,1309,6390,931,8230,5939,1347,554,3972,66,1186,4233,195,755,2418,865,7044,0,1,15,4,0,70,3,1,5,66,0,1,15,4,0,69,3,1,6,63,0,1,16,4,0,71,2,2,4,70,53,32,15,26,53,20,86,5,9
106467,7027,10943,6072,4871,9966,1519,484,5271,2692,977,5811,1419,356,3989,47,261,4155,100,128,1282,2645,716,1,2,7,9,0,75,4,0,2,57,1,2,6,10,0,75,5,0,2,57,0,1,11,5,0,76,2,0,5,64,29,45,27,25,46,28,61,32,7
106485,2272,3912,2214,1698,3279,522,229,2178,350,633,1882,442,191,1247,2,332,1397,80,38,931,348,301,0,1,29,7,0,57,5,1,0,60,0,1,29,7,0,56,5,1,0,58,0,1,29,2,0,64,4,0,0,67,22,43,35,13,46,42,69,28,4
106494,35,54,54,0,54,20,0,34,0,0,54,20,0,34,0,0,0,0,0,0,0,0,0,0,31,2,0,67,0,0,0,100,0,0,31,2,0,67,0,0,0,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106546,808,887,808,79,887,0,386,501,0,0,808,0,345,463,0,0,79,0,41,38,0,0,0,1,31,5,0,58,3,1,0,88,0,1,31,5,0,58,3,1,0,88,.,.,.,.,.,.,.,.,.,.,0,1,99,0,1,99,.,.,.
106625,1081,1978,878,1100,1978,408,228,826,516,0,878,314,117,426,21,0,1100,94,111,400,495,0,0,0,3,3,0,90,2,1,0,66,0,0,3,3,0,90,2,1,0,66,.,.,.,.,.,.,.,.,.,.,36,36,29,36,36,29,.,.,.
106704,9133,11548,8093,3455,9190,1930,722,5808,730,2358,7188,1890,602,4638,58,905,2002,40,120,1170,672,1453,0,2,15,6,0,68,4,0,4,64,0,2,16,6,0,66,5,0,4,61,1,2,9,4,0,78,3,1,3,76,17,51,33,8,58,34,52,23,26
106713,555,674,525,149,674,132,68,387,87,0,525,129,62,334,0,0,149,3,6,53,87,0,1,1,15,8,0,65,4,2,3,46,1,1,15,8,0,65,4,2,3,46,.,.,.,.,.,.,.,.,.,.,10,44,46,10,44,46,.,.,.
106795,857,1694,668,1026,1694,312,146,395,841,0,668,208,70,148,242,0,1026,104,76,247,599,0,1,1,12,26,0,55,5,0,0,64,1,1,12,26,0,55,5,0,0,64,.,.,.,.,.,.,.,.,.,.,18,48,34,18,48,34,.,.,.
106810,181,211,175,36,211,52,18,109,32,0,175,52,18,105,0,0,36,0,0,4,32,0,0,0,18,1,0,79,0,1,0,44,0,0,18,1,0,79,0,1,0,44,.,.,.,.,.,.,.,.,.,.,4,73,23,4,73,23,.,.,.
106883,688,1607,620,987,1607,215,68,602,722,0,620,169,45,337,69,0,987,46,23,265,653,0,0,0,41,3,1,52,3,0,0,66,0,0,41,3,1,52,3,0,0,66,.,.,.,.,.,.,.,.,.,.,38,40,22,38,40,22,.,.,.
106892,139,139,139,0,139,38,0,101,0,0,139,38,0,101,0,0,0,0,0,0,0,0,0,0,79,3,0,18,0,0,0,97,0,0,79,3,0,18,0,0,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106908,441,525,499,26,525,105,0,420,0,0,499,99,0,400,0,0,26,6,0,20,0,0,3,1,26,8,0,55,6,1,0,94,3,1,26,8,0,55,6,1,0,94,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
106980,1586,2783,1428,1355,2783,653,150,1479,501,0,1428,548,84,775,21,0,1355,105,66,704,480,0,2,2,11,10,0,73,0,2,0,61,2,2,11,10,0,73,0,2,0,61,.,.,.,.,.,.,.,.,.,.,26,38,36,26,38,36,.,.,.
106999,748,1336,653,683,1336,234,89,572,441,0,653,199,62,372,20,0,683,35,27,200,421,0,1,1,2,7,0,83,5,0,1,68,1,1,2,7,0,83,5,0,1,68,.,.,.,.,.,.,.,.,.,.,15,51,34,15,51,34,.,.,.
107044,4373,5535,3784,1751,3945,758,162,2442,583,1590,3131,752,143,2235,1,653,814,6,19,207,582,937,0,2,7,4,0,78,3,1,6,60,0,1,5,4,0,78,4,0,8,57,1,2,11,3,0,79,1,1,1,67,15,13,73,10,13,77,28,11,61
107071,2598,3315,2298,1017,2445,430,206,1777,32,870,2107,428,162,1514,3,191,338,2,44,263,29,679,0,1,18,6,1,66,5,1,2,59,0,2,18,6,1,65,6,0,2,53,1,1,20,4,0,69,3,1,2,76,27,60,13,9,75,16,79,18,3
107080,1122,1138,1124,14,1125,315,16,781,13,13,1112,315,16,772,9,12,13,0,0,9,4,1,1,4,7,9,0,69,5,2,2,51,1,4,7,10,0,69,5,2,2,51,0,0,15,0,0,77,8,0,0,38,0,0,100,0,0,100,0,0,100
107099,109,125,125,0,125,25,0,100,0,0,125,25,0,100,0,0,0,0,0,0,0,0,0,0,12,4,0,83,1,0,0,95,0,0,12,4,0,83,1,0,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107123,80,100,100,0,100,0,48,52,0,0,100,0,48,52,0,0,0,0,0,0,0,0,0,0,24,10,0,66,0,0,0,82,0,0,24,10,0,66,0,0,0,82,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107141,1957,2845,1561,1284,1927,344,119,1022,442,918,1347,339,88,919,1,214,580,5,31,103,441,704,1,2,4,7,0,66,5,11,4,64,2,2,2,7,0,72,6,3,6,60,1,1,6,6,0,53,4,28,1,74,23,41,36,15,34,51,41,54,5
107220,272,361,361,0,361,217,0,144,0,0,361,217,0,144,0,0,0,0,0,0,0,0,6,1,9,20,0,63,1,0,0,99,6,1,9,20,0,63,1,0,0,99,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107293,51,93,93,0,93,42,0,51,0,0,93,42,0,51,0,0,0,0,0,0,0,0,17,2,4,9,0,65,3,0,0,98,17,2,4,9,0,65,3,0,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107318,638,1422,295,1127,1422,164,74,465,719,0,295,93,24,146,32,0,1127,71,50,319,687,0,1,1,56,4,0,34,3,1,1,62,1,1,56,4,0,34,3,1,1,62,.,.,.,.,.,.,.,.,.,.,31,25,44,31,25,44,.,.,.
107327,776,1846,590,1256,1846,240,71,665,870,0,590,186,29,331,44,0,1256,54,42,334,826,0,0,1,29,4,0,65,0,0,0,62,0,1,29,4,0,65,0,0,0,62,.,.,.,.,.,.,.,.,.,.,57,21,22,57,21,22,.,.,.
107442,31,42,42,0,42,10,0,32,0,0,42,10,0,32,0,0,0,0,0,0,0,0,0,0,98,2,0,0,0,0,0,43,0,0,98,2,0,0,0,0,0,43,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107460,1220,2194,853,1341,2194,371,161,929,733,0,853,301,73,444,35,0,1341,70,88,485,698,0,0,1,2,8,0,83,4,2,0,58,0,1,2,8,0,83,4,2,0,58,.,.,.,.,.,.,.,.,.,.,22,47,31,22,47,31,.,.,.
107488,233,231,225,6,231,224,0,7,0,0,225,219,0,6,0,0,6,5,0,1,0,0,2,6,6,38,1,43,3,1,0,35,2,6,6,38,1,43,3,1,0,35,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107512,1712,1894,1691,203,1784,485,71,1061,167,110,1585,485,67,1033,0,106,199,0,4,28,167,4,0,1,7,5,0,80,3,0,2,59,0,1,7,6,0,80,4,0,2,56,3,1,7,4,0,83,3,0,0,96,3,53,44,2,51,47,5,95,0
107521,797,2053,477,1576,2053,109,179,394,1371,0,477,75,142,244,16,0,1576,34,37,150,1355,0,1,1,15,7,0,70,4,3,0,58,1,1,15,7,0,70,4,3,0,58,.,.,.,.,.,.,.,.,.,.,8,15,77,8,15,77,.,.,.
107549,651,1345,643,702,1345,204,86,492,563,0,643,167,59,21,396,0,702,37,27,471,167,0,1,1,1,2,0,96,0,0,0,69,1,1,1,2,0,96,0,0,0,69,.,.,.,.,.,.,.,.,.,.,35,37,28,35,37,28,.,.,.
107558,802,848,824,24,848,217,59,545,27,0,824,217,59,543,5,0,24,0,0,2,22,0,1,1,5,13,0,40,3,5,31,53,1,1,5,13,0,40,3,5,31,53,.,.,.,.,.,.,.,.,.,.,1,58,41,1,58,41,.,.,.
107585,1307,2508,1185,1323,2508,573,289,1143,503,0,1185,431,136,600,18,0,1323,142,153,543,485,0,0,1,9,10,0,74,5,1,0,63,0,1,9,10,0,74,5,1,0,63,.,.,.,.,.,.,.,.,.,.,15,46,39,15,46,39,.,.,.
107600,688,797,668,129,797,95,70,631,1,0,668,95,61,512,0,0,129,0,9,119,1,0,0,1,89,2,1,0,1,0,6,64,0,1,89,2,1,0,1,0,6,64,.,.,.,.,.,.,.,.,.,.,3,95,2,3,95,2,.,.,.
107619,755,1597,648,949,1597,159,35,551,852,0,648,133,26,355,134,0,949,26,9,196,718,0,0,1,46,3,0,47,1,2,0,63,0,1,46,3,0,47,1,2,0,63,.,.,.,.,.,.,.,.,.,.,12,30,58,12,30,58,.,.,.
107637,693,1457,588,869,1457,211,160,873,213,0,588,80,63,395,50,0,869,131,97,478,163,0,0,0,60,21,0,18,1,0,0,73,0,0,60,21,0,18,1,0,0,73,.,.,.,.,.,.,.,.,.,.,33,41,27,33,41,27,.,.,.
107655,49,50,50,0,50,16,0,34,0,0,50,16,0,34,0,0,0,0,0,0,0,0,0,0,40,2,0,56,2,0,0,100,0,0,40,2,0,56,2,0,0,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107664,3310,6404,2950,3454,6404,1139,738,3606,921,0,2950,851,409,1571,119,0,3454,288,329,2035,802,0,0,2,39,9,0,42,4,3,0,67,0,2,39,9,0,42,4,3,0,67,.,.,.,.,.,.,.,.,.,.,50,27,23,50,27,23,.,.,.
107725,756,1503,647,856,1503,237,132,558,576,0,647,148,53,278,168,0,856,89,79,280,408,0,0,0,30,9,0,57,2,1,0,70,0,0,30,9,0,57,2,1,0,70,.,.,.,.,.,.,.,.,.,.,22,32,45,22,32,45,.,.,.
107743,551,902,441,461,902,232,66,354,250,0,441,186,34,200,21,0,461,46,32,154,229,0,2,1,2,10,0,79,1,1,4,66,2,1,2,10,0,79,1,1,4,66,.,.,.,.,.,.,.,.,.,.,14,55,31,14,55,31,.,.,.
107789,175,185,185,0,185,65,0,120,0,0,185,65,0,120,0,0,0,0,0,0,0,0,3,0,4,14,0,78,1,0,0,98,3,0,4,14,0,78,1,0,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107831,64,122,122,0,122,17,0,105,0,0,122,17,0,105,0,0,0,0,0,0,0,0,1,0,8,4,0,87,0,0,0,99,1,0,8,4,0,87,0,0,0,99,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
107840,135,405,220,185,405,136,56,213,0,0,220,67,36,117,0,0,185,69,20,96,0,0,0,0,75,2,0,22,0,0,0,63,0,0,75,2,0,22,0,0,0,63,.,.,.,.,.,.,.,.,.,.,0,64,36,0,64,36,.,.,.
107877,552,677,615,62,636,196,67,364,9,41,615,196,60,359,0,0,21,0,7,5,9,41,0,0,10,3,0,77,2,0,8,51,0,0,10,3,0,76,3,0,8,50,0,0,7,0,0,90,0,0,2,63,7,38,55,1,40,59,100,0,0
107974,873,1681,637,1044,1681,274,346,799,262,0,637,193,108,334,2,0,1044,81,238,465,260,0,0,1,35,5,0,54,2,2,1,70,0,1,35,5,0,54,2,2,1,70,.,.,.,.,.,.,.,.,.,.,33,36,30,33,36,30,.,.,.
107983,3994,5468,3499,1969,3454,669,170,2179,436,2014,2792,660,153,1967,12,707,662,9,17,212,424,1307,0,1,18,4,0,55,6,3,14,58,0,1,20,5,0,62,6,4,2,57,0,1,14,2,0,41,6,2,34,60,35,56,9,18,69,13,63,35,2
107992,808,1536,603,933,1536,427,263,343,503,0,603,293,119,102,89,0,933,134,144,241,414,0,0,0,37,5,0,51,4,1,0,52,0,0,37,5,0,51,4,1,0,52,.,.,.,.,.,.,.,.,.,.,28,23,49,28,23,49,.,.,.
108065,15,21,18,3,21,17,0,4,0,0,18,15,0,3,0,0,3,2,0,1,0,0,0,0,100,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,0,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
108092,4230,6150,3645,2505,6090,914,467,3347,1362,60,3625,816,316,2370,123,20,2465,98,151,977,1239,40,2,5,4,16,0,61,10,0,1,59,2,5,4,16,0,61,10,0,1,59,5,0,15,7,0,70,3,0,0,83,21,54,25,20,55,25,97,3,0
108232,5265,10279,4767,5512,7036,1033,1466,4403,134,3243,3261,388,547,2314,12,1506,3775,645,919,2089,122,1737,0,6,11,14,0,23,4,20,22,60,0,5,12,16,0,22,5,22,17,57,0,6,9,8,0,23,2,16,34,66,61,30,9,58,35,7,67,22,11
108269,159,133,118,15,0,0,0,0,0,133,0,0,0,0,0,118,0,0,0,0,0,15,1,28,10,4,2,35,9,11,2,68,.,.,.,.,.,.,.,.,.,.,1,28,10,4,2,35,9,11,2,68,0,0,100,.,.,.,0,0,100
108667,2205,8838,754,8084,8838,1169,1801,3426,2442,0,754,173,113,368,100,0,8084,996,1688,3058,2342,0,0,23,17,28,1,19,7,3,2,58,0,23,17,28,1,19,7,3,2,58,.,.,.,.,.,.,.,.,.,.,86,9,5,86,9,5,.,.,.
108807,5665,15100,3273,11827,15100,1658,892,7867,4683,0,3273,834,204,2190,45,0,11827,824,688,5677,4638,0,0,3,2,66,0,21,3,4,0,54,0,3,2,66,0,21,3,4,0,54,.,.,.,.,.,.,.,.,.,.,16,31,53,16,31,53,.,.,.
108852,257,251,251,0,251,95,40,116,0,0,251,95,40,116,0,0,0,0,0,0,0,0,1,1,10,13,0,38,6,1,31,53,1,1,10,13,0,38,6,1,31,53,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
108861,23,73,17,56,0,0,0,0,0,73,0,0,0,0,0,17,0,0,0,0,0,56,0,10,42,25,0,11,1,0,11,38,.,.,.,.,.,.,.,.,.,.,0,10,42,25,0,11,1,0,11,38,100,0,0,.,.,.,100,0,0
108870,460,460,459,1,0,0,0,0,0,460,0,0,0,0,0,459,0,0,0,0,0,1,0,8,8,10,0,32,2,1,39,51,.,.,.,.,.,.,.,.,.,.,0,8,8,10,0,32,2,1,39,51,0,10,90,.,.,.,0,10,90
108977,211,313,159,154,313,103,0,210,0,0,159,51,0,108,0,0,154,52,0,102,0,0,2,7,2,77,0,10,1,1,0,73,2,7,2,77,0,10,1,1,0,73,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
109040,2587,2896,2896,0,2896,422,1023,1451,0,0,2896,422,1023,1451,0,0,0,0,0,0,0,0,1,12,13,63,1,7,4,0,0,79,1,12,13,63,1,7,4,0,0,79,.,.,.,.,.,.,.,.,.,.,0,15,85,0,15,85,.,.,.
109208,15454,41538,5553,35985,41538,5402,8017,23906,4213,0,5553,1303,612,3383,255,0,35985,4099,7405,20523,3958,0,1,13,7,29,1,37,6,6,0,51,1,13,7,29,1,37,6,6,0,51,.,.,.,.,.,.,.,.,.,.,66,12,21,66,12,21,.,.,.
109350,6828,14843,3646,11197,14843,2637,880,9562,1764,0,3646,1144,199,2268,35,0,11197,1493,681,7294,1729,0,0,4,13,60,0,17,4,2,0,58,0,4,13,60,0,17,4,2,0,58,.,.,.,.,.,.,.,.,.,.,21,44,35,21,44,35,.,.,.
109651,2760,3016,2499,517,2682,345,250,2053,34,334,2229,345,249,1615,20,270,453,0,1,438,14,64,0,29,2,9,0,12,3,0,45,57,0,32,1,9,0,11,3,0,43,57,0,7,3,5,0,19,1,0,63,58,9,88,3,9,90,2,11,75,14
109721,283,354,354,0,354,245,0,109,0,0,354,245,0,109,0,0,0,0,0,0,0,0,1,1,35,32,0,23,2,5,0,72,1,1,35,32,0,23,2,5,0,72,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
109730,71,108,108,0,108,61,0,47,0,0,108,61,0,47,0,0,0,0,0,0,0,0,0,0,8,65,2,24,0,1,0,47,0,0,8,65,2,24,0,1,0,47,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
109785,7508,9415,6331,3084,4329,582,285,3457,5,5086,3743,571,265,2903,4,2588,586,11,20,554,1,2498,0,14,7,36,1,29,4,5,3,71,0,12,7,38,1,29,6,3,3,69,0,16,7,35,1,28,3,6,3,74,20,31,49,16,36,48,23,27,50
109819,13951,37017,7108,29909,37017,4143,2200,18094,12580,0,7108,1685,424,4896,103,0,29909,2458,1776,13198,12477,0,0,4,4,67,0,20,3,2,0,56,0,4,4,67,0,20,3,2,0,56,.,.,.,.,.,.,.,.,.,.,39,34,27,39,34,27,.,.,.
109907,1718,3615,1128,2487,3615,627,745,1896,347,0,1128,290,154,675,9,0,2487,337,591,1221,338,0,1,4,16,45,1,25,7,2,0,68,1,4,16,45,1,25,7,2,0,68,.,.,.,.,.,.,.,.,.,.,90,9,2,90,9,2,.,.,.
109934,467,682,682,0,682,128,0,554,0,0,682,128,0,554,0,0,0,0,0,0,0,0,1,7,15,59,1,10,7,1,0,87,1,7,15,59,1,10,7,1,0,87,.,.,.,.,.,.,.,.,.,.,0,77,23,0,77,23,.,.,.
110060,301,443,360,83,315,109,35,171,0,128,265,100,31,134,0,95,50,9,4,37,0,33,1,18,10,17,0,5,3,2,45,27,1,12,12,23,0,6,3,2,41,22,1,32,4,2,0,3,2,1,55,39,77,22,1,80,19,0,70,29,2
110097,4573,6090,4248,1842,3854,675,311,2819,49,2236,3415,656,264,2495,0,833,439,19,47,324,49,1403,0,17,4,18,0,41,6,5,9,56,0,15,3,21,1,43,7,4,6,62,0,20,4,12,0,37,4,6,16,45,19,32,48,9,38,53,38,22,41
110194,223,391,391,0,391,265,0,126,0,0,391,265,0,126,0,0,0,0,0,0,0,0,0,10,5,64,0,20,0,1,0,0,0,10,5,64,0,20,0,1,0,0,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
110219,1889,2550,2550,0,2550,923,339,1288,0,0,2550,923,339,1288,0,0,0,0,0,0,0,0,2,1,20,8,1,43,8,17,0,74,2,1,20,8,1,43,8,17,0,74,.,.,.,.,.,.,.,.,.,.,100,0,0,100,0,0,.,.,.
110246,6421,12205,4712,7493,12205,2856,1229,7286,834,0,4712,1244,445,2971,52,0,7493,1612,784,4315,782,0,1,6,3,31,0,50,6,1,1,57,1,6,3,31,0,50,6,1,1,57,.,.,.,.,.,.,.,.,.,.,41,40,19,41,40,19,.,.,.
110316,1229,2317,1448,869,136,0,61,75,0,2181,124,0,55,69,0,1324,12,0,6,6,0,857,0,6,5,9,0,47,4,25,3,80,0,9,10,12,0,57,7,7,0,79,0,6,5,9,0,46,4,26,3,80,26,74,0,0,100,0,28,72,0
110334,5315,13574,3290,10284,13574,1874,1343,8648,1709,0,3290,825,193,2191,81,0,10284,1049,1150,6457,1628,0,0,3,1,44,0,44,5,2,0,55,0,3,1,44,0,44,5,2,0,55,.,.,.,.,.,.,.,.,.,.,47,33,20,47,33,20,.,.,.
110361,11344,13883,10107,3776,9409,1355,1855,6119,80,4474,7440,1245,1252,4942,1,2667,1969,110,603,1177,79,1807,1,7,9,40,1,32,5,3,3,67,1,6,7,40,1,34,5,4,2,64,0,7,13,41,1,27,4,3,4,73,25,60,15,23,73,4,28,33,39
110370,1559,1770,1685,85,1348,225,109,997,17,422,1297,214,106,977,0,388,51,11,3,20,17,34,0,13,4,13,0,18,6,4,41,65,0,15,4,14,0,18,7,4,38,63,0,9,3,8,0,20,5,5,50,70,8,87,5,8,87,5,7,88,5
110398,1112,1159,1112,47,0,0,0,0,0,1159,0,0,0,0,0,1112,0,0,0,0,0,47,0,25,4,18,1,44,0,4,4,61,.,.,.,.,.,.,.,.,.,.,0,25,4,18,1,44,0,4,4,61,2,52,46,.,.,.,2,52,46
110404,2403,2501,2501,0,1014,270,4,740,0,1487,1014,270,4,740,0,1487,0,0,0,0,0,0,0,21,2,13,0,28,6,0,29,38,0,35,3,22,0,23,9,0,8,45,0,12,1,7,0,32,3,0,44,33,0,0,100,0,0,100,0,0,100
110413,3725,4330,3868,462,2838,497,220,2097,24,1492,2681,494,211,1971,5,1187,157,3,9,126,19,305,0,5,3,38,0,38,5,2,8,58,0,5,4,40,1,39,6,2,3,55,0,4,2,34,0,37,4,1,17,64,9,27,64,2,22,76,23,36,42
110422,21147,23187,21289,1898,21877,4892,858,16068,59,1310,20387,4866,824,14642,55,902,1490,26,34,1426,4,408,0,13,1,19,0,53,7,3,2,49,0,14,1,19,0,53,8,3,2,49,0,9,1,19,0,55,5,5,5,51,3,90,8,2,92,6,14,60,26
110468,3924,5546,1751,3795,1101,0,424,165,512,4445,0,0,0,0,0,1751,1101,0,424,165,512,2694,0,7,8,32,1,35,4,9,5,73,0,5,5,49,1,26,2,10,2,60,0,7,9,28,0,37,4,9,6,76,64,28,7,61,8,31,65,34,2
110486,9187,12639,9232,3407,10751,1183,1454,7145,969,1888,7946,1154,1179,5611,2,1286,2805,29,275,1534,967,602,0,6,4,61,0,16,2,7,4,66,0,7,4,62,0,15,2,7,4,65,0,5,4,57,0,22,3,6,3,74,40,52,9,38,53,9,50,45,6
110495,9040,12022,9020,3002,10519,998,2050,7386,85,1503,8060,914,1562,5557,27,960,2459,84,488,1829,58,543,0,9,2,57,1,20,3,5,3,68,0,10,2,58,1,19,3,4,4,67,0,9,2,50,0,28,2,6,2,75,26,70,4,26,71,4,27,66,6
110510,16669,21752,16179,5573,18675,2012,3558,12754,351,3077,14417,1916,2571,9891,39,1762,4258,96,987,2863,312,1315,0,5,5,65,0,12,2,4,6,63,0,5,5,67,0,11,2,3,5,62,0,6,7,51,0,21,3,5,8,66,11,77,13,9,80,11,18,60,21
110529,25237,31117,24782,6335,28252,3468,3328,21215,241,2865,23487,3391,2934,17152,10,1295,4765,77,394,4063,231,1570,0,22,3,49,0,15,3,3,5,47,0,22,3,50,0,14,3,3,4,46,0,19,3,40,0,20,2,4,11,54,12,85,3,12,86,1,12,72,16
110538,14051,17049,14376,2673,15655,1960,2053,11410,232,1394,13611,1902,1798,9869,42,765,2044,58,255,1541,190,629,0,6,3,35,0,43,5,4,3,56,0,6,3,36,0,43,5,4,3,55,1,5,2,26,0,49,4,6,7,66,17,77,6,16,80,4,29,54,17
110547,13974,19500,13587,5913,16476,2057,3126,11202,91,3024,12032,1929,2169,7915,19,1555,4444,128,957,3287,72,1469,0,8,11,63,0,7,2,3,5,64,0,7,11,67,0,5,2,3,5,63,0,13,11,46,0,17,2,5,6,71,31,67,2,29,70,2,41,53,6
110556,21274,26981,21530,5451,23830,3505,3420,16415,490,3151,19325,3210,2653,13458,4,2205,4505,295,767,2957,486,946,0,12,3,56,0,18,3,3,5,61,0,12,3,57,0,17,2,3,5,60,0,9,2,46,0,26,3,4,9,66,6,83,11,5,85,10,13,68,19
