agency,organization_name,organization_state,organization_city,organization_type,likely_higher_ed,match_method,disrupted_award_remaining
samhsa,South Dakota State Department of Social Services,South Dakota,Pierre,Welfare Department,FALSE,unmatched,2312877.37
cdc,Human Sciences Research Council,Pretoria,Pretoria,Other Special Interest Organization,FALSE,unmatched,2253798.61
cdc,Auckland Uniservices Limited,Auckland,Auckland,Other Health Organization,FALSE,unmatched,2240417.43
nsf,University of The Virgin Islands,Virgin Islands,Charlotte Amalie,Continuing Grant,TRUE,manual_include_unmatched,2178532.08
epa,Groundwork Usa Inc,New York,Yonkers,,FALSE,unmatched,2150582.82
nsf,SUNY at Albany,New York,Albany,Continuing Grant,FALSE,unmatched,2145064.3499999996
nsf,"The University Corporation, Northridge",California,Northridge,Continuing Grant,FALSE,unmatched,2140270.06
nsf,CUNY Borough of Manhattan Community College,New York,New York,Continuing Grant,TRUE,manual_include_unmatched,2095291.61
epa,"Energy Innovation Center Institute, Inc.",Pennsylvania,Pittsburgh,,FALSE,unmatched,2054641
nih,Brigham and Women's Hospital,Massachusetts,Boston,Independent Hospitals,FALSE,unmatched,2046936.2517582418
nsf,"University Enterprises, Incorporated",California,Sacramento,Continuing Grant,FALSE,unmatched,2037352.26
nsf,Coeur d' Alene Tribe,Idaho,Plummer,Continuing Grant,FALSE,unmatched,1982949.2
nih,"Bellage, Inc.",New York,Sunnyside,Domestic For-Profits,FALSE,unmatched,1972514.95
cdc,Jackson County Health District,Ohio,Jackson,Other Health Organization,FALSE,unmatched,1958266.92
cdc,Palau Ministry of Health,Palau,Koror,Health Department,FALSE,unmatched,1894868.9000000001
nsf,California Polytechnic State University Foundation,California,San Luis Obispo,Continuing Grant,TRUE,manual_include_unmatched,1884422.9
nsf,University of Alaska Anchorage Campus,Alaska,Anchorage,Continuing Grant,TRUE,manual_include_unmatched,1853520.18
epa,Tennessee Educators of Color Alliance,Tennessee,Nashville,,FALSE,unmatched,1852941.78
nsf,Hinds Community College-Utica,Mississippi,Raymond,Continuing Grant,TRUE,manual_include_unmatched,1852802.44
nih,Mclean Hospital,Massachusetts,Belmont,Independent Hospitals,FALSE,unmatched,1846163
epa,University of Wisconsin System,Wisconsin,Milwaukee,State Institution of Higher Learning,TRUE,manual_include_unmatched,1791741.24
epa,Leadership Counsel for Justice and Accountability,California,Fresno,,FALSE,unmatched,1751855.82
nsf,Pratt Institute,New York,Brooklyn,Standard Grant,FALSE,unmatched,1729372.14
samhsa,Alaska State Department of Health-Soc Svcs,Alaska,Juneau,Health Department,FALSE,unmatched,1683386.4100000001
nsf,Fielding Graduate University,California,Santa Barbara,Continuing Grant,TRUE,manual_include_unmatched,1680111.29
epa,Texas Tech University System,Texas,Lubbock,State Institution of Higher Learning,TRUE,manual_include_unmatched,1662466.05
nih,Mayo Clinic Rochester,Minnesota,Rochester,Other Domestic Non-Profits,FALSE,unmatched,1654796.23
cdc,Health Care Education & Training Inc,Indiana,Indianapolis,Vocational & Training School,FALSE,unmatched,1642140.01
cdc,Centre for Infectious Disease Research in Zambia,Lusaka,Lusaka,Other Health Organization,FALSE,unmatched,1594908.44
nsf,SUNY at Buffalo,New York,Amherst,Standard Grant,FALSE,unmatched,1544799.23
nsf,Oregon Museum of Science and Industry,Oregon,Portland,Standard Grant,FALSE,unmatched,1544455.28
cdc,National Association of County and City Health Officials,District Of Columbia,Washington,Other Health Organization,FALSE,unmatched,1532633
epa,American Association for the Advancement of Science,District Of Columbia,Washington,Not for Profit,FALSE,unmatched,1520213.65
nih,Mahidol University,,Nakhon Pathom,Unavailable,TRUE,manual_include_unmatched,1514736
nih,Medical College of Wisconsin,Wisconsin,Milwaukee,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,1492207.94
nsf,Child Trends Inc,Maryland,Rockville,Continuing Grant,FALSE,unmatched,1490947.44
nsf,University of Puerto Rico,Puerto Rico,San Juan,Continuing Grant,TRUE,manual_include_unmatched,1480771.16
nsf,SRI International,California,Menlo Park,Continuing Grant,FALSE,unmatched,1442367.69
nih,University of North Carolina Chapel Hill,North Carolina,Chapel Hill,SCHOOLS OF ARTS AND SCIENCES,FALSE,unmatched,1433783.01
nsf,Los Angeles County Museum of Natural History Foundation,California,Los Angeles,Standard Grant,FALSE,unmatched,1420903.65
nsf,St. Petersburg College,Florida,Clearwater,Continuing Grant,TRUE,manual_include_unmatched,1418739.09
nsf,The National GEM Consortium,Virginia,Alexandria,Continuing Grant,FALSE,unmatched,1400000
nsf,Claremont Graduate University,California,Claremont,Continuing Grant,TRUE,manual_include_unmatched,1397175.83
nsf,St Jude Children's Research Hospital,Tennessee,Memphis,Continuing Grant,FALSE,unmatched,1390550
epa,Land Together,California,Berkeley,,FALSE,unmatched,1365912.62
cdc,"Puerto Rico Science, Technology, and Research Trust",Puerto Rico,San Juan,Other Health Organization,FALSE,unmatched,1359565.36
nsf,Ripple Effect Water Literacy Project,Louisiana,New Orleans,Continuing Grant,FALSE,unmatched,1350545.51
nsf,Institute for Native Pacific Education and Culture,Hawaii,Kapolei,Continuing Grant,FALSE,unmatched,1339857.47
epa,University of Illinois,Illinois,Urbana,State Institution of Higher Learning,TRUE,manual_include_unmatched,1338145.12
nsf,Georgia Tech Research Corporation,Georgia,Atlanta,Standard Grant,FALSE,unmatched,1329265.5
nsf,Dona Ana Branch Community College,New Mexico,Las Cruces,Continuing Grant,TRUE,manual_include_unmatched,1327873.46
epa,University of Wisconsin System,Wisconsin,Madison,State Institution of Higher Learning,TRUE,manual_include_unmatched,1323428.39
samhsa,Wyoming State Department of Health,Wyoming,Cheyenne,Health Department,FALSE,unmatched,1316459.88
nsf,SUNY at Buffalo,New York,Amherst,Continuing Grant,FALSE,unmatched,1311355.84
cdc,Unidosus,District Of Columbia,Washington,Other Social Services Organization,FALSE,unmatched,1310781.22
epa,Georgia Tech Research Corp,Georgia,Atlanta,State Institution of Higher Learning,FALSE,unmatched,1303707.3
cdc,Shelby County Government,Tennessee,Memphis,Other Social Services Organization,FALSE,unmatched,1293891.24
nsf,National Academy of Sciences,District Of Columbia,Washington,Standard Grant,FALSE,unmatched,1280443.036715328
nih,Wake Forest University Health Sciences,North Carolina,Winston-Salem,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,1279665.11
cdc,Cherokee Nation,Oklahoma,Tahlequah,Indian Tribal Council,FALSE,unmatched,1277230.55
nsf,"Teachers College, Columbia University",New York,New York,Standard Grant,TRUE,manual_include_unmatched,1267366.4
cdc,Kementerian Kesehatan Ri,Jakarta,Jakarta,Other Health Organization,FALSE,unmatched,1262756
cdc,Harvard Pilgrim Health Care Inc,Massachusetts,Canton,"Intermediary Organization ( Insurance, Etc. )",FALSE,unmatched,1238107.82
epa,County of Los Angeles,California,Alhambra,County,FALSE,unmatched,1229434.82
nih,University of Massachusetts Med Sch Worcester,Massachusetts,Worcester,SCHOOLS OF MEDICINE,FALSE,unmatched,1220673.18
nih,Rand Corporation,California,Santa Monica,Research Institutes,FALSE,unmatched,1216591.4300000002
nsf,Pacific Resources for Education and Learning,Hawaii,Honolulu,Continuing Grant,FALSE,unmatched,1197679.11
nih,Temple University of the Commonwealth,Pennsylvania,Philadelphia,SCHOOLS OF ARTS AND SCIENCES,FALSE,unmatched,1178014
nsf,University of Central Florida,Florida,Orlando,Continuing Grant,TRUE,manual_include_unmatched,1177951.13
cdc,Northwest Portland Area Indian Health Board,Oregon,Portland,Health Department,FALSE,unmatched,1176292.37
cdc,Baylor Research Institute,Texas,Dallas,"Research Institution, Foundation and Laboratory",FALSE,unmatched,1172752.15
nsf,Association of Public and Land-Grant Universities,District Of Columbia,Washington,Standard Grant,FALSE,unmatched,1162833.46
epa,"Special Service for Groups, Inc.",California,Los Angeles,,FALSE,unmatched,1162140
nsf,University of Colorado at Denver-Downtown Campus,Colorado,Denver,Continuing Grant,TRUE,manual_include_unmatched,1159696.34
nih,Institut Pasteur,,Paris,Unavailable,FALSE,unmatched,1155422.98
nsf,National Opinion Research Center,Illinois,Chicago,Standard Grant,FALSE,unmatched,1155372.6
nih,Endeavor Health Clinical Operations,Illinois,Evanston,Other Domestic Non-Profits,FALSE,unmatched,1145201.9
nsf,Bank Street College of Education,New York,New York,Continuing Grant,TRUE,manual_include_unmatched,1139972.12
nsf,Seattle Community College District Office,Washington,Seattle,Continuing Grant,FALSE,unmatched,1109301
nsf,Galveston College,Texas,Galveston,Continuing Grant,TRUE,manual_include_unmatched,1099454.45
nsf,American Chemical Society (ACS),District Of Columbia,Washington,Cooperative Agreement,FALSE,unmatched,1094029.95
cdc,Research Triangle Institute,North Carolina,Durham,"Research Institution, Foundation and Laboratory",FALSE,unmatched,1086393.6
nsf,Public Policy Lab,New York,Brooklyn,Cooperative Agreement,FALSE,unmatched,1078880
nsf,University of Puerto Rico-Rio Piedras,Puerto Rico,San Juan,Standard Grant,TRUE,manual_include_unmatched,1062750.94
nsf,Mozilla Foundation,California,San Francisco,Standard Grant,FALSE,unmatched,1042345.71
epa,Research Triangle Institute,North Carolina,Research Triangle Park,Not for Profit,FALSE,unmatched,1012284.08
nsf,American Institutes for Research in the Behavioral Sciences,Virginia,Arlington,Standard Grant,FALSE,unmatched,1001542.04
epa,"Denver, City & County of",Colorado,Denver,,FALSE,unmatched,999393.46
epa,City of Ann Arbor,Michigan,Ann Arbor,,FALSE,unmatched,999169.67
epa,City of Rochester City Hall,New York,Rochester,,FALSE,unmatched,998481.42
nsf,"Cal Poly Pomona Foundation, Inc.",California,Pomona,Continuing Grant,FALSE,unmatched,997780.79
epa,Housing Trust Fund Corp,New York,Albany,State,FALSE,unmatched,992397.07
epa,Cuyahoga County,Ohio,Cleveland,,FALSE,unmatched,992382.63
epa,City of Philadelphia,Pennsylvania,Philadelphia,,FALSE,unmatched,990804.6
nsf,University of Central Florida,Florida,Orlando,Standard Grant,TRUE,manual_include_unmatched,989790.34
epa,Port of New Orleans,Louisiana,New Orleans,State,FALSE,unmatched,988301.55
epa,North Dakota Department of Environmental Quality,North Dakota,Bismarck,State,FALSE,unmatched,986084
nsf,University of Puerto Rico-Arecibo Campus,Puerto Rico,Arecibo,Continuing Grant,TRUE,manual_include_unmatched,982868.16
epa,City of Mc Keesport,Pennsylvania,Mckeesport,,FALSE,unmatched,981812.5
epa,City of Sacramento,California,Sacramento,,FALSE,unmatched,980013.71
epa,Prairie Island Indian Community,Minnesota,Welch,Indian Tribe,FALSE,unmatched,979477.5
epa,Colorado Department of Public Health & Environment,Colorado,Denver,State,FALSE,unmatched,975479.55
epa,County of Los Angeles,California,Alhambra,,FALSE,unmatched,974580.8
nsf,"Young People's Project, Inc.",Massachusetts,Cambridge,Continuing Grant,FALSE,unmatched,970207.98
epa,North Carolina Department of Health & Human Services,North Carolina,Raleigh,State,FALSE,unmatched,968238.21
epa,Montana Department of Environmental Quality,Montana,Helena,State,FALSE,unmatched,967772.41
epa,Frederick County Maryland,Maryland,Frederick,,FALSE,unmatched,964380.94
samhsa,Idaho State Dept of Health and Welfare,Idaho,Boise,Health Department,FALSE,unmatched,960119.27
nsf,Coastal and Estuarine Research Federation,Washington,Seattle,Standard Grant,FALSE,unmatched,956534.85
epa,City and County of San Francisco,California,San Francisco,,FALSE,unmatched,956075.07
epa,Municipio De Vega Baja,Puerto Rico,Vega Baja,Municipal,FALSE,unmatched,955496.91
epa,Fort Wayne City Utilities,Indiana,Fort Wayne,,FALSE,unmatched,953000
epa,Lane Regional Air Protection Agency,Oregon,Springfield,,FALSE,unmatched,950645.53
epa,State of Rhode Island Department of Health,Rhode Island,Providence,State,FALSE,unmatched,946097.71
epa,Bronx River Alliance Inc,New York,Bronx,,FALSE,unmatched,941719.72
epa,Missoula County,Montana,Missoula,,FALSE,unmatched,937563.28
epa,Mobile County Board of Health,Alabama,Mobile,,FALSE,unmatched,937340.2
epa,New Mexico Environment Department,New Mexico,Santa Fe,State,FALSE,unmatched,926741.13
nih,Seattle Children's Hospital,Washington,Seattle,Independent Hospitals,FALSE,unmatched,918662.8
epa,National Academy of Sciences,District Of Columbia,Washington,Not for Profit,FALSE,unmatched,918062.75
epa,Kansas Department of Health & Environment,Kansas,Topeka,State,FALSE,unmatched,910492
epa,County of Palm Beach,Florida,West Palm Beach,,FALSE,unmatched,906026.96
epa,Chickasaw Nation,Oklahoma,Ada,,FALSE,unmatched,905854.06
epa,"Public Health, Massachusetts Department of",Massachusetts,Boston,State,FALSE,unmatched,904059.97
epa,Wisconsin Department of Natural Resources,Wisconsin,Madison,State,FALSE,unmatched,899967.25
epa,Tacoma-Pierce County Health,Washington,Tacoma,,FALSE,unmatched,896332.64
epa,County of Stanislaus,California,Modesto,,FALSE,unmatched,894296.3
cdc,"Nashville & Davidson County, Metropolitan Government of",Tennessee,Nashville,Planning & Administrative Organizations,FALSE,unmatched,892509.76
nih,Utah State Higher Education System--University of Utah,Utah,Salt Lake City,SCH ALLIED HEALTH PROFESSIONS,TRUE,manual_include_unmatched,887977.05
epa,County of Allegheny,Pennsylvania,Pittsburgh,,FALSE,unmatched,885561.79
epa,Confederated Salish & Kootenai Tribes,Montana,Pablo,,FALSE,unmatched,884124.12
epa,South Carolina Department of Environmental Services,South Carolina,Columbia,State,FALSE,unmatched,881864.26
nsf,American Physical Society,Maryland,College Park,Standard Grant,FALSE,unmatched,880734.04
epa,University of Maine System,Maine,Orono,State Institution of Higher Learning,TRUE,manual_include_unmatched,879131.1
cdc,"National Urban League, Inc.",New York,New York,Other Social Services Organization,FALSE,unmatched,874619.989999998
nih,Rush University Medical Center,Illinois,Chicago,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,871022.83
epa,"Public Health, California Department of",California,Sacramento,State,FALSE,unmatched,864534.8
epa,Northwest Regional Planning Commission,Vermont,Saint Albans,,FALSE,unmatched,860916.91
cdc,Shwari Health Association,Yaounde,Yaounde,Other Health Organization,FALSE,unmatched,853702
epa,Research Foundation of the City University of New York,New York,Jamaica,State Institution of Higher Learning,TRUE,manual_include_unmatched,851809.86
samhsa,Vermont State Agency of Human Services,Vermont,Waterbury,Welfare Department,FALSE,unmatched,851552.4600000001
epa,State of Utah Dept of Environmental Quality,Utah,Salt Lake City,State,FALSE,unmatched,851213.21
nih,San Francisco Department of Public Health,California,San Francisco,Other Domestic Non-Profits,FALSE,unmatched,848391
epa,City of Milwaukee,Wisconsin,Milwaukee,,FALSE,unmatched,842573.12
epa,"Health, Washington State Department of",Washington,Olympia,State,FALSE,unmatched,839903.51
epa,Human Services Vermont Agency of,Vermont,Waterbury,State,FALSE,unmatched,838559
nsf,Botanical Society of America,Missouri,Saint Louis,Continuing Grant,FALSE,unmatched,838342.79
nih,Vanderbilt University Medical Center,Tennessee,Nashville,Independent Hospitals,TRUE,manual_include_unmatched,832534.4
nsf,American Society For Cell Biology,Maryland,Rockville,Continuing Grant,FALSE,unmatched,824017.56
epa,Iowa Department of Health and Human Services,Iowa,Des Moines,State,FALSE,unmatched,820384.23
nih,Mayo Clinic Arizona,Arizona,Scottsdale,Other Domestic Non-Profits,FALSE,unmatched,813261.53
nsf,American Indian Science and Engineering Society (AISES),New Mexico,Albuquerque,Standard Grant,FALSE,unmatched,810056.49
nsf,Ina Solutions Inc.,Virginia,Fairfax,Cooperative Agreement,FALSE,unmatched,807830.43
nsf,Claudius Legal Intelligence Inc,Florida,Miami,Cooperative Agreement,FALSE,unmatched,790277.29
nsf,CUNY Kingsborough Community College,New York,Brooklyn,Continuing Grant,TRUE,manual_include_unmatched,788596.14
nih,Nc State Dept/Health & Human Services,North Carolina,Raleigh,Other Domestic Non-Profits,FALSE,unmatched,784008.92
epa,Louisville-Jefferson County Metro Government,Kentucky,Louisville,,FALSE,unmatched,782849.11
nsf,Chico State Enterprises,California,Chico,Standard Grant,FALSE,unmatched,782156.55
epa,King County,Washington,Seattle,,FALSE,unmatched,781995.07
nsf,Association of American Geographers,District Of Columbia,Washington,Standard Grant,FALSE,unmatched,779090.93
cdc,Institut Pasteur De Dakar,Province,Dakar,"Research Institution, Foundation and Laboratory",FALSE,unmatched,766099
nsf,Exploratorium,California,San Francisco,Continuing Grant,FALSE,unmatched,764691.57
epa,Tulalip Tribes of Washington,Washington,Marysville,,FALSE,unmatched,755107.29
nsf,Georgia Tech Research Corporation,Georgia,Atlanta,Cooperative Agreement,FALSE,unmatched,751893.38
nih,Albert Einstein College of Medicine,New York,Bronx,UNIVERSITY-WIDE,TRUE,manual_include_unmatched,747338.47
samhsa,Montana State Dept/Pub Health & Human Srvs,Montana,Helena,Welfare Department,FALSE,unmatched,744442.91
nsf,Housatonic Community College,Connecticut,Bridgeport,Continuing Grant,TRUE,manual_include_unmatched,739974.02
epa,University of Massachusetts,Massachusetts,Amherst,State Institution of Higher Learning,TRUE,manual_include_unmatched,738700.8899999999
epa,Green Umbrella,Ohio,Cincinnati,Not for Profit,FALSE,unmatched,737818.46
epa,The Environment Maryland Department of,Maryland,Baltimore,State,FALSE,unmatched,730500
nsf,Black in Marine Science,Washington,Spokane,Continuing Grant,FALSE,unmatched,730393.24
epa,City & County of Honolulu,Hawaii,Honolulu,,FALSE,unmatched,727261.89
epa,"County Of, Chelan",Washington,Wenatchee,,FALSE,unmatched,716610.95
epa,Spokane Conservation District,Washington,Spokane,,FALSE,unmatched,716558.76
nsf,Southern California Tribal Chairmens Association,California,Pala,Cooperative Agreement,FALSE,unmatched,715395.87
epa,San Diego County Air Pollution Control District,California,San Diego,,FALSE,unmatched,712564.66
nsf,Northern Virginia Community College,Virginia,Annandale,Cooperative Agreement,TRUE,manual_include_unmatched,712037.037037037
nsf,Wepan Inc,District Of Columbia,Washington,Cooperative Agreement,FALSE,unmatched,708282.61
nsf,"The Geological Society of America, Inc.",Colorado,Boulder,Standard Grant,FALSE,unmatched,703887.3
cdc,The Regents of the University. of Colorado,Colorado,Aurora,"Junior College, College & University",FALSE,unmatched,696552.85
nih,University of Texas Health Sciences Center Houston,Texas,Houston,SCHOOLS OF DENTISTRY/ORAL HYGN,TRUE,manual_include_unmatched,690507.67
nsf,"The University Corporation, Northridge",California,Northridge,Standard Grant,FALSE,unmatched,678707.32
nsf,City Colleges of Chicago Harry S Truman College,Illinois,Chicago,Standard Grant,TRUE,manual_include_unmatched,678212.9299999999
nih,Hospital for Special Surgery,New York,New York,Independent Hospitals,FALSE,unmatched,676204
nsf,Myvillage Project Inc,Florida,Jacksonville,Cooperative Agreement,FALSE,unmatched,675249.181628393
nih,,,,For-profit,,unmatched,671138.15
epa,Greater Portland Council of Governments,Maine,Portland,,FALSE,unmatched,670366.05
nsf,SUNY at Stony Brook,New York,Stony Brook,Continuing Grant,FALSE,unmatched,660556.28
nsf,Loyola University of Chicago,Illinois,Chicago,Standard Grant,TRUE,manual_include_unmatched,657404.054661792
nih,Louisiana State University A&M Col Baton Rouge,Louisiana,Baton Rouge,SCHOOLS OF VETERINARY MEDICINE,FALSE,unmatched,656463.99
nih,Children's Research Institute,District Of Columbia,Washington,Research Institutes,FALSE,unmatched,653805
cdc,Mobile County Board of Health,Alabama,Mobile,Health Department,FALSE,unmatched,646886.39
nsf,Santa Monica College,California,Santa Monica,Continuing Grant,TRUE,manual_include_unmatched,646696.66
nih,Texas Engineering Experiment Station,Texas,College Station,BIOMED ENGR/COL ENGR/ENGR STA,FALSE,unmatched,646122
nih,Institute for Systems Biology,Washington,Seattle,Research Institutes,FALSE,unmatched,643150
nsf,North Dakota State University Fargo,North Dakota,Fargo,Standard Grant,TRUE,manual_include_unmatched,642099.06
epa,Multnomah County,Oregon,Portland,,FALSE,unmatched,640630.85
epa,University of Mass at Boston,Massachusetts,Dorchester,State Institution of Higher Learning,TRUE,manual_include_unmatched,622246.52
cdc,"General Department of Preventive Medicine, Ministry of Health of Vietnam",Hanoi,Ha Noi,Other Health Organization,FALSE,unmatched,601301
nsf,Chicago Children's Museum,Illinois,Chicago,Standard Grant,FALSE,unmatched,597835.376599634
cdc,"Health Research, Inc.",New York,Menands,Health Department,FALSE,unmatched,597070.17
samhsa,Virgin Islands Department of Health,Virgin Islands,Christiansted,Health Department,FALSE,unmatched,595157.6900000001
epa,"Association of Schools and Programs of Public Health, Inc.",District Of Columbia,Washington,Not for Profit,FALSE,unmatched,590133.5
epa,Rhode Island. Department of Environmental Management,Rhode Island,Providence,State,FALSE,unmatched,589516.43
epa,The Leland Stanford Junior University,California,Stanford,Private University,TRUE,manual_include_unmatched,587857.89
nih,Cincinnati Childrens Hosp Medical Center,Ohio,Cincinnati,Independent Hospitals,FALSE,unmatched,575998.6643356642
nsf,"START International, Inc.",Colorado,Fort Collins,Continuing Grant,FALSE,unmatched,571186.88
nsf,American Society for Biochemistry and Molecular Biology,Maryland,Rockville,Continuing Grant,FALSE,unmatched,570482.16
cdc,Zim - Ttech,Province,Harare,Other Health Organization,FALSE,unmatched,565729.670000002
nsf,University of North Carolina Greensboro,North Carolina,Greensboro,Standard Grant,TRUE,manual_include_unmatched,564981.22
nsf,SUNY at Stony Brook,New York,Stony Brook,Standard Grant,FALSE,unmatched,563816.8200000001
nih,Boston University Medical Campus,Massachusetts,Boston,SCHOOLS OF MEDICINE,TRUE,manual_include_unmatched,547870.86
epa,City of Flagstaff,Arizona,Flagstaff,,FALSE,unmatched,532240.14
nih,"Bronxworks, Inc.",New York,Bronx,Other Domestic Non-Profits,FALSE,unmatched,528407.45
nsf,CSU Fullerton Auxiliary Services Corporation,California,Fullerton,Continuing Grant,FALSE,unmatched,527380.3
cdc,"Post-Acute and Long-Term Care Medical Association, Inc.",Maryland,Columbia,"Supplier Organizations ( Service, Supplies, Material and Equipment )",FALSE,unmatched,527137.86
nsf,Appalachian College Association,Tennessee,Walland,Standard Grant,TRUE,manual_include_unmatched,526168
epa,"Puerto Rico Science, Technology, and Research Trust",Puerto Rico,San Juan,Not for Profit,FALSE,unmatched,523871.6
nih,St. Jude Children's Research Hospital,Tennessee,Memphis,Independent Hospitals,FALSE,unmatched,522011
nih,Kaiser Foundation Research Institute,California,Oakland,Research Institutes,FALSE,unmatched,518796.74
epa,Santo Domingo Pueblo,New Mexico,Santo Domingo Pueblo,,FALSE,unmatched,517638.66
cdc,Kcmo Health Dept,Missouri,Kansas City,Health Department,FALSE,unmatched,516227.2
nsf,World Meteorological Organization,Geneva,Geneve,Continuing Grant,FALSE,unmatched,515800
nsf,Georgia Tech Applied Research Corporation,Georgia,Atlanta,Continuing Grant,FALSE,unmatched,513312.64
nih,Rhode Island Hospital,Rhode Island,Providence,Independent Hospitals,FALSE,unmatched,513222.05
nsf,Science Museum of Minnesota,Minnesota,Saint Paul,Continuing Grant,FALSE,unmatched,511754.77
nsf,Hudson County Community College,New Jersey,Jersey City,Standard Grant,FALSE,unmatched,505876.74
nsf,Research Foundation of the City University of New York,New York,New York,Standard Grant,TRUE,manual_include_unmatched,503346.606489945
nsf,SUNY at Albany,New York,Albany,Standard Grant,FALSE,unmatched,500057.95
nsf,"Iseechange, Inc.",Louisiana,New Orleans,Cooperative Agreement,FALSE,unmatched,500000
nsf,Middlesex Community College,Massachusetts,Bedford,Standard Grant,TRUE,manual_include_unmatched,499878.65
epa,"Bridging the Gap, Inc.",Missouri,Kansas City,,FALSE,unmatched,497849.44
epa,Anza-Borrego Foundation,California,Borrego Springs,,FALSE,unmatched,495837.29
epa,"Tree New Mexico, Inc.",New Mexico,Albuquerque,,FALSE,unmatched,494370.75
epa,Canal Alliance,California,San Rafael,,FALSE,unmatched,491569.01
epa,Shamokin Creek Restoration Alliance,Pennsylvania,Kulpmont,,FALSE,unmatched,490926
epa,Pennsylvania Department of Environmental Protection,Pennsylvania,Harrisburg,State,FALSE,unmatched,490559.9
epa,Glynn Environmental Coalition Inc,Georgia,Brunswick,,FALSE,unmatched,489924.34
epa,Green Umbrella,Ohio,Cincinnati,,FALSE,unmatched,487764.08
nsf,Rio Hondo College,California,City Of Industry,Standard Grant,TRUE,manual_include_unmatched,486129
epa,"Physicians, Scientists, and Engineers for Sustainable and Healthy Energy, Inc.",California,Oakland,Not for Profit,FALSE,unmatched,484789.73
epa,Ecology Action Center,Illinois,Normal,,FALSE,unmatched,483697.54
epa,"Quail Botanical Gardens Foundation, Inc.",California,Encinitas,,FALSE,unmatched,481700.61
epa,Clean Air Council,Delaware,Wilmington,,FALSE,unmatched,481288.5
epa,New Jersey Environmental Justice Alliance Inc.,New Jersey,Newark,,FALSE,unmatched,479821.68
epa,Denver Urban Gardens,Colorado,Denver,,FALSE,unmatched,479654.21
cdc,Instituto Nacional De Salud,D.c.,Bogota,Other Health Organization,FALSE,unmatched,479481.48
epa,"Nueva Esperanza, Inc.",Pennsylvania,Philadelphia,,FALSE,unmatched,478160
nsf,American Society For Engineering Education,District Of Columbia,Washington,Standard Grant,FALSE,unmatched,476317.87
epa,United Congregations of Metro,Illinois,East Saint Louis,,FALSE,unmatched,475745.4
epa,Sociedad Ambiente Marino Inc.,Puerto Rico,San Juan,,FALSE,unmatched,474858
nih,Beckman Research Institute/City of Hope,California,Duarte,Research Institutes,FALSE,unmatched,473675.15
cdc,Centro De Los Derechos Del Migrante Inc,Maryland,Baltimore,Other Social Services Organization,FALSE,unmatched,471050.26
epa,West Oakland Environmental Indicators Project,California,Oakland,,FALSE,unmatched,468468.81
epa,One Love Global,Michigan,Lansing,,FALSE,unmatched,468295.86
epa,"Bessemer Historical Society, Inc.",Colorado,Pueblo,,FALSE,unmatched,467280.75
nsf,Santa Fe Institute,New Mexico,Santa Fe,Standard Grant,FALSE,unmatched,465918.94
epa,Council for Native Hawaiian Advancement,Hawaii,Kapolei,,FALSE,unmatched,465754.4
epa,The Buena Vista Rancheria of the Me-Wuk Indians,California,Ione,,FALSE,unmatched,463783.3
epa,"Health Resources in Action, Inc.",Massachusetts,Boston,,FALSE,unmatched,463425.15
epa,Appalachian Voices,North Carolina,Boone,,FALSE,unmatched,463397.29
nsf,Pharmacoustics Technologies Llc,New York,Potsdam,Cooperative Agreement,FALSE,unmatched,462167.6
nih,Loyola University of Chicago,Illinois,Chicago,SCHOOLS OF ARTS AND SCIENCES,TRUE,manual_include_unmatched,461730.53
nsf,University of Missouri-Saint Louis,Missouri,Saint Louis,Standard Grant,TRUE,manual_include_unmatched,455864.86
epa,Iowa Environmental Council,Iowa,Des Moines,,FALSE,unmatched,455472.25
epa,Center for Intercultural Organizing,Oregon,Portland,,FALSE,unmatched,454524.8
epa,The Nature Conservancy,Virginia,Arlington,,FALSE,unmatched,452123.82
epa,"Sewa International, Inc.",Texas,Houston,,FALSE,unmatched,451537.36
epa,Northern Nevada Institute for Public Health,Nevada,Reno,,FALSE,unmatched,450112
nsf,The Texas A&M University System HSC,Texas,College Station,Continuing Grant,TRUE,manual_include_unmatched,449944.73
epa,The Digdeep Right to Water Project,New Mexico,Thoreau,,FALSE,unmatched,447428.53
cdc,Universidad Peruana Cayetano Heredia,Lima,Lima,"Junior College, College & University",FALSE,unmatched,447158.97
epa,Pathstone Corporation,New York,Rochester,,FALSE,unmatched,447113.13
epa,Thrive New Orleans,Louisiana,New Orleans,,FALSE,unmatched,446676.3
nih,"Ochin, Inc.",Oregon,Portland,Other Domestic Non-Profits,FALSE,unmatched,445364.54
nsf,Utah State University,Utah,Logan,Continuing Grant,TRUE,manual_include_unmatched,440592.24
nsf,Concord Consortium,Massachusetts,Concord,Standard Grant,FALSE,unmatched,439384.78
nsf,Teachers Development Group,Oregon,Portland,Continuing Grant,FALSE,unmatched,435280.46
epa,Nashua River Watershed Association Inc,Massachusetts,Groton,,FALSE,unmatched,432588.67
epa,Central California Environmental Justice Network,California,Fresno,,FALSE,unmatched,431666.82
epa,The Friendship House Association of American Indians,California,San Francisco,,FALSE,unmatched,429810.16
cdc,African Society for Laboratory Medicine,,Addis Ababa,Other Health Organization,FALSE,unmatched,428403.57
