UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3C12,F3C12,XF3C121,F3C121,XF3C122,F3C122,XF3C13,F3C13,XF3C131,F3C131,XF3C132,F3C132,XF3C14,F3C14,XF3C141,F3C141,XF3C142,F3C142,XF3C15,F3C15,XF3C151,F3C151,XF3C152,F3C152,XF3C16,F3C16,XF3C161,F3C161,XF3C162,F3C162,XF3C17,F3C17,XF3C171,F3C171,XF3C172,F3C172,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03,XF3G01,F3G01,XF3G02,F3G02,XF3G03,F3G03,XF3G04,F3G04,XF3G05,F3G05,XF3G06,F3G06,XF3G07,F3G07
101116,R,6772738,R,0,R,542391,R,0,R,4303616,R,0,R,2469122,R,6772738,R,0,R,1293557,R,471595,R,0,R,134740,R,1899892,R,1357501,R,542391,R,6448031,R,6477912,R,0,R,-29881,R,425599,R,2073404,R,0,R,2469122,R,1551934,R,78140,R,103506,R,103506,R,0,R,969392,R,2702972,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4569436,R,1630074,R,0,R,1630074,R,103506,R,0,R,103506,R,0,R,0,R,0,R,0,R,0,R,134369,R,0,R,10646,R,6448031,R,2335507,R,1496769,Z,0,Z,0,Z,0,Z,0,R,124416,R,73984,R,869774,R,735322,R,2964729,R,136884,R,0,R,0,Z,0,Z,0,Z,0,R,183486,R,0,R,6477912,R,2442959,R,186792,R,1486764,R,183487,R,0,R,2177910,R,0,R,0,1,R,-29881,R,6448031,R,2469122,R,6772738,R,1926731,R,0,R,6477912
101277,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,408733,R,0,R,0,R,0,R,0,R,0,R,408733,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,861103,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,101154,A,,A,,R,125701,R,1087958,R,257463,R,105541,Z,0,Z,0,Z,0,Z,0,R,18271,R,18271,R,19396,R,19396,R,340359,R,128244,A,,A,,R,0,A,,A,,R,0,R,0,R,635489,R,271452,R,8839,R,179480,R,3422,R,0,R,172296,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
102845,R,49238128,R,0,R,800786,R,0,R,12849742,R,0,R,36388386,R,49238128,R,0,R,9456810,R,7733448,R,210506,R,0,R,17400764,R,16599978,R,800786,R,39558443,R,36030742,R,-439387,R,3088314,R,0,R,33300073,R,-1,R,36388386,R,12403722,R,530561,R,1679382,R,1210553,R,468829,R,1544445,R,16158110,R,1544445,R,0,R,1544445,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1544445,R,1544445,R,0,R,39558429,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,14,R,0,R,0,R,0,R,0,R,39558443,R,12532706,R,5959549,R,0,R,0,R,0,R,0,R,2442036,R,1682616,R,11022390,R,5421089,R,7820043,R,2886448,R,0,R,0,R,0,R,0,R,0,R,2213567,R,47861,R,36030742,R,15997563,R,2533774,R,4267133,R,314337,R,0,R,12917935,R,0,R,0,1,R,3088314,R,39558443,R,36388386,R,49238128,R,35587600,R,0,R,36030742
103501,R,5214219,R,2485103,R,2294109,R,0,R,2680207,R,29913,R,2534012,R,5214219,R,450000,R,2775507,R,642382,R,0,R,1107668,R,4975557,R,2681448,R,2294109,R,3110290,R,3640066,R,0,R,-529776,R,0,R,3106882,R,-43094,R,2534012,R,905373,R,234374,R,474025,R,474025,R,0,R,2000,R,1615772,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2768743,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,239153,R,102394,R,0,A,,R,0,R,3110290,R,1426148,R,623696,R,0,R,0,R,0,R,0,R,2019235,R,1039334,R,149659,R,101554,R,45024,R,23630,R,0,R,0,R,0,A,,A,,R,0,R,0,R,3640066,R,1788214,R,14023,R,45953,R,0,R,0,R,1791876,A,,A,,-2,R,0,R,3110290,R,2534012,R,5214219,R,369230,R,29913,R,3640066
103741,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,978677,R,18300,R,84367,R,84367,R,0,R,64623,R,1145967,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2260246,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,128160,A,,A,,R,307797,R,2696203,R,1483606,R,513421,R,0,R,0,R,0,R,0,R,0,R,0,R,94316,R,76763,R,338517,R,237627,A,,A,,R,0,A,,A,,R,0,R,0,R,1916439,R,827811,R,165823,R,225707,R,233839,R,0,R,463259,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
103893,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,4401161,R,137478,R,0,R,0,R,0,R,250,R,4538889,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,R,19515997,R,4538639,Z,0,R,4538639,Z,0,Z,0,Z,0,Z,0,Z,0,R,250,Z,0,Z,0,Z,0,A,,R,49538,R,24104424,R,9777591,R,5513786,Z,0,Z,0,Z,0,Z,0,R,539875,R,399811,R,5415635,R,4063920,R,10734469,R,1604269,Z,0,Z,0,Z,0,A,,A,,R,1,R,0,R,26467571,R,11581786,R,1008533,R,467734,R,418735,R,845,R,12989938,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
103909,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2139743,R,60376,R,0,R,0,R,0,R,0,R,2200119,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9766945,R,2200119,R,0,R,2200119,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,36948,R,12004012,R,5746855,R,3655267,Z,0,Z,0,Z,0,Z,0,R,92887,R,57914,R,1617540,R,1237583,R,4843903,R,1156140,Z,0,Z,0,Z,0,A,,A,,R,0,R,0,R,12301185,R,6106904,R,472462,R,500520,R,78441,R,0,R,5142858,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
103927,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2586824,R,50025,R,0,Z,0,R,0,R,0,R,2636849,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,6220965,R,2636849,R,0,R,2636849,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,21305,R,8879119,R,3407899,R,2129163,Z,0,Z,0,Z,0,Z,0,R,108826,R,50561,R,1469486,R,1004943,R,4305014,R,973594,Z,0,Z,0,Z,0,A,,A,,R,0,R,0,R,9291225,R,4158261,R,300973,R,448482,R,225782,R,0,R,4157727,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
103954,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,187245,R,5610,R,18342,R,18342,R,0,R,5325,R,216522,R,5325,R,0,R,5325,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5325,R,5325,R,0,R,466259,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,251,R,55732,A,,A,,R,0,R,522242,R,62431,R,62431,R,0,R,0,R,0,R,0,R,0,R,0,R,53012,R,53012,R,189250,R,128333,A,,A,,R,0,A,,A,,R,0,R,0,R,304693,R,243776,R,0,R,49644,R,0,R,251,R,11022,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
103963,R,3387898,R,124900,R,362365,Z,0,R,3195429,Z,0,R,192469,R,3387898,R,0,R,767646,R,684623,Z,0,Z,0,R,1452269,R,1089904,R,362365,R,8441268,R,7116953,R,-2500,R,1321815,R,-1416271,R,286925,R,0,R,192469,R,2753785,R,78857,R,0,R,0,R,0,R,0,R,2832642,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,8436655,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,R,4613,R,8441268,R,3346819,R,1482021,Z,0,Z,0,Z,0,Z,0,R,703921,R,452486,R,490464,R,306501,R,629635,R,398558,Z,0,Z,0,Z,0,A,,A,,R,1946114,R,0,R,7116953,R,2639566,R,434394,R,998959,R,83375,Z,0,R,2960659,R,-326000,R,-168000,1,R,1321815,R,8441268,R,192469,R,3387898,R,-169896,R,0,R,7116953
104090,R,41067421,R,0,R,5770541,R,439859,R,28268403,R,0,R,12799018,R,41067421,R,0,R,0,R,17697352,R,1983835,R,0,R,19681187,R,13910646,R,5770541,R,29045283,R,28574057,R,-300,R,470926,R,0,R,12328092,R,0,R,12799018,R,6709332,R,949540,R,758683,R,206644,R,552039,R,2206,R,8419761,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,29045283,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,29045283,R,12930894,R,9375091,R,0,R,0,R,0,R,0,R,5257483,R,1375586,R,3139198,R,2832577,R,7246480,R,548,R,0,R,0,R,0,R,0,R,0,R,2,R,0,R,28574057,R,13583802,R,802125,R,3645361,R,1041462,R,0,R,9501307,R,300,R,0,1,R,471226,R,29045283,R,12799018,R,41067421,R,6588618,R,0,R,28574057
104391,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,428519,R,0,R,0,R,0,R,0,R,0,R,428519,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1132701,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,67837,A,,A,,R,8,R,1200546,R,724811,R,336754,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,R,0,A,,A,,R,115991,R,30260,R,840802,R,367014,R,0,R,115991,R,15555,R,5488,R,336754,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
104443,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,557435,R,7200,R,23672,R,23672,R,0,R,22744,R,611051,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1062658,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,58569,A,,A,,R,102812,R,1224039,R,782688,R,282555,R,0,R,0,R,0,R,0,R,0,R,0,R,64532,R,54740,R,215195,R,117973,A,,A,,R,0,A,,A,,R,0,R,0,R,1062415,R,455268,R,74330,R,140302,R,102701,R,0,R,289814,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
104568,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1598014,R,0,R,0,R,0,R,0,R,100556,R,1698570,R,100556,R,0,R,100556,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,100556,R,100556,R,0,R,5526869,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,388032,A,,A,,R,13470,R,5928371,R,2376336,R,644116,R,0,R,0,R,0,R,0,R,0,R,0,R,773932,R,212206,R,893540,R,389624,A,,A,,R,0,A,,A,,R,0,R,0,R,4043808,R,1245946,R,137397,R,51626,R,43570,R,0,R,2565269,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
104717,R,2049064000,R,15000000,R,1435688000,R,97000000,R,1536312000,R,1229491000,R,512752000,R,2049064000,R,175084000,R,1419046000,R,115644000,R,21235000,R,1240000,R,1732249000,R,296561000,R,1435688000,R,1513574000,R,1479190000,R,0,R,34384000,R,0,R,478368000,R,0,R,512752000,R,254760242,R,15274599,R,88572,R,88572,Z,0,R,360004000,R,630127413,R,360004000,R,0,R,360004000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,360004000,R,360004000,R,0,R,1174295000,R,1412000,R,0,R,1412000,R,12745000,R,0,R,12745000,R,0,R,0,R,998000,R,25789000,R,264500000,R,19216000,R,0,R,14619000,R,1513574000,R,245476905,R,167831297,R,972563,R,671864,R,11954490,R,5476319,R,145740789,R,41614945,R,554687605,R,362663692,R,445101062,R,73636115,R,75256586,R,12008193,Z,0,Z,0,Z,0,R,0,R,0,R,1479190000,R,663902425,R,80970229,R,79004056,R,62220719,R,63025617,R,530066954,R,0,R,0,3,R,34384000,R,1513574000,R,512752000,R,2049064000,R,-1019936000,R,1229491000,R,1479190000
105215,R,7547000,R,0,R,849000,R,0,R,2302000,R,0,R,5245000,R,7547000,R,0,R,0,R,7147000,R,135000,R,3267000,R,10549000,R,9700000,R,849000,R,11210000,R,12952000,R,-1000,R,-1743000,R,2464000,R,4524000,R,0,R,5245000,R,2171000,R,143000,R,0,R,0,R,0,R,360000,R,2674000,R,397000,R,0,R,397000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,397000,R,397000,R,0,R,10801000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,409000,R,0,A,,R,0,R,11210000,R,3291000,R,1993000,R,0,R,0,R,0,R,0,R,2573000,R,0,R,5551000,R,2204000,R,1537000,R,60000,R,0,R,0,R,0,A,,A,,R,0,R,0,R,12952000,R,4257000,R,595000,R,749000,R,351000,R,0,R,7000000,R,0,R,0,1,R,-1743000,R,11210000,R,5245000,R,7547000,R,4396000,R,0,R,12952000
105534,R,38712965,Z,0,R,1146582,Z,0,R,19775058,Z,0,R,18937907,R,38712965,Z,0,R,1052951,R,4908845,Z,0,Z,0,R,5961796,R,4815214,R,1146582,R,39144656,R,33175282,R,0,R,5969374,R,-3303007,R,16271540,R,0,R,18937907,R,6241530,R,69882,R,16072,R,16072,Z,0,R,107571,R,6435055,R,107571,R,0,R,107571,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,107571,R,107571,R,0,R,31884447,Z,0,Z,0,Z,0,R,16072,Z,0,R,16072,Z,0,Z,0,R,107571,R,825154,Z,0,Z,0,Z,0,R,6311412,R,39144656,R,12359669,R,7523829,Z,0,Z,0,Z,0,Z,0,R,916272,R,752383,R,9871699,R,4031819,R,9920071,R,2465665,Z,0,Z,0,R,107571,Z,0,Z,0,R,0,R,0,R,33175282,R,14773696,R,4888023,R,2637509,R,500191,Z,0,R,10375863,A,,A,,-2,R,5969374,R,39144656,R,18937907,R,38712965,R,17791325,R,0,R,33175282
105543,R,11321118,Z,0,R,2009848,Z,0,R,11257721,Z,0,R,63397,R,11321118,Z,0,R,4133503,R,3110897,Z,0,Z,0,R,7244400,R,5234552,R,2009848,R,12919519,R,13074174,R,0,R,-154655,R,-55537,R,273589,R,0,R,63397,R,2931099,Z,0,Z,0,Z,0,Z,0,R,200,R,2931299,R,200,R,0,R,200,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,200,R,200,R,0,R,9896863,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,200,R,13874,R,50285,Z,0,A,,R,2958297,R,12919519,R,6269007,R,3444794,Z,0,Z,0,Z,0,Z,0,R,380758,R,344479,R,3321084,R,859234,R,3103125,R,825590,Z,0,Z,0,R,200,A,,A,,R,0,R,0,R,13074174,R,5474097,R,1676458,R,1481708,R,330421,Z,0,R,4111490,A,,A,,-2,R,-154655,R,12919519,R,63397,R,11321118,R,-1946451,R,0,R,13074174
105659,R,25794161,R,0,R,713390,R,13759582,R,13970450,R,0,R,11823711,R,25794161,R,841878,R,0,R,1026994,R,152609,R,374099,R,2395580,R,1682190,R,713390,R,28695038,R,21226642,R,-1,R,7468395,R,8360610,R,12715926,R,-16721220,R,11823711,R,6000478,R,80500,R,899018,R,10015,R,889003,R,1821953,R,8801949,R,1821953,R,0,R,1821953,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1821953,R,1821953,R,0,R,28572481,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,122557,R,0,A,,R,0,R,28695038,R,2553860,R,2155876,R,0,R,0,R,0,R,0,R,3439150,R,0,R,1236957,R,970475,R,6313358,R,1698888,R,0,R,0,R,0,A,,A,,R,7683317,R,0,R,21226642,R,4825239,R,632554,R,1142711,R,223070,R,0,R,14403068,R,2290884,R,243934,3,R,10003213,R,28695038,R,11823711,R,25794161,R,-1935871,R,0,R,21226642
105677,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,39123,Z,0,Z,0,Z,0,Z,0,Z,0,R,39123,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,588654,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,100049,A,,A,,R,149709,R,838412,R,576975,R,351647,Z,0,Z,0,Z,0,Z,0,R,176539,R,109458,R,34897,R,0,R,83387,R,0,A,,A,,Z,0,A,,A,,R,20181,R,0,R,891979,R,461105,R,0,R,0,R,4381,R,0,R,426493,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
106041,R,230510000,R,0,R,56143000,R,0,R,121555000,R,57201000,R,108955000,R,230510000,R,5167000,R,52141000,R,25539000,R,1310000,R,18257000,R,102414000,R,46271000,R,56143000,R,50183000,R,39638000,R,-32000,R,10513000,R,60654000,R,80218000,R,-42430000,R,108955000,R,7692000,R,163000,R,24000,R,24000,R,0,R,2054000,R,9933000,R,2103000,R,0,R,2103000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2103000,R,2103000,R,0,R,42756000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5783000,R,1159000,R,0,A,,R,485000,R,50183000,R,9447000,R,5157000,R,0,R,0,R,0,R,0,R,7083000,R,161000,R,12546000,R,5940000,R,5904000,R,256000,R,0,R,0,R,0,A,,A,,R,4658000,R,0,R,39638000,R,11514000,R,1456000,R,656000,R,3143000,R,4658000,R,18211000,R,0,R,0,1,R,10513000,R,50183000,R,108955000,R,230510000,R,52812000,R,57201000,R,39638000
106315,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,311819,R,0,R,0,R,0,R,0,R,0,R,311819,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,675316,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,89590,A,,A,,R,0,R,764906,R,121861,R,103216,R,0,R,0,R,0,R,0,R,31790,R,28165,R,3561,R,1709,R,63317,R,17602,A,,A,,R,0,A,,A,,R,0,R,0,R,220529,R,150692,R,20032,R,2503,R,0,Z,0,R,47302,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
106324,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,237278,R,0,R,0,R,0,R,0,R,0,R,237278,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,353845,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,62787,A,,A,,R,0,R,416632,R,178404,R,78836,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,165193,R,40252,A,,A,,R,0,A,,A,,R,0,R,0,R,343597,R,119088,R,7979,R,73035,R,5674,R,0,R,137821,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
106351,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,439023,R,0,R,0,R,0,R,0,Z,0,R,439023,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,985576,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,114959,A,,A,,R,0,R,1100535,R,304987,R,286813,R,0,R,0,R,0,Z,0,R,171867,R,171867,R,12926,R,12926,R,193752,R,178708,A,,A,,Z,0,A,,A,,R,0,R,0,R,683532,R,650314,R,0,R,10017,R,0,R,0,R,23201,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
106494,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,523356,R,0,R,0,R,0,R,0,R,0,R,523356,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1213438,R,93655,R,0,R,93655,R,0,R,0,R,0,R,0,R,0,R,0,R,6673,R,93268,A,,A,,R,0,R,1407034,R,800502,R,297039,R,0,R,0,R,0,R,0,R,34880,R,21448,R,0,R,0,R,423610,R,79400,A,,A,,Z,0,A,,A,,R,0,R,0,R,1258992,R,397887,R,3559,R,167796,R,40415,R,4672,R,644663,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
106908,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1550296,R,317495,Z,0,Z,0,Z,0,Z,0,R,1867791,R,174177,R,0,R,174177,R,0,R,0,R,0,R,174177,R,174177,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,5127908,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,10987,R,327257,A,,A,,R,0,R,5466152,R,2256081,R,992305,Z,0,Z,0,Z,0,Z,0,R,260789,R,247837,R,410541,R,390151,R,763593,R,232627,A,,A,,Z,0,A,,A,,R,1751390,R,0,R,5442394,R,1862920,R,97359,R,297641,R,216124,R,5044,R,2963306,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
107099,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,672849,Z,0,Z,0,Z,0,Z,0,Z,0,R,672849,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,1175340,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,140150,A,,A,,R,0,R,1315490,R,364192,R,281307,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0,Z,0,R,381493,Z,0,A,,A,,Z,0,A,,A,,R,0,R,0,R,745685,R,281307,R,13594,R,36373,R,22649,R,13,R,391749,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
107220,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1261443,R,0,R,155664,R,90575,R,65089,R,39690,R,1456797,R,96914,R,0,R,96914,R,0,R,0,R,0,R,0,R,0,R,0,R,34365,R,34365,R,0,R,62549,R,62549,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2717781,R,0,R,0,R,0,R,385,R,0,R,385,R,0,R,0,R,0,R,0,R,431068,A,,A,,R,67039,R,3216273,R,1127395,R,730825,R,0,R,0,R,0,R,0,R,331695,R,0,R,861,R,0,R,617410,R,315786,A,,A,,R,0,A,,A,,R,838485,R,142296,R,2915846,R,1188907,R,32187,R,25430,R,0,R,0,R,1669322,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
