agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key,proposal,activity_signal,materially_higher,proposal_flag
nih,3U01DA055357-03S1,ASST_NON_U01DA055357_7529,Virginia Polytechnic Institute and State University,Virginia,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,Public,233921,3632642,1335854,4968496,2025-04-03,,https://www.usaspending.gov/award/ASST_NON_U01DA055357_7529,https://reporter.nih.gov/project-details/11037481,271675709,4759267.66,6605848,2026-06-30,2025-11-26,TRUE,TRUE,TRUE,1126625.6600000001,1.3101394687392813,1391806.9,1183285.54,0,1637352,1637352,0,19,95,,unitid:233921,C_high,TRUE,TRUE,TRUE
nih,3U01MD019540-02S1,ASST_NON_U01MD019540_7529,University of Texas at Arlington,Texas,The University of Texas at Arlington,Texas,Arlington,Public,228769,504549,1210595,1715144,2025-03-31,,https://www.usaspending.gov/award/ASST_NON_U01MD019540_7529,https://reporter.nih.gov/project-details/11102627,271679925,982551.96,2473473,2028-05-31,2026-02-09,TRUE,TRUE,TRUE,478002.95999999996,1.9473865967428337,537292.3200000001,183540.15000000002,193464.67,758329,758329,0,9,24,,unitid:228769,C_high,TRUE,TRUE,TRUE
nih,3P01AI125180-08S1,ASST_NON_P01AI125180_7529,Emory University,Georgia,Emory University,Georgia,Atlanta,Private not-for-profit,139658,7048040,1161150,8209190,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_P01AI125180_7529,https://reporter.nih.gov/project-details/11106607,269406681,11683272.46,22833512.99,2027-04-30,2025-06-05,TRUE,TRUE,TRUE,4635232.460000001,1.6576626210974967,3125363.4400000004,1915483.8400000003,801539.59,2684918,0,0,19,73,,unitid:139658,C_high,TRUE,TRUE,TRUE
nih,3U01DA054170-04S2,ASST_NON_U01DA054170_7529,University of Texas at San Antonio,Texas,The University of Texas at San Antonio,Texas,San Antonio,Public,229027,8881549,933982,9815531,2025-04-03,,https://www.usaspending.gov/award/ASST_NON_U01DA054170_7529,https://reporter.nih.gov/project-details/11123762,271675689,10338095.88,12061296,2026-05-31,2025-07-21,TRUE,TRUE,TRUE,1456546.8800000008,1.1639969424252459,1760124.7799999996,996482.4099999996,387551.32,2245765,2245765,0,13,56,,unitid:229027,C_high,TRUE,TRUE,TRUE
nih,3R01AG079907-02S1,ASST_NON_R01AG079907_7529,New York University,New York,New York University,New York,New York,Private not-for-profit,193900,714959,892449,1607408,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R01AG079907_7529,https://reporter.nih.gov/project-details/11078906,270137404,1262009.82,1607408,2025-08-31,2026-02-06,TRUE,TRUE,TRUE,547050.8200000001,1.7651499176875878,748165.51,740106.1799999999,0,0,0,0,7,24,,unitid:193900,C_high,TRUE,TRUE,TRUE
nih,3R01MH129357-02S1,ASST_NON_R01MH129357_7529,University of Louisville,Kentucky,University of Louisville,Kentucky,Louisville,Public,157289,787785,818462,1606247,2025-04-24,,https://www.usaspending.gov/award/ASST_NON_R01MH129357_7529,https://reporter.nih.gov/project-details/11174954,270244448,1468459.51,2334451,2028-08-31,2025-09-24,TRUE,TRUE,TRUE,680674.51,1.864035885425592,784467.3,397786.2800000001,115259.62,728204,728204,0,7,21,,unitid:157289,C_high,TRUE,TRUE,TRUE
nih,3R01DK139109-01S1,ASST_NON_R01DK139109_7529,Duke University,North Carolina,Duke University,North Carolina,Durham,Private not-for-profit,198419,451034,782276,1233310,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK139109_7529,https://reporter.nih.gov/project-details/11100982,270190897,977883.93,1830013,2028-01-31,2026-02-20,TRUE,TRUE,TRUE,526849.93,2.168093602699575,535051.63,269066.37,168770.41000000003,596703,0,596703,6,20,,unitid:198419,C_high,TRUE,TRUE,TRUE
nih,3R01DK139021-01S1,ASST_NON_R01DK139021_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,559117,721616,1280733,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK139021_7529,https://reporter.nih.gov/project-details/11100594,270190879,1030247.71,1280733,2028-03-31,2025-05-05,TRUE,TRUE,TRUE,471130.70999999996,1.8426334917378653,532250.15,243565.71999999997,126408.51999999999,616008,0,0,4,19,,unitid:162928,C_high,TRUE,TRUE,TRUE
nih,3R01AG080829-02S1,ASST_NON_R01AG080829_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,2392315,696720,3089035,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R01AG080829_7529,https://reporter.nih.gov/project-details/11082723,270137502,3467398.21,5646724,2028-02-29,2025-09-24,TRUE,TRUE,TRUE,1075083.21,1.4493903227626797,1388719.14,757029.78,404928.97,2557689,2557689,0,7,32,,unitid:162928,C_high,TRUE,TRUE,TRUE
nih,3R01MH130609-03S1,ASST_NON_R01MH130609_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,1768332,601658,2369990,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01MH130609_7529,https://reporter.nih.gov/project-details/11080079,270244576,2530447.89,3018134,2027-05-31,2025-05-20,TRUE,TRUE,TRUE,762115.8900000001,1.4309800931046885,874864.6700000002,653074.68,137683.6,648144,0,0,7,39,,unitid:130794,C_high,TRUE,TRUE,TRUE
nih,3U24OD036598-07S2,ASST_NON_U24OD036598_7529,Stanford University,California,Stanford University,California,Stanford,Private not-for-profit,243744,3145499,545846.89,3691345.89,2025-06-06,,https://www.usaspending.gov/award/ASST_NON_U24OD036598_7529,https://reporter.nih.gov/project-details/11138290,271690875,4465868.96,7867462,2027-04-30,2026-02-20,TRUE,TRUE,TRUE,1320369.96,1.4197648640168061,2023479.0399999998,1213605.9999999998,485432.17000000004,4789726,4789726,0,8,17,,unitid:243744,C_high,TRUE,TRUE,TRUE
nih,3R01DC012578-12S1,ASST_NON_R01DC012578_7529,University of Iowa,Iowa,University of Iowa,Iowa,Iowa City,Public,153658,716098,501115,1217213,2025-05-22,,https://www.usaspending.gov/award/ASST_NON_R01DC012578_7529,https://reporter.nih.gov/project-details/11140136,270179085,1967519.93,5689219,2028-07-31,2026-02-09,TRUE,TRUE,TRUE,1251421.93,2.747556800884795,592309.26,390655.8400000001,69292.26999999999,572055,572055,0,22,49,,unitid:153658,C_high,TRUE,TRUE,TRUE
nih,3R37AI071727-18S1,ASST_NON_R37AI071727_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,1710156,414568,2124724,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R37AI071727_7529,https://reporter.nih.gov/project-details/11061606,270350694,2811989.53,4969225,2027-06-30,2025-08-20,TRUE,TRUE,TRUE,1101833.5299999998,1.6442883163875108,660108.0099999999,336619.18999999994,140423.45,682812,682812,0,11,49,,unitid:170976,C_high,TRUE,TRUE,TRUE
nih,3R01AI139261-06S1,ASST_NON_R01AI139261_7529,Texas A&M University Health Science Center,Texas,,,,,,128126,55640,183766,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI139261_7529,https://reporter.nih.gov/project-details/11015520,270146255,2984074.08,5966565,2028-01-31,2026-02-20,TRUE,TRUE,TRUE,2855948.08,23.29015250612678,799777.2799999999,280802.07,193166.40999999997,747884,0,747884,17,49,,texas a&m university health science center|texas,C_high,TRUE,TRUE,TRUE
nih,3DP2AI171120-03S1,ASST_NON_DP2AI171120_7529,University of Chicago,Illinois,University of Chicago,Illinois,Chicago,Private not-for-profit,144050,45065,46025,91090,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_DP2AI171120_7529,https://reporter.nih.gov/project-details/11146021,260416093,1600192.71,2011979,2027-08-31,2026-02-06,TRUE,TRUE,TRUE,1555127.71,35.50854787529124,570664.1599999999,453141.06000000006,82708.44999999995,481500,481500,0,11,37,,unitid:144050,C_high,TRUE,TRUE,TRUE
