agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key
nih,5F30HD107932-02,ASST_NON_F30HD107932_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,82293.11,3011.14999999999,85304.26,2025-03-10,,https://www.usaspending.gov/award/ASST_NON_F30HD107932_7529,https://reporter.nih.gov/project-details/10784594,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:130794
nsf,2236814,ASST_NON_2236814_4900,University of Arkansas,Arkansas,University of Arkansas,Arkansas,Fayetteville,Public,106397,197025.71,2948.29000000001,199974,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2236814_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2236814,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:106397
nsf,2118482,ASST_NON_2118482_4900,University of Wisconsin-Madison,Wisconsin,University of Wisconsin-Madison,Wisconsin,Madison,Public,240444,385702.95,2936.04999999999,388639,2025-04-25,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2118482_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2118482,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:240444
nsf,2101255,ASST_NON_2101255_4900,Portland State University,Oregon,Portland State University,Oregon,Portland,Public,209807,297170.22,2829.78000000003,300000,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2101255_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2101255,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:209807
nsf,2242057,ASST_NON_2242057_4900,Princeton University,New Jersey,Princeton University,New Jersey,Princeton,Private not-for-profit,186131,494814.39,2809.60999999999,497624,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2242057_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2242057,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:186131
nsf,2326704,ASST_NON_2326704_4900,University of Virginia Main Campus,Virginia,University of Virginia-Main Campus,Virginia,Charlottesville,Public,234076,197202.71,2797.29000000001,200000,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2326704_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2326704,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:234076
nih,3P01CA214091-08S2,ASST_NON_P01CA214091_7529,University of Florida,Florida,University of Florida,Florida,Gainesville,Public,134130,73997,2756,76753,2025-04-22,,https://www.usaspending.gov/award/ASST_NON_P01CA214091_7529,https://reporter.nih.gov/project-details/10977258,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:134130
nih,5F31HL168956-02,ASST_NON_F31HL168956_7529,University of California at Davis,California,University of California-Davis,California,Davis,Public,110644,78673.63,2682.37,81356,2025-08-28,,https://www.usaspending.gov/award/ASST_NON_F31HL168956_7529,https://reporter.nih.gov/project-details/10843764,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:110644
nih,1F31DA060036-01,ASST_NON_F31DA060036_7529,Virginia Commonwealth University,Virginia,Virginia Commonwealth University,Virginia,Richmond,Public,234030,46320.73,2653.27,48974,2025-05-05,,https://www.usaspending.gov/award/ASST_NON_F31DA060036_7529,https://reporter.nih.gov/project-details/10826680,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:234030
nih,1F31DA059204-01A1,ASST_NON_F31DA059204_7529,University of Miami School of Medicine,Florida,University of Miami,Florida,Coral Gables,Private not-for-profit,135726,46501.04,2472.96,48974,2025-05-19,,https://www.usaspending.gov/award/ASST_NON_F31DA059204_7529,https://reporter.nih.gov/project-details/10900887,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:135726
nih,1F31AI176652-01A1,ASST_NON_F31AI176652_7529,Texas A&M University Health Science Center,Texas,,,,,,35143.43,2424.57,37568,2025-05-30,,https://www.usaspending.gov/award/ASST_NON_F31AI176652_7529,https://reporter.nih.gov/project-details/10826749,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",texas a&m university health science center|texas
nsf,2127913,ASST_NON_2127913_4900,Emory University,Georgia,Emory University,Georgia,Atlanta,Private not-for-profit,139658,236121.2,2378.79999999999,238500,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2127913_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2127913,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:139658
nih,1F31AI184167-01,ASST_NON_F31AI184167_7529,Emory University,Georgia,Emory University,Georgia,Atlanta,Private not-for-profit,139658,46643,2331,48974,2025-05-16,,https://www.usaspending.gov/award/ASST_NON_F31AI184167_7529,https://reporter.nih.gov/project-details/10924772,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:139658
epa,00A00782,ASST_NON_00A00782_068,University of Massachusetts,Massachusetts,,,,,,22673.05,2325.95,24999,2025-04-22,2025-09-30,https://www.usaspending.gov/award/ASST_NON_00A00782_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=00A00782,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",university of massachusetts|massachusetts
nsf,2128991,ASST_NON_2128991_4900,University of Wisconsin-Whitewater,Wisconsin,University of Wisconsin-Whitewater,Wisconsin,Whitewater,Public,240189,36728.7,2284.3,39013,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2128991_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2128991,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:240189
nih,5F31MH135787-02,ASST_NON_F31MH135787_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,60119.77,2262,62381.77,2025-03-21,,https://www.usaspending.gov/award/ASST_NON_F31MH135787_7529,https://reporter.nih.gov/project-details/11098409,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:162928
nsf,2416708,ASST_NON_2416708_4900,New Jersey Institute of Technology,New Jersey,New Jersey Institute of Technology,New Jersey,Newark,Public,185828,7777.84,2222.16,10000,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2416708_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2416708,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:185828
nih,5F31DK134158-02,ASST_NON_F31DK134158_7529,Vanderbilt University,Tennessee,Vanderbilt University,Tennessee,Nashville,Private not-for-profit,221999,65129,2091,67220,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_F31DK134158_7529,https://reporter.nih.gov/project-details/10852835,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:221999
nsf,2121898,ASST_NON_2121898_4900,Regents of the University of Idaho,Idaho,University of Idaho,Idaho,Moscow,Public,142285,225439.89,2079.10999999999,227519,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2121898_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2121898,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:142285
nih,5R21MD017327-02,ASST_NON_R21MD017327_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,455188.8,2076.79999999999,457265.6,2025-07-07,,https://www.usaspending.gov/award/ASST_NON_R21MD017327_7529,https://reporter.nih.gov/project-details/10633167,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:130794
nsf,2138047,ASST_NON_2138047_4900,Lehigh University,Pennsylvania,Lehigh University,Pennsylvania,Bethlehem,Private not-for-profit,213543,57912.43,1978.57,59891,2025-05-22,2025-05-09,https://www.usaspending.gov/award/ASST_NON_2138047_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2138047,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:213543
nih,5R01MD018340-03,ASST_NON_R01MD018340_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,1614320.57,1925.52000000002,1616246.09,2025-03-20,,https://www.usaspending.gov/award/ASST_NON_R01MD018340_7529,https://reporter.nih.gov/project-details/10850671,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:215062
nih,5F31GM151846-02,ASST_NON_F31GM151846_7529,Baylor College of Medicine,Texas,,,,,,94785.87,1882.13,96668,2025-04-02,,https://www.usaspending.gov/award/ASST_NON_F31GM151846_7529,https://reporter.nih.gov/project-details/10906657,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",baylor college of medicine|texas
nsf,2437382,ASST_NON_2437382_4900,Louisiana State University,Louisiana,Louisiana State University and Agricultural & Mechanical College,Louisiana,Baton Rouge,Public,159391,4894.4010989011,1879.5989010989,6774,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2437382_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2437382,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:159391
nsf,2114242,ASST_NON_2114242_4900,Utah State University,Utah,,,,,,199106.12,1875.88,200982,2025-04-25,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2114242_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2114242,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",utah state university|utah
nsf,2020491,ASST_NON_2020491_4900,University of Texas at Austin,Texas,The University of Texas at Austin,Texas,Austin,Public,228778,268475.51,1850.48999999999,270326,2025-05-22,2025-05-02,https://www.usaspending.gov/award/ASST_NON_2020491_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2020491,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:228778
nsf,2100408,ASST_NON_2100408_4900,Arizona State University,Arizona,Arizona State University,Arizona,Tempe,Public,104151,743142.64,1823.35999999999,744966,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2100408_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2100408,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:104151
nih,8K00MH138729-03,ASST_NON_K00MH138729_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,79305.15,1796.95000000001,81102.1,2025-05-26,,https://www.usaspending.gov/award/ASST_NON_K00MH138729_7529,https://reporter.nih.gov/project-details/10702052,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:162928
nsf,2146984,ASST_NON_2146984_4900,Stevens Institute of Technology,New Jersey,Stevens Institute of Technology,New Jersey,Hoboken,Private not-for-profit,186867,204886.2,1795.79999999999,206682,2025-05-22,2025-04-18,https://www.usaspending.gov/award/ASST_NON_2146984_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2146984,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:186867
nsf,2055309,ASST_NON_2055309_4900,City College of San Francisco,California,,,,,,273825.61,1770.39000000001,275596,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2055309_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2055309,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",city college of san francisco|california
nih,1F31AI186614-01,ASST_NON_F31AI186614_7529,George Washington University,District Of Columbia,George Washington University,District Of Columbia,Washington,Private not-for-profit,131469,42044.26,1711.74,43756,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_F31AI186614_7529,https://reporter.nih.gov/project-details/11007395,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",unitid:131469
nih,5F31NR020977-02,ASST_NON_F31NR020977_7529,University of Miami Coral Gables,Florida,,,,,,85935,1687,87622,2025-08-19,,https://www.usaspending.gov/award/ASST_NON_F31NR020977_7529,https://reporter.nih.gov/project-details/10896960,,,,,,,,,,,,,,,,,,,"detail: Failure when receiving data from the peer [api.usaspending.gov]:
schannel: server closed abruptly (missing close_notify)",university of miami coral gables|florida
nih,5F31AG082498-02,ASST_NON_F31AG082498_7529,University of Texas at San Antonio,Texas,The University of Texas at San Antonio,Texas,San Antonio,Public,229027,77525.55,1624.45,79150,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG082498_7529,https://reporter.nih.gov/project-details/10873075,266717393,77525.55,79150,2025-05-31,2025-06-05,TRUE,FALSE,TRUE,0,1,3679.290000000008,762.6900000000023,0,0,0,0,4,23,,unitid:229027
nih,5F31AG081095-02,ASST_NON_F31AG081095_7529,Baylor College of Medicine,Texas,,,,,,95053.24,1614.75999999999,96668,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_F31AG081095_7529,https://reporter.nih.gov/project-details/10915446,266717380,95053.24,96668,2025-08-06,2025-06-05,TRUE,TRUE,TRUE,0,1,26081.63,4729.510000000002,0,0,0,0,4,22,,baylor college of medicine|texas
nih,1F31AI181059-01A1,ASST_NON_F31AI181059_7529,Virginia Polytechnic Institute and State University,Virginia,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,Public,233921,41083.6,1600.4,42684,2025-04-17,,https://www.usaspending.gov/award/ASST_NON_F31AI181059_7529,https://reporter.nih.gov/project-details/10996860,266718257,41083.6,42684,2025-08-09,2025-04-21,TRUE,TRUE,TRUE,0,1,11760,9408,0,0,0,0,3,12,,unitid:233921
epa,84020601,ASST_NON_84020601_068,Worcester Polytechnic Institute,Massachusetts,Worcester Polytechnic Institute,Massachusetts,Worcester,Private not-for-profit,168421,447628.7,1584.29999999999,449213,2025-05-10,2025-06-30,https://www.usaspending.gov/award/ASST_NON_84020601_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=84020601,254614999,447628.7,449213,2025-05-10,2025-06-05,FALSE,FALSE,FALSE,0,1,4857.5999999999985,0,0,0,0,0,5,30,,unitid:168421
nsf,2314653,ASST_NON_2314653_4900,Washington State University,Washington,Washington State University,Washington,Pullman,Public,236939,30001.49,1498.51,31500,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2314653_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2314653,235847198,30001.49,31500,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,0,0,0,0,0,0,2,13,,unitid:236939
nsf,2150423,ASST_NON_2150423_4900,CUNY John Jay College of Criminal Justice,New York,CUNY John Jay College of Criminal Justice,New York,New York,Public,190600,198527.05,1454.95000000001,199982,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2150423_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2150423,235283766,198527.05,199982,2025-04-25,2025-05-19,FALSE,FALSE,FALSE,0,1,84764.79000000001,84764.79000000001,0,0,0,0,3,27,,unitid:190600
nsf,2148561,ASST_NON_2148561_4900,Regents of the University of Michigan - Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,58986.66,1452.34,60439,2025-05-22,2025-04-25,https://www.usaspending.gov/award/ASST_NON_2148561_4900,https://www.nsf.gov/awardsearch/show-award?AWD_ID=2148561,235279087,58986.66,60439,2025-04-25,2025-06-03,FALSE,FALSE,FALSE,0,1,5190.719999999999,0,0,0,0,0,3,20,,unitid:170976
nih,1F31GM154483-01,ASST_NON_F31GM154483_7529,Utah State Higher Education System--University of Utah,Utah,,,,,,38859.02,1347.98,40207,2025-05-05,,https://www.usaspending.gov/award/ASST_NON_F31GM154483_7529,https://reporter.nih.gov/project-details/10902766,266724446,38859.02,40207,2025-05-31,2026-02-09,TRUE,FALSE,TRUE,0,1,2749.2000000000007,292.9500000000007,0,0,0,0,3,15,,utah state higher education system--university of utah|utah
