agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key,proposal,continuation_signal,outlay_signal,proposal_flag
nih,3R35GM142679-04S1,ASST_NON_R35GM142679_7529,University of Kentucky,Kentucky,University of Kentucky,Kentucky,Lexington,Public,157085,1486399,507596,1993995,2025-06-01,,https://www.usaspending.gov/award/ASST_NON_R35GM142679_7529,https://reporter.nih.gov/project-details/11003999,270346981,1623379.34,1993995,2026-06-30,2025-06-20,TRUE,TRUE,TRUE,136980.34000000008,1.0921558343351954,235836.89999999997,146197.96,38207.66999999999,378260,0,0,8,48,,unitid:157085,E,TRUE,TRUE,TRUE
nih,3R01DC012578-12S1,ASST_NON_R01DC012578_7529,University of Iowa,Iowa,University of Iowa,Iowa,Iowa City,Public,153658,716098,501115,1217213,2025-05-22,,https://www.usaspending.gov/award/ASST_NON_R01DC012578_7529,https://reporter.nih.gov/project-details/11140136,270179085,1967519.93,5689219,2028-07-31,2026-02-09,TRUE,TRUE,TRUE,1251421.93,2.747556800884795,592309.26,390655.8400000001,69292.26999999999,572055,572055,0,22,49,,unitid:153658,E,TRUE,TRUE,TRUE
nih,3R01CA270234-03S1,ASST_NON_R01CA270234_7529,University of Oklahoma Health Sciences Center,Oklahoma,University of Oklahoma-Health Sciences Center,Oklahoma,Oklahoma City,Public,207342,1303781.47,499845.53,1803627,2025-06-15,,https://www.usaspending.gov/award/ASST_NON_R01CA270234_7529,https://reporter.nih.gov/project-details/10994014,270168666,1445294.76,1803627,2027-07-31,2025-08-06,TRUE,TRUE,TRUE,141513.29000000004,1.108540651371583,297032.12,261322.52,35709.600000000006,430604,430604,0,7,37,,unitid:207342,E,TRUE,TRUE,TRUE
nih,3R01CA260819-04S1,ASST_NON_R01CA260819_7529,Virginia Commonwealth University,Virginia,Virginia Commonwealth University,Virginia,Richmond,Public,234030,2108948.25,497542.75,2606491,2025-06-15,,https://www.usaspending.gov/award/ASST_NON_R01CA260819_7529,https://reporter.nih.gov/project-details/10977401,270168023,1911029.93,2606491,2027-02-28,2026-01-20,TRUE,TRUE,TRUE,-197918.32000000007,0.9061530694269051,48010.66000000003,0,0,0,0,0,15,44,,unitid:234030,E,FALSE,TRUE,TRUE
nih,3R35GM141891-04S1,ASST_NON_R35GM141891_7529,Clemson University,South Carolina,Clemson University,South Carolina,Clemson,Public,217882,1652415.45,491940.55,2144356,2025-06-05,,https://www.usaspending.gov/award/ASST_NON_R35GM141891_7529,https://reporter.nih.gov/project-details/10977799,270346900,1490461.52,2144356,2027-03-31,2026-01-20,TRUE,TRUE,TRUE,-161953.92999999993,0.9019895813731348,183395.58999999997,137275.92999999996,20767.52,0,0,0,13,48,,unitid:217882,E,FALSE,TRUE,TRUE
nih,3R01EY035254-03S1,ASST_NON_R01EY035254_7529,Baylor College of Medicine,Texas,,,,,,1145195,488449,1633644,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R01EY035254_7529,https://reporter.nih.gov/project-details/11211955,270200285,1435541.7,2115702,2027-01-31,2026-02-06,TRUE,TRUE,TRUE,290346.69999999995,1.2535347255270937,533142.81,218450.23000000007,95909.01999999999,482058,0,482058,7,26,,baylor college of medicine|texas,E,TRUE,TRUE,TRUE
nih,3R01HD101406-04S1,ASST_NON_R01HD101406_7529,North Carolina State University Raleigh,North Carolina,North Carolina State University at Raleigh,North Carolina,Raleigh,Public,199193,1239942,484783,1724725,2025-05-30,,https://www.usaspending.gov/award/ASST_NON_R01HD101406_7529,https://reporter.nih.gov/project-details/11043271,270218500,1397948.04,1724725,2027-02-28,2026-03-05,TRUE,TRUE,TRUE,158006.04000000004,1.1274301862506473,217597.75999999995,149596.75999999998,40764.53999999999,0,0,0,12,47,,unitid:199193,E,FALSE,TRUE,TRUE
nih,3R37CA247994-04S1,ASST_NON_R37CA247994_7529,Utah State Higher Education System--University of Utah,Utah,,,,,,1574517,472326,2046843,2025-04-24,,https://www.usaspending.gov/award/ASST_NON_R37CA247994_7529,https://reporter.nih.gov/project-details/10816729,270351200,1857107.6,2398776,2028-01-31,2026-02-20,TRUE,TRUE,TRUE,282590.6000000001,1.1794776429851186,589170.41,290116.38,73793.90000000002,351933,0,317048,14,60,,utah state higher education system--university of utah|utah,E,TRUE,TRUE,TRUE
nih,3R01AI178908-02S1,ASST_NON_R01AI178908_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,1253969,469207,1723176,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI178908_7529,https://reporter.nih.gov/project-details/11059608,270149137,1950273.72,2477524,2028-05-31,2025-06-20,TRUE,TRUE,TRUE,696304.72,1.5552806488836646,890794.3700000001,533569.36,60137.090000000026,754348,0,0,6,29,,unitid:215062,E,TRUE,TRUE,TRUE
nih,3R15HD097589-02S1,ASST_NON_R15HD097589_7529,Loyola University of Chicago,Illinois,,,,,,224375.93,461730.53,686106.46,2026-01-14,,https://www.usaspending.gov/award/ASST_NON_R15HD097589_7529,https://reporter.nih.gov/project-details/11090020,270283920,374565.07,1117083,2025-07-31,2026-01-20,FALSE,TRUE,TRUE,150189.14,1.669363866257847,13490.919999999998,0,13490.919999999998,0,0,0,8,42,,loyola university of chicago|illinois,E,FALSE,TRUE,TRUE
nih,3R01AI173244-02S1,ASST_NON_R01AI173244_7529,Wake Forest University Health Sciences,North Carolina,,,,,,779655,460420,1240075,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI173244_7529,https://reporter.nih.gov/project-details/11024172,270148738,975902.68,1839843,2028-05-31,2026-02-20,TRUE,TRUE,TRUE,196247.68000000005,1.251710923421257,229786.33000000002,200134.45,28610.319999999992,599768,599768,0,7,29,,wake forest university health sciences|north carolina,E,TRUE,TRUE,TRUE
nih,3R01GM150200-02S1,ASST_NON_R01GM150200_7529,University of Kentucky,Kentucky,University of Kentucky,Kentucky,Lexington,Public,157085,675654,457854,1133508,2025-06-06,,https://www.usaspending.gov/award/ASST_NON_R01GM150200_7529,https://reporter.nih.gov/project-details/10953652,270212253,786580.11,1133508,2027-03-31,2025-06-20,TRUE,TRUE,TRUE,110926.10999999999,1.1641759095631787,213451.49,145464.69000000003,60591.51,347125,0,0,7,29,,unitid:157085,E,TRUE,TRUE,TRUE
nih,5R25HG009644-07,ASST_NON_R25HG009644_7529,Duke University,North Carolina,Duke University,North Carolina,Durham,Private not-for-profit,198419,450996.3,456568.41,907564.71,2025-04-14,,https://www.usaspending.gov/award/ASST_NON_R25HG009644_7529,https://reporter.nih.gov/project-details/10878680,270335428,450996.3,907564.71,2025-04-30,2025-12-05,TRUE,FALSE,TRUE,0,1,42420.46000000001,39206.770000000004,0,0,0,0,14,45,,unitid:198419,E,FALSE,TRUE,TRUE
nih,3R01CA281320-02S1,ASST_NON_R01CA281320_7529,Duke University,North Carolina,Duke University,North Carolina,Durham,Private not-for-profit,198419,833044.26,456403.74,1289448,2025-06-15,,https://www.usaspending.gov/award/ASST_NON_R01CA281320_7529,https://reporter.nih.gov/project-details/11043500,270169403,915558.15,1289448,2028-06-30,2025-07-21,TRUE,TRUE,TRUE,82513.89000000001,1.0990510276128667,159507.8,89977.90999999996,41311.75,455171,455171,0,7,27,,unitid:198419,E,TRUE,TRUE,TRUE
cdc,U48DP006873,ASST_NON_U48DP006873_075,President and Fellows of Harvard College,Massachusetts,Harvard University,Massachusetts,Cambridge,Private not-for-profit,166027,139022.19,455882.81,594905,2025-05-20,2029-09-29,https://www.usaspending.gov/award/ASST_NON_U48DP006873_075/,https://taggs.hhs.gov/Detail/AwardDetail?arg_AwardNum=U48DP006873&arg_ProgOfficeCode=120,271696215,142051.12,594905,2029-09-29,2026-01-28,TRUE,TRUE,TRUE,3028.929999999993,1.021787385164915,122414.63,109046.55,13368.080000000002,296463,296463,0,9,11,,unitid:166027,E,TRUE,TRUE,TRUE
nih,3R01AG075900-03S1,ASST_NON_R01AG075900_7529,University of Florida,Florida,University of Florida,Florida,Gainesville,Public,134130,1813463,452687,2266150,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R01AG075900_7529,https://reporter.nih.gov/project-details/11082668,270136995,2237607.09,2853866,2027-01-31,2026-03-05,TRUE,TRUE,TRUE,424144.08999999985,1.2338862662210366,478221.08999999997,227209.80999999997,119134.26000000001,587716,44437,543279,10,44,,unitid:134130,E,TRUE,TRUE,TRUE
nih,3R01AI148241-04S1,ASST_NON_R01AI148241_7529,University of Louisville,Kentucky,University of Louisville,Kentucky,Louisville,Public,157289,2027770,451950,2479720,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI148241_7529,https://reporter.nih.gov/project-details/11141496,270146969,2189372.26,3128137,2027-05-31,2025-06-20,TRUE,TRUE,TRUE,161602.25999999978,1.0796945708832855,327385.86999999994,66807.45999999996,328.66,648417,0,0,11,42,,unitid:157289,E,TRUE,TRUE,TRUE
nih,3R01DK112978-06S1,ASST_NON_R01DK112978_7529,Icahn School of Medicine at Mount Sinai,New York,,,,,,1408385,450411,1858796,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK112978_7529,https://reporter.nih.gov/project-details/11057369,270187877,2158286.13,5280606,2027-02-28,2026-02-20,TRUE,TRUE,TRUE,749901.1299999999,1.532454641309017,69710.19,0,0,705596,0,641450,16,46,,icahn school of medicine at mount sinai|new york,E,TRUE,TRUE,TRUE
nih,3R01CA276512-02S1,ASST_NON_R01CA276512_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,1525711.24,449051.76,1974763,2025-06-15,,https://www.usaspending.gov/award/ASST_NON_R01CA276512_7529,https://reporter.nih.gov/project-details/11060611,270169080,1748710.52,1974763,2025-06-30,2025-06-20,TRUE,FALSE,TRUE,222999.28000000003,1.1461608685533444,444772.33999999985,352817.7999999999,89061.48000000001,0,0,0,6,28,,unitid:215062,E,FALSE,TRUE,TRUE
nih,3R01AR081881-02S1,ASST_NON_R01AR081881_7529,Washington University,Missouri,Washington University in St Louis,Missouri,St. Louis,Private not-for-profit,179867,726801,445522,1172323,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01AR081881_7529,https://reporter.nih.gov/project-details/11010160,270154178,1064895.82,1720175,2028-12-31,2026-01-20,TRUE,TRUE,TRUE,338094.82000000007,1.4651821062436623,454739.9600000001,228228.05000000005,82393.14,547852,0,547852,8,32,,unitid:179867,E,TRUE,TRUE,TRUE
nih,3R01CA251676-05S1,ASST_NON_R01CA251676_7529,Wayne State University,Michigan,Wayne State University,Michigan,Detroit,Public,172644,663309.42,435222.22,1098531.64,2025-05-26,,https://www.usaspending.gov/award/ASST_NON_R01CA251676_7529,https://reporter.nih.gov/project-details/10992208,270167427,1555932.93,1797118,2026-04-30,2026-02-09,TRUE,TRUE,TRUE,892623.5099999999,2.345712096173758,438329.23,276014.85,29271.869999999995,35226,0,0,12,48,,unitid:172644,E,TRUE,TRUE,TRUE
nih,5T34GM136493-05,ASST_NON_T34GM136493_7529,University of Missouri-Columbia,Missouri,University of Missouri-Columbia,Missouri,Columbia,Public,178396,1584429.38,434344.62,2018774,2025-06-13,,https://www.usaspending.gov/award/ASST_NON_T34GM136493_7529,https://reporter.nih.gov/project-details/10848290,271488274,1577712.22,2018774,2026-05-31,2025-06-20,TRUE,TRUE,TRUE,-6717.159999999916,0.9957605178969858,91126.75999999998,57187.03000000003,0,0,0,0,8,45,,unitid:178396,E,FALSE,TRUE,TRUE
nih,3R01MH130591-03S1,ASST_NON_R01MH130591_7529,Stanford University,California,Stanford University,California,Stanford,Private not-for-profit,243744,1273020,429146,1702166,2025-04-25,,https://www.usaspending.gov/award/ASST_NON_R01MH130591_7529,https://reporter.nih.gov/project-details/11064688,270244568,1560382.95,2262326,2027-12-31,2026-02-20,TRUE,TRUE,TRUE,287362.94999999995,1.2257332563510392,474970.02,275402.32,69838.75000000001,560160,83083,477077,9,30,,unitid:243744,E,TRUE,TRUE,TRUE
nih,3R01AI155653-04S1,ASST_NON_R01AI155653_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,2463942,428945,2892887,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI155653_7529,https://reporter.nih.gov/project-details/11072300,270147666,3050011.87,3582696,2026-06-30,2025-07-03,TRUE,TRUE,TRUE,586069.8700000001,1.2378586306008827,702740.0700000001,343014.31999999995,148641.87000000002,689809,0,0,9,48,,unitid:170976,E,TRUE,TRUE,TRUE
nih,3R01NR014855-08S1,ASST_NON_R01NR014855_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,2276607,427442,2704049,2025-04-22,,https://www.usaspending.gov/award/ASST_NON_R01NR014855_7529,https://reporter.nih.gov/project-details/11012090,270246909,2551407.29,6730850.96,2027-01-31,2026-03-05,TRUE,TRUE,TRUE,274800.29000000004,1.1207060726774538,584840.7599999999,254195.01999999996,114123.06999999999,729853,0,0,25,63,,unitid:215062,E,TRUE,TRUE,TRUE
nih,1R01ES036237-01,ASST_NON_R01ES036237_7529,University of Rochester,New York,University of Rochester,New York,Rochester,Private not-for-profit,195030,371964.63,422498.37,794463,2025-06-11,,https://www.usaspending.gov/award/ASST_NON_R01ES036237_7529,https://reporter.nih.gov/project-details/10861504,270196548,436411.97,794463,2028-05-31,2025-08-20,TRUE,TRUE,TRUE,64447.33999999997,1.1732620114982437,256337.21,137797.58,64447.34,379778,379778,0,15,51,,unitid:195030,E,TRUE,TRUE,TRUE
nih,3R01DK131038-03S1,ASST_NON_R01DK131038_7529,University of Illinois at Chicago,Illinois,University of Illinois Chicago,Illinois,Chicago,Public,145600,1282596,420147,1702743,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK131038_7529,https://reporter.nih.gov/project-details/11097887,270189835,1507363.94,2113900,2027-01-31,2026-03-05,TRUE,TRUE,TRUE,224767.93999999994,1.1752445353018408,362664.89,231497.21000000002,58367.64000000001,411157,0,411157,8,43,,unitid:145600,E,TRUE,TRUE,TRUE
nih,3R01CA252827-02S1,ASST_NON_R01CA252827_7529,Kent State University,Ohio,Kent State University at Kent,Ohio,Kent,Public,203517,609411,419715,1029126,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R01CA252827_7529,https://reporter.nih.gov/project-details/10993956,270167490,910766.26,1063036,2028-03-31,2025-09-24,TRUE,TRUE,TRUE,301355.26,1.4945024950320884,437301.05000000005,163145.02000000002,89401.1,33910,33910,0,8,29,,unitid:203517,E,TRUE,TRUE,TRUE
nih,3R01AR078811-03S1,ASST_NON_R01AR078811_7529,Virginia Polytechnic Institute and State University,Virginia,Virginia Polytechnic Institute and State University,Virginia,Blacksburg,Public,233921,1619600,418888,2038488,2025-05-06,,https://www.usaspending.gov/award/ASST_NON_R01AR078811_7529,https://reporter.nih.gov/project-details/11071134,270153947,2062997.04,2520372,2027-05-31,2025-07-03,TRUE,TRUE,TRUE,443397.04000000004,1.2737694739441838,597895.98,323343.31999999983,108902.22,481884,0,0,11,48,,unitid:233921,E,TRUE,TRUE,TRUE
nih,3R01DK135885-02S1,ASST_NON_R01DK135885_7529,University of Kentucky,Kentucky,University of Kentucky,Kentucky,Lexington,Public,157085,622199,418494,1040693,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK135885_7529,https://reporter.nih.gov/project-details/11045175,270190521,733662.03,1032432,2027-03-31,2026-02-20,TRUE,TRUE,TRUE,111463.03000000003,1.1791436983987438,150506.34999999998,47387.119999999995,0,279385,0,279385,11,45,,unitid:157085,E,TRUE,TRUE,TRUE
nih,3R01AI160896-04S1,ASST_NON_R01AI160896_7529,University of South Carolina,South Carolina,University of South Carolina-Columbia,South Carolina,Columbia,Public,218663,1712185,414666,2126851,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI160896_7529,https://reporter.nih.gov/project-details/10900874,270147929,1964048.41,2615887,2026-08-31,2025-09-05,TRUE,TRUE,TRUE,251863.40999999992,1.147100582004865,284687.03,84600.92,72571.26999999999,489036,489036,0,9,47,,unitid:218663,E,TRUE,TRUE,TRUE
nih,3R37AI071727-18S1,ASST_NON_R37AI071727_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,1710156,414568,2124724,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R37AI071727_7529,https://reporter.nih.gov/project-details/11061606,270350694,2811989.53,4969225,2027-06-30,2025-08-20,TRUE,TRUE,TRUE,1101833.5299999998,1.6442883163875108,660108.0099999999,336619.18999999994,140423.45,682812,682812,0,11,49,,unitid:170976,E,TRUE,TRUE,TRUE
nih,3R01AI155560-03S1,ASST_NON_R01AI155560_7529,University of Nebraska Medical Center,Nebraska,University of Nebraska Medical Center,Nebraska,Omaha,Public,181428,1382773,409583,1792356,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI155560_7529,https://reporter.nih.gov/project-details/10923506,270147651,1975835.09,2351632,2027-06-30,2025-07-21,TRUE,TRUE,TRUE,593062.0900000001,1.4288933107603345,636304.3,389934.1699999999,123030.13,559276,559276,0,7,39,,unitid:181428,E,TRUE,TRUE,TRUE
nih,3R35GM153204-01S1,ASST_NON_R35GM153204_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,226329.03,408665.97,634995,2025-05-29,,https://www.usaspending.gov/award/ASST_NON_R35GM153204_7529,https://reporter.nih.gov/project-details/11065149,270348166,508643.89,634995,2029-03-31,2025-06-05,TRUE,TRUE,TRUE,282314.86,2.24736477684723,282314.86000000004,246644.79000000004,35670.07000000001,376558,0,0,5,17,,unitid:170976,E,TRUE,TRUE,TRUE
nih,3R35GM140753-04S1,ASST_NON_R35GM140753_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,1794139,408192,2202331,2025-05-30,,https://www.usaspending.gov/award/ASST_NON_R35GM140753_7529,https://reporter.nih.gov/project-details/11089007,270346801,2045487.32,2202331,2026-05-31,2025-06-20,TRUE,TRUE,TRUE,251348.32000000007,1.1400941175683712,308558.17000000004,219621.27000000002,60198.079999999994,371188,0,0,10,48,,unitid:215293,E,TRUE,TRUE,TRUE
nih,3R01MH128286-03S2,ASST_NON_R01MH128286_7529,Washington University,Missouri,Washington University in St Louis,Missouri,St. Louis,Private not-for-profit,179867,1355242,398496,1753738,2025-04-23,,https://www.usaspending.gov/award/ASST_NON_R01MH128286_7529,https://reporter.nih.gov/project-details/11064657,270244353,1777736.49,2218176,2027-05-31,2025-09-05,TRUE,TRUE,TRUE,422494.49,1.3117483740911218,663612.11,393673.49000000005,101557.24999999999,464438,464438,0,8,51,,unitid:179867,E,TRUE,TRUE,TRUE
nih,3R01GM149646-02S1,ASST_NON_R01GM149646_7529,University of Florida,Florida,University of Florida,Florida,Gainesville,Public,134130,523210.9,397647.1,920858,2025-05-30,,https://www.usaspending.gov/award/ASST_NON_R01GM149646_7529,https://reporter.nih.gov/project-details/11051657,270212206,736090.93,920858,2027-03-31,2025-06-20,TRUE,TRUE,TRUE,212880.03000000003,1.406872314777846,285271.22,115067.05999999997,108640.35,284920,0,0,6,30,,unitid:134130,E,TRUE,TRUE,TRUE
nih,3R01DK138586-01S1,ASST_NON_R01DK138586_7529,Tufts University,Massachusetts,Tufts University,Massachusetts,Medford,Private not-for-profit,168148,683258,397130,1080388,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK138586_7529,https://reporter.nih.gov/project-details/11099058,270190840,1168861.3,1698324,2027-12-31,2026-01-20,TRUE,TRUE,TRUE,485603.30000000005,1.7107173278615107,526880.86,318909.19000000006,78178.84,617936,0,561761,6,21,,unitid:168148,E,TRUE,TRUE,TRUE
nih,3R35GM141927-04S1,ASST_NON_R35GM141927_7529,Vanderbilt University Medical Center,Tennessee,,,,,,1574266.32,396443.68,1970710,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R35GM141927_7529,https://reporter.nih.gov/project-details/11100602,270346906,1642359.77,1970710,2026-04-30,2025-06-05,TRUE,TRUE,TRUE,68093.44999999995,1.043254085496792,399544.92,261656.36999999997,26930.03,432500,0,0,11,48,,vanderbilt university medical center|tennessee,E,TRUE,TRUE,TRUE
nih,3R37CA258261-03S1,ASST_NON_R37CA258261_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,1356701,393347,1750048,2025-04-24,,https://www.usaspending.gov/award/ASST_NON_R37CA258261_7529,https://reporter.nih.gov/project-details/11060836,270351263,1917729.01,2194729,2026-12-31,2026-01-20,TRUE,TRUE,TRUE,561028.01,1.4135236946092027,611688.28,284832.07999999996,270989.9,444681,0,400213,12,42,,unitid:130794,E,TRUE,TRUE,TRUE
