agency,grant_id,award_id_string,organization_name_display,organization_state,tracker_institution_name,tracker_state,tracker_city,tracker_control_label,matched_unitid,award_outlaid,award_remaining,award_value,termination_date,original_end_date,source_url,detail_url,usaspending_internal_award_id,usaspending_live_outlay,usaspending_total_obligation,usaspending_period_end_date,usaspending_last_modified_date,period_extends_past_termination,period_into_recent,period_recent_or_future,live_outlay_minus_gw_outlay,live_outlay_ratio_to_gw_outlay,post_termination_outlays_total,post_termination_outlays_jul_dec_2025,post_termination_outlays_2026,post_termination_positive_cont_rev_total,post_termination_positive_cont_rev_jul_dec_2025,post_termination_positive_cont_rev_2026,transaction_rows,funding_rows,api_error,institution_key,proposal,activity_signal,materially_higher,proposal_flag
nih,3U01DA054170-04S2,ASST_NON_U01DA054170_7529,University of Texas at San Antonio,Texas,The University of Texas at San Antonio,Texas,San Antonio,Public,229027,8881549,933982,9815531,2025-04-03,,https://www.usaspending.gov/award/ASST_NON_U01DA054170_7529,https://reporter.nih.gov/project-details/11123762,271675689,10338095.88,12061296,2026-05-31,2025-07-21,TRUE,TRUE,TRUE,1456546.8800000008,1.1639969424252459,1760124.7799999996,996482.4099999996,387551.32,2245765,2245765,0,13,56,,unitid:229027,C_medium,TRUE,TRUE,TRUE
nih,3R01AG079907-02S1,ASST_NON_R01AG079907_7529,New York University,New York,New York University,New York,New York,Private not-for-profit,193900,714959,892449,1607408,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R01AG079907_7529,https://reporter.nih.gov/project-details/11078906,270137404,1262009.82,1607408,2025-08-31,2026-02-06,TRUE,TRUE,TRUE,547050.8200000001,1.7651499176875878,748165.51,740106.1799999999,0,0,0,0,7,24,,unitid:193900,C_medium,TRUE,TRUE,TRUE
nih,3R01HD108198-05S1,ASST_NON_R01HD108198_7529,University of Missouri-Columbia,Missouri,University of Missouri-Columbia,Missouri,Columbia,Public,178396,2118793,853685,2972478,2025-05-30,,https://www.usaspending.gov/award/ASST_NON_R01HD108198_7529,https://reporter.nih.gov/project-details/11228560,270218974,2669803.27,3605891,2027-01-31,2026-01-20,TRUE,TRUE,TRUE,551010.27,1.260058566363019,587823.93,329153.88,257649.84999999998,633413,0,633413,16,38,,unitid:178396,C_medium,TRUE,TRUE,TRUE
nih,3R01EY033477-03S1,ASST_NON_R01EY033477_7529,Virginia Commonwealth University,Virginia,Virginia Commonwealth University,Virginia,Richmond,Public,234030,800702,850483,1651185,2025-05-28,,https://www.usaspending.gov/award/ASST_NON_R01EY033477_7529,https://reporter.nih.gov/project-details/11200040,270200050,1372991.25,2189213,2027-04-30,2025-07-21,TRUE,TRUE,TRUE,572289.25,1.7147343830788484,579946.04,531628.8200000001,48317.219999999994,538028,538028,0,7,38,,unitid:234030,C_medium,TRUE,TRUE,TRUE
nih,3R01MD017526-03S1,ASST_NON_R01MD017526_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,1514026,829480,2343506,2025-03-28,,https://www.usaspending.gov/award/ASST_NON_R01MD017526_7529,https://reporter.nih.gov/project-details/11017474,270238507,2064477.43,3041100,2027-03-31,2025-09-05,TRUE,TRUE,TRUE,550451.4299999999,1.3635680166654998,626209.6399999999,584526.82,0,697594,697594,0,17,65,,unitid:130794,C_medium,TRUE,TRUE,TRUE
nih,3R01MH129357-02S1,ASST_NON_R01MH129357_7529,University of Louisville,Kentucky,University of Louisville,Kentucky,Louisville,Public,157289,787785,818462,1606247,2025-04-24,,https://www.usaspending.gov/award/ASST_NON_R01MH129357_7529,https://reporter.nih.gov/project-details/11174954,270244448,1468459.51,2334451,2028-08-31,2025-09-24,TRUE,TRUE,TRUE,680674.51,1.864035885425592,784467.3,397786.2800000001,115259.62,728204,728204,0,7,21,,unitid:157289,C_medium,TRUE,TRUE,TRUE
nih,3R01DK139109-01S1,ASST_NON_R01DK139109_7529,Duke University,North Carolina,Duke University,North Carolina,Durham,Private not-for-profit,198419,451034,782276,1233310,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK139109_7529,https://reporter.nih.gov/project-details/11100982,270190897,977883.93,1830013,2028-01-31,2026-02-20,TRUE,TRUE,TRUE,526849.93,2.168093602699575,535051.63,269066.37,168770.41000000003,596703,0,596703,6,20,,unitid:198419,C_medium,TRUE,TRUE,TRUE
nih,3R01MH129832-03S1,ASST_NON_R01MH129832_7529,Duke University,North Carolina,Duke University,North Carolina,Durham,Private not-for-profit,198419,1504291,769540,2273831,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01MH129832_7529,https://reporter.nih.gov/project-details/10862104,270244497,1979049.86,2273831,2026-01-31,2025-05-05,TRUE,TRUE,TRUE,474758.8600000001,1.3156030714801858,488487.22,186190.84,25198.47,0,0,0,10,42,,unitid:198419,C_medium,TRUE,TRUE,TRUE
nih,3R01AR079184-04S1,ASST_NON_R01AR079184_7529,Duke University,North Carolina,Duke University,North Carolina,Durham,Private not-for-profit,198419,2680687,766648,3447335,2025-04-25,,https://www.usaspending.gov/award/ASST_NON_R01AR079184_7529,https://reporter.nih.gov/project-details/11057092,270153974,3236258.43,3493420,2026-03-31,2025-06-05,TRUE,TRUE,TRUE,555571.4300000002,1.2072496453334538,749536.72,359668.4600000001,129200.18,46085,0,0,11,48,,unitid:198419,C_medium,TRUE,TRUE,TRUE
nih,3R01DK130864-03S1,ASST_NON_R01DK130864_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,1038873.11,748766.89,1787640,2025-03-21,,https://www.usaspending.gov/award/ASST_NON_R01DK130864_7529,https://reporter.nih.gov/project-details/11018656,270189800,1564086.66,2411942,2026-05-31,2025-06-05,TRUE,TRUE,TRUE,525213.5499999999,1.5055608283094362,578709.1699999999,309920.86999999994,67107.87999999999,624302,0,0,8,45,,unitid:170976,C_medium,TRUE,TRUE,TRUE
nih,3R01AG078609-02S1,ASST_NON_R01AG078609_7529,Thomas Jefferson University,Pennsylvania,Thomas Jefferson University,Pennsylvania,Philadelphia,Private not-for-profit,216366,1391745,740451,2132196,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R01AG078609_7529,https://reporter.nih.gov/project-details/11082821,270137274,2069516.96,2963488,2028-01-31,2026-03-05,TRUE,TRUE,TRUE,677771.96,1.4869943560063086,677900.9,0,677900.9,831292,57466,773826,9,27,,unitid:216366,C_medium,TRUE,TRUE,TRUE
nih,3R35GM150681-02S1,ASST_NON_R35GM150681_7529,University of Pittsburgh at Pittsburgh,Pennsylvania,University of Pittsburgh-Pittsburgh Campus,Pennsylvania,Pittsburgh,Public,215293,484906,725967,1210873,2025-06-03,,https://www.usaspending.gov/award/ASST_NON_R35GM150681_7529,https://reporter.nih.gov/project-details/10991884,270347835,743883.58,1210873,2028-05-31,2025-06-20,TRUE,TRUE,TRUE,258977.57999999996,1.5340779037586665,290492.77,251092.27000000002,34825.91,376200,0,0,5,28,,unitid:215293,C_medium,TRUE,TRUE,TRUE
nih,3R01DK139021-01S1,ASST_NON_R01DK139021_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,559117,721616,1280733,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK139021_7529,https://reporter.nih.gov/project-details/11100594,270190879,1030247.71,1280733,2028-03-31,2025-05-05,TRUE,TRUE,TRUE,471130.70999999996,1.8426334917378653,532250.15,243565.71999999997,126408.51999999999,616008,0,0,4,19,,unitid:162928,C_medium,TRUE,TRUE,TRUE
nih,3R01AI169636-03S1,ASST_NON_R01AI169636_7529,Albert Einstein College of Medicine,New York,,,,,,2008488.42,713660.58,2722149,2025-03-21,,https://www.usaspending.gov/award/ASST_NON_R01AI169636_7529,https://reporter.nih.gov/project-details/11231762,270148452,2751001.2,3577090,2027-05-31,2025-09-24,TRUE,TRUE,TRUE,742512.7800000003,1.369687359213154,981502.8300000001,0,887522.0800000001,854941,854941,0,7,36,,albert einstein college of medicine|new york,C_medium,TRUE,TRUE,TRUE
nih,3R01DA057886-02S1,ASST_NON_R01DA057886_7529,University of Florida,Florida,University of Florida,Florida,Gainesville,Public,134130,728489,709754,1438243,2025-04-04,,https://www.usaspending.gov/award/ASST_NON_R01DA057886_7529,https://reporter.nih.gov/project-details/11075538,270176905,1119308.61,2102922,2028-07-31,2025-08-06,TRUE,TRUE,TRUE,390819.6100000001,1.5364797683973266,532340.12,241965.61999999997,101309.03,664679,664679,0,7,26,,unitid:134130,C_medium,TRUE,TRUE,TRUE
nih,3R01AG080829-02S1,ASST_NON_R01AG080829_7529,Johns Hopkins University,Maryland,Johns Hopkins University,Maryland,Baltimore,Private not-for-profit,162928,2392315,696720,3089035,2025-05-02,,https://www.usaspending.gov/award/ASST_NON_R01AG080829_7529,https://reporter.nih.gov/project-details/11082723,270137502,3467398.21,5646724,2028-02-29,2025-09-24,TRUE,TRUE,TRUE,1075083.21,1.4493903227626797,1388719.14,757029.78,404928.97,2557689,2557689,0,7,32,,unitid:162928,C_medium,TRUE,TRUE,TRUE
nih,3R01HD110519-02S1,ASST_NON_R01HD110519_7529,North Carolina State University Raleigh,North Carolina,North Carolina State University at Raleigh,North Carolina,Raleigh,Public,199193,619736,681690,1301426,2025-05-05,,https://www.usaspending.gov/award/ASST_NON_R01HD110519_7529,https://reporter.nih.gov/project-details/11089871,270219153,1005475.3,1920465,2028-07-31,2025-07-21,TRUE,TRUE,TRUE,385739.30000000005,1.6224251939535546,418697.57000000007,202485.20000000004,183254.23,619039,619039,0,5,24,,unitid:199193,C_medium,TRUE,TRUE,TRUE
nih,3R01HD087417-08S1,ASST_NON_R01HD087417_7529,University of Texas Health Sciences Center,Texas,,,,,,841440,660993,1502433,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01HD087417_7529,https://reporter.nih.gov/project-details/11089881,270217609,1466867.08,3058549,2025-04-30,2025-05-05,TRUE,FALSE,TRUE,625427.0800000001,1.7432818501616278,425352.62,259939.34999999998,48857.78000000001,0,0,0,18,49,,university of texas health sciences center|texas,C_medium,TRUE,TRUE,TRUE
nih,1R01HG013773-01,ASST_NON_R01HG013773_7529,Northwestern University,Illinois,Northwestern University,Illinois,Evanston,Private not-for-profit,147767,125689.71,620240.29,745930,2025-04-14,2025-11-28,https://www.usaspending.gov/award/ASST_NON_R01HG013773_7529,https://reporter.nih.gov/project-details/10981740,270221376,575071.85,575071.85,2025-06-30,2026-03-20,TRUE,FALSE,TRUE,449382.13999999996,4.575329595398063,449382.14,0,449382.14,0,0,0,4,13,,unitid:147767,C_medium,TRUE,TRUE,TRUE
nih,3R01AI130110-08S1,ASST_NON_R01AI130110_7529,The Ohio State University,Ohio,The Ohio State University,Ohio,Columbus,Public,204796,1328806,617030,1945836,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI130110_7529,https://reporter.nih.gov/project-details/10923537,270145601,1828119.39,4267091,2027-01-31,2026-03-05,TRUE,TRUE,TRUE,499313.3899999999,1.3757609387675853,465047.06999999995,318641.19999999995,72031.46000000002,430396,0,430396,17,49,,unitid:204796,C_medium,TRUE,TRUE,TRUE
nih,1R01MD019678-01,ASST_NON_R01MD019678_7529,University of Arizona,Arizona,University of Arizona,Arizona,Tucson,Public,104179,388911.51,602701.49,991613,2025-03-03,,https://www.usaspending.gov/award/ASST_NON_R01MD019678_7529,https://reporter.nih.gov/project-details/10941131,270238660,578406.29,991613,2029-02-28,2025-07-25,TRUE,TRUE,TRUE,189494.78000000003,1.4872439491441125,539000.15,186741.31,189494.77999999997,495294,495294,0,3,15,,unitid:104179,C_medium,TRUE,TRUE,TRUE
nih,3R01MH128377-03S1,ASST_NON_R01MH128377_7529,Boston University (Charles River Campus),Massachusetts,Boston University,Massachusetts,Boston,Private not-for-profit,164988,2051849,602622,2654471,2025-04-23,,https://www.usaspending.gov/award/ASST_NON_R01MH128377_7529,https://reporter.nih.gov/project-details/11093048,270244365,2600067.34,3470417,2027-06-30,2025-07-25,TRUE,TRUE,TRUE,548218.3399999999,1.267182594820574,798969.83,427217.50999999995,113968.02999999997,815946,815946,0,10,37,,unitid:164988,C_medium,TRUE,TRUE,TRUE
nih,3R01MH130609-03S1,ASST_NON_R01MH130609_7529,Yale University,Connecticut,Yale University,Connecticut,New Haven,Private not-for-profit,130794,1768332,601658,2369990,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01MH130609_7529,https://reporter.nih.gov/project-details/11080079,270244576,2530447.89,3018134,2027-05-31,2025-05-20,TRUE,TRUE,TRUE,762115.8900000001,1.4309800931046885,874864.6700000002,653074.68,137683.6,648144,0,0,7,39,,unitid:130794,C_medium,TRUE,TRUE,TRUE
nih,3R01DA054094-04S1,ASST_NON_R01DA054094_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,1670527,563454,2233981,2025-04-03,,https://www.usaspending.gov/award/ASST_NON_R01DA054094_7529,https://reporter.nih.gov/project-details/11134474,270176609,2219321.66,2767703,2026-07-31,2025-08-06,TRUE,TRUE,TRUE,548794.6600000001,1.3285158875013694,613761.3700000001,347129.3800000001,101871.80999999997,533722,533722,0,9,48,,unitid:170976,C_medium,TRUE,TRUE,TRUE
nih,3R01MH125905-03S1,ASST_NON_R01MH125905_7529,University of Rochester,New York,University of Rochester,New York,Rochester,Private not-for-profit,195030,866134,562353,1428487,2025-04-25,,https://www.usaspending.gov/award/ASST_NON_R01MH125905_7529,https://reporter.nih.gov/project-details/11010427,270244161,1356651.67,2278243,2027-01-31,2026-03-05,TRUE,TRUE,TRUE,490517.6699999999,1.5663300020551092,517593.02999999997,367990.48,51041.830000000016,409859,0,409859,13,33,,unitid:195030,C_medium,TRUE,TRUE,TRUE
nih,3U24OD036598-07S2,ASST_NON_U24OD036598_7529,Stanford University,California,Stanford University,California,Stanford,Private not-for-profit,243744,3145499,545846.89,3691345.89,2025-06-06,,https://www.usaspending.gov/award/ASST_NON_U24OD036598_7529,https://reporter.nih.gov/project-details/11138290,271690875,4465868.96,7867462,2027-04-30,2026-02-20,TRUE,TRUE,TRUE,1320369.96,1.4197648640168061,2023479.0399999998,1213605.9999999998,485432.17000000004,4789726,4789726,0,8,17,,unitid:243744,C_medium,TRUE,TRUE,TRUE
nih,3R01CA260357-05S1,ASST_NON_R01CA260357_7529,University of Iowa,Iowa,University of Iowa,Iowa,Iowa City,Public,153658,633831.39,543773.92,1177605.31,2025-06-15,,https://www.usaspending.gov/award/ASST_NON_R01CA260357_7529,https://reporter.nih.gov/project-details/11064391,270167992,1272676.24,1791828,2027-02-28,2025-12-19,TRUE,TRUE,TRUE,638844.85,2.0079097691895633,229366.06,125988.33000000002,50404.70999999999,0,0,0,15,47,,unitid:153658,C_medium,TRUE,TRUE,TRUE
nih,3R01DK115507-07S1,ASST_NON_R01DK115507_7529,Baylor College of Medicine,Texas,,,,,,851421,514376,1365797,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK115507_7529,https://reporter.nih.gov/project-details/11062803,270188095,1759940.2,3798880,2028-06-30,2025-09-05,TRUE,TRUE,TRUE,908519.2,2.0670622406541534,402156.88,249088.51999999996,47748.259999999995,640765,640765,0,13,49,,baylor college of medicine|texas,C_medium,TRUE,TRUE,TRUE
nih,3R01DC012578-12S1,ASST_NON_R01DC012578_7529,University of Iowa,Iowa,University of Iowa,Iowa,Iowa City,Public,153658,716098,501115,1217213,2025-05-22,,https://www.usaspending.gov/award/ASST_NON_R01DC012578_7529,https://reporter.nih.gov/project-details/11140136,270179085,1967519.93,5689219,2028-07-31,2026-02-09,TRUE,TRUE,TRUE,1251421.93,2.747556800884795,592309.26,390655.8400000001,69292.26999999999,572055,572055,0,22,49,,unitid:153658,C_medium,TRUE,TRUE,TRUE
nih,3R01AI178908-02S1,ASST_NON_R01AI178908_7529,University of Pennsylvania,Pennsylvania,University of Pennsylvania,Pennsylvania,Philadelphia,Private not-for-profit,215062,1253969,469207,1723176,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI178908_7529,https://reporter.nih.gov/project-details/11059608,270149137,1950273.72,2477524,2028-05-31,2025-06-20,TRUE,TRUE,TRUE,696304.72,1.5552806488836646,890794.3700000001,533569.36,60137.090000000026,754348,0,0,6,29,,unitid:215062,C_medium,TRUE,TRUE,TRUE
nih,3R01DK112978-06S1,ASST_NON_R01DK112978_7529,Icahn School of Medicine at Mount Sinai,New York,,,,,,1408385,450411,1858796,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01DK112978_7529,https://reporter.nih.gov/project-details/11057369,270187877,2158286.13,5280606,2027-02-28,2026-02-20,TRUE,TRUE,TRUE,749901.1299999999,1.532454641309017,69710.19,0,0,705596,0,641450,16,46,,icahn school of medicine at mount sinai|new york,C_medium,TRUE,TRUE,TRUE
nih,3R01AR081881-02S1,ASST_NON_R01AR081881_7529,Washington University,Missouri,Washington University in St Louis,Missouri,St. Louis,Private not-for-profit,179867,726801,445522,1172323,2025-04-29,,https://www.usaspending.gov/award/ASST_NON_R01AR081881_7529,https://reporter.nih.gov/project-details/11010160,270154178,1064895.82,1720175,2028-12-31,2026-01-20,TRUE,TRUE,TRUE,338094.82000000007,1.4651821062436623,454739.9600000001,228228.05000000005,82393.14,547852,0,547852,8,32,,unitid:179867,C_medium,TRUE,TRUE,TRUE
nih,3R01CA251676-05S1,ASST_NON_R01CA251676_7529,Wayne State University,Michigan,Wayne State University,Michigan,Detroit,Public,172644,663309.42,435222.22,1098531.64,2025-05-26,,https://www.usaspending.gov/award/ASST_NON_R01CA251676_7529,https://reporter.nih.gov/project-details/10992208,270167427,1555932.93,1797118,2026-04-30,2026-02-09,TRUE,TRUE,TRUE,892623.5099999999,2.345712096173758,438329.23,276014.85,29271.869999999995,35226,0,0,12,48,,unitid:172644,C_medium,TRUE,TRUE,TRUE
nih,3R01AI155653-04S1,ASST_NON_R01AI155653_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,2463942,428945,2892887,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R01AI155653_7529,https://reporter.nih.gov/project-details/11072300,270147666,3050011.87,3582696,2026-06-30,2025-07-03,TRUE,TRUE,TRUE,586069.8700000001,1.2378586306008827,702740.0700000001,343014.31999999995,148641.87000000002,689809,0,0,9,48,,unitid:170976,C_medium,TRUE,TRUE,TRUE
nih,3R01CA252827-02S1,ASST_NON_R01CA252827_7529,Kent State University,Ohio,Kent State University at Kent,Ohio,Kent,Public,203517,609411,419715,1029126,2025-04-28,,https://www.usaspending.gov/award/ASST_NON_R01CA252827_7529,https://reporter.nih.gov/project-details/10993956,270167490,910766.26,1063036,2028-03-31,2025-09-24,TRUE,TRUE,TRUE,301355.26,1.4945024950320884,437301.05000000005,163145.02000000002,89401.1,33910,33910,0,8,29,,unitid:203517,C_medium,TRUE,TRUE,TRUE
nih,3R37AI071727-18S1,ASST_NON_R37AI071727_7529,University of Michigan at Ann Arbor,Michigan,University of Michigan-Ann Arbor,Michigan,Ann Arbor,Public,170976,1710156,414568,2124724,2025-04-18,,https://www.usaspending.gov/award/ASST_NON_R37AI071727_7529,https://reporter.nih.gov/project-details/11061606,270350694,2811989.53,4969225,2027-06-30,2025-08-20,TRUE,TRUE,TRUE,1101833.5299999998,1.6442883163875108,660108.0099999999,336619.18999999994,140423.45,682812,682812,0,11,49,,unitid:170976,C_medium,TRUE,TRUE,TRUE
