UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
208017,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",73880,"R",0,"R",0,"R",0,"R",0,"R",0,"R",73880,"R",0,"R",0,"R",0,"R",84921,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",0,"R",60169,"A",,"A",,"R",2262,"R",147352,"R",89502,"R",89502,"R",0,"R",0,"R",0,"R",0,"R",4064,"R",4064,"R",14848,"R",14848,"R",25691,"R",25691,"A",,"A",,"R",0,"A",,"A",,"R",28880,"R",28880,"R",162985,"R",162985,"R",0,"Z",0,"R",0,"R",0,"R",0,"A",,"A",,-2
208044,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",140481,"R",0,"R",40650,"R",40650,"Z",0,"Z",0,"R",181131,"Z",0,"Z",0,"Z",0,"R",236980,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",52201,"A",,"A",,"R",342,"R",289523,"R",58452,"R",53276,"Z",0,"Z",0,"Z",0,"Z",0,"R",11294,"R",10433,"R",11294,"R",10433,"R",58545,"R",53368,"A",,"A",,"Z",0,"A",,"A",,"R",19121,"R",0,"R",158706,"R",127510,"R",0,"R",27408,"R",3788,"R",0,"R",0,"A",,"A",,-2
208080,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"N",194779,"N",0,"N",0,"N",0,"N",0,"N",15208,"N",209987,"N",15208,"N",0,"N",15208,"N",937915,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",0,"N",143369,"A",,"A",,"N",33338,"N",1114622,"N",445021,"N",116528,"N",0,"N",0,"N",0,"N",0,"N",133506,"N",62940,"N",133506,"N",62939,"N",178008,"N",139440,"A",,"A",,"N",0,"A",,"A",,"N",0,"N",0,"N",890042,"N",381846,"N",0,"N",267013,"N",0,"N",0,"N",241183,"A",,"A",,-2
208123,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",299055,"R",0,"R",0,"R",0,"R",0,"R",0,"R",299055,"R",0,"R",0,"R",0,"R",834647,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",834647,"R",114321,"R",107683,"R",0,"R",0,"R",0,"R",0,"R",281513,"R",0,"R",32643,"R",0,"R",424740,"R",147635,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",853217,"R",255318,"R",18487,"R",0,"R",8677,"R",241,"R",570494,"A",,"A",,-2
208187,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",584225,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",584225,"Z",0,"Z",0,"Z",0,"R",2037785,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",465556,"A",,"A",,"R",0,"R",2503341,"R",816605,"R",339571,"Z",0,"Z",0,"Z",0,"Z",0,"R",167339,"R",161196,"R",111911,"R",107803,"R",429850,"R",313534,"A",,"A",,"Z",0,"A",,"A",,"R",961486,"R",0,"R",2487191,"R",922104,"R",35138,"R",36449,"R",67919,"R",0,"R",1425581,"A",,"A",,-2
208239,"R",7234032,"R",0,"R",483772,"R",0,"R",3310992,"R",0,"R",3923040,"R",7234032,"R",0,"R",6868642,"R",4794465,"R",-5014,"R",69057,"R",11727150,"R",11243378,"R",483772,"R",15419377,"R",16854970,"R",601459,"R",-834134,"R",-1199085,"R",5956259,"R",0,"R",3923040,"R",2395273,"R",1537900,"R",2885,"R",2885,"R",0,"R",3048781,"R",6984839,"R",6984839,"R",0,"R",6984839,"R",10413988,"R",3933173,"R",0,"R",3933173,"R",2885,"R",0,"R",2885,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1069331,"R",0,"R",0,"R",15419377,"R",4451107,"R",2747203,"R",0,"R",0,"R",0,"R",0,"R",770917,"R",344992,"R",3639572,"R",1684237,"R",6776839,"R",512111,"R",1216535,"R",115517,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16854970,"R",5404060,"R",1145294,"R",3282924,"R",321567,"R",0,"R",6701125,"R",-643801,"R",42342, 1
208248,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",466347,"R",0,"R",0,"R",0,"R",0,"R",0,"R",466347,"R",0,"R",0,"R",0,"R",1832799,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6754,"R",246007,"A",,"A",,"R",1193,"R",2086753,"R",835012,"R",835012,"R",0,"R",0,"R",0,"R",0,"R",778409,"R",431043,"R",284280,"R",9641,"R",104264,"R",104264,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",2001965,"R",1379960,"R",556707,"R",0,"R",39802,"R",25496,"R",0,"A",,"A",,-2
208433,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",178768,"R",0,"R",0,"R",0,"R",0,"R",0,"R",178768,"R",0,"R",0,"R",0,"R",484384,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",81226,"A",,"A",,"R",0,"R",565610,"R",86739,"R",86739,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",79460,"R",79460,"A",,"A",,"R",0,"A",,"A",,"R",351865,"R",0,"R",518064,"R",166199,"R",0,"R",40220,"R",12330,"R",0,"R",299315,"A",,"A",,-2
208479,"R",3775000,"R",0,"R",697000,"R",0,"R",2166000,"R",0,"R",1609000,"R",3775000,"R",0,"R",1034000,"R",1200000,"R",0,"R",35000,"R",2269000,"R",1572000,"R",697000,"R",9600000,"R",7991000,"R",0,"R",1609000,"R",0,"R",3160000,"R",-3160000,"R",1609000,"R",1886000,"R",45000,"R",107000,"R",0,"R",107000,"R",61000,"R",2099000,"R",61000,"R",0,"R",61000,"R",7544000,"R",1931000,"R",0,"R",1931000,"R",107000,"R",0,"R",0,"R",107000,"R",0,"R",0,"R",0,"R",18000,"R",0,"A",,"R",0,"R",9600000,"R",2643000,"R",2112000,"R",0,"R",0,"R",0,"R",0,"R",913000,"R",288000,"R",1087000,"R",754000,"R",3348000,"R",548000,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",7991000,"R",3702000,"R",317000,"R",1148000,"R",245000,"R",0,"R",2579000,"R",-2534000,"R",0, 3
208512,"R",2268227,"R",0,"R",574658,"R",0,"R",696938,"R",0,"R",1571289,"R",2268227,"R",0,"R",0,"R",1122494,"R",0,"R",0,"R",1122494,"R",547836,"R",574658,"R",4872815,"R",4465863,"R",0,"R",406952,"R",0,"R",1824898,"R",-660561,"R",1571289,"R",951370,"R",22271,"R",0,"R",0,"R",0,"R",22298,"R",995939,"R",0,"R",0,"R",0,"R",4610284,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",116007,"R",0,"R",0,"A",,"R",146524,"R",4872815,"R",1737373,"R",1534583,"R",0,"R",0,"R",0,"R",0,"R",95000,"R",90000,"R",285932,"R",268335,"R",1833791,"R",669571,"R",513767,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",4465863,"R",2562489,"R",125863,"R",0,"R",180404,"R",28049,"R",1569058,"A",,"A",,-2
208637,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",275559,"R",0,"R",0,"R",0,"R",0,"R",0,"R",275559,"R",0,"R",0,"R",0,"R",2077567,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",152579,"A",,"A",,"R",0,"R",2230146,"R",397031,"R",371057,"R",0,"R",0,"R",0,"R",0,"R",222485,"R",131326,"R",279488,"R",248646,"R",1428432,"R",379800,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",2327436,"R",1130829,"R",83244,"R",0,"R",0,"R",0,"R",1113363,"A",,"A",,-2
208655,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",465896,"R",0,"R",0,"R",0,"R",0,"R",0,"R",465896,"R",0,"R",0,"R",0,"R",1100301,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",475,"R",235576,"A",,"A",,"R",0,"R",1336352,"R",349061,"R",308295,"R",0,"R",0,"R",0,"R",0,"R",256190,"R",90006,"R",146899,"R",90006,"R",583593,"R",40953,"A",,"A",,"R",0,"A",,"A",,"R",56,"R",0,"R",1335799,"R",529260,"R",26654,"R",366838,"R",58193,"R",639,"R",354215,"A",,"A",,-2
208859,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",147463,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",147463,"Z",0,"Z",0,"Z",0,"R",384432,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",137356,"A",,"A",,"R",0,"R",521788,"R",359981,"R",305984,"Z",0,"Z",0,"R",2185,"Z",0,"R",0,"R",0,"R",4957,"R",4213,"R",132627,"R",112733,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",499750,"R",422930,"R",74635,"Z",0,"Z",0,"Z",0,"R",2185,"A",,"A",,-2
209153,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",277210,"R",5520,"Z",0,"Z",0,"Z",0,"Z",0,"R",282730,"Z",0,"Z",0,"Z",0,"R",446437,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",159511,"A",,"A",,"R",0,"R",605948,"R",418043,"R",355337,"Z",0,"Z",0,"R",2538,"Z",0,"R",0,"R",0,"R",5756,"R",4893,"R",154018,"R",130916,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",580355,"R",491146,"R",86673,"Z",0,"Z",0,"Z",0,"R",2536,"A",,"A",,-2
209205,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2617622,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2617622,"R",95866,"Z",0,"R",95866,"R",6333144,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15501,"R",741447,"A",,"A",,"R",0,"R",7090092,"R",1643576,"R",1643576,"Z",0,"Z",0,"Z",0,"Z",0,"R",1659743,"R",595088,"R",599502,"R",538413,"R",2381822,"R",56675,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",6284643,"R",2833752,"R",360490,"R",1271527,"R",236456,"R",25321,"R",1557097,"A",,"A",,-2
209667,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",253180,"R",3924,"Z",0,"Z",0,"Z",0,"Z",0,"R",257104,"Z",0,"Z",0,"Z",0,"R",564247,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",201604,"A",,"A",,"R",0,"R",765851,"R",528360,"R",449106,"Z",0,"Z",0,"R",3207,"Z",0,"R",0,"R",0,"R",7275,"R",6184,"R",194662,"R",165463,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",733504,"R",620753,"R",109545,"Z",0,"Z",0,"Z",0,"R",3206,"A",,"A",,-2
209676,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",450311,"R",9596,"Z",0,"Z",0,"Z",0,"Z",0,"R",459907,"Z",0,"Z",0,"Z",0,"R",1103692,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",394346,"A",,"A",,"R",0,"R",1498038,"R",1033495,"R",878471,"R",0,"Z",0,"R",6273,"Z",0,"R",0,"R",0,"R",14231,"R",12096,"R",380767,"R",323652,"A",,"A",,"Z",0,"A",,"A",,"R",1,"R",0,"R",1434767,"R",1214219,"R",157159,"Z",0,"Z",0,"Z",0,"R",63389,"A",,"A",,-2
209694,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",214217,"R",4913,"Z",0,"Z",0,"Z",0,"Z",0,"R",219130,"Z",0,"Z",0,"Z",0,"R",396833,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",141787,"A",,"A",,"R",0,"R",538620,"R",371594,"R",315855,"Z",0,"Z",0,"R",2256,"Z",0,"R",0,"R",0,"R",5117,"R",4349,"R",136904,"R",116369,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",515871,"R",436573,"R",77042,"Z",0,"Z",0,"Z",0,"R",2256,"A",,"A",,-2
209700,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",632185,"R",0,"R",0,"R",0,"R",0,"R",0,"R",632185,"R",0,"R",0,"R",0,"R",1773086,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",388,"R",378590,"A",,"A",,"R",0,"R",2152064,"R",422546,"R",365901,"R",0,"R",0,"R",0,"R",0,"R",530740,"R",271403,"R",365768,"R",271403,"R",698576,"R",40953,"A",,"A",,"R",0,"A",,"A",,"R",2790,"R",0,"R",2020420,"R",949660,"R",38801,"R",451096,"R",45239,"R",31697,"R",503927,"A",,"A",,-2
209719,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",135934,"R",0,"R",0,"R",0,"R",0,"R",0,"R",135934,"R",0,"R",0,"R",0,"R",226979,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",45927,"A",,"A",,"R",0,"R",272906,"R",87900,"R",82000,"R",0,"R",0,"R",0,"R",0,"R",3925,"R",3325,"R",54100,"R",51000,"R",41566,"R",36200,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",187491,"R",172525,"R",14599,"R",10,"R",0,"R",0,"R",357,"A",,"A",,-2
209986,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",90108,"Z",0,"Z",0,"Z",0,"Z",0,"R",3000,"R",93108,"R",93108,"Z",0,"R",93108,"R",158625,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",576,"R",130349,"A",,"A",,"R",335,"R",289885,"R",148642,"R",135219,"R",0,"R",0,"R",0,"R",0,"R",41125,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",120503,"R",0,"R",310270,"R",135219,"R",13423,"R",0,"R",3513,"R",878,"R",157237,"A",,"A",,-2
210076,"R",5679905,"R",0,"R",205366,"R",0,"R",2041507,"R",0,"R",3638398,"R",5679905,"R",0,"R",0,"R",2443321,"R",0,"R",748703,"R",3192024,"R",2986658,"R",205366,"R",18070263,"R",17411526,"R",0,"R",658737,"R",0,"R",2979661,"R",0,"R",3638398,"R",3501760,"R",0,"R",0,"R",0,"R",0,"R",132384,"R",3634144,"R",132384,"R",0,"R",132384,"R",18070263,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",18070263,"R",8841951,"R",4403992,"R",0,"R",0,"R",0,"R",0,"R",606355,"R",420042,"R",4792750,"R",878366,"R",3170470,"R",1467910,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",17411526,"R",7170310,"R",1231496,"R",2316175,"R",84137,"R",0,"R",6609408,"A",,"A",,-2
210100,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",300730,"R",0,"R",315,"R",315,"R",0,"R",0,"R",301045,"R",0,"R",0,"R",0,"R",526218,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",15,"R",130878,"A",,"A",,"R",482,"R",657593,"R",350760,"R",229038,"R",0,"Z",0,"R",0,"Z",0,"R",55504,"R",54022,"R",34591,"R",32344,"R",296484,"R",54022,"A",,"A",,"R",0,"A",,"A",,"R",1028,"R",0,"R",738367,"R",369426,"R",15247,"R",167230,"R",4108,"R",1139,"R",181217,"A",,"A",,-2
210340,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",203017,"R",0,"R",0,"R",0,"R",0,"R",0,"R",203017,"R",0,"R",0,"R",0,"R",428581,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1349,"R",78391,"A",,"A",,"R",1485,"R",509806,"R",135994,"R",87491,"R",0,"R",0,"R",0,"R",0,"R",96006,"R",58077,"R",100623,"R",58076,"R",174714,"R",33149,"A",,"A",,"R",0,"A",,"A",,"R",354,"R",1,"R",507691,"R",236794,"R",737,"R",71225,"R",11819,"R",1358,"R",185758,"A",,"A",,-2
210474,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",352813,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",352813,"Z",0,"Z",0,"Z",0,"R",1350894,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"R",0,"R",1350894,"R",235657,"R",145724,"Z",0,"Z",0,"Z",0,"Z",0,"R",12403,"R",7670,"R",193046,"R",37683,"R",581088,"R",164493,"A",,"A",,"Z",0,"A",,"A",,"R",1,"R",0,"R",1022195,"R",355570,"R",50939,"R",100365,"R",4292,"Z",0,"R",511029,"A",,"A",,-2
210483,"R",3160461,"R",0,"R",1235618,"R",1109855,"R",926703,"R",521288,"R",2233758,"R",3160461,"R",0,"R",0,"R",2585988,"R",0,"R",0,"R",2585988,"R",1350370,"R",1235618,"R",4809471,"R",4881059,"R",0,"R",-71588,"R",301600,"R",2003746,"R",0,"R",2233758,"R",1184354,"R",21128,"R",439235,"R",439235,"R",0,"R",133116,"R",1777833,"R",0,"R",0,"R",0,"R",4762428,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",47043,"R",0,"A",,"R",0,"R",4809471,"R",2038184,"R",1142876,"R",0,"R",0,"R",0,"R",0,"R",2109413,"R",753808,"R",653861,"R",20195,"R",79601,"R",37055,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"R",0,"R",4881059,"R",1953934,"R",68664,"R",492548,"R",247452,"R",33156,"R",2085305,"A",,"A",,-2
210599,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1335975,"R",27280,"R",123124,"R",55060,"R",68064,"R",21263,"R",1507642,"R",21263,"R",0,"R",21263,"R",5506296,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1140,"Z",0,"A",,"A",,"R",0,"R",5507436,"R",2445824,"R",1408342,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"R",1091232,"R",492467,"R",1756408,"R",344944,"A",,"A",,"Z",0,"A",,"A",,"R",0,"R",0,"R",5293464,"R",2245753,"R",201933,"R",395154,"R",135794,"Z",0,"R",2314830,"A",,"A",,-2
210711,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",335874,"Z",0,"Z",0,"Z",0,"Z",0,"R",1000,"R",336874,"Z",0,"Z",0,"Z",0,"R",918782,"R",335874,"Z",0,"R",335874,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",67770,"A",,"A",,"R",0,"R",1322426,"R",500344,"R",234805,"Z",0,"Z",0,"Z",0,"Z",0,"R",240964,"R",107106,"R",215931,"R",48175,"R",145901,"R",26357,"A",,"A",,"Z",0,"A",,"A",,"R",174702,"R",540,"R",1277842,"R",416983,"R",6430,"R",663547,"R",3437,"Z",0,"R",187445,"A",,"A",,-2
210748,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",110486,"R",0,"R",0,"R",0,"R",0,"R",0,"R",110486,"R",0,"R",0,"R",0,"R",456499,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5726,"R",136770,"A",,"A",,"R",0,"R",598995,"R",693754,"R",230966,"R",0,"R",0,"R",0,"R",0,"R",19282,"R",0,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"R",0,"A",,"A",,"R",0,"R",0,"R",713036,"R",230966,"R",26352,"R",0,"R",450665,"R",264,"R",4789,"A",,"A",,-2
210784,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",963143,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",963143,"Z",0,"Z",0,"Z",0,"R",2982597,"R",963143,"Z",0,"R",963143,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",161750,"A",,"A",,"R",0,"R",4107490,"R",1082663,"R",455038,"Z",0,"Z",0,"Z",0,"Z",0,"R",635441,"R",230475,"R",579991,"R",216350,"R",613443,"R",200551,"A",,"A",,"Z",0,"A",,"A",,"R",987456,"R",0,"R",3898994,"R",1102414,"R",20511,"R",1608181,"R",109761,"R",70671,"R",987456,"A",,"A",,-2
210890,"R",275280,"R",0,"R",4197,"Z",0,"R",157773,"Z",0,"R",117507,"R",275280,"R",0,"R",186000,"R",113901,"Z",0,"R",12532,"R",312433,"R",308236,"R",4197,"R",4525821,"R",4106808,"R",0,"R",419013,"R",-418166,"R",116660,"R",0,"R",117507,"R",355478,"R",78308,"R",284465,"R",284465,"Z",0,"R",56505,"R",774756,"Z",0,"Z",0,"Z",0,"R",3442652,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1053951,"A",,"R",29218,"R",4525821,"R",1011892,"R",497298,"Z",0,"Z",0,"Z",0,"Z",0,"R",646082,"R",349487,"R",535769,"R",302110,"R",272986,"R",91945,"R",933186,"Z",0,"Z",0,"A",,"A",,"R",706893,"R",46201,"R",4106808,"R",1287041,"R",218209,"R",576187,"R",32515,"Z",0,"R",1992856,"A",,"A",,-2
