unitid,GRRTTOT,GRRTM,GRRTW,GRRTWH,GRRTBK,GRRTHS,GRRTAP,GRRTAS,GRRTNH,GRRTAN,GRRTUN,GRRTNR,GRRT2M,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTWH,GBA6RTBK,GBA6RTHS,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTAN,GBA6RTUN,GBA6RTNR,GBA6RT2M,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT
157553,38,44,34,39,100,100,33,33,,,0,,17,11,,,,,,,,,,,,,,,,,39,,40,,34,
157614,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,86,,100,
157650,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,75,,75,
157669,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,100,,,
157678,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,100,,75,
157711,40,42,39,40,0,43,100,100,,50,33,,32,9,,,,,,,,,,,,,,,,,36,,38,,51,
157739,44,39,46,44,0,,50,50,,50,100,,25,10,,,,,,,,,,,,,,,,,46,,67,,35,
157748,44,37,52,47,0,33,50,0,100,,25,17,,,40,41,41,32,53,43,0,33,50,0,100,,25,20,,,,,43,,44,41
157757,57,51,61,62,44,18,100,100,,50,50,0,80,24,46,55,57,51,61,62,44,18,100,100,,50,50,0,80,24,49,49,55,55,78,78
157793,30,22,36,38,10,,28,28,,,29,0,27,7,,,,,,,,,,,,,,,,,24,,35,,67,
157809,40,32,49,43,24,67,50,50,,0,20,,26,37,29,38,40,32,49,43,24,67,50,50,,0,20,,26,37,30,30,43,43,52,51
157818,70,67,71,70,62,67,100,100,,100,68,,67,,65,70,70,67,71,70,62,67,100,100,,100,68,,67,,64,64,67,67,77,77
157863,36,30,45,39,20,40,50,,50,100,0,46,50,34,24,34,36,30,45,39,20,40,50,,50,100,0,46,50,34,38,38,33,33,29,29
157951,54,46,59,60,29,36,69,69,67,0,0,72,37,24,42,54,56,48,61,60,34,39,70,69,80,0,0,72,39,24,39,42,54,56,67,68
158088,75,80,69,80,65,82,63,50,67,86,100,,89,3,,,,,,,,,,,,,,,,,75,,100,,69,
158246,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,,75,,85,
158431,13,17,11,17,9,14,0,0,0,0,22,20,3,22,,,,,,,,,,,,,,,,,12,,13,,15,
158477,59,58,61,59,67,55,80,80,,0,,0,50,,48,55,59,58,61,59,67,55,80,80,,0,,0,50,,59,59,67,67,57,57
158538,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,
158617,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,0,
158662,22,24,21,31,14,23,32,35,26,0,40,25,20,15,,,,,,,,,,,,,,,,,18,,20,,36,
158778,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,100,,100,
158787,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,100,,33,
158802,45,41,46,100,47,40,0,,0,,40,,67,24,35,44,45,41,46,100,47,40,0,,0,,40,,67,24,42,42,60,60,0,0
158884,18,23,10,21,6,36,0,0,0,0,0,0,40,24,,,,,,,,,,,,,,,,,16,,20,,21,
159009,32,24,39,27,32,45,0,0,0,0,33,40,46,,9,32,32,24,39,27,32,45,0,0,0,0,33,40,46,,30,30,43,43,54,54
159027,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,33,,20,
159197,56,58,46,65,44,100,0,0,,,0,,25,,,,,,,,,,,,,,,,,,47,,72,,72,
159328,47,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,28,,,,71,
159382,36,23,44,39,25,0,33,33,,20,40,50,40,21,33,40,40,31,47,45,23,0,0,0,,31,50,60,67,20,26,29,35,35,90,96
159391,71,66,75,74,55,65,80,81,50,68,60,75,58,,46,65,68,65,70,70,52,62,77,78,50,61,60,75,56,,59,56,68,65,76,72
159407,14,14,14,19,4,7,17,17,,0,23,100,17,73,,,,,,,,,,,,,,,,,15,,9,,13,
159416,33,28,37,37,16,50,56,56,,,33,25,45,,19,29,33,28,37,37,16,50,56,56,,,33,25,45,,22,22,37,37,46,46
159513,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,71,
159522,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,,,,,
159531,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,,100,,80,
159568,41,34,54,51,22,50,100,100,,17,,25,42,32,28,40,42,34,55,51,22,50,100,100,,20,,25,45,32,59,59,73,72,29,30
159601,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,0,,0,
159647,58,52,65,61,43,47,74,77,0,56,54,58,46,27,41,53,57,52,65,60,43,48,74,77,0,56,54,61,46,26,46,45,51,49,65,65
159656,67,63,70,67,62,74,66,64,100,50,70,75,57,10,59,64,67,63,70,67,62,74,66,64,100,50,70,75,57,10,60,60,69,69,73,73
159717,52,46,56,56,37,56,43,42,50,62,100,63,22,26,34,47,51,44,55,54,36,55,43,42,50,54,100,63,22,26,37,36,41,41,65,63
159939,43,41,45,46,33,32,59,62,0,0,60,58,29,28,25,38,43,41,45,46,33,32,59,62,0,0,60,58,29,28,37,37,42,42,49,49
159948,41,38,57,43,40,,0,0,,,44,,,,9,37,41,38,57,43,40,,0,0,,,44,,,,,,,,41,41
159966,54,48,58,60,38,50,58,55,100,46,26,32,46,23,30,49,53,49,56,59,38,48,64,60,100,43,27,29,42,22,44,42,44,44,63,63
159993,51,48,52,53,36,46,69,72,0,40,51,83,51,,29,43,48,47,49,51,35,43,65,68,0,40,46,83,51,,43,41,48,42,58,56
160010,73,77,58,76,68,100,33,,33,,0,,0,6,,,,,,,,,,,,,,,,,69,,,,82,
160038,45,40,47,49,34,51,60,60,,50,42,27,48,,32,42,44,40,47,48,35,53,60,60,,50,45,27,49,,40,40,42,42,51,50
160065,36,70,30,41,25,42,100,100,,,0,,0,,26,31,37,70,31,42,27,42,100,100,,,0,,0,,33,34,55,55,30,32
160074,51,63,50,58,8,0,100,100,,,100,,,30,26,40,47,50,47,50,14,0,100,100,,,100,,,23,38,36,36,50,70,56
160117,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,75,,100,
160126,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,
160199,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,50,
160320,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,,82,
160409,40,40,,63,,14,,,,,,,,,33,40,40,40,,63,,14,,,,,,,,,75,75,0,0,30,30
160472,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,100,,0,
160481,25,38,17,28,14,26,29,33,25,31,25,13,25,11,,,,,,,,,,,,,,,,,21,,24,,34,
160524,36,30,38,46,30,50,100,100,,50,,,71,2,,,,,,,,,,,,,,,,,34,,67,,88,
160579,43,51,35,47,31,38,0,,0,0,50,50,60,7,,,,,,,,,,,,,,,,,38,,,,49,
160612,45,37,50,48,35,46,52,53,50,14,42,61,39,32,25,41,45,37,50,48,35,45,52,53,50,14,41,61,39,32,37,37,42,43,52,52
160621,28,26,30,35,28,38,25,17,50,50,0,20,33,,10,23,28,26,30,35,28,38,25,17,50,50,0,20,33,,25,25,41,41,44,44
160630,18,11,23,0,17,,,,,0,22,36,0,30,8,15,18,11,23,0,17,,,,,0,22,36,0,30,14,14,25,25,45,45
160649,7,7,7,0,8,0,0,0,,0,0,0,0,8,,,,,,,,,,,,,,,,,7,,0,,10,
160658,52,46,57,56,41,53,62,61,75,38,43,68,43,,27,47,52,46,57,56,41,53,62,61,75,38,43,68,43,,42,42,47,47,60,60
160667,35,43,24,42,23,36,7,0,8,0,71,50,23,10,,,,,,,,,,,,,,,,,32,,35,,47,
160755,89,87,90,90,75,90,92,94,67,60,86,87,86,4,82,88,89,87,90,90,75,90,92,94,67,60,86,87,86,4,75,75,85,85,91,91
160904,50,48,51,58,49,44,60,60,,,55,64,36,36,36,45,48,45,49,50,48,45,52,52,,,51,64,39,36,44,41,53,55,63,60
160959,69,81,67,70,50,100,0,0,,,75,68,67,12,52,66,69,81,67,70,50,100,0,0,,,75,68,67,12,60,60,65,65,78,78
160977,91,87,94,90,93,88,87,91,0,,50,95,100,7,85,89,91,87,94,90,93,88,87,91,0,,50,95,100,7,94,94,83,83,91,91
160995,34,29,38,31,0,,,,,0,43,,100,,,,,,,,,,,,,,,,,,40,,0,,26,
161004,96,94,97,98,95,90,91,91,,100,100,91,94,3,82,95,96,94,97,98,95,90,91,91,,100,100,91,94,3,95,95,97,97,96,96
161022,83,0,100,100,100,,,,,0,,,,17,,,,,,,,,,,,,,,,,100,,100,,0,
161077,28,30,25,29,16,0,100,100,100,0,35,0,18,15,,,,,,,,,,,,,,,,,26,,19,,32,
161086,90,89,92,93,76,87,80,81,0,0,100,88,100,7,82,89,90,89,92,93,76,87,80,81,0,0,100,88,100,7,91,91,90,90,90,90
161138,33,33,33,34,,25,50,50,,0,0,,0,13,,,,,,,,,,,,,,,,,29,,50,,36,
161192,48,48,47,49,25,40,100,100,,0,0,,57,7,,,,,,,,,,,,,,,,,48,,40,,49,
161208,100,100,100,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,100,
161217,23,23,23,22,100,0,0,0,,0,100,,31,21,10,18,20,23,19,18,100,0,0,0,,0,100,,31,24,21,19,33,25,23,19
161226,53,43,57,54,40,27,100,100,,25,63,50,36,25,38,50,53,43,57,54,40,27,100,100,,25,63,50,36,25,48,48,55,55,61,61
161235,40,45,37,48,0,0,,,,,0,25,0,25,25,35,36,33,37,44,0,0,,,,,0,25,0,27,32,30,32,29,53,45
161253,56,53,60,58,36,41,52,52,,42,52,63,58,26,40,53,56,53,60,58,36,41,52,52,,43,52,63,58,26,46,46,57,57,64,64
161299,61,60,69,60,67,43,50,50,,100,85,,,7,46,59,62,60,69,61,67,43,50,50,,100,85,,,8,56,54,67,68,60,60
161341,38,36,39,40,29,38,,,,50,0,43,13,20,24,31,34,34,33,35,29,33,,,,50,0,43,13,18,27,23,39,28,57,56
161457,61,60,61,62,22,50,64,64,,50,63,100,42,31,56,63,63,63,63,64,25,50,64,64,,100,72,100,42,31,54,57,62,65,66,66
161484,33,33,33,37,,11,,,,,0,33,25,13,,,,,,,,,,,,,,,,,36,,25,,29,
161493,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,100,,73,
161509,49,44,51,53,14,29,33,33,,,57,,100,27,12,17,49,44,51,53,14,29,33,33,,,57,,100,27,39,39,56,56,53,53
161518,69,59,74,72,40,38,25,25,,,62,,,,59,68,69,59,74,72,40,38,25,25,,,62,,,,55,55,70,70,87,87
161527,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,,84,,74,
161545,21,23,19,21,16,29,26,26,,25,14,60,20,17,,,,,,,,,,,,,,,,,19,,25,,24,
161554,46,39,51,49,43,19,45,45,,0,30,38,44,25,3,32,46,39,51,49,43,19,45,45,,0,30,38,44,25,43,43,46,46,51,51
161563,51,50,53,57,54,57,50,50,,0,17,71,6,,45,50,51,49,53,57,54,57,50,50,,0,17,71,6,,48,48,48,48,68,65
161572,57,57,57,61,0,25,100,100,,75,50,,22,,49,56,56,57,55,61,0,25,100,100,,75,40,,22,,44,44,64,64,66,60
161581,43,48,36,42,100,50,,,,40,,,100,14,,,,,,,,,,,,,,,,,42,,75,,42,
161688,45,45,45,49,26,29,50,0,100,,50,33,30,14,,,,,,,,,,,,,,,,,38,,42,,57,
161767,25,24,27,28,17,16,22,22,,0,39,33,32,25,,,,,,,,,,,,,,,,,22,,21,,27,
161800,53,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,48,,71,,,
161855,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86,,100,,,
161864,12,20,9,25,11,18,17,17,,,0,19,17,10,,,,,,,,,,,,,,,,,16,,,,9,
161873,47,50,44,48,40,50,83,83,,0,67,50,50,25,24,40,47,50,44,48,40,50,83,83,,0,67,50,50,25,47,47,50,50,46,46
162007,38,29,44,43,37,41,67,60,100,,48,50,42,28,15,32,38,29,44,43,37,41,67,60,100,,48,50,42,28,33,33,47,47,47,47
162061,47,47,43,59,47,50,50,50,,,30,,0,,28,40,47,47,43,59,47,50,50,50,,,30,,0,,42,42,59,59,42,42
162104,28,27,29,32,6,0,11,11,,,33,100,27,17,,,,,,,,,,,,,,,,,19,,20,,32,
162122,33,30,36,40,20,27,51,53,0,25,40,0,32,22,,,,,,,,,,,,,,,,,26,,40,,36,
162168,21,15,26,23,15,25,0,0,,0,14,0,33,28,,,,,,,,,,,,,,,,,22,,,,21,
162210,40,41,39,60,37,43,33,33,,0,35,50,100,,25,34,40,43,38,60,38,41,33,33,,0,35,50,100,,39,37,40,40,43,48
162283,26,21,27,25,25,18,,,,0,42,30,17,37,10,20,26,21,27,25,25,18,,,,0,42,30,17,37,27,27,33,33,10,10
162335,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,0,
162371,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,83,,0,
162557,35,35,35,38,33,36,38,41,0,0,,14,21,27,,,,,,,,,,,,,,,,,39,,27,,35,
162584,52,47,58,60,47,47,50,50,,0,43,38,40,13,33,49,52,47,58,60,47,47,50,50,,0,43,38,40,13,45,45,57,57,58,58
162609,32,33,30,42,11,0,,,,,,,20,22,,,,,,,,,,,,,,,,,20,,44,,45,
162654,60,54,63,62,58,61,50,52,0,,50,67,58,,52,59,60,54,63,62,58,61,50,52,0,,50,67,58,,66,66,58,58,57,57
162690,36,38,35,40,27,20,44,44,,33,31,,37,17,,,,,,,,,,,,,,,,,34,,53,,37,
162706,38,40,37,40,26,38,35,35,,,63,56,37,22,,,,,,,,,,,,,,,,,30,,53,,41,
162760,55,48,61,64,36,58,63,63,,100,50,80,50,31,46,53,55,48,61,64,36,58,63,63,,100,50,80,50,31,48,48,50,50,71,71
162779,26,23,29,32,20,21,28,28,,0,18,34,35,22,,,,,,,,,,,,,,,,,25,,25,,27,
162830,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,88,,100,
162928,95,94,95,93,94,93,97,97,50,,98,92,93,3,87,93,95,94,95,93,94,93,97,97,50,,98,92,93,3,94,94,95,95,95,95
163028,64,66,54,73,56,73,73,78,33,67,63,,63,,,,,,,,,,,,,,,,,,60,,77,,70,
163046,80,77,83,82,73,78,64,64,,,100,60,88,17,76,80,80,77,83,82,73,78,64,64,,,100,60,88,17,73,73,79,79,83,83
163204,30,21,35,32,27,34,27,25,33,0,33,0,18,29,8,20,24,17,28,18,29,32,25,29,0,,25,,10,22,28,21,41,25,28,26
163268,71,66,76,70,68,65,77,76,100,0,53,69,70,14,48,65,70,66,74,69,67,65,74,74,100,0,53,67,70,14,68,67,67,65,73,72
163286,89,87,90,90,84,83,91,92,50,67,91,84,87,6,76,87,88,87,90,90,84,83,91,92,50,67,94,84,87,6,83,83,87,87,90,90
163295,71,68,72,68,62,74,71,71,,0,33,79,67,,52,68,71,68,72,68,62,74,71,71,,0,33,79,67,,59,59,72,72,76,76
163338,35,30,39,38,35,37,0,0,,0,,18,34,36,19,31,35,30,39,38,35,37,0,0,,0,,18,34,36,31,31,48,48,37,37
163347,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,,58,,47,
163408,60,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,58,,71,,,
163426,27,26,29,31,21,27,31,31,50,25,0,38,24,22,,,,,,,,,,,,,,,,,29,,26,,26,
163453,42,36,45,45,41,32,100,100,,50,57,69,36,26,22,35,42,36,45,45,41,32,100,100,,50,57,69,36,26,38,38,40,40,53,53
163462,58,54,62,67,47,55,53,50,67,,25,67,41,36,49,57,58,54,62,67,47,55,53,50,67,,25,67,41,36,49,49,58,58,66,66
163532,44,44,,43,,,,,,,,100,,15,34,41,44,44,,43,,,,,,,,100,,15,33,33,,,46,46
163541,54,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,66,,17,,,
163578,52,,52,67,39,54,67,67,,,100,67,62,39,45,52,52,,52,67,39,54,67,67,,,100,67,62,39,48,48,51,51,76,76
163657,25,27,24,32,22,22,55,58,0,0,16,47,28,16,,,,,,,,,,,,,,,,,21,,15,,31,
163815,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,100,,0,
163851,67,64,70,70,60,56,71,71,50,54,75,63,43,23,49,65,67,64,70,70,60,56,71,71,50,54,75,63,43,23,61,61,63,63,72,72
163912,68,64,71,73,44,52,50,55,0,,50,100,82,23,58,67,68,64,71,73,44,52,50,55,0,,50,100,82,23,48,48,75,75,72,72
163976,67,70,65,69,25,64,75,75,,,,69,71,4,50,64,67,70,65,69,25,64,75,75,,,,69,71,4,60,60,59,59,84,84
164076,68,60,72,69,69,64,64,64,100,40,65,31,66,21,45,64,68,60,72,69,69,64,64,64,100,40,65,31,66,21,64,64,69,69,69,69
164155,92,91,95,94,78,88,93,93,88,100,100,87,91,,90,92,92,91,95,94,78,88,93,93,88,100,100,87,91,,,,,,92,92
164173,66,58,72,69,62,71,60,59,100,50,65,33,69,27,60,66,66,58,72,69,62,71,60,59,100,50,65,33,69,27,59,59,68,68,73,73
164216,74,72,76,75,76,65,69,69,,67,86,67,,22,66,74,74,72,76,75,76,65,69,69,,67,86,67,,22,75,75,74,74,74,74
164270,64,57,71,68,59,54,50,53,0,100,43,67,38,1,56,62,64,57,71,68,59,54,50,53,0,100,43,67,38,1,61,61,66,66,64,64
164313,27,30,25,33,15,13,36,13,100,100,50,0,16,24,,,,,,,,,,,,,,,,,14,,10,,41,
164368,66,60,77,,,,,,,,52,68,,,63,66,66,60,77,,,,,,,,52,68,,,,,,,66,66
164447,42,36,48,46,40,39,50,50,,50,29,71,27,,32,41,42,36,48,46,40,39,50,50,,50,29,71,27,,40,40,41,41,55,55
164465,93,91,96,94,92,89,94,94,,100,90,95,96,3,73,92,93,91,96,94,92,89,94,94,,100,90,95,96,3,94,94,90,90,94,94
164492,40,32,51,42,28,45,43,50,0,60,33,,75,,29,39,40,32,51,42,28,45,43,50,0,60,33,,75,,39,39,45,45,27,27
164535,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,,0,
164562,75,70,78,79,56,57,76,76,,100,53,55,69,,71,75,75,70,78,79,56,57,76,76,,100,53,55,69,,61,61,80,80,77,77
164580,92,91,94,90,96,97,90,90,,100,88,94,94,,88,92,92,91,94,90,96,97,90,90,,100,88,94,94,,97,97,92,92,91,91
164614,44,0,67,60,,33,0,0,,,,,,11,13,13,25,0,40,25,,33,0,0,,,,,,13,50,20,,,33,33
164632,57,,57,61,56,52,43,43,,0,40,0,86,,51,56,57,,57,61,56,52,43,43,,0,40,0,86,,49,49,69,69,67,67
164739,88,85,93,90,76,83,87,87,,,91,84,89,8,79,88,88,85,93,90,76,83,87,87,,,91,84,89,8,86,86,90,90,88,88
164748,66,61,73,66,59,59,62,63,0,0,64,71,73,12,50,65,67,63,73,67,58,62,63,63,0,0,65,72,74,12,62,63,64,65,68,69
164775,23,25,21,26,9,17,0,0,,,25,,29,24,,,,,,,,,,,,,,,,,23,,27,,20,
164845,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,,100,,60,
164872,38,60,25,29,0,0,0,0,,,,80,0,15,8,27,38,60,25,29,0,0,0,0,,,,80,0,15,20,20,0,0,60,60
164924,91,89,93,92,80,92,90,90,,,93,88,89,7,88,91,91,89,93,92,80,92,90,90,,,93,88,89,7,89,89,92,92,91,91
164988,90,87,92,89,91,90,92,92,67,,87,91,87,,83,88,90,87,92,89,91,90,92,92,67,,87,91,87,,90,90,91,91,90,90
165015,86,87,85,87,82,80,92,92,83,100,76,84,,7,78,85,86,87,85,87,82,80,92,92,83,100,76,84,,7,81,81,89,89,86,86
165024,55,45,62,60,42,42,48,48,,0,48,100,42,,34,51,55,45,62,60,42,42,48,48,,0,48,100,42,,49,49,59,59,58,58
165033,21,17,23,24,20,12,35,38,0,0,13,,12,7,,,,,,,,,,,,,,,,,22,,24,,17,
165060,0,,0,,,,,,,,0,,,100,,,,,,,,,,,,,,,,,0,,,,,
165112,19,17,21,30,12,15,16,16,,0,17,36,18,6,,,,,,,,,,,,,,,,,17,,,,21,
165167,13,17,0,50,,0,,,,,,0,,13,13,13,13,17,0,50,,0,,,,,,0,,13,0,0,0,0,17,17
165194,22,24,19,23,16,18,36,30,100,,0,,12,23,,,,,,,,,,,,,,,,,20,,27,,22,
165255,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,100,,87,
165334,77,73,80,80,70,71,64,64,,,61,86,76,15,71,76,77,73,80,80,70,71,64,64,,,61,86,76,15,71,71,72,72,83,83
165529,48,41,54,55,27,33,20,20,,25,57,25,39,35,43,48,48,41,54,55,27,33,20,20,,25,57,25,39,35,37,37,57,57,52,52
165556,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,74,,82,
165574,43,36,51,52,20,35,44,43,50,33,47,67,21,39,31,36,37,30,45,47,15,16,33,25,50,50,50,17,17,38,30,24,47,44,59,49
165608,71,,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,60,,100,,100,
165635,84,82,100,84,85,82,100,100,,100,0,,100,,,,,,,,,,,,,,,,,,82,,89,,80,
165644,35,27,43,42,18,30,100,100,,100,,100,13,,27,32,35,27,43,42,18,30,100,100,,100,,100,13,,25,25,61,61,34,34
165662,79,79,79,79,83,81,76,76,,,77,78,76,,73,79,79,79,79,79,83,81,76,76,,,77,78,76,,75,75,79,79,81,81
165671,66,59,68,68,56,63,87,86,100,50,61,50,40,,59,65,66,59,68,68,56,63,87,86,100,50,61,50,40,,56,56,70,70,71,71
165699,75,69,79,77,58,54,90,90,,0,74,43,80,,72,75,75,69,79,76,58,50,90,90,,0,74,43,80,,65,65,79,79,76,75
165750,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,,75,,100,
165802,28,27,30,38,36,31,0,0,,,25,35,0,42,23,30,31,29,33,39,50,45,,,,,24,35,0,42,25,26,31,31,37,41
165820,53,50,55,57,52,40,28,28,,0,60,50,50,29,38,50,53,50,55,57,52,40,28,28,,0,60,50,50,29,47,47,55,55,59,59
165866,50,39,57,53,44,43,47,47,,50,46,100,43,30,37,48,50,39,57,53,44,43,47,47,,50,46,100,43,30,47,47,57,57,47,47
165884,47,45,58,67,47,42,33,35,0,0,38,100,29,14,,,,,,,,,,,,,,,,,45,,40,,58,
165936,68,65,69,72,50,54,53,56,0,,50,75,40,,60,66,68,65,69,72,50,54,53,56,0,,50,75,40,,57,57,67,67,74,74
165981,22,19,25,22,20,25,33,33,,,33,,0,25,,,,,,,,,,,,,,,,,10,,29,,31,
166018,57,61,55,57,59,58,60,60,,,40,75,59,,51,57,57,61,55,57,59,58,60,60,,,40,75,59,,62,62,56,56,54,54
166027,97,97,98,98,97,96,99,99,100,100,96,94,98,0,66,94,97,97,98,98,97,96,99,99,100,100,96,94,98,0,96,96,100,100,98,98
166054,44,50,40,50,,100,,,,,0,,,56,44,44,44,50,40,50,,100,,,,,0,,,56,43,43,100,100,0,0
166124,90,88,91,91,85,90,75,75,,50,93,84,90,5,88,89,90,88,91,91,85,90,75,75,,50,93,84,90,5,89,89,92,92,88,88
166133,32,30,33,35,20,22,46,46,,,42,100,35,19,,,,,,,,,,,,,,,,,28,,35,,34,
166391,53,45,58,58,38,43,50,50,,0,70,45,33,33,49,52,53,45,58,58,38,43,50,50,,0,70,45,33,33,48,48,54,54,60,60
166452,62,56,63,61,77,55,76,75,100,,44,75,47,20,44,57,62,56,63,61,77,55,76,75,100,,44,75,47,20,53,53,68,68,64,64
166489,44,67,33,50,,,0,0,,50,0,56,,39,,,,,,,,,,,,,,,,,33,,,,47,
166498,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,,100,,50,
166513,70,67,75,71,69,64,73,73,50,,72,59,62,,48,67,70,67,75,72,69,64,73,73,50,,72,59,62,,66,66,73,73,71,71
166629,83,81,86,84,77,77,84,84,50,67,84,82,81,11,76,82,83,81,86,85,77,78,84,84,50,67,84,82,81,11,78,78,84,85,85,85
166638,51,43,58,53,46,43,59,59,0,25,52,56,48,23,31,47,51,43,58,53,46,43,59,59,0,25,52,56,48,23,48,48,54,54,54,54
166647,16,19,11,21,11,11,13,13,0,,33,40,0,26,,,,,,,,,,,,,,,,,14,,10,,17,
166656,63,62,64,65,63,52,63,64,33,,62,67,56,21,49,59,64,66,64,66,65,51,68,68,50,,50,71,55,24,54,52,68,72,67,73
166674,69,60,72,72,48,55,77,76,100,0,100,67,67,,53,66,69,60,72,72,48,55,77,76,100,0,100,67,67,,57,57,77,77,74,74
166683,96,95,97,96,95,91,98,98,,100,97,99,94,,82,95,96,95,97,96,95,91,98,98,,100,97,99,94,,93,93,100,100,97,97
166692,79,78,86,77,71,77,100,100,,67,97,100,50,4,68,78,79,78,86,77,71,77,100,100,,67,97,100,50,4,82,82,80,80,78,78
166805,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,0,,67,
166823,24,23,24,28,17,16,27,27,,50,18,100,30,21,,,,,,,,,,,,,,,,,27,,29,,21,
166850,72,66,79,75,66,49,62,62,,,76,67,73,18,65,72,72,66,79,75,66,49,62,62,,,76,67,73,18,65,65,75,75,73,73
166887,23,22,24,26,16,17,21,21,,0,33,100,17,24,,,,,,,,,,,,,,,,,19,,28,,25,
166911,62,68,59,65,0,67,100,100,,,53,,0,,44,60,62,68,59,65,0,67,100,100,,,53,,0,,55,55,78,78,45,45
166939,85,,85,87,84,82,83,85,0,0,100,82,96,10,74,84,85,,85,87,84,82,83,85,0,0,100,82,96,10,81,81,87,87,86,86
166957,29,32,27,33,23,19,43,43,,,0,0,25,11,,,,,,,,,,,,,,,,,29,,36,,29,
167039,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,100,
167057,78,74,80,63,,,80,80,,,67,92,67,,64,76,78,74,80,63,,,80,80,,,67,92,67,,100,100,100,100,72,72
167260,64,54,87,70,39,43,44,44,,,,100,56,5,57,59,64,54,87,70,39,43,44,44,,,,100,56,5,61,61,72,72,45,45
167288,49,43,53,47,53,50,83,100,0,,70,,38,,39,48,49,43,53,47,53,50,83,100,0,,70,,38,,42,42,54,54,56,56
167297,96,95,100,95,100,100,100,,100,,,,100,,,,,,,,,,,,,,,,,,100,,89,,100,
167312,18,15,19,23,16,10,21,21,,0,0,,18,25,,,,,,,,,,,,,,,,,18,,13,,20,
167358,90,88,93,91,86,89,93,93,,,89,88,87,3,0,88,90,88,93,91,86,89,93,93,,,89,88,87,3,89,89,92,92,90,90
167376,19,18,20,25,7,15,18,18,,0,14,20,9,22,,,,,,,,,,,,,,,,,17,,26,,20,
167394,65,57,68,74,40,46,67,67,,,63,,,24,55,63,65,57,68,74,40,46,67,67,,,63,,,24,56,56,76,76,60,60
167525,17,17,16,14,13,17,21,21,,0,24,24,15,26,,,,,,,,,,,,,,,,,14,,11,,24,
167534,21,19,22,26,6,14,27,25,100,0,17,100,19,19,,,,,,,,,,,,,,,,,17,,29,,23,
167598,69,62,72,76,61,60,38,38,,,72,100,100,19,57,67,69,62,71,75,61,60,38,38,,,72,100,100,19,57,56,75,75,82,82
167631,10,7,14,10,16,6,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,9,,0,,75,
167729,55,48,59,59,42,56,47,47,,50,24,58,38,,41,52,55,48,59,59,42,56,47,47,,50,24,58,38,,52,52,56,56,59,59
167783,71,,71,72,70,59,80,80,,,57,71,64,25,67,71,71,,71,72,70,59,80,80,,,57,71,64,25,63,63,71,71,80,80
