id,url,title,publication,published_at,created_at
6c891ade-2bb9-4552-af02-49d096a29d53,https://www.courier-journal.com/story/news/education/2025/07/22/sullivan-university-in-louisville-announces-layoffs-selling-residence-hall/84485854007/#$0,"Sullivan University announces more layoffs, other changes at Louisville school",Courier Journal,2025-07-22,2025-07-22T20:40:47Z
c5bcc86f-30be-4c83-ad1e-229a6986dc13,https://abc11.com/post/meredith-college-raleigh-nc-laying-off-6-workforce/17246168/,Meredith College laying off 6% of workforce: 'A gut punch',ABC11,2025-07-22,2025-08-11T16:49:45Z
ce34ed80-e619-4206-9bd0-735b85d3d7d5,https://wwmt.com/news/local/kalamazoo-college-reduces-staff-financial-challenges-student-demographics-inflationary-environment,Kalamazoo College reduces staff amid financial challenges,WWMT,2025-07-22,2025-08-11T16:53:16Z
ee6f1d8a-28dd-4364-a24d-153ead1148d9,https://dailybruin.com/2025/07/21/ucla-extension-lays-off-employees-eliminates-positions-amid-federal-budget-cuts,"UCLA Extension lays off employees, eliminates positions amid federal budget cuts",Daily Bruin,2025-07-21,2025-07-22T02:22:47Z
66dab806-6770-4430-b0ec-8645c7b221de,https://www.kiiitv.com/article/news/education/texas-a-and-m-kingsville-lays-off-34-employees-following-budget-shortfall/503-548f6c64-bf51-4019-aa51-6b747cb81816,A&M-K lays off 34 employees following budget shortfall,KIII TV,2025-07-18,2025-07-19T23:57:09Z
92d6e606-a905-4e61-9ce6-00d92bba4eca,https://news.temple.edu/announcements/2025-07-18/results-rcm-review,"Temple University to lay off 50 employees
The public institution is cutting 190 positions in an effort to slash more than $30 million from its deficit.",Temple Now,2025-07-18,2025-07-22T05:12:05Z
a49330a5-3868-4e1d-9fb5-ca705fbb5a18,https://local12.com/news/local/university-cut-jobs-as-it-sees-declining-enrollment-numbers-enroll-xavier-workforce-workers-jobs-money-tuition-students-education-executives-freshmen-cincinnati-ohio-norwood-impact,Local university to cut jobs as it sees declining enrollment numbers,Local 12,2025-07-18,2025-08-11T16:58:38Z
ac31a762-2c46-4d9c-847b-eb2b24226f45,https://news.uwgb.edu/phlash/mediacoverage/07/16/uw-green-bay-st-norbert-rotc-programs-will-end-amid-federal-cuts-green-bay-press-gazette/,"UW-Green Bay, St. Norbert ROTC programs will end amid federal cuts",Green Bay Press-Gazette,2025-07-16,2025-07-18T12:33:25Z
7383d08f-e076-4848-b9c6-2f20f4684e0d,https://www.latimes.com/california/story/2025-07-15/usc-budget-deficit-layoffs,USC signals layoffs as deficit surpasses $200 million amid federal funding uncertainty,Los Angeles Times,2025-07-15,2025-07-17T19:40:05Z
056c1a94-9283-4cc6-bf42-cf636d8376f8,https://marquettewire.org/4138156/news/medical-laboratory-science-program-to-be-terminated/,Medical Laboratory Science program to be terminated,Marquette Wire,2025-07-13,2025-07-14T02:12:57Z
6109aee7-8512-4851-9aeb-3279103cec9c,https://www.fox6now.com/news/uw-madison-dei-division-close-move-programs-other-divisions,UW-Madison DEI division to close; move programs to other divisions,Fox6 Milwaukee,2025-07-09,2025-07-20T19:45:16Z
c869320b-f6ab-4926-bebd-282a041eeb64,https://vanderbilthustler.com/2025/07/08/vanderbilt-program-for-lgbtq-health-lays-off-5-staff-members-trans-buddy-program-halted/,"Vanderbilt Program for LGBTQ Health lays off 5 staff members, Trans Buddy Program halted",Vanderbilt Hustler,2025-07-08,2025-07-14T17:40:02Z
169d105f-fa19-48f5-bcf7-c29ea92cf006,https://www.ballstatedaily.com/article/2025/07/ball-state-adjusts-51-degree-programs-amid-statewide-enrollment-mandate-daily-news,Ball State adjusts 51 degree programs amid statewide enrollment mandate,The Ball State Daily News,2025-07-05,2025-07-10T02:31:49Z
e4b9aa81-ee26-48cb-bab4-bbf0869badbe,https://wset.com/news/local/averett-university-cuts-liberal-arts-programs-amid-financial-crisis-thomas-powell-president-july-2025,Averett University cuts liberal arts programs amid financial crisis,WSET,2025-07-02,2025-07-18T19:47:35Z
230121ca-6f2c-4286-843e-ce2e5e8e7cb6,https://www.idsnews.com/article/2025/07/indiana-higher-education-degrees-eliminated-suspended,"Over 400 Indiana higher education degrees eliminated, suspended",Indiana Daily Student,2025-07-01,2025-07-10T02:19:02Z
b4a8400e-8ba7-4875-8191-e6179e0198e3,https://www.sienaheights.edu/siena-heights-university-announces-closure/,Siena Heights University announces closure after 2025-26 year,Siena Heights University,2025-06-30,2025-07-06T16:16:38Z
27ec7b27-e0b4-4347-afe4-76bc526d838f,https://mybellinghamnow.com/news/297792-more-layoffs-hit-staff-at-western-washington-university-amidst-23-million-budget-deficit/,Western Washington University cuts 20 positions to shrink $23 M deficit,My Bellingham Now,2025-06-26,2025-07-06T16:16:38Z
4f0d4b1e-a51a-4cd3-b4bd-ce71662b0615,https://www.nwpb.org/2025/06/25/whitman-college-lays-off-10-staffers-citing-3-million-budget-shortfall/,Whitman College lays off 10 staffers amid $3 M shortfall,Northwest Public Broadcasting,2025-06-25,2025-07-06T16:16:38Z
cba715ee-908b-4550-91ed-e17151576a43,https://www.wmur.com/article/snhu-southern-new-hampshire-university-job-cuts/65227741,SNHU eliminates 60 positions across eight departments,WMUR-TV,2025-06-25,2025-07-06T16:16:38Z
491895f1-29e2-414a-8c36-2d8f84d06e60,https://www.fiercehealthcare.com/providers/vanderbilt-university-medical-center-announces-650-layoffs-300m-budget-cut,"Vanderbilt University Medical Center announces 650 layoffs, $300M-plus budget cut",FierceHealthcare,2025-06-20,2025-07-24T02:16:26Z
4c729b02-3da7-4021-9bbd-9f3871ed0160,https://www.masslive.com/news/2025/06/clark-university-to-lay-off-30-of-faculty-amid-enrollment-woes.html,"Clark University to cut up to 30 % of faculty, 5 % of staff",MassLive,2025-06-20,2025-07-06T16:16:38Z
7fcbcd73-c919-4567-a6c2-5763d0362fab,https://www.chronicle.com/article/u-of-minnesota-tries-to-soften-the-blow-of-tuition-hikes-budget-cuts-with-faculty-benefits,University of Minnesota Approves Major Budget Cuts for 2025,University of Minnesota,2025-06-20,2025-06-24T05:12:05Z
6b878012-0063-4697-bd46-2ecfa77b6caf,https://lookouteugene-springfield.com/story/education/2025/06/19/42-uo-college-of-arts-and-sciences-staff-and-faculty-get-layoff-notices/,University of Oregon lays off 42 employees amid $25.7 M deficit,Lookout Eugene-Springfield,2025-06-19,2025-07-06T16:16:38Z
c41b3d61-d05f-473b-a778-86e15efc5c76,https://www.startribune.com/university-of-minnesota-proposes-7-budget-cuts-and-largest-tuition-hike-in-more-than-a-decade/601367825,"U of M Regents OK budget, warn of program cuts amid $42M shortfall",Star Tribune,2025-06-19,2025-06-24T04:06:34Z
b2d0bbde-0a85-47e7-a9f5-ff8cad37211b,https://chicago.suntimes.com/news/2025/06/18/columbia-college-layoff,Columbia College Chicago lays off 20 full-time faculty,Chicago Sun-Times,2025-06-18,2025-07-06T16:16:38Z
bf38ae70-58c9-4e5d-8a32-f76fa0138236,https://www.si.com/college/washington-state/athletics/washington-state-athletics-announces-significant-cuts-to-track-field-program,Washington State Athletics Announces Significant Cuts To Track & Field Program,Sports Illustrated,2025-06-17,2025-07-14T16:02:20Z
b3a0b621-737d-416d-b18c-cc2b74fdb46a,https://signalakron.org/faculty-voluntarily-leaving-university-of-akron-may-stave-off-staff-cuts-report-says/,"Anthropology and physics professors should be kept, even if programs are eliminated",Signal Akron,2025-06-15,2025-06-24T04:19:38Z
b38f832d-4664-4211-b688-f9f89f3a0296,https://azluminaria.org/2025/06/13/university-of-arizona-budget-update-faculty-cuts/,UA financial outlook improves but faculty and students challenge ...,Arizona Luminaria,2025-06-13,2025-07-09T22:00:16Z
2f74d610-0a16-426e-8a03-c055befa2c0b,https://www.goerie.com/story/news/education/2025/06/12/mercyhurst-university-makes-5-job-cuts-as-part-of-budget-review/83989285007/,Mercyhurst University trims 5 staff positions in budget review,Erie Times-News,2025-06-12,2025-07-06T16:16:38Z
d0371422-e1d1-49d6-b585-f85eda2f6638,https://www.koin.com/news/portland/pcc-plans-to-cut-music-and-sonic-arts-program-despite-community-support/,Portland Community College cuts programs to fight budget deficit,Oregon Live (The Oregonian),2025-06-12,2025-07-18T12:40:42Z
4e635c03-0bdb-4ba1-a6bd-2732a5cb64d8,https://www.sltrib.com/news/education/2025/06/10/utah-university-budget-cuts-what/,What each Utah university and college is eliminating under state-imposed budget cuts,The Salt Lake Tribune,2025-06-10,2025-06-23T02:23:56Z
9b6b0bc6-6bef-4c8b-8501-7fa480bef03a,https://www.cleveland.com/education/2025/05/university-akron-retrenchment-report.html,University of Akron cuts anthropology and physics departments; freezes others,Cleveland.com,2025-06-10,2025-06-24T04:19:38Z
21020ef1-75be-44b2-9e6c-4794c8f77e8b,https://dailybruin.com/2025/06/05/academic-advancement-program-to-pause-some-programs-reduce-staff-amid-budget-cuts,"UCLA suspends Pre-College Scholars, Graduate Services units within AAP",Daily Bruin,2025-06-05,2025-06-24T04:06:34Z
2ba58db8-3a28-4e9a-a1f4-3b246ff0b2f4,https://www.therepublic.com/2025/06/02/ivy-tech-will-lay-off-202-employees-statewide-including-14-in-columbus-due-to-state-funding-cuts/,"Ivy Tech will lay off 202 employees statewide, including 14 in Columbus due to state funding cuts",The Republic,2025-06-02,2025-07-18T20:43:28Z
4514bf83-f0cd-4f76-ac57-dabd0d7edbc9,https://www.wfyi.org/news/articles/ivy-tech-to-lay-off-200-employees-across-indiana,Ivy Tech to lay off 200 employees across Indiana,WFYI,2025-06-02,2025-07-10T02:40:39Z
7615b63f-ef80-4bff-9f1a-7f24a24c4c2d,https://rbj.net/2025/05/29/roberts-wesleyan-university-to-cut-20-of-workforce-and-academic-programs/,"Roberts Wesleyan to cut 20% of workforce, eliminate programs",Rochester Business Journal,2025-05-29,2025-06-28T23:43:28Z
29fa4fe0-af51-4959-ba00-152e1c4dd358,https://www.wivb.com/news/local-news/buffalo-state-university-announces-cuts-to-programs/,Buffalo State to cut 63 jobs and 19 programs amid deficit,The Buffalo News,2025-05-25,2025-06-28T23:43:28Z
3563ce88-5d9b-4998-92ab-e7121b34f660,https://lookout.co/as-uc-santa-cruz-reduces-its-budget-german-persian-language-courses-face-elimination/story,"As UCSC reduces its budget, German, Persian language courses face elimination",Lookout,2025-05-23,2025-07-10T02:45:35Z
6053cc59-7052-4f2d-994d-77b956894d30,https://www.bostonglobe.com/2025/05/22/metro/bard-college-simons-rock-closing-layoffs/,Bard College at Simon’s Rock closing; 116 employees to be laid off,The Boston Globe,2025-05-22,2025-06-28T23:43:28Z
e56ce208-34cc-43e1-94cf-fcc9413f89ca,https://www.21alivenews.com/2025/05/22/45-purdue-university-fort-wayne-employees-laid-off-amid-budget-cuts/,45 Purdue University Fort Wayne employees laid off amid budget cuts,21 Alive News,2025-05-22,2025-09-02T13:18:49Z
228ba5ad-ca39-4b9b-bfbc-3383717ea8e3,https://www.ripbs.org/news/2025/05/18/jwu-cuts-91-jobs-to-close-34m-budget-gap/,Johnson & Wales cuts 91 jobs to close $34M budget gap,Rhode Island PBS,2025-05-18,2025-06-28T23:43:28Z
e3f24a5e-42a3-4193-81f0-72879dde9059,https://www.mainepublic.org/education-news/2025-05-15/umaine-advanced-structures-and-composites-center-lays-off-9-employees-after-federal-funding-cuts,UMaine Advanced Structures and Composites Center lays off 9 employees after federal funding cuts,Maine Public,2025-05-15,2025-09-02T13:10:08Z
7433dd04-33bf-42a9-bfa0-8ec64a5b7d6b,https://www.indystar.com/story/news/education/2025/05/10/ivy-tech-to-lay-off-202-employees-after-state-budget-cuts/742200/,Ivy Tech to lay off 202 employees after state budget cuts,Indianapolis Star,2025-05-10,2025-06-28T23:43:28Z
4d90a3e1-8bff-4d3a-b1a4-0aa764065a66,https://www.highereddive.com/news/johnson-wales-university-91-layoffs-faculty-staff-deficit/747604/,Johnson & Wales University to lay off 91 faculty and staff,Higher Ed Dive,2025-05-08,2025-07-18T20:48:56Z
38a6208d-63da-4275-aac9-54a7eaefc9ae,https://www.insidehighered.com/news/business/financial-health/2025/05/06/colleges-cut-more-programs-jobs-april,"Colleges Cut More Programs, Jobs in April",Inside Higher Ed,2025-05-06,2025-06-23T02:23:56Z
b9ef36c8-5f20-4d28-97f0-98b43d628730,https://www.insidehighered.com/news/2025/05/05/university-toledo-suspends-nine-programs-amid-new-law,University of Toledo suspends nine programs amid new law,Inside Higher Ed,2025-05-05,2025-06-24T04:19:38Z
c5fbc806-09b0-4d61-9a7b-acaa597a5973,https://www.american.edu/finance/memos/honoring-our-voluntary-retirement-program-participants.cfm,Honoring Our Voluntary Retirement Program Participants,American University Finance Memo,2025-05-01,2025-07-14T14:07:12Z
f451942e-79d5-416c-ac51-4694ec5ef4df,https://www.uatl.com/news/2025/05/low-performing-black-studies-program-discontinued-at-kennesaw-state/,“Low-performing” Black studies program discontinued at Kennesaw State,Atlanta Journal-Constitution,2025-05-01,2025-06-23T02:32:06Z
ab8bee98-0da1-43c8-b2f3-3553dcec10c7,https://apnews.com/d4851555bd0fb360a92dee84a2d93140,A 180-year-old private South Carolina university is closing after a $6M fundraising drive fails,AP News,2025-04-30,2025-06-23T02:32:06Z
02a1f4ed-7695-4f22-9755-4497ad55bd97,https://www.usu.edu/president/reinvestment/programs.cfm,"USU Strategic Reinvestment: Effects on Programs, Degrees and Certificates",Utah State University,2025-04-29,2025-06-23T02:32:06Z
61cb0d99-dad7-4ecb-857a-92df6a1b8df4,https://www.kuer.org/education/2025-04-22/weber-state-is-latest-school-cutting-majors-in-response-to-utahs-higher-ed-mandate,Weber State is latest school cutting majors in response to Utah’s higher-ed mandate,KUER 90.1,2025-04-22,2025-06-23T02:32:06Z
3c858d19-62c9-4450-b7a6-344a2e60077d,https://19thnews.org/2025/04/university-of-toledo-suspends-programs-dei/,"University suspends nine gender, disability and ethnicity majors under new Ohio law",19th News,2025-04-21,2025-07-18T20:31:04Z
fb9e2270-3b5f-4552-bb8c-2d9d87d858be,https://www.insidehighered.com/news/quick-takes/2025/04/14/averett-president-out-after-three-months,Averett University drops several academic programs amid financial mismanagement,Inside Higher Ed,2025-04-14,2025-06-24T04:43:32Z
715c52f7-109d-4877-bd89-9327d56928a2,https://cardinalnews.org/2025/04/01/averett-university-puts-equestrian-center-for-sale-amid-financial-recovery-efforts/,Averett University lists equestrian center for sale amid financial woes,Cardinal News,2025-04-01,2025-06-24T04:43:32Z
89855ef2-8bd2-401b-b8ea-ac855bff8cf4,https://koin.com/news/education/portland-community-college-cutting-programs-music-gerontology/,Portland Community College to eliminate two low-enrollment programs,KOIN,2025-03-28,2025-06-24T04:40:43Z
5b414e9c-16de-4a7c-843a-bfdc6af17065,https://www.silive.com/education/2025/03/wagner-college-considers-phasing-out-21-programs.html,Wagner College to phase out as many as 21 programs amid enrollment drop,Staten Island Advance,2025-03-25,2025-06-24T04:40:43Z
1d1bc905-be32-4a4c-bd70-c564f586eedf,https://thedailycougar.com/2025/03/20/american-sign-language-program-shuts-down-at-uh/,American Sign Language program shuts down at UH,The Daily Cougar,2025-03-20,2025-08-01T19:38:02Z
e1a31e87-ef9c-409c-a5fe-eae41bd837a8,https://www.wkyc.com/article/news/education/kent-state-cutting-nine-majors-realignment-plan-2025/95-xyz123,Kent State eliminating nine majors as part of academic realignment,WKYC,2025-03-20,2025-06-24T04:40:43Z
0bd281fe-5a2d-4809-af00-9d6432fa192d,https://www.stlpr.org/education/2025-03-18/siue-proposes-eliminating-physics-department-as-part-of-plan-to-reduce-10-3m-deficit,SIUE proposes eliminating physics department,St. Louis Public Radio,2025-03-18,2025-08-13T17:11:40Z
79b0dd56-654c-4efd-a4f0-10a6cf50a258,https://www.highereddive.com/news/st-norbert-college-cuts-faculty-programs/742843/,St. Norbert College to cut over 2 dozen faculty positions and 20 programs,Higher Ed Dive,2025-03-18,2025-06-24T04:43:32Z
111fa23c-2723-41d1-8c11-684af937527e,https://www.wpr.org/news/deficit-st-norbert-college-cut-staff-majors,"Facing deficit, St. Norbert College to cut staff, majors",Wisconsin Public Radio,2025-03-17,2025-06-24T04:43:32Z
679116e9-bc68-481c-b5f7-cf9beab05164,https://hub.jhu.edu/2025/03/14/johns-hopkins-usaid-funding-cuts-global-health/,"In wake of federal funding cuts, Johns Hopkins scales back USAID-supported work around the globe",Johns Hopkins University,2025-03-14,2025-07-14T15:27:34Z
6a73abd3-9ac9-4720-bb81-554843ab6de1,https://gopoly.com/news/2025/3/7/swimming-and-diving-cal-poly-discontinues-swimming-diving-effective-immediately.aspx,Cal Poly Discontinues Swimming & Diving,Cal Poly Athletics,2025-03-07,2025-07-10T03:40:21Z
501e3b5b-6f38-4739-b20d-a86c0b31acc3,https://www.insidehighered.com/news/quick-takes/2025/02/20/northland-college-announces-closure,Northland College announces closure,Inside Higher Ed,2025-02-20,2025-07-18T19:07:51Z
8ee35940-50e7-4b3f-8fd4-088f14e85bcb,https://www.northernnewsnow.com/2025/02/19/northland-college-announces-closure/,Northland College announces closure,Northern News Now,2025-02-19,2025-07-18T18:34:04Z
7501bf72-b82e-479f-8bec-78f5cfa1d576,https://en.wikipedia.org/wiki/Northland_College_(Wisconsin),Northland College announces closure after 2024–2025 year,Wikipedia,2025-02-01,2025-06-24T04:43:32Z
a1c5f31c-7596-4498-a794-4f9735549e8c,https://sonomastatestar.com/37350/news/sweeping-cuts-planned-for-ssu-all-sports-to-be-eliminated/,"Sonoma State Can Move Forward With Cuts for Now, Judge Rules",Sonoma State Star,2025-01-22,2025-06-23T02:32:06Z
76a5893b-d959-487a-8392-dcd1674131d7,https://www.wwno.org/education/2025-01-17/uno-will-furlough-most-employees-to-help-close-10-million-gap,UNO will furlough most employees to help close $10 million gap,WWNO,2025-01-17,2025-09-02T14:18:17Z
59ac9a5e-3721-4d34-8edf-b644de9175a4,https://www.highereddive.com/news/columbia-college-chicago-cut-11-programs-25-faculty-jobs/735843/,"Columbia College Chicago to cut 11 programs, up to 25 faculty jobs",Higher Ed Dive,2024-12-18,2025-06-29T16:05:03Z
5b3b9cd9-d446-4cc4-95be-fa7f6b6bff83,https://www.opb.org/article/2024/12/13/portland-state-university-hands-pink-slips-to-17-faculty/,Portland State University hands pink slips to 17 faculty,OPB,2024-12-13,2025-07-10T20:14:19Z
8565cb46-5e55-4ed4-8302-986df5e609e9,https://www.highereddive.com/news/saint-augustine-university-staff-faculty-cuts-accreditation/733959/,Saint Augustine's University cuts its workforce in half to reduce costs by $17M,Higher Ed Dive,2024-11-25,2025-07-10T20:05:06Z
22cf511d-2226-40ca-b8e8-f8ad31fc58e8,https://www.insidehighered.com/news/admissions/graduate/2024/11/19/bu-suspends-admissions-humanities-other-phd-programs,"BU suspends admissions to humanities, other Ph.D. programs",Inside Higher Ed,2024-11-19,2025-07-10T20:24:06Z
fb698550-8f2b-4f71-b76c-90e4321a8a50,https://www.inquirer.com/education/drexel-university-layoffs-budget-deficit-20241119.html,Drexel lays off 60 employees as it continues to address a budget crunch,The Philadelphia Inquirer,2024-11-19,2025-07-10T19:54:15Z
8d2f6d2f-2abb-420f-9134-2a93422cf5a2,https://mississippitoday.org/2024/11/18/mississippi-college-name-change/,Mississippi College will change its name and drop its football program,Mississippi Today,2024-11-18,2025-07-14T15:56:19Z
dbb68d96-8b0e-4ee2-b67c-f5f38d5841cc,https://www.insidehighered.com/news/governance/trustees-regents/2024/11/12/texas-am-cuts-lgbtq-studies-and-other-programs,Texas A&M cuts LGBTQ studies and other programs,Inside Higher Ed,2024-11-12,2025-07-10T20:17:56Z
cb120e90-c86f-4c01-8460-1fbae953ba4d,https://www.highereddive.com/news/saint-louis-university-lays-off-23-staffers-eliminates-130-positions/730490/,"Saint Louis University lays off 23 staffers, eliminates 130 positions",Higher Ed Dive,2024-10-21,2025-07-10T20:09:26Z
5771ebca-ad9b-4341-b231-02cd1fbb9ccc,https://www.highereddive.com/news/wittenberg-university-cut-five-majors-40-employees-faculty-staff/726626/,"Wittenberg University to cut 5 majors, 40 employees",Higher Ed Dive,2024-09-10,2025-06-29T16:05:03Z
5fb36cb6-d0e7-460b-ab74-bf98f04c670b,https://www.winknews.com/lifestyle/hodges-university-s-34-year-run-coming-to-a-close/article_0154fbbe-6f2e-50c0-90d6-d3603d7b44f3.html,Hodges Universitys 34-year run coming to a close,WINK News,2024-08-19,2025-08-05T02:27:17Z
689fce91-1138-4a9c-892b-7ffe97db1132,https://www.foxnews.com/media/emerson-college-cuts-staff-citing-enrollment-decline-tied-anti-israel-protests,Emerson College cuts staff citing enrollment decline tied to anti-Israel protests,Fox News,2024-08-15,2025-07-10T18:34:36Z
b7c40121-715d-452b-b967-41fa0399013b,https://www.wiu.edu/news/newsrelease.php?release_id=20070,An Update on WIU's Financially Sustainable Future,Western Illinois University News,2024-08-09,2025-07-10T19:32:02Z
91187f80-7e45-41f8-b857-2d6a9ad417be,https://johnsonu.edu/juflclosure/,Florida Campus Closure,Johnson University,2024-06-30,2025-08-05T02:22:53Z
61dcf74a-f641-4d98-bee7-67279a8ae40b,https://universitybusiness.com/are-latest-layoffs-at-this-university-a-first-look-at-the-fafsa-fiascos-consequences/,Are latest layoffs at this university a first look at the FAFSA fiasco's consequences?,University Business,2024-06-26,2025-07-10T18:28:16Z
b5171ae1-5e33-49c7-9397-cd9a43b3dce5,https://www.keystone.edu/2024/06/25/keystone-college-makes-several-restructuring-moves/,Keystone College Makes Several Restructuring Moves,Keystone College,2024-06-25,2025-07-10T18:21:58Z
c801c96d-facf-495e-9569-f0b94b73c5a6,https://www.highereddive.com/news/eastern-nazarene-college-in-massachusetts-to-close/719969/,Eastern Nazarene College in Massachusetts to close,Higher Ed Dive,2024-06-25,2025-07-10T18:12:54Z
4c650955-d6b9-4c46-b1db-e84be8535cc0,https://www.highereddive.com/news/the-college-of-saint-rose-close-spring-2024-end-of-academic-year/701349/,The College of Saint Rose will close at the end of the academic year,Higher Ed Dive,2024-06-21,2025-08-05T01:35:16Z
218fd96a-3f4b-4ba5-8021-52ec6b65648c,https://www.highereddive.com/news/union-institute-university-to-close-financial-woes-accreditation/719433/,Union Institute & University to close,Higher Ed Dive,2024-06-20,2025-07-10T18:01:19Z
7a680471-ae57-4b86-a8b9-693fc33cda47,https://www.highereddive.com/news/concordia-university-ann-arbor-campus-program-cuts/719810/,Concordia University Ann Arbor to cut most programs,Higher Ed Dive,2024-06-20,2025-07-09T21:05:55Z
7303be57-20c5-4391-9aa7-f6d0bc4fbb7c,https://www.forbes.com/sites/michaeltnietzel/2024/06/17/alverno-college-declares-financial-exigency-cuts-faculty-and-programs/,"Alverno College Declares Financial Exigency, Cuts Faculty and Programs",Forbes,2024-06-17,2025-06-29T16:05:03Z
9a147c89-502b-48bc-9a31-a122fba58ce7,https://www.insidehighered.com/news/business/financial-health/2024/06/12/what-drove-pittsburgh-technical-college-close,What drove Pittsburgh Technical College to close?,Inside Higher Ed,2024-06-12,2025-08-05T01:46:01Z
538966b3-9506-4724-8396-41551497081b,https://www.wfmz.com/_homepage_top_stories/albright-eliminates-dozens-of-faculty-and-staff-positions/article_a961e998-1f6c-11ef-bcac-3344c22ba04a.html,Albright eliminates dozens of faculty and staff positions,WFMZ,2024-06-03,2025-07-09T22:26:51Z
f257253b-906e-4635-8c06-522db2b87640,https://www.insidehighered.com/news/business/financial-health/2024/06/02/university-arts-announces-sudden-closure,University of the Arts announces sudden closure,Inside Higher Ed,2024-06-02,2025-07-10T19:28:27Z
74e9f4f2-a850-41ca-9662-d59ece6f008d,https://www.highereddive.com/news/university-of-lynchburg-cuts-academic-programs-staff-faculty-positions/717686/,"University of Lynchburg to cut programs, staff and faculty positions",Higher Ed Dive,2024-05-31,2025-07-10T18:18:18Z
a4a99bf7-8919-428e-9de8-8cd3cc84a965,https://www.highereddive.com/news/st-catherine-university-cuts-staff-roles-budget-deficits/717143/,St. Catherine University eliminates staff roles as it grapples with deficits,Higher Ed Dive,2024-05-24,2025-07-09T22:32:26Z
25d8ca0e-3a06-4b04-9fd5-382d4e44a31a,https://spectrumlocalnews.com/nys/buffalo/news/2024/05/23/buffalo-state-university-to-cut-37-degree-programs,Buffalo State University to cut 37 degree programs,Spectrum News,2024-05-23,2025-06-29T16:05:03Z
5bebb026-416f-4152-9435-eb47dc084645,https://delawarebusinesstimes.com/news/dcad-to-close-in-upcoming-weeks/,DCAD to close in upcoming weeks,Delaware Business Times,2024-05-23,2025-08-05T02:34:47Z
6f8046aa-2662-48e3-894c-912bf30e7854,https://www.highereddive.com/news/eastern-gateway-community-college-to-close-october-31/716507/,Eastern Gateway Community College to close Oct. 31,Higher Ed Dive,2024-05-15,2025-07-09T21:16:00Z
85fd0036-350e-4499-ac3a-465c41bd5885,https://www.mprnews.org/story/2024/05/13/st-cloud-state-university-scsu-music-department-budget-cuts,Supporters hope to save St. Cloud State University’s music department from budget cuts,MPR News,2024-05-13,2025-06-29T16:05:03Z
921c205a-18e6-4966-a2b9-d1671ded575b,https://www.whec.com/local/mcc-announces-plans-for-teacher-layoffs/,MCC announces plans for teacher layoffs,WHEC,2024-05-07,2025-07-09T22:36:04Z
ff3b905a-4c53-4178-8bf7-d2156a96f563,https://www.concordmonitor.com/Magdalen-College-closing-this-year-54859354,A turbulent 50-year history: Inside the rise and fall of a tiny Catholic college in Warner,Concord Monitor,2024-05-04,2025-08-05T02:18:36Z
8dc90a63-4350-4a0e-a85d-f37fc47b5dbf,https://www.insidehighered.com/news/quick-takes/2024/04/29/university-saint-katherine-announces-closure,University of Saint Katherine announces closure,Inside Higher Ed,2024-04-29,2025-08-05T01:29:36Z
a5dac787-0edb-40d3-8af8-b6c123b6b54f,https://www.insidehighered.com/news/business/financial-health/2024/04/30/wells-college-announces-closure,Wells College announces closure,Inside Higher Ed,2024-04-29,2025-08-05T01:22:07Z
f2281b88-4e9f-43bd-9c96-f96cbe671cdc,https://www.insidehighered.com/news/business/financial-health/2024/04/10/goddard-college-announces-closure,Goddard College announces closure,Inside Higher Ed,2024-04-10,2025-08-05T02:30:25Z
4d320995-0c3b-479a-8a6d-94291a825824,https://www.keranews.org/education/2024-04-09/ut-dallas-to-eliminate-20-jobs-because-of-dei-ban,UT Dallas to eliminate 20 jobs because of DEI ban,KERA News,2024-04-09,2025-09-02T12:54:21Z
a15f9222-31b2-4fd9-8bcb-3c0d2ec0bac6,https://www.al.com/news/2024/04/the-long-slow-death-of-birmingham-southern-what-killed-an-alabama-college-with-168-year-old-roots.html,"The long, slow death of Birmingham-Southern: What killed an Alabama college with 168-year-old roots?",AL.com,2024-04-06,2025-08-05T02:40:57Z
ecd2a28b-851a-4683-a606-8499ca718863,https://www.texastribune.org/2024/04/02/university-texas-austin-firings-dei-ban/,UT-Austin announces firings to comply with Texas' DEI ban,The Texas Tribune,2024-04-02,2025-09-02T12:51:35Z
256057ff-ffab-43b4-8725-f0aa072e9377,https://www.highereddive.com/news/oak-point-university-to-close-abruptly-april-healthcare-chicago/711797/,Healthcare-focused Oak Point University to close abruptly in April,Higher Ed Dive,2024-03-29,2025-08-05T01:57:26Z
f7f2bc2c-0c85-440d-9aae-72ab325ff3ee,https://templeupdate.com/cabrini-university-closing-students-transfer/,"Cabrini University Closing, Students Transfer",Temple Update,2024-03-23,2025-08-05T02:38:00Z
5413d7e1-6aee-4b72-aa34-73f22e43fa2c,https://uwm.edu/news/uwm-at-waukesha-campus-to-close-in-2025-uwm-develops-university-center-with-wctc/,UWM at Waukesha campus to close in 2025; UWM develops University Center with WCTC,UWM News Release,2024-03-11,2025-06-23T02:23:56Z
adb582c9-9bd4-41a6-9089-7e54171e45b3,https://apnews.com/c2397d8ff4120d4533bc08c16dfb15a3,Fontbonne University in Missouri to close due to budget problems and declining enrollment,AP News,2024-03-11,2025-06-23T02:23:56Z
