UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3C12,F3C12,XF3C121,F3C121,XF3C122,F3C122,XF3C13,F3C13,XF3C131,F3C131,XF3C132,F3C132,XF3C14,F3C14,XF3C141,F3C141,XF3C142,F3C142,XF3C15,F3C15,XF3C151,F3C151,XF3C152,F3C152,XF3C16,F3C16,XF3C161,F3C161,XF3C162,F3C162,XF3C17,F3C17,XF3C171,F3C171,XF3C172,F3C172,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03,XF3G01,F3G01,XF3G02,F3G02,XF3G03,F3G03,XF3G04,F3G04,XF3G05,F3G05,XF3G06,F3G06,XF3G07,F3G07
139579,R,10953618,R,0,R,1128110,R,67363,R,8417767,R,0,R,2535851,R,10953618,R,0,R,1836551,R,1389942,R,0,R,510331,R,3736824,R,2608714,R,1128110,R,24698589,R,16399863,R,0,R,8298726,R,-8770322,R,2981898,R,25549,R,2535851,R,1013853,R,1511786,R,205390,R,205390,R,0,R,1405303,R,4136332,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,21685726,R,2525639,R,0,R,2525639,R,205390,R,0,R,205390,R,0,R,0,R,0,R,0,R,0,R,244453,R,0,R,37381,R,24698589,R,9018099,R,6602930,R,0,R,0,R,0,R,0,R,445281,R,293062,R,1519009,R,1119085,R,4848574,R,212328,R,0,R,0,R,0,R,0,R,0,R,568900,R,3555,R,16399863,R,8230960,R,630836,R,2437535,R,410200,R,0,R,4690332,R,0,R,0,1,R,8429271,R,24698589,R,2535851,R,10953618,R,1407741,R,0,R,16399863
140003,R,6541638,R,2458816,R,140760,R,1296083,R,2821279,R,0,R,3720359,R,6541638,R,0,R,152159,R,538566,R,0,R,0,R,690725,R,549965,R,140760,R,2167259,R,1839630,R,0,R,327629,R,0,R,3547146,R,-154416,R,3720359,R,518555,Z,0,Z,0,Z,0,Z,0,Z,0,R,518555,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,1614356,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,898,R,215202,R,0,A,,R,336803,R,2167259,R,844021,R,351432,Z,0,Z,0,Z,0,Z,0,R,562129,R,299916,R,354310,R,92097,R,79170,R,0,Z,0,Z,0,Z,0,A,,A,,R,0,R,0,R,1839630,R,743445,R,85291,R,73850,R,31168,Z,0,R,905876,A,,A,,-2,R,327629,R,2167259,R,3720359,R,6541638,R,3720359,R,0,R,1839630
140827,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,88224,R,0,R,0,R,0,R,0,R,0,R,88224,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1141194,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,R,161953,R,1303147,R,197633,R,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,293062,R,204411,R,154920,R,0,A,,A,,Z,0,A,,A,,R,410423,R,0,R,1056038,R,204411,R,61633,R,251011,R,7375,R,0,R,531608,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
141608,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,236949,R,14915,R,0,R,0,R,0,R,0,R,251864,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,709323,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,113,R,220439,A,,A,,R,0,R,929875,R,413219,R,307440,R,0,R,0,R,0,R,0,R,90333,R,15402,R,215297,R,146030,R,236140,R,32000,A,,A,,R,0,A,,A,,R,0,R,0,R,954989,R,500872,R,65215,R,385312,R,3590,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
142054,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1201277,R,32213,R,0,R,0,R,0,R,0,R,1233490,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9683493,R,1233489,R,0,R,1233489,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,23192,R,10940174,R,4465122,R,2957894,R,0,R,0,R,0,R,0,R,49445,R,7812,R,1073154,R,727383,R,3388459,R,807517,R,0,R,0,R,0,A,,A,,R,0,R,0,R,8976180,R,4500606,R,489647,R,93942,R,61234,R,0,R,3830751,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
142407,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,460483,Z,0,Z,0,Z,0,Z,0,Z,0,R,460483,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,R,0,R,0,R,0,R,1331735,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,270772,A,,A,,R,0,R,1602507,R,180244,R,111116,R,0,Z,0,R,0,Z,0,R,72803,R,60525,R,22471,R,22471,R,380059,R,222309,A,,A,,Z,0,A,,A,,R,0,R,0,R,655577,R,416421,R,46269,R,35678,R,9029,R,70,R,148110,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
142489,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,256659,R,0,R,0,R,0,R,0,R,0,R,256659,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,871269,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,158632,A,,A,,R,0,R,1029901,R,150373,R,150373,R,0,Z,0,R,0,Z,0,R,23167,R,23167,R,1300,R,1300,R,219667,R,42748,A,,A,,Z,0,A,,A,,R,0,R,0,R,394507,R,217588,R,24176,R,71621,R,19265,R,9229,R,52628,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
142887,R,26535897,R,0,R,62141,R,25928878,R,27150157,R,25283383,R,-614260,R,26535897,R,0,R,155300,R,586584,R,0,R,77605,R,819489,R,757348,R,62141,R,4813893,R,5786849,R,0,R,-972956,R,0,R,359526,R,-830,R,-614260,R,290846,R,55701,R,372264,R,372264,R,0,R,19500,R,738311,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3788362,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1024468,R,883,R,180,R,0,R,0,R,0,R,4813893,R,820457,R,780377,R,0,R,0,R,0,R,0,R,170157,R,12950,R,406024,R,97056,R,2108565,R,1391263,R,0,R,0,R,0,R,0,R,0,R,2281646,R,0,R,5786849,R,2281646,R,319281,R,106252,R,62607,R,184291,R,2832772,A,,A,,-2,R,-972956,R,4813893,R,-614260,R,26535897,R,25376759,R,25283383,R,5786849
143376,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,672566,R,0,Z,0,Z,0,Z,0,Z,0,R,672566,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2647640,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,211524,A,,A,,R,0,R,2859164,R,1381479,R,497236,R,0,R,0,R,0,R,0,R,288109,R,276155,R,213438,R,190584,R,285267,R,236649,A,,A,,R,0,A,,A,,R,0,R,0,R,2168293,R,1200624,Z,0,R,110340,R,12311,R,8951,R,836067,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
143464,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,436845,R,0,R,0,R,0,R,0,R,0,R,436845,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,798082,R,90180,Z,0,R,90180,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,136125,A,,A,,R,0,R,1024387,R,205049,R,205049,R,0,R,0,R,0,R,0,R,129861,R,0,R,0,R,0,R,671177,R,134466,A,,A,,R,0,A,,A,,R,0,R,0,R,1006087,R,339515,R,29574,R,198133,R,32255,R,10100,R,396510,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
143473,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,91336,R,5171,R,0,R,0,R,0,R,0,R,96507,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,253359,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,22299,A,,A,,R,0,R,275658,R,285156,R,202126,R,0,Z,0,R,0,Z,0,R,1500,R,1500,R,2000,R,1250,R,22000,R,20469,A,,A,,R,0,A,,A,,R,0,R,0,R,310656,R,225345,R,0,R,70250,R,0,R,0,R,15061,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
143482,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,80464,R,3284,R,0,R,0,R,0,R,0,R,83748,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,87461,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,14547,A,,A,,R,0,R,102008,R,140084,R,135644,R,0,R,0,R,0,R,0,R,820,R,480,R,1400,R,896,R,2500,R,1600,A,,A,,R,0,A,,A,,R,0,R,0,R,144804,R,138620,R,0,R,6045,R,0,R,0,R,139,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
143491,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,198895,R,10506,R,0,R,0,R,0,R,0,R,209401,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,255839,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,28245,A,,A,,R,0,R,284084,R,265048,R,228420,R,0,R,0,R,0,R,0,R,9000,R,6782,R,8500,R,6778,R,24678,R,24344,A,,A,,R,0,A,,A,,R,0,R,0,R,307226,R,266324,R,0,R,26784,R,0,R,0,R,14118,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
143552,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,156705,R,0,R,0,R,0,R,0,R,0,R,156705,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,470629,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,133353,A,,A,,R,0,R,603982,R,626941,R,264021,R,0,R,0,R,0,R,0,R,14455,R,0,R,1200,R,1200,R,17541,R,0,A,,A,,R,0,A,,A,,R,0,R,0,R,660137,R,265221,R,27958,R,27194,R,22467,R,0,R,317297,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
144573,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,700232,R,10440,R,0,R,0,R,0,R,118265,R,828937,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1806927,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,87855,A,,A,,R,0,R,1894782,R,634502,R,351248,R,0,R,0,R,0,R,0,R,31265,R,26888,R,179331,R,179331,R,764533,R,89450,A,,A,,R,0,A,,A,,R,1,R,0,R,1609632,R,646917,R,10827,R,4377,R,0,R,0,R,947511,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
144777,R,194755371,R,0,R,6347748,Z,0,R,121550277,R,0,R,73205094,R,194755371,R,0,R,13699963,R,48703201,R,42386,R,19991156,R,82436706,R,76088958,R,6347748,R,393781883,R,355668712,R,0,R,38113171,R,-45000000,R,80091923,R,0,R,73205094,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,4019305,Z,0,R,1115595,A,,R,0,R,5134900,R,6517781,R,6512591,R,0,R,0,R,0,R,0,R,25166833,R,17216901,R,143714487,R,45179994,R,55782005,R,21039374,R,1682672,R,0,R,0,A,,A,,R,10479835,R,0,R,243343613,R,89948860,R,16156737,R,2829986,R,640051,Z,0,R,133767979,R,9848723,R,2760638,1,R,48593006,R,393781883,R,73205094,R,194755371,R,66857346,R,0,R,355668712
144795,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1943967,R,0,R,0,R,0,R,0,Z,0,R,1943967,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5850316,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,274165,A,,A,,R,20595,R,6145076,R,1560446,R,755758,R,0,R,0,R,0,R,0,R,1331004,R,597087,R,288211,R,61016,R,61016,R,61016,A,,A,,R,0,A,,A,,R,955658,R,0,R,4196335,R,1474877,R,5126,R,751040,R,203042,R,1576,R,1760674,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
145099,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,851566,R,0,R,44104,R,0,R,44104,R,0,R,895670,R,4000,R,0,R,4000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4000,R,4000,R,0,R,2977169,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,64072,A,,A,,R,957184,R,3998425,R,642068,R,476592,R,0,R,0,R,0,R,0,R,293140,R,6413,R,361609,R,303009,R,1287456,R,205614,A,,A,,R,0,A,,A,,R,663896,R,395786,R,3248169,R,1387414,R,67469,R,74631,R,33374,R,7845,R,1677436,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
145239,R,4143823,R,0,R,32113,R,0,R,793472,R,0,R,3350351,R,4143823,R,0,R,0,R,108878,R,0,R,0,R,108878,R,76765,R,32113,R,6486873,R,5377701,R,0,R,1109172,R,0,R,2241179,R,0,R,3350351,R,990939,R,71915,R,1038986,R,1038986,R,0,R,20494,R,2122334,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6079577,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,388904,A,,R,18392,R,6486873,R,3586151,R,2161744,R,0,R,0,R,0,R,0,R,771736,R,363360,R,491626,R,322797,R,186162,R,76085,R,324347,R,0,R,0,A,,A,,R,17679,R,0,R,5377701,R,2923986,R,497935,R,972442,R,18357,R,0,R,964981,A,,A,,-2,R,1109172,R,6486873,R,3350351,R,4143823,R,3350351,R,0,R,5377701
145309,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,171141,Z,0,Z,0,Z,0,Z,0,Z,0,R,171141,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,548154,R,171141,R,171141,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,40925,A,,A,,R,0,R,760220,R,347073,R,196275,R,0,R,0,R,0,R,0,R,328996,R,106746,R,10846,R,10330,R,36153,R,30991,A,,A,,R,0,A,,A,,R,0,R,0,R,723068,R,344342,R,0,R,42945,R,0,R,0,R,335781,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
145406,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,848373,Z,0,Z,0,Z,0,Z,0,Z,0,R,848373,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5675151,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,32323,R,241788,A,,A,,R,0,R,5949262,R,1870876,R,1142670,R,0,R,0,R,0,R,0,R,7167,R,0,R,859160,R,616022,R,3374762,R,353829,A,,A,,Z,0,A,,A,,R,0,R,0,R,6111965,R,2112521,R,321151,R,376167,R,71517,R,1679,R,3228930,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
145424,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,149047,Z,0,Z,0,Z,0,Z,0,Z,0,R,149047,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,350670,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2037,R,40161,A,,A,,R,0,R,392868,R,94355,R,94355,Z,0,Z,0,Z,0,Z,0,R,62629,R,0,R,86098,R,38530,R,155267,R,40105,A,,A,,Z,0,A,,A,,R,130483,R,0,R,528832,R,172990,R,6964,R,79513,R,40285,R,721,R,228359,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
145433,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,326222,Z,0,Z,0,Z,0,Z,0,Z,0,R,326222,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,976001,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2948,R,100463,A,,A,,R,0,R,1079412,R,100129,R,100129,Z,0,Z,0,Z,0,Z,0,R,158511,R,0,R,291359,R,35926,R,557416,R,412921,A,,A,,Z,0,A,,A,,R,469247,R,0,R,1576662,R,548976,R,12170,R,221187,R,35867,R,23,R,758439,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
146454,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,227605,Z,0,Z,0,Z,0,Z,0,R,6000,R,233605,R,6000,R,0,R,6000,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,6000,R,6000,R,0,R,735074,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,276984,A,,A,,R,0,R,1012058,R,335563,R,116955,Z,0,Z,0,Z,0,Z,0,R,167781,R,37082,R,83891,R,18541,R,83891,R,18541,A,,A,,Z,0,A,,A,,R,0,R,0,R,671126,R,191119,Z,0,R,480007,Z,0,Z,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
146700,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,5098658,R,164251,R,0,R,0,R,0,R,1112369,R,6375278,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,17668192,R,5262910,R,0,R,5262910,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,0,R,22931102,R,6507505,R,3915912,R,0,R,0,R,0,R,0,R,0,R,0,R,3742254,R,1054337,R,3833410,R,552892,R,2333630,R,0,R,0,A,,A,,R,385319,R,0,R,16802118,R,5523141,R,993495,R,2333630,R,385319,R,0,R,7566533,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
146807,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,118826,R,0,R,0,R,0,R,0,Z,0,R,118826,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,303020,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,31948,A,,A,,R,37753,R,372721,R,67338,R,56401,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,236474,R,0,A,,A,,R,0,A,,A,,R,0,R,0,R,303812,R,56401,R,0,R,104813,R,7378,R,0,R,135220,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
147642,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,160746,R,0,R,0,R,0,R,0,R,0,R,160746,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,577772,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,46857,A,,A,,R,0,R,624629,R,159235,R,80408,R,0,R,0,R,0,R,0,R,26488,R,0,R,42035,R,41900,R,222496,R,103337,A,,A,,R,0,A,,A,,R,0,R,0,R,450254,R,225645,R,0,R,217795,R,6814,R,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
147819,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,109697,R,0,R,0,R,0,R,0,R,0,R,109697,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,548572,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,R,73943,R,622515,R,269204,R,129808,R,0,R,0,R,0,R,0,R,73943,R,41700,R,89328,R,59509,R,278759,R,83400,A,,A,,R,0,A,,A,,R,0,R,0,R,711234,R,314417,R,29004,R,73648,R,18027,R,0,R,276138,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
148098,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,101607,R,0,R,0,R,0,R,0,R,0,R,101607,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,222070,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3673,R,11893,A,,A,,R,353873,R,591509,R,231163,R,231163,R,0,R,0,R,0,R,0,R,6500,R,2025,R,1500,R,1200,R,3000,R,2225,A,,A,,R,101607,A,,A,,R,0,R,0,R,343770,R,236613,R,4500,R,700,R,1040,R,8500,R,92417,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
149204,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,189425,Z,0,Z,0,Z,0,Z,0,R,2000,R,191425,R,2000,R,0,R,2000,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,2000,R,2000,R,0,R,613838,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,A,,A,,R,0,R,613838,R,614653,R,141666,Z,0,Z,0,Z,0,Z,0,R,307326,R,71690,R,153663,R,153663,R,153663,R,153663,A,,A,,Z,0,A,,A,,R,0,R,0,R,1229305,R,520682,Z,0,R,708623,Z,0,Z,0,R,0,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
