UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3C08,F3C08,XF3C12,F3C12,XF3C121,F3C121,XF3C122,F3C122,XF3C13,F3C13,XF3C131,F3C131,XF3C132,F3C132,XF3C14,F3C14,XF3C141,F3C141,XF3C142,F3C142,XF3C15,F3C15,XF3C151,F3C151,XF3C152,F3C152,XF3C16,F3C16,XF3C161,F3C161,XF3C162,F3C162,XF3C17,F3C17,XF3C171,F3C171,XF3C172,F3C172,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E041,F3E041,XF3E042,F3E042,XF3E051,F3E051,XF3E101,F3E101,XF3E102,F3E102,XF3E061,F3E061,XF3E062,F3E062,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E074,F3E074,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03,XF3G01,F3G01,XF3G02,F3G02,XF3G03,F3G03,XF3G04,F3G04,XF3G05,F3G05,XF3G06,F3G06,XF3G07,F3G07
101116,R,7370956,R,0,R,661625,R,0,R,5297552,R,0,R,2073404,R,7370956,R,0,R,1286537,R,414363,R,0,R,134740,R,1835640,R,1174015,R,661625,R,6871924,R,6947979,R,0,R,-76055,R,-377678,R,2527137,R,0,R,2073404,R,1570774,R,748663,R,167479,R,167479,R,0,R,912724,R,3399640,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4266624,R,2319437,R,0,R,2319437,R,167479,R,0,R,167479,R,0,R,0,R,0,R,0,R,0,R,101753,R,0,R,16631,R,6871924,R,2659323,R,1416569,R,0,R,0,R,0,R,0,R,316858,R,241211,R,828649,R,714800,R,2944986,R,133604,R,0,R,0,R,0,R,0,R,0,R,198163,R,0,R,6947979,R,2506184,R,165626,R,1400584,R,198162,R,0,R,2677423,R,0,R,0,1,R,-76054,R,6871924,R,2073404,R,7370956,R,1411779,R,0,R,6947979
101277,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,427674,R,0,R,0,R,0,R,0,R,0,R,427674,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,930862,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,96027,A,,A,,R,0,R,1026889,R,286306,R,134804,R,0,R,0,R,0,R,0,R,12593,R,12593,R,19020,R,19020,R,293217,R,76652,A,,A,,R,0,A,,A,,R,0,R,0,R,611136,R,243069,R,6949,R,169464,R,2995,R,0,R,188659,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
102845,R,48684465,R,0,R,655300,R,694639,R,15384392,R,0,R,33300073,R,48684465,R,0,R,9286522,R,7768045,R,0,R,0,R,17054567,R,16399267,R,655300,R,38277966,R,43326744,R,-202966,R,-5251744,R,0,R,38551816,R,1,R,33300073,R,10060371,R,1024547,R,1710476,R,1312503,R,397973,R,3912976,R,16708370,R,3912976,R,0,R,3912976,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3912976,R,3912976,R,0,R,38218216,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,59750,R,0,R,0,R,0,R,0,R,38277966,R,15019559,R,7371931,R,0,R,0,R,0,R,0,R,3351109,R,2313570,R,13688666,R,6386457,R,9633795,R,3172764,R,0,R,0,R,0,R,0,R,0,R,1633615,R,46156,R,43326744,R,19290878,R,3824972,R,5409651,R,476810,R,0,R,14324433,R,0,R,0,1,R,-5251744,R,38277966,R,33300073,R,48684465,R,31950134,R,0,R,43326744
103501,R,5093215,R,2284708,R,2393340,R,0,R,1986333,R,165692,R,3106882,R,5093215,R,450000,R,2775507,R,641902,R,0,R,1107668,R,4975077,R,2581737,R,2393340,R,3463141,R,4076183,R,0,R,-613042,R,0,R,4087400,R,-367476,R,3106882,R,937954,R,273063,R,889371,R,889371,R,0,R,15906,R,2116294,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3059294,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,305494,R,98353,R,0,A,,R,0,R,3463141,R,1651722,R,604733,R,0,R,0,R,0,R,0,R,2242542,R,1064834,R,147900,R,129348,R,34019,R,21606,R,0,R,0,R,0,A,,A,,R,0,R,0,R,4076183,R,1820521,R,36297,R,37504,R,0,R,0,R,2181861,A,,A,,-2,R,0,R,3463141,R,3106882,R,5093215,R,713542,R,165692,R,4076183
103741,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,868215,R,18000,R,129063,R,129063,R,0,R,53881,R,1069159,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,2159901,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,116938,A,,A,,R,321075,R,2597914,R,1335427,R,456416,R,0,R,0,R,0,R,0,R,0,R,0,R,80263,R,68293,R,266790,R,178374,A,,A,,R,0,A,,A,,R,0,R,0,R,1682480,R,703083,R,113233,R,187715,R,225181,R,0,R,453268,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
103893,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,5087667,R,104861,R,0,R,0,R,0,R,1480,R,5194008,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,16229466,R,5192528,R,0,R,5192528,R,0,R,0,R,0,R,0,R,0,R,1480,R,0,R,0,R,0,A,,R,19381,R,21442855,R,7132966,R,4104726,R,0,R,0,R,0,R,0,R,271852,R,133826,R,2863236,R,1857868,R,7671142,R,1189590,R,0,R,0,R,0,A,,A,,R,0,R,0,R,17939196,R,7286010,R,685776,R,375174,R,398827,R,0,R,9193409,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
103909,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2278004,R,112150,R,0,R,0,R,0,R,0,R,2390154,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9316293,R,2390154,R,0,R,2390154,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,17246,R,11723693,R,5361060,R,3310513,R,0,R,0,R,0,R,0,R,78260,R,40830,R,1427913,R,1083744,R,5265008,R,1172350,R,0,R,0,R,0,A,,A,,R,0,R,0,R,12132241,R,5607437,R,429194,R,619606,R,77739,R,0,R,5398265,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
103927,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1917481,R,63725,R,0,R,0,R,0,R,0,R,1981206,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,6622034,R,1981206,R,0,R,1981206,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,8487,R,8611727,R,3329093,R,1980932,Z,0,Z,0,Z,0,Z,0,R,115353,R,45875,R,1177695,R,819444,R,3523206,R,971797,Z,0,Z,0,Z,0,A,,A,,R,0,R,0,R,8145347,R,3818048,R,275954,R,209625,R,266594,R,0,R,3575126,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
103954,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,122507,R,5722,R,0,R,0,R,0,R,500,R,128729,R,500,R,0,R,500,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,500,R,500,R,0,R,375984,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,685,R,70499,A,,A,,R,0,R,447168,R,80996,R,80996,R,0,R,0,R,0,R,0,R,0,R,0,R,53554,R,53554,R,267128,R,134550,A,,A,,R,0,A,,A,,R,0,R,0,R,401678,R,269100,R,0,R,49791,R,0,R,685,R,82102,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
103963,R,3204396,R,151500,R,370459,R,0,R,2917471,R,0,R,286925,R,3204396,R,0,R,760510,R,616479,R,0,R,0,R,1376989,R,1006530,R,370459,R,7254392,R,6135148,R,-3,R,1119241,R,-1220526,R,388210,R,0,R,286925,R,2049551,R,47200,Z,0,Z,0,Z,0,Z,0,R,2096751,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,7252717,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,R,1675,R,7254392,R,2918294,R,1349308,Z,0,Z,0,Z,0,Z,0,R,557774,R,369067,R,478881,R,297449,R,640895,R,410307,Z,0,Z,0,Z,0,A,,A,,R,1539304,R,0,R,6135148,R,2426131,R,416603,R,848928,R,115647,Z,0,R,2327839,R,1917000,R,675000,1,R,1119241,R,7254392,R,286925,R,3204396,R,-83534,R,0,R,6135148
104090,R,38655405,R,0,R,4327370,R,160000,R,26327313,R,0,R,12328092,R,38655405,R,0,R,0,R,18245721,R,223277,R,0,R,18468998,R,14141628,R,4327370,R,34072285,R,28816776,R,-3435580,R,1819929,R,8011791,R,4396137,R,-1899765,R,12328092,R,7544357,R,2499781,R,106153,R,106153,R,0,R,1112,R,10151403,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,34072285,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,34072285,R,12222792,R,10412527,R,0,R,0,R,0,R,0,R,4792754,R,1420554,R,4061176,R,3585598,R,7740054,R,4094,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,28816776,R,15422773,R,1600651,R,3628374,R,857513,R,0,R,7307465,R,300,R,0,1,R,1819929,R,34072285,R,12328092,R,38655405,R,7998722,R,0,R,28816776
104391,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,273523,R,0,R,0,R,0,R,0,R,0,R,273523,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,646256,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,61432,A,,A,,R,8,R,707696,R,341584,R,271250,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,A,,A,,R,0,A,,A,,R,307553,R,264614,R,649137,R,535864,R,0,R,63933,R,12302,R,3949,R,33089,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
104443,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,432692,R,6900,R,38218,R,38218,R,0,R,12519,R,490329,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,787907,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,47258,A,,A,,R,155373,R,990538,R,619535,R,175185,R,0,R,0,R,0,R,0,R,0,R,0,R,51542,R,44092,R,191035,R,100256,A,,A,,R,0,A,,A,,R,0,R,0,R,862112,R,319533,R,49719,R,127402,R,99640,R,0,R,265818,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
104568,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1416935,R,0,R,0,R,0,R,0,R,118023,R,1534958,R,118023,R,0,R,118023,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,118023,R,118023,R,0,R,5295614,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,319901,A,,A,,R,5144,R,5620659,R,2210689,R,593763,R,0,R,0,R,0,R,0,R,0,R,0,R,787417,R,213550,R,907070,R,377060,A,,A,,R,0,A,,A,,R,0,R,0,R,3905176,R,1184373,R,141499,R,54173,R,39168,R,0,R,2485963,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
104717,R,2029830000,R,15000000,R,1426972000,R,98500000,R,1551462000,R,1205746000,R,478368000,R,2029830000,R,169197000,R,1311692000,R,104810000,R,80295000,R,1240000,R,1667234000,R,240262000,R,1426972000,R,1371666000,R,1349414000,R,0,R,22252000,R,0,R,456116000,R,0,R,478368000,R,203664183,R,14684109,R,214485,R,214485,R,0,R,321859000,R,540421777,R,321859000,R,0,R,321859000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,321859000,R,321859000,R,0,R,1083792896,R,977250,Z,0,R,977250,Z,0,Z,0,Z,0,Z,0,Z,0,R,767945,R,15900048,R,235789575,R,21297930,R,0,R,13140356,R,1371666000,R,222274136,R,150212589,R,362520,R,157353,R,15293782,R,5099285,R,131730155,R,37546584,R,504439539,R,330782926,R,404233175,R,68447406,R,71080693,R,9892338,Z,0,R,0,R,0,R,0,R,0,R,1349414000,R,602138481,R,73086439,R,72328314,R,56969831,R,58301177,R,486589758,R,0,R,0,3,R,22252000,R,1371666000,R,478368000,R,2029830000,R,-1047104000,R,1205746000,R,1349414000
105215,R,7081000,R,0,R,524000,R,0,R,2557000,R,0,R,4524000,R,7081000,R,0,R,0,R,7368000,R,0,R,3641000,R,11009000,R,10485000,R,524000,R,11592000,R,12254000,R,-1000,R,-663000,R,1426000,R,3761000,R,0,R,4524000,R,2006000,R,91000,R,0,R,0,R,0,R,572000,R,2669000,R,594000,R,0,R,594000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,594000,R,594000,R,0,R,11183000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,409000,R,0,A,,R,0,R,11592000,R,3304000,R,2030000,R,0,R,0,R,0,R,0,R,2523000,R,0,R,5129000,R,2326000,R,1298000,R,115000,R,0,R,0,R,0,A,,A,,R,0,R,0,R,12254000,R,4471000,R,637000,R,429000,R,316000,R,0,R,6401000,R,0,R,0,1,R,-663000,R,11592000,R,4524000,R,7081000,R,4000000,R,0,R,12254000
105534,R,39378794,Z,0,R,1527046,Z,0,R,23107254,Z,0,R,16271540,R,39378794,Z,0,R,938014,R,4745763,Z,0,Z,0,R,5683777,R,4156731,R,1527046,R,33829165,R,26346231,R,0,R,7482934,R,-16464992,R,25253598,R,0,R,16271540,R,5556029,R,169712,R,11658,R,11658,Z,0,R,308873,R,6046272,R,308873,R,0,R,308873,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,308873,R,308873,R,0,R,27980220,Z,0,Z,0,Z,0,R,11658,Z,0,R,11658,Z,0,Z,0,R,308873,R,-197326,Z,0,Z,0,Z,0,R,5725740,R,33829165,R,11121492,R,6891182,Z,0,Z,0,Z,0,Z,0,R,846417,R,689118,R,8111442,R,4242952,R,5958007,R,2130480,Z,0,Z,0,R,308873,Z,0,Z,0,R,0,R,0,R,26346231,R,13953732,R,2799980,R,1901901,R,563906,Z,0,R,7126712,A,,A,,-2,R,7482934,R,33829165,R,16271540,R,39378794,R,14744494,R,0,R,26346231
105543,R,11094319,Z,0,R,2149559,Z,0,R,10820730,Z,0,R,273589,R,11094319,Z,0,R,4011768,R,3054819,Z,0,Z,0,R,7066587,R,4917028,R,2149559,R,11023661,R,11104350,R,0,R,-80689,R,-663718,R,1017994,R,2,R,273589,R,2629423,Z,0,Z,0,Z,0,Z,0,R,2534,R,2631957,R,2534,R,0,R,2534,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2534,R,2534,R,0,R,8326720,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,2534,R,-7954,R,47361,Z,0,A,,R,2655000,R,11023661,R,5920395,R,3325560,Z,0,Z,0,Z,0,Z,0,R,373592,R,332556,R,2606907,R,870863,R,2200922,R,703899,Z,0,Z,0,R,2534,A,,A,,R,0,R,0,R,11104350,R,5232878,R,977779,R,1384618,R,265324,Z,0,R,3243751,A,,A,,-2,R,-80689,R,11023661,R,273589,R,11094319,R,-1875971,R,0,R,11104350
105659,R,26362001,R,0,R,520146,R,13759582,R,13646075,R,0,R,12715926,R,26362001,R,814333,R,0,R,788650,R,2185,R,374098,R,1979266,R,1459120,R,520146,R,22906421,R,17245683,R,1,R,5660739,R,-5352967,R,12407997,R,157,R,12715926,R,4814615,R,65000,R,829774,R,605363,R,224411,R,1430827,R,7140216,R,1430827,R,0,R,1430827,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1430827,R,1430827,R,0,R,22573213,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,114174,R,0,A,,R,219034,R,22906421,R,2273668,R,1885100,R,0,R,0,R,0,R,0,R,2737866,R,0,R,1083004,R,839793,R,5547317,R,1449320,R,0,R,0,R,0,A,,A,,R,5603828,R,0,R,17245683,R,4174213,R,592163,R,1017555,R,238059,R,0,R,11223693,R,1534659,R,179372,3,R,7374770,R,22906421,R,12715926,R,26362001,R,-1563802,R,0,R,17245683
105677,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,33658,Z,0,Z,0,Z,0,Z,0,Z,0,R,33658,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,710923,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,109944,A,,A,,R,0,R,820867,R,545987,R,340234,Z,0,Z,0,Z,0,Z,0,R,147000,R,108976,R,32789,R,0,R,18234,R,0,A,,A,,Z,0,A,,A,,R,0,R,0,R,744010,R,449210,Z,0,Z,0,R,4373,R,0,R,290427,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
106041,R,221879000,R,0,R,58506000,R,0,R,141661000,R,92916000,R,80218000,R,221879000,R,5167000,R,50541000,R,41566000,R,4718000,R,1606000,R,103598000,R,45092000,R,58506000,R,48125000,R,35573000,R,0,R,12552000,R,-19620000,R,87692000,R,-406000,R,80218000,R,6258000,R,162000,R,0,R,0,R,0,R,2355000,R,8775000,R,2405000,R,0,R,2405000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2405000,R,2405000,R,0,R,41495000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,5383000,R,969000,R,0,A,,R,278000,R,48125000,R,8395000,R,4682000,R,0,R,0,R,0,R,0,R,6976000,R,418000,R,11995000,R,6128000,R,1929000,R,187000,R,0,R,0,R,0,A,,A,,R,6278000,R,0,R,35573000,R,11415000,R,1395000,R,1353000,R,2942000,R,6278000,R,12190000,R,0,R,0,1,R,12552000,R,48125000,R,80218000,R,221879000,R,21712000,R,92916000,R,35573000
106315,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,489623,Z,0,Z,0,Z,0,Z,0,Z,0,R,489623,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,489658,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,61436,A,,A,,R,0,R,551094,R,154102,R,130527,Z,0,R,0,Z,0,R,0,R,17100,R,15150,R,18966,R,9125,R,81320,R,22580,A,,A,,R,0,A,,A,,R,0,R,0,R,271488,R,177382,R,23581,R,2947,R,0,R,0,R,67578,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
106324,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,113699,R,0,R,0,R,0,R,0,R,0,R,113699,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,232665,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,47277,A,,A,,R,0,R,279942,R,120487,R,64208,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,130289,R,30783,A,,A,,R,0,A,,A,,R,0,R,0,R,250776,R,94991,R,6364,R,29166,R,4918,R,0,R,115337,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
106351,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,350603,R,16763,R,0,R,0,R,0,R,0,R,367366,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,895821,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,9865,A,,A,,R,0,R,905686,R,302654,R,284620,Z,0,Z,0,Z,0,Z,0,R,10471,R,10471,R,18756,R,18756,R,79852,R,73652,A,,A,,R,0,A,,A,,R,90622,R,307,R,502355,R,387806,R,0,R,5974,R,0,R,0,R,108575,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
106494,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,424397,R,0,R,0,R,0,R,0,R,0,R,424397,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,820506,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,73,R,249875,A,,A,,R,0,R,1070454,R,593110,R,311249,R,0,R,0,R,0,R,0,R,35581,R,18550,R,0,R,0,R,429067,R,78000,A,,A,,Z,0,A,,A,,R,0,R,0,R,1057758,R,407799,R,7950,R,151414,R,62178,R,4219,R,424198,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
106908,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1382653,R,173975,Z,0,Z,0,Z,0,R,42809,R,1599437,R,101739,R,0,R,101739,R,0,R,0,R,0,R,72751,R,72751,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,28988,R,28988,R,0,R,4487374,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,14492,R,296067,A,,A,,R,0,R,4797933,R,1975414,R,856494,Z,0,Z,0,Z,0,Z,0,R,244419,R,234610,R,502124,R,481974,R,875091,R,294408,A,,A,,Z,0,A,,A,,R,1189822,R,0,R,4786870,R,1867486,R,78076,R,346741,R,212046,R,9586,R,2272935,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
107099,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,493559,R,0,R,0,R,0,R,0,R,0,R,493559,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,962068,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,133804,A,,A,,R,0,R,1095872,R,495511,R,255872,Z,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0,Z,0,R,340720,Z,0,A,,A,,Z,0,A,,A,,R,0,R,0,R,836231,R,255872,R,17233,R,29981,R,34843,R,0,R,498302,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
107220,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1167907,R,0,R,109142,R,32083,R,77059,R,44304,R,1321353,R,147725,R,0,R,147725,R,0,R,0,R,0,R,0,R,0,R,0,R,26899,R,26899,R,0,R,76522,R,76522,R,0,R,0,R,0,R,0,R,44304,R,44304,R,0,R,3158062,R,0,R,0,R,0,R,62268,R,0,R,62268,R,0,R,0,R,0,R,0,R,390765,A,,A,,R,195904,R,3806999,R,1342020,R,1107020,R,0,R,0,R,0,R,0,R,421001,R,421001,R,1569,R,1569,R,745964,R,745964,A,,A,,R,0,A,,A,,R,0,R,0,R,2510554,R,2275554,R,30699,R,22545,R,1569,R,1244,R,178943,A,,A,,-2,A,,A,,A,,A,,A,,A,,A,
