UNITID,F1CORREV,F1TUFEPC,F1STAPPC,F1LCAPPC,F1GVGCPC,F1PGGCPC,F1INVRPC,F1OTRVPC,F1TUFEFT,F1STAPFT,F1LCAPFT,F1GVGCFT,F1PGGCFT,F1INVRFT,F1OTRVFT,F1COREXP,F1INSTFT,F1RSRCFT,F1PBSVFT,F1ACSPFT,F1STSVFT,F1INSUFT,F1OTEXFT,F1INSTPC,F1RSRCPC,F1PBSVPC,F1ACSPPC,F1STSVPC,F1INSUPC,F1OTEXPC,F1SWINSP,F1SWRSRP,F1SWPBSP,F1SWACSP,F1SWSTSP,F1SWISPP,F1SWOTEP,F1SWCREP,F1ENDMFT,F1SAFBPC,F1SALRPC,F1EQUITR,F2CORREV,F2TUFEPC,F2GVGCPC,F2PGGCPC,F2INVRPC,F2OTRVPC,F2TUFEFT,F2GVGCFT,F2PGGCFT,F2INVRFT,F2OTRVFT,F2COREXP,F2INSTFT,F2RSRCFT,F2PBSVFT,F2ACSPFT,F2STSVFT,F2INSUFT,F2OTEXFT,F2INSTPC,F2RSRCPC,F2PBSVPC,F2ACSPPC,F2STSVPC,F2INSUPC,F2OTEXPC,F2SWINSP,F2SWRSRP,F2SWPBSP,F2SWACSP,F2SWSTSP,F2SWISPP,F2SWOTEP,F2SWCREP,F2ENDMFT,F2SAFBPC,F2SALRPC,F2EQUITR,F3CORREV,F3TUFEPC,F3GVGCPC,F3PGGCPC,F3INVRPC,F3SSEAPC,F3OTRVPC,F3TUFEFT,F3GVGCFT,F3PGGCFT,F3INVRFT,F3SSEAFT,F3OTRVFT,F3COREXP,F3INSTFT,F3RSRCFT,F3PBSVFT,F3ACSPFT,F3STSVFT,F3INSUFT,F3OTEXFT,F3INSTPC,F3RSRCPC,F3PBSVPC,F3ACSPPC,F3STSVPC,F3INSUPC,F3OTEXPC,F3SWINSP,F3SWRSRP,F3SWPBSP,F3SWACSP,F3SWSTSP,F3SWISPP,F3SWOTEP,F3SWCREP,F3SAFBPC,F3SALRPC,F3EQUITR
100858,1369025427,37,27,0,15,5,7,8,16999,12460,0,6911,2455,3129,3823,1155922209,10041,10298,4421,6711,1731,3600,1849,26,27,11,17,4,9,5,51,45,42,51,44,65,0,47,33785,59,44,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19498853,52,4,30,-4,18,9946,673,5779,-684,3420,35835958,10898,0,0,3142,9143,11756,229,31,0,0,9,26,33,1,70,,,18,42,36,0,46,51842,47,38,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101028,22966549,7,37,0,56,0,0,0,1486,8225,0,12432,0,48,86,20128522,6171,0,0,788,2522,5090,4953,32,0,0,4,13,26,25,67,,,73,65,28,8,42,48,55,42,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6770171,63,37,0,0,0,0,11951,6966,0,0,0,47,6947979,7449,0,0,888,2321,8249,555,38,0,0,5,12,42,3,53,,,76,86,5,0,36,38,36,28
101143,37714534,9,31,0,57,0,2,0,2158,7570,0,13876,35,495,104,24459909,6506,0,834,494,2528,3019,2338,41,0,5,3,16,19,15,60,,7,49,50,39,0,42,11,54,42,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101161,75890298,15,45,3,34,0,0,2,2251,6984,519,5313,41,73,336,70875060,6906,0,1,955,1733,1676,3219,48,0,0,7,12,12,22,60,,100,50,51,47,0,43,,55,43,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47912202,79,4,13,1,3,13890,757,2241,99,485,47182579,8310,0,0,1400,3926,3540,31,48,0,0,8,23,21,0,59,,,27,38,30,0,45,7323,51,42,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101240,76954247,9,34,1,35,0,1,20,2130,8052,291,8417,84,207,4741,56295735,6030,0,31,749,1868,3124,5697,34,0,0,4,11,18,33,68,,79,62,65,41,0,41,1175,51,40,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026889,91,0,0,0,9,0,9499,0,0,0,980,0,611136,2921,0,0,129,194,2992,0,47,0,0,2,3,48,0,47,,,100,100,26,,40,41,40,
101286,45008842,12,44,0,41,0,2,1,2050,7499,0,6946,14,321,168,43335146,8294,0,0,949,1813,3031,2279,51,0,0,6,11,19,14,57,,,60,54,40,0,46,65,57,45,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101295,53908034,14,44,0,38,0,1,2,1907,5878,0,5067,18,113,272,51833559,6597,0,0,1275,1927,1768,1178,52,0,0,10,15,14,9,46,,,42,45,40,0,40,,49,39,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101301,32726323,10,33,0,42,1,0,14,2491,8036,0,10186,136,44,3294,26514803,6918,0,165,859,4044,4211,3399,35,0,1,4,21,21,17,51,,27,56,49,30,0,37,,43,37,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7531451,95,0,0,0,5,13184,0,0,0,636,7212273,5079,0,0,716,4576,1897,965,38,0,0,5,35,14,7,59,,,41,30,27,2,39,,47,39,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15781248,70,0,33,-20,17,14072,12,6567,-3974,3350,20187659,7839,0,0,2564,9672,5545,0,31,0,0,10,38,22,0,58,,,54,44,43,,49,68414,51,41,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4891016,8,0,48,30,14,4602,0,26030,16106,7606,3589652,7714,794,1246,3519,6230,20382,0,19,2,3,9,16,51,0,68,79,50,60,62,37,,50,167113,56,49,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101462,26745731,4,25,0,60,1,0,10,1678,10949,0,26542,587,50,4403,13730979,6617,0,0,1895,2778,5063,6343,29,0,0,8,12,22,28,61,,,63,51,40,7,40,,51,40,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101471,46451651,0,54,0,12,0,1,34,2,25339,0,5507,63,262,16131,18333550,9192,0,0,2002,2602,2077,2797,49,0,0,11,14,11,15,74,,,88,72,60,0,63,,81,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101480,187023632,31,27,0,19,0,2,21,6983,6167,0,4275,0,371,4808,159981676,6797,78,548,1245,4504,3308,2856,35,0,3,6,23,17,15,64,42,40,53,38,36,0,42,1864,52,38,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101505,69352688,23,43,0,30,0,2,2,3166,5881,13,4076,59,327,271,62431630,5831,0,0,253,1378,2591,2364,47,0,0,2,11,21,19,63,,,41,62,45,0,47,277,60,47,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101514,83968714,23,41,0,28,0,0,7,3516,6135,0,4131,41,56,1110,71519814,5541,0,0,1019,1253,2541,2413,43,0,0,8,10,20,19,63,,,60,58,43,0,46,1476,60,46,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101569,71488686,3,25,0,70,0,1,1,1121,8264,0,23519,114,200,439,41741164,8826,0,0,1371,2405,4159,2892,45,0,0,7,12,21,15,55,,,53,33,17,0,36,281,45,35,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101587,103197113,39,36,0,18,0,0,7,7985,7452,0,3676,0,5,1350,84342154,7978,100,1133,1350,2204,1608,2354,48,1,7,8,13,10,14,40,26,0,25,35,43,20,33,85,48,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101602,21604218,8,46,2,40,2,0,2,1307,7463,274,6588,316,53,304,18604515,5967,0,0,1303,1419,2618,2734,42,0,0,9,10,19,19,67,,,49,62,42,0,47,,58,46,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101648,23742610,4,44,0,8,1,0,44,2711,30460,88,5230,456,7,30676,14015758,5927,0,0,2166,12793,11036,9180,14,0,0,5,31,27,22,76,,,67,63,38,0,44,21457,50,38,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26747378,22,36,8,7,27,4670,7749,1666,1524,5875,26469308,3907,0,0,1825,7482,8047,0,18,0,0,9,35,38,0,59,,0,49,33,22,,35,22120,39,33,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27921074,48,1,26,8,16,10256,139,5504,1767,3487,20531573,8372,0,0,554,2351,4277,0,54,0,0,4,15,27,0,54,,,22,47,38,,47,18063,48,36,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101709,74569454,24,37,0,25,0,1,14,7664,11703,0,7907,0,340,4432,76508490,12968,22,302,3218,6293,9184,891,39,0,1,10,19,28,3,57,53,59,52,48,17,0,42,16332,52,40,-7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101736,36440457,9,44,0,43,1,0,3,1471,7492,18,7238,128,79,492,34502830,6314,0,729,822,2198,2997,2958,39,0,5,5,14,19,18,68,,62,51,62,33,0,47,851,60,47,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101879,165701558,36,39,0,10,0,2,14,7929,8566,0,2150,0,450,3028,136686858,7641,44,737,987,2269,1781,4790,42,0,4,5,12,10,26,67,30,49,53,50,72,0,46,7140,60,44,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101897,31584484,11,39,0,33,0,1,15,2038,6906,0,5914,73,181,2652,25683530,6058,0,0,987,2030,2707,2663,42,0,0,7,14,19,18,66,,,66,37,46,0,46,,57,44,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47050834,36,20,35,6,4,11875,6550,11382,1900,1242,56843789,8660,302,440,2999,4686,8698,14022,22,1,1,8,12,22,35,65,57,29,44,25,29,0,27,9546,36,25,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101994,11262609,5,62,0,32,0,0,0,1540,18371,0,9434,13,20,106,8537949,8559,0,0,1836,2512,5462,3982,38,0,0,8,11,24,18,61,,,57,46,48,0,45,,56,44,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102030,52141763,4,31,0,60,2,0,4,1028,8817,0,16845,485,10,1061,40699606,6883,0,0,844,1995,4682,7644,31,0,0,4,9,21,35,67,,,63,63,32,0,36,98,43,36,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179782537,66,2,11,16,5,20011,474,3310,4821,1650,165865930,16196,0,614,2081,5394,3639,0,58,0,2,7,19,13,0,56,,16,37,35,51,,49,74658,57,44,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2372907,2,1,37,0,59,2186,1374,36654,208,58449,748842,8074,0,250,7500,917,13128,1333,26,0,1,24,3,42,4,98,,83,100,95,95,0,93,6568,79,79,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102067,54497685,13,42,0,41,2,1,2,2282,7273,0,7192,276,195,277,47845642,5724,0,0,1024,1846,3754,3013,37,0,0,7,12,24,20,65,,,56,59,38,4,45,,57,45,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102076,34304275,22,35,0,22,0,2,20,3251,5153,0,3213,25,364,2923,22535624,3866,0,6,440,1364,2203,1928,39,0,0,4,14,22,20,58,,48,56,50,28,0,39,1117,49,38,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102094,559624000,23,32,0,15,3,8,20,9462,13613,0,6194,1304,3223,8253,393735000,10579,3239,1178,2530,4340,1974,5743,36,11,4,9,15,7,19,43,42,41,43,39,44,0,34,39248,52,44,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25440796,50,5,18,24,3,11783,1110,4360,5776,681,31704839,8919,0,0,3235,7612,8274,1507,30,0,0,11,26,28,5,58,,,38,33,39,0,41,10201,38,33,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19685612,32,52,12,4,0,8233,13447,3252,1160,16,20460263,5518,0,0,1342,5279,14996,0,20,0,0,5,19,55,0,73,,,69,37,40,,48,27472,52,46,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41090242,30,22,15,1,32,13008,9656,6553,217,13865,18210204,2342,0,202,791,6020,9833,0,12,0,1,4,31,51,0,95,,67,63,41,35,,46,80263,47,43,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102313,40262054,5,30,0,64,0,1,0,1541,8297,0,18029,27,143,39,27291802,6196,0,0,1666,1325,5971,3875,33,0,0,9,7,31,20,61,,,54,63,31,0,39,,52,39,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102368,317702816,33,21,0,17,0,5,24,9503,6260,0,4842,115,1354,7161,248382686,8185,196,2588,1853,4087,3729,2219,36,1,11,8,18,16,10,56,49,46,37,43,34,0,42,16663,54,41,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,149530202,23,31,13,9,24,12467,16838,6886,5117,12968,136546654,15926,9833,5434,2458,4745,10666,502,32,20,11,5,10,22,1,48,36,26,41,34,28,10,37,54461,42,36,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597053,78,2,0,19,2,15260,307,83,3717,308,4953376,9402,806,577,966,4570,21205,0,25,2,2,3,12,57,0,51,84,51,48,54,46,0,49,7576,61,49,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102429,50499993,12,40,0,46,2,0,1,2464,8373,0,9625,336,69,175,46436071,7308,0,41,1181,2407,2448,5964,38,0,0,6,12,13,31,66,,59,64,63,44,0,42,161,53,42,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102553,252473602,21,46,0,22,5,0,6,7723,17166,121,8096,1898,92,2290,255933080,16250,2831,4657,4274,4832,5876,-821,43,7,12,11,13,16,-2,51,43,32,42,41,43,0,45,13888,55,44,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,576590,52,0,45,-7,10,12387,0,10844,-1652,2445,624817,8702,0,0,1206,1498,14628,0,33,0,0,5,6,56,0,92,,,0,92,78,,80,72860,65,65,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102614,432162582,9,36,0,42,8,0,5,9518,35907,0,42042,8332,0,5150,436402533,20352,51083,8435,9504,7402,9700,-4538,20,50,8,9,7,10,-4,48,32,35,40,38,32,0,38,34773,44,36,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102632,39903593,24,59,0,11,4,0,2,8748,21799,0,3979,1431,79,809,38553287,18705,1521,368,5110,4285,7954,-2345,53,4,1,14,12,22,-7,51,46,49,45,46,38,0,50,8932,59,48,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18720441,31,19,17,33,0,12345,7273,6866,12761,0,18568631,14628,6127,1419,764,7461,8528,0,38,16,4,2,19,22,0,61,53,50,41,48,54,,55,202325,64,51,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102711,9284197,14,57,0,17,0,0,11,9895,40749,0,12286,0,0,7942,12291445,31891,0,4702,4954,10981,26617,14682,34,0,5,5,12,28,16,47,,56,56,73,29,0,39,,60,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38277966,100,0,0,0,0,0,6710,0,0,10,0,0,43326744,2637,0,0,588,2403,1691,287,35,0,0,8,32,22,4,49,,,69,47,33,3,45,53,45,68
103501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3463141,88,0,0,9,3,0,7926,0,0,791,255,0,4076183,4279,0,0,5810,383,88,0,41,0,0,55,4,1,0,37,,,47,87,64,,45,46,45,61
103529,51457027,3,34,0,0,11,46,7,,,,,,,,46242914,,,,,,,,0,0,15,0,0,94,-8,,,7,,,48,0,46,,54,46,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2597914,83,0,0,0,5,12,10236,0,0,0,554,1522,1682480,6329,0,0,0,380,1264,0,79,0,0,0,5,16,0,34,,,,85,67,,42,49,42,
103893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21442855,76,24,0,0,0,0,14051,4496,1,0,0,17,17939196,6176,0,0,235,2479,6642,0,40,0,0,2,16,43,0,58,,,49,65,16,,41,44,41,32
103909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11723693,79,20,0,0,0,0,15373,3944,0,0,0,28,12132241,8847,0,0,129,2356,8688,0,44,0,0,1,12,43,0,62,,,52,76,22,,46,50,46,32
103927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8611727,77,23,0,0,0,0,12959,3877,0,0,0,17,8145347,6515,0,0,226,2305,6895,0,41,0,0,1,14,43,0,60,,,40,70,28,,47,50,47,32
