UNITID,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12 
197647,64,64,.,71,71,.,71,71,.,0,0,.
197692,76,76,.,77,77,.,77,77,.,0,0,.
197708,63,64,62,62,64,61,62,64,61,0,0,0
197735,89,89,.,100,100,.,100,100,.,0,0,.
197744,59,59,.,100,100,.,100,100,.,0,0,.
197869,83,79,86,21,22,21,21,22,20,0,0,0
197911,95,93,95,15,20,11,15,20,11,0,0,0
197984,97,97,97,15,19,11,15,19,11,0,0,0
197993,45,.,45,6,.,6,6,.,6,0,.,0
198066,40,41,38,20,21,17,20,21,17,0,0,0
198109,45,0,47,77,.,77,41,.,41,36,.,36
198136,94,93,94,15,17,14,14,16,13,1,1,0
198215,67,63,71,14,16,12,14,16,12,0,0,0
198303,87,83,91,11,14,8,11,14,8,0,0,0
198385,17,17,17,49,49,50,49,49,50,0,0,0
198419,6,6,6,55,55,55,55,55,55,0,0,0
198464,92,91,93,19,21,18,19,21,18,0,0,0
198507,74,71,76,12,17,9,12,17,9,0,0,0
198516,74,73,75,13,14,12,13,14,12,0,0,0
198543,81,75,84,24,24,23,23,23,23,1,1,0
198561,75,74,75,9,11,9,9,11,9,0,0,0
198598,84,83,85,16,23,9,16,23,9,0,0,0
198613,84,84,83,14,16,13,13,14,12,1,1,1
198695,79,76,81,15,18,14,15,18,14,0,0,0
198756,25,33,24,46,51,41,44,49,40,1,2,1
198808,61,62,62,20,24,18,20,24,18,0,0,0
198835,83,83,83,9,11,7,8,11,7,0,0,1
198862,64,63,65,8,14,4,8,14,4,0,0,0
198871,86,97,60,27,25,32,26,25,32,0,1,0
198899,74,74,75,22,25,19,21,24,18,1,1,0
198950,73,.,73,26,.,26,25,.,25,0,.,0
198969,76,73,83,18,17,20,18,17,20,0,0,0
199032,68,67,69,21,27,17,21,27,17,0,0,0
199069,75,76,74,20,24,17,19,23,15,1,0,2
199102,56,53,58,21,23,20,21,23,20,0,0,0
199111,74,73,75,16,17,15,16,17,15,0,0,0
199120,17,17,18,46,43,48,46,43,48,0,0,0
199139,80,78,81,24,28,22,24,27,21,1,1,0
199148,92,91,92,22,23,22,22,23,22,0,0,0
199157,84,81,86,15,16,15,15,16,15,0,0,0
199184,32,33,31,58,66,53,58,66,53,0,0,0
199193,47,43,52,34,37,31,33,37,31,0,0,0
199209,68,69,66,15,14,20,15,13,20,0,0,0
199218,69,62,72,20,23,19,20,23,19,0,0,0
199272,95,94,96,15,21,10,15,21,10,0,0,0
199281,90,87,91,23,27,22,22,26,21,1,1,1
199306,69,70,69,18,22,15,18,22,15,0,0,0
199412,71,73,71,13,18,11,13,18,11,0,0,0
199458,63,60,69,21,24,17,21,24,17,0,0,0
199582,59,58,59,12,15,10,9,11,8,3,4,2
199607,87,60,88,9,0,9,9,0,9,0,0,0
199643,61,60,62,13,20,9,13,19,9,0,1,0
199698,65,62,68,16,17,14,16,17,14,0,0,0
199759,80,80,80,69,64,75,25,25,25,44,39,50
199847,21,21,22,38,39,38,38,39,38,0,0,0
199865,84,83,84,25,30,22,25,30,22,0,0,0
199962,86,83,88,5,6,4,5,6,4,0,0,0
199999,73,70,75,15,15,15,15,15,15,0,0,0
200004,85,83,86,13,14,12,13,14,12,0,0,0
200059,72,72,72,46,51,41,44,49,39,2,2,2
200156,92,95,88,27,26,30,27,26,30,0,0,0
200217,81,80,83,38,41,35,37,41,35,0,0,0
200226,71,72,70,52,48,56,52,48,56,0,0,0
200253,93,93,94,81,78,84,77,74,80,4,4,4
200280,83,80,87,32,32,32,31,31,32,1,1,1
200332,96,95,96,31,34,28,30,34,28,0,0,0
200484,44,48,42,48,56,41,45,50,41,3,6,0
200572,83,81,86,57,55,61,52,51,53,6,4,8
200785,94,89,95,69,71,69,39,41,39,30,29,30
200800,84,83,84,21,24,18,20,23,18,0,0,0
200846,85,82,86,56,61,52,49,48,49,7,13,4
201061,45,30,48,20,13,26,20,13,26,0,0,0
201104,72,69,75,16,17,16,15,15,15,1,2,1
201177,55,73,54,65,64,69,56,55,58,10,9,10
201195,77,82,73,20,20,20,20,20,19,0,0,0
201371,96,95,97,15,16,15,15,16,15,0,0,0
201441,79,77,80,21,23,20,21,23,20,0,0,0
201548,72,67,76,16,17,16,16,17,16,0,0,0
201645,27,27,28,15,15,14,15,15,14,0,0,0
201654,65,70,62,32,37,29,32,37,29,0,0,0
201690,89,91,89,18,26,15,16,23,13,2,3,2
201821,71,64,72,38,50,37,37,50,36,1,0,1
201885,86,87,86,25,28,24,25,27,23,0,0,0
202046,70,63,73,32,32,32,32,32,32,0,0,0
202073,36,42,29,30,29,27,30,29,27,0,0,0
202134,85,91,96,17,19,16,16,18,16,0,0,0
202170,91,89,92,32,32,30,32,32,29,0,0,0
202480,74,70,78,14,15,13,14,15,13,0,0,0
202514,63,63,63,9,7,18,9,7,18,0,0,0
202523,22,22,22,25,27,24,25,27,24,0,0,0
202763,86,85,87,22,21,23,21,21,23,0,0,0
202903,64,67,62,67,62,70,47,34,57,20,28,13
202912,75,100,72,100,100,100,67,100,62,33,0,38
202985,29,33,27,100,100,100,100,100,100,0,0,0
203030,100,100,100,100,100,100,100,100,100,0,0,0
203085,71,70,74,19,19,18,19,19,18,0,0,0
203128,93,92,94,11,11,11,11,11,10,0,0,0
203368,82,81,84,16,17,15,16,17,15,0,0,0
203386,90,90,90,71,69,71,71,69,71,0,0,0
203517,88,86,90,24,23,24,24,23,24,0,0,0
203535,34,29,38,19,21,18,19,21,18,0,0,0
203544,34,36,34,49,50,48,36,39,36,12,11,13
203580,54,53,58,38,52,25,38,52,25,0,0,0
203757,60,58,62,26,31,23,26,30,23,0,0,0
203775,78,75,81,20,24,16,19,23,16,0,0,0
203845,83,80,86,16,18,13,16,18,13,0,0,0
203960,46,54,45,46,62,44,28,31,28,17,31,16
204024,88,87,89,15,16,14,15,16,14,0,0,0
204176,63,75,62,58,67,57,58,67,57,0,0,0
204185,76,72,83,21,20,21,21,20,21,0,0,0
204194,85,82,87,32,30,34,32,30,34,0,0,0
204200,54,57,51,26,22,30,26,22,30,0,0,0
204264,86,84,90,18,16,21,18,16,21,0,0,0
204468,79,78,79,9,11,8,9,11,8,0,0,0
204501,35,32,37,23,24,22,23,24,22,0,0,0
204617,52,52,53,18,15,21,18,15,21,0,0,0
204635,54,50,59,18,21,16,18,21,16,0,0,0
204796,53,51,54,23,24,23,23,24,23,0,0,0
204857,87,85,88,21,21,20,20,21,20,0,0,0
204893,100,100,100,83,100,80,83,100,80,0,0,0
204909,52,46,58,16,17,16,16,17,16,0,0,0
204936,84,85,83,17,17,18,17,16,18,0,0,0
205027,88,88,.,86,86,.,86,86,.,0,0,.
205054,56,78,55,64,43,66,64,43,66,0,0,0
205124,90,90,.,93,93,.,93,93,.,0,0,.
205391,99,100,99,25,16,28,18,13,20,7,3,8
205957,67,64,69,41,42,39,39,41,38,1,1,2
206048,83,84,82,19,18,19,14,15,14,4,3,6
206084,92,92,93,18,20,17,18,20,16,1,1,0
206349,85,78,86,21,19,21,21,19,21,0,0,0
206394,88,75,100,86,67,100,43,0,75,43,67,25
206437,73,69,76,20,21,18,20,21,18,0,0,0
206491,45,44,46,10,15,7,9,14,7,1,1,0
206507,88,84,92,18,20,17,18,20,17,0,0,0
206525,94,94,94,14,17,12,14,17,12,0,0,0
206589,56,51,62,14,16,13,14,16,13,0,0,0
206604,95,94,96,19,19,19,18,18,18,1,1,1
206613,100,100,100,41,38,43,37,33,40,4,5,3
206622,85,85,84,9,10,9,9,10,9,0,0,0
206695,81,84,83,27,29,26,26,28,25,1,1,1
206835,52,61,50,48,49,57,47,49,57,0,0,1
206941,70,69,70,53,50,55,50,47,52,3,3,3
207041,70,69,71,60,63,56,58,63,54,2,1,3
207157,43,42,44,59,59,60,53,54,50,6,4,10
207263,99,99,100,43,49,38,41,48,37,1,1,1
207306,56,59,55,40,45,37,39,45,36,0,0,1
207324,96,97,96,23,29,18,22,29,18,0,0,0
207388,71,74,68,34,37,33,32,34,30,2,2,2
207403,47,51,50,23,25,24,23,24,24,0,0,0
207458,70,69,71,30,31,29,30,31,29,0,0,0
207500,73,71,74,30,30,29,26,27,25,4,3,4
207582,78,73,82,23,24,22,19,20,19,3,4,3
207722,56,50,58,36,40,35,35,40,34,0,0,1
207847,74,72,76,60,57,64,52,50,54,8,6,9
207865,77,74,78,38,43,37,36,42,35,1,2,1
207971,69,70,70,8,9,7,7,8,6,1,1,1
208479,92,85,92,64,29,67,64,29,67,0,0,0
208512,100,100,100,100,100,100,100,100,100,0,0,0
208646,99,99,98,25,29,23,25,28,22,1,1,1
208725,34,30,39,41,54,31,41,54,31,0,0,0
208822,92,91,93,19,21,18,19,21,18,0,0,0
209056,69,69,68,14,13,14,14,13,14,0,0,0
209065,89,87,90,20,19,21,20,19,21,0,0,0
209241,100,100,.,0,0,.,0,0,.,0,0,.
209287,53,56,50,36,35,37,36,35,37,0,0,0
209409,67,63,71,25,27,22,25,27,22,0,0,0
209506,93,93,93,11,13,9,10,12,9,1,1,1
209542,83,80,84,21,24,19,19,21,17,2,2,2
209551,86,84,88,17,18,16,16,18,15,0,0,0
209603,94,88,96,20,22,20,20,22,20,0,0,0
209612,92,92,96,15,20,18,15,20,17,0,0,0
209807,93,92,94,22,25,20,21,23,19,2,2,1
209825,93,93,92,9,10,8,9,10,8,0,0,0
209922,31,25,34,14,16,12,14,16,12,0,0,0
210146,88,87,89,30,31,30,29,29,28,2,2,1
210304,72,67,75,10,11,9,10,11,9,0,0,0
210331,85,79,88,26,35,22,26,35,22,0,0,0
210401,81,78,82,16,17,16,16,17,16,0,0,0
210429,83,82,84,21,22,20,20,21,19,1,1,1
210492,80,76,83,17,19,15,16,18,15,0,1,0
210571,85,82,87,8,9,8,8,9,8,0,0,0
210669,70,65,75,10,11,9,10,11,9,0,0,0
210739,77,74,79,18,19,17,18,19,17,0,0,0
210775,59,50,68,15,16,14,15,16,14,0,0,0
211024,89,86,97,32,30,37,29,27,34,3,3,3
211088,78,68,82,10,12,9,10,12,9,0,0,0
211273,31,.,31,36,.,36,36,.,36,0,.,0
211291,33,30,35,27,29,25,27,29,25,0,0,0
211352,79,78,79,11,11,10,11,11,10,0,0,0
211431,93,89,94,19,22,18,19,22,18,1,1,1
211440,11,9,15,44,46,43,44,46,43,0,0,0
211468,84,65,85,17,0,17,17,0,17,0,0,0
211477,34,36,33,60,74,52,26,40,19,34,33,33
211556,66,56,72,13,15,12,13,15,12,0,0,0
211583,98,96,100,10,13,7,9,13,7,0,0,0
211635,12,25,11,100,100,100,100,100,100,0,0,0
211802,42,38,44,54,17,67,54,17,67,0,0,0
211893,10,11,9,83,79,87,83,79,87,0,0,0
211981,95,94,97,20,20,20,20,20,20,0,0,0
212009,35,31,38,20,22,19,20,22,19,0,0,0
212054,80,78,81,10,11,9,10,11,9,0,0,0
212106,87,87,88,13,14,13,13,14,13,0,0,0
212115,94,93,94,22,22,21,22,22,21,0,0,0
212133,97,96,97,25,28,24,23,26,22,2,2,2
212197,81,79,82,19,21,18,19,21,18,0,0,0
212577,36,36,37,15,17,13,15,17,13,0,0,0
212601,81,79,84,12,10,14,12,10,14,0,0,0
212656,79,79,80,22,21,23,22,21,23,0,0,0
212674,56,54,59,20,20,20,20,20,20,0,0,0
212805,71,70,72,39,42,37,39,42,37,0,0,0
212832,58,58,59,24,30,22,24,30,22,0,0,0
212911,14,13,15,45,44,46,45,44,46,0,0,0
212984,77,74,79,22,25,21,22,25,21,0,0,0
212993,71,75,68,48,100,27,36,100,20,11,0,7
213011,70,64,73,14,16,12,13,15,12,0,1,0
213020,92,90,93,22,25,21,22,24,21,1,1,0
213163,92,75,100,92,67,100,92,67,100,0,0,0
213233,96,99,85,59,62,41,57,61,39,2,1,2
213251,76,73,79,15,16,14,15,16,14,0,0,0
213303,81,80,82,16,17,14,15,17,12,1,0,2
213321,96,95,97,12,13,11,12,13,10,0,0,0
213349,96,95,97,23,23,23,23,23,23,0,0,0
213358,97,96,99,4,4,4,4,3,4,0,0,0
213367,94,94,94,11,12,11,11,11,11,0,0,0
213385,34,31,36,21,21,22,21,21,22,0,0,0
213400,97,97,98,54,57,51,53,55,50,1,1,1
213507,77,76,77,18,20,16,18,20,16,0,0,0
213543,37,35,39,27,30,24,27,30,24,0,0,0
213598,81,75,84,7,9,7,7,9,7,0,0,0
213622,90,100,89,89,100,88,89,100,88,0,0,0
213668,75,74,76,13,13,13,13,13,13,0,0,0
213774,93,94,93,17,19,17,16,17,16,1,1,1
213826,81,73,85,21,23,20,21,23,20,0,0,0
213987,81,80,81,19,18,19,19,18,19,0,0,0
213996,79,80,79,30,33,29,30,33,29,0,0,0
214023,100,.,100,67,.,67,67,.,67,0,.,0
214041,92,91,93,20,20,20,19,19,19,1,1,1
214069,89,88,89,19,18,19,19,18,19,0,0,0
214148,53,.,53,14,.,14,14,.,14,0,.,0
214157,67,63,72,19,21,18,19,21,18,0,0,0
214166,86,79,93,18,12,24,18,12,24,0,0,0
214175,66,61,69,15,15,15,15,15,15,0,0,0
214272,85,82,87,13,13,13,13,13,13,0,0,0
214476,41,50,36,71,67,75,43,67,25,29,0,50
214528,66,64,86,69,68,83,57,58,50,12,10,33
214591,95,95,96,20,24,15,20,24,15,0,0,0
214625,91,90,92,22,27,17,22,27,17,0,0,0
214634,87,82,91,31,23,36,29,23,34,1,0,2
214643,95,95,95,20,23,16,20,23,16,0,0,0
214652,94,97,92,11,15,7,10,15,7,0,0,0
214670,94,94,94,16,19,12,15,19,11,0,0,0
214689,96,96,96,13,16,10,12,16,10,0,0,0
214698,93,92,94,11,11,10,11,11,10,0,0,0
214704,97,97,97,12,15,8,11,15,8,0,0,0
214713,96,95,96,13,15,10,13,15,10,0,0,0
214731,96,96,96,17,22,11,16,21,11,1,1,0
214740,92,92,93,21,26,14,21,26,14,0,0,0
214759,81,86,78,14,19,11,14,19,11,0,0,0
214768,90,90,90,28,36,22,28,36,22,0,0,0
214777,55,53,57,19,23,17,19,23,17,0,0,0
214786,88,87,89,20,22,15,19,22,15,0,0,0
214795,91,93,90,31,31,30,31,31,29,0,0,0
214801,93,93,94,15,18,11,14,18,11,0,0,0
214810,86,88,85,22,26,21,22,25,21,0,1,0
214829,93,92,94,10,15,6,10,14,6,0,0,0
214892,65,73,56,81,84,76,81,84,76,0,0,0
214971,91,90,92,11,29,8,11,29,8,0,0,0
215053,44,31,50,27,31,25,25,27,25,1,4,0
215062,7,6,7,68,66,70,68,66,70,0,0,0
215105,80,83,79,21,27,18,21,27,18,0,0,0
215114,81,86,77,53,54,53,53,53,53,1,1,0
215266,94,95,93,6,7,6,6,7,6,0,0,0
215275,98,98,97,14,15,13,14,15,13,0,0,0
215284,97,98,97,15,19,12,15,19,12,0,0,0
215293,49,45,52,17,15,18,17,15,18,0,0,0
215309,46,50,45,44,33,46,44,33,46,0,0,0
215390,75,78,74,100,100,100,67,29,78,33,71,22
215442,82,75,85,11,14,10,11,14,10,0,0,0
215594,13,11,13,100,100,100,75,0,82,25,100,18
215637,100,100,100,55,47,62,55,47,62,0,0,0
215655,94,92,96,13,16,11,13,16,11,0,0,0
215682,75,75,74,61,62,36,61,62,36,0,0,0
215691,76,74,77,11,14,10,11,13,10,0,0,0
215743,73,68,77,21,21,21,21,21,21,0,0,0
215770,89,88,89,13,15,11,13,15,11,0,0,0
215798,73,71,80,22,23,19,22,23,19,0,0,0
215929,84,86,83,13,14,13,13,14,13,0,0,0
215947,78,73,82,18,17,19,18,17,19,0,0,0
215974,84,75,86,88,100,92,88,100,92,0,0,0
215992,95,100,94,48,56,45,48,56,45,0,0,0
216010,88,86,89,19,22,17,19,22,17,0,0,0
216038,74,72,76,35,37,34,35,37,34,0,0,0
216047,75,75,.,100,100,.,100,100,.,0,0,.
216083,98,100,97,52,73,42,50,73,39,2,0,3
216278,77,75,78,12,12,12,12,12,12,0,0,0
216287,7,8,6,42,42,43,42,42,43,0,0,0
216296,91,91,94,52,53,45,52,53,45,0,0,0
216311,88,88,.,91,91,.,91,91,.,0,0,.
216339,80,79,80,15,17,14,15,16,14,0,0,0
216357,82,77,89,15,14,15,15,14,15,0,0,0
216366,89,90,89,15,15,15,15,15,15,0,0,0
216524,82,81,83,14,15,13,14,15,13,0,0,0
216542,82,78,87,41,41,41,40,41,39,1,0,1
216597,23,26,22,32,31,32,32,31,32,0,0,0
216667,88,87,90,12,13,10,12,13,10,0,0,0
216694,76,76,76,18,17,21,18,17,21,0,0,0
216764,88,85,90,23,25,22,23,25,22,0,0,0
216773,73,75,73,100,100,100,100,100,100,0,0,0
216807,75,73,77,17,17,18,17,17,18,0,0,0
216852,88,85,90,10,10,10,10,10,10,0,0,0
216931,94,93,96,11,11,10,10,11,10,0,0,0
216940,39,39,.,75,75,.,75,75,.,0,0,.
217013,94,93,95,20,15,22,20,15,22,0,0,0
217040,100,100,.,82,82,.,82,82,.,0,0,.
217059,96,96,95,17,20,16,17,19,16,0,0,0
217156,5,7,4,67,65,69,67,65,69,0,0,0
217165,69,65,74,16,18,13,16,18,13,0,0,0
217235,83,79,86,14,16,14,14,15,13,0,0,0
217305,74,83,63,25,29,18,25,29,18,0,0,0
217402,53,56,50,20,21,19,20,20,19,0,0,0
217420,88,84,89,20,21,19,19,20,18,1,1,1
217484,76,73,79,18,19,17,17,19,17,0,0,0
217493,17,25,15,54,56,53,54,56,53,0,0,0
217518,91,89,92,15,16,13,14,16,13,0,0,0
217536,70,65,71,15,18,15,15,18,15,0,0,0
217624,43,68,26,13,12,15,12,11,15,0,0,0
217633,45,48,44,35,38,33,35,37,33,0,0,0
217688,87,86,87,17,18,17,17,17,16,0,0,0
217721,68,67,69,9,11,7,9,11,7,0,0,0
217776,51,52,52,34,38,32,33,38,31,1,0,2
217819,76,67,80,13,13,13,13,13,13,0,0,0
217864,99,99,98,31,32,23,30,32,23,0,0,0
217873,78,76,79,7,6,7,7,6,7,0,0,0
217882,43,41,44,20,23,19,20,22,19,0,0,0
217907,94,94,94,20,27,14,20,27,14,0,0,0
217925,48,52,45,73,71,75,66,67,66,7,4,10
217934,98,99,98,9,12,8,8,10,7,1,2,1
217961,56,46,60,14,14,14,14,14,14,0,0,0
217998,53,55,51,32,31,34,27,26,31,4,5,3
218061,83,80,84,21,25,19,21,25,19,0,0,0
218070,67,62,71,13,14,12,13,14,12,0,0,0
218229,67,68,67,27,33,25,27,33,24,0,0,0
218238,89,88,90,17,21,13,16,20,12,0,0,1
218414,75,76,75,17,20,14,17,20,14,0,0,0
218441,76,77,75,30,32,28,29,31,27,1,1,1
218539,59,56,63,14,16,12,14,16,12,0,0,0
218645,76,74,77,30,36,27,30,35,27,0,0,0
218654,80,78,81,24,28,22,24,28,22,0,1,0
218663,64,59,67,24,26,23,24,26,23,0,0,0
218672,76,79,74,61,63,60,60,61,59,1,2,1
218681,71,74,69,38,43,35,36,41,32,2,2,2
218690,72,75,70,52,58,47,49,56,43,3,2,4
218706,80,85,75,58,63,53,56,61,51,2,2,2
218724,79,75,82,20,22,19,20,22,18,0,0,0
218733,84,85,83,16,22,13,14,19,12,1,3,1
218742,79,76,80,28,30,28,28,30,28,0,0,0
218821,82,81,83,31,36,28,28,32,25,3,4,3
218964,70,71,69,20,21,19,20,21,19,0,0,0
218973,60,56,64,19,21,17,19,21,17,0,0,0
219000,66,58,73,27,25,28,27,25,28,0,0,0
219046,97,97,97,32,32,31,29,30,29,2,2,3
219082,79,81,76,53,56,49,52,55,47,1,1,2
219091,75,75,74,19,16,25,19,16,25,0,0,0
219198,68,63,78,24,21,29,23,19,29,1,1,0
219240,100,100,100,20,0,33,0,0,0,20,0,33
219259,93,93,94,29,30,28,27,29,26,2,1,2
219295,76,80,49,19,16,53,19,16,53,0,0,0
219347,83,83,82,43,44,40,42,43,38,1,1,2
219356,86,82,90,40,41,39,39,40,38,1,1,2
219383,76,75,77,17,18,17,17,18,16,0,0,0
219471,99,99,100,30,29,30,28,27,29,2,2,1
219602,94,92,95,25,29,22,22,25,21,2,4,2
219639,41,45,40,34,40,33,31,33,31,3,7,2
219709,96,95,97,22,24,21,22,24,21,0,0,0
219718,89,87,90,15,18,14,13,17,11,2,1,2
219806,80,77,82,13,16,11,13,16,11,0,0,0
219833,87,90,85,23,24,22,23,24,22,0,0,0
219903,95,92,96,62,61,62,62,61,62,0,0,0
219949,66,68,65,44,47,43,44,47,42,0,0,1
219976,71,71,71,27,29,25,26,28,25,0,0,0
220075,85,86,85,25,28,24,24,27,23,1,1,1
220181,71,71,71,6,7,6,6,7,6,0,0,0
220215,91,93,91,34,48,27,34,48,27,0,0,0
220464,61,44,71,100,100,100,100,100,100,0,0,0
220473,63,61,65,58,64,54,56,60,53,3,4,1
220516,61,63,59,29,31,27,28,30,26,1,0,1
220604,100,100,99,27,38,22,25,33,22,2,4,0
220613,73,75,72,35,43,31,35,43,31,0,0,0
220631,78,95,73,20,23,18,19,23,17,1,0,1
220701,80,75,83,43,44,42,42,44,42,0,0,1
220710,70,73,66,17,16,18,17,16,18,0,0,0
220862,95,93,95,16,19,15,16,18,14,1,1,1
220978,73,72,73,30,34,27,30,33,27,0,1,0
221351,54,50,57,17,17,17,17,17,17,0,0,0
221519,52,47,57,17,19,16,17,19,16,0,0,0
221661,66,69,71,38,42,35,38,42,35,1,1,1
221731,61,56,63,34,43,29,34,43,29,0,0,0
221740,83,82,83,33,37,30,32,37,30,0,0,0
221759,68,66,70,28,31,25,28,31,25,0,0,0
221768,88,87,89,23,27,21,23,27,21,0,0,0
221847,78,79,77,36,40,32,36,40,32,0,0,0
221892,71,68,73,32,37,30,32,37,30,0,0,0
221953,81,75,90,13,16,9,13,16,9,0,0,0
221971,53,57,51,22,29,19,22,28,19,0,1,0
221999,7,7,6,52,52,52,52,52,52,0,0,0
222178,66,61,69,12,13,11,12,13,11,0,0,0
222831,79,76,81,37,40,35,36,39,35,1,1,1
222983,54,54,56,12,15,10,12,15,10,0,0,0
223117,70,60,100,100,100,100,0,0,0,100,100,100
223232,46,52,42,18,17,18,18,17,18,0,0,0
223472,69,60,69,44,33,44,44,33,44,0,0,0
224004,86,82,88,11,14,10,11,14,10,0,0,0
224147,88,88,88,26,28,24,25,27,24,1,1,1
224226,91,91,92,9,10,8,9,10,8,0,0,0
224244,50,42,65,45,48,42,45,48,40,1,0,1
224323,59,56,60,16,17,15,16,17,15,0,0,0
224527,68,66,69,40,44,37,40,43,37,0,0,0
224545,91,92,91,16,20,14,15,19,13,1,0,1
224554,86,83,88,17,18,17,16,17,16,1,0,1
225201,53,66,29,88,87,91,88,87,91,0,0,0
225247,88,84,91,17,21,15,17,21,15,0,0,0
225399,84,81,87,8,10,8,8,9,7,1,1,1
225414,69,64,73,26,28,24,21,24,19,5,4,5
225432,88,86,90,25,29,23,22,27,19,3,3,3
225502,82,81,83,13,15,12,11,13,10,2,2,2
225511,66,64,68,28,29,27,26,27,25,2,2,2
225548,62,63,61,28,35,22,27,34,21,1,1,2
225575,52,50,53,19,21,17,18,20,17,0,1,0
225627,94,93,95,11,10,11,11,10,11,0,0,0
225991,86,73,100,80,82,79,80,82,79,0,0,0
226091,84,79,87,28,32,27,26,30,24,2,2,2
226152,48,44,50,35,38,33,34,37,32,1,1,1
226231,49,54,44,21,24,18,20,23,17,1,1,1
226383,82,91,93,32,34,30,32,34,30,0,1,0
226471,96,95,96,6,8,5,6,8,5,0,0,0
226587,57,54,59,21,26,17,21,26,16,0,0,0
226833,92,100,93,15,17,14,15,17,14,0,0,0
227216,79,77,81,26,27,25,25,26,24,2,2,1
227368,88,85,90,48,50,47,38,39,38,10,11,9
227429,57,57,57,9,13,8,2,2,2,7,11,6
227526,76,72,78,36,38,35,36,38,35,0,1,0
227757,9,9,9,44,45,44,44,45,44,0,0,0
227845,85,82,87,13,14,12,13,14,12,0,0,0
227863,97,98,96,47,50,45,46,48,44,1,1,1
227881,85,82,86,25,27,23,23,26,22,1,2,1
228042,85,83,87,20,21,19,20,21,19,0,0,0
228149,86,82,89,11,12,11,11,12,11,0,0,0
228246,52,50,54,19,20,19,19,20,19,0,0,0
228325,86,82,90,56,54,58,55,53,58,0,1,0
228343,45,44,45,18,20,16,18,20,16,0,0,0
228431,90,87,91,21,24,19,21,24,19,0,0,0
228459,88,83,90,30,32,29,29,31,28,1,2,1
228468,54,54,54,17,19,16,16,18,15,1,1,1
228501,97,96,98,36,40,29,34,39,28,1,1,1
228529,87,82,90,49,53,46,45,49,43,4,4,4
228705,97,95,98,20,23,17,19,23,17,1,1,0
228723,63,64,61,46,48,44,42,44,40,4,4,4
228769,81,79,82,27,29,26,24,26,23,3,3,3
228778,31,27,36,48,48,49,48,47,48,1,1,1
228787,85,83,87,23,26,21,22,24,20,2,2,1
228796,100,100,100,36,36,36,28,28,28,8,8,8
228802,94,92,95,34,33,35,30,29,30,4,4,5
228875,56,49,61,27,28,27,27,28,27,0,0,0
228981,92,90,93,20,25,16,20,25,16,0,0,0
229018,95,94,95,48,49,48,45,46,45,3,3,3
229027,87,83,89,28,31,26,23,25,21,5,6,5
229063,97,96,97,29,29,29,26,26,26,3,3,3
229115,67,67,68,29,30,28,28,29,27,1,1,0
229160,61,59,62,16,21,13,16,21,13,0,0,0
229179,94,92,94,20,20,20,19,18,19,0,1,0
229267,31,31,30,19,20,18,19,20,18,0,0,0
229780,70,71,68,29,38,19,27,37,17,2,1,2
229814,92,91,92,30,31,29,29,31,29,1,0,1
230038,67,58,73,79,81,78,76,78,75,3,3,3
230047,34,48,29,67,69,66,67,69,66,0,1,0
230603,84,83,85,14,12,16,13,11,15,1,1,1
230728,94,93,94,31,27,34,28,24,31,3,3,3
230764,89,87,91,29,30,29,28,28,28,1,1,1
230807,70,70,70,12,13,12,12,13,12,0,0,0
230816,45,33,52,17,18,17,17,16,17,0,2,0
230834,81,76,85,17,18,16,17,18,16,0,0,0
230852,56,61,52,15,23,9,14,22,9,1,1,0
230889,86,75,83,67,33,80,67,33,80,0,0,0
230913,73,68,76,12,12,12,11,12,11,0,0,1
230959,13,14,12,39,39,39,39,39,39,0,0,0
230995,83,82,84,18,17,19,18,17,19,0,0,0
231059,85,82,88,12,13,10,12,13,10,0,0,0
231095,93,83,100,38,50,25,38,50,25,0,0,0
231165,50,61,36,27,28,27,27,27,26,0,0,1
231174,60,55,62,17,18,16,17,18,16,0,0,0
231411,70,71,68,71,71,72,71,71,72,0,0,0
231420,76,70,89,14,16,12,14,15,12,0,0,0
231554,63,68,63,24,27,19,24,27,19,0,1,0
231581,90,90,90,14,16,12,14,16,12,0,0,0
231624,33,39,30,27,27,27,27,27,27,0,0,0
231651,32,31,33,23,25,22,16,17,15,8,8,7
231712,85,84,87,18,20,17,18,20,17,0,0,0
232025,97,95,98,16,19,13,16,19,13,0,0,0
232043,99,99,100,18,19,17,18,19,17,0,0,0
232089,84,84,85,19,20,18,19,20,18,1,1,0
232186,90,88,92,23,26,20,22,25,20,1,1,1
232256,40,40,0,21,21,.,21,21,.,0,0,.
232265,46,41,47,13,18,11,12,17,11,0,0,0
232308,72,.,72,9,.,9,9,.,9,0,.,0
232423,78,73,82,20,23,18,20,23,18,0,0,0
232557,99,99,99,20,23,18,15,17,14,5,6,4
232566,88,87,88,15,13,16,15,13,16,0,0,0
232609,96,94,97,13,13,13,13,13,13,0,0,0
232618,40,.,43,50,.,50,33,.,33,17,.,17
232681,86,84,87,19,20,18,18,20,17,0,0,1
232706,81,75,85,12,13,11,12,13,10,0,0,0
232937,89,87,91,16,20,15,15,18,14,1,1,1
232982,95,95,96,22,24,21,22,24,21,0,0,0
233277,93,93,94,11,12,11,11,12,11,0,0,0
233295,85,85,86,20,18,22,20,18,22,0,0,0
