award_id_string,award_value,award_outlaid,award_remaining,remaining_field,source_checked_at,notes
ASST_NON_F31DA060690_7529,48973.15,48973.15,0,usaspending_live_total_obligation_minus_total_outlay,2026-04-22,"USAspending live award detail shows total obligation and outlay both 48973.15 after 2026-03-24 revision of -0.85; suppress stale Grant Witness remaining amount that rounded to $1."
