UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07
234085,R,45144309,R,423404240,R,47233912,R,470638152,R,515782461,R,6542420,R,1921325,R,14478035,R,16399360,R,17362670,R,32982786,R,50345456,R,66744816,R,8605232,R,412472258,R,31027605,R,1274020,R,2200950,R,446974833,R,3742372,R,53109943,R,534914461,R,35198856,R,4302900,R,631268532,R,199819020,Z,0,Z,0,R,131060024,R,119604051,R,11455973,R,439274946,R,-3756086,R,446974833,R,24999087,R,291286,R,7500,Z,0,Z,0,Z,0,R,23517988,Z,0,R,419710,Z,0,R,1701108,R,50936679,Z,0,R,24224514,Z,0,R,1768170,Z,0,Z,0,R,22919890,R,1754810,R,0,R,50667384,R,101604063,R,6779682,R,16016606,R,0,R,6659673,R,29455961,R,131060024,R,35424403,R,16514092,R,314779,R,45548,R,1931124,R,535326,R,11525859,R,3723987,R,10552970,R,3880806,R,8985616,R,3895880,R,1780761,R,41712772,R,7444097,Z,0,Z,0,Z,0,Z,0,R,7375767,R,0,R,119604051,R,36039736,R,15445602,R,11836289,R,14722000,R,556402,R,41004022,1,R,1650412,R,19852885,R,4084526,R,4257979,1,R,837188,R,7562852,R,4515126,R,2104298,R,1221918,R,512947,R,3246963,Z,0,R,12013400,R,1148534,R,18143762,R,8572576,R,7790425,R,16363001,R,1780761,R,1221918,R,635397,R,586521,R,91286,R,47469,R,43817,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,15049797,R,7889710,R,7160087,R,0,R,0,R,0,1,R,661475133,R,715617553,R,54142420,R,10620913,R,57811522,R,-14290015,R,0,R,11314282,R,133077546,R,55954870,R,1083155136,R,379532694,R,55625602,R,158160487
234155,R,77563175,R,249758685,R,251606103,R,501364788,R,578927963,R,11720392,R,8010975,R,38837888,R,46848863,R,68273737,R,56032595,R,124306332,R,171155195,R,17745250,R,247804892,R,119089989,R,12988241,R,21864788,R,401747910,R,25261832,R,26223599,R,392702093,R,61433615,R,39296253,R,544917392,R,235747130,Z,0,Z,0,R,311286072,R,199784929,R,111501143,R,284192714,R,6054053,R,401747910,R,21999477,R,18669208,R,156504,R,1040193,Z,0,R,1040193,R,24522503,Z,0,Z,0,Z,0,R,4170955,R,70558840,Z,0,R,89498451,Z,0,R,15587233,Z,0,Z,0,R,3540667,R,3604014,R,30207191,R,142437556,R,212996396,R,75598731,R,4121678,R,551297,R,18017970,R,98289676,R,311286072,R,51705282,R,28405983,R,9014790,R,4266120,R,10675135,R,4499171,R,9094714,R,3477751,R,7135366,R,3753693,R,32199420,R,14966064,R,15361651,R,53429992,R,5062679,Z,0,Z,0,Z,0,Z,0,R,11168579,R,434550,R,199784929,R,64866011,R,14272053,R,12182434,R,9470416,R,1169653,R,97824362,1,R,1869235,R,40788913,R,9903907,R,8320660,1,R,-1157300,R,10853621,R,6196828,R,2737032,R,15587233,R,15249847,R,23390346,Z,0,R,2874395,R,6505899,R,63607720,R,20449419,R,27796650,R,48246069,R,15361651,R,11822821,R,5011182,R,6811639,R,11566916,R,4902715,R,6664201,R,17741435,R,7519826,R,10221609,R,0,Z,0,Z,0,R,2428398,R,1029293,R,1399105,R,4686499,R,1986403,R,2700096,1,R,78114593,R,98894825,R,20780232,R,26499050,R,5247970,R,-1552703,R,-9414085,R,13211467,R,207050558,R,111501143,R,401747910,R,119089989,R,76284712,R,193839091
234377,R,12069431,R,12371717,R,1255367,R,13627084,R,25696515,R,1666719,R,121566,R,3025888,R,3147454,R,23709,R,6161825,R,6185534,R,9332988,R,2740221,R,13202182,R,736961,Z,0,R,1350882,R,15290025,R,2605115,R,569395,R,20957184,R,10234020,Z,0,R,34365714,R,21026629,R,8372,Z,0,R,24737059,R,22385950,R,2351109,R,12938916,R,0,R,15290025,R,2178788,R,1799084,R,118851,R,94747,R,94747,Z,0,R,99780,A,,R,19819,A,,R,1051100,R,5362169,Z,0,R,12606938,R,153670,R,5438050,Z,0,Z,0,R,417430,R,78058,R,253657,R,18947803,R,24309972,Z,0,R,427087,Z,0,R,0,R,427087,R,24737059,R,9321799,R,4112530,Z,0,Z,0,R,255809,Z,0,R,3152599,R,1050959,R,2157054,R,1245329,R,4571938,R,1733168,R,2658202,R,31848,Z,0,A,,A,,A,,A,,R,236701,R,0,R,22385950,R,8141986,R,1710852,R,1501091,R,1494104,R,10566,R,9527351,1,R,-77589,R,4774418,R,1553347,R,1264818,1,R,-271533,R,992746,R,1186874,R,401901,R,3104665,R,1322132,R,1602427,Z,0,Z,0,R,215730,R,6244954,R,3575437,R,11315,R,3586752,R,2658202,R,1590125,R,1578810,R,11315,R,43049,R,43049,Z,0,R,1740741,R,1740741,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,212837,R,212837,R,0,1,R,7839407,R,8216502,R,377095,R,480813,R,-1047173,R,0,R,943455,R,1806227,R,26422696,R,-643557,R,37234141,R,15126647,R,145275,R,24189382
234669,R,73862660,R,215192500,R,80079947,R,295272447,R,369135107,R,15180188,R,2771191,R,15503314,R,18274505,R,103900,R,87522670,R,87626570,R,105901075,R,50035360,R,187809079,R,6080242,R,0,R,34489539,R,228378860,R,17776019,R,15499891,R,296886855,R,17665095,R,1575177,R,349403037,R,114859343,R,0,R,0,R,153726637,R,153402298,R,324339,R,228054523,R,-2,R,228378860,R,33217441,R,1782317,R,1757831,R,30400641,R,238283,R,30162358,R,11303458,R,0,R,9105,R,0,R,668781,R,79139574,R,0,R,60167865,R,0,R,5111132,R,6075123,R,846073,R,0,R,1211934,R,1,R,73412128,R,152551702,R,1174935,R,0,R,0,R,0,R,1174935,R,153726637,R,74525969,R,45102231,Z,0,Z,0,Z,0,Z,0,R,10337407,R,5057533,R,18997865,R,10005666,R,21276417,R,9039238,R,9052145,R,14285299,R,4614289,Z,0,Z,0,Z,0,Z,0,R,4927196,R,0,R,153402298,R,73818957,R,21146019,R,17447391,R,8079806,R,1671089,R,31239036,1,R,-84705,R,8013137,R,12090929,R,11324152,1,R,-1376288,R,30114485,R,26846526,R,3856036,R,5111131,R,654450,R,7091276,R,630809,R,1257431,R,90637,R,14835734,R,5158785,R,624804,R,5783589,R,9052145,R,814301,R,669739,R,144562,R,370857,R,325996,R,44861,R,3552368,R,3213095,R,339273,R,521514,R,484999,R,36515,R,428145,R,374585,R,53560,R,96404,R,90371,R,6033,1,R,13438887,R,14677097,R,1238210,R,254825,R,1300336,R,-316951,R,0,R,-3328756,R,151101467,R,3881810,R,246556193,R,51153540,R,41350000,R,155949391
234696,R,21865244,R,55812887,R,4352717,R,60165604,R,82030848,R,4220084,R,1300000,R,3776132,R,5076132,R,11366153,R,10996548,R,22362701,R,27438833,R,9580855,R,43949935,R,1648794,Z,0,R,3632515,R,49231244,R,803201,R,0,R,79596057,R,9228099,R,0,R,89627357,R,33011268,R,0,R,0,R,46378145,R,40748817,R,5629328,R,43601917,R,-1,R,49231244,R,4766448,R,958815,R,1672323,R,3007375,R,2939125,R,68250,R,798223,R,0,R,2618,R,0,R,41924,R,11247726,R,0,R,21375880,R,0,R,7837315,R,2613708,R,1274733,R,0,R,230991,R,0,R,33332627,R,44580353,R,1797792,R,0,R,0,R,0,R,1797792,R,46378145,R,18112498,R,9423336,R,0,R,0,R,0,R,0,R,3386896,R,1911149,R,5787098,R,2503374,R,6471491,R,3058551,R,4959123,R,1486915,R,448617,R,0,R,0,R,0,R,0,R,544796,R,77865,R,40748817,R,17422892,R,5313827,R,5072873,R,2054200,R,315857,R,10569168,1,R,-158927,R,433458,R,2877812,R,2811094,1,R,-247244,R,7487211,R,6703043,R,1408990,R,2467593,R,1976850,R,3646486,R,0,R,0,R,413144,R,8504073,R,3544950,R,0,R,3544950,R,4959123,R,1028624,R,1028624,R,0,R,824056,R,824056,R,0,R,1520049,R,1520049,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,172221,R,172221,R,0,1,R,3975180,R,4568532,R,593352,R,365722,R,496250,R,-268620,R,0,R,842159,R,44207963,R,6341281,R,34488979,R,7160022,R,12666153,R,43365804
234711,R,15880749,R,62157243,R,8588062,R,70745305,R,86626054,R,3706167,R,365000,R,2734125,R,3099125,R,20000,R,9217558,R,9237558,R,12336683,R,8866175,R,62018065,R,0,R,1045941,R,6065357,R,69129363,R,51700,R,1541461,R,83287738,R,15263782,R,194122,R,100338803,R,37935738,R,0,R,0,R,39263568,R,39770074,R,-506506,R,69640221,R,-4352,R,69129363,R,4526203,R,2628403,R,4605301,R,4704048,R,3823641,R,880407,R,1257864,R,0,R,1653,R,0,R,405576,R,18129048,R,0,R,14195248,R,0,R,5295789,R,0,R,0,R,0,R,0,R,0,R,19491037,R,37620085,R,1643483,R,0,R,0,R,0,R,1643483,R,39263568,R,14591868,R,7225620,R,0,R,0,R,0,R,0,R,8727408,R,3349851,R,3521292,R,1660435,R,4637659,R,2017908,R,6194490,R,2041412,R,620383,R,0,R,0,R,0,R,0,R,55945,R,0,R,39770074,R,14874197,R,4020736,R,4777650,R,3568163,R,30000,R,12499328,1,R,-124492,R,-1512534,R,2286376,R,2183577,1,R,-265265,R,-6725238,R,6579799,R,1522590,R,2659817,R,1959125,R,3178759,R,0,R,866512,R,484003,R,9148216,R,2953726,R,0,R,2953726,R,6194490,R,858787,R,858787,R,0,R,632551,R,632551,R,0,R,1026340,R,1026340,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,436048,R,436048,R,0,1,R,2853143,R,3615514,R,762371,R,0,R,762371,R,0,R,0,R,-2966550,R,37620085,R,-1323068,R,69568221,R,19463138,R,0,R,38885864
234827,R,72630339,R,510612102,R,111599246,R,622211348,R,694841687,R,25578568,R,7306395,R,26813913,R,34120308,R,130753680,R,61425791,R,192179471,R,226299779,R,58637848,R,453714440,R,32391500,R,3465054,R,-54088366,R,435482628,R,6165338,R,138051563,R,680982455,R,82401071,R,72120059,R,979720486,R,394180768,Z,0,R,3752347,R,310042680,R,272704843,R,37337837,R,398144788,R,3,R,435482628,R,61293044,R,7105383,R,27657200,R,5073116,Z,0,R,5073116,R,52838513,Z,0,R,5519539,Z,0,R,0,R,159486795,Z,0,R,78708999,Z,0,R,22028605,Z,0,Z,0,R,219127,R,6095627,R,422894,R,107475252,R,266962047,R,43080633,Z,0,Z,0,R,0,R,43080633,R,310042680,R,105196068,R,60500354,R,5519707,R,1935634,R,843080,R,369098,R,22390610,R,10365839,R,20348158,R,10289325,R,40228643,R,15747732,R,10056748,R,57763283,R,14299529,Z,0,Z,0,Z,0,Z,0,R,10358546,R,129124,R,272704843,R,113636635,R,48203614,R,9424692,R,24059767,R,5661018,R,71719117,1,R,-5428268,R,-3968751,R,12601437,R,14682783,1,R,-2112957,R,48931897,R,46036411,R,8413334,R,15783122,R,755960,R,25068916,Z,0,R,6506648,R,7738153,R,55852799,R,45312091,R,483960,R,45796051,R,10056748,R,17860459,R,17671715,R,188744,R,457961,R,453121,R,4840,R,27477631,R,27187255,R,290376,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,1,R,47545176,R,50842029,R,3296853,R,1248512,R,3901660,R,-2113461,R,260142,R,-300905,R,260866420,R,37337837,R,435482626,R,-21696867,R,138060075,R,272704843
234845,R,17551913,R,75171673,R,19482621,R,94654294,R,112206207,R,5569890,R,196645,R,4022392,R,4219037,R,2347923,R,12438645,R,14786568,R,19005605,R,11982020,R,84738444,R,3400619,R,0,R,-1350591,R,86788472,R,9029578,R,10747958,R,98431429,R,8527258,R,3081762,R,129817985,R,42694534,R,0,R,0,R,50375479,R,45684347,R,4691132,R,81087208,R,1010132,R,86788472,R,3413879,R,1419731,R,10899145,R,4558215,R,3395095,R,1163120,R,937648,Z,0,Z,0,Z,0,R,152828,R,21381446,Z,0,R,18708314,Z,0,R,6559583,Z,0,Z,0,Z,0,R,136038,R,0,R,25403935,R,46785381,R,3588324,Z,0,Z,0,R,1774,R,3590098,R,50375479,R,14695644,R,8388427,Z,0,Z,0,Z,0,Z,0,R,4433539,R,2481293,R,10759480,R,5155943,R,7088735,R,2844739,R,3797458,R,2009611,R,570693,Z,0,Z,0,Z,0,Z,0,R,2899880,R,0,R,45684347,R,19441095,R,6087289,R,3245549,R,2953279,R,118647,R,13838488,1,R,61273,R,2176571,R,3634127,R,3745298,1,R,177571,R,8845508,R,8228907,R,1824592,R,2418498,R,453540,R,3216881,R,595558,R,520847,R,34312,R,7239636,R,3210828,R,231350,R,3442178,R,3797458,R,901747,R,892825,R,8922,R,32648,R,32481,R,167,R,1475935,R,1321839,R,154096,R,1031848,R,963683,R,68165,R,0,R,0,R,0,R,0,R,0,R,0,1,R,13143501,R,15024557,R,1881056,R,991253,R,1290084,R,-400280,R,-1,R,6048735,R,54529982,R,6048735,R,135539751,R,19330920,R,2347923,R,47374071
234933,R,37021419,R,109844364,R,26616640,R,136461004,R,173482423,R,11762080,R,1030984,R,5803366,R,6834350,R,3355057,R,33363532,R,36718589,R,43552939,R,31322366,R,126464256,R,6498119,R,0,R,-22593177,R,110369198,R,14966429,R,7260924,R,171324792,R,16557965,R,6252831,R,216362941,R,86027951,R,0,R,0,R,113682313,R,107485579,R,6196734,R,104194519,R,-22055,R,110369198,R,15863024,R,913730,R,10111525,R,16274559,R,0,R,16274559,R,3317215,R,0,R,0,R,0,R,279167,R,46759220,R,0,R,46199366,R,0,R,9800300,R,0,R,0,R,0,R,976829,R,0,R,56976495,R,103735715,R,9364598,R,582000,R,0,R,0,R,9946598,R,113682313,R,51318355,R,32527397,R,0,R,0,R,0,R,0,R,10897557,R,6314653,R,11361377,R,5998026,R,9881678,R,3393411,R,11318783,R,7707631,R,2435627,R,0,R,0,R,0,R,0,R,5000198,R,0,R,107485579,R,50669114,R,14047502,R,8864826,R,4684861,R,227790,R,28991486,1,R,-378515,R,948499,R,8832382,R,8940840,1,R,-966788,R,21500880,R,21865192,R,2753099,R,7133684,R,253110,R,8344081,R,0,R,1119774,R,71429,R,16922078,R,5603295,R,0,R,5603295,R,11318783,R,2540999,R,2540999,R,0,R,90157,R,90157,R,0,R,2972139,R,2972139,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,1,R,74020131,R,77922951,R,3902820,R,484338,R,6743659,R,-3811557,R,486380,R,-4726693,R,102758886,R,6196734,R,110369198,R,-16095038,R,3640000,R,107485579
234951,R,40488949,R,98521793,R,17337846,R,115859639,R,156348588,R,6292619,R,2070000,R,7501818,R,9571818,R,26745000,R,13922488,R,40667488,R,50239306,R,14136687,R,84167885,R,81409,Z,0,R,14015920,R,98265214,R,13333913,R,744374,R,40932126,R,14846259,R,1127179,R,70983851,R,59074836,R,0,R,0,R,62513791,R,54919527,R,7594264,R,93321860,R,-2650910,R,98265214,R,5825058,R,4904498,R,2526211,R,1848697,R,1070403,R,778294,R,694180,R,0,R,139070,R,0,R,2467147,R,18404861,Z,0,R,28337026,R,0,R,3312599,R,2729046,R,1968994,R,0,R,988948,R,309131,R,37645744,R,56050605,R,6463186,R,0,R,0,R,0,R,6463186,R,62513791,R,19350549,R,13267552,R,0,R,0,R,0,R,0,R,5209483,R,3285376,R,4869133,R,3269464,R,7812343,R,3887839,R,11713457,R,3550081,R,1273677,R,0,R,0,R,0,R,0,R,2414481,R,0,R,54919527,R,24983908,R,8154988,R,6851276,R,7638993,R,1539000,R,5751362,1,R,-1862341,R,5121134,R,4278196,R,4432480,1,R,-583384,R,10402584,R,9858491,R,1860139,R,2966929,R,5754302,R,5298224,R,2672266,R,0,R,0,R,16691721,R,4978264,R,0,R,4978264,R,11713457,R,1255104,R,1255104,R,0,R,130800,R,130800,R,0,R,1761155,R,1761155,R,0,R,4308,R,4308,R,0,R,0,R,0,R,0,R,1826897,R,1826897,R,0,1,R,1921091,R,2123932,R,202841,R,133252,R,92632,R,-23044,R,1,R,-1519834,R,53399693,R,4943353,R,98265213,R,0,R,26745000,R,54919527
234979,R,19510354,R,49248298,R,63280861,R,112529159,R,132039513,Z,0,R,668966,R,329670,R,998636,R,31187978,R,4105268,R,35293246,R,36291882,R,8135181,R,52076033,R,0,R,0,R,35536417,R,87612450,R,1885831,R,0,R,153852639,R,12211076,R,32798848,R,200748394,R,59346721,R,0,R,0,R,90212173,R,94305191,R,-4093018,R,117242737,R,-25537269,R,87612450,R,12941528,R,5468328,R,1130251,R,11112895,R,8841688,R,2271207,R,3055245,R,0,R,0,R,0,R,77713,R,33785960,R,0,R,29207433,R,0,R,12163959,R,3467296,R,1017183,R,0,R,-7655,R,1121195,R,46969411,R,80755371,R,375088,Z,0,Z,0,R,9081714,R,9456802,R,90212173,R,30007898,R,17540925,R,0,R,0,R,0,R,0,R,3729295,R,2024178,R,10501167,R,5786080,R,18848738,R,11855309,R,14130086,R,561539,R,187513,R,0,R,0,R,0,R,0,R,16526468,R,0,R,94305191,R,37394005,R,12679216,R,3638047,R,3382285,R,6029,R,37205609,1,R,3154408,R,5658079,R,3135181,R,3756519,1,R,644922,R,23526489,R,5000000,R,3131098,R,7900000,R,4188293,R,3467296,R,10265,R,0,R,2301838,R,17867692,R,3737606,R,0,R,3737606,R,14130086,R,2985823,R,2985823,R,0,R,375510,R,375510,R,0,R,251272,R,251272,R,0,R,125001,R,125001,R,0,R,0,R,0,R,0,R,0,R,0,R,0,1,R,21955172,R,22178863,R,223691,R,1582761,R,-4547725,R,-2455563,R,5644218,R,3776640,R,89955327,R,-3638121,R,139231016,R,9000000,R,19585000,R,93771968
235097,R,229501052,R,523776781,R,30249517,R,554026298,R,783527350,R,22140926,R,8988157,R,30379533,R,39367690,R,170907488,R,58822995,R,229730483,R,269098173,R,63082227,R,343737067,R,29763483,R,5421610,R,94565716,R,473487876,R,20689979,R,51684385,R,495640835,R,67642666,R,52903289,R,688561154,R,261107737,R,0,R,0,R,293063150,R,242942135,R,50121015,R,423366861,R,0,R,473487876,R,84886848,R,8209901,R,29087266,R,6310113,R,1520209,R,4789904,R,22350846,R,0,R,0,R,0,R,1928426,R,152773400,R,0,R,83188000,R,0,R,13052824,R,0,R,0,R,0,R,10108156,R,0,R,106348980,R,259122380,R,33747454,R,40000,R,0,R,153316,R,33940770,R,293063150,R,106896738,R,56373820,R,760675,R,711980,R,12845719,R,5865392,R,18446697,R,11218097,R,30140630,R,15858827,R,22073377,R,13561982,R,19582247,R,35193944,R,6028718,R,0,R,0,R,0,R,0,R,-2997892,R,0,R,242942135,R,109618816,R,27393987,R,20495286,R,22597346,R,4542939,R,58293761,1,R,-1258852,R,1769291,R,21554105,R,16834129,1,R,-1739040,R,39357545,R,41472042,R,5306797,R,13026477,R,913512,R,21927278,R,0,R,1736819,R,15647068,R,53251154,R,27526356,R,6142551,R,33668907,R,19582247,R,8236202,R,6733590,R,1502612,R,577583,R,472209,R,105374,R,13863878,R,11334554,R,2529324,R,0,R,0,R,0,R,1098132,R,897789,R,200343,R,9893112,R,8088214,R,1804898,1,R,38392357,R,42037706,R,3645349,R,1654389,R,3666949,R,-1675989,R,0,R,16400526,R,266766203,R,54398860,R,561251877,R,254518607,R,179895645,R,250365677
235103,R,35143368,R,127027478,R,21546534,R,148574012,R,183717380,R,10389180,R,3086906,R,10038942,R,13125848,R,2320068,R,37235193,R,39555261,R,52681109,R,30493975,R,114287093,R,0,R,0,R,-3355617,R,110931476,R,6326372,R,0,R,217006282,R,11707205,R,1635639,R,236675498,R,101686010,R,0,R,0,R,103361430,R,119047201,R,-15685771,R,129929443,R,-3312196,R,110931476,R,15090973,R,6160347,R,3516425,R,12699183,R,11129501,R,1569682,R,741344,R,0,R,71439,R,0,R,1139390,R,39419101,R,0,R,38883775,R,0,R,7233991,R,1083552,R,9169224,R,0,R,252347,R,521752,R,57144641,R,96563742,R,6797689,R,0,R,0,R,-1,R,6797688,R,103361430,R,48894729,R,22573326,R,0,R,0,R,0,R,0,R,8765019,R,4713424,R,30904224,R,10700300,R,14734207,R,7705607,R,4947645,R,8853310,R,1126615,R,0,R,0,R,0,R,0,R,1948067,R,0,R,119047201,R,46819272,R,16452847,R,9740229,R,4981178,R,118308,R,40935367,1,R,-582926,R,903722,R,8373193,R,7729406,1,R,-1064164,R,20772037,R,22120782,R,2659774,R,4052079,R,1244938,R,5030026,R,262004,R,921425,R,0,R,11510472,R,6305644,R,257183,R,6562827,R,4947645,R,871116,R,805131,R,65985,R,508052,R,487973,R,20079,R,3808110,R,3708090,R,100020,R,192468,R,176653,R,15815,R,0,R,0,R,0,R,1183081,R,1127797,R,55284,1,R,3269110,R,3410408,R,141298,R,178940,R,0,R,0,R,-37642,R,-10342420,R,102275811,R,-325173,R,119406268,R,56210637,R,3024889,R,154261334
235149,R,37150041,R,141958334,R,66958652,R,208916986,R,246067027,R,10306879,R,3399285,R,9539287,R,12938572,R,42201191,R,22456451,R,64657642,R,77596214,R,27210637,R,152210333,R,118373,R,51053,R,-812704,R,151567055,R,8558859,R,0,R,218565461,R,12856645,R,47293616,R,287274581,R,89463773,R,0,R,0,R,119497935,R,96503296,R,22994639,R,125149346,R,3423070,R,151567055,R,17190888,R,985001,R,7970390,R,14625521,R,754225,R,13871296,R,2863157,R,0,R,136580,R,0,R,9160082,R,52931619,R,0,R,39855281,R,0,R,6832550,R,0,R,0,R,0,R,0,R,2418,R,46690249,R,99621868,R,19876067,R,0,R,0,R,0,R,19876067,R,119497935,R,37252124,R,27737834,R,0,R,0,R,0,R,0,R,3644305,R,2022194,R,8848231,R,5489114,R,14816761,R,6483256,R,7801714,R,3888192,R,1272080,R,0,R,0,R,0,R,0,R,20251969,R,2875180,R,96503296,R,45879658,R,12208568,R,9056234,R,11195734,R,1679132,R,16483970,1,R,-2199793,R,-703318,R,-7741599,R,7265026,1,R,-946155,R,-18684895,R,-18716813,R,3038853,R,4832174,R,856060,R,6442289,R,495208,R,1033096,R,645545,R,14304372,R,6502658,R,0,R,6502658,R,7801714,R,2196696,R,2196696,R,0,R,389079,R,389079,R,0,R,2928652,R,2928652,R,0,R,225121,R,225121,R,0,R,0,R,0,R,0,R,763110,R,763110,R,0,1,R,4663403,R,5031014,R,367611,R,182718,R,347963,R,-163070,R,0,R,369180,R,120463039,R,20245246,R,194581090,R,31428332,R,45600475,R,100815934
235167,R,47890336,R,165538644,R,8145022,R,173683666,R,221574002,R,10536675,R,1635000,R,14425258,R,16060258,R,12840000,R,23571944,R,36411944,R,52472202,R,30128178,R,150597790,R,2349279,R,7479954,R,-10916726,R,149510297,R,8866129,R,13765379,R,273259961,R,40254277,R,6442448,R,342588194,R,179246503,R,471447,R,0,R,96576612,R,94179777,R,2396835,R,147114386,R,-924,R,149510297,R,15638546,R,4515294,Z,0,R,2128930,R,9530,R,2119400,R,7640615,R,0,R,124159,R,0,R,12531661,R,42579205,R,0,R,40271151,R,0,R,4280955,R,0,R,0,R,0,R,3733255,R,0,R,48285361,R,90864566,R,5712046,Z,0,Z,0,R,0,R,5712046,R,96576612,R,26105992,R,17330545,R,108955,R,71304,R,3982381,R,2643811,R,7168589,R,4538119,R,7086183,R,3524638,R,10873476,R,8233785,R,9646850,R,10513063,R,5584214,R,0,R,0,R,0,R,0,R,18694288,R,2511410,R,94179777,R,44437826,R,10115155,R,13739235,R,6709329,R,795597,R,18382635,1,R,-902655,R,5172249,R,9980906,R,8184343,1,R,-1164772,R,18154828,R,20147242,R,2343953,R,4280955,R,2392687,R,6392274,R,0,R,1247084,R,5305359,R,19618359,R,9971509,R,0,R,9971509,R,9646850,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9971509,R,9971509,R,0,1,R,21464164,R,22360518,R,896354,R,938190,R,1260738,R,-1302574,R,0,R,-3315210,R,90864567,R,2396835,R,149510297,R,2349279,R,14475000,R,94179777
