UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07
134130,R,4052982000,R,2749317000,R,3674166000,R,6423483000,R,10476465000,R,469949000,R,43690000,R,1051478000,R,1095168000,R,756888000,R,1826376000,R,2583264000,R,3678432000,R,691991000,R,2598562000,R,2097933000,R,1614641000,R,264855000,R,6575991000,R,147360016,R,166804000,R,3806058000,R,1413044000,R,408762041,R,5942028057,R,3415626000,R,0,R,783837000,R,5209410000,R,4663419000,R,545991000,R,6030154000,R,-154000,R,6575991000,R,443688000,R,657252000,R,59679000,R,181783000,R,9296000,R,172487000,R,240700000,R,1243847000,R,69238000,R,0,R,423619000,R,3319806000,R,0,R,945279000,R,0,R,51197000,R,177101000,R,0,R,73944000,R,203926000,R,5900000,R,1457347000,R,4777153000,R,342643000,R,13363000,R,76251000,R,0,R,432257000,R,5209410000,R,1347673000,R,702014000,R,1013463000,R,489426000,R,1091550000,R,667619000,R,289215000,R,143910000,R,60121000,R,29793000,R,240617000,R,125761000,R,244058000,R,311414000,R,155392000,R,0,R,0,R,0,R,0,R,65308000,R,0,R,4663419000,R,2313915000,R,538240000,R,189177000,R,218236000,R,17990000,R,1385861000,1,R,15252000,R,814410000,R,28156000,R,302742000,1,R,-43555000,R,814517000,R,625160000,R,158022000,R,49819000,R,3356000,R,178810000,R,0,R,290733000,R,9973000,R,532691000,R,288633000,R,0,R,288633000,R,244058000,R,31284000,R,31284000,R,0,R,2107000,R,2107000,R,0,R,112283000,R,112283000,R,0,R,0,R,0,R,0,R,136697000,R,136697000,R,0,R,6262000,R,6262000,R,0,1,R,2272548000,R,2334070000,R,61522000,R,78920000,R,92536000,R,-109950000,R,16000,R,270963000,R,4764735000,R,545991000,R,545991000,R,2361128000,R,554392000,R,4663419000
134291,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1038481,R,0,R,64812,R,0,R,0,R,0,A,,A,,R,0,A,,R,5854507,R,6957800,R,0,R,0,R,0,R,1017514,R,0,R,0,R,0,R,0,R,0,R,1017514,R,7975314,A,,A,,A,,R,0,R,0,R,7975314,R,4213849,R,2138350,Z,0,Z,0,R,507769,R,225785,R,520116,R,496269,R,475318,R,346977,R,510504,R,402934,R,1084769,A,,A,,A,,A,,A,,A,,R,0,R,0,R,7312325,R,3610315,R,867579,R,545752,R,0,R,0,R,2288679,2,A,,A,,A,,A,,2,A,,A,,A,,A,,R,731752,R,126490,R,535906,Z,0,Z,0,R,0,R,1394148,R,309379,R,0,R,309379,R,1084769,R,309379,R,309379,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
134307,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1154322,R,0,R,0,R,0,R,0,R,0,A,,A,,R,209675,A,,R,0,R,1363997,R,0,R,0,R,5896191,R,1722419,R,12849,R,0,R,0,Z,0,R,1363996,R,8995455,R,10359452,A,,A,,A,,R,0,R,0,R,10359452,R,2640333,R,1942200,R,0,R,0,R,0,R,0,R,901632,R,658293,R,902215,R,665342,R,481650,R,333524,R,0,A,,A,,A,,A,,A,,A,,R,2999,R,0,R,4928829,R,3599359,R,1329470,R,0,R,0,R,0,R,0,2,A,,A,,A,,A,,2,A,,A,,A,,A,,R,1722419,R,0,R,12849,R,35000,R,0,R,0,R,1770268,R,1770268,R,0,R,1770268,R,0,R,1722419,R,1722419,R,0,R,0,R,0,R,0,R,12849,R,12849,R,0,R,35000,R,35000,R,0,R,0,R,0,Z,0,R,0,R,0,R,0,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
134343,R,34783476,R,76852534,R,24750662,R,101603196,R,136386672,R,7797202,R,250000,R,3293068,R,3543068,R,1785000,R,24980764,R,26765764,R,30308832,R,2923228,R,91092697,R,32024770,Z,0,R,-12165653,R,110951814,R,7884469,R,15771068,R,121510838,R,20651045,R,8390694,R,174208114,R,81080417,R,0,R,0,R,73847642,R,61117140,R,12730502,R,98221312,R,0,R,110951814,R,4985032,R,2358379,R,2453999,R,2917617,R,0,R,2917617,R,1542836,R,0,R,27127,R,0,R,574578,R,14859568,R,0,R,26980518,R,0,R,8482669,R,0,R,0,R,6096549,R,220777,R,3583275,R,45363788,R,60223356,R,12684941,R,939345,R,0,R,0,R,13624286,R,73847642,R,21428838,R,11972860,R,0,R,0,R,3646027,R,181020,R,9976006,R,1982862,R,6459110,R,2715153,R,9982342,R,3336320,R,6807094,R,2559297,R,127835,R,0,R,0,R,0,R,0,R,258426,R,0,R,61117140,R,20316050,R,5987709,R,6652285,R,6258633,R,113500,R,21788963,1,R,99062,R,19289860,R,1824337,R,6994125,1,R,159364,R,2112016,R,1098891,R,803077,R,6169307,R,83742,R,2229620,R,0,R,2116798,R,839688,R,11439155,R,4190385,R,441676,R,4632061,R,6807094,R,2501313,R,2262808,R,238505,R,32425,R,29333,R,3092,R,903252,R,817125,R,86127,R,0,R,0,R,0,R,856931,R,775221,R,81710,R,338140,R,305898,R,32242,1,R,35134439,R,35494030,R,359591,R,1623309,R,2221787,R,-3485505,R,0,R,450684,R,3845096,R,359591,R,35134439,R,20378101,R,0,R,3394412
134495,R,65042161,R,151380127,R,107722694,R,259102821,R,324144982,R,23898024,R,1142342,R,14187848,R,15330190,R,0,R,72272910,R,72272910,R,87603100,R,6217145,R,182427048,R,87496800,R,0,R,-15701087,R,254222761,R,29185926,R,0,R,302107365,R,31813914,R,3163741,R,366270946,R,194041284,R,0,R,14422437,R,250628291,R,221404818,R,29223473,R,217127779,R,7871509,R,254222761,R,42206293,R,3662694,R,3244109,R,499692,R,0,R,499692,R,510073,R,0,R,320491,R,0,R,2124864,R,52568216,R,0,R,78713968,R,0,R,54962970,R,11806757,R,0,R,27410356,R,1551822,R,712979,R,175158852,R,227727068,R,753004,R,21927629,R,0,R,220590,R,22901223,R,250628291,R,85871169,R,44202035,R,0,R,0,R,5138294,R,2014694,R,11872760,R,5481801,R,27798560,R,11904760,R,29383992,R,13353341,R,51569671,R,1805871,R,37486,R,0,R,0,R,0,R,0,R,7964501,R,0,R,221404818,R,76994117,R,23174694,R,33081258,R,8376260,R,127599,R,79650890,1,R,7846212,R,66417262,R,4554875,R,23128060,1,R,118288,R,803654,R,823240,R,769964,R,43535921,R,11458286,R,11896858,R,0,R,1769480,R,4885023,R,73545568,R,21366660,R,609237,R,21975897,R,51569671,R,13690993,R,13132978,R,558015,R,4551864,R,4500642,R,51222,R,3571333,R,3571333,R,0,R,0,R,0,R,0,R,161707,R,161707,R,0,R,0,R,0,R,0,1,R,6202352,R,6635664,R,433312,R,0,R,0,R,0,R,433312,R,16623546,R,238340499,R,39304179,R,233986618,R,94985697,R,0,R,221716953
134608,R,73181919,R,200399579,R,86484431,R,286884010,R,360065929,R,18906071,R,1961798,R,14964328,R,16926126,R,5422017,R,65956889,R,71378906,R,88305032,R,9017931,R,256935577,R,52265411,R,0,R,-27551951,R,281649037,R,38894602,R,24144521,R,317807082,R,22590612,R,24161349,R,427598166,R,174253091,R,824665,R,10110456,R,171696826,R,150747714,R,20949112,R,260699925,R,0,R,281649037,R,18734765,R,549598,R,0,R,304790,R,304790,R,0,R,5764139,R,0,R,2287,R,0,R,576298,R,25931877,R,0,R,56103447,R,0,R,40241204,R,14035359,R,8068148,R,0,R,1006303,R,0,R,119454461,R,145386338,R,632597,R,30231426,R,0,R,-4553535,R,26310488,R,171696826,R,54390083,R,29580152,R,0,R,0,R,1478846,R,498968,R,20059582,R,7520976,R,20260033,R,8989514,R,15492675,R,6171870,R,24790079,R,8409556,R,1287859,R,0,R,0,R,0,R,0,R,5866860,R,4996263,R,150747714,R,59045602,R,16524306,R,15680765,R,12301129,R,256246,R,46939666,1,R,5874727,R,55521905,R,6352937,R,18216220,1,R,-7867,R,2956436,R,1241782,R,689851,R,24410523,R,817029,R,6832555,R,22325,R,5215139,R,0,R,37297571,R,11434124,R,1073368,R,12507492,R,24790079,R,0,R,0,R,0,R,8400391,R,7501513,R,898878,R,3538103,R,3439398,R,98705,R,11974,R,11974,R,0,R,0,R,0,R,0,R,557024,R,481239,R,75785,1,R,29320209,R,30060727,R,740518,R,740518,R,0,R,0,R,0,R,-21544000,R,142056558,R,10060541,R,434354156,R,130421198,R,2204273,R,164677392
135160,R,21986212,R,41713969,R,1942684,R,43656653,R,65642865,R,3962686,R,374300,R,2049207,R,2423507,R,6391030,R,13156829,R,19547859,R,21971366,R,1452949,R,35366625,R,14070715,R,0,R,-3256104,R,46181236,R,492081,R,8878212,R,62426328,R,11935571,R,0,R,83732192,R,43041481,R,0,R,1515339,R,42730921,R,36909151,R,5821770,R,40359469,R,-3,R,46181236,R,3632162,R,631238,R,276546,R,323235,R,0,R,323235,R,274423,R,0,R,0,R,0,R,111435,R,5249039,R,0,R,17604836,R,0,R,6504114,R,2583029,R,0,R,1779208,R,90118,R,156591,R,28717896,R,33966935,R,1321084,R,7442899,Z,0,R,3,R,8763986,R,42730921,R,13289635,R,7002274,R,0,R,0,R,18611,Z,0,R,3366766,R,1473492,R,3788584,R,1826995,R,7498410,R,2569359,R,7493336,R,211610,R,39536,R,0,R,0,R,0,R,0,R,1242199,R,0,R,36909151,R,12911656,R,4271155,R,3787550,R,2142117,R,225920,R,13570753,1,R,1239924,R,11738123,R,1133394,R,3818086,1,R,2275,R,98714,R,319555,R,144600,R,5537664,R,1986583,R,1943865,R,0,R,446715,R,79779,R,9994606,R,2401104,R,100166,R,2501270,R,7493336,R,1385954,R,1330452,R,55502,R,497253,R,477340,R,19913,R,486497,R,467015,R,19482,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,131566,R,126297,R,5269,1,R,17562238,R,15666097,R,-1896141,R,60180,R,-1896141,R,-712524,R,652344,R,-4740362,R,33741064,R,4083801,R,70233613,R,29036645,R,6417414,R,38481427
135179,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2506702,R,0,R,0,R,0,R,0,R,0,A,,A,,R,248689,A,,R,872180,R,3627571,R,0,R,6571414,R,0,R,2920086,R,314525,R,0,R,55175,R,9477,R,380454,R,10251131,R,13878702,A,,A,,A,,R,0,R,0,R,13878702,R,8506864,R,2946123,R,0,R,0,R,0,R,0,R,1852188,R,1009643,R,677315,R,443336,R,684260,R,416664,R,2027865,A,,A,,A,,A,,A,,A,,R,2435290,R,203321,R,16183782,R,5019087,R,1425599,R,1548449,R,609033,R,2333,R,7579281,1,R,72296,R,4242652,R,-245357,R,1470900,1,R,-2377,R,-192970,R,-107631,R,19961,R,1418422,R,396145,R,213298,R,0,R,0,R,723244,R,2751109,R,723244,R,0,R,723244,R,2027865,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,723244,R,723244,R,0,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
135188,R,12463302,R,55947422,R,15674124,R,71621546,R,84084848,R,4078794,R,0,R,2650562,R,2650562,R,0,R,16084959,R,16084959,R,18735521,R,2439916,R,63006020,R,14660478,Z,0,R,-10678293,R,66988205,R,6514755,R,9101934,R,87694652,R,7083077,R,746238,R,111140656,R,47932241,Z,0,Z,0,R,51628258,R,43950233,R,7678025,R,59310180,R,0,R,66988205,R,6954604,R,106339,R,111473,R,1815550,R,1487945,R,327605,R,302397,R,0,R,9637,R,0,R,42206,R,9342206,Z,0,R,23393593,Z,0,R,8661420,R,901351,Z,0,R,844825,R,236676,R,0,R,34037865,R,43380071,R,185796,R,8062391,R,0,R,0,R,8248187,R,51628258,R,12197912,R,6786241,R,0,R,0,R,12909,R,0,R,8425771,R,2544598,R,6448261,R,3437350,R,9608318,R,3588940,R,5026271,R,573167,R,0,R,0,R,0,R,0,R,0,R,1657624,R,0,R,43950233,R,16357129,R,6642829,R,6981075,R,3010993,R,0,R,10958207,1,R,1644492,R,13966946,R,1329071,R,4046055,1,R,-2514,R,371451,R,343250,R,32739,R,6545281,R,56575,R,737678,R,0,R,327768,R,309835,R,7977137,R,2950866,R,0,R,2950866,R,5026271,R,2688841,R,2688841,R,0,R,26793,R,26793,R,0,R,235232,R,235232,R,0,R,0,Z,0,R,0,R,0,Z,0,R,0,R,0,R,0,R,0,1,R,13903847,R,11905416,R,-1998431,R,67800,R,-3630800,R,-480275,R,2044844,R,-3533317,R,42677628,R,4782670,R,91506252,R,20170536,R,0,R,46210945
135267,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1385387,R,209331,R,0,R,0,R,0,R,0,A,,A,,R,282119,A,,R,0,R,1876837,R,0,R,10650495,R,0,R,2898320,R,96013,R,0,R,2590,R,13821,R,1507783,R,15169022,R,17045859,A,,A,,A,,R,0,R,0,R,17045859,R,9208608,R,3028232,R,0,R,0,R,184817,R,11704,R,251027,R,183082,R,202837,R,154210,R,3406278,R,1282345,R,688603,A,,A,,A,,A,,A,,A,,R,0,R,0,R,13942170,R,4659573,R,1274577,R,1485473,R,655511,R,0,R,5867036,2,A,,A,,A,,A,,2,A,,A,,A,,A,,R,1247633,R,78777,R,96013,R,661522,R,393429,R,0,R,2477374,R,1788771,R,0,R,1788771,R,688603,R,722805,R,722805,R,0,R,78777,R,78777,R,0,R,35420,R,35420,R,0,R,660604,R,660604,R,0,R,0,R,0,R,0,R,291165,R,291165,R,0,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
135276,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,858480,R,0,R,0,R,0,R,0,R,0,A,,A,,R,94588,A,,R,0,R,953068,R,0,R,5141954,R,0,R,2645013,R,1162244,R,202611,R,14000,R,27374,R,0,R,9193196,R,10146264,A,,A,,A,,R,0,R,0,R,10146264,R,4820737,R,3665670,Z,0,Z,0,Z,0,Z,0,R,262680,R,203113,R,1430392,R,1088833,R,1067106,R,816150,R,307886,A,,A,,A,,A,,A,,A,,R,1064284,R,0,R,8953085,R,5773766,R,1805015,R,404037,R,0,R,0,R,970267,2,A,,A,,A,,A,,2,A,,A,,A,,A,,R,1875357,R,47864,R,819208,R,0,R,0,R,0,R,2742429,R,2264888,R,169655,R,2434543,R,307886,R,1159939,R,1058474,R,101465,R,6213,R,5655,R,558,R,803471,R,774481,R,28990,R,38642,R,0,R,38642,R,0,R,0,R,0,R,426278,R,426278,R,0,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
135294,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,850632,R,0,R,0,R,0,R,0,R,0,A,,A,,R,19232,A,,R,0,R,869864,R,0,R,9394455,R,0,R,775298,R,18918,R,5694,R,0,R,0,R,0,R,10194365,R,11064229,A,,A,,A,,R,0,R,0,R,11064229,R,5839534,R,4586132,R,0,R,0,R,0,R,0,R,1200333,R,863350,R,1055507,R,541463,R,658123,R,426063,R,0,A,,A,,A,,A,,A,,A,,R,0,R,0,R,8753497,R,6417008,R,1482725,R,0,R,0,R,0,R,853764,2,A,,A,,A,,A,,2,A,,A,,A,,A,,R,775298,R,18918,R,5694,R,70895,R,0,R,0,R,870805,R,870805,R,0,R,870805,R,0,R,775298,R,775298,R,0,R,18918,R,18918,R,0,R,5694,R,5694,R,0,R,70895,R,70895,R,0,R,0,R,0,R,0,R,0,R,0,R,0,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
135391,R,54919045,R,90919201,R,25469814,R,116389015,R,171308060,R,9849914,R,0,R,9207699,R,9207699,R,0,R,31000777,R,31000777,R,40208476,R,3231154,R,101627411,R,30365035,R,0,R,5725898,R,137718344,R,4830785,R,24105663,R,139744306,R,11817448,R,5894669,R,186392871,R,84708555,R,0,R,0,R,103597519,R,90381415,R,13216104,R,121268042,R,3234198,R,137718344,R,14470306,R,2220912,R,6994004,R,1254098,Z,0,R,1254098,R,998776,R,0,R,142281,R,0,R,1006308,R,27086685,R,0,R,32292723,R,0,R,24850458,R,365792,R,1404330,R,116675,R,1746702,R,2721870,R,63498550,R,90585235,R,598848,R,13833935,R,0,R,-1420499,R,13012284,R,103597519,R,42195672,R,18789076,R,0,R,0,R,0,R,0,R,4012447,R,1484780,R,7968719,R,3504613,R,22009044,R,7520258,R,10292521,R,668814,R,56653,R,0,R,0,R,0,R,0,R,3234198,R,0,R,90381415,R,31355380,R,11878713,R,12372071,R,3846258,R,0,R,30928993,1,R,3091884,R,25808823,R,2209160,R,9180940,1,R,142314,R,1721726,R,574913,R,668974,R,12663104,R,273000,R,2170056,R,0,R,1115577,R,1043640,R,17265377,R,6972856,R,0,R,6972856,R,10292521,R,4897566,R,4897566,R,0,R,90970,R,90970,R,0,R,1307219,R,1307219,R,0,R,0,R,0,R,0,R,677101,R,677101,R,0,R,0,R,0,R,0,1,R,57898788,R,73521264,R,15622476,R,432166,R,7637878,R,-1623260,R,9175692,R,-7055364,R,85011124,R,5956920,R,207605120,R,94015929,R,0,R,92066488
135407,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,2737903,R,1399589,R,0,R,0,R,0,R,0,A,,A,,R,468061,A,,R,0,R,4605553,R,0,R,9687398,R,1284336,R,3796568,R,0,R,0,R,290053,R,0,R,0,R,15058355,R,19663908,A,,A,,A,,R,1518194,R,1518194,R,21182102,R,11060479,R,4683110,R,0,R,0,R,0,R,0,R,719912,R,535511,R,2166916,R,1616036,R,2535166,R,1687690,R,1702752,A,,A,,A,,A,,A,,A,,R,0,R,0,R,18185225,R,8522347,R,2407058,R,1975307,R,0,R,0,R,5280513,2,A,,A,,A,,A,,2,A,,A,,A,,A,,R,1971627,R,569902,R,218704,R,0,R,124863,R,0,R,2885096,R,1182344,R,0,R,1182344,R,1702752,R,594250,R,594250,R,0,R,585964,R,585964,R,0,R,2130,R,2130,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
135522,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,779390,R,0,R,0,R,0,R,0,R,0,A,,A,,R,116495,A,,R,0,R,895885,R,0,R,3082881,R,0,R,1215396,R,122049,R,0,R,0,R,0,R,1,R,4420327,R,5316212,A,,A,,A,,R,0,R,0,R,5316212,R,2888247,R,2694692,R,0,R,0,R,0,R,0,R,352372,R,164310,R,39818,R,36221,R,876231,R,637320,R,0,A,,A,,A,,A,,A,,A,,R,0,R,0,R,4156668,R,3532543,R,624125,R,0,R,0,R,0,R,0,2,A,,A,,A,,A,,2,A,,A,,A,,A,,R,1054222,R,0,R,0,R,0,R,80616,R,0,R,1134838,R,1134838,R,0,R,1134838,R,0,R,1054222,R,1054222,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,80616,R,80616,R,0,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
135647,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,613507,R,0,R,0,R,0,R,0,R,0,A,,A,,R,272656,A,,R,0,R,886163,R,0,R,0,R,6196639,R,861186,R,279891,R,208028,R,0,R,25297,R,866163,R,8437204,R,9323367,A,,A,,A,,R,0,R,0,R,9323367,R,3335840,R,2423605,Z,0,R,0,Z,0,Z,0,R,1012159,R,687379,R,1034411,R,441809,R,866365,R,854034,R,872938,A,,A,,A,,A,,A,,A,,R,335331,R,0,R,7457044,R,4406827,R,1979139,R,1045781,R,0,R,25297,R,0,2,A,,A,,A,,A,,2,A,,A,,A,,A,,R,763686,R,112134,R,279891,R,208028,R,0,R,0,R,1363739,R,460411,R,30390,R,490801,R,872938,R,249826,R,219436,R,30390,R,14052,R,14052,R,0,R,18895,R,18895,R,0,R,208028,R,208028,R,0,R,0,R,0,R,0,R,0,R,0,R,0,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
135717,R,328348301,R,607318340,R,867286379,R,1474604719,R,1802953020,R,74096617,R,0,R,169882913,R,169882913,R,0,R,237749889,R,237749889,R,407632802,R,29031988,R,952186645,R,573504069,R,2694918,R,-88000785,R,1440384847,R,96949942,R,0,R,1085152411,R,139344729,R,247366288,R,1568813370,R,652730008,R,0,R,36103283,R,700898220,R,607477447,R,93420773,R,1347000444,R,-36370,R,1440384847,R,69209933,R,41900770,R,2608339,R,15665774,R,1252309,R,14413465,R,1343409,R,0,R,4304095,R,0,R,3690023,R,138722343,R,0,R,195276007,R,0,R,196165901,R,17796973,R,3957369,R,6567541,R,28583456,R,902646,R,449249893,R,587972236,R,1499119,R,108543299,R,2883566,R,0,R,112925984,R,700898220,R,191115179,R,98702535,R,0,Z,0,R,7566738,R,3907885,R,86020132,R,44425592,R,88586574,R,45751046,R,92791934,R,47922929,R,131214914,R,8572581,R,4427359,R,0,R,0,R,0,R,0,R,1609395,R,0,R,607477447,R,245137346,R,68861642,R,61554725,R,33898444,R,0,R,198025290,1,R,2042916,R,206101211,R,14960575,R,69439867,1,R,-433521,R,20965389,R,12223159,R,4656750,R,122565453,R,46188836,R,17947748,R,960205,R,20757893,R,0,R,208420135,R,77205221,R,0,R,77205221,R,131214914,R,57257139,R,57257139,R,0,R,3123133,R,3123133,R,0,R,1215967,R,1215967,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,15608982,R,15608982,R,0,1,R,259013444,R,270731154,R,11717710,R,1264044,R,-3664467,R,-2497860,R,16615993,R,-26912675,R,610815102,R,86013309,R,1658042422,R,685742835,R,0,R,637727776
135735,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1163854,R,232255,R,143567,R,21824,R,21824,R,0,A,,A,,R,63687,A,,R,0,R,1625187,R,0,R,13499596,R,0,R,1131096,R,0,R,0,R,0,R,397,R,0,R,14631089,R,16256276,A,,A,,A,,R,0,R,0,R,16256276,R,6952169,R,5121455,R,0,R,0,R,0,R,0,R,2290786,R,1830732,R,673933,R,615224,R,371885,R,327094,R,1273391,A,,A,,A,,A,,A,,A,,R,0,R,0,R,11562164,R,7894505,R,2733935,R,886087,R,0,R,397,R,47240,2,A,,A,,A,,A,,2,A,,A,,A,,A,,R,1131096,R,0,R,143567,R,0,R,41476,R,0,R,1316139,R,42748,R,0,R,42748,R,1273391,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,42748,R,42748,R,0,-2,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,
