unitid,institution_name,state,city,first_seen_year,last_seen_year,first_missing_year,academic_year,reappeared_after_gap,act_code,closedat,newid,degree_granting,sector,broad_sector,institutional_level,tracker_category,highest_degree_offered,instcat,opeid8,headcount_year,student_headcount,exit_group,closure_proxy_note,source_group,source_file,source_note
455390,Global Health College,VA,Alexandria,2010,2017,2018,2017-18,no,M,12/31/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,3,04140000,2017,386,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
127839,IBMC College,CO,Colorado Springs,2004,2017,2018,2017-18,yes,M,12/31/2017,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,00863500,2017,405,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
151485,ITT Educational Services Inc-System Office,IN,Carmel,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,,Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732900,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
459611,ITT Technical Institute-Akron,OH,Akron,2010,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732901,2015,455,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
434566,ITT Technical Institute-Albany,NY,Albany,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00732916,2015,456,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
369084,ITT Technical Institute-Albuquerque,NM,Albuquerque,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732908,2015,768,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
225849,ITT Technical Institute-Arlington,TX,Arlington,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732913,2015,1080,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
434548,ITT Technical Institute-Arnold,MO,Arnold,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732966,2015,466,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
450243,ITT Technical Institute-Atlanta,GA,Atlanta,2007,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732939,2015,940,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
459675,ITT Technical Institute-Aurora,CO,Aurora,2010,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732915,2015,469,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
366678,ITT Technical Institute-Austin,TX,Austin,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732902,2015,813,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
414568,ITT Technical Institute-Bessemer,AL,Bessemer,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732942,2015,963,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
142337,ITT Technical Institute-Boise,ID,Boise,2004,2017,2018,2017-18,yes,D,09/03/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732915,2015,475,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
470870,ITT Technical Institute-Brooklyn Center,MN,Brooklyn Center,2011,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732936,2015,381,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
442338,ITT Technical Institute-Canton,MI,Canton,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732927,2015,703,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
441964,ITT Technical Institute-Chantilly,VA,Chantilly,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732944,2015,816,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
456445,ITT Technical Institute-Charlotte North,NC,Charlotte,2010,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732957,2015,826,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
448442,ITT Technical Institute-Charlotte South,NC,Charlotte,2006,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732931,2015,619,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
450261,ITT Technical Institute-Chattanooga,TN,Chattanooga,2007,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732945,2015,376,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
451954,ITT Technical Institute-Clive,IA,Clive,2008,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732916,2015,263,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
448451,ITT Technical Institute-Clovis,CA,Clovis,2006,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732972,2015,667,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
450225,ITT Technical Institute-Columbia,SC,Columbia,2007,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732961,2015,682,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
451963,ITT Technical Institute-Columbus,OH,Columbus,2008,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732921,2015,591,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
456427,ITT Technical Institute-Concord,CA,Concord,2010,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732977,2015,414,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
413884,ITT Technical Institute-Cordova,TN,Cordova,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732925,2015,1059,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
459639,ITT Technical Institute-Corona,CA,Corona,2010,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732978,2015,723,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
203313,ITT Technical Institute-Dayton,OH,Dayton,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732920,2015,586,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
459657,ITT Technical Institute-DeSoto,TX,DeSoto,2010,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732974,2015,481,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
459709,ITT Technical Institute-Dearborn,MI,Dearborn,2010,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732928,2015,736,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
479637,ITT Technical Institute-Douglasville,GA,Douglasville,2012,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732953,2015,367,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
443526,ITT Technical Institute-Duluth,GA,Duluth,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732950,2015,907,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
448460,ITT Technical Institute-Dunmore,PA,Dunmore,2006,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00732951,2015,320,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
462363,ITT Technical Institute-Durham,NC,Durham,2011,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732942,2015,503,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
176637,ITT Technical Institute-Earth City,MO,Earth City,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732923,2015,927,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
445081,ITT Technical Institute-Eden Prairie,MN,Eden Prairie,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732936,2015,364,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
414531,ITT Technical Institute-Everett,WA,Everett,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,03071801,2015,489,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
409069,ITT Technical Institute-Fort Lauderdale,FL,Fort Lauderdale,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732928,2015,1007,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
456436,ITT Technical Institute-Fort Myers,FL,Fort Myers,2010,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732984,2015,711,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
151500,ITT Technical Institute-Fort Wayne,IN,Fort Wayne,2004,2017,2018,2017-18,yes,D,09/03/2017,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732993,2015,468,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
420404,ITT Technical Institute-Getzville,NY,Getzville,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00732919,2015,653,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
238892,ITT Technical Institute-Greenfield,WI,Greenfield,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732934,2015,762,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
413866,ITT Technical Institute-Greenville,SC,Greenville,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732959,2015,514,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
462372,ITT Technical Institute-Hanover,MD,Hanover,2011,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732943,2015,622,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
430351,ITT Technical Institute-Harrisburg,PA,Harrisburg,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00732905,2015,362,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
429599,ITT Technical Institute-Henderson,NV,Henderson,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732954,2015,708,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
430263,ITT Technical Institute-Hialeah,FL,Hialeah,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732948,2015,735,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
451990,ITT Technical Institute-High Point,NC,High Point,2008,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732983,2015,794,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
443535,ITT Technical Institute-Hilliard,OH,Hilliard,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732917,2015,711,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
366696,ITT Technical Institute-Houston North,TX,Houston,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732903,2015,1158,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
225858,ITT Technical Institute-Houston West,TX,Houston,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732907,2015,1094,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
456418,ITT Technical Institute-Huntington,WV,Huntington,2010,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,10732907,2015,393,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
151519,ITT Technical Institute-Indianapolis,IN,Indianapolis,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732900,2015,10070,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
479628,ITT Technical Institute-Indianapolis East,IN,Indianapolis,2012,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732952,2015,674,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
407063,ITT Technical Institute-Jacksonville,FL,Jacksonville,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732964,2015,1152,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
459648,ITT Technical Institute-Johnson City,TN,Johnson City,2010,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732926,2015,299,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
446899,ITT Technical Institute-Kansas City,MO,Kansas City,2005,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732918,2015,526,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
446905,ITT Technical Institute-Kennesaw,GA,Kennesaw,2005,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,10732919,2015,744,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
366650,ITT Technical Institute-Knoxville,TN,Knoxville,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732941,2015,536,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
372578,ITT Technical Institute-Lake Mary,FL,Lake Mary,2004,2017,2018,2017-18,yes,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732947,2015,766,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
459718,ITT Technical Institute-Las Vegas,NV,North Las Vegas,2010,2017,2018,2017-18,no,D,09/03/2016,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00732956,2015,968,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2017.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
