unitid,institution_name,state,city,first_seen_year,last_seen_year,first_missing_year,academic_year,reappeared_after_gap,act_code,closedat,newid,degree_granting,sector,broad_sector,institutional_level,tracker_category,highest_degree_offered,instcat,opeid8,headcount_year,student_headcount,exit_group,closure_proxy_note,source_group,source_file,source_note
112233,CITY UNIVERSITY-LOS ANGELES,CA,Los Angeles,2004,2004,2005,2004-05,no,D,09/02/04,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,-2,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2004.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
372505,COOPER CAREER INSTITUTE,FL,WEST PALM BEACH,2004,2004,2005,2004-05,no,D,06/04,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,03032700,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2004.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
440192,CORONA INSTITUTE AND UNIVERSITY INC,AL,Montogmery,2004,2004,2005,2004-05,no,M,-2,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-1,-2,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2004.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
113245,D-Q UNIVERSITY,CA,DAVIS,2004,2004,2005,2004-05,no,M,-2,-2,yes,"Private not-for-profit, at least 2 but less than 4 years",Private not-for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,01022900,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2004.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
413875,ITT TECHNICAL INSTITUTE,CA,HAYWARD,2004,2004,2005,2004-05,no,M,-2,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,3,02120901,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2004.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
414832,ITT TECHNICAL INSTITUTE,CA,SANTA CLARA,2004,2004,2005,2004-05,no,M,-2,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,02321901,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2004.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
219134,SI TANKA UNIVERSITY-HURON CAMPUS,SD,HURON,2004,2004,2005,2004-05,no,M,-2,-2,yes,"Public, 4-year or above",Public,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,03019201,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2004.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
133261,SUMMIT INSTITUTE,FL,WEST PALM BEACH,2004,2004,2005,2004-05,no,D,06/03/04,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02614600,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2004.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
172778,WILLIAM TYNDALE COLLEGE,MI,FARMINGTON HILLS,2004,2004,2005,2004-05,no,M,-2,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00225200,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2004.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
143163,Barat College,IL,Lake Forest,2004,2005,2006,2005-06,no,D,06/15/2005,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00163500,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2005.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
212179,Harrisburg Institute of Trade and Technology,PA,Middletown,2004,2005,2006,2005-06,no,M,-2,-2,yes,"Private not-for-profit, at least 2 but less than 4 years",Private not-for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,00488600,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2005.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
367389,International Academy of Design and Technology,WV,Fairmont,2004,2005,2006,2005-06,no,M,-2,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,01021703,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2005.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
415011,Medvance Institute-Baton Rouge,LA,Baton Rouge,2004,2005,2006,2005-06,no,D,12/31/2004,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02326305,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2005.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
147518,Native American Educational Services College Inc,IL,Chicago,2004,2005,2006,2005-06,no,D,-2,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,02286100,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2005.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
195553,Saint Josephs College-Central Office,NY,Brooklyn,2004,2005,2006,2005-06,no,D,-2,-2,yes,,Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,002825A1,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2005.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
122223,St Johns Seminary College,CA,Camarillo,2004,2005,2006,2005-06,no,D,2005,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00129900,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2005.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
447281,Brown Mackie College-Denver,CO,Denver,2005,2006,2007,2006-07,no,D,9/28/2006,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00458303,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
447306,Brown Mackie College-Orange County,CA,Santa Ana,2005,2006,2007,2006-07,no,M,-2,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,00675503,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
447041,Brown Mackie College-San Diego,CA,San Diego,2005,2006,2007,2006-07,no,D,-2,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00675504,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
143880,Career Colleges of Chicago,IL,Chicago,2004,2006,2007,2006-07,no,D,06/30/2006,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00854400,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
201070,College of Art Advertising,OH,Cincinnati,2004,2006,2007,2006-07,no,M,-2,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,02261400,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
436571,Culinary Institute of New Orleans LLC,LA,New Orleans,2004,2006,2007,2006-07,no,M,-2,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,03322300,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
113713,Don Bosco Technical Institute,CA,Rosemead,2004,2006,2007,2006-07,no,M,-2,-2,yes,"Private not-for-profit, at least 2 but less than 4 years",Private not-for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,00915800,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
444185,Edutek College,OH,Stow,2004,2006,2007,2006-07,no,D,-2,-2,yes,"Private not-for-profit, at least 2 but less than 4 years",Private not-for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,03744300,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
234960,Henry Cogswell College,WA,Everett,2004,2006,2007,2006-07,no,D,-2,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,02291700,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
366906,International Institute of the Americas,AZ,Phoenix,2004,2006,2007,2006-07,no,M,-2,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,3,02218802,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
218168,Johnson & Wales University-Charleston,SC,Charleston,2004,2006,2007,2006-07,no,M,-2,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00340401,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
232469,Johnson & Wales University-Norfolk,VA,Norfolk,2004,2006,2007,2006-07,no,M,-2,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,00340402,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
372161,Maric College-Anaheim,CA,Anaheim,2004,2006,2007,2006-07,no,M,-2,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,03044500,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
411806,Metropolitan College,OK,Oklahoma City,2004,2006,2007,2006-07,no,D,-2,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,03081300,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
413565,Metropolitan College,OK,Tulsa,2004,2006,2007,2006-07,no,D,07/31/2006,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,03067300,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
419305,Metropolitan College,NM,Albuquerque,2004,2006,2007,2006-07,no,D,2006,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,03099300,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
365310,Remington College-Denver Campus,CO,Lakewood,2004,2006,2007,2006-07,no,M,-2,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,3,03012107,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
160250,Remington College-New Orleans Campus,LA,Metairie,2004,2006,2007,2006-07,no,D,8/25/2005,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02065100,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
428107,Santa Barbara College of Oriental Medicine,CA,Santa Barbara,2004,2006,2007,2006-07,no,M,-2,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,1,03128000,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
219073,Si Tanka University-Eagle Butte Campus,SD,Eagle Butte,2004,2006,2007,2006-07,no,D,-2,-2,yes,"Public, 4-year or above",Public,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,03019200,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
196459,Taylor Business Institute,NY,New York,2004,2006,2007,2006-07,no,D,-2,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,00482500,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
382531,Vatterott College,NE,Omaha,2004,2006,2007,2006-07,no,M,-2,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,3,03023300,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2006.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
225867,Austin Business College,TX,Austin,2004,2007,2008,2007-08,no,M,12/28/2007,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,02188600,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
439321,Ave Maria College,MI,Ypsilanti,2004,2007,2008,2007-08,no,D,05/2007,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,03474300,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
150127,Ball Memorial Hospital School of Radiologic Technology,IN,Muncie,2004,2007,2008,2007-08,no,D,05/2007,-2,yes,"Private not-for-profit, at least 2 but less than 4 years",Private not-for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02347600,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
377519,Crown College,WA,Tacoma,2004,2007,2008,2007-08,no,D,09/2007,-2,yes,"Private for-profit, 4-year or above",Private for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,02231100,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
141583,Hawaii Business College,HI,Honolulu,2004,2007,2008,2007-08,no,D,09/2007,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02055100,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
233189,Heritage Institute,VA,Falls Church,2004,2007,2008,2007-08,no,M,10/31/07,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,02223100,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
191870,Interboro Institute,NY,New York,2004,2007,2008,2007-08,no,M,12/21/2007,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,00843500,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
442028,Lincoln College of Technology,NV,Henderson,2004,2007,2008,2007-08,no,M,10/31/2007,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,03232305,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
442480,Lincoln College of Technology,GA,Norcross,2004,2007,2008,2007-08,no,D,09/28/2007,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,03232303,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
442055,Lincoln Technical Institute,PA,Plymouth Meeting,2004,2007,2008,2007-08,no,D,09/30/2007,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,01246106,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
105880,Long Technical College-East Valley,AZ,Phoenix,2004,2007,2008,2007-08,no,D,3/31/07,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02181300,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
226790,MTI College of Business and Technology,TX,Houston,2004,2007,2008,2007-08,no,D,6/4/07,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,02245200,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
381990,MTI College of Business and Technology,TX,Houston,2004,2007,2008,2007-08,no,D,6/4/07,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,022452A1,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
119711,New College of California,CA,San Francisco,2004,2007,2008,2007-08,no,M,01/2008,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,2,01083100,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
262013,New York Institute of Technology-Central Islip,NY,Central Islip,2004,2007,2008,2007-08,no,M,2007,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,3,00278203,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
443182,North Central Industrial Technical Education,PA,Ridgway,2004,2007,2008,2007-08,no,D,8/31/07,-2,yes,"Private not-for-profit, at least 2 but less than 4 years",Private not-for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,03471400,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
236300,Puget Sound Christian College,WA,Everett,2004,2007,2008,2007-08,no,D,5/16/07,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00499800,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
446482,Quality College of Culinary Careers,CA,Fresno,2005,2007,2008,2007-08,no,M,10/1/2007,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,03904300,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
443012,Quest Career College,OH,Parma Heights,2004,2007,2008,2007-08,no,D,09/11/2007,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,03659300,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
215895,Schuylkill Institute of Business Technology,PA,Pottsville,2004,2007,2008,2007-08,no,M,3/28/2008,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,02147800,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
103440,Sheldon Jackson College,AK,Sitka,2004,2007,2008,2007-08,no,D,6/29/07,-2,yes,"Private not-for-profit, 4-year or above",Private not-for-profit,4-year or above,"Degree-granting, primarily baccalaureate or above",,-2,00106200,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
446871,The Bryman School-East,AZ,Phoenix,2005,2007,2008,2007-08,no,M,12/2007,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,4,03076406,,,apparent_closure,IPEDS ACT=M marks the institution as closed during the current year; treated here as an apparent closure.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
431044,The Youngstown College of Massotherapy,OH,Struthers,2004,2007,2008,2007-08,no,D,09/2007,-2,yes,"Private for-profit, at least 2 but less than 4 years",Private for-profit,At least 2 but less than 4 years,"Degree-granting, primarily subbaccalaureate",,-2,03200500,,,apparent_closure,IPEDS ACT=D marks the institution out of business/delete; treated here as an apparent closure unless there is a successor.,ipeds_annual_directory,HD2007.zip,Annual IPEDS HD directory leaver analysis; approximate Kelchen-style IPEDS closure screen.
