opeid6,institution_name_first_seen,institution_name_last_seen,state_last_seen,first_seen_year,last_seen_year,first_missing_year,ever_opeflag_values,ever_opeflag_1to5,ever_opeflag_6,ever_broad_sectors,ever_levels,sample_type_last_seen,exit_group,last_seen_acts,last_seen_newids,coverage_note
001094,UNIVERSITY OF THE OZARKS,University of the Ozarks,AR,1996,2024,,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001095,CROWLEYS RIDGE COLLEGE,Crowley's Ridge College,AR,1996,2024,,1,yes,no,Nonprofit,2-year; 4-year,Nonprofit 4-year,,A,,
001097,HARDING UNIVERSITY GRADUATE SCHOOL OF RELIGION,Harding University,AR,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001098,HENDERSON STATE UNIVERSITY,Henderson State University,AR,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001099,HENDRIX COLLEGE,Hendrix College,AR,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001100,JOHN BROWN UNIVERSITY,John Brown University,AR,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001101,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,University of Arkansas at Little Rock,AR,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001102,OUACHITA BAPTIST UNIVERSITY,Ouachita Baptist University,AR,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001103,PHILANDER SMITH COLLEGE,Philander Smith University,AR,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001104,PHILLIPS COMMUNITY COLLEGE OF THE UNIVERSITY OF AR,Phillips Community College of the University of Arkansas,AR,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001105,SHORTER COLLEGE,Shorter College,AR,1996,2024,,1; 5,yes,no,Nonprofit,2-year,Nonprofit 2-year,,A,,
001106,WILLIAMS BAPTIST COLLEGE,Williams Baptist University,AR,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001107,SOUTHERN ARKANSAS UNIVERSITY MAIN CAMPUS,Southern Arkansas University Main Campus,AR,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001108,UNIVERSITY OF ARKANSAS AT FAYETTEVILLE,University of Arkansas,AR,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001109,UNIVERSITY OF ARKANSAS FOR MEDICAL SCIENCES,University of Arkansas for Medical Sciences,AR,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001110,WESTARK COMMUNITY COLLEGE,University of Arkansas-Fort Smith,AR,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001111,ALLAN HANCOCK COLLEGE,Allan Hancock College,CA,1996,2024,,1; 2,yes,no,Public,2-year; 4-year,Public 2-year,,A,,
001113,ANTELOPE VALLEY COLLEGE,Antelope Valley Community College District,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001115,ARMSTRONG UNIVERSITY,ARMSTRONG UNIVERSITY,CA,1996,2001,2002,5,yes,no,For-profit; Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
001116,ART CENTER COLLEGE OF DESIGN,Art Center College of Design,CA,1996,2024,,1; 2,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001117,AZUSA PACIFIC UNIVERSITY,Azusa Pacific University,CA,1996,2024,,1; 2,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001118,BAKERSFIELD COLLEGE,Bakersfield College,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001119,BARSTOW COLLEGE,Barstow Community College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001120,AMERICAN BAPTIST SEMINARY OF THE WEST,Berkeley School of Theology,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001121,BETHANY COLLEGE OF THE ASSEMBLIES OF GOD,Bethany University,CA,1996,2011,2012,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,apparent_main_campus_closure,D,,
001122,BIOLA UNIVERSITY,Biola University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001123,BROOKS INSTITUTE OF PHOTOGRAPHY,Brooks Institute,CA,1996,2016,2017,1; 5,yes,no,For-profit,4-year,For-profit 4-year,apparent_main_campus_closure,D,,
001124,CABRILLO COLLEGE,Cabrillo College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001125,CALIFORNIA BAPTIST COLLEGE,California Baptist University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001127,CALIFORNIA COLLEGE OF ARTS AND CRAFTS,California College of the Arts,CA,1996,2024,,1; 2; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001131,CALIFORNIA INSTITUTE OF TECHNOLOGY,California Institute of Technology,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001132,CALIFORNIA INSTITUTE OF THE ARTS,California Institute of the Arts,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001133,CALIFORNIA LUTHERAN UNIVERSITY,California Lutheran University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001134,CALIFORNIA MARITIME ACADEMY,California State University Maritime Academy,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001135,CALIFORNIA COLLEGE OF PODIATRIC MEDICINE,CALIFORNIA COLLEGE OF PODIATRIC MEDICINE,CA,1996,2002,2003,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,likely_combination_or_successor,C,122296,
001137,CALIFORNIA STATE UNIVERSITY-FULLERTON,California State University-Fullerton,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001138,CALIFORNIA STATE UNIVERSITY-HAYWARD,California State University-East Bay,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001139,CALIFORNIA STATE UNIVERSITY-LONG BEACH,California State University-Long Beach,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001140,CALIFORNIA STATE UNIVERSITY-LOS ANGELES,California State University-Los Angeles,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001141,CALIFORNIA STATE UNIVERSITY-DOMINGUEZ HILLS,California State University-Dominguez Hills,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001142,CALIFORNIA STATE UNIVERSITY-SAN BERNARDINO,California State University-San Bernardino,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001143,CALIFORNIA POLYTECHNIC STATE UNIV-SAN LUIS OBISPO,California Polytechnic State University-San Luis Obispo,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001144,CALIFORNIA STATE POLYTECHNIC UNIVERSITY-POMONA,California State Polytechnic University-Pomona,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001146,PRINCE WILLIAM SOUND COMMUNITY COLLEGE,California State University-Chico,CA,1996,2024,,1; 2,yes,no,Public,4-year,Public 4-year,,A,,
001147,CALIFORNIA STATE UNIVERSITY-FRESNO,California State University-Fresno,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001149,HUMBOLDT STATE UNIVERSITY,California State Polytechnic University-Humboldt,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001150,CALIFORNIA STATE UNIVERSITY-SACRAMENTO,California State University-Sacramento,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001151,SAN DIEGO STATE UNIVERSITY,San Diego State University,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001153,CALIFORNIA STATE UNIVERSITY-NORTHRIDGE,California State University-Northridge,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001154,SAN FRANCISCO STATE UNIVERSITY,San Francisco State University,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001155,SAN JOSE STATE UNIVERSITY,San Jose State University,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001156,SONOMA STATE UNIVERSITY,Sonoma State University,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001157,CALIFORNIA STATE UNIVERSITY-STANISLAUS,California State University-Stanislaus,CA,1996,2024,,1,yes,no,Public,4-year,Public 4-year,,A,,
001158,U S INTERNATIONAL UNIVERSITY,U S INTERNATIONAL UNIVERSITY,CA,1996,2001,2002,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,likely_combination_or_successor,C,,
001161,CERRITOS COLLEGE,Cerritos College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001162,CHABOT COLLEGE,Chabot College,CA,1996,2024,,1; 2,yes,no,Public,2-year; 4-year,Public 2-year,,A,,
001163,CHAFFEY COMMUNITY COLLEGE,Chaffey College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001164,CHAPMAN UNIVERSITY,Chapman University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001165,CHURCH DIVINITY SCHOOL OF THE PACIFIC,Church Divinity School of the Pacific,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001166,CITRUS COLLEGE,Citrus College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001168,RASMUSSEN COLLEGE-CORPORATE OFFICE,RASMUSSEN COLLEGE-CORPORATE OFFICE,MN,1996,1998,1999,2,yes,no,For-profit,2-year,For-profit 2-year,other_exit,A,,
001169,CLAREMONT GRADUATE SCHOOL,Claremont Graduate University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001170,CLAREMONT MCKENNA COLLEGE,Claremont McKenna College,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001171,HARVEY MUDD COLLEGE,Harvey Mudd College,CA,1996,2024,,1; 2,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001172,PITZER COLLEGE,Pitzer College,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001173,POMONA COLLEGE,Pomona College,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001174,SCRIPPS COLLEGE,Scripps College,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001176,WEST HILLS COMMUNITY COLLEGE,Coalinga College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001177,COGSWELL COLLEGE,University of Silicon Valley,CA,1996,2024,,1,yes,no,For-profit; Nonprofit,4-year,For-profit 4-year,,A,,
001178,COLLEGE OF MARIN,College of Marin,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001179,COLLEGE OF NOTRE DAME,Notre Dame de Namur University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001181,COLLEGE OF SAN MATEO,College of San Mateo,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001182,COLLEGE OF THE DESERT,College of the Desert,CA,1996,2024,,1; 2,yes,no,Public,2-year,Public 2-year,,A,,
001183,HOLY NAMES COLLEGE,Holy Names University,CA,1996,2023,2024,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,apparent_main_campus_closure,D,,
001185,COLLEGE OF THE REDWOODS,College of the Redwoods,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001186,COLLEGE OF THE SEQUOIAS,College of the Sequoias,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001187,COLLEGE OF THE SISKIYOUS,College of the Siskiyous,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001188,COMPTON COMMUNITY COLLEGE,Compton Community College,CA,1996,2005,2006,1,yes,no,Public,2-year,Public 2-year,other_exit,A,,
001190,CONTRA COSTA COLLEGE,Contra Costa College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001191,DIABLO VALLEY COLLEGE,Diablo Valley College,CA,1996,2024,,1; 5,yes,no,Public,2-year,Public 2-year,,A,,
001192,CUESTA COLLEGE,Cuesta College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001193,CYPRESS COLLEGE,Cypress College,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001194,DEEP SPRINGS COLLEGE,DEEP SPRINGS COLLEGE,CA,1996,2003,2004,1; 5,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
001195,DEFENSE LANGUAGE INSTITUTE,DEFENSE LANGUAGE INSTITUTE,CA,1996,2000,2001,5,yes,no,For-profit; Public,2-year,Public 2-year,other_exit,A,,
001196,DOMINICAN COLLEGE OF SAN RAFAEL,Dominican University of California,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001197,EL CAMINO COLLEGE,El Camino Community College District,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001199,FOOTHILL COLLEGE,Foothill College,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001200,FULLER THEOLOGICAL SEMINARY IN CALIFORNIA,Fuller Theological Seminary,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001201,FULLERTON COLLEGE,Fullerton College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001202,GAVILAN COLLEGE,Gavilan College,CA,1996,2024,,1; 2,yes,no,Public,2-year,Public 2-year,,A,,
001203,GLENDALE COMMUNITY COLLEGE,Glendale Community College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001204,GOLDEN GATE BAPTIST SEMINARY,Golden Gate Baptist Theological Seminary,CA,1996,2005,2006,3,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
001205,GOLDEN GATE UNIVERSITY-SAN FRANCISCO,Golden Gate University,CA,1996,2024,,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001206,GOLDEN WEST COLLEGE,Golden West College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001207,GRADUATE THEOLOGICAL UNION,Graduate Theological Union,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001208,GROSSMONT COLLEGE,Grossmont College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001209,HARTNELL COLLEGE,Hartnell College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001210,HEALD INSTITUTE OF TECHNOLOGY-SAN FRANCISCO,QUAPAW TECHNICAL INSTITUTE,AR,1996,2003,2004,2,yes,no,Nonprofit; Public,2-year,Public 2-year,likely_combination_or_successor,C,106980,
001211,HEALD BUSINESS COLLEGE-SAN JOSE,HEALD COLLEGE SCHOOL OF BUSINESS,CA,1996,1998,1999,5,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
001212,HUMPHREYS COLLEGE,Humphreys University-Stockton and Modesto Campuses,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001214,IMPERIAL VALLEY COLLEGE,Imperial Valley College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001215,LA SIERRA UNIVERSITY,La Sierra University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001216,UNIVERSITY OF LAVERNE,University of La Verne,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001217,LASSEN COMMUNITY COLLEGE,Lassen Community College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001218,LOMA LINDA UNIVERSITY,Loma Linda University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001219,LONG BEACH CITY COLLEGE,Long Beach City College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001220,THE MASTERS COLLEGE,The Master's University and Seminary,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001223,LOS ANGELES CITY COLLEGE,Los Angeles City College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001224,LOS ANGELES HARBOR COLLEGE,Los Angeles Harbor College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001226,LOS ANGELES PIERCE COLLEGE,Los Angeles Pierce College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001227,LOS ANGELES TRADE TECHNICAL COLLEGE,Los Angeles Trade Technical College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001228,LOS ANGELES VALLEY COLLEGE,Los Angeles Valley College,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001229,LOS ANGELES COLLEGE OF CHIROPRACTIC,Southern California University of Health Sciences,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001230,SOUTHERN CALIFORNIA COLLEGE OF OPTOMETRY,Marshall B Ketchum University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001232,AMERICAN RIVER COLLEGE,American River College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001233,SACRAMENTO CITY COLLEGE,Sacramento City College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001236,MENLO COLLEGE,Menlo College,CA,1996,2024,,1; 2,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001237,MERCED COLLEGE,Merced College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001238,MILLS COLLEGE,Mills College,CA,1996,2021,2022,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
001239,MIRA COSTA COLLEGE,MiraCosta College,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001240,MODESTO JUNIOR COLLEGE,Modesto Junior College,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001241,MONTEREY INSTITUTE OF INTERNATIONAL STUDIES,Monterey Institute of International Studies,CA,1996,2007,2008,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
001242,MONTEREY PENINSULA COLLEGE,Monterey Peninsula College,CA,1996,2024,,1; 2,yes,no,Public,2-year,Public 2-year,,A,,
001243,MOUNT SAINT MARYS COLLEGE,Mount Saint Mary's University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001245,MT SAN ANTONIO COLLEGE,Mt San Antonio College,CA,1996,2024,,1; 2,yes,no,Public,2-year,Public 2-year,,A,,
001246,MOUNT SAN JACINTO COLLEGE,Mt San Jacinto Community College District,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001247,NAPA VALLEY COLLEGE,Napa Valley College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001249,OCCIDENTAL COLLEGE,Occidental College,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001250,ORANGE COAST COLLEGE,Orange Coast College,CA,1996,2024,,1; 2,yes,no,Public,2-year,Public 2-year,,A,,
001251,OTIS COLLEGE OF ART AND DESIGN,Otis College of Art and Design,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001252,PACIFIC CHRISTIAN COLLEGE,Hope International University,CA,1996,2024,,1; 5; 7,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001253,FRESNO PACIFIC COLLEGE,Fresno Pacific University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001254,PACIFIC LUTHERAN THEOLOGICAL SEMINARY,Pacific Lutheran Theological Seminary,CA,1996,2016,2017,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,likely_combination_or_successor,C,110413,
001255,PACIFIC OAKS COLLEGE,Pacific Oaks College,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001256,PACIFIC SCHOOL OF RELIGION,Pacific School of Religion,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001258,PACIFIC UNION COLLEGE,Pacific Union College,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001259,PALO VERDE COLLEGE,Palo Verde College,CA,1996,2024,,1; 2,yes,no,Public,2-year,Public 2-year,,A,,
001260,PALOMAR COLLEGE,Palomar College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001261,PASADENA CITY COLLEGE,Pasadena City College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001262,POINT LOMA NAZARENE COLLEGE,Point Loma Nazarene University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001265,PERALTA COMMUNITY COLLEGE SYSTEM OFFICE,Peralta Community College System Office,CA,1996,2024,,1; 2,yes,no,Public,2-year,Public 2-year,,A,,
001266,LANEY COLLEGE,Laney College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001267,MERRITT COLLEGE,Merritt College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001268,PORTERVILLE COLLEGE,Porterville College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001269,RIO HONDO COLLEGE,Rio Hondo College,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001270,RIVERSIDE COMMUNITY COLLEGE,Riverside City College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001272,SAN BERNARDINO VALLEY COLLEGE,San Bernardino Valley College,CA,1996,2024,,1; 2,yes,no,Public,2-year,Public 2-year,,A,,
001273,SAN DIEGO CITY COLLEGE,San Diego City College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001275,SAN DIEGO MESA COLLEGE,San Diego Mesa College,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001277,SAN FRANCISCO COLLEGE OF MORTUARY SCIENCE,SAN FRANCISCO COLLEGE OF MORTUARY SCIENCE,CA,1996,2001,2002,5,yes,no,Nonprofit,2-year,Nonprofit 2-year,other_exit,A,,
001278,SAN FRANCISCO CONSERVATORY OF MUSIC,San Francisco Conservatory of Music,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001279,SAN FRANCISCO THEOLOGICAL SEMINARY,University of Redlands Graduate School of Theology,CA,1996,2020,2021,1; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,likely_combination_or_successor,C,121691,
001280,SAN JOAQUIN DELTA COLLEGE,San Joaquin Delta College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001281,SAN JOSE CHRISTIAN COLLEGE,William Jessup University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001282,SAN JOSE CITY COLLEGE,San Jose City College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001284,RANCHO SANTIAGO COLLEGE,Santa Ana College,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001285,SANTA BARBARA CITY COLLEGE,Santa Barbara City College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001286,SANTA MONICA COLLEGE,Santa Monica College,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001287,SANTA ROSA JUNIOR COLLEGE,Santa Rosa Junior College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001288,CLAREMONT SCHOOL OF THEOLOGY,Claremont School of Theology,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001289,SHASTA COLLEGE,Shasta College,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001290,SIERRA COLLEGE,Sierra College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001291,SIMPSON COLLEGE,Simpson University,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001292,SOLANO COUNTY COMMUNITY COLLEGE DISTRICT,Solano Community College,CA,1996,2024,,1,yes,no,Public,2-year; 4-year,Public 4-year,,A,,
001293,SOUTHERN CALIFORNIA COLLEGE,Vanguard University of Southern California,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001294,SOUTHWESTERN COLLEGE,Southwestern College,CA,1996,2024,,1,yes,no,Public,2-year,Public 2-year,,A,,
001295,SOUTHWESTERN UNIVERSITY SCHOOL OF LAW,Southwestern Law School,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001296,DOMINICAN SCHOOL OF PHILOSOPHY AND THEOLOGY,Dominican School of Philosophy & Theology,CA,1996,2024,,1,yes,no,Nonprofit,4-year,Nonprofit 4-year,,A,,
001299,SAINT JOHNS SEMINARY COLLEGE,St John's Seminary,CA,1996,2020,2021,1; 3; 5,yes,no,Nonprofit,4-year,Nonprofit 4-year,other_exit,A,,
