event_year,event_date,classification,record_kind,school_name_source,institution_name_ipeds,unitid,unitid_match_method,opeid8,opeid6,state,sector,institutional_category,tracker_category,student_headcount,student_headcount_year,ipeds_first_seen_year,ipeds_last_seen_year,ipeds_last_act,ipeds_last_closedat,institution_status,is_active,source_group,source_file,source_section,event_label,source_title,source_url,classification_basis,sch_type,closed_count,pgm_length,notes
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-Phoenix Campus,University of Phoenix-Phoenix Campus,105516,,02098800,20988,AZ,Private for-profit,4-year or above,4-year or above,7111,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-Raleigh Campus,University of Phoenix-Raleigh Campus,446765,,42098830,420988,NC,Private for-profit,4-year or above,4-year or above,511,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-Richmond-Virginia Beach Campus,University of Phoenix-Richmond-Virginia Beach Campus,446756,,82098821,820988,VA,Private for-profit,4-year or above,4-year or above,1031,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-Sacramento Valley Campus,University of Phoenix-Sacramento Valley Campus,419509,,12098865,120988,CA,Private for-profit,4-year or above,4-year or above,5049,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-San Antonio Campus,University of Phoenix-San Antonio Campus,446738,,42098878,420988,TX,Private for-profit,4-year or above,4-year or above,1544,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-San Diego Campus,University of Phoenix-San Diego Campus,372222,,02098883,20988,CA,Private for-profit,4-year or above,4-year or above,8718,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-Savannah Campus,University of Phoenix-Savannah Campus,447652,,32098833,320988,GA,Private for-profit,4-year or above,4-year or above,656,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-Shreveport-Bossier Campus,University of Phoenix-Shreveport-Bossier Campus,474979,,32098866,320988,LA,Private for-profit,4-year or above,4-year or above,366,2013,2011,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-South Florida Campus,University of Phoenix-South Florida Campus,434946,,32098825,320988,FL,Private for-profit,4-year or above,4-year or above,2319,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-Southern Arizona Campus,University of Phoenix-Southern Arizona Campus,405979,,12098835,120988,AZ,Private for-profit,4-year or above,4-year or above,2724,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-Southern California Campus,University of Phoenix-Southern California Campus,406015,,22098812,220988,CA,Private for-profit,4-year or above,4-year or above,13837,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-Southern Colorado Campus,University of Phoenix-Southern Colorado Campus,438382,,32098806,320988,CO,Private for-profit,4-year or above,4-year or above,996,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-St Louis Campus,University of Phoenix-St Louis Campus,439279,,32098887,320988,MO,Private for-profit,4-year or above,4-year or above,1050,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-Tulsa Campus,University of Phoenix-Tulsa Campus,434991,,52098869,520988,OK,Private for-profit,4-year or above,4-year or above,729,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-West Florida Campus,University of Phoenix-West Florida Campus,434964,,32098820,320988,FL,Private for-profit,4-year or above,4-year or above,1230,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2015,,merger_consolidation,merger_or_consolidation,University of Phoenix-West Michigan Campus,University of Phoenix-West Michigan Campus,438416,,32098883,320988,MI,Private for-profit,4-year or above,4-year or above,823,2013,2008,2014,C,-2,,C,ipeds_annual_directory,HD2014.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2014.
2016,,merger_consolidation,merger_or_consolidation,Bexley Hall Seabury Western Theological Seminary Federation,Bexley Hall Seabury Western Theological Seminary Federation,148724,,00175400,1754,IL,Private not-for-profit,4-year or above,4-year or above,60,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Emmanuel Christian Seminary,Emmanuel Christian Seminary,220136,,00351105,3511,TN,Private not-for-profit,4-year or above,4-year or above,136,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Fortis College-Akron,Fortis College-Akron,467340,,00941203,9412,OH,Private for-profit,Less than 2 years,Less than 2 years,227,2014,2011,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Fortis College-Cuyahoga Falls,Fortis College-Cuyahoga Falls,204307,,00941200,9412,OH,Private for-profit,At least 2 but less than 4 years,At least 2 but less than 4 years,636,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Husson University,Husson University,161165,,00204300,2043,ME,Private not-for-profit,4-year or above,4-year or above,3416,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Kennesaw State University,Kennesaw State University,140164,,00157700,1577,GA,Public,4-year or above,4-year or above,29558,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Louisiana State University-System Office,Louisiana State University-System Office,159638,,00200900,2009,LA,Public,4-year or above,4-year or above,,2015,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Lyme Academy College of Fine Arts,Lyme Academy College of Fine Arts,129686,,00139716,1397,CT,Private not-for-profit,4-year or above,4-year or above,78,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Metropolitan Community College-Kansas City,Metropolitan Community College-Kansas City,178129,,00248400,2484,MO,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,,2015,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Milligan College,Milligan College,221014,,00351100,3511,TN,Private not-for-profit,4-year or above,4-year or above,1308,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Moultrie Technical College,Moultrie Technical College,140599,,00525500,5255,GA,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,2846,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,New England School of Communications,New England School of Communications,373827,,02347100,23471,ME,Private not-for-profit,4-year or above,4-year or above,479,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Southern Polytechnic State University,Southern Polytechnic State University,141097,,00157706,1577,GA,Public,4-year or above,4-year or above,7883,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Southwest Georgia Technical College,Southwest Georgia Technical College,141158,,00561500,5615,GA,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,2272,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Texas State Technical College-Harlingen,Texas State Technical College-Harlingen,229319,,00922500,9225,TX,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,7997,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Texas State Technical College-Marshall,Texas State Technical College-Marshall,408394,,03396500,33965,TX,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,1060,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Texas State Technical College-System,Texas State Technical College-System,228671,,00964200,9642,TX,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,,2015,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Texas State Technical College-Waco,Texas State Technical College-Waco,228680,,00363400,3634,TX,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,4882,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2016,,merger_consolidation,merger_or_consolidation,Texas State Technical College-West Texas,Texas State Technical College-West Texas,229328,,00993200,9932,TX,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,1601,2014,2008,2015,C,-2,,C,ipeds_annual_directory,HD2015.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2015.
2017,,merger_consolidation,merger_or_consolidation,American College of Traditional Chinese Medicine,American College of Traditional Chinese Medicine,430591,,00125400,1254,CA,Private not-for-profit,4-year or above,4-year or above,277,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Colorado Technical University-Online,Colorado Technical University-Online,444158,,01014805,10148,CO,Private for-profit,4-year or above,4-year or above,39753,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Le Cordon Bleu College of Culinary Arts-Orlando,Le Cordon Bleu College of Culinary Arts-Orlando,442231,,03031403,30314,FL,Private for-profit,At least 2 but less than 4 years,At least 2 but less than 4 years,1280,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Lenoir-Rhyne University-Lutheran Theological Southern Seminary,Lenoir-Rhyne University-Lutheran Theological Southern Seminary,218265,,00294102,2941,SC,Private not-for-profit,4-year or above,4-year or above,104,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,New England School of Acupuncture,New England School of Acupuncture,167181,,00216506,2165,MA,Private not-for-profit,4-year or above,4-year or above,162,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Northwood University-Texas,Northwood University-Texas,227243,,00407221,4072,TX,Private not-for-profit,4-year or above,4-year or above,403,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Pacific Lutheran Theological Seminary,Pacific Lutheran Theological Seminary,120740,,00125400,1254,CA,Private not-for-profit,4-year or above,4-year or above,116,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Piedmont International University,Piedmont International University,199315,,00295600,2956,NC,Private not-for-profit,4-year or above,4-year or above,779,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,South College-Asheville,South College-Asheville,198242,,01026400,10264,NC,Private for-profit,4-year or above,4-year or above,541,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Tennessee Temple University,Tennessee Temple University,221856,,00352400,3524,TN,Private not-for-profit,4-year or above,4-year or above,766,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,The Boston Conservatory,The Boston Conservatory,164933,,00212900,2129,MA,Private not-for-profit,4-year or above,4-year or above,819,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Tulsa Technology Center-Broken Arrow Campus,Tulsa Technology Center-Broken Arrow Campus,261393,,00531103,5311,OK,Public,Less than 2 years,Less than 2 years,802,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Tulsa Technology Center-Lemley Campus,Tulsa Technology Center-Lemley Campus,261375,,00531100,5311,OK,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,1650,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Tulsa Technology Center-Owasso Campus,Tulsa Technology Center-Owasso Campus,482264,,00531105,5311,OK,Public,Less than 2 years,Less than 2 years,422,2015,2013,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Tulsa Technology Center-Peoria Campus,Tulsa Technology Center-Peoria Campus,207607,,00531104,5311,OK,Public,Less than 2 years,Less than 2 years,688,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Tulsa Technology Center-Riverside Campus,Tulsa Technology Center-Riverside Campus,261384,,00531102,5311,OK,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,802,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Tulsa Technology Center-Sand Springs Campus,Tulsa Technology Center-Sand Springs Campus,482273,,00531106,5311,OK,Public,Less than 2 years,Less than 2 years,220,2015,2013,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Widener University-Commonwealth Law School,Widener University-Commonwealth Law School,402828,,00331302,3313,PA,Private not-for-profit,4-year or above,4-year or above,393,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2017,,merger_consolidation,merger_or_consolidation,Widener University-Delaware Law School,Widener University-Delaware Law School,244190,,00331301,3313,DE,Private not-for-profit,4-year or above,4-year or above,897,2015,2008,2016,C,-2,,C,ipeds_annual_directory,HD2016.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2016.
2018,,merger_consolidation,merger_or_consolidation,Centura College-North Charleston,Centura College-North Charleston,434812,,03304301,33043,SC,Private for-profit,Less than 2 years,Less than 2 years,155,2016,2008,2017,C,-2,,C,ipeds_annual_directory,HD2017.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2017.
2018,,merger_consolidation,merger_or_consolidation,Darton State College,Darton State College,138691,,00154300,1543,GA,Public,4-year or above,4-year or above,7221,2016,2008,2017,C,-2,,C,ipeds_annual_directory,HD2017.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2017.
2018,,merger_consolidation,merger_or_consolidation,Lutheran Theological Seminary at Philadelphia,Lutheran Theological Seminary at Philadelphia,213640,,00329200,3292,PA,Private not-for-profit,4-year or above,4-year or above,239,2016,2008,2017,C,-2,,C,ipeds_annual_directory,HD2017.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2017.
2018,,merger_consolidation,merger_or_consolidation,Purdue University-Calumet Campus,Purdue University-Calumet Campus,152248,,00182700,1827,IN,Public,4-year or above,4-year or above,11498,2016,2008,2017,C,-2,,C,ipeds_annual_directory,HD2017.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2017.
2018,,merger_consolidation,merger_or_consolidation,Purdue University-North Central Campus,Purdue University-North Central Campus,152266,,00182600,1826,IN,Public,4-year or above,4-year or above,7430,2016,2008,2017,C,-2,,C,ipeds_annual_directory,HD2017.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2017.
2018,,merger_consolidation,merger_or_consolidation,School of the Museum of Fine Arts at Tufts University,School of the Museum of Fine Arts at Tufts University,166984,,00466700,4667,MA,Private not-for-profit,4-year or above,4-year or above,542,2016,2008,2017,C,-2,,C,ipeds_annual_directory,HD2017.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2017.
2018,,merger_consolidation,merger_or_consolidation,Seattle Vocational Institute,Seattle Vocational Institute,381529,,00378703,3787,WA,Public,Less than 2 years,Less than 2 years,410,2016,2008,2017,C,-2,,C,ipeds_annual_directory,HD2017.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2017.
2019,,merger_consolidation,merger_or_consolidation,Alabama Southern Community College,Alabama Southern Community College,101949,,00106006,1060,AL,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,1857,2017,2008,2018,C,-2,,C,ipeds_annual_directory,HD2018.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2018.
2019,,merger_consolidation,merger_or_consolidation,Armstrong State University,Armstrong State University,138789,,00154600,1546,GA,Public,4-year or above,4-year or above,8388,2017,2008,2018,C,-2,,C,ipeds_annual_directory,HD2018.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2018.
2019,,merger_consolidation,merger_or_consolidation,Bainbridge State College,Bainbridge State College,139010,,01107400,11074,GA,Public,4-year or above,4-year or above,3193,2017,2008,2018,C,-2,,C,ipeds_annual_directory,HD2018.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2018.
2019,,merger_consolidation,merger_or_consolidation,Beau Monde College of Hair Design,Beau Monde College of Hair Design,208248,,02154402,21544,OR,Private for-profit,Less than 2 years,Less than 2 years,52,2017,2008,2018,C,-2,,C,ipeds_annual_directory,HD2018.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2018.
2019,,merger_consolidation,merger_or_consolidation,Jefferson (Philadelphia University + Thomas Jefferson University),Jefferson (Philadelphia University + Thomas Jefferson University),215099,,00335400,3354,PA,Private not-for-profit,4-year or above,4-year or above,4454,2017,2008,2018,C,-2,,C,ipeds_annual_directory,HD2018.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2018.
2019,,merger_consolidation,merger_or_consolidation,Jefferson Davis Community College,Jefferson Davis Community College,101499,,00106010,1060,AL,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,1486,2017,2008,2018,C,-2,,C,ipeds_annual_directory,HD2018.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2018.
2019,,merger_consolidation,merger_or_consolidation,Kendall College,Kendall College,146393,,00170300,1703,IL,Private for-profit,4-year or above,4-year or above,1650,2017,2008,2018,C,-2,,C,ipeds_annual_directory,HD2018.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2018.
2019,,merger_consolidation,merger_or_consolidation,Kiamichi Technology Center-Atoka,Kiamichi Technology Center-Atoka,375692,,00920405,9204,OK,Public,Less than 2 years,Less than 2 years,194,2017,2008,2018,C,-2,,C,ipeds_annual_directory,HD2018.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2018.
2019,,merger_consolidation,merger_or_consolidation,Kiamichi Technology Center-Durant,Kiamichi Technology Center-Durant,375708,,00920404,9204,OK,Public,At least 2 but less than 4 years,At least 2 but less than 4 years,129,2017,2008,2018,C,-2,,C,ipeds_annual_directory,HD2018.zip,Annual HD directory,IPEDS annual status exit,,,IPEDS annual directory status plus disappearance from later directories.,,,,Last annual IPEDS status was ACT=C in HD2018.
