opeid6,institution_name,state,closure_year,sample_type,broad_sector,level,ever_broad_sectors,overall_level,last_seen_year,last_seen_acts,last_seen_newids,source_note,closure_rule
006640,Columbia Hospital School of Nursing,WI,1986,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,1999,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
003232,Alliance College,PA,1987,For-profit 2-year,For-profit,2-year,For-profit,2-year,2010,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004283,Grantham College of Engineering,CA,1990,For-profit 4-year,For-profit,4-year,For-profit,4-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021382,Hendrick Memorial Hospital School Radiologic Technology,TX,1990,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020579,Hollywood Institute of Beauty Careers,FL,1990,For-profit 2-year,For-profit,2-year,For-profit,2-year,2010,R,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012157,Midwest Beauty College,OK,1990,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021461,Chauffeurs Training School,NY,1991,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,N,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
001408,Saint Basil College,CT,1991,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2010,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
001248,Northrop University,CA,1992,For-profit 2-year,For-profit,2-year,For-profit,2-year,2010,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011512,State College of Beauty,MI,1993,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025417,Coastal College,LA,1994,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011740,Peninsula Hospital Center School of Radiologic Tech,NY,1994,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011527,Harlem Hospital Center School of Anesthesia for Nurses,NY,1995,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021406,Institute of Business & Medical Technology,CA,1995,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006117,"Milwaukee County Medical Complex, School of Radiologic Technology",WI,1995,Public 2-year,Public,2-year,Public,2-year,1999,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021038,Ohio State College of Barber Styling,OH,1995,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021991,Academy of Hair Design,IN,1996,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021161,National Shakespeare Conservatory,NY,1996,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
003112,Penn Ohio College,OH,1996,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2010,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012296,Vogue Beauty College #2,TX,1996,For-profit 2-year,For-profit,2-year,For-profit,2-year,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
005090,Akron City Hospital,OH,1997,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010968,Aladdin Beauty College #12,OK,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012299,Aladdin Beauty College #19,TX,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023266,Alaska Computer Institute,AK,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030889,Ambassador University,TX,1997,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012809,Capri School of Beauty Culture,IL,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031257,Central Texas Beauty College #3,TX,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020885,Climate Control Institute,OK,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007417,Contemporary School of Beauty Culture,NY,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026108,Court Reporting Institute,NY,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012029,De Sales School of Theology,DC,1997,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025397,Edwards School of Cosmetology,MI,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021650,Eldorado College,CA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023174,Emory College of Puerto Rico,PR,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009727,Flexer Beauty School,NY,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025981,Florida Technical College Tampa,FL,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022983,Fremont Beauty College,CA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
005175,Genesee Hospital,NY,1997,Public 2-year,Public,2-year,Public,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008548,Hickox School of Information Technology,MA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021099,James Martin Adult Health Occupations,PA,1997,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023464,Lady Helen's School of Beauty,ID,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026201,Louisiana Hair Design College,LA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030802,Louisiana Training Center,LA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008944,Maine St Academy of Hair Design,ME,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023583,Maine State Academy of Hair Design,ME,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012403,Meadows Business College,GA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030242,National Business Institute,GA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023364,National Computer College,PR,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010945,Nationwide Beauty Academy,OH,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021030,Nationwide Beauty Academy,OH,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004931,Nettleton Career College,SD,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023104,Nevada Career School,NV,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011598,Orange County Business College,CA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023023,Orlando Academy of Beauty Culture,FL,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030849,Pompano Academy of Aeronautics,FL,1997,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022765,Portsmouth School of Beauty Culture,VA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007751,Richard I School of Beauty Culture,NY,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011906,Salisbury Business College,NC,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021419,San Gorgonio Beauty College,CA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030360,School of Business & Banking,KY,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007268,Somerville Hospital School of Nursing,MA,1997,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030007,Southern Vocational Technical Institute,MS,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023535,Stefans Beauty College,LA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
001986,Sue Bennett College,KY,1997,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022532,Superior Career Institute,NY,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021679,Technical Education Center,MD,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022483,Travel School of America,MA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007907,Troutmans College of Hairstyling,NC,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020585,Uniontown Beauty Academy,PA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025713,Vista Del Mar-School of Court Reporting,CA,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021783,Vogue School of Hair Design #6,NM,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025289,Western Reserve Care System,OH,1997,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
001899,Westmar University,IA,1997,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006186,Wilcox College of Nursing,CT,1997,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009670,Wright Beauty College,IN,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022989,Wright Beauty College,IN,1997,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030253,Academy for Career Education,NY,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
024974,Academy of Professional Development,NJ,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023149,Advanced Career Training,PA,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012485,Aladdin Beauty College #25,TX,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022814,Aladdin Beauty College #3,TX,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006270,Allen Memorial Hospital School of Nursing,IA,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030985,Allstate Institute of Technology,MA,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022804,American Institute,AZ,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030648,Amherst Career Center,MS,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012721,Ann May School of Nursing - Jersey Shore Medical Center,NJ,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022000,Arizona College of the Bible,AZ,1998,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,1998,Z,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025789,Artiste School of Cosmetology,TN,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022157,Artistic School Of Hair Design,OR,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030532,Astral Academy of Hair,CO,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031238,"Aurora Career Center, Inc.",IL,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021863,Avanti Hair Tech,FL,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030257,Barons Castle Beauty Academy,PA,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030999,Beauty Technical Academy of Hairdressing,CT,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010739,Beebe's Academy of Beauty Culture,AZ,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022036,Bergen Pines County Hospital School of Practical Nurse,NJ,1998,Public 2-year,Public,2-year,Public,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012922,Broms Academy,MA,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030534,Business Skills Training Center,TX,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025765,CCS Cosmetology College,OK,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022179,Central Academy Of Beauty Culture,NY,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031105,City College of Colorado Springs,CO,1998,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
013165,Climate Control Institute,KS,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030302,Commonwealth International,MT,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023584,Commonwealth International University,CO,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004147,Cook County Hospital School of Radiologic Technology,IL,1998,Public 2-year,Public,2-year,Public,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007246,Don's Beauty School,CA,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021798,Donta School of Beauty Culture,KY,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030631,Excelcis Beauty College,ID,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025272,Farah's School of Beauty Culture,SC,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025947,Fenton School of Hair Design,MI,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023317,Franklin College,NM,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006541,Germantown Hospital School and Medical Center,PA,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022303,Head People School of Hair Design,NY,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007294,Heald College-School of Business,CA,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004847,Interstate Business College,ND,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009452,Interstate Career College,AZ,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020916,Joseph Bulova School,NY,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025550,Kenneth Shuler School of Cosmetology & Hair Design,SC,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012819,Krissler Business Institute,NY,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010465,Learning Institute for Beauty Sciences,NJ,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012554,M.J. Murphy Beauty College of Lansing,MI,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021031,M.J. Murphy Beauty College of Midland,MI,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022544,Mable Bailey Fashion College School of Modeling & Cosmetology,GA,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
003859,Madison College,WI,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004234,Marian Health Center School of Radiologic Technology,IA,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010062,Metropolitan Community College,IL,1998,Public 2-year,Public,2-year,Public,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021629,Michael Taylor Institute of Hair Design,CO,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021410,Michigan College of Beauty II,MI,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009153,Mid-Maine Medical Center School of Radiologic Technology,ME,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025269,Moler Beauty College,LA,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009716,National Academy of Hairdressing,CT,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025951,New Concepts Beauty College,IN,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031026,North Carolina Academy of Cosmetic Art,NC,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007487,Northeast Institute of Industrial Technology,MA,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023431,Northwest Arkansas College of Cosmetology,AR,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023376,Northwest Beauty School,MD,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008945,Petoskey Beauty Academy,MI,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
003175,Phillips University,OK,1998,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025472,Professional Hair Design Academy,SC,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025991,Remington College,AR,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026129,Remington College,KS,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011116,Sawyer College,CA,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011122,Sawyer College,CA,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011534,Sawyer College of Business,OH,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021523,School of Communication Arts,MN,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011216,Sibyl Beauty School,MI,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1998,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010656,State College of Beauty,MI,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006514,Summa Saint Thomas School of Nursing,OH,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021693,Syrit College,NY,1998,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1998,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020636,Tad Technical Institute Kansas City,MO,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011971,Trend Beauty College,IL,1998,For-profit 2-year,For-profit,2-year,For-profit,2-year,1997,,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
