opeid6,institution_name,state,closure_year,sample_type,broad_sector,level,ever_broad_sectors,overall_level,last_seen_year,last_seen_acts,last_seen_newids,source_note,closure_rule
025812,CC's Cosmetology College,OK,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
042125,Cactus Academy (The),NY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004889,Cambria-Rowe Business College,PA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022912,Cannella School of Hair Design,IL,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
040563,Career College of California,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025911,Career Point College,TX,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012166,Carousel Beauty College,OH,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012672,Carousel Beauty College,OH,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
039283,Central State Massage Academy,OK,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
032783,Charter College,CA,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021659,Chillicothe Beauty Academy,MO,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041265,Coast Career Institute,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011725,Collins School of Cosmetology,KY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021487,Connecticut Institute of Hair Design,CT,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022486,Cooper Health System The - Center for Allied Health Education,NJ,2016,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
024917,Cortiva Institute - Boston,MA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
032753,Cosmetology Career Institute,TX,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002366,Crossroads College,MN,2016,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004731,Daniel Webster College,NH,2016,For-profit 4-year,For-profit,4-year,For-profit; Nonprofit,4-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
038483,Day Spa Career College,MS,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020568,Daymar College,OH,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
002667,Dowling College,NY,2016,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004893,DuBois Business College,PA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034904,Emil Fries Piano Hospital & Training Center,WA,2016,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034134,English Center (The),CA,2016,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
042430,Essentials Academy of Cosmetology,MO,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,N,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041645,Eureka Institute of Health and Beauty,FL,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009079,Everest College,OR,2016,Nonprofit 2-year,Nonprofit,2-year,For-profit; Nonprofit,2-year,2016,D; M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026062,Everest College,WA,2016,Nonprofit 2-year,Nonprofit,2-year,For-profit; Nonprofit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007091,Everest Institute,PA,2016,Nonprofit 2-year,Nonprofit,2-year,For-profit; Nonprofit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022455,Fortis College,FL,2016,For-profit 2-year,For-profit,2-year,For-profit,4-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031082,Francois D. College of Hair Skin & Nails,UT,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022001,"GUTI, The Premier Beauty and Wellness Academy",FL,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025408,Globe Institute of Technology,NY,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
024905,Hair Fashions By Kaye Beauty College,IN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022151,Hallmark Institute of Photography,MA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
042117,Harmon's Beauty School,MD,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030262,Head's West Kentucky Beauty College,KY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026110,Heritage College,CO,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031151,Heritage College,OK,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025971,Heritage Institute,FL,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030358,Heritage Institute,FL,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033953,ICDC College,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007329,ITT Technical Institute,IN,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030718,ITT Technical Institute,WA,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
107329,ITT Technical Institute,WI,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041347,International Professional School of Bodywork,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041657,"John Paolo's Xtreme Beauty, Goldwell Products Artistry",NY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2018,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010470,Kalamazoo Beauty Academy,MI,2016,For-profit 2-year,For-profit,2-year,For-profit; Public,2-year,2015,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031208,Kay Harvey Hairdressing Academy,MA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021446,Kilian Community College,SD,2016,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022550,Knoxville Institute of Hair Design,TN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023258,LaBaron Hairdressing Academy,MA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023407,LaBaron Hairdressing Academy,KS,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041731,Lab Paul Mitchell Partner School (The),NJ,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023257,Labaron Hairdressing Academy,MA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033903,Lincoln Technical Institute,FL,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033163,Lincoln Technical Institute - Hartford,CT,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020631,MBTI Business Training Institute,PR,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025135,MarJon School of Beauty,NY,2016,For-profit 2-year,For-profit,2-year,For-profit,4-year,2015,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
032543,Margaret's Hair Academy,AR,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007367,Marinello School of Beauty,NV,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007371,Marinello School of Beauty,NV,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007476,Marinello School of Beauty,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008332,Marinello School of Beauty,KS,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008874,Marinello School of Beauty,CT,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010417,Marinello School of Beauty,CT,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012650,Marinello School of Beauty,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020549,Marinello School of Beauty,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
020864,Marinello School of Beauty,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022213,Marinello School of Beauty,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023387,Marinello School of Beauty,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026122,Marinello School of Beauty,UT,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030944,Marinello School of Beauty,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034503,Marinello School of Beauty,KS,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
034673,Marinello School of Beauty,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
039273,Marinello School of Beauty,CT,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023089,Masters of Cosmetology College,IN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033484,Mattia College,FL,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007362,Medtech College,IN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025889,Medtech College,VA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006478,Mercy School of Nursing,NC,2016,Public 2-year,Public,2-year,Nonprofit; Public,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009795,Missouri College,MO,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022278,Mitchell's Hair Styling Academy,NC,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
032053,Modern Beauty School,MT,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
006420,Montclair Hospital LLC,NJ,2016,For-profit 2-year,For-profit,2-year,For-profit; Nonprofit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
004729,Mount Washington College,NH,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
039333,Mueller College,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021614,Northeastern Hospital School of Nursing,PA,2016,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041489,Northern California Institute of Cosmetology,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
040453,Northwest Beauty School,TX,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041889,Northwest Institute of Literary Arts,WA,2016,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
039505,Northwest Regional Technology Institute,PA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030292,Nu Tek Academy of Beauty,KY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031163,Ohio College of Massotherapy,OH,2016,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025438,PARIS II Educational Center,MO,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041756,Park Avenue School of Cosmetology,MN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041493,Park West Barber School,NC,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
035983,Paul Mitchell the School Santa Barbara,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025748,Pennsylvania Institute of Taxidermy,PA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026089,Pinnacle College,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041613,Preferred College of Nursing,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
039444,Professional Careers Institute,TX,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041900,Radians College,DC,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010490,Regency Beauty Institute,MN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030644,Regency Beauty Institute,NC,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
037003,Regency Beauty Institute - Cleveland,OH,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041157,Regina's College of Beauty,NC,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A; D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
040943,Robert B. Miller College (The),MI,2016,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011647,SBI Campus - an affiliate of Sanford-Brown,NY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030695,Sage College,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
037043,Salon Professional Academy (The),MI,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041345,San Diego College,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026150,Sanford-Brown College,NY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026164,Sanford-Brown College,FL,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
037744,Shear Academy,TN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023398,Southern Institute of Cosmetology,TN,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030965,Springfield Beauty Academy,VA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
001983,St. Catharine College,KY,2016,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007804,Star Career Academy,NY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
033803,Star Career Academy,NY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A; M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008417,Stenotype Institute of Jacksonville,FL,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
012927,Syracuse City School District,NY,2016,Public 2-year,Public,2-year,Public,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
039325,Total Cosmetology Training Center,WA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041692,Tramy Beauty School,CA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021067,Trinity Lutheran College,WA,2016,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
009077,Utica School of Commerce,NY,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
021088,Wards Corner Beauty Academy,VA,2016,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
026101,Washington County Adult Skill Center,VA,2016,Public 2-year,Public,2-year,Public,2-year,2016,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007548,Westwood College - Denver North,CO,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030792,Westwood College - DuPage,IL,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030727,Westwood College - Los Angeles,CA,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023139,Westwood College - O'Hare Airport,IL,2016,For-profit 4-year,For-profit,4-year,For-profit; Nonprofit,4-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
011626,Westwood College - South Bay,CA,2016,For-profit 4-year,For-profit,4-year,For-profit,4-year,2015,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
022659,Windham Community Memorial Hospital Program Of Radiologic Technology,CT,2016,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025909,Wright Career College,KS,2016,Nonprofit 4-year,Nonprofit,4-year,For-profit; Nonprofit,4-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030649,Aaron's Academy of Beauty,MD,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007087,Abington Memorial Hospital Dixon School of Nursing,PA,2017,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041857,Academy for Salon Professionals (The),CA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010507,Academy of Hair Design,OR,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031037,Adirondack Beauty School,NY,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
008328,Alvareita's College of Cosmetology,IL,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A; D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
023494,Alvareita's College of Cosmetology,IL,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
030670,Antonelli Medical & Professional Institute,PA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
031593,Arlington Medical Institute,TX,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025256,Art Institute of New York City (The),NY,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025578,Art Institute of York (The) - Pennsylvania,PA,2017,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
010248,Art Institutes International Minnesota (The),MN,2017,For-profit 4-year,For-profit,4-year,For-profit,4-year,2017,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
041677,Artisan College of Cosmetology (The),OH,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2018,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
007372,Austin's School of Spa Technology,NY,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2017,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
025198,Avance' Beauty College,CA,2017,For-profit 2-year,For-profit,2-year,For-profit,2-year,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date
