opeid6,institution_name,state,closure_year,sample_type,broad_sector,level,ever_broad_sectors,overall_level,metrics_year_two_years_prior,student_headcount_two_years_prior,student_fte_two_years_prior,staff_headcount_two_years_prior,staff_fte_two_years_prior,matched_headcount_year,matched_student_headcount,last_seen_year,last_seen_acts,last_seen_newids,source_note,closure_rule,headcount_note,metrics_note
025842,Newbridge College,CA,2013,For-profit 2-year,For-profit,2-year,For-profit,2-year,2011,711,,,,2012,568,2013,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
034414,Newbridge College - San Diego East,CA,2013,For-profit 2-year,For-profit,2-year,For-profit,2-year,2011,321,,,,2012,246,2013,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
004901,Newport Business Institute,PA,2013,For-profit 2-year,For-profit,2-year,For-profit,2-year,2011,133,,,,2013,111,2013,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
004914,Newport Business Institute,PA,2013,For-profit 2-year,For-profit,2-year,For-profit,2-year,2011,176,,,,2013,104,2013,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
008267,Northwest Technical Institute,MN,2013,For-profit 2-year,For-profit,2-year,For-profit,2-year,2011,78,,,,2013,44,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
021535,Oakbridge Academy of Arts,PA,2013,For-profit 2-year,For-profit,2-year,For-profit; Nonprofit,2-year,2011,82,,,,2013,81,2013,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
011825,Ohio State School of Cosmetology,OH,2013,For-profit 2-year,For-profit,2-year,For-profit,2-year,2011,70,,,,2012,39,2013,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
009003,Olean Business Institute,NY,2013,For-profit 2-year,For-profit,2-year,For-profit,2-year,2011,102,,,,2012,87,2013,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
036253,Performance Training Institute,NJ,2013,For-profit 2-year,For-profit,2-year,For-profit,2-year,2011,855,,,,2012,1301,2013,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
003739,Saint Paul's College,VA,2013,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2011,602,,,,2012,465,2013,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041914,School of Court Reporting (The),NJ,2013,For-profit 2-year,For-profit,2-year,For-profit,2-year,2011,,,,,2012,83,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,No matched student/staff metrics available two years before closure.
023545,Southeastern Beauty Schools,GA,2013,For-profit 2-year,For-profit,2-year,For-profit,2-year,2011,197,,,,2012,199,2013,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
030161,Southwestern College of Business,OH,2013,For-profit 2-year,For-profit,2-year,For-profit,2-year,2011,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
008592,Suffolk Public Schools Sentara Obici Hospital School of Practical Nurs,VA,2013,Public 2-year,Public,2-year,Nonprofit; Public,2-year,2011,30,,,,2012,21,2012,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
001462,Washington Bible College,MD,2013,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2011,678,,,,2012,613,2013,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
007229,Western Beauty Institute,CA,2013,For-profit 2-year,For-profit,2-year,For-profit,2-year,2011,1242,,,,2013,883,2013,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041757,Academy of Aesthetic Arts,KS,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,71,,,,2013,62,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
033893,Academy of Massage Therapy,NJ,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,158,,,,2013,123,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
025543,American Beauty Institute,OK,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,37,,,,2013,27,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
010059,American Commercial College,TX,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,438,,,,2013,257,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
021368,American Commercial College,TX,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,263,,,,2013,155,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
037563,Anamarc College,TX,2014,For-profit 4-year,For-profit,4-year,For-profit,4-year,2012,1411,,,,2013,1229,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
022392,Anthem College,MO,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,2081,,,,2013,1884,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
022631,Anthem College,AZ,2014,For-profit 4-year,For-profit,4-year,For-profit,4-year,2012,6512,,,,2013,5634,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
008441,Anthem Institute,PA,2014,For-profit 4-year,For-profit,4-year,For-profit,4-year,2012,1457,,,,2013,1543,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041330,BioHealth College,CA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,386,,,,2013,300,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
025619,Brillare Hairdressing Academy,AZ,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,284,,,,2013,297,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
007606,Bryman College,CA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,492,,,,2013,462,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
011024,Bryman College,CA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,598,,,,2013,552,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
011121,Bryman College,CA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,449,,,,2013,393,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
012061,Bryman College,CA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,657,,,,2013,475,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
030764,Bryman School of Arizona (The),AZ,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,5016,,,,2013,4667,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
036984,California College of Vocational Careers,CA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,186,,,,2013,108,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
038993,Calvary Baptist Theological Seminary,PA,2014,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2012,95,,,,2013,81,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
022948,Capitol City Careers,TX,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,25,,,,2013,27,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
020741,Capitol City Trade & Technical School,TX,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,645,,,,2013,475,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
034274,Career Colleges of America,CA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,2326,,,,2013,1788,2013,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
030882,Carson City Beauty Academy,NV,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,155,,,,2013,138,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
034254,Central Florida Institute,FL,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,795,,,,2014,324,2014,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041289,Central Mass School of Massage and Therapy,MA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,50,,,,2014,27,2014,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041500,Central Nursing College,CA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,79,,,,2014,44,2014,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041334,Centura College,VA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,47,,,,2013,32,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041912,Classic Cooking Academy,AZ,2014,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2012,15,,,,2013,9,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041257,Cut Beauty School (The),OH,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,182,,,,2013,139,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041911,Destination Academy for Spa and Salon Professionals,NV,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,56,,,,2013,88,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
004894,Erie Business Center,PA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,604,,,,2014,524,2014,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
011510,Everest Institute,MA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,1374,,,,2014,860,2015,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
030542,Fortis College,FL,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,774,,,,2013,409,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
022766,Hanover Public School District Practical Nursing Program,PA,2014,Public 2-year,Public,2-year,Public,2-year,2012,51,,,,2014,48,2014,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
039994,Hawaii College of Oriental Medicine,HI,2014,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2012,38,,,,2013,37,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041587,Hollywood Beauty College,CA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,341,,,,2014,135,2014,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
030754,ICC Technical Institute,TX,2014,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2012,122,,,,2013,104,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
036553,Illinois CareerPath Institute,IL,2014,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2012,66,,,,2013,76,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
031973,Institute for Health Education (The),NJ,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,261,,,,2013,177,2014,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041232,Institute of Allied Medical Professions,NY,2014,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2012,222,,,,2013,158,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
041297,International Polytechnic Institute,CA,2014,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2012,112,,,,2014,36,2015,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
020712,Kaplan College,AZ,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,723,,,,2013,431,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
035133,Lacy Cosmetology School,SC,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,111,,,,2013,166,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
007025,Lebanon College,NH,2014,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2012,302,,,,2014,182,2014,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
025276,Lexington College,IL,2014,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2012,75,,,,2013,66,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
021187,Long Island College Hospital - School of Nursing,NY,2014,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2012,,,,,2011,289,2012,C; D,196255,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,No matched student/staff metrics available two years before closure.
022874,Marsha Kay Beauty College,AR,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,21,,,,2013,24,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
038094,Micropower Career Institute,NY,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,366,,,,2013,359,2014,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
025762,Mid-Continent University,KY,2014,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2012,2916,,,,2013,2724,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
034555,National Labor College,MD,2014,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2012,1430,,,,2013,1120,2013,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
022552,Pennsylvania School Of Business,PA,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,641,,,,2013,530,2013,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
010447,Plaza Beauty School,TN,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,267,,,,2014,201,2015,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
023065,Professional Business College,NY,2014,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2012,2011,,,,2014,1911,2016,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
038863,Regency School of Hair Design,KY,2014,For-profit 2-year,For-profit,2-year,For-profit,2-year,2012,37,,,,2013,35,2014,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
025635,Rogie's School of Beauty Culture,PR,2014,For-profit 2-year,For-profit,2-year,For-profit; Public,2-year,2012,265,,,,2014,44,2014,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
036513,Saint Joseph's Medical Center School of Radiography,NY,2014,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2012,35,,,,2014,31,2015,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,Last available EFFY total headcount at or before the closure year.,"Student headcount comes from EFFY, student FTE/staff FTE come from the raw all-institutions tracker IPEDS file, and staff headcount comes from EAP; all are aligned to two years before closure when available."
