opeid6,institution_name,state,closure_year,sample_type,broad_sector,level,ever_broad_sectors,overall_level,metrics_year_two_years_prior,student_headcount_two_years_prior,student_fte_two_years_prior,staff_headcount_two_years_prior,staff_fte_two_years_prior,matched_headcount_year,matched_student_headcount,last_seen_year,last_seen_acts,last_seen_newids,source_note,closure_rule,headcount_note,metrics_note
030808,Academy (The),FL,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
031303,Academy of Radio Broadcasting (The),CA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030038,Anderson County Beauty College,TX,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
033543,Beta Training Services,PA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
026190,Boardwalk & Marina Casino Dealer School of Atlantic City,NJ,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
025585,Boca Raton Institute,FL,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
025155,California Business Institute,CA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
022048,Caribbean Beauty & Technical Institute,PR,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
025948,Caribbean Beauty & Technical Institute,PR,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
009455,Coiffure School of Cosmetology Arts and Sciences,IL,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
023193,Computer Learning Center,PA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
023194,Computer Learning Center,MA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
023200,Computer Learning Center,NJ,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030630,Computer Learning Center,PA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
009572,Computer Learning Center of Alexandria,VA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030642,Computer Learning Center of Anaheim,CA,2001,Unknown,Unknown,Unknown,For-profit,2-year,1999,,,,,,,2003,Q,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
009591,"Computer Learning Centers, Inc. Los Angeles",CA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
023220,"Computer Learning Centers, Inc. San Francisco",CA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
023190,"Computer Learning Centers,Inc. Chicago",IL,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
021344,Connecticut Institute of Art,CT,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
009432,ESS College Of Business,TX,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
012603,Empire Beauty School,PA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
034454,Expert Solutions Technical College,TX,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
010246,Fleet Business School,MD,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
031484,Gem State College,ID,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
026018,Hialeah Technical Institute,FL,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
021438,Huntington Institute,CT,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
022698,International Beauty School,MD,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,C,157942,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
025525,Kenneth Shuler School of Cosmetology & Hair Design,SC,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
007366,Lincoln Technical Institute,NJ,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
023619,Lincoln Technical Institute,IL,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,C,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
009809,Mansfield General Hospital School of Nursing,OH,2001,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1999,,,,,,,2000,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
025263,Marshall College Of Beauty,TX,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
022965,Masters Institute,CA,2001,For-profit 4-year,For-profit,4-year,For-profit,4-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
021547,Miami Technical Institute,FL,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
014591,Montefiore Medical Center School of Radiology Therapy Technology,NY,2001,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1999,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030245,Nationwide Beauty College,CA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
031197,Nevada Institute of Technology,NV,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
031843,New York Beauty School,NY,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
005072,New York United Hospital School of Radiology,NY,2001,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
005610,North Technical Education Center,FL,2001,Public 2-year,Public,2-year,Public,2-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
013077,Page Antelope Valley Beauty School,CA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
012349,Phagans' Gateway College of Beauty,OR,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
023362,Philadelphia Wireless Technical Institute,PA,2001,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,1999,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030400,Platt College,CA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
023107,Randy Rick Beauty Academy,PA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
007429,School District of the City of Erie Pennsylvania Pratical Nursing Prgm,PA,2001,Public 2-year,Public,2-year,Public,2-year,1999,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
023604,Shampoo Academy of Hair,OK,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
023342,Southeastern Academy,FL,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030144,Southern California International College,CA,2001,For-profit 4-year,For-profit,4-year,For-profit,4-year,1999,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
010035,Southern College,FL,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030213,TriState Travel School,OH,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
003695,Trinity College of Vermont,VT,2001,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,1999,,,,,,,2000,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
031244,Valdosta Academy of Beauty Culture,GA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
021781,Virginia Careers Academy,VA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
004297,Watterson College,CA,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
026064,Wayne Starr School Of Cosmetology,MI,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
009187,West Side Inst of Technology,OH,2001,For-profit 2-year,For-profit,2-year,For-profit,2-year,1999,,,,,,,2001,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
010966,Aladdin Beauty College #9,OK,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
025521,American Business College,PR,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
025891,American College of Business,CA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
023338,Avanti Hair Tech,FL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
025758,Avanti Hair Tech,FL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030267,Avanti Hair Tech,FL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030729,Avanti Hair Technical,FL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
033883,Bay Medical Center Surgical Services Training Center,FL,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
005337,Bucks County Technical School,PA,2002,Public 2-year,Public,2-year,Public,2-year,2000,,,,,,,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
034093,Business Etcetera Institute of Technology,FL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030988,"Cadimar College, Inc.",PR,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
033833,California Recording Institute,CA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
034463,California School of Modern Sciences,CA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
011902,Cannella School of Hair Design,IL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2003,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
031017,Career Blazers Learning Center,NY,2002,Public 2-year,Public,2-year,For-profit; Public,2-year,2000,,,,,,,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
031624,Career Tech,FL,2002,For-profit 2-year,For-profit,2-year,For-profit; Nonprofit,2-year,2000,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
031293,Coastal Valley College,CA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
022988,Continental College of Beauty & Barber Stylg,ID,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030710,Culinary Arts Inst of Louisiana,LA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
005190,Decatur Area Technical Academy-School of Practical Nursing,IL,2002,Public 2-year,Public,2-year,Public,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
031265,Detroit Barber College,MI,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
012901,Dominion College,VA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
010197,EQ School of Hair Design,NE,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
010461,Education America-Topeka Technical College,KS,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
022531,Euro Hair Design Institute,FL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030923,Euro Hair School,TX,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
025863,Florida Institute of Traditional Chinese Medicine,FL,2002,For-profit 4-year,For-profit,4-year,For-profit,4-year,2000,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030132,Heads Beauty College,KY,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
030280,"Huntsville Business Institute, LLC",AL,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
011506,Indiana Barber/Stylist College,IN,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
025492,Instituto de Estetica y Belleza Marugie,PR,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
034084,Intelisource-,CA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
022702,International Aviation and Travel Academy,TX,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,M,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
007752,Jon Louis School of Beauty,NY,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
009578,Jon Louis School of Beauty,NY,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
013143,Jon Louis School of Beauty,NY,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
021074,Jon Louis School of Beauty,NY,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
009268,Kelsey -Jenney College,CA,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
033834,King's Career College,LA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2003,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
009223,MBTI Business Training Institute,WI,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
012047,"MTA School, Resident School",PA,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
021988,Marugie Beauty and Technical College,PR,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2001,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
001876,Marycrest International University,IA,2002,Nonprofit 4-year,Nonprofit,4-year,Nonprofit,4-year,2000,,,,,,,2002,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
034173,Maryland Institute of Traditional Chinese Medicine,MD,2002,Nonprofit 2-year,Nonprofit,2-year,Nonprofit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
007352,McConnell School (The),MN,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2002,A,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
022198,Metropolitan Technical Institute,NJ,2002,For-profit 2-year,For-profit,2-year,For-profit,2-year,2000,,,,,,,2003,D,,Federal schfile rectype-01 main-campus 00 close date proxy.,schfile_main00_close_date,No matched EFFY headcount available.,No matched student/staff metrics available two years before closure.
