UNITID,SALTOTL,SALPROF,SALASSC,SALASST,SALINST,SALLECT,SALNRNK,SFTETOTL,SFTEPSTC,SFTEINST,SFTERSRC,SFTEPBSV,SFTELCAI,SFTELCA,SFTEOTIS,SFTEMNGM,SFTEBFO,SFTECES,SFTECLAM,SFTEHLTH,SFTEOTHR,SFTESRVC,SFTESALE,SFTEOFAS,SFTENRCM,SFTEPTMM
100654,77455,103687,88843,75558,53503,,82797,852,309,304,5,0,17,6,11,91,23,35,114,3,260,56,0,165,18,21
100663,109835,155681,105925,86014,73354,,,9817,2906,2906,0,0,310,40,270,475,1286,2028,375,573,1864,712,0,783,288,81
100690,45241,57466,41892,31486,28945,,,62,31,31,0,0,8,2,6,0,7,5,0,0,11,0,0,11,0,0
100706,93961,139340,95968,87245,72121,56057,,1492,433,433,0,0,29,10,19,106,93,457,111,3,260,102,0,151,7,0
100724,72136,88406,75223,66538,49646,,35356,814,251,243,8,0,118,21,97,45,38,38,95,8,221,86,6,91,38,0
100733,,,,,,,,96,0,0,0,0,0,0,0,19,21,4,24,0,28,2,0,26,0,0
100751,100270,163211,106073,81634,62307,,,6746,1883,1804,79,0,233,47,186,601,661,511,641,256,1960,707,31,864,234,124
100760,61724,,,,,,61724,154,69,69,0,0,7,1,6,18,6,2,2,0,50,16,0,34,0,0
100812,84538,102123,83179,73189,62319,,,295,121,121,0,0,43,6,37,36,19,13,18,0,45,6,0,29,10,0
100830,79442,102080,81873,74514,,51493,59258,647,270,263,0,7,33,12,21,78,25,39,60,2,140,43,0,94,0,3
100858,106806,147345,108785,91431,60685,68065,42161,6328,1840,1553,80,207,222,64,158,647,587,740,753,38,1501,442,2,587,412,58
100937,59270,71001,64415,65713,,40856,,244,80,80,0,0,14,5,9,30,6,7,55,4,48,15,0,24,8,1
101028,56414,,,,,,56414,138,60,60,0,0,8,2,6,13,1,1,2,0,53,11,0,41,1,0
101116,55379,,,,55379,,,41,18,18,0,0,13,1,12,5,1,0,0,0,4,2,0,2,0,0
101143,85116,,,,85116,,,180,89,89,0,0,12,1,11,8,6,3,6,0,56,11,0,42,1,2
101161,70561,,,,,,70561,504,265,265,0,0,61,2,59,37,8,7,21,0,105,35,0,66,2,2
101189,58925,76300,75138,58725,45509,18023,24064,382,182,182,0,0,42,11,31,29,5,9,62,1,52,13,0,39,0,0
101240,65247,,,,,,65247,419,172,172,0,0,28,4,24,39,11,17,25,1,126,31,0,73,22,0
101277,,,,,,,,11,6,6,0,0,0,0,0,1,0,0,0,0,4,0,0,4,0,0
101286,63453,,,,,,63453,310,141,141,0,0,42,6,36,22,4,8,5,0,88,16,0,67,2,3
101295,64349,,,,,,64349,374,186,186,0,0,13,4,9,29,5,7,9,0,125,20,0,85,20,0
101301,61010,,,,,,61010,171,61,61,0,0,13,0,13,31,1,1,11,0,53,12,0,40,1,0
101365,60696,111678,,60643,54357,,,34,18,18,0,0,10,0,10,2,0,1,0,0,3,0,0,3,0,0
101435,69508,87760,54468,65555,49368,,,180,54,54,0,0,12,4,8,18,5,3,62,6,20,8,2,5,5,0
101453,49400,50259,49673,,47975,,,37,9,9,0,0,1,1,0,12,1,1,5,0,8,2,0,6,0,0
101462,58591,,,,,,58591,93,38,38,0,0,8,2,6,14,7,4,1,0,21,3,0,18,0,0
101471,,,,,,,,171,76,76,0,0,32,0,32,17,5,3,4,0,34,0,0,30,4,0
101480,69713,86487,74640,64035,54579,,,1091,406,406,0,0,49,0,49,99,32,45,140,0,320,144,0,127,40,9
101505,68001,,,,,,68001,452,206,206,0,0,55,6,49,15,15,7,15,0,139,35,0,100,4,0
101514,66765,,,,,,66765,528,240,240,0,0,40,3,37,38,6,25,30,0,149,29,0,110,10,0
101569,66496,,,,,,66496,241,110,110,0,0,14,2,12,23,5,4,10,0,75,18,4,50,3,0
101587,68871,86668,71556,63685,53487,35882,64071,501,194,194,0,0,6,6,0,65,4,10,43,9,170,58,0,91,20,1
101602,60025,,,,,,60025,138,72,72,0,0,9,4,5,11,6,2,8,0,30,6,0,24,0,0
101648,64467,,,,,,64467,106,25,25,0,0,2,0,2,7,36,0,0,0,36,11,0,23,2,0
101675,48800,62904,57262,51264,43393,,,230,88,88,0,0,2,2,0,30,4,2,57,2,45,25,0,18,2,0
101693,52284,55441,54125,51277,43160,,26000,225,103,103,0,0,2,2,0,19,11,2,44,2,42,11,0,31,0,0
101709,76937,91915,76442,71751,54761,,,548,179,179,0,0,32,8,24,50,30,22,84,7,144,71,0,55,18,0
101736,63530,,,,,,63530,292,111,111,0,0,39,3,36,39,9,6,27,0,61,17,0,43,0,1
101879,81492,100860,83231,73258,41927,65041,64480,907,394,394,0,0,84,14,70,66,36,32,76,17,202,73,0,104,19,6
101897,66838,,,,,,66838,202,92,92,0,0,25,1,24,20,2,4,1,0,58,10,0,46,2,0
101912,52221,57326,51307,50749,,,,270,123,120,3,0,33,6,27,34,14,4,10,1,51,23,0,24,3,1
101994,63174,,,,,,63174,63,22,22,0,0,5,0,5,4,5,1,1,0,25,3,0,20,2,0
102030,66489,,,,,,66489,242,102,102,0,0,21,1,20,12,13,3,9,0,82,11,0,64,7,0
102049,88449,106046,85698,76418,62010,,,1053,431,431,0,0,29,29,0,66,70,50,162,38,207,30,0,155,21,1
102058,,,,,,,,18,9,9,0,0,6,0,6,0,1,0,0,0,2,2,0,0,0,0
102067,65398,,,,,,65398,349,147,147,0,0,3,0,3,65,1,10,4,0,119,14,0,88,17,0
102076,68839,,,,,,68839,147,68,68,0,0,2,2,0,19,5,5,7,0,41,14,0,26,1,0
102094,70416,91132,74827,65751,51885,,,2222,937,914,23,0,234,32,202,172,147,112,95,28,497,150,3,231,105,8
102234,50776,71123,49030,43848,50000,,34333,218,89,89,0,0,5,2,3,20,5,5,34,0,60,24,0,35,1,0
102270,48735,41400,50652,57853,34134,,,168,60,60,0,0,4,4,0,21,2,4,23,0,54,39,1,14,0,0
102298,53557,,57433,53986,44778,,,240,51,51,0,0,4,4,0,77,3,3,33,1,68,25,0,26,17,0
102313,64068,,,,,,64068,158,73,73,0,0,9,2,7,14,6,2,0,0,54,5,0,45,4,0
102368,67221,82157,72696,68703,,53446,62075,1649,608,608,0,0,216,12,204,144,56,65,204,8,348,53,26,261,3,5
102377,65209,83159,66928,51376,45887,,,641,269,238,20,11,32,17,15,67,55,25,26,27,140,50,0,64,21,5
102395,67064,81051,63750,61022,40500,,,63,18,18,0,0,13,1,12,8,2,7,6,0,9,0,0,7,1,1
102429,68451,,,,,,68451,350,126,126,0,0,73,8,65,36,5,7,31,0,72,21,0,38,12,1
102553,89567,108497,90746,78267,68286,,47828,1714,722,548,50,124,34,10,24,120,138,85,167,7,441,67,4,295,64,11
102580,,,,,,,,10,2,2,0,0,2,1,1,1,2,0,1,0,2,1,0,0,1,0
102614,91224,108530,94309,79136,82072,,79068,2117,899,360,430,109,66,29,37,126,139,142,133,5,607,68,2,377,115,45
102632,81931,93397,82230,74643,55115,,,292,124,114,9,1,7,3,4,19,23,20,24,0,75,23,0,43,9,0
102669,65795,79189,68083,59714,53713,,,152,79,72,5,2,25,0,25,15,4,5,16,0,8,0,0,8,0,0
102711,,,,,,,,72,25,25,0,0,10,0,10,2,1,4,4,0,26,16,0,6,4,0
102845,47682,,,,47682,,,208,121,121,0,0,0,0,0,15,7,2,8,0,55,1,23,31,0,0
103501,46841,,,,46841,,,27,8,8,0,0,0,0,0,5,2,1,0,0,11,0,0,11,0,0
103529,,,,,,,,190,2,0,0,2,0,0,0,47,46,43,7,0,45,0,0,45,0,0
103741,,,,,,,,13,8,8,0,0,2,0,2,2,0,0,0,0,1,0,0,1,0,0
103893,57118,,,,57118,,,90,51,51,0,0,7,0,7,28,0,0,0,0,4,0,0,4,0,0
103909,61035,,,,61035,,,63,37,37,0,0,4,0,4,18,0,0,0,0,4,0,0,4,0,0
103927,58462,,,,58462,,,49,27,27,0,0,4,0,4,14,0,0,0,0,4,0,0,4,0,0
103954,,,,,,,,3,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
103963,41555,,,,41555,,,57,31,31,0,0,5,0,5,3,4,0,0,0,14,3,8,3,0,0
104090,65071,,63751,65311,,,,54,27,27,0,0,11,1,10,10,0,0,0,1,5,0,0,5,0,0
104151,111072,164653,117904,95102,62438,73985,102661,13084,3961,3800,149,12,434,91,343,2403,1730,1740,1069,62,1685,251,32,1115,215,72
104160,72115,,,,,,72115,647,206,206,0,0,59,7,52,70,18,9,55,3,227,81,0,125,16,5
104179,109879,150457,104320,89662,51478,69184,326040,12616,3322,2485,754,83,969,202,767,922,1173,2281,1531,174,2244,865,21,923,272,163
104346,65974,65974,,,,,,472,135,135,0,0,87,5,82,56,5,38,22,2,127,68,0,59,0,0
104391,,,,,,,,4,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104425,64117,,,,,,64117,435,148,148,0,0,45,6,39,48,17,25,46,3,103,27,0,60,16,0
104443,,,,,,,,5,3,3,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
104568,,,,,,,,28,13,13,0,0,1,0,1,3,2,0,0,0,9,0,4,4,1,0
104577,74461,88441,67586,,,,,427,139,139,0,0,7,6,1,33,15,11,67,6,149,92,0,57,0,0
104586,86968,113830,97893,76657,65255,,,565,182,182,0,0,173,8,165,42,14,10,19,6,119,32,0,44,40,3
104665,37500,,,,37500,,,7,4,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
104708,92418,,,,,,92418,871,407,405,2,0,46,17,29,73,125,32,16,6,166,48,0,108,6,4
104717,68259,87334,76127,70146,65237,57204,38410,3822,2526,2526,0,0,79,20,59,345,50,36,126,48,612,403,10,91,86,22
105136,,,,,,,,574,13,0,7,6,14,2,12,147,233,94,9,0,64,13,0,45,5,1
105145,85134,,,,,,85134,458,189,187,2,0,56,6,50,69,65,11,5,1,62,13,0,47,2,0
105154,92448,,,,,,92448,1071,511,509,2,0,63,14,49,97,132,32,28,3,205,30,0,159,12,4
105206,60580,,,,60580,,,387,183,183,0,0,13,3,10,72,6,18,5,0,90,22,0,64,4,0
105215,51908,,,,,,51908,43,21,21,0,0,1,0,1,7,12,0,0,0,2,0,0,1,1,0
105297,58530,67754,61581,59711,49481,,,268,57,57,0,0,76,9,67,22,10,9,4,0,90,48,0,42,0,0
105330,86276,113771,82168,72631,60317,63332,,3511,1304,1279,25,0,128,36,92,158,666,433,320,29,473,199,0,181,59,34
105349,65423,,,,65423,,,325,124,121,3,0,59,16,43,26,18,26,5,0,67,11,0,44,12,0
105428,88499,,,,,,88499,711,355,353,2,0,51,11,40,66,80,13,19,4,123,24,0,95,2,2
105525,75490,,,,,,75490,1611,433,433,0,0,609,24,585,101,112,119,36,1,200,91,0,106,0,3
105534,52085,,,,52085,,,205,125,125,0,0,39,0,39,10,0,2,0,0,29,0,0,28,1,0
105543,53962,,,,53962,,,65,44,44,0,0,10,0,10,3,0,0,0,0,8,0,0,8,0,0
105589,52317,,53687,50298,,,,165,76,76,0,0,4,3,1,22,3,2,3,0,55,3,6,41,5,0
105659,42682,,,,42682,,,56,31,31,0,0,0,0,0,6,0,0,0,0,19,0,8,10,1,0
105668,68592,,,,,,68592,799,269,265,4,0,52,6,46,129,154,49,28,2,116,25,0,84,3,4
105677,,,,,,,,9,7,7,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0
105747,92941,,,,,,92941,476,218,217,1,0,28,10,18,61,58,16,16,2,77,12,0,59,4,2
105792,92592,,,,,,92592,276,122,121,1,0,23,10,13,36,47,10,7,1,30,11,0,16,1,2
105899,48888,71269,47266,41207,37500,10800,,192,53,53,0,0,7,3,4,12,3,3,64,1,49,22,12,15,0,0
106041,53694,,,,,,53694,92,47,47,0,0,0,0,0,12,29,0,0,0,4,0,0,2,2,0
106148,75881,,,,75881,,,556,178,178,0,0,46,7,39,89,34,33,57,5,114,38,0,57,18,1
106245,71468,91359,73095,64809,48660,,,1030,405,405,0,0,64,11,53,171,39,172,35,1,143,46,0,69,26,2
106263,85147,144881,111875,67993,54084,,90503,4730,450,292,146,12,1059,1,1058,957,401,627,244,117,875,453,62,275,83,2
106306,43968,50000,49650,42991,,,,112,23,23,0,0,17,1,16,12,3,1,14,0,42,29,0,12,1,0
106315,,,,,,,,9,3,3,0,0,2,0,2,3,1,0,0,0,0,0,0,0,0,0
106324,,,,,,,,5,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
106342,54151,55992,58102,51159,38250,,,176,54,54,0,0,50,1,49,10,8,8,45,0,1,0,0,0,0,1
106351,,,,,,,,10,4,4,0,0,2,0,2,1,1,0,0,0,2,0,0,2,0,0
106397,94297,139871,98188,84305,50662,49439,,5497,1565,1460,28,77,343,50,293,496,754,898,177,55,1209,338,5,599,218,49
106412,54828,65818,62013,56065,46457,,,618,205,155,21,29,38,9,29,50,40,39,61,1,184,64,0,96,22,2
106449,47987,67721,55706,50910,43196,,,300,114,114,0,0,24,1,23,45,16,19,33,0,49,10,0,31,8,0
106458,68483,92455,77857,63951,45686,,109760,1688,577,577,0,0,90,25,65,246,295,67,97,6,310,114,1,111,80,4
106467,61896,80370,66469,62755,50204,,42224,800,371,371,0,0,46,7,39,59,34,34,73,7,176,53,1,103,19,0
106485,53126,69940,57402,54820,44605,,,399,173,173,0,0,8,8,0,12,7,18,27,2,152,36,5,82,25,4
106494,,,,,,,,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106546,70817,,,,,,70817,90,65,65,0,0,1,1,0,5,0,2,1,0,16,1,2,13,0,0
106625,45338,,,,,,45338,161,68,68,0,0,20,2,18,6,7,7,19,0,34,17,0,17,0,0
106704,66432,83389,70554,68018,56040,52018,46953,1397,574,574,0,0,91,26,65,130,62,74,113,14,339,116,0,147,68,8
106713,48271,50047,53195,44008,,,,90,38,38,0,0,6,2,4,15,2,2,12,0,15,7,0,7,0,1
106795,48210,,,,48210,,,172,69,64,1,4,51,1,50,5,8,4,9,0,26,15,0,9,2,0
106810,50423,,63088,48121,,,,49,20,20,0,0,3,0,3,7,2,0,9,0,8,2,0,3,3,0
106883,48609,,,,,,48609,159,73,73,0,0,22,1,21,8,8,7,9,0,32,19,1,12,0,0
106908,,,,,,,,42,23,23,0,0,0,0,0,2,3,0,0,0,14,5,6,3,0,0
106980,49282,56659,52245,48104,,,,239,100,100,0,0,2,2,0,29,21,18,38,0,31,14,2,11,4,0
106999,46358,,,,,,46358,144,64,63,1,0,8,1,7,16,6,4,9,0,37,3,2,28,4,0
107044,70049,79269,69585,64949,56260,39720,,827,308,308,0,0,96,15,81,46,62,29,65,10,211,43,0,130,32,6
107071,60322,66494,70216,60938,42769,,52000,266,101,101,0,0,5,5,0,30,26,11,53,3,37,6,0,30,1,0
107080,74378,82727,70850,62299,54517,,,397,102,102,0,0,18,6,12,38,20,13,52,1,153,111,2,30,8,2
107099,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107123,65952,,,,65952,,,13,9,9,0,0,0,0,0,1,0,0,0,0,3,0,0,3,0,0
107141,67042,74095,66217,61821,47059,,,338,104,104,0,0,28,7,21,38,18,14,56,3,77,35,0,30,7,5
107220,,,,,,,,33,16,16,0,0,0,0,0,6,3,0,0,0,8,0,0,8,0,0
107293,,,,,,,,8,4,4,0,0,0,0,0,1,1,0,0,0,2,0,0,2,0,0
107318,40054,,,,,,40054,139,41,41,0,0,7,2,5,24,9,3,30,0,25,8,0,13,4,0
107327,46423,53932,63413,49708,,,42450,177,46,46,0,0,11,1,10,19,4,6,40,0,51,25,0,25,0,1
107442,,,,,,,,4,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107460,46564,57114,52035,50656,43316,,,230,86,86,0,0,49,3,46,23,11,8,13,0,40,26,0,14,0,0
107488,,,,,,,,67,35,35,0,0,4,1,3,13,2,2,0,0,11,0,0,0,8,3
107512,62807,68095,69463,55985,52725,47280,,325,126,126,0,0,8,5,3,23,10,11,61,2,84,39,0,25,20,0
107521,42211,,52396,41766,40471,46192,41441,145,71,71,0,0,2,2,0,24,6,7,4,0,31,3,1,26,1,0
107549,43559,,,,43559,,,109,48,48,0,0,30,1,29,7,4,1,1,2,16,0,0,3,13,0
107558,61745,74675,65536,56942,55185,,53015,184,57,57,0,0,12,2,10,24,8,2,29,2,50,23,0,21,6,0
107585,49850,,,,,,49850,179,75,75,0,0,27,4,23,23,6,5,8,0,35,6,1,17,11,0
107600,55349,68916,63189,53226,52540,,,156,62,61,1,0,39,4,35,8,13,0,13,3,18,0,0,9,9,0
107619,47466,,,,47466,,,195,68,67,1,0,34,5,29,22,4,3,10,0,54,17,0,29,7,1
107637,46490,48885,,,37440,,19875,135,48,48,0,0,5,2,3,14,2,4,20,0,42,11,2,27,2,0
107655,,,,,,,,4,3,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
107664,47783,,,,,,47783,362,169,169,0,0,19,7,12,59,19,6,20,0,70,23,0,40,7,0
107725,45252,,,,45252,,,150,53,53,0,0,39,2,37,16,0,3,0,0,39,8,0,31,0,0
107743,39406,,,,39406,,,108,29,29,0,0,29,1,28,5,3,6,7,0,29,13,0,13,3,0
107789,,,,,,,,11,7,7,0,0,0,0,0,1,1,0,0,0,2,1,1,0,0,0
107831,,,,,,,,6,2,2,0,0,0,0,0,2,0,0,0,0,2,0,0,2,0,0
107840,39600,,,,39600,,,82,30,29,1,0,8,2,6,21,2,1,3,0,17,9,0,7,1,0
107877,49389,58731,56502,50237,38961,,,115,40,40,0,0,7,3,4,13,8,2,9,2,34,15,5,5,5,4
107974,46559,57460,49587,41799,44292,,39411,153,58,58,0,0,31,2,29,12,10,3,1,0,38,8,0,20,10,0
107983,66193,91930,67669,64885,49971,,,449,214,199,0,15,42,7,35,32,14,15,16,3,113,22,0,76,15,0
107992,41034,,,,,,41034,167,66,66,0,0,15,2,13,18,3,4,5,0,56,24,0,28,4,0
108056,,,,,,,,110,0,0,0,0,0,0,0,9,17,61,14,0,9,2,0,7,0,0
108065,,,,,,,,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
108092,64845,78847,69322,62751,56532,,,543,250,250,0,0,78,8,70,61,40,24,23,2,65,6,0,44,15,0
108232,73778,,,,,,73778,902,283,283,0,0,152,1,151,128,72,32,107,0,128,40,3,56,3,26
108269,,,,,,,,21,9,8,0,1,3,0,3,5,1,0,0,0,3,0,0,2,1,0
108667,104622,,,,104622,,,146,87,87,0,0,9,2,7,12,12,3,6,0,17,9,0,8,0,0
108807,84913,,,,84913,,,578,267,267,0,0,25,3,22,39,48,16,39,1,143,55,0,88,0,0
108852,60740,,,,60740,,,49,9,9,0,0,1,1,0,8,4,1,9,0,17,8,4,5,0,0
108861,64064,75791,61800,49183,,,,24,12,12,0,0,2,0,2,2,3,0,0,0,5,0,0,2,3,0
108870,91881,104323,,,,74463,,202,45,45,0,0,16,5,11,34,12,8,51,0,36,18,0,16,2,0
108977,,,,,,,,17,10,10,0,0,0,0,0,4,2,0,0,0,1,0,0,1,0,0
109040,63060,,,,,,63060,122,56,56,0,0,9,0,9,22,6,1,3,0,25,0,0,24,1,0
109208,99264,,,,99264,,,837,515,515,0,0,65,2,63,32,23,15,37,0,150,33,0,117,0,0
109350,96488,,,,96488,,,706,384,384,0,0,39,5,34,43,36,22,12,2,168,47,2,104,14,1
109651,78530,88022,73137,57791,29911,,,607,233,233,0,0,16,16,0,155,21,32,35,0,115,11,0,66,1,37
109721,,,,,,,,13,3,3,0,0,2,0,2,1,1,0,0,0,6,1,5,0,0,0
109730,,,,,,,,5,2,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
109785,90908,102494,92692,82071,73655,,73664,1070,527,521,4,2,12,5,7,75,72,59,75,8,242,46,6,178,9,3
109819,103017,,,,103017,,,938,489,489,0,0,42,3,39,130,55,7,54,0,161,46,0,115,0,0
109907,97322,108589,86407,64729,,,,198,96,94,2,0,24,4,20,32,10,7,10,1,18,10,0,6,2,0
109934,,,,,,,,31,24,24,0,0,4,0,4,1,0,0,0,0,2,0,0,2,0,0
110060,37104,37104,,,,,,36,19,19,0,0,4,2,2,3,2,0,6,0,2,0,0,2,0,0
110097,74822,86824,73030,61132,39002,,,895,244,244,0,0,19,15,4,131,10,50,65,20,356,45,0,282,27,2
110194,,,,,,,,22,14,14,0,0,0,0,0,6,0,0,0,0,2,0,0,2,0,0
110219,50676,,,,50676,,,332,84,84,0,0,175,2,173,43,20,7,0,0,3,0,0,3,0,0
110246,104457,,,,104457,,,752,346,346,0,0,4,0,4,94,18,30,11,3,246,65,0,181,0,0
110316,88955,106069,85449,72993,,,,261,100,100,0,0,67,6,61,38,6,15,10,0,25,0,0,24,1,0
110334,92910,,,,92910,,,593,293,293,0,0,27,3,24,68,36,14,20,1,134,37,0,97,0,0
110361,96328,107551,98937,89314,63381,48600,,1215,508,504,4,0,162,7,155,158,28,41,78,7,233,48,0,115,35,35
110370,84068,100934,78491,62849,115000,,,429,190,187,0,3,9,5,4,63,23,14,36,0,94,19,0,45,6,24
110398,168570,198639,168590,,,89097,,305,124,103,21,0,47,11,36,22,28,15,35,1,33,2,0,26,1,4
110404,204285,226460,,154486,61394,85987,130478,3161,928,340,588,0,50,23,27,350,282,711,107,9,724,245,0,339,132,8
110413,94167,112456,93687,79951,75000,73736,,667,260,260,0,0,63,7,56,79,12,22,79,2,150,52,0,84,14,0
110422,103006,122857,107910,95384,,78886,166412,2658,1074,1070,4,0,57,25,32,99,297,192,297,46,596,212,0,226,119,39
110468,73185,77153,65805,74178,,,,484,263,262,0,1,91,7,84,40,24,9,0,7,50,8,0,41,1,0
110486,92464,120281,101044,85558,,71141,,1083,433,433,0,0,30,21,9,42,134,65,171,13,195,63,0,102,27,3
110495,95152,115433,99017,83740,,68482,,1100,479,479,0,0,32,20,12,38,152,67,112,11,209,48,0,123,28,10
110501,,,,,,,,700,0,0,0,0,0,0,0,75,325,207,56,0,37,10,0,22,3,2
110510,97020,118925,100404,85526,,70086,143253,1783,727,726,1,0,49,32,17,58,220,127,209,14,379,100,0,227,34,18
110529,104912,126579,106962,91100,,75165,,2111,926,926,0,0,54,28,26,83,270,125,249,20,384,136,0,167,64,17
110538,93332,113149,96460,81263,,71123,116703,1581,615,615,0,0,50,22,28,53,156,122,199,16,370,124,0,158,68,20
110547,96999,125802,104715,86610,,71995,,1419,589,589,0,0,46,28,18,57,173,84,191,8,271,83,0,137,39,12
110556,92514,116985,100566,83332,,69687,135464,2094,1044,1044,0,0,64,38,26,55,174,108,240,14,395,141,0,175,67,12
110565,99964,120474,107337,93988,,69653,,3033,1412,1412,0,0,65,42,23,77,378,192,342,36,531,162,0,281,58,30
110574,102931,124533,104890,87619,,73626,,1316,512,512,0,0,48,23,25,41,202,80,185,9,239,83,0,116,26,14
110583,100191,122178,105422,90690,,76048,146300,3385,1561,1560,1,0,98,40,58,76,348,197,391,27,687,203,0,350,109,25
110592,100482,120120,108723,94795,,69469,,2006,998,998,0,0,44,24,20,64,201,107,182,15,395,113,0,218,54,10
110608,99821,114996,102077,93691,,69305,155980,3003,1299,1299,0,0,80,55,25,84,388,202,342,30,578,186,0,283,89,20
110617,95535,114722,96452,85224,,70747,115547,2606,1141,1141,0,0,78,40,38,83,315,158,326,25,480,140,0,261,55,24
110635,182654,242489,164341,133612,56100,114253,101598,12227,3972,2298,1629,45,451,273,178,731,2022,1277,1434,116,2224,988,1,826,315,94
110644,159262,203668,141021,120612,56100,99868,,13677,4346,2909,1426,11,232,119,113,673,1532,2054,1257,597,2986,1106,10,1390,379,101
110653,164295,212568,142563,118820,96900,115508,79250,9422,3470,2412,1052,6,192,105,87,507,1321,910,821,393,1808,643,2,914,188,61
110662,197756,264066,163442,128125,72975,103387,94569,27258,6311,4832,1466,13,667,265,402,1091,3946,2856,1775,2181,8431,3731,56,3801,550,293
110671,146692,198242,135367,113949,,98446,93322,4498,1468,1075,393,0,120,74,46,280,593,424,537,40,1036,439,5,382,157,53
110680,166100,223825,154658,128849,,110066,64488,17576,4917,3284,1620,13,333,146,187,694,2230,2733,1317,1387,3965,1773,16,1645,380,151
110699,132071,162261,106892,92426,64939,,,14584,5573,3468,2105,0,64,29,35,723,1861,2113,849,692,2709,625,9,1811,109,155
110705,178195,237008,144662,123568,,114640,84121,5048,1638,1153,483,2,129,82,47,396,615,537,528,48,1157,454,2,452,164,85
110714,152591,206987,143228,120203,,103553,78884,4241,1290,882,408,0,118,56,62,299,514,463,462,40,1055,464,4,374,129,84
110778,60969,,,,,,60969,77,39,39,0,0,18,1,17,14,3,2,0,0,1,0,0,1,0,0
110875,,,,,,,,9,6,6,0,0,2,0,2,1,0,0,0,0,0,0,0,0,0,0
111045,13500,13500,,,,,,6,4,4,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0
111054,,,,,,,,12,7,7,0,0,0,0,0,1,1,0,0,0,3,0,0,3,0,0
111081,90450,,,,,,90450,468,202,202,0,0,7,3,4,94,14,18,29,1,103,32,0,53,13,5
111188,102208,127023,106006,87811,,80831,,249,67,67,0,0,8,4,4,27,52,18,27,3,47,24,1,10,9,3
111391,113871,128252,105405,,81095,,,130,43,43,0,0,11,6,5,15,12,5,17,0,27,1,0,24,2,0
111434,106529,,,,106529,,,239,134,134,0,0,7,2,5,12,8,0,6,0,72,2,0,70,0,0
111461,123054,,,,123054,,,801,416,414,2,0,90,2,88,57,50,49,22,5,112,48,0,37,18,9
111513,,,,,,,,21,10,10,0,0,0,0,0,3,1,0,0,0,7,3,0,4,0,0
111638,36133,57000,,38047,24743,,,59,19,19,0,0,1,1,0,20,5,1,0,0,13,0,0,13,0,0
111708,,,,,,,,15,8,8,0,0,3,0,3,1,0,0,0,0,3,1,0,2,0,0
111717,,,,,,,,65,10,10,0,0,9,0,9,17,13,2,0,0,14,3,1,8,0,2
111726,,,,,,,,18,9,9,0,0,3,0,3,2,0,0,0,0,4,1,2,1,0,0
111744,,,,,,,,16,9,9,0,0,3,0,3,1,0,0,0,0,3,0,2,1,0,0
111762,,,,,,,,11,7,7,0,0,3,0,3,1,0,0,0,0,0,0,0,0,0,0
111799,,,,,,,,13,7,7,0,0,4,0,4,1,0,0,0,0,1,0,1,0,0,0
111887,129705,140849,129366,131350,116841,,,934,492,488,4,0,180,16,164,55,27,20,18,15,127,61,0,58,6,2
111896,106771,,,,106771,,,207,104,104,0,0,14,1,13,27,6,4,7,0,45,15,0,30,0,0
111920,116951,,,,116951,,,468,302,302,0,0,16,0,16,29,12,3,36,0,70,0,0,70,0,0
111939,108530,,,,108530,,,910,542,542,0,0,18,15,3,44,42,25,20,0,219,34,0,185,0,0
111948,119171,163530,114422,93580,77291,,122770,1883,815,808,7,0,161,43,118,163,157,186,158,10,233,55,0,142,25,11
111966,85413,108327,110135,83307,70449,,,569,218,218,0,0,40,5,35,29,42,39,17,37,147,28,0,118,0,1
112075,70243,80361,66718,62709,,,,466,223,223,0,0,49,2,47,50,10,11,54,5,64,17,22,25,0,0
112084,76747,,71550,83927,65600,,,29,15,15,0,0,4,1,3,4,4,1,1,0,0,0,0,0,0,0
112127,116979,185625,91275,82500,,,,21,9,9,0,0,2,0,2,2,3,0,2,0,3,0,0,2,1,0
112172,100986,,,,100986,,,532,257,255,2,0,65,7,58,35,28,18,11,4,114,53,0,50,11,0
112181,,,,,,,,17,7,7,0,0,0,0,0,2,2,0,0,0,6,0,1,4,1,0
112190,101131,,,,101131,,,1166,592,592,0,0,57,3,54,42,80,29,16,5,345,76,0,269,0,0
112251,129948,148755,113581,94848,,,,254,122,117,5,0,43,0,43,25,13,12,0,0,39,0,0,39,0,0
112260,145898,185215,137985,94767,,,,561,193,192,1,0,34,0,34,43,64,19,44,6,158,84,0,67,4,3
