UNITID,F1CORREV,F1TUFEPC,F1STAPPC,F1LCAPPC,F1GVGCPC,F1PGGCPC,F1INVRPC,F1OTRVPC,F1TUFEFT,F1STAPFT,F1LCAPFT,F1GVGCFT,F1PGGCFT,F1INVRFT,F1OTRVFT,F1COREXP,F1INSTFT,F1RSRCFT,F1PBSVFT,F1ACSPFT,F1STSVFT,F1INSUFT,F1OTEXFT,F1INSTPC,F1RSRCPC,F1PBSVPC,F1ACSPPC,F1STSVPC,F1INSUPC,F1OTEXPC,F1SWINSP,F1SWRSRP,F1SWPBSP,F1SWACSP,F1SWSTSP,F1SWISPP,F1SWOTEP,F1SWCREP,F1ENDMFT,F1SAFBPC,F1SALRPC,F1EQUITR,F2CORREV,F2TUFEPC,F2GVGCPC,F2PGGCPC,F2INVRPC,F2OTRVPC,F2TUFEFT,F2GVGCFT,F2PGGCFT,F2INVRFT,F2OTRVFT,F2COREXP,F2INSTFT,F2RSRCFT,F2PBSVFT,F2ACSPFT,F2STSVFT,F2INSUFT,F2OTEXFT,F2INSTPC,F2RSRCPC,F2PBSVPC,F2ACSPPC,F2STSVPC,F2INSUPC,F2OTEXPC,F2SWINSP,F2SWRSRP,F2SWPBSP,F2SWACSP,F2SWSTSP,F2SWISPP,F2SWOTEP,F2SWCREP,F2ENDMFT,F2SAFBPC,F2SALRPC,F2EQUITR,F3CORREV,F3TUFEPC,F3GVGCPC,F3PGGCPC,F3INVRPC,F3SSEAPC,F3OTRVPC,F3TUFEFT,F3GVGCFT,F3PGGCFT,F3INVRFT,F3SSEAFT,F3OTRVFT,F3COREXP,F3INSTFT,F3RSRCFT,F3PBSVFT,F3ACSPFT,F3STSVFT,F3INSUFT,F3OTEXFT,F3INSTPC,F3RSRCPC,F3PBSVPC,F3ACSPPC,F3STSVPC,F3INSUPC,F3OTEXPC,F3SWINSP,F3SWRSRP,F3SWPBSP,F3SWACSP,F3SWSTSP,F3SWISPP,F3SWOTEP,F3SWCREP,F3SAFBPC,F3SALRPC,F3EQUITR       
174792,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,44549155,72,11,55,-42,5,19070,2980,14645,-11244,1208,60476553,14379,0,1174,5508,7705,7426,0,40,0,3,15,21,21,0,45,.,62,38,39,53,.,45,154329,55,41,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
174817,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,69751303,74,12,20,-5,0,16094,2577,4374,-1157,5,74170599,7953,27,1705,2674,5457,5464,0,34,0,7,11,23,23,0,64,9,44,49,26,37,.,46,22933,54,44,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
174844,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,87938241,57,11,35,-6,3,16943,3402,10356,-1871,759,107417656,17445,591,93,4508,8017,5490,0,48,2,0,12,22,15,0,50,39,26,43,36,43,.,45,234413,52,38,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
174862,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14832595,88,2,8,-8,10,11989,266,1127,-1121,1323,15724349,3064,0,0,2816,5172,3347,0,21,0,0,20,36,23,0,58,.,.,67,44,39,.,50,9008,51,41,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
174899,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56810812,91,28,6,-28,3,14851,4532,1043,-4531,453,73644763,9701,0,649,2015,5230,3598,0,46,0,3,10,25,17,0,59,.,36,37,39,33,.,47,27073,56,44,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
174914,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,263004000,65,7,29,-4,3,19453,2089,8836,-1336,936,250583000,14704,201,395,2814,4967,5483,0,51,1,1,10,17,19,0,60,60,55,49,43,55,.,55,79663,67,52,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
174978,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1833410,77,0,0,0,9,14,9712,0,0,0,1144,1702,1406724,7462,0,0,0,399,1775,0,77,0,0,0,4,18,0,32,.,.,.,86,56,0,38,45,38,.
175005,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78848866,86,15,18,-19,0,19775,3351,4194,-4318,0,88913037,11873,2005,0,2364,4079,5617,0,46,8,0,9,16,22,0,58,0,.,44,44,50,.,48,38835,54,44,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175014,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72241087,100,0,0,0,0,0,19907,0,0,0,0,0,104795588,4838,0,42,6204,10023,7678,92,17,0,0,21,35,27,0,72,.,100,46,42,32,0,45,49,45,90
175041,71880000,15,35,0,48,1,0,1,3229,7382,0,10242,166,31,128,62138000,8261,0,0,1595,3164,2767,2520,45,0,0,9,17,15,14,55,.,.,47,50,39,0,44,709,49,42,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175078,52212000,27,42,0,24,5,0,2,4200,6691,0,3722,814,22,382,47482000,6291,28,404,1831,3455,2441,-52,44,0,3,13,24,17,0,61,49,37,45,47,40,0,51,4300,55,47,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175120,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14093574,0,51,45,-2,6,26,10467,9177,-356,1232,13388730,7969,0,0,0,3554,5290,2704,41,0,0,0,18,27,14,51,.,.,.,65,39,3,44,.,52,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175139,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3338909,41,0,104,-45,0,8895,0,22667,-9739,0,3880326,7566,0,1063,3521,3364,9847,0,30,0,4,14,13,39,0,48,.,46,44,64,57,.,53,47601,60,52,95,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175227,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52080453,53,7,37,2,0,21826,2969,15334,647,135,42942102,17317,0,0,1887,2228,12302,0,51,0,0,6,7,36,0,46,.,.,27,73,23,.,38,27160,46,38,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175236,44372000,21,41,0,30,1,0,6,4403,8520,0,6213,169,-20,1305,38694000,9917,0,0,1496,2987,2932,623,55,0,0,8,17,16,3,51,.,.,41,50,41,0,46,1156,54,45,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175263,22002000,20,47,0,30,2,0,1,4115,9620,0,6250,354,13,230,19296000,9643,1,96,1699,2471,4210,-70,53,0,1,9,14,23,0,53,0,53,47,48,40,0,49,1008,54,47,37,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175272,119566000,34,34,0,26,3,0,3,6789,6971,0,5359,508,55,560,106812000,9918,122,104,2806,2638,3209,-715,55,1,1,16,15,18,-4,59,28,57,48,47,40,0,54,8848,54,47,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175281,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26599234,98,8,18,-24,0,21983,1727,4030,-5339,64,35685318,16131,0,3657,2402,3659,4291,0,54,0,12,8,12,14,0,61,.,70,17,51,39,.,54,35016,68,54,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175315,87980000,19,37,0,42,1,0,1,3242,6285,0,7270,93,13,215,77845000,6915,0,165,2633,2514,2433,484,46,0,1,17,17,16,3,59,.,18,42,54,36,0,49,837,52,47,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175342,89441555,11,29,0,47,1,-1,13,3456,8972,0,14689,248,-236,4111,80571079,4215,2204,1842,2245,2529,5653,9454,15,8,7,8,9,20,34,62,52,63,55,55,29,6,34,7074,38,33,49,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175421,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38879765,81,20,4,-7,3,9030,2211,418,-755,306,44277537,3357,0,0,688,4763,2241,1718,26,0,0,5,37,18,13,68,.,.,51,35,50,38,47,1889,54,45,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175430,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,10103554,46,24,44,-19,4,5756,2953,5526,-2306,499,12770476,7783,0,0,873,1684,5367,0,50,0,0,6,11,34,0,51,.,.,46,56,22,.,41,22217,46,38,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175494,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,528310,71,0,0,0,0,29,3321,0,0,0,0,1355,250918,1782,0,13,20,76,277,53,80,0,1,1,3,12,2,61,.,100,100,100,100,0,66,66,66,.
175519,37196099,3,21,7,65,1,1,3,828,5658,1842,17820,152,178,751,34874527,9059,0,0,1787,2557,2660,9468,35,0,0,7,10,10,37,55,.,.,28,62,39,6,34,2319,43,32,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175573,46116517,7,22,12,52,0,0,8,1721,5586,3051,13572,0,9,1953,42154965,8534,0,0,496,2024,3175,9441,36,0,0,2,9,13,40,56,.,.,58,50,48,0,32,6136,43,32,26,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175616,66107788,25,32,0,23,4,0,16,7189,9240,0,6815,1083,27,4666,62622001,8880,127,699,2296,3817,3461,8210,32,0,3,8,14,13,30,69,20,44,59,39,48,14,44,15088,54,42,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175643,38978455,4,23,8,55,0,0,9,903,4593,1650,11153,0,23,1874,34380066,4284,0,348,202,1497,1713,9770,24,0,2,1,8,10,55,72,.,85,78,61,58,4,33,4934,37,31,28,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175652,46671218,19,24,13,40,1,0,3,2796,3525,1938,5939,130,37,410,44165909,4056,0,0,82,1471,2743,5629,29,0,0,1,11,20,40,62,.,.,60,57,35,5,33,46,46,32,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175698,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,239509,81,0,0,0,19,0,6289,0,0,0,1437,0,151880,1847,0,0,1039,1001,1013,0,38,0,0,21,20,21,0,100,.,.,5,24,24,.,49,49,49,.
175722,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,405490,93,0,0,0,7,0,10799,0,0,0,787,0,96019,1807,0,0,310,177,449,0,66,0,0,11,6,16,0,94,.,.,96,70,66,.,88,88,88,.
175786,177913277,3,20,7,60,0,0,9,671,4292,1587,12937,24,8,1952,167612082,5921,0,0,269,1145,3913,8981,29,0,0,1,6,19,44,62,.,.,67,70,36,6,33,6,40,32,12,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175810,64300779,7,32,5,43,1,0,12,1047,4692,782,6406,104,3,1718,55874539,4366,0,0,104,899,1462,5987,34,0,0,1,7,11,47,71,.,.,52,64,49,7,38,1941,44,37,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175829,64169638,7,26,10,43,1,0,11,1191,4451,1727,7326,244,12,1918,53978335,8165,0,0,190,1220,1754,2860,58,0,0,1,9,12,20,47,.,.,59,61,49,0,39,2840,42,36,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175856,195953939,25,22,0,23,1,-4,32,16159,14130,0,14640,514,-2248,20446,163528611,17665,5800,461,2944,7807,13350,5085,33,11,1,6,15,25,10,57,26,25,52,41,32,0,39,15893,38,34,35,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175883,56119066,3,28,6,49,1,0,12,503,4191,934,7307,126,1,1823,50190906,5444,0,0,196,740,1295,5638,41,0,0,1,6,10,42,61,.,.,47,67,70,15,42,3510,49,40,16,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175935,42984373,15,29,6,42,2,0,6,2823,5458,1050,7751,379,4,1128,38521098,7030,0,0,1643,2305,1683,4000,42,0,0,10,14,10,24,57,.,.,31,50,73,0,42,6959,47,39,29,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175980,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15172911,64,16,49,-58,29,12527,3161,9495,-11266,5636,29622938,14405,0,0,3251,11024,9494,0,38,0,0,9,29,25,0,58,.,.,49,33,46,.,47,126928,47,40,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
175999,77350726,0,71,0,9,0,-6,26,.,.,.,.,.,.,.,76816006,.,.,.,.,.,.,.,0,0,62,2,0,34,2,.,.,0,37,.,22,14,8,.,11,9,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
176008,36517847,6,33,13,44,1,0,3,1115,6435,2494,8521,132,-17,571,33331339,6659,0,0,213,2731,3730,4237,38,0,0,1,16,21,24,60,.,.,59,23,42,0,36,5,48,34,43,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
176017,987744305,28,27,0,21,6,-5,23,13278,12455,0,9824,2885,-2205,10695,810449818,15757,7237,1363,3048,1252,7282,2569,41,19,4,8,3,19,7,60,53,48,47,44,47,0,50,37100,56,45,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
176035,70909168,18,22,0,30,4,0,26,5451,6732,0,9166,1232,0,7892,58333653,7486,110,126,4953,2233,2523,7636,30,0,1,20,9,10,30,61,34,42,44,42,53,0,36,26458,44,35,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
176044,56088114,7,28,0,54,1,-1,11,2365,9806,0,19353,498,-245,3835,50526408,8879,31,2062,4728,4151,5933,6298,28,0,6,15,13,18,20,52,48,39,19,38,32,22,35,2072,41,33,58,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
176053,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60457325,72,13,16,-5,4,11201,2042,2443,-829,677,72010863,8733,0,0,979,3312,3877,1601,47,0,0,5,18,21,9,60,.,.,41,38,32,0,44,26348,52,41,82,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
176062,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,650927,91,0,0,0,9,0,9301,0,0,0,869,0,378554,1621,0,0,1256,326,2711,0,27,0,0,21,6,46,0,61,.,.,87,0,15,.,42,48,42,.
176071,152490416,12,19,7,39,15,0,8,2671,4127,1564,8729,3289,19,1839,110168148,5449,0,0,514,1515,3002,5587,34,0,0,3,9,19,35,64,.,.,70,60,31,0,35,1386,43,33,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
176080,817667484,26,22,0,28,12,-1,12,9883,8417,0,10768,4711,-416,4661,733102210,7565,8573,4614,1980,998,3705,6656,22,25,14,6,3,11,20,66,48,63,56,53,35,0,44,29738,56,42,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
176169,42630524,10,33,5,43,1,0,8,1785,5861,813,7614,241,3,1371,38398836,7206,0,0,380,1935,3069,3343,45,0,0,2,12,19,21,66,.,.,53,55,42,0,46,3103,54,42,32,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
176178,102851475,14,22,7,40,1,0,16,2697,4245,1353,7839,228,30,3025,75876212,4411,0,0,207,1007,2537,6162,31,0,0,1,7,18,43,72,.,.,75,62,32,10,37,3269,42,36,42,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
176239,70068236,11,27,9,49,1,0,4,1535,3754,1313,6811,102,3,506,60755108,4408,0,0,228,1155,2011,4359,36,0,0,2,9,17,36,65,.,.,56,49,35,0,35,2,40,33,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
176318,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,15199232,39,55,25,-35,16,8397,11849,5442,-7527,3491,19918694,5593,0,439,423,2959,15542,3419,20,0,2,1,10,55,12,76,.,20,70,48,20,0,32,60912,37,31,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
176336,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1738095,12,21,64,3,0,2219,3845,11578,463,0,1719239,674,0,0,583,646,4191,11814,4,0,0,3,4,23,66,100,.,.,100,100,100,0,34,.,34,34,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
