year,table_alias,table_name,output,resolved_var_name,resolved_var_title,matched_pattern
2014,IC,IC2014,control_or_affiliation,,,
2014,IC,IC2014,has_full_time_first_time_undergrad,,,
2014,IC,IC2014,religious_affiliation,,,
2015,DRVADM,,admissions_yield,,,
2015,DRVEF12,,fte_12_months,,,
2015,DRVF,,core_expenses_fasb,,,
2015,DRVF,,core_expenses_gasb,,,
2015,DRVF,,core_expenses_pfp,,,
2015,DRVF,,endowment_assets_per_fte_fasb,,,
2015,DRVF,,endowment_assets_per_fte_gasb,,,
2015,DRVF,,gov_grants_fasb,,,
2015,DRVF,,gov_revenue_fte_fasb,,,
2015,DRVF,,research_expenses_pct_core_expenses_fasb,,,
2015,DRVF,,research_expenses_pct_core_expenses_gasb,,,
2015,DRVF,,research_expenses_pct_core_expenses_pfp,,,
2015,DRVF,,research_expenses_per_fte_fasb,,,
2015,DRVF,,research_expenses_per_fte_gasb,,,
2015,DRVF,,research_expenses_per_fte_pfp,,,
2015,DRVF,,state_approps_percent_core_gasb,,,
2015,DRVF,,state_revenue_fte_fasb,,,
2015,DRVGR,,transfer_out_rate_bachelor,,,
2015,DRVHR,,fte_instructional,,,
2015,DRVHR,,fte_total_staff,,,
2015,EFIA,EFIA2015,fte_graduate,,,
2015,EFIA,EFIA2015,fte_undergrad,,,
2015,F1A,F1415_F1A,discounts_allowances_applied_tuition_fees_gasb,,,
2015,F1A,F1415_F1A,endowment_net_investment_return_gasb,,,
2015,F1A,F1415_F1A,endowment_spending_distribution_current_use_gasb,,,
2015,F1A,F1415_F1A,federal_operating_grants_contracts_gasb,F1B04,,exact_code_override
2015,F1A,F1415_F1A,new_gifts_additions_gasb,,,
2015,F1A,F1415_F1A,research_expenses_total_gasb,F1C021,,exact_code_override
2015,F1A,F1415_F1A,state_appropriations_gasb,F1B17,,exact_code_override
2015,F1A,F1415_F1A,total_assets_gasb,,,
2015,F1A,F1415_F1A,total_expenses_deductions_current_total_gasb,F1D02,,exact_code_override
2015,F1A,F1415_F1A,total_liabilities_gasb,,,
2015,F1A,F1415_F1A,total_operating_nonoperating_revenues_gasb,F1D01,,exact_code_override
2015,F1A,F1415_F1A,tuition_fees_after_discounts_allowances_gasb,F1B01,,exact_code_override
2015,F1A,F1415_F1A,unrestricted_public,,,
2015,F1A,F1415_F1A,value_endowment_assets_beginning_gasb,,,
2015,F1A,F1415_F1A,value_endowment_assets_end_gasb,,,
2015,F2,F1415_F2,allowances_applied_to_tuition_fasb,,,
2015,F2,F1415_F2,endowment_net_investment_return_fasb,,,
2015,F2,F1415_F2,federal_grants_contracts_fasb,F2D04,,exact_code_override
2015,F2,F1415_F2,institutional_grants_funded_fasb,,,
2015,F2,F1415_F2,institutional_grants_unfunded_fasb,,,
2015,F2,F1415_F2,new_endowment_gifts_fasb,,,
2015,F2,F1415_F2,pell_grants,,,
2015,F2,F1415_F2,research_expenses_total_fasb,F2E021,,exact_code_override
2015,F2,F1415_F2,spending_distribution_for_current_use_fasb,,,
2015,F2,F1415_F2,state_approps_fasb,F2D05,,exact_code_override
2015,F2,F1415_F2,total_assets_fasb,,,
2015,F2,F1415_F2,total_expenses_fasb,F2B02,,exact_code_override
2015,F2,F1415_F2,total_liabilities_fasb,,,
2015,F2,F1415_F2,total_revenues_investment_return_fasb,F2B01,,exact_code_override
2015,F2,F1415_F2,total_unrestricted_net_assets_fasb,,,
2015,F2,F1415_F2,tuition_and_fees_fasb,F2D01,,exact_code_override
2015,F2,F1415_F2,unrestricted_operating_rev_fasb,,,
2015,F2,F1415_F2,value_endowment_beginning_fasb,,,
2015,F2,F1415_F2,value_endowment_end_fasb,,,
2015,F3,F1415_F3,discounts_allowances_applied_tuition_fees_pfp,,,
2015,F3,F1415_F3,federal_grants_contracts_pfp,F3D04,,exact_code_override
2015,F3,F1415_F3,institutional_grants_pfp,,,
2015,F3,F1415_F3,research_expenses_total_pfp,F3E02A1,,exact_code_override
2015,F3,F1415_F3,state_appropriations_pfp,F3D05,,exact_code_override
2015,F3,F1415_F3,total_assets_pfp,,,
2015,F3,F1415_F3,total_expenses_total_amount_pfp,F3B02,,exact_code_override
2015,F3,F1415_F3,total_liabilities_pfp,,,
2015,F3,F1415_F3,total_revenues_investment_return_pfp,F3B01,,exact_code_override
2015,F3,F1415_F3,total_revenues_pfp,,,
2015,F3,F1415_F3,tuition_fees_pfp,F3D01,,exact_code_override
2015,FLAGS,FLAGS2015,pell_accounting_method_fasb,,,
2015,FLAGS,FLAGS2015,pell_accounting_method_pfp,,,
2015,FLAGS,FLAGS2015,reporting_model,,,
2015,HD,HD2015,access_earnings,,,
2015,HD,HD2015,category,,,
2015,HD,HD2015,city,,,
2015,HD,HD2015,control,,,
2015,HD,HD2015,county,,,
2015,HD,HD2015,date_closed,,,
2015,HD,HD2015,degree_granting_status,,,
2015,HD,HD2015,grad_offering,,,
2015,HD,HD2015,grad_program_mix,,,
2015,HD,HD2015,hbcu,,,
2015,HD,HD2015,highest_degree,,,
2015,HD,HD2015,id_number_multi,,,
2015,HD,HD2015,institution_name,,,
2015,HD,HD2015,is_active,,,
2015,HD,HD2015,latitude,,,
2015,HD,HD2015,level,,,
2015,HD,HD2015,longitude,,,
2015,HD,HD2015,multi_institution_campus_org,,,
2015,HD,HD2015,name_multi,,,
2015,HD,HD2015,opeid,,,
2015,HD,HD2015,region,,,
2015,HD,HD2015,sector,,,
2015,HD,HD2015,size,,,
2015,HD,HD2015,state,,,
2015,HD,HD2015,status,,,
2015,HD,HD2015,tribal_college,,,
2015,HD,HD2015,undergrad_program_mix,,,
2015,HD,HD2015,urbanization,,,
2015,HD,HD2015,zip,,,
2015,IC,IC2015,all_programs_distance_education,,,
2015,IC,IC2015,control_or_affiliation,,,
2015,IC,IC2015,has_full_time_first_time_undergrad,,,
2015,IC,IC2015,religious_affiliation,,,
2016,DRVADM,,admissions_yield,,,
2016,DRVEF12,,fte_12_months,,,
2016,DRVF,,core_expenses_fasb,,,
2016,DRVF,,core_expenses_gasb,,,
2016,DRVF,,core_expenses_pfp,,,
2016,DRVF,,endowment_assets_per_fte_fasb,,,
2016,DRVF,,endowment_assets_per_fte_gasb,,,
2016,DRVF,,gov_grants_fasb,,,
2016,DRVF,,gov_revenue_fte_fasb,,,
2016,DRVF,,research_expenses_pct_core_expenses_fasb,,,
2016,DRVF,,research_expenses_pct_core_expenses_gasb,,,
2016,DRVF,,research_expenses_pct_core_expenses_pfp,,,
2016,DRVF,,research_expenses_per_fte_fasb,,,
2016,DRVF,,research_expenses_per_fte_gasb,,,
2016,DRVF,,research_expenses_per_fte_pfp,,,
2016,DRVF,,state_approps_percent_core_gasb,,,
2016,DRVF,,state_revenue_fte_fasb,,,
2016,DRVGR,,transfer_out_rate_bachelor,,,
2016,DRVHR,,fte_instructional,,,
2016,DRVHR,,fte_total_staff,,,
2016,EFIA,EFIA2016,fte_graduate,,,
2016,EFIA,EFIA2016,fte_undergrad,,,
2016,F1A,F1516_F1A,discounts_allowances_applied_tuition_fees_gasb,,,
2016,F1A,F1516_F1A,endowment_net_investment_return_gasb,,,
2016,F1A,F1516_F1A,endowment_spending_distribution_current_use_gasb,,,
2016,F1A,F1516_F1A,federal_operating_grants_contracts_gasb,F1B04,,exact_code_override
2016,F1A,F1516_F1A,new_gifts_additions_gasb,,,
2016,F1A,F1516_F1A,research_expenses_total_gasb,F1C021,,exact_code_override
2016,F1A,F1516_F1A,state_appropriations_gasb,F1B17,,exact_code_override
2016,F1A,F1516_F1A,total_assets_gasb,,,
2016,F1A,F1516_F1A,total_expenses_deductions_current_total_gasb,F1D02,,exact_code_override
2016,F1A,F1516_F1A,total_liabilities_gasb,,,
2016,F1A,F1516_F1A,total_operating_nonoperating_revenues_gasb,F1D01,,exact_code_override
2016,F1A,F1516_F1A,tuition_fees_after_discounts_allowances_gasb,F1B01,,exact_code_override
2016,F1A,F1516_F1A,unrestricted_public,,,
2016,F1A,F1516_F1A,value_endowment_assets_beginning_gasb,,,
2016,F1A,F1516_F1A,value_endowment_assets_end_gasb,,,
2016,F2,F1516_F2,allowances_applied_to_tuition_fasb,,,
2016,F2,F1516_F2,endowment_net_investment_return_fasb,,,
2016,F2,F1516_F2,federal_grants_contracts_fasb,F2D04,,exact_code_override
2016,F2,F1516_F2,institutional_grants_funded_fasb,,,
2016,F2,F1516_F2,institutional_grants_unfunded_fasb,,,
2016,F2,F1516_F2,new_endowment_gifts_fasb,,,
2016,F2,F1516_F2,pell_grants,,,
2016,F2,F1516_F2,research_expenses_total_fasb,F2E021,,exact_code_override
2016,F2,F1516_F2,spending_distribution_for_current_use_fasb,,,
2016,F2,F1516_F2,state_approps_fasb,F2D05,,exact_code_override
2016,F2,F1516_F2,total_assets_fasb,,,
2016,F2,F1516_F2,total_expenses_fasb,F2B02,,exact_code_override
2016,F2,F1516_F2,total_liabilities_fasb,,,
2016,F2,F1516_F2,total_revenues_investment_return_fasb,F2B01,,exact_code_override
2016,F2,F1516_F2,total_unrestricted_net_assets_fasb,,,
2016,F2,F1516_F2,tuition_and_fees_fasb,F2D01,,exact_code_override
2016,F2,F1516_F2,unrestricted_operating_rev_fasb,,,
2016,F2,F1516_F2,value_endowment_beginning_fasb,,,
2016,F2,F1516_F2,value_endowment_end_fasb,,,
2016,F3,F1516_F3,discounts_allowances_applied_tuition_fees_pfp,,,
2016,F3,F1516_F3,federal_grants_contracts_pfp,F3D04,,exact_code_override
2016,F3,F1516_F3,institutional_grants_pfp,,,
2016,F3,F1516_F3,research_expenses_total_pfp,F3E02A1,,exact_code_override
2016,F3,F1516_F3,state_appropriations_pfp,F3D05,,exact_code_override
2016,F3,F1516_F3,total_assets_pfp,,,
2016,F3,F1516_F3,total_expenses_total_amount_pfp,F3B02,,exact_code_override
2016,F3,F1516_F3,total_liabilities_pfp,,,
2016,F3,F1516_F3,total_revenues_investment_return_pfp,F3B01,,exact_code_override
2016,F3,F1516_F3,total_revenues_pfp,,,
2016,F3,F1516_F3,tuition_fees_pfp,F3D01,,exact_code_override
2016,FLAGS,FLAGS2016,pell_accounting_method_fasb,,,
2016,FLAGS,FLAGS2016,pell_accounting_method_pfp,,,
2016,FLAGS,FLAGS2016,reporting_model,,,
2016,HD,HD2016,access_earnings,,,
2016,HD,HD2016,category,,,
2016,HD,HD2016,city,,,
2016,HD,HD2016,control,,,
2016,HD,HD2016,county,,,
2016,HD,HD2016,date_closed,,,
2016,HD,HD2016,degree_granting_status,,,
2016,HD,HD2016,grad_offering,,,
2016,HD,HD2016,grad_program_mix,,,
2016,HD,HD2016,hbcu,,,
2016,HD,HD2016,highest_degree,,,
2016,HD,HD2016,id_number_multi,,,
2016,HD,HD2016,institution_name,,,
2016,HD,HD2016,is_active,,,
2016,HD,HD2016,latitude,,,
2016,HD,HD2016,level,,,
2016,HD,HD2016,longitude,,,
2016,HD,HD2016,multi_institution_campus_org,,,
2016,HD,HD2016,name_multi,,,
2016,HD,HD2016,opeid,,,
2016,HD,HD2016,region,,,
2016,HD,HD2016,sector,,,
2016,HD,HD2016,size,,,
2016,HD,HD2016,state,,,
2016,HD,HD2016,status,,,
2016,HD,HD2016,tribal_college,,,
2016,HD,HD2016,undergrad_program_mix,,,
2016,HD,HD2016,urbanization,,,
2016,HD,HD2016,zip,,,
2016,IC,IC2016,all_programs_distance_education,,,
2016,IC,IC2016,control_or_affiliation,,,
2016,IC,IC2016,has_full_time_first_time_undergrad,,,
2016,IC,IC2016,religious_affiliation,,,
2017,DRVADM,,admissions_yield,,,
2017,DRVEF12,,fte_12_months,,,
2017,DRVF,,core_expenses_fasb,,,
2017,DRVF,,core_expenses_gasb,,,
2017,DRVF,,core_expenses_pfp,,,
2017,DRVF,,endowment_assets_per_fte_fasb,,,
2017,DRVF,,endowment_assets_per_fte_gasb,,,
2017,DRVF,,gov_grants_fasb,,,
2017,DRVF,,gov_revenue_fte_fasb,,,
2017,DRVF,,research_expenses_pct_core_expenses_fasb,,,
2017,DRVF,,research_expenses_pct_core_expenses_gasb,,,
2017,DRVF,,research_expenses_pct_core_expenses_pfp,,,
2017,DRVF,,research_expenses_per_fte_fasb,,,
2017,DRVF,,research_expenses_per_fte_gasb,,,
2017,DRVF,,research_expenses_per_fte_pfp,,,
2017,DRVF,,state_approps_percent_core_gasb,,,
2017,DRVF,,state_revenue_fte_fasb,,,
2017,DRVGR,,transfer_out_rate_bachelor,,,
2017,DRVHR,,fte_instructional,,,
2017,DRVHR,,fte_total_staff,,,
2017,EFIA,EFIA2017,fte_graduate,,,
2017,EFIA,EFIA2017,fte_undergrad,,,
2017,F1A,F1617_F1A,discounts_allowances_applied_tuition_fees_gasb,,,
2017,F1A,F1617_F1A,endowment_net_investment_return_gasb,,,
2017,F1A,F1617_F1A,endowment_spending_distribution_current_use_gasb,,,
2017,F1A,F1617_F1A,federal_operating_grants_contracts_gasb,F1B04,,exact_code_override
2017,F1A,F1617_F1A,new_gifts_additions_gasb,,,
2017,F1A,F1617_F1A,research_expenses_total_gasb,F1C021,,exact_code_override
2017,F1A,F1617_F1A,state_appropriations_gasb,F1B17,,exact_code_override
2017,F1A,F1617_F1A,total_assets_gasb,,,
2017,F1A,F1617_F1A,total_expenses_deductions_current_total_gasb,F1D02,,exact_code_override
2017,F1A,F1617_F1A,total_liabilities_gasb,,,
2017,F1A,F1617_F1A,total_operating_nonoperating_revenues_gasb,F1D01,,exact_code_override
2017,F1A,F1617_F1A,tuition_fees_after_discounts_allowances_gasb,F1B01,,exact_code_override
2017,F1A,F1617_F1A,unrestricted_public,,,
2017,F1A,F1617_F1A,value_endowment_assets_beginning_gasb,,,
2017,F1A,F1617_F1A,value_endowment_assets_end_gasb,,,
2017,F2,F1617_F2,allowances_applied_to_tuition_fasb,,,
2017,F2,F1617_F2,endowment_net_investment_return_fasb,,,
2017,F2,F1617_F2,federal_grants_contracts_fasb,F2D04,,exact_code_override
2017,F2,F1617_F2,institutional_grants_funded_fasb,,,
2017,F2,F1617_F2,institutional_grants_unfunded_fasb,,,
2017,F2,F1617_F2,new_endowment_gifts_fasb,,,
2017,F2,F1617_F2,pell_grants,,,
2017,F2,F1617_F2,research_expenses_total_fasb,F2E021,,exact_code_override
2017,F2,F1617_F2,spending_distribution_for_current_use_fasb,,,
2017,F2,F1617_F2,state_approps_fasb,F2D05,,exact_code_override
2017,F2,F1617_F2,total_assets_fasb,,,
2017,F2,F1617_F2,total_expenses_fasb,F2B02,,exact_code_override
2017,F2,F1617_F2,total_liabilities_fasb,,,
2017,F2,F1617_F2,total_revenues_investment_return_fasb,F2B01,,exact_code_override
2017,F2,F1617_F2,total_unrestricted_net_assets_fasb,,,
2017,F2,F1617_F2,tuition_and_fees_fasb,F2D01,,exact_code_override
2017,F2,F1617_F2,unrestricted_operating_rev_fasb,,,
2017,F2,F1617_F2,value_endowment_beginning_fasb,,,
2017,F2,F1617_F2,value_endowment_end_fasb,,,
2017,F3,F1617_F3,discounts_allowances_applied_tuition_fees_pfp,,,
2017,F3,F1617_F3,federal_grants_contracts_pfp,F3D04,,exact_code_override
2017,F3,F1617_F3,institutional_grants_pfp,,,
2017,F3,F1617_F3,research_expenses_total_pfp,F3E02A1,,exact_code_override
