year,table_alias,table_name,output,resolved_var_name,resolved_var_title,matched_pattern
2018,HD,HD2018,institution_name,,,
2018,HD,HD2018,is_active,,,
2018,HD,HD2018,latitude,,,
2018,HD,HD2018,level,,,
2018,HD,HD2018,longitude,,,
2018,HD,HD2018,multi_institution_campus_org,,,
2018,HD,HD2018,name_multi,,,
2018,HD,HD2018,opeid,,,
2018,HD,HD2018,region,,,
2018,HD,HD2018,sector,,,
2018,HD,HD2018,size,,,
2018,HD,HD2018,state,,,
2018,HD,HD2018,status,,,
2018,HD,HD2018,tribal_college,,,
2018,HD,HD2018,undergrad_program_mix,,,
2018,HD,HD2018,urbanization,,,
2018,HD,HD2018,zip,,,
2018,IC,IC2018,all_programs_distance_education,,,
2018,IC,IC2018,control_or_affiliation,,,
2018,IC,IC2018,has_full_time_first_time_undergrad,,,
2018,IC,IC2018,religious_affiliation,,,
2019,DRVADM,,admissions_yield,,,
2019,DRVEF12,,fte_12_months,,,
2019,DRVF,,core_expenses_fasb,,,
2019,DRVF,,core_expenses_gasb,,,
2019,DRVF,,core_expenses_pfp,,,
2019,DRVF,,endowment_assets_per_fte_fasb,,,
2019,DRVF,,endowment_assets_per_fte_gasb,,,
2019,DRVF,,gov_grants_fasb,,,
2019,DRVF,,gov_revenue_fte_fasb,,,
2019,DRVF,,research_expenses_pct_core_expenses_fasb,,,
2019,DRVF,,research_expenses_pct_core_expenses_gasb,,,
2019,DRVF,,research_expenses_pct_core_expenses_pfp,,,
2019,DRVF,,research_expenses_per_fte_fasb,,,
2019,DRVF,,research_expenses_per_fte_gasb,,,
2019,DRVF,,research_expenses_per_fte_pfp,,,
2019,DRVF,,state_approps_percent_core_gasb,,,
2019,DRVF,,state_revenue_fte_fasb,,,
2019,DRVGR,,transfer_out_rate_bachelor,,,
2019,DRVHR,,fte_instructional,,,
2019,DRVHR,,fte_total_staff,,,
2019,EFIA,EFIA2019,fte_graduate,,,
2019,EFIA,EFIA2019,fte_undergrad,,,
2019,F1A,F1819_F1A,discounts_allowances_applied_tuition_fees_gasb,,,
2019,F1A,F1819_F1A,endowment_net_investment_return_gasb,,,
2019,F1A,F1819_F1A,endowment_spending_distribution_current_use_gasb,,,
2019,F1A,F1819_F1A,federal_operating_grants_contracts_gasb,F1B04,,exact_code_override
2019,F1A,F1819_F1A,new_gifts_additions_gasb,,,
2019,F1A,F1819_F1A,research_expenses_total_gasb,F1C021,,exact_code_override
2019,F1A,F1819_F1A,state_appropriations_gasb,F1B17,,exact_code_override
2019,F1A,F1819_F1A,total_assets_gasb,,,
2019,F1A,F1819_F1A,total_expenses_deductions_current_total_gasb,F1D02,,exact_code_override
2019,F1A,F1819_F1A,total_liabilities_gasb,,,
2019,F1A,F1819_F1A,total_operating_nonoperating_revenues_gasb,F1D01,,exact_code_override
2019,F1A,F1819_F1A,tuition_fees_after_discounts_allowances_gasb,F1B01,,exact_code_override
2019,F1A,F1819_F1A,unrestricted_public,,,
2019,F1A,F1819_F1A,value_endowment_assets_beginning_gasb,,,
2019,F1A,F1819_F1A,value_endowment_assets_end_gasb,,,
2019,F2,F1819_F2,allowances_applied_to_tuition_fasb,,,
2019,F2,F1819_F2,endowment_net_investment_return_fasb,,,
2019,F2,F1819_F2,federal_grants_contracts_fasb,F2D04,,exact_code_override
2019,F2,F1819_F2,institutional_grants_funded_fasb,,,
2019,F2,F1819_F2,institutional_grants_unfunded_fasb,,,
2019,F2,F1819_F2,new_endowment_gifts_fasb,,,
2019,F2,F1819_F2,pell_grants,,,
2019,F2,F1819_F2,research_expenses_total_fasb,F2E021,,exact_code_override
2019,F2,F1819_F2,spending_distribution_for_current_use_fasb,,,
2019,F2,F1819_F2,state_approps_fasb,F2D05,,exact_code_override
2019,F2,F1819_F2,total_assets_fasb,,,
2019,F2,F1819_F2,total_expenses_fasb,F2B02,,exact_code_override
2019,F2,F1819_F2,total_liabilities_fasb,,,
2019,F2,F1819_F2,total_revenues_investment_return_fasb,F2B01,,exact_code_override
2019,F2,F1819_F2,total_unrestricted_net_assets_fasb,,,
2019,F2,F1819_F2,tuition_and_fees_fasb,F2D01,,exact_code_override
2019,F2,F1819_F2,unrestricted_operating_rev_fasb,,,
2019,F2,F1819_F2,value_endowment_beginning_fasb,,,
2019,F2,F1819_F2,value_endowment_end_fasb,,,
2019,F3,F1819_F3,discounts_allowances_applied_tuition_fees_pfp,,,
2019,F3,F1819_F3,federal_grants_contracts_pfp,F3D04,,exact_code_override
2019,F3,F1819_F3,institutional_grants_pfp,,,
2019,F3,F1819_F3,research_expenses_total_pfp,F3E02A1,,exact_code_override
2019,F3,F1819_F3,state_appropriations_pfp,F3D05,,exact_code_override
2019,F3,F1819_F3,total_assets_pfp,,,
2019,F3,F1819_F3,total_expenses_total_amount_pfp,F3B02,,exact_code_override
2019,F3,F1819_F3,total_liabilities_pfp,,,
2019,F3,F1819_F3,total_revenues_investment_return_pfp,F3B01,,exact_code_override
2019,F3,F1819_F3,total_revenues_pfp,,,
2019,F3,F1819_F3,tuition_fees_pfp,F3D01,,exact_code_override
2019,FLAGS,FLAGS2019,pell_accounting_method_fasb,,,
2019,FLAGS,FLAGS2019,pell_accounting_method_pfp,,,
2019,FLAGS,FLAGS2019,reporting_model,,,
2019,HD,HD2019,access_earnings,,,
2019,HD,HD2019,category,,,
2019,HD,HD2019,city,,,
2019,HD,HD2019,control,,,
2019,HD,HD2019,county,,,
2019,HD,HD2019,date_closed,,,
2019,HD,HD2019,degree_granting_status,,,
2019,HD,HD2019,grad_offering,,,
2019,HD,HD2019,grad_program_mix,,,
2019,HD,HD2019,hbcu,,,
2019,HD,HD2019,highest_degree,,,
2019,HD,HD2019,id_number_multi,,,
2019,HD,HD2019,institution_name,,,
2019,HD,HD2019,is_active,,,
2019,HD,HD2019,latitude,,,
2019,HD,HD2019,level,,,
2019,HD,HD2019,longitude,,,
2019,HD,HD2019,multi_institution_campus_org,,,
2019,HD,HD2019,name_multi,,,
2019,HD,HD2019,opeid,,,
2019,HD,HD2019,region,,,
2019,HD,HD2019,sector,,,
2019,HD,HD2019,size,,,
2019,HD,HD2019,state,,,
2019,HD,HD2019,status,,,
2019,HD,HD2019,tribal_college,,,
2019,HD,HD2019,undergrad_program_mix,,,
2019,HD,HD2019,urbanization,,,
2019,HD,HD2019,zip,,,
2019,IC,IC2019,all_programs_distance_education,,,
2019,IC,IC2019,control_or_affiliation,,,
2019,IC,IC2019,has_full_time_first_time_undergrad,,,
2019,IC,IC2019,religious_affiliation,,,
2020,DRVADM,,admissions_yield,,,
2020,DRVEF12,,fte_12_months,,,
2020,DRVF,,core_expenses_fasb,,,
2020,DRVF,,core_expenses_gasb,,,
2020,DRVF,,core_expenses_pfp,,,
2020,DRVF,,endowment_assets_per_fte_fasb,,,
2020,DRVF,,endowment_assets_per_fte_gasb,,,
2020,DRVF,,gov_grants_fasb,,,
2020,DRVF,,gov_revenue_fte_fasb,,,
2020,DRVF,,research_expenses_pct_core_expenses_fasb,,,
2020,DRVF,,research_expenses_pct_core_expenses_gasb,,,
2020,DRVF,,research_expenses_pct_core_expenses_pfp,,,
2020,DRVF,,research_expenses_per_fte_fasb,,,
2020,DRVF,,research_expenses_per_fte_gasb,,,
2020,DRVF,,research_expenses_per_fte_pfp,,,
2020,DRVF,,state_approps_percent_core_gasb,,,
2020,DRVF,,state_revenue_fte_fasb,,,
2020,DRVGR,,transfer_out_rate_bachelor,,,
2020,DRVHR,,fte_instructional,,,
2020,DRVHR,,fte_total_staff,,,
2020,EFIA,EFIA2020,fte_graduate,,,
2020,EFIA,EFIA2020,fte_undergrad,,,
2020,F1A,F1920_F1A,discounts_allowances_applied_tuition_fees_gasb,,,
2020,F1A,F1920_F1A,endowment_net_investment_return_gasb,,,
2020,F1A,F1920_F1A,endowment_spending_distribution_current_use_gasb,,,
2020,F1A,F1920_F1A,federal_operating_grants_contracts_gasb,F1B04,,exact_code_override
2020,F1A,F1920_F1A,new_gifts_additions_gasb,,,
2020,F1A,F1920_F1A,research_expenses_total_gasb,F1C021,,exact_code_override
2020,F1A,F1920_F1A,state_appropriations_gasb,F1B17,,exact_code_override
2020,F1A,F1920_F1A,total_assets_gasb,,,
2020,F1A,F1920_F1A,total_expenses_deductions_current_total_gasb,F1D02,,exact_code_override
2020,F1A,F1920_F1A,total_liabilities_gasb,,,
2020,F1A,F1920_F1A,total_operating_nonoperating_revenues_gasb,F1D01,,exact_code_override
2020,F1A,F1920_F1A,tuition_fees_after_discounts_allowances_gasb,F1B01,,exact_code_override
2020,F1A,F1920_F1A,unrestricted_public,,,
2020,F1A,F1920_F1A,value_endowment_assets_beginning_gasb,,,
2020,F1A,F1920_F1A,value_endowment_assets_end_gasb,,,
2020,F2,F1920_F2,allowances_applied_to_tuition_fasb,,,
2020,F2,F1920_F2,endowment_net_investment_return_fasb,,,
2020,F2,F1920_F2,federal_grants_contracts_fasb,F2D04,,exact_code_override
2020,F2,F1920_F2,institutional_grants_funded_fasb,,,
2020,F2,F1920_F2,institutional_grants_unfunded_fasb,,,
2020,F2,F1920_F2,new_endowment_gifts_fasb,,,
2020,F2,F1920_F2,pell_grants,,,
2020,F2,F1920_F2,research_expenses_total_fasb,F2E021,,exact_code_override
2020,F2,F1920_F2,spending_distribution_for_current_use_fasb,,,
2020,F2,F1920_F2,state_approps_fasb,F2D05,,exact_code_override
2020,F2,F1920_F2,total_assets_fasb,,,
2020,F2,F1920_F2,total_expenses_fasb,F2B02,,exact_code_override
2020,F2,F1920_F2,total_liabilities_fasb,,,
2020,F2,F1920_F2,total_revenues_investment_return_fasb,F2B01,,exact_code_override
2020,F2,F1920_F2,total_unrestricted_net_assets_fasb,,,
2020,F2,F1920_F2,tuition_and_fees_fasb,F2D01,,exact_code_override
2020,F2,F1920_F2,unrestricted_operating_rev_fasb,,,
2020,F2,F1920_F2,value_endowment_beginning_fasb,,,
2020,F2,F1920_F2,value_endowment_end_fasb,,,
2020,F3,F1920_F3,discounts_allowances_applied_tuition_fees_pfp,,,
2020,F3,F1920_F3,federal_grants_contracts_pfp,F3D04,,exact_code_override
2020,F3,F1920_F3,institutional_grants_pfp,,,
2020,F3,F1920_F3,research_expenses_total_pfp,F3E02A1,,exact_code_override
2020,F3,F1920_F3,state_appropriations_pfp,F3D05,,exact_code_override
2020,F3,F1920_F3,total_assets_pfp,,,
2020,F3,F1920_F3,total_expenses_total_amount_pfp,F3B02,,exact_code_override
2020,F3,F1920_F3,total_liabilities_pfp,,,
2020,F3,F1920_F3,total_revenues_investment_return_pfp,F3B01,,exact_code_override
2020,F3,F1920_F3,total_revenues_pfp,,,
2020,F3,F1920_F3,tuition_fees_pfp,F3D01,,exact_code_override
2020,FLAGS,FLAGS2020,pell_accounting_method_fasb,,,
2020,FLAGS,FLAGS2020,pell_accounting_method_pfp,,,
2020,FLAGS,FLAGS2020,reporting_model,,,
2020,HD,HD2020,access_earnings,,,
2020,HD,HD2020,category,,,
2020,HD,HD2020,city,,,
2020,HD,HD2020,control,,,
2020,HD,HD2020,county,,,
2020,HD,HD2020,date_closed,,,
2020,HD,HD2020,degree_granting_status,,,
2020,HD,HD2020,grad_offering,,,
2020,HD,HD2020,grad_program_mix,,,
2020,HD,HD2020,hbcu,,,
2020,HD,HD2020,highest_degree,,,
2020,HD,HD2020,id_number_multi,,,
2020,HD,HD2020,institution_name,,,
2020,HD,HD2020,is_active,,,
2020,HD,HD2020,latitude,,,
2020,HD,HD2020,level,,,
2020,HD,HD2020,longitude,,,
2020,HD,HD2020,multi_institution_campus_org,,,
2020,HD,HD2020,name_multi,,,
2020,HD,HD2020,opeid,,,
2020,HD,HD2020,region,,,
2020,HD,HD2020,sector,,,
2020,HD,HD2020,size,,,
2020,HD,HD2020,state,,,
2020,HD,HD2020,status,,,
2020,HD,HD2020,tribal_college,,,
2020,HD,HD2020,undergrad_program_mix,,,
2020,HD,HD2020,urbanization,,,
2020,HD,HD2020,zip,,,
2020,IC,,all_programs_distance_education,,,
2020,IC,,control_or_affiliation,,,
2020,IC,,has_full_time_first_time_undergrad,,,
2020,IC,,religious_affiliation,,,
2021,DRVADM,DRVADM2021,admissions_yield,,,
2021,DRVEF12,DRVEF122021,fte_12_months,,,
2021,DRVF,DRVF2021,core_expenses_fasb,F2COREXP,,exact_code_override
2021,DRVF,DRVF2021,core_expenses_gasb,F1COREXP,,exact_code_override
2021,DRVF,DRVF2021,core_expenses_pfp,F3COREXP,,exact_code_override
2021,DRVF,DRVF2021,endowment_assets_per_fte_fasb,,,
2021,DRVF,DRVF2021,endowment_assets_per_fte_gasb,,,
2021,DRVF,DRVF2021,gov_grants_fasb,,,
2021,DRVF,DRVF2021,gov_revenue_fte_fasb,,,
2021,DRVF,DRVF2021,research_expenses_pct_core_expenses_fasb,F2RSRCPC,,exact_code_override
2021,DRVF,DRVF2021,research_expenses_pct_core_expenses_gasb,F1RSRCPC,,exact_code_override
2021,DRVF,DRVF2021,research_expenses_pct_core_expenses_pfp,F3RSRCPC,,exact_code_override
2021,DRVF,DRVF2021,research_expenses_per_fte_fasb,F2RSRCFT,,exact_code_override
2021,DRVF,DRVF2021,research_expenses_per_fte_gasb,F1RSRCFT,,exact_code_override
2021,DRVF,DRVF2021,research_expenses_per_fte_pfp,F3RSRCFT,,exact_code_override
2021,DRVF,DRVF2021,state_approps_percent_core_gasb,,,
2021,DRVF,DRVF2021,state_revenue_fte_fasb,,,
2021,DRVGR,DRVGR2021,transfer_out_rate_bachelor,,,
2021,DRVHR,DRVHR2021,fte_instructional,,,
2021,DRVHR,DRVHR2021,fte_total_staff,,,
2021,EFIA,EFIA2021,fte_graduate,,,
2021,EFIA,EFIA2021,fte_undergrad,,,
2021,F1A,F2021_F1A,discounts_allowances_applied_tuition_fees_gasb,,,
2021,F1A,F2021_F1A,endowment_net_investment_return_gasb,,,
2021,F1A,F2021_F1A,endowment_spending_distribution_current_use_gasb,,,
2021,F1A,F2021_F1A,federal_operating_grants_contracts_gasb,F1B04,,exact_code_override
2021,F1A,F2021_F1A,new_gifts_additions_gasb,,,
2021,F1A,F2021_F1A,research_expenses_total_gasb,F1C021,,exact_code_override
2021,F1A,F2021_F1A,state_appropriations_gasb,F1B17,,exact_code_override
2021,F1A,F2021_F1A,total_assets_gasb,,,
2021,F1A,F2021_F1A,total_expenses_deductions_current_total_gasb,F1D02,,exact_code_override
2021,F1A,F2021_F1A,total_liabilities_gasb,,,
2021,F1A,F2021_F1A,total_operating_nonoperating_revenues_gasb,F1D01,,exact_code_override
2021,F1A,F2021_F1A,tuition_fees_after_discounts_allowances_gasb,F1B01,,exact_code_override
2021,F1A,F2021_F1A,unrestricted_public,,,
2021,F1A,F2021_F1A,value_endowment_assets_beginning_gasb,,,
2021,F1A,F2021_F1A,value_endowment_assets_end_gasb,,,
2021,F2,F2021_F2,allowances_applied_to_tuition_fasb,,,
2021,F2,F2021_F2,endowment_net_investment_return_fasb,,,
2021,F2,F2021_F2,federal_grants_contracts_fasb,F2D04,,exact_code_override
2021,F2,F2021_F2,institutional_grants_funded_fasb,,,
2021,F2,F2021_F2,institutional_grants_unfunded_fasb,,,
2021,F2,F2021_F2,new_endowment_gifts_fasb,,,
2021,F2,F2021_F2,pell_grants,,,
2021,F2,F2021_F2,research_expenses_total_fasb,F2E021,,exact_code_override
2021,F2,F2021_F2,spending_distribution_for_current_use_fasb,,,
2021,F2,F2021_F2,state_approps_fasb,F2D05,,exact_code_override
2021,F2,F2021_F2,total_assets_fasb,,,
2021,F2,F2021_F2,total_expenses_fasb,F2B02,,exact_code_override
2021,F2,F2021_F2,total_liabilities_fasb,,,
2021,F2,F2021_F2,total_revenues_investment_return_fasb,F2B01,,exact_code_override
2021,F2,F2021_F2,total_unrestricted_net_assets_fasb,,,
2021,F2,F2021_F2,tuition_and_fees_fasb,F2D01,,exact_code_override
2021,F2,F2021_F2,unrestricted_operating_rev_fasb,,,
2021,F2,F2021_F2,value_endowment_beginning_fasb,,,
2021,F2,F2021_F2,value_endowment_end_fasb,,,
2021,F3,F2021_F3,discounts_allowances_applied_tuition_fees_pfp,,,
2021,F3,F2021_F3,federal_grants_contracts_pfp,F3D04,,exact_code_override
2021,F3,F2021_F3,institutional_grants_pfp,,,
2021,F3,F2021_F3,research_expenses_total_pfp,F3E02A1,,exact_code_override
2021,F3,F2021_F3,state_appropriations_pfp,F3D05,,exact_code_override
2021,F3,F2021_F3,total_assets_pfp,,,
2021,F3,F2021_F3,total_expenses_total_amount_pfp,F3B02,,exact_code_override
2021,F3,F2021_F3,total_liabilities_pfp,,,
2021,F3,F2021_F3,total_revenues_investment_return_pfp,F3B01,,exact_code_override
2021,F3,F2021_F3,total_revenues_pfp,,,
2021,F3,F2021_F3,tuition_fees_pfp,F3D01,,exact_code_override
2021,FLAGS,FLAGS2021,pell_accounting_method_fasb,,,
2021,FLAGS,FLAGS2021,pell_accounting_method_pfp,,,
2021,FLAGS,FLAGS2021,reporting_model,,,
2021,HD,HD2021,access_earnings,,,
2021,HD,HD2021,category,,,
2021,HD,HD2021,city,,,
2021,HD,HD2021,control,,,
2021,HD,HD2021,county,,,
2021,HD,HD2021,date_closed,,,
2021,HD,HD2021,degree_granting_status,,,
2021,HD,HD2021,grad_offering,,,
2021,HD,HD2021,grad_program_mix,,,
2021,HD,HD2021,hbcu,,,
2021,HD,HD2021,highest_degree,,,
2021,HD,HD2021,id_number_multi,,,
2021,HD,HD2021,institution_name,,,
2021,HD,HD2021,is_active,,,
2021,HD,HD2021,latitude,,,
2021,HD,HD2021,level,,,
2021,HD,HD2021,longitude,,,
2021,HD,HD2021,multi_institution_campus_org,,,
2021,HD,HD2021,name_multi,,,
2021,HD,HD2021,opeid,,,
2021,HD,HD2021,region,,,
2021,HD,HD2021,sector,,,
2021,HD,HD2021,size,,,
2021,HD,HD2021,state,,,
2021,HD,HD2021,status,,,
2021,HD,HD2021,tribal_college,,,
2021,HD,HD2021,undergrad_program_mix,,,
2021,HD,HD2021,urbanization,,,
2021,HD,HD2021,zip,,,
2021,IC,IC2021,all_programs_distance_education,,,
2021,IC,IC2021,control_or_affiliation,,,
2021,IC,IC2021,has_full_time_first_time_undergrad,,,
2021,IC,IC2021,religious_affiliation,,,
2022,DRVADM,DRVADM2022,admissions_yield,,,
2022,DRVEF12,DRVEF122022,fte_12_months,,,
2022,DRVF,DRVF2022,core_expenses_fasb,F2COREXP,,exact_code_override
2022,DRVF,DRVF2022,core_expenses_gasb,F1COREXP,,exact_code_override
2022,DRVF,DRVF2022,core_expenses_pfp,F3COREXP,,exact_code_override
2022,DRVF,DRVF2022,endowment_assets_per_fte_fasb,,,
2022,DRVF,DRVF2022,endowment_assets_per_fte_gasb,,,
2022,DRVF,DRVF2022,gov_grants_fasb,,,
2022,DRVF,DRVF2022,gov_revenue_fte_fasb,,,
2022,DRVF,DRVF2022,research_expenses_pct_core_expenses_fasb,F2RSRCPC,,exact_code_override
2022,DRVF,DRVF2022,research_expenses_pct_core_expenses_gasb,F1RSRCPC,,exact_code_override
2022,DRVF,DRVF2022,research_expenses_pct_core_expenses_pfp,F3RSRCPC,,exact_code_override
2022,DRVF,DRVF2022,research_expenses_per_fte_fasb,F2RSRCFT,,exact_code_override
2022,DRVF,DRVF2022,research_expenses_per_fte_gasb,F1RSRCFT,,exact_code_override
2022,DRVF,DRVF2022,research_expenses_per_fte_pfp,F3RSRCFT,,exact_code_override
2022,DRVF,DRVF2022,state_approps_percent_core_gasb,,,
2022,DRVF,DRVF2022,state_revenue_fte_fasb,,,
2022,DRVGR,DRVGR2022,transfer_out_rate_bachelor,,,
2022,DRVHR,DRVHR2022,fte_instructional,,,
2022,DRVHR,DRVHR2022,fte_total_staff,,,
2022,EFIA,EFIA2022,fte_graduate,,,
2022,EFIA,EFIA2022,fte_undergrad,,,
2022,F1A,F2122_F1A,discounts_allowances_applied_tuition_fees_gasb,,,
2022,F1A,F2122_F1A,endowment_net_investment_return_gasb,,,
2022,F1A,F2122_F1A,endowment_spending_distribution_current_use_gasb,,,
2022,F1A,F2122_F1A,federal_operating_grants_contracts_gasb,F1B04,,exact_code_override
2022,F1A,F2122_F1A,new_gifts_additions_gasb,,,
2022,F1A,F2122_F1A,research_expenses_total_gasb,F1C021,,exact_code_override
2022,F1A,F2122_F1A,state_appropriations_gasb,F1B17,,exact_code_override
2022,F1A,F2122_F1A,total_assets_gasb,,,
2022,F1A,F2122_F1A,total_expenses_deductions_current_total_gasb,F1D02,,exact_code_override
2022,F1A,F2122_F1A,total_liabilities_gasb,,,
2022,F1A,F2122_F1A,total_operating_nonoperating_revenues_gasb,F1D01,,exact_code_override
2022,F1A,F2122_F1A,tuition_fees_after_discounts_allowances_gasb,F1B01,,exact_code_override
2022,F1A,F2122_F1A,unrestricted_public,,,
2022,F1A,F2122_F1A,value_endowment_assets_beginning_gasb,,,
2022,F1A,F2122_F1A,value_endowment_assets_end_gasb,,,
2022,F2,F2122_F2,allowances_applied_to_tuition_fasb,,,
2022,F2,F2122_F2,endowment_net_investment_return_fasb,,,
2022,F2,F2122_F2,federal_grants_contracts_fasb,F2D04,,exact_code_override
2022,F2,F2122_F2,institutional_grants_funded_fasb,,,
2022,F2,F2122_F2,institutional_grants_unfunded_fasb,,,
2022,F2,F2122_F2,new_endowment_gifts_fasb,,,
2022,F2,F2122_F2,pell_grants,,,
2022,F2,F2122_F2,research_expenses_total_fasb,F2E021,,exact_code_override
2022,F2,F2122_F2,spending_distribution_for_current_use_fasb,,,
2022,F2,F2122_F2,state_approps_fasb,F2D05,,exact_code_override
2022,F2,F2122_F2,total_assets_fasb,,,
2022,F2,F2122_F2,total_expenses_fasb,F2B02,,exact_code_override
2022,F2,F2122_F2,total_liabilities_fasb,,,
2022,F2,F2122_F2,total_revenues_investment_return_fasb,F2B01,,exact_code_override
2022,F2,F2122_F2,total_unrestricted_net_assets_fasb,,,
2022,F2,F2122_F2,tuition_and_fees_fasb,F2D01,,exact_code_override
2022,F2,F2122_F2,unrestricted_operating_rev_fasb,,,
2022,F2,F2122_F2,value_endowment_beginning_fasb,,,
2022,F2,F2122_F2,value_endowment_end_fasb,,,
2022,F3,F2122_F3,discounts_allowances_applied_tuition_fees_pfp,,,
2022,F3,F2122_F3,federal_grants_contracts_pfp,F3D04,,exact_code_override
2022,F3,F2122_F3,institutional_grants_pfp,,,
2022,F3,F2122_F3,research_expenses_total_pfp,F3E02A1,,exact_code_override
2022,F3,F2122_F3,state_appropriations_pfp,F3D05,,exact_code_override
2022,F3,F2122_F3,total_assets_pfp,,,
2022,F3,F2122_F3,total_expenses_total_amount_pfp,F3B02,,exact_code_override
2022,F3,F2122_F3,total_liabilities_pfp,,,
2022,F3,F2122_F3,total_revenues_investment_return_pfp,F3B01,,exact_code_override
2022,F3,F2122_F3,total_revenues_pfp,,,
2022,F3,F2122_F3,tuition_fees_pfp,F3D01,,exact_code_override
2022,FLAGS,FLAGS2022,pell_accounting_method_fasb,,,
2022,FLAGS,FLAGS2022,pell_accounting_method_pfp,,,
2022,FLAGS,FLAGS2022,reporting_model,,,
2022,HD,HD2022,access_earnings,,,
2022,HD,HD2022,category,,,
2022,HD,HD2022,city,,,
2022,HD,HD2022,control,,,
2022,HD,HD2022,county,,,
2022,HD,HD2022,date_closed,,,
2022,HD,HD2022,degree_granting_status,,,
2022,HD,HD2022,grad_offering,,,
2022,HD,HD2022,grad_program_mix,,,
2022,HD,HD2022,hbcu,,,
2022,HD,HD2022,highest_degree,,,
2022,HD,HD2022,id_number_multi,,,
2022,HD,HD2022,institution_name,,,
2022,HD,HD2022,is_active,,,
2022,HD,HD2022,latitude,,,
2022,HD,HD2022,level,,,
2022,HD,HD2022,longitude,,,
2022,HD,HD2022,multi_institution_campus_org,,,
2022,HD,HD2022,name_multi,,,
2022,HD,HD2022,opeid,,,
2022,HD,HD2022,region,,,
2022,HD,HD2022,sector,,,
2022,HD,HD2022,size,,,
2022,HD,HD2022,state,,,
2022,HD,HD2022,status,,,
2022,HD,HD2022,tribal_college,,,
2022,HD,HD2022,undergrad_program_mix,,,
2022,HD,HD2022,urbanization,,,
2022,HD,HD2022,zip,,,
2022,IC,IC2022,all_programs_distance_education,,,
2022,IC,IC2022,control_or_affiliation,,,
2022,IC,IC2022,has_full_time_first_time_undergrad,,,
2022,IC,IC2022,religious_affiliation,,,
2023,DRVADM,DRVADM2023,admissions_yield,,,
2023,DRVEF12,DRVEF122023,fte_12_months,,,
2023,DRVF,DRVF2023,core_expenses_fasb,F2COREXP,,exact_code_override
2023,DRVF,DRVF2023,core_expenses_gasb,F1COREXP,,exact_code_override
2023,DRVF,DRVF2023,core_expenses_pfp,F3COREXP,,exact_code_override
2023,DRVF,DRVF2023,endowment_assets_per_fte_fasb,,,
2023,DRVF,DRVF2023,endowment_assets_per_fte_gasb,,,
2023,DRVF,DRVF2023,gov_grants_fasb,,,
2023,DRVF,DRVF2023,gov_revenue_fte_fasb,,,
2023,DRVF,DRVF2023,research_expenses_pct_core_expenses_fasb,F2RSRCPC,,exact_code_override
2023,DRVF,DRVF2023,research_expenses_pct_core_expenses_gasb,F1RSRCPC,,exact_code_override
2023,DRVF,DRVF2023,research_expenses_pct_core_expenses_pfp,F3RSRCPC,,exact_code_override
2023,DRVF,DRVF2023,research_expenses_per_fte_fasb,F2RSRCFT,,exact_code_override
2023,DRVF,DRVF2023,research_expenses_per_fte_gasb,F1RSRCFT,,exact_code_override
2023,DRVF,DRVF2023,research_expenses_per_fte_pfp,F3RSRCFT,,exact_code_override
2023,DRVF,DRVF2023,state_approps_percent_core_gasb,,,
2023,DRVF,DRVF2023,state_revenue_fte_fasb,,,
2023,DRVGR,DRVGR2023,transfer_out_rate_bachelor,,,
2023,DRVHR,DRVHR2023,fte_instructional,,,
2023,DRVHR,DRVHR2023,fte_total_staff,,,
2023,EFIA,EFIA2023,fte_graduate,,,
2023,EFIA,EFIA2023,fte_undergrad,,,
2023,F1A,F2223_F1A,discounts_allowances_applied_tuition_fees_gasb,,,
2023,F1A,F2223_F1A,endowment_net_investment_return_gasb,,,
2023,F1A,F2223_F1A,endowment_spending_distribution_current_use_gasb,,,
2023,F1A,F2223_F1A,federal_operating_grants_contracts_gasb,F1B04,,exact_code_override
2023,F1A,F2223_F1A,new_gifts_additions_gasb,,,
2023,F1A,F2223_F1A,research_expenses_total_gasb,F1C021,,exact_code_override
2023,F1A,F2223_F1A,state_appropriations_gasb,F1B17,,exact_code_override
2023,F1A,F2223_F1A,total_assets_gasb,,,
2023,F1A,F2223_F1A,total_expenses_deductions_current_total_gasb,F1D02,,exact_code_override
2023,F1A,F2223_F1A,total_liabilities_gasb,,,
2023,F1A,F2223_F1A,total_operating_nonoperating_revenues_gasb,F1D01,,exact_code_override
2023,F1A,F2223_F1A,tuition_fees_after_discounts_allowances_gasb,F1B01,,exact_code_override
2023,F1A,F2223_F1A,unrestricted_public,,,
2023,F1A,F2223_F1A,value_endowment_assets_beginning_gasb,,,
2023,F1A,F2223_F1A,value_endowment_assets_end_gasb,,,
2023,F2,F2223_F2,allowances_applied_to_tuition_fasb,,,
2023,F2,F2223_F2,endowment_net_investment_return_fasb,,,
2023,F2,F2223_F2,federal_grants_contracts_fasb,F2D04,,exact_code_override
2023,F2,F2223_F2,institutional_grants_funded_fasb,,,
2023,F2,F2223_F2,institutional_grants_unfunded_fasb,,,
2023,F2,F2223_F2,new_endowment_gifts_fasb,,,
2023,F2,F2223_F2,pell_grants,,,
2023,F2,F2223_F2,research_expenses_total_fasb,F2E021,,exact_code_override
2023,F2,F2223_F2,spending_distribution_for_current_use_fasb,,,
2023,F2,F2223_F2,state_approps_fasb,F2D05,,exact_code_override
2023,F2,F2223_F2,total_assets_fasb,,,
