snapshot_date,snapshot_label,hcm_level,opeid,unitid,institution_name,city,state,country,sector,institution_type_desc,reason_on_description,in_finance_tracker
2025-03-01,March 2025,HCM1,02293400,,Ecole des Hautes Etudes Commerciales,Jouy-En-Josas,,France,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,03859400,,Falmouth University,Falmouth,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,01168300,,Franklin University Switzerland,Sorengo,,Switzerland,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,03594300,,Grenoble Ecole de Management,Grenoble,,France,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,02196700,,Guildhall School of Music & Drama,London,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,03818300,,HHL Leipzig Graduate School of Management,Leipzig,,Germany,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,02273900,,Heriot-Watt University,Edinburgh,,Scotland,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,01059900,,Institut D'Etudes Politiques De Paris,Paris,,France,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,01281100,,Instituto Tecnologico de Santo Domingo,Santo Domingo,,Dominican Republic,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,01222300,,Jagiellonian University Medical College,Krakow,,Poland,Private not-for-profit,Foreign Private Non-Profit,Foreign School Extended Eligibility 600.58 (c),No
2025-03-01,March 2025,HCM1,01068100,,Macquarie University,North Ryde,,Australia,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,03565300,,Masarykova Univerzita,Brno,,Czech Republic,Private not-for-profit,Foreign Private Non-Profit,Foreign School Extended Eligibility 600.58 (c),No
2025-03-01,March 2025,HCM1,01315300,,Massey University,Palmerston North,,New Zealand,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,03900300,,Medical University of the Americas,St. James Parish,,St. Kitts-Nevis,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,02180500,,Middlesex University,London,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,02579600,,Murdoch University,Murdoch Perth,,Australia,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,01276600,,"National University of Ireland, Galway",Galway,,Ireland,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,01079700,,"National University of Ireland, Maynooth",Maynooth,,Ireland,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,03846300,,Pacific Life Bible College,Surrey,,Canada,Private not-for-profit,Foreign Private Non-Profit,Administrative Capability,No
2025-03-01,March 2025,HCM1,01227400,,Providence University College and Theological Seminary,Otterburne,,Canada,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,01059400,,"Richmond, The American International University in London",London,,England,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,03807300,,Rose Bruford College of Theatre and Performance,Sidcup,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,02277900,,Ross University School of Veterinary Medicine,Basseterre,,St. Kitts-Nevis,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,02246000,,"Ross University, School of Medicine",St. Michael,,Barbados,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,03824300,,"Royal Veterinary College (The), University of London",London,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,03780300,,Saba University School of Medicine,The Bottom,,The Netherlands,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,01022100,,Saint Paul University,Ottawa,,Canada,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,02233300,,"St.  George's University, School of Medicine",St George's University,,Grenada,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,03974300,,"St. George's University, School of Veterinary Medicine",St.George's,,Grenada,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,03764300,,St. Matthew's University School of Medicine,Grand Cayman,,British West Indies,Private for-profit,Foreign For-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,00858600,,Swansea University,Swansea,,Wales,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,01052000,,Trinity Laban Conservatoire of Music and Dance,Greenwich,,England,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,04257100,,Universiteit Maastricht,Maastricht,,The Netherlands,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,00837700,,Universiteit van Amsterdam,Amsterdam,,The Netherlands,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,04212900,,University College Birmingham,Birmingham,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,00670400,,University College Cork,Cork,,Ireland,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,01018800,,"University College Dublin, National University of Ireland, Dublin",Dublin 4,,Ireland,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,00936800,,University of Aberdeen,Aberdeen,,Scotland,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,00787400,,University of Calgary,Calgary,,Canada,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,03515300,,University of Central Lancashire,Lancashire,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,04170900,,University of Chester,Chester,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,00684200,,University of Dublin Trinity College,Dublin 2,,Ireland,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,03045000,,University of East London,London,,England,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,00683900,,University of Edinburgh,Edinburgh,,Scotland,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,00868700,,University of Essex,Colchester,,England,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,00668300,,University of Guelph,Guelph,,Canada,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,01052500,,University of Hertfordshire,Hatfield,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,00866500,,University of Kent,Canterbury,,England,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,00944400,,University of Lancaster,Lancaster,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,00669200,,University of Leeds,Leeds,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,03084300,,University of Limerick,Castletroy,,Ireland,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,02210000,,University of London - London School of Hygiene & Tropical Medicine,London,,England,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,00669600,,University of London - School of Advanced Study,London,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,00669400,,University of London - School of Oriental & African Studies,London,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,02120000,,"University of London, The Courtauld Institute of Art",London,,England,Private not-for-profit,Foreign Private Non-Profit,Financial Statement Late or Missing,No
2025-03-01,March 2025,HCM1,02156800,,University of Otago,Dunedin,,New Zealand,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,00986000,,University of Surrey,Guildford,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,02149700,,University of Winchester (The),Winchester,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,03085100,,University of Wolverhampton,Wolverhampton,,England,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,04230700,,University of the Highlands and Islands,Inverness,,Scotland,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,01121400,,University of the Witwatersrand,Johannesburg,,South Africa,Private not-for-profit,Foreign Private Non-Profit,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,00837600,,Vrije Universiteit Amsterdam,Amsterdam,,The Netherlands,Private not-for-profit,Foreign Private Non-Profit,Financial Responsibility,No
2025-03-01,March 2025,HCM1,03160300,102711,Alaska Vocational Technical Center,Seward,AK,United States,Public,Public,Financial Responsibility,No
2025-03-01,March 2025,HCM1,00100200,100654,Alabama Agricultural & Mechanical University,Normal,AL,United States,Public,Public,Compliance Audit Late or Missing,Yes
2025-03-01,March 2025,HCM1,00100500,100724,Alabama State University,Montgomery,AL,United States,Public,Public,Audit - Severe Findings,Yes
2025-03-01,March 2025,HCM1,02341000,371052,Fortis College,Mobile,AL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-03-01,March 2025,HCM1,03361400,455460,Fortis College,Dothan,AL,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-03-01,March 2025,HCM1,00573400,102313,H. Councill Trenholm State Community College,Montgomery,AL,United States,Public,Public,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,00569200,101994,Reid State Technical College,Evergreen,AL,United States,Public,Public,Compliance Audit Late or Missing,No
2025-03-01,March 2025,HCM1,00104600,102298,Talladega College,Talladega,AL,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-03-01,March 2025,HCM1,00108700,106306,Arkansas Baptist College,Little Rock,AR,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-03-01,March 2025,HCM1,00109300,106713,Central Baptist College,Conway,AR,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-03-01,March 2025,HCM1,04276100,492069,Champion Christian College,Hot Springs,AR,United States,Private not-for-profit,Private Non-Profit,Compliance Audit Late or Missing,Yes
2025-03-01,March 2025,HCM1,00109500,106810,Crowley's Ridge College,Paragould,AR,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-03-01,March 2025,HCM1,00108800,106342,Lyon College,Batesville,AR,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-03-01,March 2025,HCM1,04247600,485591,New Beginnings Beauty Academy,Pine Bluff,AR,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-03-01,March 2025,HCM1,00711300,105899,Arizona Christian University,Glendale,AZ,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,Yes
2025-03-01,March 2025,HCM1,04080300,454829,Aspen University,Phoenix,AZ,United States,Private for-profit,Proprietary,Program Review,Yes
2025-03-01,March 2025,HCM1,00728300,104346,Central Arizona College,Coolidge,AZ,United States,Public,Public,Financial Responsibility,No
2025-03-01,March 2025,HCM1,04177500,461713,Pure Aesthetics Natural Skincare School,Tucson,AZ,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-03-01,March 2025,HCM1,01168900,105659,Refrigeration School (The),Phoenix,AZ,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-03-01,March 2025,HCM1,03532400,444361,ATA College,El Cajon,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-03-01,March 2025,HCM1,04132400,454722,Academy of Esthetics and Cosmetology,San Fernando,CA,United States,Private for-profit,Proprietary,Financial Responsibility,No
2025-03-01,March 2025,HCM1,03327400,384306,"Acupuncture and Integrative Medicine College, Berkeley",Berkeley,CA,United States,Private not-for-profit,Private Non-Profit,Financial Responsibility,No
