UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,XFTEDPP,FTEDPP,ACTTYPE
489779,R,1165150,A,,R,301134,G,38838,G,12547,G,38838,G,12547,R,789,2
489812,R,1808,A,,A,,G,60,A,,G,60,A,,A,,2
489830,A,,R,74553,A,,G,83,A,,G,83,A,,A,,1
489858,A,,A,,R,7973,A,,G,332,A,,G,332,R,461,-2
489937,R,10270,A,,R,6929,G,342,G,289,G,342,G,289,A,,2
490018,A,,R,29400,A,,G,33,A,,G,33,A,,A,,1
490045,R,868,A,,R,2651,G,29,G,110,G,29,G,110,R,36,2
490054,R,15810,A,,A,,G,527,A,,G,527,A,,A,,2
490081,R,2380,A,,R,4075,G,79,G,170,G,79,G,170,A,,2
490090,A,,R,28525,A,,G,32,A,,G,32,A,,A,,1
490106,A,,A,,R,14523,A,,G,403,A,,G,403,R,60,-2
490115,A,,R,48900,A,,G,54,A,,G,54,A,,A,,1
490124,R,285,A,,A,,G,6,A,,G,6,A,,A,,2
490133,R,57173,A,,R,61650,G,1906,G,2569,G,1906,G,2569,R,261,2
490142,A,,R,35564,A,,G,40,A,,G,40,A,,A,,1
