UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,XFTEDPP,FTEDPP,ACTTYPE
100654,R,139299,A,,R,12591,G,4643,G,525,G,4643,G,525,A,,2
100663,R,355565,A,,R,169701,G,11852,G,7071,G,11852,G,7071,R,1444,2
100690,R,6260,A,,R,6524,G,209,G,272,G,209,G,272,A,,2
100706,R,190889,A,,R,29926,G,6363,G,1247,G,6363,G,1247,R,62,2
100724,R,99797,A,,R,11023,G,3327,G,459,R,3345,G,459,R,77,2
100751,R,910764,A,,R,102522,G,30359,G,4272,G,30359,G,4272,R,641,2
100760,R,31345,A,,A,,G,1045,A,,G,1045,A,,A,,2
100812,R,59144,A,,R,6297,G,1971,G,262,G,1971,G,262,A,,2
100830,R,87259,A,,R,25771,G,2909,G,1074,R,3349,R,1211,R,3,2
100858,R,746148,A,,R,95154,G,24872,G,3965,G,24872,G,3965,R,1070,2
100937,R,30577,A,,A,,G,1019,A,,G,1019,A,,A,,2
101028,R,30935,A,,A,,G,1031,A,,G,1031,A,,A,,2
101116,R,14009,A,,R,1062,G,311,G,30,G,311,G,30,R,16,2
101143,R,46681,A,,A,,G,1556,A,,G,1556,A,,A,,2
101161,R,146732,A,,A,,G,4891,A,,G,4891,A,,A,,2
101189,R,48806,A,,R,20300,G,1627,G,846,G,1627,G,846,R,269,2
101240,R,96517,A,,A,,G,3217,A,,G,3217,A,,A,,2
101277,A,,R,88016,A,,G,98,A,,G,98,A,,A,,1
101286,R,79453,A,,A,,G,2648,A,,G,2648,A,,A,,2
101295,R,121996,A,,A,,G,4067,A,,G,4067,A,,A,,2
101301,R,37119,A,,A,,G,1237,A,,R,1353,A,,A,,2
101365,R,16126,A,,R,160,G,538,G,7,G,538,G,7,A,,2
101435,R,23395,A,,R,183,G,780,G,8,G,780,G,8,A,,2
101453,R,1564,A,,R,913,G,52,G,38,G,52,G,38,A,,2
101462,R,18157,A,,A,,G,605,A,,G,605,A,,A,,2
101471,R,29465,A,,A,,G,982,A,,G,982,A,,A,,2
101480,R,218635,A,,R,21625,G,7288,G,901,G,7288,G,901,R,85,2
101505,R,150835,A,,A,,G,5028,A,,G,5028,A,,A,,2
101514,R,168047,A,,A,,G,5602,A,,G,5602,A,,A,,2
101569,R,63709,A,,A,,G,2124,A,,G,2124,A,,A,,2
101587,R,70841,A,,R,64345,G,2361,G,2681,G,2361,G,2681,A,,2
101602,R,39752,A,,A,,G,1325,A,,G,1325,A,,A,,2
101648,R,10237,A,,A,,G,341,A,,G,341,A,,A,,2
101675,R,37356,A,,A,,G,1245,A,,G,1245,A,,A,,2
101693,R,34356,A,,R,3461,G,1145,G,144,R,1176,G,144,A,,2
101709,R,59649,A,,R,8130,G,1988,G,339,G,1988,G,339,A,,2
101736,R,64627,A,,A,,G,2154,A,,G,2154,A,,A,,2
101879,R,166874,A,,R,46265,G,5562,G,1928,G,5562,G,1928,A,,2
101897,R,53349,A,,A,,G,1778,A,,G,1778,A,,A,,2
101912,R,42083,A,,R,608,G,1403,G,25,G,1403,G,25,A,,2
101994,R,11464,A,,A,,G,382,A,,G,382,A,,A,,2
102030,R,55391,A,,A,,G,1846,A,,G,1846,A,,A,,2
102049,R,115090,A,,R,22231,G,3836,G,926,G,3836,G,926,R,1178,2
102058,R,500,A,,R,171,G,17,G,7,G,17,G,7,A,,2
102067,R,93437,A,,A,,G,3115,A,,G,3115,A,,A,,2
102076,R,68944,A,,A,,G,2298,A,,G,2298,A,,A,,2
102094,R,251977,A,,R,110577,G,8399,G,4607,G,8399,G,4607,R,303,2
102234,R,29732,A,,R,1973,G,991,G,82,G,991,G,82,A,,2
102270,R,22620,A,,A,,G,754,A,,G,754,A,,A,,2
102298,R,27087,A,,R,1102,G,903,G,46,G,903,G,46,A,,2
102313,R,43033,A,,A,,G,1434,A,,G,1434,A,,A,,2
102368,R,256958,A,,R,52619,G,8565,G,2192,G,8565,G,2192,R,110,2
102377,R,70393,A,,R,3614,G,2346,G,151,G,2346,G,151,R,258,2
102395,R,2017,A,,R,1548,G,67,G,65,G,67,G,65,A,,2
102429,R,72011,A,,A,,G,2400,A,,G,2400,A,,A,,2
102553,R,178018,A,,R,18970,G,5934,G,790,G,5934,G,790,R,29,2
102580,R,717,A,,A,,G,24,A,,G,24,A,,A,,2
102614,R,110870,A,,R,14049,G,3696,G,585,G,3696,G,585,A,,2
102632,R,27733,A,,R,3824,G,924,G,159,G,924,G,159,A,,2
102669,R,11032,A,,R,2179,G,368,G,91,G,368,G,91,R,18,2
102711,A,,R,117640,A,,G,131,A,,G,131,A,,A,,1
102845,R,170880,A,,A,,G,5696,A,,G,5696,A,,A,,2
103501,R,11592,A,,A,,G,386,A,,G,386,A,,A,,2
103741,A,,R,189988,A,,G,211,A,,G,211,A,,A,,1
103893,R,34664,A,,A,,G,1155,A,,G,1155,A,,A,,2
103909,R,18180,A,,A,,G,606,A,,G,606,A,,A,,2
103927,R,15342,A,,A,,G,511,A,,G,511,A,,A,,2
103954,A,,R,33365,A,,G,37,A,,G,37,A,,A,,1
103963,R,23125,A,,A,,G,771,A,,G,771,A,,A,,2
104090,R,25450,A,,R,1038,G,848,G,43,G,848,G,43,A,,2
104151,R,1976815,A,,R,269102,G,65894,G,11213,G,65894,G,11213,R,1041,2
104160,R,147099,R,137501,A,,G,5056,A,,R,5080,A,,A,,3
104179,R,1099166,A,,R,136982,G,36639,G,5708,G,36639,G,5708,R,3992,2
104346,R,91826,A,,A,,G,3061,A,,G,3061,A,,A,,2
104391,A,,R,72774,A,,G,81,A,,G,81,A,,A,,1
104425,R,178063,A,,A,,G,5935,A,,G,5935,A,,A,,2
104443,A,,R,76580,A,,G,85,A,,G,85,A,,A,,1
104568,A,,R,538663,A,,G,599,A,,G,599,A,,A,,1
104577,R,89101,A,,A,,G,2970,A,,G,2970,A,,A,,2
104586,R,95748,A,,R,691,G,3192,G,29,G,3192,G,29,A,,2
104665,A,,A,,R,162,A,,G,7,A,,R,6,A,,-2
104708,R,217024,A,,A,,G,7234,A,,G,7234,A,,A,,2
104717,R,1904903,A,,R,729818,G,63497,G,30409,G,63497,G,30409,A,,2
105145,R,79943,A,,A,,G,2665,A,,G,2665,A,,A,,2
105154,R,250891,A,,A,,G,8363,A,,G,8363,A,,A,,2
105206,R,63269,A,,A,,G,2109,A,,G,2109,A,,A,,2
105215,R,25659,A,,A,,G,855,A,,G,855,A,,A,,2
105297,R,32303,A,,R,72,G,1077,G,3,G,1077,G,3,A,,2
105330,R,628155,A,,R,80007,G,20939,G,3334,R,22978,R,4000,R,930,2
105349,R,41913,A,,A,,G,1397,A,,G,1397,A,,A,,2
105428,R,157027,A,,A,,G,5234,A,,G,5234,A,,A,,2
105525,R,371872,A,,A,,G,12396,A,,G,12396,A,,A,,2
105534,R,93584,R,19808,R,2172,G,3141,G,91,G,3141,G,91,A,,3
105543,R,26387,A,,A,,G,880,A,,G,880,A,,A,,2
105589,R,9846,A,,R,14216,G,328,G,592,G,328,G,592,A,,2
105659,R,36854,A,,A,,G,1228,A,,G,1228,A,,A,,2
105668,R,265050,A,,A,,G,8835,A,,G,8835,A,,A,,2
105677,A,,R,39600,A,,G,44,A,,G,44,A,,A,,1
105747,R,108272,A,,A,,G,3609,A,,G,3609,A,,A,,2
105792,R,54112,A,,A,,G,1804,A,,G,1804,A,,A,,2
105899,R,29769,A,,A,,G,992,A,,G,992,A,,A,,2
106041,R,76089,A,,A,,G,2536,A,,G,2536,A,,A,,2
106148,R,103195,A,,A,,G,3440,A,,G,3440,A,,A,,2
106245,R,136890,A,,R,25607,G,4563,G,1067,G,4563,G,1067,R,415,2
106263,R,31743,A,,R,14320,G,1058,G,597,G,1058,G,597,R,1259,2
106306,R,12238,A,,A,,G,408,A,,G,408,A,,A,,2
106315,A,,R,129310,A,,G,144,A,,G,144,A,,A,,1
106324,A,,R,21637,A,,G,24,A,,G,24,A,,A,,1
106342,R,12877,A,,A,,G,429,A,,G,429,A,,A,,2
106351,A,,R,63894,A,,G,71,A,,G,71,A,,A,,1
106397,R,732929,A,,R,72065,G,24431,G,3003,G,24431,G,3003,R,480,2
106412,R,57011,A,,R,3073,G,1900,G,128,G,1900,G,128,A,,2
106449,R,61761,A,,A,,G,2059,A,,G,2059,A,,A,,2
106458,R,227929,A,,R,95847,G,7598,G,3994,G,7598,G,3994,R,407,2
106467,R,188586,A,,R,10606,G,6286,G,442,G,6286,G,442,A,,2
106485,R,56628,A,,R,8591,G,1888,G,358,G,1888,G,358,A,,2
106494,A,,R,39220,A,,G,44,A,,G,44,A,,A,,1
106546,R,16104,A,,A,,G,537,A,,G,537,A,,A,,2
106625,R,33802,A,,A,,G,1127,A,,G,1127,A,,A,,2
106704,R,221509,A,,R,25800,G,7384,G,1075,G,7384,G,1075,R,590,2
106713,R,14979,A,,A,,G,499,A,,G,499,A,,A,,2
106795,R,24957,A,,A,,G,832,A,,G,832,A,,A,,2
106810,R,5917,A,,A,,G,197,A,,G,197,A,,A,,2
106883,R,21049,A,,A,,G,702,A,,G,702,A,,A,,2
106908,A,,R,191270,A,,G,213,A,,G,213,A,,A,,1
106980,R,48283,A,,A,,G,1609,A,,G,1609,A,,A,,2
106999,R,19305,A,,A,,G,644,A,,G,644,A,,A,,2
107044,R,96922,A,,R,20882,G,3231,G,870,G,3231,G,870,R,251,2
107071,R,51144,A,,R,11406,G,1705,G,475,G,1705,G,475,A,,2
107080,R,33815,A,,R,348,G,1127,G,15,G,1127,G,15,A,,2
107099,A,,R,98870,A,,G,110,A,,G,110,A,,A,,1
107123,R,2760,A,,A,,G,92,A,,G,92,A,,A,,2
107141,R,42818,A,,R,10097,G,1427,G,421,G,1427,G,421,A,,2
107220,A,,R,251910,A,,G,280,A,,G,280,A,,A,,1
107293,A,,R,56562,A,,G,63,A,,G,63,A,,A,,1
107318,R,17797,A,,A,,G,593,A,,G,593,A,,A,,2
107327,R,24064,A,,A,,G,802,A,,G,802,A,,A,,2
107442,A,,R,35760,A,,G,40,A,,G,40,A,,A,,1
107460,R,37744,A,,A,,G,1258,A,,G,1258,A,,A,,2
107488,R,7440,A,,A,,G,248,A,,G,248,A,,A,,2
107512,R,49097,A,,R,1795,G,1637,G,75,G,1637,G,75,A,,2
107521,R,25703,A,,A,,G,857,A,,G,857,A,,A,,2
107549,R,18595,A,,A,,G,620,A,,G,620,A,,A,,2
107558,R,24162,A,,A,,G,805,A,,G,805,A,,A,,2
107585,R,38760,A,,A,,G,1292,A,,G,1292,A,,A,,2
107600,R,26148,A,,R,126,G,872,G,5,G,872,G,5,A,,2
107619,R,21206,A,,A,,G,707,A,,G,707,A,,A,,2
107637,R,19204,A,,A,,G,640,A,,G,640,A,,A,,2
107655,A,,R,29180,A,,G,32,A,,G,32,A,,A,,1
107664,R,94842,A,,A,,G,3161,A,,G,3161,A,,A,,2
107725,R,21400,A,,A,,G,713,A,,G,713,A,,A,,2
107743,R,14478,A,,A,,G,483,A,,G,483,A,,A,,2
107789,A,,R,203157,A,,G,226,A,,G,226,A,,A,,1
107831,A,,R,51537,A,,G,57,A,,G,57,A,,A,,1
107840,R,5548,A,,A,,G,185,A,,G,185,A,,A,,2
107877,R,17064,A,,R,366,G,569,G,15,G,569,G,15,A,,2
107974,R,26399,A,,A,,G,880,A,,G,880,A,,A,,2
107983,R,86746,A,,R,33514,G,2892,G,1396,G,2892,G,1396,A,,2
107992,R,24032,A,,A,,G,801,A,,G,801,A,,A,,2
108065,A,,R,9000,A,,G,10,A,,G,10,A,,A,,1
108092,R,123792,A,,R,634,G,4126,G,26,G,4126,G,26,A,,2
108232,R,93135,A,,R,34848,G,3105,G,1452,G,3105,G,1452,A,,2
108269,A,,A,,R,3722,A,,G,155,A,,G,155,A,,-2
108667,R,71177,A,,A,,G,2373,A,,G,2373,A,,A,,2
108807,R,175717,A,,A,,G,5857,A,,G,5857,A,,A,,2
108852,R,6984,R,13838,A,,G,248,A,,R,245,A,,A,,3
108861,R,350,A,,R,600,G,12,G,25,G,12,G,25,A,,2
108870,A,,A,,R,12297,A,,G,512,A,,G,512,A,,-2
108977,A,,R,210716,A,,G,234,A,,G,234,A,,A,,1
109040,R,68166,R,602023,A,,G,2941,A,,G,2941,A,,A,,3
109208,R,509648,A,,A,,G,16988,A,,G,16988,A,,A,,2
109350,R,219866,A,,A,,G,7329,A,,G,7329,A,,A,,2
109651,R,69170,A,,R,8968,G,2306,G,374,G,2306,G,374,A,,2
109721,A,,R,257040,A,,G,286,A,,G,286,A,,A,,1
109730,R,4130,A,,A,,G,138,A,,G,138,A,,A,,2
109785,R,95697,A,,R,70673,G,3190,G,2945,G,3190,G,2945,R,645,2
109819,R,472135,A,,A,,G,15738,A,,G,15738,A,,A,,2
109907,R,63919,A,,A,,G,2131,A,,G,2131,A,,A,,2
109934,A,,R,401910,A,,G,447,A,,G,447,A,,A,,1
110060,R,4522,A,,R,1496,G,151,G,62,G,151,G,62,R,3,2
110097,R,101540,A,,R,25542,G,3385,G,1064,G,3385,G,1064,A,,2
110194,A,,R,209746,A,,G,233,A,,G,233,A,,A,,1
110219,R,60453,A,,R,168,G,2015,G,7,G,2015,G,7,A,,2
110246,R,194087,A,,A,,G,6470,A,,G,6470,A,,A,,2
110316,R,3211,A,,R,29928,G,107,G,1247,G,107,G,1247,R,34,2
110334,R,132360,A,,A,,G,4412,A,,G,4412,A,,A,,2
110361,R,232719,A,,R,83903,G,7757,G,3496,G,7757,G,3496,A,,2
110370,R,31365,A,,R,10395,G,1046,G,433,G,1046,G,433,A,,2
110398,A,,A,,R,1291,A,,G,54,A,,G,54,R,1111,-2
110404,R,43359,A,,R,52316,G,964,G,1453,G,964,G,1453,A,,2
110413,R,77066,A,,R,22075,G,2569,G,920,G,2569,G,920,R,102,2
110422,R,921800,A,,R,28112,G,20484,G,781,G,20484,G,781,A,,2
110468,R,6947,A,,R,60367,G,232,G,2515,G,232,R,2690,R,1106,2
110486,R,219904,A,,R,28153,G,7330,G,1173,G,7330,G,1173,A,,2
110495,R,234484,A,,R,23284,G,7816,G,970,G,7816,G,970,A,,2
110510,R,453300,A,,R,41578,G,15110,G,1732,G,15110,G,1732,A,,2
110529,R,665965,A,,R,36296,G,22199,G,1512,G,22199,G,1512,A,,2
110538,R,369665,A,,R,16188,G,12322,G,675,G,12322,G,675,A,,2
110547,R,346204,A,,R,37916,G,11540,G,1580,G,11540,G,1580,A,,2
110556,R,566478,A,,R,34049,G,18883,G,1419,G,18883,G,1419,R,161,2
110565,R,927613,A,,R,59080,G,30920,G,2462,G,30920,G,2462,R,176,2
110574,R,281322,A,,R,57396,G,9377,G,2392,G,9377,G,2392,A,,2
110583,R,882495,A,,R,85213,G,29417,G,3551,G,29417,G,3551,R,173,2
110592,R,604464,A,,R,49700,G,20149,G,2071,G,20149,G,2071,R,59,2
110608,R,811976,A,,R,88976,G,27066,G,3707,G,27066,G,3707,R,198,2
110617,R,754081,A,,R,48025,G,25136,G,2001,G,25136,G,2001,R,169,2
110635,R,989345,A,,R,273574,G,32978,G,11399,G,32978,G,11399,R,1260,2
110644,R,1408078,A,,R,228209,G,31291,G,6339,G,31291,G,6339,R,1736,2
110653,R,1321387,A,,R,236481,G,29364,G,6569,G,29364,G,6569,R,1048,2
110662,R,1511894,A,,R,444089,G,33598,G,12336,G,33598,G,12336,R,2110,2
110671,R,1008647,A,,R,126110,G,22414,G,3503,G,22414,G,3503,R,314,2
110680,R,1550833,A,,R,294054,G,34463,G,8168,G,34463,G,8168,R,787,2
110699,A,,A,,R,44614,A,,G,1239,A,,G,1239,R,1425,-2
110705,R,1038862,A,,R,116603,G,23086,G,3239,G,23086,G,3239,A,,2
110714,R,832732,A,,R,72066,G,18505,G,2002,G,18505,G,2002,A,,2
110778,R,585,A,,R,22906,G,13,G,636,R,11,G,636,R,79,2
110875,A,,R,35198,A,,G,39,A,,G,39,A,,A,,1
111045,R,604,A,,R,897,G,20,G,37,G,20,G,37,A,,2
111054,A,,R,111250,A,,G,124,A,,G,124,A,,A,,1
111081,R,28338,A,,R,13526,G,945,G,564,G,945,G,564,A,,2
111188,R,28676,A,,R,591,G,956,G,25,G,956,G,25,A,,2
111391,A,,A,,R,0,A,,G,0,A,,G,0,R,646,-2
111434,R,86450,A,,A,,G,2882,A,,G,2882,A,,A,,2
111461,R,304707,A,,A,,G,10157,A,,G,10157,A,,A,,2
111513,A,,R,187310,A,,G,208,A,,G,208,A,,A,,1
111638,R,20672,A,,A,,G,689,A,,R,626,A,,A,,2
111708,A,,R,173901,A,,G,193,A,,G,193,A,,A,,1
111717,A,,R,177020,A,,G,197,A,,G,197,A,,A,,1
111726,A,,R,140482,A,,G,156,A,,G,156,A,,A,,1
111744,A,,R,103736,A,,G,115,A,,G,115,A,,A,,1
111762,A,,R,106732,A,,G,119,A,,G,119,A,,A,,1
111799,A,,R,158480,A,,G,176,A,,G,176,A,,A,,1
111887,R,472383,A,,A,,G,15746,A,,G,15746,A,,A,,2
111896,R,72993,A,,A,,G,2433,A,,G,2433,A,,A,,2
111920,R,193264,A,,A,,G,6442,A,,G,6442,A,,A,,2
111939,R,366748,A,,A,,G,12225,A,,G,12225,A,,A,,2
111948,R,229620,A,,R,31822,G,7654,G,1326,G,7654,G,1326,R,858,2
111966,R,8470,A,,R,22201,G,282,G,925,G,282,G,925,R,25,2
112075,R,49628,A,,R,42083,G,1654,G,1753,G,1654,G,1753,A,,2
112084,R,7920,A,,R,720,G,264,G,30,G,264,G,30,A,,2
112127,A,,A,,R,1198,A,,G,50,A,,G,50,A,,-2
112172,R,220271,A,,A,,G,7342,A,,G,7342,A,,A,,2
112181,A,,R,117765,A,,G,131,A,,G,131,A,,A,,1
112190,R,286915,A,,A,,G,9564,A,,G,9564,A,,A,,2
112251,A,,A,,R,22507,A,,G,938,A,,G,938,R,32,-2
112260,R,41849,A,,R,110,G,1395,G,5,G,1395,G,5,A,,2
112288,R,1976,R,470077,A,,G,588,A,,G,588,A,,A,,3
112367,A,,R,170700,A,,G,190,A,,G,190,A,,A,,1
112385,R,111150,A,,A,,G,3705,A,,G,3705,A,,A,,2
112394,R,9149,A,,R,216,G,305,G,9,G,305,G,9,A,,2
112455,A,,R,89335,A,,G,99,A,,G,99,A,,A,,1
112525,A,,A,,R,14135,A,,G,589,A,,G,589,R,3275,-2
112561,R,39701,A,,A,,G,1323,A,,G,1323,A,,A,,2
112570,R,9240,A,,A,,G,308,A,,R,358,A,,A,,2
112686,R,70982,A,,A,,G,2366,A,,G,2366,A,,A,,2
112826,R,98862,A,,A,,G,3295,A,,G,3295,A,,A,,2
113096,R,282351,A,,A,,G,9412,A,,G,9412,A,,A,,2
113111,R,93035,A,,A,,G,3101,A,,G,3101,A,,A,,2
113193,R,168195,A,,A,,G,5607,A,,G,5607,A,,A,,2
113218,R,119045,A,,A,,G,3968,A,,G,3968,A,,A,,2
113236,R,245872,A,,A,,G,8196,A,,G,8196,A,,A,,2
113333,R,546543,A,,A,,G,12145,A,,G,12145,A,,A,,2
113449,A,,R,178000,A,,G,198,A,,G,198,A,,A,,1
113537,A,,R,7200,A,,G,8,A,,G,8,A,,A,,1
113573,R,195669,A,,A,,G,6522,A,,G,6522,A,,A,,2
113582,R,3246,A,,R,345,G,108,G,14,G,108,G,14,A,,2
113634,R,316602,A,,A,,G,10553,A,,G,10553,A,,A,,2
113698,R,33947,A,,R,25046,G,1132,G,1044,G,1132,G,1044,Z,0,2
113704,A,,A,,R,1242,A,,G,52,A,,G,52,A,,-2
113856,R,417429,A,,A,,G,13914,A,,G,13914,A,,A,,2
113980,R,406072,A,,A,,G,13536,A,,G,13536,A,,A,,2
114114,A,,A,,R,7945,A,,G,221,A,,G,221,R,27,-2
114123,A,,A,,R,1317,A,,G,55,A,,G,55,R,23,-2
114266,R,145774,A,,A,,G,4859,A,,G,4859,A,,A,,2
114354,R,63669,A,,R,1284,G,1415,G,36,G,1415,G,36,A,,2
114433,R,30003,A,,A,,G,1000,A,,R,1555,A,,A,,2
114460,A,,R,261109,A,,G,290,A,,G,290,A,,A,,1
114549,A,,A,,R,24734,A,,G,1031,A,,R,785,A,,-2
114585,A,,A,,R,6065,A,,G,253,A,,G,253,R,139,-2
114637,A,,R,36920,A,,G,41,A,,G,41,A,,A,,1
114716,R,329396,A,,A,,G,7320,A,,G,7320,A,,A,,2
114734,A,,A,,R,1207,A,,G,50,A,,G,50,A,,-2
114761,A,,R,57242,A,,G,64,A,,G,64,A,,A,,1
114789,R,388681,A,,A,,G,12956,A,,G,12956,A,,A,,2
114813,R,48231,A,,R,25403,G,1608,G,1058,G,1608,G,1058,A,,2
114840,A,,A,,R,39491,A,,G,1097,A,,G,1097,R,412,-2
114859,R,345843,A,,A,,G,11528,A,,G,11528,A,,A,,2
114938,R,82499,A,,A,,G,2750,A,,G,2750,A,,A,,2
114947,A,,R,109980,A,,G,122,A,,G,122,A,,A,,1
115001,R,284133,A,,A,,G,9471,A,,G,9471,A,,A,,2
115010,R,14314,R,211144,A,,G,712,A,,G,712,A,,A,,3
115083,R,37068,A,,R,60264,G,1236,G,2511,G,1236,G,2511,R,627,2
115126,R,189579,A,,A,,G,6319,A,,G,6319,A,,A,,2
115214,A,,A,,R,3309,A,,G,138,A,,G,138,A,,-2
115296,R,221663,A,,A,,G,7389,A,,G,7389,A,,A,,2
115357,A,,R,161677,A,,G,180,A,,G,180,A,,A,,1
115393,R,153181,A,,A,,G,5106,A,,G,5106,A,,A,,2
115409,R,29051,A,,A,,G,968,A,,G,968,A,,A,,2
115658,A,,R,89962,A,,G,100,A,,G,100,A,,A,,1
115746,A,,A,,R,28518,A,,G,792,A,,G,792,A,,-2
115755,R,152623,A,,R,8967,G,5087,G,374,G,5087,G,374,A,,2
115773,R,6114,A,,R,5436,G,136,G,151,G,136,G,151,R,64,2
115861,R,182967,A,,A,,G,6099,A,,G,6099,A,,A,,2
115931,R,977,R,444300,A,,G,526,A,,G,526,A,,A,,3
116226,R,4639,A,,R,0,G,103,G,0,G,103,G,0,A,,2
116350,A,,R,88337,A,,G,98,A,,G,98,A,,A,,1
116439,R,213024,A,,A,,G,7101,A,,G,7101,A,,A,,2
116563,A,,R,191100,A,,G,212,A,,G,212,A,,A,,1
116846,R,824,A,,R,1478,G,27,G,62,G,27,G,62,A,,2
117052,R,129453,A,,A,,G,4315,A,,G,4315,A,,A,,2
117104,R,10375,A,,R,1725,G,346,G,72,G,346,G,72,A,,2
117140,R,132720,A,,R,55064,G,4424,G,2294,G,4424,G,2294,R,295,2
117168,R,19592,A,,R,873,G,653,G,36,G,653,G,36,A,,2
117195,R,65769,A,,A,,G,1462,A,,G,1462,A,,A,,2
117238,A,,R,89958,A,,G,100,A,,G,100,A,,A,,1
117247,R,144398,A,,A,,G,4813,A,,G,4813,A,,A,,2
117274,R,28646,A,,A,,G,955,A,,G,955,A,,A,,2
117283,R,1163,A,,A,,G,39,A,,G,39,A,,A,,2
117520,A,,A,,A,,A,,A,,A,,A,,R,563,-2
117557,R,7980,A,,R,6906,G,266,G,288,G,266,G,288,A,,2
117575,R,650,A,,R,1990,G,22,G,83,G,22,G,83,R,29,2
117627,R,53032,A,,R,8123,G,1178,G,226,G,1178,G,226,A,,2
117636,R,41838,A,,R,59721,G,930,G,1659,G,930,G,1659,R,1625,2
117645,R,462758,A,,A,,G,15425,A,,G,15425,A,,A,,2
117672,R,15738,A,,R,13506,G,525,G,563,G,525,R,399,R,949,2
117690,R,118147,A,,A,,G,3938,A,,G,3938,A,,A,,2
117706,R,277000,A,,A,,G,9233,A,,G,9233,A,,A,,2
117715,R,74560,A,,A,,G,2485,A,,G,2485,A,,A,,2
117724,R,170512,A,,A,,G,5684,A,,G,5684,A,,A,,2
117733,R,235639,A,,A,,G,7855,A,,G,7855,A,,A,,2
117751,R,46683,A,,R,14087,G,1556,G,587,G,1556,G,587,R,8,2
117788,R,213502,A,,A,,G,7117,A,,G,7117,A,,A,,2
117803,R,4253,R,5075,A,,G,147,A,,G,147,A,,A,,3
117867,R,140902,A,,A,,G,4697,A,,G,4697,A,,A,,2
117894,R,143242,A,,A,,G,4775,A,,G,4775,A,,A,,2
117946,R,227832,A,,R,33463,G,7594,G,1394,R,6907,R,1335,R,972,2
117955,A,,R,310208,A,,G,345,A,,G,345,A,,A,,1
118134,A,,R,84390,A,,G,94,A,,G,94,A,,A,,1
118143,A,,R,61168,A,,G,68,A,,G,68,A,,A,,1
118161,A,,R,121146,A,,G,135,A,,G,135,A,,A,,1
118198,R,17036,R,564100,A,,G,1195,A,,G,1195,A,,A,,3
118347,R,79830,A,,A,,G,2661,A,,G,2661,A,,A,,2
118684,R,53605,A,,A,,G,1787,A,,G,1787,A,,A,,2
118693,R,23791,A,,A,,G,793,A,,G,793,A,,A,,2
118718,R,211235,A,,A,,G,7041,A,,G,7041,A,,A,,2
118772,R,109238,A,,A,,G,3641,A,,G,3641,A,,A,,2
118912,R,214127,A,,A,,G,7138,A,,G,7138,A,,A,,2
118930,R,106952,A,,A,,G,3565,A,,G,3565,A,,A,,2
118958,A,,R,66775,A,,G,74,A,,G,74,A,,A,,1
118976,R,320499,A,,A,,G,10683,A,,G,10683,A,,A,,2
118994,A,,R,415140,A,,G,461,A,,G,461,A,,A,,1
119058,R,395,A,,R,16019,G,13,G,667,G,13,G,667,A,,2
119067,R,116788,A,,A,,G,3893,A,,G,3893,A,,A,,2
119137,R,250172,A,,A,,G,8339,A,,G,8339,A,,A,,2
119164,R,563208,A,,A,,G,18774,A,,G,18774,A,,A,,2
119173,R,52255,A,,R,9403,G,1742,G,392,G,1742,G,392,R,413,2
119216,R,305796,A,,A,,G,10193,A,,G,10193,A,,A,,2
119270,R,34980,A,,R,875,G,777,G,24,G,777,G,24,A,,2
119331,R,76975,A,,A,,G,2566,A,,G,2566,A,,A,,2
119553,R,42160,R,10003,A,,G,1416,A,,G,1416,A,,A,,3
119605,R,307447,A,,R,301224,G,10248,G,12551,R,6832,R,8367,R,207,2
119678,A,,A,,R,177498,A,,G,4931,A,,G,4931,A,,-2
119775,R,8699,A,,R,2626,G,193,G,73,G,193,G,73,A,,2
119951,A,,R,222700,A,,G,247,A,,G,247,A,,A,,1
120069,A,,R,280581,A,,G,312,A,,G,312,A,,A,,1
120078,R,9406,R,498461,A,,G,867,A,,G,867,A,,A,,3
120087,A,,R,192195,A,,G,214,A,,G,214,A,,A,,1
120166,R,927,A,,R,3673,G,31,G,153,G,31,G,153,A,,2
120184,R,132,A,,R,3463,G,4,G,144,G,4,G,144,A,,2
120254,R,60916,A,,R,0,G,2031,G,0,G,2031,G,0,A,,2
120290,R,152437,A,,A,,G,5081,A,,G,5081,A,,A,,2
120342,R,319481,A,,A,,G,10649,A,,G,10649,A,,A,,2
120403,R,35511,A,,R,1412,G,1184,G,59,G,1184,G,59,A,,2
120421,R,111629,A,,A,,G,3721,A,,G,3721,A,,A,,2
120537,R,17691,A,,R,11495,G,590,G,479,G,590,G,479,Z,0,2
120661,R,23987,A,,A,,G,800,A,,G,800,A,,A,,2
120698,R,1248,A,,R,20285,G,28,G,563,G,28,G,563,R,654,2
120768,R,8152,A,,R,11544,G,272,G,481,G,272,G,481,A,,2
120795,A,,A,,R,1448,A,,G,60,A,,G,60,A,,-2
120838,R,396,A,,R,576,G,9,G,16,G,9,G,16,A,,2
120865,R,34283,A,,R,712,G,762,G,20,G,762,G,20,A,,2
120883,R,101320,A,,R,41370,G,3377,G,1724,G,3377,G,1724,R,2275,2
120953,R,51270,A,,A,,G,1709,A,,G,1709,A,,A,,2
120971,R,326446,A,,A,,G,10882,A,,G,10882,A,,A,,2
