UNITID,DVADM01,DVADM02,DVADM03,DVADM04,DVADM05,DVADM06,DVADM07,DVADM08,DVADM09,DVADM10,DVADM11,DVADM12 
160658,78,76,80,33,37,31,32,37,30,1,1,1
160755,10,10,10,46,49,45,46,49,45,0,0,0
160904,95,93,96,16,16,16,16,16,16,0,0,0
160959,61,47,67,29,34,27,29,34,27,0,0,0
160977,17,17,18,44,48,40,44,48,40,0,0,0
161004,9,10,8,63,66,60,63,66,60,0,0,0
161022,85,100,82,100,100,100,45,50,44,55,50,56
161086,9,9,9,47,47,48,47,47,48,0,0,0
161226,97,95,97,23,21,24,23,21,23,0,0,0
161235,100,100,100,8,9,8,8,9,8,0,0,0
161253,96,96,97,16,18,14,16,18,14,0,1,0
161299,58,59,54,32,32,32,32,32,32,0,0,0
161341,100,100,100,20,25,18,18,23,16,2,2,2
161457,90,88,91,14,14,14,14,14,14,0,0,0
161509,72,71,72,22,21,22,22,21,22,0,0,0
161518,81,82,80,19,24,16,16,21,13,3,3,3
161554,87,83,89,19,20,18,18,19,18,1,1,1
161572,91,89,92,9,10,9,9,10,9,0,0,0
161873,89,88,90,28,31,26,25,28,24,3,2,3
162007,87,81,90,21,26,19,20,25,18,1,1,0
162061,47,49,39,22,24,16,20,21,16,2,3,0
162210,62,56,65,5,7,4,5,6,4,1,1,1
162283,48,44,49,15,17,14,15,17,14,0,0,0
162584,86,85,87,16,18,14,16,18,14,0,0,0
162654,82,76,86,12,13,11,12,13,11,0,0,0
162760,77,71,80,13,14,13,13,14,13,0,0,0
162928,8,7,8,48,48,47,48,48,47,0,0,0
163046,84,82,85,12,14,11,12,14,11,0,0,0
163268,81,80,82,23,27,19,23,27,19,0,0,0
163286,52,48,56,23,25,22,23,25,22,0,0,0
163295,86,77,89,12,13,12,12,13,11,0,0,0
163338,82,81,87,8,10,6,7,10,5,1,1,1
163453,87,83,89,17,20,16,17,19,16,0,0,0
163462,82,82,82,14,16,12,14,16,12,0,0,0
163532,82,82,.,90,90,.,90,90,.,0,0,.
163578,65,0,65,8,.,8,8,.,8,0,.,0
163851,86,83,89,18,20,17,18,20,17,0,0,0
163912,77,73,80,17,21,15,17,21,15,0,0,0
163976,53,50,56,27,33,23,27,33,23,0,0,0
164076,88,85,90,25,27,24,25,27,24,0,0,0
164155,8,8,8,86,87,84,86,87,84,0,0,0
164173,91,89,92,16,16,15,16,16,15,0,0,0
164216,70,67,71,13,16,11,13,16,11,0,0,0
164270,87,83,90,13,14,12,13,14,12,0,0,0
164368,51,50,52,21,23,19,21,23,19,0,0,0
164447,58,55,61,17,20,14,17,20,14,0,0,0
164465,9,8,9,42,45,40,42,45,40,0,0,0
164492,73,70,76,10,13,7,10,13,7,0,0,0
164535,95,100,94,90,80,94,90,80,94,0,0,0
164562,86,80,91,12,13,11,12,13,11,0,0,0
164580,25,20,36,36,38,34,36,38,34,0,0,0
164614,64,71,50,57,40,100,57,40,100,0,0,0
164632,75,0,77,20,.,20,20,.,20,0,.,0
164641,50,55,45,67,77,55,60,73,41,8,3,14
164739,61,58,65,18,19,16,18,19,16,0,0,0
164748,55,60,51,43,44,41,39,40,38,4,5,3
164924,19,23,17,33,33,33,33,33,33,0,0,0
164988,19,23,16,28,26,30,28,26,30,0,0,0
165015,39,36,41,25,26,24,25,26,24,0,0,0
165024,86,81,90,18,20,17,17,19,16,1,1,1
165060,43,100,38,50,100,40,50,100,40,0,0,0
165264,75,.,75,33,.,33,0,.,0,33,.,33
165334,48,45,50,13,15,12,13,15,12,0,0,0
165529,80,84,86,12,15,11,12,15,11,0,0,0
165574,74,73,74,9,11,8,9,10,8,0,0,0
165608,100,.,100,90,.,90,67,.,67,24,.,24
165644,64,59,71,18,17,19,18,17,19,0,0,0
165662,45,44,46,20,22,20,20,22,20,0,0,0
165671,74,65,77,10,11,10,10,11,10,0,0,0
165699,77,74,79,21,20,21,20,20,21,0,0,0
165802,72,65,77,9,12,8,9,12,8,0,0,0
165820,85,79,91,19,24,16,19,24,16,0,0,0
165866,84,79,87,14,16,12,13,16,12,0,0,0
165936,77,92,94,28,30,27,28,30,26,0,0,0
166018,75,68,80,13,13,14,13,13,14,0,0,0
166027,4,4,4,84,84,84,84,84,84,0,0,0
166054,76,74,79,9,12,5,9,12,5,0,0,0
166124,43,42,44,29,30,29,29,30,29,0,0,0
166391,85,84,86,14,15,13,14,15,13,0,0,0
166452,87,78,90,11,11,11,11,11,11,0,0,0
166489,89,86,91,12,14,12,12,14,12,0,0,0
166513,85,83,86,18,21,15,18,20,15,0,0,0
166629,66,58,72,17,19,16,17,19,16,0,0,0
166638,79,74,82,17,22,15,17,21,15,1,1,0
166656,98,97,98,16,19,15,15,19,15,0,0,0
166674,79,69,82,20,23,19,20,23,19,0,0,0
166683,4,3,6,86,91,82,86,91,82,0,0,0
166692,90,89,95,33,34,29,33,34,29,0,0,0
166850,80,80,81,12,12,11,11,11,11,0,1,0
166939,52,.,52,29,.,29,29,.,29,0,.,0
167057,43,48,38,22,21,23,21,19,23,1,2,1
167260,85,84,87,17,19,13,17,19,13,0,0,0
167288,91,87,93,13,17,11,13,16,11,0,0,0
167358,18,16,20,33,33,32,33,33,32,0,0,0
167394,68,64,73,17,17,18,17,17,18,0,0,0
167598,89,83,91,10,10,10,10,10,10,0,0,0
167729,90,85,92,17,20,15,16,18,15,1,1,0
167783,84,.,84,14,.,14,14,.,14,0,.,0
167792,80,80,80,64,68,62,64,68,62,0,0,0
167835,30,.,30,37,.,37,37,.,37,0,.,0
167871,28,28,28,100,100,100,68,23,82,32,77,18
167899,77,74,80,23,24,23,23,24,23,0,0,0
167987,92,91,94,17,19,16,17,19,15,0,0,0
167996,72,66,77,12,14,11,12,14,11,0,0,0
168005,88,85,90,15,16,14,15,16,14,0,0,0
168148,11,12,11,50,52,49,50,52,49,0,0,0
168218,16,.,16,49,.,49,49,.,49,0,.,0
168227,90,89,91,19,21,14,19,21,14,0,0,0
168254,90,89,91,14,14,13,14,14,13,0,0,0
168263,94,91,97,23,26,22,23,26,22,0,0,0
168281,82,78,85,16,17,15,16,17,15,0,0,0
168342,9,9,9,52,51,53,52,51,53,0,0,0
168421,60,54,77,21,19,25,21,19,25,0,0,0
168430,89,89,90,25,29,22,24,29,22,0,0,0
168528,76,76,76,28,30,25,28,30,25,0,0,0
168546,69,63,74,10,12,9,10,12,9,0,0,0
168591,69,61,76,16,17,15,16,17,15,0,0,0
168740,82,79,84,28,33,25,27,30,24,1,2,1
168786,89,85,92,17,17,17,17,17,17,0,0,0
168847,41,53,59,73,78,71,28,30,28,44,48,43
169080,75,72,77,25,28,22,25,28,22,0,0,0
169248,77,74,79,13,15,13,13,15,12,0,0,0
169327,76,73,82,28,28,26,19,21,15,9,7,12
169363,63,59,70,24,23,26,24,23,26,0,0,0
169442,54,50,55,35,35,35,33,32,34,1,3,1
169479,98,98,99,18,21,15,14,17,12,4,4,4
169576,65,100,57,27,0,38,27,0,38,0,0,0
169655,100,100,100,66,67,60,66,67,60,0,0,0
169716,93,94,93,14,7,26,13,7,25,1,0,1
169798,85,81,87,16,16,15,15,15,15,0,1,0
169910,85,83,86,16,21,13,15,20,12,1,1,0
169983,86,86,86,20,22,14,20,22,14,0,0,0
170000,100,100,100,15,16,14,12,14,12,2,3,2
170037,91,90,92,21,25,19,21,24,19,0,1,0
170082,92,89,93,24,27,23,24,27,23,0,0,0
170286,24,23,25,56,56,56,56,55,56,0,0,0
170301,92,91,93,21,20,21,21,20,21,0,0,0
170532,80,78,81,14,16,13,14,16,13,0,0,0
170639,73,70,76,21,25,19,20,24,18,1,1,1
170675,81,82,79,22,23,21,22,23,21,0,0,0
170806,52,44,58,40,52,33,40,52,33,0,0,0
170967,98,98,98,26,64,2,12,29,1,15,36,1
170976,20,18,22,45,45,45,45,45,45,0,0,0
171100,83,81,85,22,23,21,21,22,21,0,0,0
171128,86,86,85,21,25,16,21,25,16,0,0,0
171137,69,65,72,20,22,17,19,22,17,1,1,1
171146,74,70,76,17,20,15,15,19,13,1,1,1
171456,71,73,70,32,35,30,32,34,30,0,0,0
171492,83,82,87,31,32,30,29,30,29,2,2,2
171571,92,91,92,21,25,18,20,24,18,1,1,1
171599,89,88,89,21,25,15,20,25,15,0,0,0
171881,69,81,62,23,37,14,22,33,14,1,3,0
172033,100,100,.,100,100,.,0,0,.,100,100,.
172051,78,75,79,29,31,29,29,30,28,0,0,0
172264,68,66,72,26,27,25,26,27,25,0,0,0
172334,60,54,64,22,23,21,22,23,21,0,0,0
172440,78,79,76,9,8,12,9,8,12,0,0,0
172644,63,64,63,28,30,27,27,28,26,1,1,1
172699,83,81,84,14,16,12,13,16,12,0,0,0
173045,76,72,80,20,24,18,20,23,18,0,0,0
173124,75,77,74,28,32,25,27,31,25,1,0,1
173142,61,56,65,45,48,43,45,48,43,0,0,0
173160,89,88,89,28,31,26,28,31,26,0,0,0
173258,18,18,17,40,41,39,40,41,39,0,0,0
173300,72,69,75,17,18,17,17,18,17,0,0,0
173328,68,63,71,17,18,16,17,18,16,0,0,0
173452,91,93,90,84,82,86,84,82,86,0,0,0
173647,73,65,81,20,20,20,20,20,20,0,0,0
173665,76,72,79,14,13,14,14,13,14,0,0,0
173902,31,31,32,21,23,20,21,23,20,0,0,0
173920,69,69,70,31,32,30,30,31,29,1,1,1
173957,49,64,45,85,100,79,85,100,79,0,0,0
174020,67,67,67,31,42,23,18,28,12,12,14,11
174066,73,69,77,26,25,27,26,25,27,0,0,0
174075,48,46,50,29,27,31,28,26,30,1,1,1
174127,66,62,67,39,42,38,39,42,38,0,0,0
174154,94,94,95,69,69,69,51,44,52,18,25,17
174233,80,77,82,27,30,24,26,29,24,0,1,0
174251,76,75,77,15,15,15,15,15,15,0,0,0
174358,72,66,75,27,26,28,27,25,28,0,0,0
174437,94,93,95,36,40,33,33,36,30,3,4,3
174491,82,79,85,34,33,35,33,33,34,1,0,1
174747,92,.,92,25,.,25,25,.,25,0,.,0
174783,94,93,96,21,24,18,20,23,17,1,1,1
174792,89,89,.,30,30,.,30,30,.,0,0,.
174817,98,97,98,15,20,13,15,20,13,0,0,0
174844,47,45,49,25,25,24,25,25,24,0,0,0
174862,65,64,67,28,30,25,25,29,22,2,2,3
174899,74,69,77,23,25,22,23,25,22,0,0,0
174914,76,72,79,21,21,20,21,21,20,0,0,0
175005,75,57,75,27,75,27,26,0,26,1,75,1
175078,91,89,93,28,29,25,26,29,25,1,0,1
175227,99,100,93,72,73,68,70,71,64,2,2,4
175272,77,72,79,27,29,26,26,29,26,0,0,0
175342,39,34,41,21,26,20,20,24,19,1,2,1
175421,64,69,61,19,18,19,16,16,16,2,2,3
175430,99,99,99,65,70,62,65,70,60,1,0,2
175616,100,100,100,29,36,25,28,33,25,2,3,0
175856,62,56,65,16,21,14,16,20,14,1,1,0
175980,68,67,69,13,16,11,13,16,11,0,0,0
176017,90,89,90,20,24,19,20,23,18,0,0,0
176035,99,98,99,41,50,40,40,50,39,1,0,1
176044,79,75,81,8,10,7,7,8,6,1,1,1
176053,49,52,47,38,40,37,38,40,37,0,0,0
176080,76,77,75,25,28,23,25,28,23,0,0,0
176318,38,38,38,36,35,36,13,14,12,23,21,24
176372,96,94,97,18,18,18,17,18,17,0,0,0
176406,56,47,61,5,9,4,5,9,4,0,0,0
176451,79,75,81,50,56,46,5,0,8,45,56,38
176479,57,64,54,57,65,51,56,65,51,0,0,1
176628,68,65,71,15,13,18,15,13,18,0,0,0
176770,39,100,35,31,0,36,0,0,0,31,0,36
176789,59,46,75,84,81,87,67,57,73,18,24,13
176947,99,99,99,26,22,32,25,21,32,0,0,0
176965,76,76,76,30,34,27,29,33,27,1,1,1
176983,98,98,100,83,83,83,70,75,33,13,8,50
177038,100,100,100,57,60,56,57,60,56,0,0,0
177083,100,100,.,100,100,.,100,100,.,0,0,.
177117,61,.,61,39,.,39,38,.,38,0,.,0
177144,93,95,86,11,8,28,11,8,28,0,0,0
177214,65,65,66,25,25,25,25,25,25,0,0,0
177339,64,64,63,39,47,34,38,46,33,1,1,1
177418,78,81,76,24,27,22,24,27,22,0,0,0
177542,65,54,73,40,59,30,38,57,28,2,2,2
177746,60,56,61,38,41,38,38,41,38,0,0,0
177931,38,.,38,100,.,100,100,.,100,0,.,0
177968,75,70,79,29,30,28,29,30,28,0,1,0
177986,66,63,67,100,100,100,63,60,64,37,40,36
178059,92,91,92,26,24,26,19,20,18,7,5,8
178183,76,70,77,69,57,71,69,57,71,0,0,0
178208,98,96,100,80,78,82,40,37,45,40,41,37
178244,62,63,60,55,60,49,54,60,49,0,0,0
178341,97,97,97,35,39,33,32,35,31,3,4,2
178369,66,69,59,36,35,36,36,35,36,0,0,0
178396,77,75,78,32,34,30,31,33,30,0,1,0
178402,76,72,78,30,33,29,30,32,28,1,1,1
178411,85,86,85,25,27,20,25,27,20,0,0,0
178420,57,59,55,17,20,15,16,19,14,1,1,2
178615,61,57,64,27,27,27,27,27,27,0,0,0
178624,86,85,86,16,17,15,16,17,15,0,0,0
178679,98,98,98,46,53,39,45,52,38,1,1,1
178697,21,23,19,66,70,63,66,70,63,0,0,0
179043,67,64,68,17,20,16,17,20,16,0,0,0
179052,75,96,62,44,68,22,44,68,22,0,0,0
179159,70,69,71,17,16,17,17,16,17,0,0,0
179256,28,27,29,20,25,17,20,25,17,0,0,0
179265,91,90,91,16,19,15,16,19,15,0,0,0
179326,96,98,95,36,36,35,33,35,32,2,1,3
179548,64,.,64,23,.,23,23,.,23,1,.,1
179557,79,73,83,26,29,24,25,28,23,1,1,1
179566,94,92,95,28,31,27,26,28,25,2,2,1
179867,13,14,13,45,44,46,45,44,46,0,0,0
179894,59,61,58,25,24,26,24,23,25,1,1,1
179946,97,96,98,13,14,12,13,14,12,0,0,0
179955,47,51,44,34,33,35,34,33,35,0,0,0
179964,68,68,69,13,14,12,13,14,12,0,0,0
180106,84,81,86,22,23,22,22,23,22,0,0,0
180258,100,100,100,52,68,42,48,63,40,4,5,2
180416,90,88,93,23,24,21,22,24,21,0,0,0
180461,73,78,69,20,24,17,17,21,15,2,3,2
180489,82,81,83,26,25,27,24,23,25,2,2,2
180595,81,82,80,20,22,18,19,22,17,0,0,0
180692,33,33,34,54,58,51,52,54,51,1,4,0
180717,69,69,71,14,14,13,14,14,13,0,0,0
180832,96,100,96,92,100,91,75,50,77,17,50,14
180878,91,100,90,80,100,78,67,80,66,13,20,12
180984,85,80,94,20,16,25,20,16,25,0,0,0
181002,78,78,78,18,18,18,18,18,18,0,0,0
181020,77,73,86,17,16,19,17,16,19,0,0,0
181127,71,67,74,19,19,18,19,19,18,0,0,0
181215,90,89,91,17,17,17,17,17,17,0,0,0
181297,84,83,84,57,20,59,53,20,55,3,0,4
181330,64,71,57,32,31,32,32,31,32,0,0,0
181394,87,87,88,28,29,28,27,28,27,1,1,1
181446,82,77,86,20,20,20,20,20,20,0,0,0
181464,81,81,81,33,34,32,33,34,32,0,0,0
181543,40,54,25,70,86,33,70,86,33,0,0,0
181604,38,.,38,25,.,25,25,.,25,0,.,0
181738,98,98,99,16,23,13,16,23,13,0,0,0
181853,62,61,63,38,40,36,38,40,36,0,0,0
182281,83,80,86,38,41,36,36,39,35,2,2,1
182290,88,87,89,41,42,40,40,42,39,1,1,1
182458,67,68,66,12,15,10,12,15,10,0,0,0
182634,93,88,95,15,17,14,15,17,14,0,0,0
182670,6,7,6,70,69,71,70,69,71,0,0,0
182795,89,88,89,9,10,9,9,10,9,0,0,0
182917,95,95,95,37,40,33,37,40,33,0,0,0
182980,100,100,100,4,5,3,3,5,3,0,0,0
183026,92,91,93,41,40,42,9,9,9,32,31,33
183044,87,82,90,16,17,15,16,17,15,0,0,0
183062,88,86,90,18,21,16,18,21,16,0,0,0
183071,83,79,86,26,29,23,25,28,22,1,1,1
183080,92,89,94,15,17,13,15,17,13,0,0,0
183211,84,80,86,21,20,21,21,20,21,0,0,0
183239,78,79,77,15,15,16,15,15,16,0,0,0
183822,84,81,86,12,14,11,12,14,11,0,0,0
183910,96,95,96,10,14,8,10,14,8,0,0,0
183974,98,98,97,18,18,18,18,18,17,0,0,0
184348,80,76,82,13,13,12,13,13,12,0,0,0
184603,85,82,87,14,16,12,13,15,12,0,0,0
184612,92,88,94,14,16,14,14,16,14,0,0,0
184694,85,82,87,14,15,13,14,15,13,0,0,0
184773,80,73,83,17,17,18,17,17,16,1,0,1
184782,84,83,85,22,25,20,22,25,19,0,0,0
184968,15,50,0,50,50,.,50,50,.,0,0,.
185129,91,88,92,15,19,13,15,19,13,0,0,0
185174,85,90,67,89,89,88,89,89,88,0,0,0
185262,79,73,83,21,24,19,20,23,19,1,1,1
185572,84,77,88,14,14,14,14,14,14,0,0,0
185590,91,88,92,21,22,20,20,22,20,0,0,0
185679,100,100,100,100,100,100,33,0,43,67,100,57
185828,69,66,75,17,19,13,15,18,12,2,2,1
186131,4,4,5,78,79,77,78,79,77,0,0,0
186186,87,87,.,81,81,.,81,81,.,0,0,.
186201,70,68,71,19,19,18,18,19,18,0,0,0
186283,82,82,82,9,9,9,9,9,9,0,0,0
186371,79,78,79,7,7,7,7,7,7,0,0,0
186380,68,67,69,24,26,22,24,26,22,0,0,0
186399,77,75,80,12,13,10,12,13,10,0,0,0
186432,93,91,94,16,16,17,16,16,17,0,0,0
186584,77,75,77,9,9,10,9,9,9,0,0,0
186618,74,67,78,11,15,10,11,15,10,0,0,0
186867,53,49,59,18,20,16,18,20,16,0,0,0
186876,85,85,84,26,28,24,26,28,24,0,0,0
186900,80,80,.,100,100,.,100,100,.,0,0,.
187134,62,58,65,23,24,22,23,24,22,0,0,0
187444,83,80,85,13,15,12,13,15,12,0,0,0
187648,33,35,31,73,75,70,68,71,66,4,4,4
187745,100,100,100,75,80,72,59,60,58,16,20,14
187912,41,44,31,84,85,76,84,85,76,0,0,0
187967,97,97,96,31,36,24,30,35,23,1,0,1
187985,97,97,97,28,29,27,27,28,27,1,1,1
188030,57,57,58,28,30,27,28,30,26,0,0,0
188429,77,73,80,11,10,11,11,10,11,0,0,0
188526,72,72,72,9,11,8,9,11,8,0,0,0
188641,67,63,71,9,10,8,9,10,8,0,0,0
188669,68,85,62,59,45,67,59,45,67,0,0,0
188678,58,51,62,44,53,40,44,53,40,0,0,0
188696,68,56,69,8,14,7,8,14,7,0,0,0
188854,22,20,23,21,20,21,21,20,21,0,0,0
188915,14,0,17,100,.,100,100,.,100,0,.,0
188942,100,.,100,88,.,88,87,.,87,1,.,1
189088,60,56,62,15,18,14,15,18,14,0,0,0
189097,11,.,11,65,.,65,64,.,64,1,.,1
189273,67,67,.,100,100,.,100,100,.,0,0,.
189705,81,79,83,15,16,15,15,16,15,0,0,0
189848,68,61,71,14,14,14,14,14,14,0,0,0
189857,92,92,.,96,96,.,96,96,.,0,0,.
190008,33,28,36,5,0,6,5,0,6,0,0,0
190044,75,77,72,14,16,11,14,16,11,0,0,0
190099,17,16,18,29,30,29,29,30,29,0,0,0
190114,77,72,80,28,29,28,22,19,23,6,10,4
190150,4,5,4,65,66,64,63,64,63,2,2,2
190372,15,16,14,53,54,52,53,54,52,0,0,0
190415,9,8,10,64,64,63,64,64,63,0,0,0
190451,49,80,43,41,50,38,41,50,38,0,0,0
190503,98,98,98,36,41,33,36,41,33,0,0,0
190512,51,42,58,21,26,19,21,26,18,0,0,0
190549,51,44,57,11,13,9,10,13,9,0,0,0
190567,64,53,73,13,15,12,12,14,11,1,1,1
190594,46,39,50,23,20,24,22,20,23,1,1,1
190600,45,36,51,21,20,22,21,20,21,0,0,0
190637,58,49,64,14,15,13,13,15,13,0,0,0
190646,86,86,86,7,6,8,7,6,7,0,0,0
190655,82,82,82,17,19,14,15,17,13,1,2,1
190664,61,55,65,16,20,13,15,20,13,0,1,0
190691,67,62,70,10,11,9,9,10,8,1,1,1
190707,17,25,13,100,100,100,100,100,100,0,0,0
190716,92,92,93,14,18,13,14,18,13,0,0,0
190725,78,75,80,17,16,17,16,16,17,0,0,0
190752,81,81,.,100,100,.,100,100,.,0,0,.
190761,76,70,81,15,14,15,15,14,15,0,0,0
190956,25,.,25,100,.,100,100,.,100,0,.,0
190983,94,89,97,12,11,13,12,11,13,0,0,0
191126,52,47,52,52,53,52,51,51,51,1,2,1
191205,46,51,38,49,53,40,47,51,39,1,1,1
191241,58,52,62,11,11,10,11,11,10,0,0,0
191515,14,15,14,40,41,40,40,41,40,0,0,0
191533,96,93,97,11,13,10,11,13,10,0,0,0
191597,39,27,41,52,67,50,21,0,23,31,67,27
191621,93,91,94,16,19,14,16,19,14,0,0,0
191630,67,65,70,15,16,14,15,16,14,0,0,0
191649,68,65,69,10,11,9,10,11,9,0,0,0
191676,79,78,80,26,28,24,26,28,24,0,0,0
191931,93,91,94,11,12,11,11,12,11,0,0,0
191940,92,100,91,81,67,82,81,67,82,0,0,0
191968,78,79,77,11,12,10,11,12,10,0,0,0
192004,86,85,86,84,78,86,84,78,86,0,0,0
192040,50,45,55,75,83,69,75,83,69,0,0,0
192110,7,10,6,63,64,62,63,64,62,0,0,0
192192,94,87,96,15,17,15,15,17,15,0,0,0
192271,84,79,85,22,21,22,22,21,22,0,0,0
192323,73,69,76,11,12,11,11,12,11,0,0,0
192448,93,91,94,7,10,6,7,10,6,0,0,0
192509,69,66,70,74,61,78,74,61,77,0,0,0
192624,95,95,.,81,81,.,81,81,.,0,0,.
192703,75,70,78,9,12,7,9,12,7,0,0,0
192712,49,50,48,24,25,23,24,25,23,0,0,0
192749,83,80,85,9,11,8,9,11,8,0,0,0
192785,37,20,39,28,25,27,15,0,16,14,25,11
192800,100,.,100,60,.,60,60,.,60,0,.,0
192819,60,60,60,18,19,18,18,19,18,0,0,0
192864,77,69,79,9,8,9,9,8,9,0,0,0
192925,70,70,70,30,28,32,30,28,32,0,0,0
192961,100,.,100,0,.,0,0,.,0,0,.,0
193016,86,80,88,15,16,15,15,16,15,0,0,0
193052,72,90,.,89,89,.,89,89,.,0,0,.
193061,72,72,.,92,92,.,92,92,.,0,0,.
193070,64,64,.,100,100,.,100,100,.,0,0,.
193247,80,80,.,84,84,.,84,84,.,0,0,.
193292,79,79,79,13,14,13,13,14,13,0,0,0
193308,39,47,34,59,56,62,52,52,52,7,4,10
193353,91,88,93,10,12,9,10,12,9,0,0,0
193380,15,8,16,100,100,100,0,0,0,100,100,100
193399,82,79,84,17,17,16,17,17,16,0,0,0
193584,86,81,87,15,15,14,14,15,14,0,0,0
193609,60,50,64,83,100,78,83,100,78,0,0,0
193654,66,65,67,30,26,31,29,26,30,1,1,0
193900,13,13,13,49,50,49,49,50,48,0,0,0
193973,92,91,93,19,22,17,19,22,17,0,0,0
194091,80,79,82,11,14,9,10,13,8,1,1,1
194116,54,39,56,19,9,21,13,9,13,7,0,8
194161,100,99,100,41,53,31,38,48,30,3,5,1
194189,100,100,.,100,100,.,100,100,.,0,0,.
194310,88,84,89,10,11,10,10,11,10,0,0,0
194392,75,76,73,30,36,23,30,36,23,0,0,0
194499,30,30,30,55,55,55,55,55,55,0,0,0
194569,100,100,100,67,100,50,67,100,50,0,0,0
194578,68,63,70,21,23,20,21,23,20,0,0,0
194657,91,91,.,79,79,.,79,79,.,0,0,.
194693,100,100,.,100,100,.,100,100,.,0,0,.
194718,100,100,.,100,100,.,100,100,.,0,0,.
194736,100,100,.,100,100,.,100,100,.,0,0,.
194763,96,96,.,94,94,.,94,94,.,0,0,.
194824,53,52,55,14,15,12,14,15,12,0,0,0
194958,87,86,88,18,19,17,17,18,17,0,0,0
195003,71,70,74,21,24,18,21,24,18,0,0,0
195030,41,37,45,20,22,19,20,22,19,0,0,0
195128,73,67,76,19,23,18,19,22,18,0,0,0
195164,78,78,78,19,22,15,19,22,15,0,0,0
195173,85,81,88,11,11,10,11,11,10,0,0,0
195191,62,100,50,25,0,40,25,0,40,0,0,0
195216,57,55,58,20,23,18,20,23,18,0,0,0
195234,76,73,78,9,10,8,9,10,8,0,0,0
195243,89,89,90,18,21,15,18,21,15,0,0,0
195289,75,.,75,67,.,67,67,.,67,0,.,0
195304,58,67,56,17,17,17,17,17,17,0,0,0
195474,83,80,84,15,16,14,15,16,14,0,0,0
195526,31,28,32,21,24,19,21,24,19,0,0,0
195544,80,77,81,20,23,19,20,23,19,0,0,0
195702,67,50,100,50,0,100,50,0,100,0,0,0
195720,71,71,71,19,22,17,19,22,17,0,0,0
195809,85,82,87,13,15,12,13,15,12,0,0,0
196006,82,86,76,27,31,20,27,31,19,0,0,1
196015,95,95,95,21,22,20,20,21,19,0,0,0
196024,88,89,88,21,25,17,21,25,17,0,0,0
196033,81,78,84,27,30,25,27,30,25,0,0,0
196042,73,74,70,32,35,28,31,33,27,1,1,1
196051,81,80,81,19,22,16,19,22,16,0,0,0
196060,68,64,71,21,22,21,21,21,20,0,0,0
196079,44,57,34,18,14,22,18,14,22,0,0,0
196088,70,68,72,20,23,18,20,23,17,0,0,0
196097,48,45,50,18,20,17,18,20,17,0,0,0
196103,65,61,69,21,22,21,20,22,19,1,1,1
196112,77,76,81,15,16,12,15,16,12,0,0,0
196121,76,70,81,17,18,16,17,18,16,0,0,0
196130,85,81,88,13,16,12,13,15,11,0,0,0
196149,60,52,66,18,21,16,18,21,16,0,0,0
196158,91,87,93,19,20,18,19,20,18,0,0,0
196167,74,68,77,15,16,14,15,16,14,0,0,0
196176,46,41,49,20,18,20,20,18,20,0,0,0
196185,70,62,75,14,15,13,14,15,13,0,0,0
196194,80,78,81,14,16,13,14,16,13,0,0,0
196200,81,78,83,16,16,16,16,16,16,0,0,0
196219,75,70,79,22,26,20,22,25,20,0,0,0
196237,77,72,80,13,15,12,13,14,12,0,0,0
196246,68,69,67,20,21,20,20,21,20,0,0,0
196291,74,72,85,31,34,19,31,34,19,0,0,0
196413,59,57,61,16,18,15,16,18,15,0,0,0
196431,95,95,.,88,88,.,88,88,.,0,0,.
196440,100,100,.,100,100,.,100,100,.,0,0,.
196583,100,100,.,10,10,.,10,10,.,0,0,.
196592,77,73,79,44,50,41,40,47,37,4,3,5
196653,47,44,47,22,22,23,21,22,22,1,0,1
196866,47,47,47,16,17,15,16,17,15,0,0,0
197027,25,25,25,53,55,45,53,55,45,0,0,0
197036,11,12,9,81,81,81,81,81,81,0,0,0
197045,89,88,90,16,17,15,16,17,15,0,0,0
197133,20,25,18,31,31,31,31,31,31,0,0,0
197142,76,80,72,46,58,37,43,54,34,3,4,2
197151,71,66,73,26,31,24,26,31,24,0,0,0
197197,82,79,84,16,15,16,16,15,16,0,0,0
197221,20,18,27,72,79,58,72,79,58,0,0,0
197230,68,61,72,9,15,7,9,15,7,0,0,0
197285,98,97,98,25,25,25,25,25,25,0,0,0
197647,68,68,.,59,59,.,59,59,.,0,0,.
197692,83,83,.,79,79,.,79,79,.,0,0,.
197708,63,64,61,56,58,54,55,57,54,1,1,0
197735,92,92,.,100,100,.,100,100,.,0,0,.
197744,71,71,.,100,100,.,100,100,.,0,0,.
197869,85,80,88,23,25,21,23,25,21,0,0,0
197911,99,98,99,14,19,11,14,19,11,0,0,0
197984,99,99,99,24,26,21,23,25,21,0,0,0
197993,79,.,79,3,.,3,3,.,3,0,.,0
198066,45,46,43,22,23,20,21,22,19,1,1,1
198109,46,20,49,65,100,64,52,100,50,13,0,14
198136,87,83,90,16,17,14,15,16,14,1,1,0
198215,56,54,58,21,26,17,21,26,17,0,0,0
198303,79,78,81,16,20,12,16,20,12,0,0,0
198385,18,18,18,48,49,47,48,49,47,0,0,0
198419,6,6,6,60,59,60,60,59,60,0,0,0
198464,94,92,95,20,22,19,20,22,18,0,0,0
198507,77,70,81,13,16,11,13,16,11,0,0,0
198516,78,76,79,11,13,11,11,13,11,0,0,0
198543,82,75,85,19,22,17,16,20,15,2,3,2
