UNITID,FTE12MN,UNDUP,UNDUPUG,E12UG1ST,E12UGTRN,E12UGCNT,E12UGNDG,E12GRAD,E12UGFT,E12UG1SFT,E12UGTRFT,E12UGCNFT,E12UGNDFT,E12UGPT,E12UG1SPT,E12UGTRPT,E12UGCNPT,E12UGNDPT,PCTE12AN,PCTE12AS,PCTE12BK,PCTE12HS,PCTE12NH,PCTE12WH,PCTE122M,PCTE12UN,PCTE12NR,PCTE12W,PCTE12UGAN,PCTE12UGAS,PCTE12UGBK,PCTE12UGHS,PCTE12UGNH,PCTE12UGWH,PCTE12UG2M,PCTE12UGUN,PCTE12UGNR,PCTE12UGW,PCTE12GRADAN,PCTE12GRADAS,PCTE12GRADBK,PCTE12GRADHS,PCTE12GRADNH,PCTE12GRADWH,PCTE12GRAD2M,PCTE12GRADUN,PCTE12GRADNR,PCTE12GRADW,PCTE12DEEXC,PCTE12DESOM,PCTE12DENON,PCTE12UGDEEXC,PCTE12UGDESOM,PCTE12UGDENON,PCTE12GRADDEEXC,PCTE12GRADDESOM,PCTE12GRADDENON 
447962,139,350,350,127,0,223,0,0,350,127,0,223,0,0,0,0,0,0,0,0,59,3,0,37,0,0,0,83,0,0,59,3,0,37,0,0,0,83,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
447971,114,122,122,104,0,18,0,0,122,104,0,18,0,0,0,0,0,0,0,1,39,32,0,25,0,3,0,95,0,1,39,32,0,25,0,3,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
447980,27,51,51,31,0,20,0,0,26,15,0,11,0,25,16,0,9,0,0,0,25,6,0,69,0,0,0,96,0,0,25,6,0,69,0,0,0,96,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
447999,385,390,390,87,0,303,0,0,390,87,0,303,0,0,0,0,0,0,0,2,32,4,0,58,2,2,0,76,0,2,32,4,0,58,2,2,0,76,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448017,30,45,45,44,0,1,0,0,45,44,0,1,0,0,0,0,0,0,0,0,69,0,0,31,0,0,0,91,0,0,69,0,0,31,0,0,0,91,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448026,179,217,217,81,0,136,0,0,164,58,0,106,0,53,23,0,30,0,3,3,8,3,0,78,3,0,0,97,3,3,8,3,0,78,3,0,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448044,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,100,0,0,0,0,0,100,0,0,0,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448071,310,578,578,114,0,464,0,0,373,101,0,272,0,205,13,0,192,0,1,3,36,26,0,20,7,6,0,94,1,3,36,26,0,20,7,6,0,94,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448123,159,182,182,160,0,22,0,0,182,160,0,22,0,0,0,0,0,0,0,0,10,90,0,1,0,0,0,85,0,0,10,90,0,1,0,0,0,85,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448196,120,247,247,82,0,165,0,0,149,42,0,107,0,98,40,0,58,0,0,3,56,26,0,13,2,0,0,89,0,3,56,26,0,13,2,0,0,89,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448220,156,237,237,53,0,184,0,0,237,53,0,184,0,0,0,0,0,0,2,0,0,18,1,66,4,8,0,93,2,0,0,18,1,66,4,8,0,93,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448239,208,179,179,0,0,179,0,0,179,0,0,179,0,0,0,0,0,0,1,2,1,6,0,87,3,0,0,99,1,2,1,6,0,87,3,0,0,99,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448248,1612,4972,4972,2297,0,1219,1456,0,757,414,0,210,133,4215,1883,0,1009,1323,1,1,1,17,1,77,2,0,0,52,1,1,1,17,1,77,2,0,0,52,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448257,68,95,95,29,0,66,0,0,95,29,0,66,0,0,0,0,0,0,0,13,26,20,0,21,4,16,0,98,0,13,26,20,0,21,4,16,0,98,.,.,.,.,.,.,.,.,.,.,0,100,0,0,100,0,.,.,.
448275,25,25,25,9,0,16,0,0,25,9,0,16,0,0,0,0,0,0,0,0,8,0,0,92,0,0,0,84,0,0,8,0,0,92,0,0,0,84,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448354,267,356,356,44,132,180,0,0,210,37,67,106,0,146,7,65,74,0,0,6,52,28,0,11,0,2,0,88,0,6,52,28,0,11,0,2,0,88,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448372,276,272,272,11,101,160,0,0,272,11,101,160,0,0,0,0,0,0,1,21,3,15,3,56,1,1,0,54,1,21,3,15,3,56,1,1,0,54,.,.,.,.,.,.,.,.,.,.,0,45,55,0,45,55,.,.,.
448424,67,119,119,54,0,65,0,0,71,33,0,38,0,48,21,0,27,0,11,1,8,5,0,63,13,0,0,97,11,1,8,5,0,63,13,0,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448433,1494,1842,1842,821,287,734,0,0,1842,821,287,734,0,0,0,0,0,0,1,5,2,37,1,20,9,25,0,3,1,5,2,37,1,20,9,25,0,3,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448594,2317,5922,5922,760,909,3082,1171,0,1310,337,135,822,16,4612,423,774,2260,1155,1,6,5,65,0,19,3,2,0,67,1,6,5,65,0,19,3,2,0,67,.,.,.,.,.,.,.,.,.,.,93,6,2,93,6,2,.,.,.
448600,390,568,568,280,14,274,0,0,568,280,14,274,0,0,0,0,0,0,1,1,27,6,0,61,2,2,0,92,1,1,27,6,0,61,2,2,0,92,.,.,.,.,.,.,.,.,.,.,23,76,2,23,76,2,.,.,.
448619,775,860,860,269,0,591,0,0,453,148,0,305,0,407,121,0,286,0,0,1,55,21,0,13,1,9,0,93,0,1,55,21,0,13,1,9,0,93,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448646,159,389,389,362,0,27,0,0,389,362,0,27,0,0,0,0,0,0,0,0,33,1,0,47,0,20,0,97,0,0,33,1,0,47,0,20,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448673,2314,4231,4175,351,1735,2078,11,56,1795,149,768,878,0,2380,202,967,1200,11,0,3,35,16,0,25,3,18,0,91,0,3,35,16,0,24,3,18,0,91,0,2,18,7,0,54,5,14,0,88,67,32,1,67,32,1,100,0,0
448691,85,296,0,0,0,0,0,296,0,0,0,0,0,0,0,0,0,0,1,1,15,3,0,57,2,10,11,76,.,.,.,.,.,.,.,.,.,.,1,1,15,3,0,57,2,10,11,76,100,0,0,.,.,.,100,0,0
448707,90,119,119,73,0,46,0,0,119,73,0,46,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,71,0,0,0,100,0,0,0,0,0,71,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448770,392,415,415,171,0,244,0,0,392,163,0,229,0,23,8,0,15,0,0,3,13,28,0,50,3,2,0,5,0,3,13,28,0,50,3,2,0,5,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448798,118,257,257,104,0,153,0,0,257,104,0,153,0,0,0,0,0,0,0,1,63,11,0,7,4,14,0,96,0,1,63,11,0,7,4,14,0,96,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448859,217,236,236,72,53,111,0,0,236,72,53,111,0,0,0,0,0,0,0,2,7,21,0,70,0,0,0,6,0,2,7,21,0,70,0,0,0,6,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
448895,419,768,768,705,0,63,0,0,768,705,0,63,0,0,0,0,0,0,1,7,7,62,1,17,4,1,0,82,1,7,7,62,1,17,4,1,0,82,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449038,1518,2992,2516,183,705,1626,2,476,228,1,42,185,0,2288,182,663,1441,2,0,1,52,16,0,24,3,2,0,73,0,1,53,15,0,25,4,2,0,74,0,2,51,22,1,20,1,1,1,69,100,0,0,100,0,0,100,0,0
449074,744,1199,1199,322,348,529,0,0,1199,322,348,529,0,0,0,0,0,0,1,14,13,26,3,35,6,3,0,87,1,14,13,26,3,35,6,3,0,87,.,.,.,.,.,.,.,.,.,.,0,4,96,0,4,96,.,.,.
449083,200,283,283,214,0,69,0,0,283,214,0,69,0,0,0,0,0,0,0,0,3,95,0,1,0,0,0,1,0,0,3,95,0,1,0,0,0,1,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449092,208,320,320,234,0,86,0,0,320,234,0,86,0,0,0,0,0,0,0,0,11,86,0,2,0,1,0,3,0,0,11,86,0,2,0,1,0,3,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449135,267,270,265,105,0,160,0,5,191,79,0,112,0,74,26,0,48,0,0,0,0,100,0,0,0,0,0,68,0,0,0,100,0,0,0,0,0,68,0,0,0,100,0,0,0,0,0,60,0,0,100,0,0,100,0,0,100
449250,618,818,818,496,0,322,0,0,818,496,0,322,0,0,0,0,0,0,0,1,9,63,0,20,3,3,0,80,0,1,9,63,0,20,3,3,0,80,.,.,.,.,.,.,.,.,.,.,0,18,82,0,18,82,.,.,.
449311,117,299,299,47,0,252,0,0,138,17,0,121,0,161,30,0,131,0,0,0,31,64,0,2,1,0,2,99,0,0,31,64,0,2,1,0,2,99,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449320,577,913,913,526,0,387,0,0,685,409,0,276,0,228,117,0,111,0,0,8,31,43,0,8,4,6,0,5,0,8,31,43,0,8,4,6,0,5,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449339,37184,95375,77744,6489,20016,46262,4977,17631,17232,822,3791,12518,101,60512,5667,16225,33744,4876,1,3,16,16,1,51,4,8,1,35,1,3,15,17,1,50,5,8,1,35,1,3,16,11,1,54,4,9,1,38,100,0,0,100,0,0,100,0,0
449348,57,140,105,10,6,89,0,35,8,0,1,7,0,97,10,5,82,0,0,0,88,0,0,6,0,6,0,61,0,0,87,0,0,7,0,7,0,65,0,0,91,0,0,3,0,6,0,49,19,37,44,22,42,36,11,23,66
449357,76,102,102,23,0,79,0,0,102,23,0,79,0,0,0,0,0,0,0,3,19,64,0,14,0,1,0,91,0,3,19,64,0,14,0,1,0,91,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449384,421,1151,1151,17,89,186,859,0,364,17,89,186,72,787,0,0,0,787,0,16,2,15,1,35,5,10,16,36,0,16,2,15,1,35,5,10,16,36,.,.,.,.,.,.,.,.,.,.,8,0,92,8,0,92,.,.,.
449393,56,105,105,47,0,58,0,0,105,47,0,58,0,0,0,0,0,0,0,6,1,81,0,7,2,0,4,63,0,6,1,81,0,7,2,0,4,63,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449445,138,146,146,56,0,90,0,0,146,56,0,90,0,0,0,0,0,0,0,5,12,60,0,22,0,0,0,77,0,5,12,60,0,22,0,0,0,77,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449454,24,57,57,15,0,42,0,0,0,0,0,0,0,57,15,0,42,0,0,2,0,21,0,75,2,0,0,89,0,2,0,21,0,75,2,0,0,89,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449463,223,313,313,309,0,4,0,0,188,185,0,3,0,125,124,0,1,0,0,2,24,30,0,44,0,0,0,62,0,2,24,30,0,44,0,0,0,62,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449472,82,117,117,40,0,77,0,0,117,40,0,77,0,0,0,0,0,0,0,2,23,9,0,66,0,0,0,97,0,2,23,9,0,66,0,0,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449481,61,42,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,7,12,7,0,74,0,0,0,74,.,.,.,.,.,.,.,.,.,.,0,7,12,7,0,74,0,0,0,74,0,0,100,.,.,.,0,0,100
449490,134,248,248,241,0,7,0,0,248,241,0,7,0,0,0,0,0,0,0,0,50,15,0,20,9,6,0,68,0,0,50,15,0,20,9,6,0,68,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449506,50,89,89,34,41,14,0,0,89,34,41,14,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,64,0,0,0,100,0,0,0,0,0,64,.,.,.,.,.,.,.,.,.,.,0,100,0,0,100,0,.,.,.
449524,299,389,389,33,164,192,0,0,389,33,164,192,0,0,0,0,0,0,1,0,46,9,1,34,3,6,0,90,1,0,46,9,1,34,3,6,0,90,.,.,.,.,.,.,.,.,.,.,0,100,0,0,100,0,.,.,.
449533,123,128,128,22,0,106,0,0,128,22,0,106,0,0,0,0,0,0,1,1,42,3,0,48,5,0,0,88,1,1,42,3,0,48,5,0,0,88,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449597,6,15,15,10,0,5,0,0,15,10,0,5,0,0,0,0,0,0,0,0,33,0,0,67,0,0,0,100,0,0,33,0,0,67,0,0,0,100,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449603,133,264,264,140,0,124,0,0,264,140,0,124,0,0,0,0,0,0,0,0,48,31,1,19,2,0,0,37,0,0,48,31,1,19,2,0,0,37,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449612,98,125,125,12,32,81,0,0,125,12,32,81,0,0,0,0,0,0,0,0,42,6,0,53,0,0,0,52,0,0,42,6,0,53,0,0,0,52,.,.,.,.,.,.,.,.,.,.,0,5,95,0,5,95,.,.,.
449658,149,145,145,28,18,99,0,0,142,28,17,97,0,3,0,1,2,0,0,0,0,0,0,97,0,0,3,0,0,0,0,0,0,97,0,0,3,0,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449676,143,319,319,181,0,138,0,0,319,181,0,138,0,0,0,0,0,0,0,25,28,32,0,10,4,1,0,54,0,25,28,32,0,10,4,1,0,54,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449685,444,898,898,625,0,273,0,0,898,625,0,273,0,0,0,0,0,0,0,2,48,42,0,4,0,5,0,93,0,2,48,42,0,4,0,5,0,93,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449700,831,900,900,267,0,633,0,0,900,267,0,633,0,0,0,0,0,0,0,1,43,1,0,46,1,8,0,81,0,1,43,1,0,46,1,8,0,81,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449719,228,182,182,35,0,147,0,0,182,35,0,147,0,0,0,0,0,0,0,2,36,0,0,53,5,4,0,95,0,2,36,0,0,53,5,4,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449728,228,213,213,37,0,176,0,0,213,37,0,176,0,0,0,0,0,0,0,0,15,5,1,39,24,15,0,95,0,0,15,5,1,39,24,15,0,95,.,.,.,.,.,.,.,.,.,.,0,71,29,0,71,29,.,.,.
449764,384,433,405,87,154,160,4,28,356,83,127,146,0,49,4,27,14,4,0,3,12,12,0,61,4,7,2,47,0,3,12,12,0,61,4,7,0,47,0,0,18,4,0,57,0,0,21,57,12,87,2,12,87,2,11,89,0
449773,143,310,310,242,0,68,0,0,310,242,0,68,0,0,0,0,0,0,2,5,53,18,0,16,5,1,0,72,2,5,53,18,0,16,5,1,0,72,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449782,32,76,76,47,0,29,0,0,67,42,0,25,0,9,5,0,4,0,0,3,53,21,0,24,0,0,0,96,0,3,53,21,0,24,0,0,0,96,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449807,69,102,102,40,0,62,0,0,102,40,0,62,0,0,0,0,0,0,0,1,9,0,0,90,0,0,0,97,0,1,9,0,0,90,0,0,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449816,221,857,857,163,0,343,351,0,129,45,0,79,5,728,118,0,264,346,2,1,1,10,1,82,2,1,0,41,2,1,1,10,1,82,2,1,0,41,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449834,21,45,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,71,0,16,0,9,.,.,.,.,.,.,.,.,.,.,0,0,9,4,0,71,0,16,0,9,29,60,11,.,.,.,29,60,11
449861,190,330,330,215,0,115,0,0,330,215,0,115,0,0,0,0,0,0,2,2,34,15,0,35,0,12,0,92,2,2,34,15,0,35,0,12,0,92,.,.,.,.,.,.,.,.,.,.,0,100,0,0,100,0,.,.,.
449870,168,251,120,6,20,94,0,131,106,6,18,82,0,14,0,2,12,0,1,18,3,20,0,10,1,1,45,60,1,5,3,37,0,8,0,2,46,63,1,31,3,5,1,13,2,1,44,56,100,0,0,100,0,0,100,0,0
449889,6252,12308,94,0,50,44,0,12214,94,0,50,44,0,0,0,0,0,0,0,2,9,10,0,70,3,2,3,75,0,7,27,13,1,44,2,3,3,77,0,2,9,10,0,70,3,2,3,75,100,0,0,100,0,0,100,0,0
449898,971,1474,946,45,289,610,2,528,574,25,142,407,0,372,20,147,203,2,0,4,28,29,1,32,1,3,1,78,0,3,32,33,1,27,1,3,1,77,0,7,21,23,1,42,0,3,3,81,25,32,43,26,41,33,22,17,61
449904,140,255,255,232,0,23,0,0,255,232,0,23,0,0,0,0,0,0,0,0,20,73,0,6,0,0,0,98,0,0,20,73,0,6,0,0,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449922,190,190,0,0,0,0,0,190,0,0,0,0,0,0,0,0,0,0,0,7,19,2,0,71,0,1,1,57,.,.,.,.,.,.,.,.,.,.,0,7,19,2,0,71,0,1,1,57,0,0,100,.,.,.,0,0,100
449959,241,353,353,160,0,193,0,0,227,120,0,107,0,126,40,0,86,0,0,0,13,20,2,43,5,16,0,84,0,0,13,20,2,43,5,16,0,84,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449968,309,379,379,158,0,221,0,0,247,118,0,129,0,132,40,0,92,0,0,3,12,37,3,42,1,2,0,81,0,3,12,37,3,42,1,2,0,81,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449977,191,272,272,26,0,246,0,0,202,19,0,183,0,70,7,0,63,0,0,1,29,3,1,60,1,6,0,95,0,1,29,3,1,60,1,6,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449986,314,466,466,72,0,394,0,0,302,46,0,256,0,164,26,0,138,0,0,1,13,45,2,30,1,9,0,80,0,1,13,45,2,30,1,9,0,80,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
449995,181,250,250,91,0,159,0,0,145,60,0,85,0,105,31,0,74,0,0,4,30,10,0,37,18,0,1,95,0,4,30,10,0,37,18,0,1,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
450021,194,412,412,264,0,148,0,0,412,264,0,148,0,0,0,0,0,0,4,0,47,1,0,46,0,0,0,82,4,0,47,1,0,46,0,0,0,82,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
450058,1512,1512,1512,290,469,753,0,0,1512,290,469,753,0,0,0,0,0,0,0,4,48,2,0,35,4,5,0,81,0,4,48,2,0,35,4,5,0,81,.,.,.,.,.,.,.,.,.,.,0,67,33,0,67,33,.,.,.
450067,927,932,932,322,208,402,0,0,927,321,207,399,0,5,1,1,3,0,1,5,69,1,0,19,4,1,0,71,1,5,69,1,0,19,4,1,0,71,.,.,.,.,.,.,.,.,.,.,0,54,46,0,54,46,.,.,.
450119,153,261,261,132,0,129,0,0,261,132,0,129,0,0,0,0,0,0,3,2,11,10,5,54,1,14,0,92,3,2,11,10,5,54,1,14,0,92,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
450128,323,939,939,486,0,452,1,0,939,486,0,452,1,0,0,0,0,0,1,1,56,3,0,32,0,8,0,96,1,1,56,3,0,32,0,8,0,96,.,.,.,.,.,.,.,.,.,.,34,66,0,34,66,0,.,.,.
450298,280,550,495,54,107,333,1,55,30,0,6,24,0,465,54,101,309,1,1,1,56,9,0,27,5,1,0,76,1,1,55,8,0,28,5,1,0,76,0,0,64,13,0,15,9,0,0,73,100,0,0,100,0,0,100,0,0
450304,105,155,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,1,17,7,1,68,0,0,6,61,.,.,.,.,.,.,.,.,.,.,0,1,17,7,1,68,0,0,6,61,100,0,0,.,.,.,100,0,0
450377,1251,2483,2216,278,625,1313,0,267,123,0,30,93,0,2093,278,595,1220,0,0,0,73,2,0,21,3,1,0,79,0,0,71,2,0,22,3,1,0,79,1,0,84,3,0,10,2,0,0,82,100,0,0,100,0,0,100,0,0
450395,119,215,215,36,0,179,0,0,89,12,0,77,0,126,24,0,102,0,1,2,14,6,0,69,5,2,0,99,1,2,14,6,0,69,5,2,0,99,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
450401,607,701,701,454,0,247,0,0,701,454,0,247,0,0,0,0,0,0,5,1,18,9,1,47,2,17,0,94,5,1,18,9,1,47,2,17,0,94,.,.,.,.,.,.,.,.,.,.,9,8,83,9,8,83,.,.,.
450571,648,1112,1073,104,312,655,2,39,425,34,98,293,0,648,70,214,362,2,2,3,5,5,0,69,4,12,0,89,2,3,5,5,0,68,4,13,0,90,0,0,8,0,0,87,3,3,0,77,75,24,1,74,25,1,100,0,0
450599,90,125,125,48,0,77,0,0,125,48,0,77,0,0,0,0,0,0,0,0,50,2,0,25,6,18,0,98,0,0,50,2,0,25,6,18,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
450605,69,114,114,51,0,63,0,0,85,43,0,42,0,29,8,0,21,0,0,1,61,0,0,24,1,14,0,98,0,1,61,0,0,24,1,14,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
450614,106,166,166,57,0,109,0,0,134,52,0,82,0,32,5,0,27,0,1,1,79,3,0,13,2,1,0,98,1,1,79,3,0,13,2,1,0,98,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
450632,60,187,187,79,0,108,0,0,0,0,0,0,0,187,79,0,108,0,1,0,12,3,1,73,2,10,0,81,1,0,12,3,1,73,2,10,0,81,.,.,.,.,.,.,.,.,.,.,0,22,78,0,22,78,.,.,.
450641,192,306,306,72,0,234,0,0,186,59,0,127,0,120,13,0,107,0,1,0,4,9,1,82,3,1,0,92,1,0,4,9,1,82,3,1,0,92,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
450650,250,507,507,272,0,235,0,0,148,79,0,69,0,359,193,0,166,0,1,3,26,18,0,47,3,1,0,95,1,3,26,18,0,47,3,1,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
450696,325,536,536,175,138,223,0,0,536,175,138,223,0,0,0,0,0,0,1,8,9,58,1,16,1,5,1,90,1,8,9,58,1,16,1,5,1,90,.,.,.,.,.,.,.,.,.,.,0,49,51,0,49,51,.,.,.
450702,199,334,334,74,113,142,5,0,334,74,113,142,5,0,0,0,0,0,1,4,7,31,1,46,4,4,1,92,1,4,7,31,1,46,4,4,1,92,.,.,.,.,.,.,.,.,.,.,0,51,49,0,51,49,.,.,.
450711,54,106,106,91,0,15,0,0,106,91,0,15,0,0,0,0,0,0,0,0,83,12,0,5,0,0,0,16,0,0,83,12,0,5,0,0,0,16,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
450720,559,1135,1135,744,0,391,0,0,667,447,0,220,0,468,297,0,171,0,1,7,30,26,2,21,13,1,0,97,1,7,30,26,2,21,13,1,0,97,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
450933,21734,34331,24938,1166,5657,17944,171,9393,12472,796,3381,8260,35,12466,370,2276,9684,136,1,2,17,3,0,53,2,20,0,37,1,2,15,3,1,57,2,20,0,34,1,3,24,4,0,44,2,22,0,45,100,0,0,100,0,0,100,0,0
450951,252,236,236,124,0,112,0,0,236,124,0,112,0,0,0,0,0,0,4,3,12,19,2,58,0,1,0,35,4,3,12,19,2,58,0,1,0,35,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
450960,252,1028,1028,359,52,614,3,0,554,155,50,348,1,474,204,2,266,2,0,5,25,63,2,5,0,0,0,87,0,5,25,63,2,5,0,0,0,87,.,.,.,.,.,.,.,.,.,.,0,2,98,0,2,98,.,.,.
450988,141,365,365,113,0,252,0,0,233,74,0,159,0,132,39,0,93,0,1,76,2,13,0,7,1,1,1,89,1,76,2,13,0,7,1,1,1,89,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
451042,35,41,41,21,0,20,0,0,41,21,0,20,0,0,0,0,0,0,0,0,32,49,0,20,0,0,0,85,0,0,32,49,0,20,0,0,0,85,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
451051,58,170,170,45,0,125,0,0,0,0,0,0,0,170,45,0,125,0,1,2,35,13,0,35,12,1,0,91,1,2,35,13,0,35,12,1,0,91,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
451079,107,109,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,1,6,4,4,0,78,2,6,0,83,.,.,.,.,.,.,.,.,.,.,1,6,4,4,0,78,2,6,0,83,0,70,30,.,.,.,0,70,30
451097,118,176,176,133,0,43,0,0,102,62,0,40,0,74,71,0,3,0,0,6,10,51,0,34,0,0,0,63,0,6,10,51,0,34,0,0,0,63,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
451103,2664,3195,1526,485,199,842,0,1669,481,189,108,184,0,1045,296,91,658,0,0,0,11,86,0,2,0,0,0,71,0,0,16,82,0,2,0,0,0,79,0,0,6,91,0,3,0,0,0,63,0,0,100,0,0,100,0,0,100
451121,86,176,176,30,0,146,0,0,91,16,0,75,0,85,14,0,71,0,1,1,11,64,1,15,2,6,0,89,1,1,11,64,1,15,2,6,0,89,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
451149,666,1000,1000,94,0,906,0,0,1000,94,0,906,0,0,0,0,0,0,1,0,21,37,1,35,3,3,0,92,1,0,21,37,1,35,3,3,0,92,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
451158,703,1061,1061,204,0,857,0,0,1061,204,0,857,0,0,0,0,0,0,0,2,22,11,1,59,3,2,0,95,0,2,22,11,1,59,3,2,0,95,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
451167,94,176,176,27,0,149,0,0,119,22,0,97,0,57,5,0,52,0,0,2,32,56,0,9,1,0,0,63,0,2,32,56,0,9,1,0,0,63,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
451194,19,21,21,5,0,16,0,0,21,5,0,16,0,0,0,0,0,0,0,0,14,0,0,71,14,0,0,86,0,0,14,0,0,71,14,0,0,86,.,.,.,.,.,.,.,.,.,.,0,0,100,0,0,100,.,.,.
451228,350,443,443,251,0,192,0,0,443,251,0,192,0,0,0,0,0,0,1,1,28,4,0,60,4,0,0,19,1,1,28,4,0,60,4,0,0,19,.,.,.,.,.,.,.,.,.,.,78,0,22,78,0,22,.,.,.
