grant_id,status,event_history,termination_date,termination_indicator,reinstatement_date,reinstatement_indicator,project_title,organization,start_date,original_end_date,award_value,award_outlaid,award_frozen,award_remaining,notes,org_state,org_city,org_county,org_zip,project_description,org_type,award_region,gs_org,cfda_number,cfda_title,funding_opportunity_number,funding_opportunity_goals,usaspending_url,nggs_url
00A00596,❌ Terminated,"- 2022-05-02: Grant awarded
- 2022-05-02: Obligation of $200,000
- 2024-08-01: End date extended from 2024-03-31 to 2025-03-31
- 2025-03-25: [Reported terminated by Our Environment and Public Works Senate Committee](https://www.epw.senate.gov/public/_cache/files/2/f/2fba3e39-8f8f-4535-ac6b-ef1620896335/0FC77B05BE09FC4D2769B08E517E035F415F104DA17EBB6CF7816F99DB8A73E4.3.11.25-oa-list-of-targeted-grants.pdf)
- 2025-06-04: Reported terminated by DOGE
- 2025-07-01: Program reported terminated",2025-03-25T00:00:00Z,"DOGE reported, Program terminated, Senate committee list",NA,NA,EJCPS / ARP - Working Together for a Healthy Hartford,HARTFORD PARENT UNIVERSITY INC,2022-04-01T00:00:00Z,2025-03-31T00:00:00Z,200000,123221.45,NA,76778.55,NA,CT,HARTFORD,CAPITOL,06120,"DESCRIPTION:THE PURPOSE OF THIS COOPERATIVE AGREEMENT (FUNDED WITH AMERICAN RESCUE PLAN APPROPRIATIONS) IS TO PROVIDE FUNDING TO HARTFORD PARENT UNIVERSITY, INC. (HPU) TO PROVIDE TRAINING UNDER SECTION 103 OF THE CLEAN AIR ACT (CAA) AND SECTION 1442 OF THE SAFE DRINKING WATER ACT (SDWA) TO HARTFORD PARENTS SO THAT THEY CAN EDUCATE THE YOUTH OF HARTFORD ON THE DANGERS OF LEAD POISONING IN THE HOME, SCHOOL, AND IN THE DRINKING WATER SUPPLY. HPU PLANS TO INITIALLY FOCUS ON OUTREACH, EDUCATION, AND TRAINING OF PARENTS TO IMPROVE SCREENING AND TESTING FOR LEAD CONTAMINANTS IN WATER AND TO IDENTIFY LEAD PAINT IN HOMES.  HARTFORD HAS MANY RESIDENCES CONSTRUCTED BEFORE 1960, 18 YEARS BEFORE LEAD-BASED PAINTS WERE BANNED FOR USE. THIS INDICATES HIGH USAGE OF LEAD-BASED PAINTS IN EXISTING BUILDINGS IN HARTFORD, TO WHICH COMMUNITY MEMBERS, ESPECIALLY CHILDREN, ARE REGULARLY EXPOSED. WITHIN THEIR TWO-YEAR PLAN, HPU WILL EDUCATE FAMILIES ON THE DANGERS OF LEAD CONTAMINATION AND HOW TO PREVENT LEAD EXPOSURE TO KEEP LOCAL FAMILIES AND CHILDREN SAFE.

CAA 103(B)(3): PEOPLE WITH MODERATE-TO-SEVERE OR UNCONTROLLED ASTHMA ARE MORE LIKELY TO BE HOSPITALIZED FROM COVID-19. AIR POLLUTION MAY CONTRIBUTE TO ASTHMA. BY ADDRESSING AIR POLLUTION IN CAA 103(B)(3) PROJECTS, THE CHANCES OF SEVERE ILLNESS FROM COVID-19 ARE REDUCED.

SDWA 1442: HANDWASHING IS A WELL-ACCEPTED APPROACH TO COMBATING THE SPREAD OF COVID-19. CLEAN WATER IS NECESSARY FOR THE PROPER WASHING OF HANDS. SDWA 1442 GRANT PROJECTS CONTRIBUTE TO PROVIDING CLEAN WATER FOR HANDWASHING IN COMBATTING THE SPREAD OF COVID-19.
ACTIVITIES:ACTIVITIES TO BE PERFORMED INCLUDE: (1) EDUCATING 1,000 FAMILIES ON LEAD CONTAMINATION DANGERS AND (2) CONDUCT REVIEWS OF HOUSING STOCK TO CREATE A MAP OF 30 LEAD POLLUTED AND AFFECTED BUILDINGS IN HARTFORD TO DIRECTLY PROTECT THE FAMILIES OF HARTFORD, CONNECTICUT (CT) FROM LEAD POLLUTANT EXPOSURES. HARTFORD PARENT UNIVERSITY WILL USE FUNDING TO OPERATE PARENT TRAINING SESSIONS, PAY FOR LEAD TESTING KITS, FUND STAFF TRAVEL, AND PAY FOR COMMUNITY-DISTRIBUTED MATERIALS EDUCATING ABOUT THE DANGERS AND METHODS OF EXPOSURE OF LEAD POLLUTANTS.SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:ANTICIPATED DELIVERABLES AND EXPECTED OUTCOMES INCLUDE: (1) 1,000 STAKEHOLDERS ARMED WITH KNOWLEDGE AND AWARENESS ABOUT LEAD POISONING, AND (2) 30 HOMES IN HIGH RISK NEIGHBORHOODS WILL BE EVALUATED FOR LEAD CONTAMINATION IN WATER AND THE ENVIRONMENT. 

INTENDED BENEFICIARIES INCLUDE DIRECTLY PROTECTING THE FAMILIES OF HARTFORD, CT FROM LEAD POLLUTANT EXPOSURES.  AN INVOLVED AND EDUCATED COMMUNITY IS BETTER EQUIPPED TO PARTICIPATE IN EFFORTS TO PROTECT THEMSELVES AND THE ENVIRONMENT.",Not for Profit,REGION 1 (GRANTS OFFICE),Ofc Of The Regional Administrator R1,66.306,Environmental Justice Collaborative Problem Solving Cooperative Agreement Program,EPA-OP-OEJ-21-02,NA,https://www.usaspending.gov/award/ASST_NON_00A00596_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=00A00596
00A00600,❌ Terminated,"- 2022-06-16: Grant awarded
- 2022-06-16: Obligation of $74,965
- 2024-06-10: End date extended from 2024-06-30 to 2025-06-30
- 2024-11-30: Outlay of $63
- 2024-12-31: Outlay of $193
- 2025-02-28: Outlay of $2,650
- 2025-03-25: [Reported terminated by Our Environment and Public Works Senate Committee](https://www.epw.senate.gov/public/_cache/files/2/f/2fba3e39-8f8f-4535-ac6b-ef1620896335/0FC77B05BE09FC4D2769B08E517E035F415F104DA17EBB6CF7816F99DB8A73E4.3.11.25-oa-list-of-targeted-grants.pdf)
- 2025-03-28: End date cut off from 2025-06-30 to 2025-03-28
- 2025-03-28: Reported terminated by DOGE
- 2025-07-01: Program reported terminated
- 2025-08-31: Outlay of $15,048",2025-03-25T00:00:00Z,"DOGE reported, Program terminated, Proj. end date cut short, Senate committee list",NA,NA,"EJSG / ARP - Dwight, Healthy and Just Neighborhood","GREATER DWIGHT DEVELOPMENT CORPORATION, INC.",2022-05-01T00:00:00Z,2025-06-30T00:00:00Z,74965,58943.76,NA,16021.239999999998,NA,CT,NEW HAVEN,SOUTH CENTRAL CONNECTICUT,06511,"DESCRIPTION:THE PURPOSE OF THIS ARP FUNDED GRANT AGREEMENT IS TO USE AMERICAN RESCUE PLAN (ARP) APPROPRIATIONS TO PARTNER WITH THE YALE UNIVERSITY URBAN DESIGN WORKGROUP TO CONDUCT A COMMUNITY ENGAGEMENT AND PLANNING PROCESS TO ADDRESS AIR QUALITY AND URBAN HEAT ISLAND ISSUES IMPACTING LOCAL RESIDENTS. THE PROJECT, CONDUCTED BY THE GREATER DWIGHT DEVELOPMENT CORPORATION, BASED IN NEW HAVEN, CT, WILL DEVELOP RESEARCH ON LOCAL ENVIRONMENTAL CONDITIONS IN THE NEIGHBORHOOD, INCLUDING AIR QUALITY MONITORING; AND DEVELOP A WEB-BASED NEIGHBORHOOD PLANNING DOCUMENT, INCLUDING A GEOGRAPHIC INFORMATION SYSTEM (GIS), REAL-TIME DASHBOARD OF AIR QUALITY IN THE NEIGHBORHOOD FOR USE BY LOCAL RESIDENTS. THIS PROJECT WILL IMPROVE RESIDENT UNDERSTANDING OF ENVIRONMENT AND PUBLIC HEALTH ISSUES, IMPROVE AIR QUALITY AND GREEN SPACE FROM ADDED TREES, PLANTS, AND SHADE; AND EXPAND SOCIALIZATION OPPORTUNITIES THROUGH ACTIVITIES WITH OTHER RESIDENTS, FAMILIES, AND NEIGHBORS. THIS PROJECT SUPPORTS THE CLEAN AIR ACT (CAA) 103(B)(3): PEOPLE WITH MODERATE-TO-SEVERE OR UNCONTROLLED ASTHMA ARE MORE LIKELY TO BE HOSPITALIZED FROM COVID-19. AIR POLLUTION MAY CONTRIBUTE TO ASTHMA. BY ADDRESSING AIR POLLUTION IN CAA 103(B)(3) PROJECTS, THE CHANCES OF SEVERE ILLNESS FROM COVID-19 ARE REDUCED.
ACTIVITIES:THE PROJECT HAS THREE COMPONENTS: TO RESEARCH AND DOCUMENT URBAN AND ENVIRONMENTAL CONDITIONS IN THE NEIGHBORHOOD WHICH IMPACT RESIDENT HEALTH, CONTRIBUTING TO A COMPREHENSIVE UNDERSTANDING OF UNDERLYING ENVIRONMENTAL CONDITIONS, INCLUDING EXPANDING A NEIGHBORHOOD SCALE AIR QUALITY MONITORING NETWORK TO PROVIDE A NEW, COMMUNITY-OWNED DATASET THAT WILL BE USED FOR ONGOING AND FUTURE PLANNING EFFORTS; TO ENGAGE AND INFORM NEIGHBORHOOD RESIDENTS IN A PLANNING PROCESS THAT CREATES LEARNING FOR PLANNERS AND COMMUNITY MEMBERS THROUGH A SERIES OF OPEN CHARRETTE-STYLE ACTIVITIES, OPEN HOUSES, WALKING TOURS, A SCAVENGER HUNT, AND MEETINGS FOCUSED ON HEALTH AND THE URBAN ENVIRONMENT, INCLUDING A YOUTH EDUCATION COMPONENT TO DEVELOP AN ACTIONABLE NEIGHBORHOOD PLAN WITH PRIORITIES THAT GUIDES FUTURE ACTIVITIES TO IMPROVE HEALTH AND THE ENVIRONMENT. ACTIVITIES TO BE PERFORMED INCLUDE: CONDUCTING SIX PLANNING SESSIONS, PURCHASING AND INSTALLING SEVEN AIR MONITORS, COLLECTING AIR QUALITY DATA, CONDUCTING RESEARCH TO DEVELOP AN ENVIRONMENTAL HISTORY OF THE GREATER DWIGHT NEIGHBORHOOD, CREATE A NEW WEBSITE, AND POST AIR QUALITY DATA AND ANALYSIS OF THE NEIGHBORHOOD STUDY TO THE NEW WEBSITE TO EDUCATE LOCAL RESIDENTS. SUBRECIPIENT:A SUB AWARD TO YALE UNIVERSITY URBAN DESIGN WORKSHOP TO COLLECT AIR MONITORING DATA, ANALYZE TRENDS, AND PUBLISH THEIR STUDY ON A NEW WEBSITE.OUTCOMES:ANTICIPATED DELIVERABLES AND EXPECTED OUTCOMES OF THIS PROJECT INCLUDE (1) INCREASED UNDERSTANDING AND KNOWLEDGE ON AMBIENT AIR QUALITY ISSUES TO 20 COMMUNITY LEADERS AND 250 COMMUNITY MEMBERS; (2) IDENTIFYING DETERMINANTS OF A HEALTHY NEIGHBORHOOD; (3) PROVIDING A CLEAR UNDERSTANDING OF COMMUNITY PRIORITIES AS THEY RELATE TO IMPROVING PUBLIC HEALTH AND ENVIRONMENT; (4) RAISING AWARENESS WITHIN NEIGHBORHOOD, MUNICIPAL AND STATE GOVERNMENTS ABOUT OPPORTUNITIES IN GREATER DWIGHT TO IMPROVE AIR QUALITY; (5) IDENTIFY HOW URBAN FORM AND USE IMPACTS HEALTH, EMPOWERING NEIGHBORHOOD ADVOCACY; AND (6) IDENTIFY FUTURE PROJECTS INCLUDING TREE CANOPY AND IMPROVING BOTH OPEN SPACE AND PEDESTRIAN INFRASTRUCTURE. INTENDED BENEFICIARIES OF THIS PROJECT INCLUDE FAMILIES AND LOCAL RESIDENTS LIVING IN THE COMMUNITY NEIGHBORHOOD OF GREATER DWIGHT, WITHIN NEW HAVEN, CONNECTICUT. AN INVOLVED AND EDUCATED COMMUNITY IS BETTER EQUIPPED TO PARTICIPATE IN EFFORTS TO PROTECT THEMSELVES AND IMPROVE THE QUALITY OF THE ENVIRONMENT.",Not for Profit,REGION 1 (GRANTS OFFICE),Ofc Of The Regional Administrator R1,66.604,Environmental Justice Small Grant Program,EPA-OP-OEJ-21-01,"2 - TAKE DECISIVE ACTION TO ADVANCE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS 2.2 - EMBED ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS INTO EPA&RSQUO;S PROGRAMS, POLICIES, AND ACTIVITIES 2 - TAKE DECISIVE ACTION TO ADVANCE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS 2.2 - EMBED ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS INTO EPA&RSQUO;S PROGRAMS, POLICIES, AND ACTIVITIES S - CROSS AGENCY STRATEGY S.3 - ADVANCE EPA'S ORGANIZATIONAL EXCELLENCE AND WORKFORCE EQUITY 7 - ENSURE SAFETY OF CHEMICALS FOR PEOPLE AND THE ENVIRONMENT 7.2 - PROMOTE POLLUTION PREVENTION 6 - SAFEGUARD AND REVITALIZE COMMUNITIES 6.2 - REDUCE WASTE AND PREVENT ENVIRONMENTAL CONTAMINATION 2 - TAKE DECISIVE ACTION TO ADVANCE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS 2.2 - EMBED ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS INTO EPA&RSQUO;S PROGRAMS, POLICIES, AND ACTIVITIES 2 - TAKE DECISIVE ACTION TO ADVANCE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS 2.2 - EMBED ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS INTO EPA&RSQUO;S PROGRAMS, POLICIES, AND ACTIVITIES 2 - TAKE DECISIVE ACTION TO ADVANCE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS 2.2 - EMBED ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS INTO EPA&RSQUO;S PROGRAMS, POLICIES, AND ACTIVITIES 2 - TAKE DECISIVE ACTION TO ADVANCE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS 2.2 - EMBED ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS INTO EPA&RSQUO;S PROGRAMS, POLICIES, AND ACTIVITIES 5 - ENSURE CLEAN AND SAFE WATER FOR ALL COMMUNITIES  5.1 - ENSURE SAFE DRINKING WATER AND RELIABLE WATER INFRASTRUCTURE 2 - TAKE DECISIVE ACTION TO ADVANCE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS 2.1 - PROMOTE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS AT THE FEDERAL, TRIBAL, STATE, AND LOCAL LEVELS 2 - TAKE DECISIVE ACTION TO ADVANCE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS 2.2 - EMBED ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS INTO EPA&RSQUO;S PR",https://www.usaspending.gov/award/ASST_NON_00A00600_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=00A00600
00A00657,❌ Terminated,"- 2022-12-30: End date extended from 2022-12-31 to 2023-12-31
- 2024-01-11: End date extended from 2023-12-31 to 2024-12-31
- 2024-11-30: Outlay of $25,023
- 2024-12-23: End date extended from 2024-12-31 to 2025-02-28
- 2025-03-25: [Reported terminated by Our Environment and Public Works Senate Committee](https://www.epw.senate.gov/public/_cache/files/2/f/2fba3e39-8f8f-4535-ac6b-ef1620896335/0FC77B05BE09FC4D2769B08E517E035F415F104DA17EBB6CF7816F99DB8A73E4.3.11.25-oa-list-of-targeted-grants.pdf)
- 2025-05-31: Outlay of $65
- 2025-06-04: Reported terminated by DOGE
- 2025-07-01: Program reported terminated",2025-03-25T00:00:00Z,"DOGE reported, Program terminated, Senate committee list",NA,NA,Passamaquoddy Tribe of Pleasant Point Drinking Water Environmental  Small Grant.,PLEASANT POINT INDIAN RESERVATION,2020-01-01T00:00:00Z,2025-02-28T00:00:00Z,30000,28742.42,NA,1257.5800000000017,NA,ME,PERRY,WASHINGTON,04667,"THE GOAL OF THIS PROJECT IS TO CONDUCT TESTING OF DRINKING WATER QUALITY ON THE PASSAMAQUODDY TRIBE OF PLEASANT POINT RESERVATION, AND TO INCREASE COMMUNITY AWARENESS AND INVOLVEMENT RELATING TO DRINKING WATER EDUCATION. OUTPUTS INCLUDE A COMMUNITY DRINKING WATER REPORT, AS WELL AS INSTALLING AN EASILY ACCESSIBLE WATER PURIFICATION STATION FOR THE COMMUNITY TO USE. OVERALL, THE PROJECT WILL EMPOWER PLEASANT POINT RESERVATION COMMUNITY MEMBERS IN UNDERSTANDING THEIR DRINKING WATER ISSUES. WITH THE DATA COLLECTED FROM DRINKING WATER QUALITY TESTING, THE COMMUNITY CAN COLLECTIVELY DISCUSS AND DETERMINE AN ACTION PLAN AS IT PERTAINS TO THEIR DRINKING WATER.",Indian Tribe,REGION 1 (GRANTS OFFICE),Ofc Of The Regional Administrator R1,66.604,Environmental Justice Small Grant Program,EPA-OP-OEJ-19-01,"1 - TACKLE THE CLIMATE CRISIS 1.1 - REDUCE EMISSIONS THAT CAUSE CLIMATE CHANGE 2 - TAKE DECISIVE ACTION TO ADVANCE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS 2.2 - EMBED ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS INTO EPA&RSQUO;S PROGRAMS, POLICIES, AND ACTIVITIES 6 - SAFEGUARD AND REVITALIZE COMMUNITIES 6.1 - CLEAN UP AND RESTORE LAND FOR PRODUCTIVE USES AND HEALTHY COMMUNITIES  6 - SAFEGUARD AND REVITALIZE COMMUNITIES 6.2 - REDUCE WASTE AND PREVENT ENVIRONMENTAL CONTAMINATION 3 - GREATER CERTAINTY, COMPLIANCE, AND EFFECTIVENESS 3.3 - PRIORITIZE ROBUST SCIENCE 2 - TAKE DECISIVE ACTION TO ADVANCE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS 2.1 - PROMOTE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS AT THE FEDERAL, TRIBAL, STATE, AND LOCAL LEVELS 1 - TACKLE THE CLIMATE CRISIS 1.1 - REDUCE EMISSIONS THAT CAUSE CLIMATE CHANGE 1 - TACKLE THE CLIMATE CRISIS 1.1 - REDUCE EMISSIONS THAT CAUSE CLIMATE CHANGE 1 - A CLEANER, HEALTHIER ENVIRONMENT 1.4 - ENSURE SAFETY OF CHEMICALS IN THE MARKETPLACE 2 - MORE EFFECTIVE PARTNERSHIPS 2.2 - INCREASE TRANSPARENCY AND PUBLIC PARTICIPATION 3 - GREATER CERTAINTY, COMPLIANCE, AND EFFECTIVENESS 3.2 - CREATE CONSISTENCY AND CERTAINTY 3.5 - IMPROVE EFFICIENCY AND EFFECTIVENESS S - CROSS AGENCY STRATEGY S.1 - ENSURE SCIENTIFIC INTEGRITY AND SCIENCE-BASED DECISION MAKING 1 - A CLEANER, HEALTHIER ENVIRONMENT 1.3 - REVITALIZE LAND AND PREVENT CONTAMINATION 2 - TAKE DECISIVE ACTION TO ADVANCE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS 2.1 - PROMOTE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS AT THE FEDERAL, TRIBAL, STATE, AND LOCAL LEVELS 1 - TACKLE THE CLIMATE CRISIS 1.1 - REDUCE EMISSIONS THAT CAUSE CLIMATE CHANGE 5 - ENSURE CLEAN AND SAFE WATER FOR ALL COMMUNITIES 5.1 - ENSURE SAFE DRINKING WATER AND RELIABLE WATER INFRASTRUCTURE 2 - TAKE DECISIVE ACTION TO ADVANCE ENVIRON",https://www.usaspending.gov/award/ASST_NON_00A00657_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=00A00657
00A00782,❌ Terminated,"- 2021-09-16: Grant awarded
- 2021-09-16: Obligation of $24,999
- 2023-03-15: End date extended from 2023-09-30 to 2025-09-30
- 2024-07-01: Program manager changed from Hilary Sandler to Katherine Ghantou
- 2024-07-08: Program manager changed from Katherine Ghantou to Katherine Ghantous
- 2025-04-22: End date cut off from 2025-09-30 to 2025-04-22
- 2025-04-22: Reported terminated by DOGE",2025-04-22T00:00:00Z,"DOGE reported, Proj. end date cut short",NA,NA,Developing best-use patterns for postemergence herbicide applications in cranberry,UNIVERSITY OF MASSACHUSETTS,2021-10-01T00:00:00Z,2025-09-30T00:00:00Z,24999,22673.05,NA,2325.9500000000007,NA,MA,AMHERST,HAMPSHIRE,01003,"PER YOUR APPLICATION REQUEST DATED JULY 16, 2021, THIS GRANT AGREEMENT IS BEING AWARD FEDERAL FUNDING IN THE AMOUNT OF $24,999 TO THE UNIVERSITY OF MASSACHUSETTS CRANBERRY STATION. THESE FUNDS WILL ASSIST IN SUPPORTING THE INTEGRATED PEST MANAGEMENT (IPM) PROJECT LED BY THE UMASS CRANBERRY STATION THAT WILL EXAMINE CURRENT CRANBERRY GROWER PRACTICES TO PROMOTE TECHNIQUES THAT WILL MINIMIZE APPLICATOR EXPOSURE FROM OFF-TARGET DRIFT OR SPLASH FROM THE APPLICATION OF HERBICIDES IN CRANBERRY PRODUCTION. IN CONCERT WITH INDUSTRY PARTNERS, THIS PROJECT WILL SUPPORT FIELD WORK AND SAMPLING EFFORTS TO IMPROVE UNDERSTANDING OF RANGE OF RESIDUES (FRUIT OR LEAF TISSUES) THAT COULD OCCUR FROM POS EMERGENCE APPLICATIONS OF HERBICIDES.",State Institution of Higher Learning,REGION 1 (GRANTS OFFICE),Ofc Of The Regional Administrator R1,66.716,Research Development Monitoring Public Education Outreach Training Demonstrations and Studies,EPA-CEP-02,5 - ENSURE CLEAN AND SAFE WATER FOR ALL COMMUNITIES  5.1 - ENSURE SAFE DRINKING WATER AND RELIABLE WATER INFRASTRUCTURE,https://www.usaspending.gov/award/ASST_NON_00A00782_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=00A00782
00A01093,❌ Terminated,"- 2022-09-15: Grant awarded
- 2022-09-15: Obligation of $29,000
- 2025-03-31: Outlay of $4,184
- 2025-04-22: End date cut off from 2025-12-31 to 2025-04-22
- 2025-04-22: Reported terminated by DOGE",2025-04-22T00:00:00Z,"DOGE reported, Proj. end date cut short",NA,NA,Grower Outreach and Education: Sprayer Calibration and Support of IPM Practices,NEW ENGLAND VEGETABLE GROWERS ASSOCIATION INCORPORATED,2023-01-09T00:00:00Z,2025-12-31T00:00:00Z,29000,26963.18,NA,2036.8199999999997,NA,MA,ESSEX,ESSEX,01929,"DESCRIPTION:THE PROJECT WILL DEVELOP AND POST TO THE WEB POSTED SHORT DURATION SPRAYER CALIBRATION VIDEOS THAT WILL COVER 4 TYPES OF SPRAYERS; EACH WITH DIFFERENT CALIBRATION METHODS. EACH METHOD IS ACCOMPANIED BY A WORKSHEET THAT FACILITATES RELATED CALCULATIONS. THE VIDEOS WILL BE ADDED TO THE NEW ENGLAND VEGETABLE AND BERRY GROWERS' ASSOCIATION WEB SITE AND WILL BE ACCOMPANIED BY OUTREACH AND EDUCATION FOR FRUIT AND VEGETABLE GROWERS TO USE/APPLY IN THEIR INTEGRATED PEST MANAGEMENT (IPM) PRACTICES. PROJECT OUTREACH AND EDUCATION WILL BE CONDUCTED IN PERSON OR ON LINE.ACTIVITIES:VIDEOS:
RECORDING AND DEVELOPMENT OF CALIBRATION VIDEOS AND ASSOCIATED WORKSHEETS FOR WEB POSTING.
FIVE COUNT 30 TO 60 SECOND VIDEO CLIPS.
WEB PAGE UPDATES:
NEW ENGLAND VEGETABLE AND BERRY GROWER'S WEBPAGE UPDATE.
OUTREACH AND EDUCATION:
EDUCATIONAL SESSIONS-EITHER IN PERSON OR ON-LINE.SUBRECIPIENT:NO SUBAWARDS ARE INCLUDED IN THIS ASSISTANCE AGREEMENT.OUTCOMES:VIDEO DELIVERABLES:
SEVEN COUNT  - 5-MINUTE DURATION VIDEOS 
FIVE COUNT 30 TO 60 SECOND VIDEO CLIPS 
WORKSHEETS TO FACILITATE CALCULATION
OUTCOMES:  INCREASED APPLICATOR KNOWLEDGE AND USE OF CALIBRATION TECHNIQUES
BENEFICIARIES: APPLICATORS AND RELATED INDUSTRY PARTNERS

WEB PAGE DELIVERABLES
NEW ENGLAND VEGETABLE AND BERRY GROWER'S ASSOCIATION WEBPAGE UPDATE 
'SPRAYER CALIBRATION' HEADER FOR THE WEBPAGE.
HEADER CONTENT SUCH AS THE: CALIBRATION VIDEOS, VIDEO CLIPS AND ALL THE ASSOCIATED WORKSHEETS. ADDITIONAL RELATED CALIBRATION RESOURCES WILL BE INCLUDED. 
OUTCOMES:  INCREASED APPLICATOR KNOWLEDGE AND USE OF CALIBRATION TECHNIQUES
BENEFICIARIES: APPLICATORS AND RELATED INDUSTRY PARTNERS

OUTREACH AND EDUCATION DELIVERABLES
MINIMALLY, 2 PRESENTATIONS ON SPRAYER CALIBRATION AND EFFECTIVE PESTICIDE APPLICATION MADE IN COOPERATION WITH GROWER ORGANIZATIONS, COOPERATIVE EXTENSION OR RELATED STAKEHOLDERS. 
OUTCOMES:  INCREASED APPLICATOR KNOWLEDGE AND USE OF CALIBRATION TECHNIQUES
BENEFICIARIES: APPLICATORS AND RELATED INDUSTRY PARTNERS",Not for Profit,REGION 1 (GRANTS OFFICE),Ofc Of The Regional Administrator R1,66.716,Research Development Monitoring Public Education Outreach Training Demonstrations and Studies,EPA-CEP-02,"2 - TAKE DECISIVE ACTION TO ADVANCE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS 2.1 - PROMOTE ENVIRONMENTAL JUSTICE AND CIVIL RIGHTS AT THE FEDERAL, TRIBAL, STATE, AND LOCAL LEVELS 7 - ENSURE SAFETY OF CHEMICALS FOR PEOPLE AND THE ENVIRONMENT 7.1 - ENSURE CHEMICAL AND PESTICIDE SAFETY",https://www.usaspending.gov/award/ASST_NON_00A01093_068/,https://enviro.epa.gov/envirofacts/nggs/report?grantId=00A01093
