UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07
160977,R,540283172,R,270933428,R,0,R,887376913,R,203291343,R,164866632,R,206346918,R,477738652,R,477738652,R,0,R,684085570,R,6194086,R,390068094,R,21428683,R,7220523,R,0,R,424911386,R,153977958,R,151305567,R,142675673,R,3776860,R,12406754,R,671678816,R,0,R,684085570,R,1283927,R,279922,R,0,R,0,R,8659476,R,33401792,R,43625117,R,42341190,R,0,R,42341190,R,1283927,R,1283927,R,0,R,279922,R,279922,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,8659476,R,8659476,R,0,R,32117865,R,32117865,R,0,R,100552340,R,100552340,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1625794,R,1625794,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,11086274,R,6659203,R,166638,R,4260433,R,11086274,R,6659203,R,166638,R,4260433,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,28994426,R,3088871,R,22879296,R,3026259,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,9046733,R,8738664,R,308069,R,0,R,151305567,R,120664872,R,23354003,R,7286692,R,0,R,30414412,R,-30414412,R,0,R,151305567,R,151079284,R,-7060409,R,7286692,R,47923663,R,27820876,R,1905140,R,563378,R,0,R,0,R,22369025,R,9894364,R,25276484,R,11704114,R,21165641,R,11119754,R,24035720,R,7862564,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,142675673,R,68965050,R,21521548,R,18157740,R,10866685,R,4622086,R,18542564,1,R,428495127,R,446804807,R,18309680,R,8516124,R,30383512,R,-20589956,R,0,R,10455325,R,144235589,R,12406754,R,671678816,R,206346918,R,164866632,R,142675673
161004,R,2757592000,R,392836000,R,0,R,3234630000,R,431934000,R,251462000,R,343950000,R,2458746000,R,697002000,R,1761744000,R,2802696000,R,24267000,R,516347000,R,69297000,R,38928000,R,0,R,648839000,R,256003000,R,410279000,R,227774000,R,1097000,R,183602000,R,2619094000,R,0,R,2802696000,R,1977000,R,294000,R,0,R,0,R,52279000,R,8828000,R,63378000,R,51577000,R,9824000,R,61401000,R,1977000,R,1977000,R,0,R,294000,R,294000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,52122000,R,43782000,R,8340000,R,7008000,R,5524000,R,1484000,R,66451000,R,66451000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3418000,R,3351000,R,67000,R,0,R,164000,R,164000,R,0,R,0,R,0,R,0,R,0,R,0,R,43037000,R,11671000,R,9079000,R,22287000,R,43037000,R,11671000,R,9079000,R,22287000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,266900000,R,34988000,R,230329000,R,1583000,R,0,R,0,R,24814000,R,24814000,R,0,R,0,R,0,R,0,R,0,R,0,R,5495000,R,4119000,R,508000,R,868000,R,410279000,R,145558000,R,239983000,R,24738000,R,0,R,116921000,R,-116921000,R,0,R,410279000,R,262479000,R,123062000,R,24738000,R,76808000,R,37068932,R,3379000,R,937272,R,0,R,0,R,23506000,R,10272633,R,48481000,R,18255663,R,35033000,R,15892442,R,39470000,R,10237069,R,0,R,0,R,0,R,0,R,0,R,1097000,R,0,R,227774000,R,92664011,R,30854000,R,22952000,R,17365000,R,14635000,R,49303989,1,R,2422201000,R,2583406000,R,161205000,R,25174000,R,250827000,R,-114796000,R,0,R,35805000,R,225796000,R,183602000,R,2619094000,R,1997485000,R,251462000,R,227774000
161022,R,12416024,R,422138,R,0,R,17556559,R,213254,R,0,R,4927281,R,12416024,R,10193797,R,2222227,R,17343305,R,4618,R,454505,R,1845078,R,0,R,248764,R,2552965,R,2130827,R,5839456,R,3900021,R,0,R,1939435,R,15403870,R,0,R,17343305,R,519137,R,33553,R,206250,R,0,R,64037,Z,0,R,822977,R,303840,R,0,R,303840,R,0,R,0,R,0,R,33553,R,33553,R,0,R,206250,R,206250,R,0,R,0,R,0,R,0,R,64037,R,64037,R,0,R,0,R,0,R,0,R,3559516,R,3559516,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,10769,R,0,R,0,R,10769,R,10769,R,0,R,0,R,10769,R,0,R,0,R,0,R,0,R,0,Z,0,R,0,R,0,R,1642263,R,292828,Z,0,R,1349435,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,626908,R,626908,R,0,R,0,R,5839456,R,4479252,R,0,R,1360204,R,0,R,96999,R,-96999,Z,0,R,5839456,R,4576251,R,-96999,R,1360204,R,1555989,R,1120874,R,0,Z,0,R,0,Z,0,R,1068221,R,334734,R,437592,R,317320,R,838219,R,420010,R,0,Z,0,R,0,R,0,R,0,R,0,Z,0,R,0,R,0,R,3900021,R,2192938,R,423060,R,38694,R,88361,R,0,R,1156968,1,R,15403870,R,17343305,R,1939435,R,10769,R,1642263,R,-96999,R,383402,R,676230,R,4576251,R,1939435,R,15403870,R,17343305,R,0,R,3900021
161086,R,1275367000,R,859914000,R,0,R,2364066000,R,393656000,R,325762000,R,683500000,R,1286910000,R,697377000,R,589533000,R,1970410000,R,90304000,R,716580000,R,256287000,R,35975000,R,6145000,R,1105291000,R,245377000,R,355219000,R,218454000,R,296000,R,137061000,R,1833349000,R,0,R,1970410000,R,2099000,R,374000,R,122000,R,0,R,22693000,R,43716000,R,69004000,R,66783000,R,0,R,66783000,R,0,R,0,R,0,R,374000,R,374000,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,66409000,R,66409000,R,0,R,88089000,R,88089000,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,4031000,R,4031000,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,118762065,R,5293013,R,37854653,R,75614399,R,118762065,R,5293013,R,37854653,R,75614399,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,103946000,R,30151395,R,74895000,R,-1100395,R,0,R,0,R,38921000,R,38921000,R,0,R,0,R,0,R,0,Z,0,Z,0,R,1469935,R,1115000,R,354935,R,0,R,355219000,R,167600408,R,113104588,R,74514004,R,0,R,64785000,R,-64785000,Z,0,R,355219000,R,232385408,R,48319588,R,74514004,R,67022000,R,37950000,R,5380000,R,1647000,R,0,R,0,R,22018000,R,7234000,R,46876000,R,15810000,R,46272000,R,21103000,R,30886000,R,3518000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,218454000,R,87262000,R,27033000,R,21891000,R,17956000,R,10717000,R,53595000,1,R,1116123000,R,1160160000,R,44037000,R,20997000,R,85633000,R,-69775000,R,7182000,R,19912000,R,218444000,R,137061000,R,1833349000,R,622245000,R,325762000,R,218454000
161208,R,731483,R,1245033,R,90900,R,2925520,R,802856,R,441172,R,1373841,R,748823,R,256961,R,491862,R,2122664,R,66600,R,3336143,R,1361519,R,0,R,0,R,4764262,R,3519229,R,2477168,R,2339915,R,0,R,137253,R,1985410,R,1,R,2122664,R,19080,R,0,R,0,R,0,R,30000,R,36650,R,85730,R,66650,R,0,R,66650,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,66650,R,66650,R,0,R,1139460,R,1139460,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,951550,R,826550,R,125000,R,0,R,921550,R,826550,R,95000,R,0,R,30000,R,0,R,30000,R,0,R,0,R,0,R,0,R,0,R,218738,R,134863,R,83875,R,0,R,164410,R,164410,R,3010,R,3010,A,,A,,A,,A,,A,,A,,R,0,R,1,R,-1,R,0,R,2477168,R,2268294,R,208874,R,0,R,0,R,157815,R,-157815,Z,0,R,2477168,R,2426109,R,51059,R,0,R,473612,R,473612,R,0,R,0,R,0,R,0,R,9000,R,9000,R,41599,R,41599,R,333405,R,333405,R,0,R,0,R,0,A,,A,,A,,A,,R,1482299,R,162347,R,2339915,R,1019963,R,193951,R,230356,R,108361,R,22340,R,764944,1,R,1156318,R,1375056,R,218738,R,0,R,218738,R,-56413,R,56413,R,161789,R,2264311,R,137253,R,1985410,R,514030,R,441172,R,2339915
161457,R,336029104,R,258902517,R,0,R,788821790,R,203352636,R,149139871,R,510852583,R,74616571,R,37420942,R,37195629,R,585469154,R,23791889,R,303527730,R,51817830,R,64449952,R,0,R,443587401,R,184684884,R,276693062,R,208424670,R,-507700,R,67760692,R,517708462,R,0,R,585469154,R,2396626,R,444889,R,850625,R,0,R,1767802,R,44429108,R,49889050,R,46196910,R,0,R,46196910,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1767802,R,1767802,R,0,R,44429108,R,44429108,R,0,R,169517724,R,169517724,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,14208594,R,14208594,R,0,R,0,R,4959693,Z,0,R,4959693,Z,0,R,0,R,0,Z,0,Z,0,R,10525260,R,1377165,R,8060677,R,1087418,R,2464583,R,1377165,R,0,R,1087418,R,8060677,R,0,R,8060677,R,0,Z,0,Z,0,Z,0,Z,0,R,44891275,R,38636106,R,6255169,Z,0,R,0,R,0,R,30588169,R,30588169,R,888260,R,888260,R,1006999,R,999124,R,7875,Z,0,R,107088,R,107088,R,0,R,0,R,276693062,R,256322230,R,19283414,R,1087418,R,0,R,6218592,R,-6218592,R,0,R,276693062,R,262540822,R,13064822,R,1087418,R,79711566,R,46931793,R,7066323,R,3209243,R,9225036,R,2479351,R,23510746,R,10098589,R,28895628,R,9725431,R,32396546,R,10978976,R,26263966,R,4051385,R,0,R,1354859,R,880308,R,0,R,0,R,0,R,0,R,208424670,R,88355076,R,26316483,R,22827031,R,11494498,R,3462912,R,55968670,1,R,176069053,R,330754456,R,154685403,R,121140048,R,34520880,R,-975525,R,0,R,53864322,R,262540822,R,67760692,R,517708462,R,547392321,R,140885000,R,208424670
161509,R,18481465,R,16588761,R,0,R,49942890,R,14132040,R,11321481,R,14191513,R,21619337,R,13658662,R,7960675,R,35810850,R,513333,R,29166252,R,2538674,R,135596,R,0,R,32353855,R,15765094,R,23188085,R,20020901,R,0,R,3167184,R,32643666,R,0,R,35810850,R,691528,R,95052,R,104550,R,0,R,604693,R,7552073,R,9047896,R,8180368,R,176000,R,8356368,R,691528,R,691528,R,0,R,76663,R,76663,Z,0,R,104550,R,104550,Z,0,R,0,R,0,Z,0,R,604693,R,604693,Z,0,R,6878934,R,6702934,R,176000,R,10723271,R,10723271,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,768191,R,768191,R,0,R,0,R,104550,R,104550,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,3798397,R,701850,R,3001446,R,95101,R,3798397,R,701850,R,3001446,R,95101,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,2183732,R,11641,R,2172091,R,0,Z,0,Z,0,R,5232993,R,5232993,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,376951,R,376951,R,0,R,0,R,23188085,R,17919447,R,5173537,R,95101,R,0,R,0,Z,0,Z,0,R,23188085,R,17919447,R,5173537,R,95101,R,7207084,R,3389957,R,0,R,0,R,0,R,0,R,1073901,R,580556,R,2468901,R,1465605,R,4566792,R,2146567,R,4178352,R,408131,R,0,R,0,R,0,R,0,R,0,R,525871,R,0,R,20020901,R,7990816,R,1788349,R,8244011,R,1345409,R,126445,R,525871,1,R,15489525,R,17656671,R,2167146,R,642928,R,2183732,R,-659514,R,0,R,-420216,R,18904584,R,3167184,R,32643666,R,6269794,R,6352971,R,20020901
161518,R,16210942,R,39640870,R,0,R,64267160,R,17425971,R,10778862,R,29442594,R,17398595,R,7413743,R,9984852,R,46841189,R,11501109,R,60764385,R,12000519,R,83998,R,0,R,84350011,R,44709141,R,32888647,R,34747286,R,1991465,R,132826,R,46708363,R,0,R,46841189,R,1309925,R,236798,R,470930,R,0,R,639660,R,17765088,R,20422401,R,18404748,R,0,R,18404748,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,639660,R,639660,Z,0,R,17765088,R,17765088,R,0,R,16313679,R,16313679,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1900025,R,1900025,R,0,R,0,R,470930,R,470930,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1120271,R,603438,R,394596,R,122237,R,1083615,R,603438,R,357940,R,122237,R,36656,R,0,R,36656,R,0,Z,0,Z,0,Z,0,Z,0,R,1827300,R,11954,R,1815346,Z,0,R,87118,R,87118,R,9579410,R,9579410,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,1589914,R,1230840,R,359074,R,0,R,32888647,R,30197394,R,2569016,R,122237,R,0,R,4718412,R,-4718412,Z,0,R,32888647,R,34915806,R,-2149396,R,122237,R,10138295,R,6907260,Z,0,Z,0,Z,0,Z,0,R,1306556,R,625662,R,9201678,R,3895665,R,8267270,R,3130511,R,5833487,R,1579074,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,34747286,R,16138172,R,3169497,R,3098672,R,2654813,R,530705,R,9155427,1,R,16482838,R,16860942,R,378104,R,1476435,R,1926188,R,-1427305,R,-1597214,R,2159985,R,33721045,R,132826,R,46708363,R,31514069,R,10778862,R,34747286
161563,R,25537659,R,47145858,Z,0,R,86752537,R,16912991,R,11478155,R,42300870,R,27538676,R,13721099,R,13817577,R,69839546,R,12057935,R,59378400,R,6684952,R,1037766,R,0,R,79159053,R,32013195,R,27633429,R,24752393,R,0,R,2881036,R,66958510,R,0,R,69839546,R,1519806,R,248573,R,643062,R,0,R,2679669,R,11494336,R,16585446,R,13980326,R,193679,R,14174005,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,2679669,R,2679669,Z,0,R,11494336,R,11300657,R,193679,R,7722251,R,7722251,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,2462262,R,2442275,R,19987,R,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,5136773,R,727675,R,4108887,R,300211,R,1536672,R,174236,R,1062225,R,300211,R,3600101,R,553439,R,3046662,R,0,Z,0,Z,0,Z,0,Z,0,R,4840369,R,3907911,R,932458,Z,0,Z,0,Z,0,R,7150953,R,7150953,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,320821,R,320821,R,0,R,0,R,27633429,R,22271886,R,5061332,R,300211,R,0,R,0,Z,0,Z,0,R,27633429,R,22271886,R,5061332,R,300211,R,5074927,R,3376158,Z,0,Z,0,R,661293,R,287603,R,2367858,R,1298766,R,7006035,R,2835572,R,4808729,R,2142006,R,4833551,R,235064,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,24752393,R,10175169,R,1872112,R,2361007,R,2114164,R,332630,R,7897311,1,R,21046818,R,25337861,R,4291043,R,866031,R,3907912,R,-482900,R,0,R,0,R,0,R,2881036,R,66958510,R,0,R,10117561,R,24752393
161572,R,16527514,R,24388095,R,0,R,90752974,R,26557054,R,26557054,R,47337059,R,16858861,R,11586296,R,5272565,R,64195920,R,946950,R,7046353,R,6680579,R,9750,R,21274232,R,35957864,R,11569769,R,62649588,R,49151989,R,280383,R,13777982,R,50417938,R,0,R,64195920,R,17098653,R,189723,R,133165,R,0,R,0,R,39256,R,17460797,R,351279,R,10864,R,362143,R,0,R,0,R,0,R,189723,R,184031,R,5692,R,133165,R,129170,R,3995,R,0,R,0,R,0,R,39255,R,38078,R,1177,R,0,R,0,R,0,R,57445398,R,57445398,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,1051322,R,1051322,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,539255,R,41993,R,497262,R,0,R,539255,R,41993,R,497262,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,2890973,R,1279915,R,1611058,Z,0,R,0,R,0,R,722640,R,722640,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,62649588,R,60541268,R,2108320,Z,0,R,0,R,1617993,R,-1617993,Z,0,R,62649588,R,62159261,R,490327,R,0,R,10546541,R,8013696,R,0,R,0,R,0,R,0,R,21013484,R,2594817,R,3054889,R,1704881,R,11648451,R,2112980,R,2714873,R,379186,R,173751,R,0,R,0,R,0,R,0,R,0,R,0,R,49151989,R,14805560,R,3131203,R,1890998,R,2720734,R,394457,R,26209037,1,R,15865309,R,16527514,R,662205,R,20499,R,1655568,R,-1013862,R,0,R,13287655,R,62439644,R,13777982,R,50417938,R,36372917,R,26557054,R,49151989
162061,R,9245080,R,11353782,R,3408333,R,28743811,R,5429739,R,3621169,R,17110080,R,6203992,R,2760464,R,3443528,R,23314072,R,2050717,R,21495218,R,6952641,R,0,R,0,R,30498576,R,19144794,R,23181461,R,21960057,R,0,R,1221404,R,22092668,R,0,R,23314072,R,651323,R,135181,R,457294,R,0,R,213894,R,2541945,R,3999637,R,651323,R,0,R,651323,R,651323,R,651323,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,18142334,R,18142334,R,0,R,0,R,0,R,0,R,0,R,0,R,1405186,R,1405186,R,0,R,0,R,0,R,0,R,0,R,0,R,1237690,R,84538,R,1153152,R,0,R,457894,R,0,R,457894,R,0,R,0,R,0,R,0,R,0,R,62327,R,36664,R,4363,R,21300,R,62327,R,36664,R,4363,R,21300,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1021368,R,102093,R,919275,R,0,R,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,R,854662,R,817822,R,36840,R,0,R,23181461,R,20588637,R,2571524,R,21300,R,0,R,-1871513,R,1871513,R,0,R,23181461,R,18717124,R,4443037,R,21300,R,5362872,R,3957796,R,0,R,0,R,0,R,0,R,3188109,R,1116543,R,5705813,R,1479837,R,4354949,R,1569628,R,0,R,0,R,3348314,R,0,R,0,R,0,R,0,R,0,R,0,R,21960057,R,8123804,R,1051492,R,1754801,R,641371,R,205906,R,10182683,1,R,5402570,R,6122824,R,720254,R,21209,R,919275,R,-220230,R,0,R,500093,R,20588637,R,1221404,R,22092668,R,6050302,R,3621169,R,21960057
162210,R,0,R,25693294,R,0,R,40383421,R,26602390,R,19715704,R,7733176,R,6047855,R,3255518,R,2792337,R,13781031,R,4218180,R,41167270,R,9536583,R,447981,R,4418470,R,59788484,R,34095190,R,26510829,R,26661270,R,219635,R,69194,R,13711837,R,0,R,13781031,R,1226569,R,121849,R,473492,R,0,R,0,R,4781175,R,6603085,R,5376516,R,0,R,5376516,R,0,R,0,R,0,R,121849,R,121849,R,0,R,473492,R,473492,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,4781175,R,4781175,R,0,R,8472059,R,8472059,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,11739190,R,10537681,R,1201509,R,0,R,10272857,R,9071348,R,1201509,R,0,R,1466333,R,1466333,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,211782,R,137897,R,73885,Z,0,Z,0,Z,0,R,2881312,R,2881312,Z,0,Z,0,R,3206486,R,3190456,R,16030,Z,0,R,0,R,2141660,R,-2141660,R,0,R,26510829,R,27361065,R,-850236,R,0,R,0,R,2141660,R,-2141660,Z,0,R,26510829,R,29502725,R,-2991896,R,0,R,10595186,R,4742325,R,0,R,0,R,0,R,0,R,2077544,R,773251,R,3742031,R,1714314,R,7187378,R,2423535,R,3059131,R,927092,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,26661270,R,10580517,R,3605378,R,953189,R,1654580,R,2924462,R,6943144,1,R,4086798,R,4354339,R,267541,R,1545,R,294124,R,-2650,R,-25478,R,699795,R,27361065,R,69194,R,13711837,R,1865022,R,19715704,R,26661270
162654,R,301485000,R,155441000,Z,0,R,477504000,R,125464000,R,108945000,R,68053000,R,283987000,R,157827000,R,126160000,R,352040000,R,14780000,R,261585000,R,33858000,R,3503000,R,0,R,313726000,R,158285000,R,124284000,R,75906000,R,875000,R,49253000,R,302787000,R,0,R,352040000,R,2235563,R,173384,R,4512652,R,1011397,R,3322172,R,28009498,R,39264666,R,34409000,R,0,R,34409000,R,0,R,0,R,0,R,156852,R,156852,R,0,R,2920478,R,2920478,R,0,R,0,R,0,R,0,R,5380767,R,5380767,R,0,R,25950903,R,25950903,R,0,R,18236000,R,18236000,R,0,R,0,R,323000,R,323000,R,0,R,0,R,3852000,R,3852000,R,0,R,0,R,246000,R,246000,R,0,R,0,R,1024000,R,1024000,R,0,R,0,R,82000,R,82000,R,0,R,0,R,0,R,0,R,0,R,0,R,61962000,R,8227000,R,4670000,R,49065000,R,61848000,R,8113000,R,4670000,R,49065000,R,114000,R,114000,R,0,R,0,R,0,R,0,R,0,R,0,R,23496000,R,13023000,R,6098000,R,4375000,R,0,R,0,R,14052000,R,14052000,R,0,R,0,R,0,R,0,R,0,R,0,R,1011000,R,954000,R,57000,R,0,R,124284000,R,60019000,R,10825000,R,53440000,R,0,R,3565000,R,-3570000,R,5000,R,124284000,R,63584000,R,7255000,R,53445000,R,21926000,R,11053000,R,15000,R,14000,R,0,R,0,R,7895000,R,5079000,R,12873000,R,5792000,R,15025000,R,6677000,R,18172000,R,2330000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,75906000,R,30945000,R,6687000,R,4782000,R,8943000,R,4013000,R,20536000,1,R,239770000,R,292650000,R,52880000,R,48917000,R,22508000,R,-18952000,R,407000,R,-11447000,R,67843000,R,49253000,R,302787000,R,104051000,R,62385000,R,75906000
