UNITID,XF2A01,F2A01,XF2A19,F2A19,XF2A20,F2A20,XF2A02,F2A02,XF2A03,F2A03,XF2A03A,F2A03A,XF2A04,F2A04,XF2A05,F2A05,XF2A05A,F2A05A,XF2A05B,F2A05B,XF2A06,F2A06,XF2A11,F2A11,XF2A12,F2A12,XF2A13,F2A13,XF2A15,F2A15,XF2A16,F2A16,XF2A17,F2A17,XF2A18,F2A18,XF2B01,F2B01,XF2B02,F2B02,XF2B03,F2B03,XF2B04,F2B04,XF2B05,F2B05,XF2B06,F2B06,XF2B07,F2B07,XF2C01,F2C01,XF2C02,F2C02,XF2C03,F2C03,XF2C04,F2C04,XF2C05,F2C05,XF2C06,F2C06,XF2C07,F2C07,XF2C08,F2C08,XF2C09,F2C09,XF2C10,F2C10,XF2C12,F2C12,XF2C121,F2C121,XF2C122,F2C122,XF2C13,F2C13,XF2C131,F2C131,XF2C132,F2C132,XF2C14,F2C14,XF2C141,F2C141,XF2C142,F2C142,XF2C15,F2C15,XF2C151,F2C151,XF2C152,F2C152,XF2C16,F2C16,XF2C161,F2C161,XF2C162,F2C162,XF2C17,F2C17,XF2C171,F2C171,XF2C172,F2C172,XF2D01,F2D01,XF2D012,F2D012,XF2D013,F2D013,XF2D014,F2D014,XF2D02,F2D02,XF2D022,F2D022,XF2D023,F2D023,XF2D024,F2D024,XF2D03,F2D03,XF2D032,F2D032,XF2D033,F2D033,XF2D034,F2D034,XF2D04,F2D04,XF2D042,F2D042,XF2D043,F2D043,XF2D044,F2D044,XF2D05,F2D05,XF2D052,F2D052,XF2D053,F2D053,XF2D054,F2D054,XF2D06,F2D06,XF2D062,F2D062,XF2D063,F2D063,XF2D064,F2D064,XF2D07,F2D07,XF2D072,F2D072,XF2D073,F2D073,XF2D074,F2D074,XF2D08,F2D08,XF2D082,F2D082,XF2D083,F2D083,XF2D084,F2D084,XF2D08A,F2D08A,XF2D082A,F2D082A,XF2D083A,F2D083A,XF2D084A,F2D084A,XF2D08B,F2D08B,XF2D082B,F2D082B,XF2D083B,F2D083B,XF2D084B,F2D084B,XF2D09,F2D09,XF2D092,F2D092,XF2D093,F2D093,XF2D094,F2D094,XF2D10,F2D10,XF2D102,F2D102,XF2D103,F2D103,XF2D104,F2D104,XF2D11,F2D11,XF2D112,F2D112,XF2D12,F2D12,XF2D122,F2D122,XF2D13,F2D13,XF2D132,F2D132,XF2D14,F2D14,XF2D142,F2D142,XF2D143,F2D143,XF2D144,F2D144,XF2D15,F2D15,XF2D152,F2D152,XF2D153,F2D153,XF2D154,F2D154,XF2D16,F2D16,XF2D162,F2D162,XF2D163,F2D163,XF2D164,F2D164,XF2D17,F2D17,XF2D172,F2D172,XF2D173,F2D173,XF2D174,F2D174,XF2D18,F2D18,XF2D182,F2D182,XF2D183,F2D183,XF2D184,F2D184,XF2E011,F2E011,XF2E012,F2E012,XF2E021,F2E021,XF2E022,F2E022,XF2E031,F2E031,XF2E032,F2E032,XF2E041,F2E041,XF2E042,F2E042,XF2E051,F2E051,XF2E052,F2E052,XF2E061,F2E061,XF2E062,F2E062,XF2E071,F2E071,XF2E072,F2E072,XF2E081,F2E081,XF2E091,F2E091,XF2E092,F2E092,XF2E101,F2E101,XF2E102,F2E102,XF2E121,F2E121,XF2E122,F2E122,XF2E131,F2E131,XF2E132,F2E132,XF2E133,F2E133,XF2E134,F2E134,XF2E135,F2E135,XF2E136,F2E136,XF2E137,F2E137,F2FHA,XF2H01,F2H01,XF2H02,F2H02,XF2H03,F2H03,XF2H03A,F2H03A,XF2H03B,F2H03B,XF2H03C,F2H03C,XF2H03D,F2H03D,XF2I01,F2I01,XF2I02,F2I02,XF2I03,F2I03,XF2I04,F2I04,XF2I05,F2I05,XF2I06,F2I06,XF2I07,F2I07
100690,R,10536035,R,2433432,R,0,R,16820592,R,926932,R,0,R,15410339,R,483321,R,174864,R,308457,R,15893660,R,1340625,R,1065662,R,3216469,R,0,R,0,R,5622756,R,3189324,R,7840002,R,7453320,R,0,R,386682,R,15506978,R,0,R,15893660,R,1,R,13959,R,0,R,0,R,0,R,810026,R,823986,R,823985,R,0,R,823985,R,0,R,0,R,0,R,13959,R,13959,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,810026,R,810026,R,0,R,7408702,R,7408702,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,13959,R,13959,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,77845,R,77845,R,0,R,0,R,77845,R,77845,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,140875,R,143066,R,-2191,R,0,Z,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,198621,R,198621,R,0,R,0,R,7840002,R,7842193,R,-2191,R,0,R,0,R,0,R,0,R,0,R,7840002,R,7842193,R,-2191,R,0,R,2601674,R,1922659,R,0,R,0,R,0,R,0,R,714381,R,494843,R,1139153,R,868305,R,2998112,R,1063879,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,7453320,R,4349686,R,582179,R,147985,R,99768,R,0,R,2273702,1,R,174864,R,174819,R,-45,R,0,R,0,R,0,R,-45,R,388873,R,7408702,R,386682,R,15506978,R,15893660,R,0,R,7453320
101189,R,35474378,R,62376181,Z,0,R,116948965,R,44774798,R,29650066,R,36354828,R,35819339,R,15569083,R,20250256,R,72174167,R,8096644,R,79468982,R,38456682,R,3324421,Z,0,R,129346729,R,66970548,R,71282315,R,56787836,R,0,R,14494479,R,57679688,R,0,R,72174167,R,5351969,R,252299,R,1705152,Z,0,R,982758,R,13997940,R,22290118,R,14273609,R,1138991,R,15412600,R,0,R,0,R,0,R,252299,R,233654,R,18645,R,179603,R,166330,R,13273,R,0,Z,0,Z,0,R,982758,R,910132,R,72626,R,13997940,R,12963493,R,1034447,R,40809561,R,40809561,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3105132,R,0,R,3105132,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,19008119,R,3509845,R,14021503,R,1476771,R,19008119,R,3509845,R,14021503,R,1476771,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3502644,R,846869,R,2540052,R,115723,R,0,R,0,R,3511564,R,3511564,R,0,R,0,R,0,R,0,R,0,R,0,R,1345295,R,1293637,R,42669,R,8989,R,71282315,R,49971476,R,19709356,R,1601483,R,0,R,4294369,R,-4294369,R,0,R,71282315,R,54265845,R,15414987,R,1601483,R,24643582,R,13959952,R,0,R,0,R,733692,R,460284,R,4345356,R,1902226,R,10631139,R,3854314,R,11275134,R,3769968,R,5158933,R,282440,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,56787836,R,24229184,R,4941560,R,5480167,R,3745325,R,1216716,R,17174884,1,R,20078568,R,23452655,R,3374087,R,1485760,R,2765824,R,-877497,R,0,R,-2521991,R,54265845,R,14494479,R,57679688,R,11418028,R,29650066,R,56787836
101365,R,0,R,3703616,R,0,R,21815561,R,8723539,R,0,R,13092022,R,0,Z,0,R,0,R,13092022,R,280000,R,4306454,R,1198435,R,0,R,0,R,5784889,R,2081273,R,6556903,R,6849921,R,-16101,R,-309119,R,13401140,R,1,R,13092022,R,1829292,R,192782,R,47233,R,0,R,0,R,1032150,R,3101457,R,1032150,R,0,R,1032150,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,1032150,R,1032150,R,0,R,6118925,R,6118925,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,31949,R,31949,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,-232,R,-232,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,406261,R,406261,R,0,R,0,R,6556903,R,6556903,R,0,R,0,R,0,R,0,R,0,R,0,R,6556903,R,6556903,R,0,R,0,R,2674988,R,1549862,R,0,R,0,R,0,R,0,R,374605,R,192344,R,2214504,R,634577,R,970363,R,291482,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,615461,R,0,R,6849921,R,2668265,R,526182,R,320866,R,302676,R,0,R,3031932,2,A,,A,,A,,A,,A,,A,,A,,R,-309119,R,6556903,R,-309119,R,13401140,R,0,R,0,R,6849921
101435,R,56816094,R,30706999,R,0,R,94789198,R,24955486,R,19620109,R,11743445,R,58090267,R,53256304,R,4833963,R,69833712,R,3049311,R,51395125,R,14915474,R,1778238,R,0,R,71138148,R,40431149,R,28272325,R,25474276,R,0,R,2798049,R,67035663,R,0,R,69833712,R,1986070,R,198828,R,1389759,R,0,R,4203910,R,7528630,R,15307197,R,13321127,R,0,R,13321127,R,0,R,0,R,0,R,198828,R,198828,R,0,R,1389759,R,1389759,R,0,R,0,R,0,R,0,R,11732540,R,11732540,R,0,R,0,R,0,R,0,R,11610782,R,11610782,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2886444,R,1487783,R,1248806,R,149855,R,2699126,R,1487783,R,1211343,R,0,R,187318,R,0,R,37463,R,149855,R,0,R,0,R,0,R,0,R,4551195,R,1850930,R,140456,R,2559809,R,0,R,0,R,7231995,R,7231995,R,0,R,0,R,91908,R,91908,R,0,R,0,R,1900001,R,1900000,R,0,R,1,R,28272325,R,24173398,R,1389262,R,2709665,R,0,R,2344912,R,-2344912,R,0,R,28272325,R,26518310,R,-955650,R,2709665,R,5957811,R,3530879,R,0,R,0,R,0,R,0,R,1962676,R,1053975,R,8496772,R,3863502,R,4515696,R,1915947,R,4541321,R,241380,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,25474276,R,10605683,R,2314489,R,1656240,R,2337372,R,610054,R,7950438,1,R,53910160,R,56797744,R,2887584,R,187319,R,2020180,R,-1900000,R,2580085,R,1044034,R,26518306,R,2798049,R,67035663,R,7268578,R,19618928,R,25474276
101453,R,18950065,R,3030725,R,0,R,29273729,R,1277274,R,0,R,6393629,R,21602826,R,9627291,R,11975535,R,27996455,R,1019750,R,2841330,R,4026515,R,0,R,0,R,7887595,R,4856870,R,9802352,R,3662002,R,0,R,6140350,R,21856105,R,0,R,27996455,R,118517,R,5544,R,0,R,0,R,571354,R,0,R,695415,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,R,0,R,316188,R,316188,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,7325995,R,2219452,R,5003300,R,103243,R,7145040,R,2038497,R,5003300,R,103243,R,180955,R,180955,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,1925347,R,504867,R,1418902,R,1578,Z,0,Z,0,R,60094,R,60094,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,174728,R,174728,R,0,R,0,R,9802352,R,3275329,R,6422202,R,104821,R,0,R,659001,R,-659001,Z,0,R,9802352,R,3934330,R,5763201,R,104821,R,751022,R,539216,R,77288,R,56836,R,109073,R,58611,R,357006,R,205671,R,536883,R,346884,R,1741263,R,720801,R,89467,R,12208,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3662002,R,1940227,R,286036,R,300658,R,281846,R,0,R,853235,1,R,15040187,R,15830314,R,790127,R,103243,R,1345885,R,-659001,R,0,R,272328,R,3898213,R,6140350,R,21856105,R,14367889,R,0,R,3662002
101675,R,30341258,R,58734575,R,0,R,99847388,R,18718069,R,13187375,R,77106587,R,4022732,R,3064814,R,957918,R,81129319,R,6713131,R,81381825,R,21829595,R,8347717,R,0,R,118272268,R,59537693,R,32071605,R,28894764,R,-2801349,R,375492,R,77952478,R,2801349,R,81129319,R,5467612,Z,0,R,742982,R,0,R,2299326,R,2599004,R,11108924,R,4027093,R,0,R,4027093,R,0,R,0,R,0,R,324909,R,324909,Z,0,R,742982,R,742982,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,2959202,R,2959202,R,0,R,13726743,R,13726743,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,Z,0,R,4850584,R,0,R,4850584,R,0,R,742982,R,0,R,742982,Z,0,Z,0,Z,0,Z,0,Z,0,R,4316991,R,2760647,R,1556344,R,0,R,0,R,0,R,0,R,0,R,4316991,R,2760647,R,1556344,R,0,R,0,R,0,R,0,R,0,R,2801349,R,2801349,R,0,R,0,R,0,R,0,R,4830884,R,4830884,R,0,R,0,R,0,R,0,R,0,R,0,R,802072,R,802072,R,0,R,0,R,32071605,R,24921695,R,7149910,R,0,R,0,R,7149910,R,-7149910,R,0,R,32071605,R,32071605,R,0,R,0,R,5518577,R,3503216,R,0,R,0,R,0,R,0,R,2222695,R,1202274,R,8869038,R,3379770,R,9241971,R,2468319,R,3042483,R,484344,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,28894764,R,11037923,R,1904048,R,4496463,R,2324563,R,297876,R,8833891,1,R,27539903,R,30341252,R,2801349,R,0,R,2801349,R,0,R,0,R,375492,R,29270256,R,375492,R,77952478,R,81129319,R,13187375,R,28894764
101693,R,26317514,R,33367800,R,0,R,73653262,R,32965045,R,29320804,R,12427006,R,28261211,R,19124957,R,9136254,R,40688217,R,1297996,R,62073213,R,14933182,R,14691,R,1042470,R,79361552,R,45993752,R,31173357,R,31666927,R,0,R,-493570,R,41181787,R,0,R,40688217,R,2607752,R,76936,R,1297042,R,0,R,3119737,R,14183815,R,21285282,R,17375680,R,0,R,17375680,R,0,R,0,R,0,R,76936,R,76936,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,3119737,R,3119737,R,0,R,14179007,R,14179007,R,0,R,14003121,R,14003121,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,160606,R,160606,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,7278685,R,1850499,R,5258422,R,169764,R,4424549,R,1850499,R,2404286,R,169764,R,2854136,R,0,R,2854136,R,0,R,0,R,0,R,0,R,0,R,2470616,R,883174,R,1531400,R,56042,R,0,R,0,R,6865195,R,6865195,R,0,R,0,R,0,R,0,R,0,R,0,R,395134,R,365697,R,29437,R,0,R,31173357,R,24128292,R,6819259,R,225806,R,0,R,6909014,R,-6909014,R,0,R,31173357,R,31037306,R,-89755,R,225806,R,11375809,R,6090566,R,0,R,0,R,0,R,0,R,752306,R,168747,R,3297373,R,1568239,R,6144442,R,2484622,R,10096997,R,1286909,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,31666927,R,11599083,R,3801821,R,3987635,R,2173700,R,1781306,R,8323382,1,R,23843738,R,25213200,R,1369462,R,169764,R,1913308,R,-1969258,R,1255648,R,-629621,R,31037306,R,-493570,R,41181787,R,17070461,R,29320804,R,31666927
101912,R,17303920,R,60060344,R,0,R,112088713,R,37348020,R,27324175,R,40920249,R,33820444,R,8688068,R,25132376,R,74740693,R,5909355,R,94996605,R,39580722,R,0,R,5019423,R,145506105,R,85445761,R,63553119,R,65783520,R,0,R,-2230401,R,76971094,R,0,R,74740693,R,3367286,R,4119145,R,325860,R,0,R,12910291,R,157237,R,20879819,R,10574335,R,7229641,R,17803976,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,17803976,R,10574335,R,7229641,R,17248039,R,17248039,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,7333489,R,0,R,7333489,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,8778306,R,5836921,R,2895201,R,46184,R,4450007,R,3612937,R,790886,R,46184,R,4328299,R,2223984,R,2104315,R,0,R,9441277,R,9441277,R,0,R,0,R,2321263,R,242012,R,1052691,R,1026560,R,325972,R,325972,R,9826933,R,9826933,R,0,R,0,R,1816810,R,1816810,R,0,R,0,R,6461030,R,6290727,R,98757,R,71546,R,63553119,R,51028691,R,11380138,R,1144290,R,0,R,9407264,R,-9407264,R,0,R,63553119,R,60435955,R,1972874,R,1144290,R,12816018,R,8206308,R,706959,R,451828,R,1089460,R,371739,R,4155972,R,1590423,R,5807791,R,2125012,R,12923579,R,3864052,R,6877020,R,401746,R,0,R,0,Z,0,R,3024147,R,524758,R,18382574,R,4,R,65783520,R,17535870,R,7744258,R,5289718,R,5078197,R,785018,R,29350459,1,R,13631785,R,9755394,R,-3876391,R,109724,R,1303471,R,-4200903,R,-1088683,R,-5347565,R,60435955,R,-2230401,R,76971094,R,26681167,R,27324175,R,65783520
102049,R,465570529,R,446588421,R,0,R,1191579925,R,643748079,R,553945632,R,108376187,R,439455659,R,284461331,R,154994328,R,547831846,R,92274304,R,487782595,R,107100576,R,112039494,R,0,R,799196969,R,352608548,R,229931884,R,197342370,R,-2330290,R,30259224,R,517572622,R,0,R,547831846,R,2420887,R,293537,R,1868725,R,0,R,8406000,R,81401000,R,94390149,R,89807000,R,0,R,89807000,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,8406000,R,8406000,R,0,R,81401000,R,81401000,R,0,R,120175870,R,120175870,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,2434919,R,91465,R,2343454,R,0,R,45778,R,6899,R,38879,R,0,R,0,R,0,R,0,R,0,R,25267336,R,8571149,R,9229358,R,7466829,R,23099001,R,8266097,R,7366075,R,7466829,R,2168335,R,305052,R,1863283,R,0,R,0,R,0,R,0,R,0,R,40968664,R,11251368,R,29553386,R,163910,R,0,R,0,R,29868404,R,29868404,R,0,R,0,R,0,R,0,R,0,R,0,R,11170913,R,10486006,R,684907,R,0,R,229931884,R,180451161,R,41849984,R,7630739,R,0,R,19488346,R,-19488346,R,0,R,229931884,R,199939507,R,22361638,R,7630739,R,97975994,R,55346297,R,271405,R,92625,R,5388152,R,1216983,R,13175658,R,4657391,R,35309311,R,12822763,R,20601097,R,10844111,R,24620753,R,1594623,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,197342370,R,86574793,R,24393115,R,14753650,R,16683939,R,8303694,R,46633179,1,R,443471031,R,469998443,R,26527412,R,7562803,R,40637365,R,-22074356,R,401600,R,48661,R,198157210,R,30259224,R,517572622,R,168012283,R,553945632,R,197342370
102058,R,21138,R,787170,R,0,R,3294054,R,1003590,Z,0,R,2166864,R,123600,R,123600,R,0,R,2290464,R,254622,R,5195446,R,169099,R,49504,Z,0,R,5668671,R,4881501,R,1342211,R,1331705,R,0,R,10506,R,2279958,R,0,R,2290464,R,0,Z,0,Z,0,Z,0,R,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,Z,0,Z,0,R,0,R,0,Z,0,R,0,R,0,R,0,R,52570,R,52570,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,0,R,0,Z,0,Z,0,Z,0,Z,0,R,160758,R,160758,Z,0,Z,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,0,R,933398,R,923398,R,10000,Z,0,R,6441,R,6441,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,Z,0,R,189044,R,189044,Z,0,Z,0,R,0,R,0,R,0,R,0,R,1342211,R,1332211,R,10000,Z,0,R,0,R,0,Z,0,Z,0,R,1342211,R,1332211,R,10000,R,0,R,0,R,0,Z,0,Z,0,R,0,Z,0,R,162544,R,87036,R,0,R,0,R,1169161,R,556020,R,0,Z,0,R,0,Z,0,Z,0,Z,0,Z,0,R,0,R,0,R,1331705,R,643056,Z,0,R,580076,R,78008,R,30565,R,0,1,R,157622,R,178760,R,21138,R,0,R,21138,R,0,R,0,R,506,R,1332211,R,10506,R,2279958,R,0,R,0,R,1331705
