unitid,institution_name,year,enrollment_headcount_total,enrollment_headcount_undergrad,enrollment_headcount_graduate,pct_international_all,pct_international_undergraduate,pct_international_graduate,staff_headcount_total,staff_headcount_instructional,revenue_total,expenses_total,loss_amount,net_tuition_per_fte,state_funding,federal_grants_contracts_pell_adjusted,endowment_value,discount_rate,liquidity,leverage,cut_records,cut_types,latest_cut_announcement_date,financial_warning_count
243780,Purdue University-Main Campus,2018,45685,33757,11928,0.21217029659625697,0.15404212459638,0.3766767270288397,11584,2395,1979192501,1877685303,101507198,16987.728203606144,301463521,246822865,2336955139,0.1214199980927432,0.24966858201056205,0.21728658099572903,1,program_suspension,2025-07-01,0
243780,Purdue University-Main Campus,2019,47412,35481,11931,0.1992322618746309,0.1371156393562752,0.38395775710334423,11599,2431,2112875425,1955525921,157349504,17573.385432473446,304851692,252055515,2539232072,0.1118368942139046,0.2497357118975364,0.21274163957217743,1,program_suspension,2025-07-01,0
243780,Purdue University-Main Campus,2020,49027,36989,12038,0.1949538009668142,0.1334721133309903,0.3838677521182921,11369,2405,2040813239,1933374427,107438812,,301465147,278172999,2497824765,0.10806478094147688,0.2598571956213328,0.20906441445904325,1,program_suspension,2025-07-01,0
243780,Purdue University-Main Campus,2021,51304,38502,12802,0.1756198347107438,0.1181497065087528,0.3484611779409467,11308,2455,2821925952,1929363461,892562491,17036.553362175793,295459590,282148602,3596142678,0.10257850784065038,0.2727136397391294,0.19366601492602392,1,program_suspension,2025-07-01,0
243780,Purdue University-Main Campus,2022,54814,40555,14259,0.17913306819425695,0.11068918752311677,0.3737990041377376,11786,2517,2133960696,2103211232,30749464,18014.72667059469,314514166,342890061,3547305269,0.09596249598530954,0.2689900188256978,0.18601444912932552,1,program_suspension,2025-07-01,0
243780,Purdue University-Main Campus,2023,56210,41678,14532,0.18215619996441915,0.1090983252555305,0.3916873107624553,12300,2464,2549600075,2364258511,185341564,18480.579880234724,312497645,377500853,3675737850,0.0937231313719151,0.25835966351193923,0.1904419765610055,1,program_suspension,2025-07-01,0
243780,Purdue University-Main Campus,2024,57417,42745,14672,0.17576675897382307,0.1012282138261785,0.3929252998909488,12999,2546,2940638332,2516129650,424508682,18498.334304867385,335325542,370560186,3971950988,0.09505876658487444,0.25676103251239685,0.17244999605541889,1,program_suspension,2025-07-01,0
186283,Rider University,2014,5823,4612,1211,0.04035720419027992,0.03165654813529922,0.07349298100743187,1267,554,169669000,169669000,0,20865.730221028713,106000,1884000,65227000,0.33091239792599514,0.268709558778953,0.4217769281444628,1,staff_layoff,2025-11-10,3
186283,Rider University,2015,6084,4766,1318,0.04240631163708087,0.03294167016365925,0.07663125948406677,1237,550,153606000,153606000,0,21001.433251433253,99000,1482000,58326000,0.3410724223873013,0.31740655719882754,0.40885276199316767,1,staff_layoff,2025-11-10,3
186283,Rider University,2016,5744,4520,1224,0.03725626740947075,0.03008849557522124,0.06372549019607843,1237,572,149409000,149409000,0,21179.96971663422,148000,3110000,56251000,0.36672356698655506,0.33453672385692507,0.40059322479451814,1,staff_layoff,2025-11-10,3
186283,Rider University,2017,5663,4371,1292,0.04149743951968921,0.03614733470601693,0.05959752321981424,1217,549,153950000,153950000,0,21747.166521360068,96000,2024000,58676000,0.3893563352207582,0.34911313306544406,0.36996158680143737,1,staff_layoff,2025-11-10,3
186283,Rider University,2018,5733,4431,1302,0.04099075527646956,0.03520649966147596,0.06067588325652841,1213,542,155121000,155121000,0,21374.56970740103,95000,1905000,64282544,0.4196359444139903,0.2955997148264893,0.4398511886451725,1,staff_layoff,2025-11-10,3
186283,Rider University,2019,5422,4194,1228,0.03799336038362228,0.03171196948020982,0.05944625407166123,1204,513,153806000,153806000,0,21099.128040385494,96000,1709000,66592860,0.4453338596297737,0.2520657333798316,0.4378785398592241,1,staff_layoff,2025-11-10,3
186283,Rider University,2020,5515,4368,1147,0.03390752493200363,0.0293040293040293,0.05143853530950305,1130,487,137811000,137811000,0,,156000,4853000,64415441,0.4486091954022989,0.18010989878121392,0.48347214151978823,1,staff_layoff,2025-11-10,3
186283,Rider University,2021,5196,3864,1332,0.02732871439568899,0.01940993788819875,0.0503003003003003,1084,465,143697000,143697000,0,20046.23577826192,270000,8496000,82074000,0.4949129431508286,0.08430037992078247,0.5376250909384852,1,staff_layoff,2025-11-10,3
186283,Rider University,2022,4868,3552,1316,0.03286770747740345,0.02927927927927928,0.0425531914893617,930,409,123445000,123445000,0,20060.388401170523,622000,11887000,72801000,0.4699188928141415,0.02768999871788103,0.5768592610469633,1,staff_layoff,2025-11-10,3
186283,Rider University,2023,4816,3646,1170,0.04049003322259136,0.0392210641799232,0.04444444444444444,847,356,121039000,121039000,0,18945.253505933117,890000,1794000,73183000,0.4795175975570285,-0.04735732296148196,0.6548512823833673,1,staff_layoff,2025-11-10,3
186283,Rider University,2024,4932,3807,1125,0.040551500405515,0.03782505910165484,0.04977777777777777,788,338,122877000,122877000,0,18456.616052060737,1523000,1596000,66827000,0.4758290251635201,-0.1013289670706308,0.7164332950154191,1,staff_layoff,2025-11-10,3
194958,Roberts Wesleyan College,2014,2063,1582,481,0.02375181774115366,0.02465233881163085,0.02079002079002079,318,102,33958963,33958963,0,15750.54740834387,194636,0,22999998,0.3389524062527976,0.6873052132282175,0.1554493463685129,1,department_closure,2025-05-29,2
194958,Roberts Wesleyan College,2015,2085,1581,504,0.03213429256594724,0.03542061986084757,0.02182539682539682,317,108,34552015,34552015,0,15183.09085402786,224915,0,24164205,0.36294078296278726,0.6010258988236198,0.2452294178186404,1,department_closure,2025-05-29,2
194958,Roberts Wesleyan College,2016,2009,1551,458,0.03086112493777999,0.03481624758220503,0.01746724890829694,331,104,34612339,34612339,0,15023.574891236793,614724,0,23106171,0.3752931456154212,0.5770366931151594,0.28431414974144315,1,department_closure,2025-05-29,2
194958,Roberts Wesleyan College,2017,2050,1580,470,0.03268292682926829,0.0379746835443038,0.01489361702127659,314,98,36142483,36142483,0,15793.725958516656,434213,0,25274561,0.3633242512933965,0.5736465394061341,0.27416711284086986,1,department_closure,2025-05-29,2
194958,Roberts Wesleyan College,2018,2029,1571,458,0.03302119270576639,0.04010184595798854,0.00873362445414847,321,101,36114494,36114494,0,15850.176112126752,178565,0,27989144,0.3661723474123835,0.5461450580935994,0.25459545482503976,1,department_closure,2025-05-29,2
194958,Roberts Wesleyan College,2019,2292,1824,468,0.03403141361256544,0.04166666666666666,0.00427350427350427,326,103,35253666,35253666,0,15703.65700483092,169028,0,28539438,0.3715646476766232,0.5298410716169036,0.2601522717244789,1,department_closure,2025-05-29,2
194958,Roberts Wesleyan College,2020,2501,1892,609,0.02878848460615753,0.03435517970401691,0.01149425287356321,289,91,35969944,35969944,0,,128680,0,28412897,0.3615740489189352,0.48550673494226454,0.24081011395014976,1,department_closure,2025-05-29,2
194958,Roberts Wesleyan College,2021,2415,1740,675,0.02567287784679089,0.03218390804597701,0.00888888888888888,297,98,36136894,36136894,0,14873.613118399113,168111,0,35702803,0.3889020399256341,0.46133794667434685,0.22923063979839195,1,department_closure,2025-05-29,2
194958,Roberts Wesleyan University,2022,2224,1549,675,0.02068345323741007,0.02582311168495803,0.00888888888888888,317,103,39846703,39846703,0,15960.762048192772,166570,0,32847246,0.38338347901491665,0.4682780526129659,0.22085576657036377,1,department_closure,2025-05-29,2
194958,Roberts Wesleyan University,2023,2134,1501,633,0.01968134957825679,0.02531645569620253,0.00631911532385466,304,99,37549320,37549320,0,15845.957755359395,170836,0,33941628,0.40601484300583274,0.5268123269147487,0.23391461083862575,1,department_closure,2025-05-29,2
194958,Roberts Wesleyan University,2024,2197,1518,679,0.02913063268092854,0.03359683794466403,0.01914580265095729,276,94,36396035,36396035,0,14643.907942238267,141584,0,34775443,0.44321373404178144,0.4881717983173438,0.2532290341879137,1,department_closure,2025-05-29,2
196130,SUNY Buffalo State,2014,14204,10665,3539,0.1358068149816953,0.01331458040318799,0.5049448996891778,1829,839,223564104,,,4158.136304716322,87038790,26634429,36009895,0.3804090271166248,-0.17466878257709773,1.001391813730415,2,department_closure,2025-05-25,5
196130,SUNY Buffalo State,2015,13965,10707,3258,0.13132832080200502,0.01447651069393854,0.5153468385512584,1818,847,226994582,,,4432.369894494934,86706319,20052420,36499505,0.38766547999739487,-0.21294648516544756,1.0620313982849123,2,department_closure,2025-05-25,5
196130,SUNY Buffalo State,2016,11770,10293,1477,0.02047578589634664,0.01593315845720392,0.05213270142180094,1816,827,229862552,256388567,-26526015,4627.388820155214,89038648,19920960,36018698,0.40811484640571033,-0.2305281082911796,1.1139271111856524,2,department_closure,2025-05-25,5
196130,SUNY Buffalo State,2017,10918,9611,1307,0.01795200586187946,0.01383831026948288,0.04820198928844682,1791,816,236043391,261597015,-25553624,4452.597368103344,92966719,20320120,42917527,0.4333188393578442,-0.2557469484766839,1.168180697679417,2,department_closure,2025-05-25,5
196130,SUNY Buffalo State,2018,11048,9749,1299,0.01674511223750905,0.01538619345573905,0.02694380292532717,1769,816,237015133,261179944,-24164811,4220.876080009469,97576024,20890523,50645105,0.464402985090318,-0.9072574274954784,1.680324865173633,2,department_closure,2025-05-25,5
196130,SUNY Buffalo State,2019,10467,9113,1354,0.01710136619852871,0.01558213541095138,0.02732644017725258,1769,822,235207972,234532999,674973,4320.447523295733,107616826,11733817,52858164,0.4685244476156866,0.09708272162933317,0.8270768786611413,2,department_closure,2025-05-25,5
