matched_unitid,institution_name_collegecuts,institution_state_full,in_financial_tracker,match_method,institution_control,institution_city,institution_url,tracker_institution_name,tracker_control_label,cut_records,cut_types,latest_cut_announcement_date,first_cut_announcement_date,total_students_affected_known,total_faculty_affected_known,staff_layoff_records,program_suspension_records,department_closure_records,campus_closure_records,institution_closure_records,teach_out_records,financial_warning_count,tracker_enrollment_pct_change_5yr,tracker_enrollment_decline_last_3_of_5,tracker_revenue_pct_change_5yr,tracker_revenue_decreased_5yr,tracker_revenue_10pct_drop_last_3_of_5,tracker_ended_2024_at_loss,tracker_losses_last_3_of_5,tracker_loss_years_last_10,tracker_net_tuition_per_fte_change_5yr,tracker_staff_total_headcount_pct_change_5yr,tracker_pct_international_all,tracker_international_enrollment_pct_change_5yr,tracker_federal_grants_contracts_pell_adjusted_pct_core_revenue,tracker_state_funding_pct_core_revenue,tracker_tuition_dependence_pct,tracker_endowment_value,tracker_endowment_pct_change_5yr,tracker_discount_pct_change_5yr,tracker_liquidity_percentile_private_nfp,tracker_leverage_percentile_private_nfp
175005,St. Catherine University,Minnesota,TRUE,collegecuts_institutions.unitid,Private non-profit,St. Paul,https://www.stkate.edu,St Catherine University,Private not-for-profit,1,department_closure,2024-05-24,2024-05-24,,,0,0,1,0,0,0,3,-25.321292115317817,Yes,-5.586993235154238,Yes,No,No,No,3,-6.158428863459436,-17.424242424242426,0.0055813953488372,-29.411764705882355,0.03565301879417548,0,51.737306512354174,156154341,36.31951357629933,,,
195173,St. Francis College,New York,TRUE,normalized_name_state_fallback,Private non-profit,Brooklyn,https://www.sfc.edu,St. Francis College,Private not-for-profit,1,department_closure,2023-03-20,2023-03-20,,50,0,0,1,0,0,0,3,87.47161241483724,No,-6.888232383012038,Yes,No,Yes,Yes,9,-32.25161808752415,-28.97822445561139,0.6192206743387846,1263.111111111111,0.00680613086263796,0,78.84512860690211,26414886,-69.38875955266906,,,
216339,Temple University,Pennsylvania,TRUE,collegecuts_institutions.unitid,Public,Philadelphia,https://www.temple.edu,Temple University,Public,1,staff_layoff,2025-07-18,2025-07-18,,50,1,0,0,0,0,0,3,-24.47745284330537,Yes,-2.531668069657284,Yes,No,No,No,1,-6.401703301013545,-15.945330296127564,0.06415881685127796,-39.35614849187935,0.09642597551386566,0,16.563808295506643,960929000,14.798631408678467,,,
110714,"University of California, Santa Cruz",California,TRUE,collegecuts_institutions.unitid,Public,Santa Cruz,https://www.ucsc.edu/,University of California-Santa Cruz,Public,1,program_suspension,2025-05-23,2025-05-23,,3,0,1,0,0,0,0,3,2.274581313882624,No,-2.5705382072891623,Yes,No,Yes,Yes,6,-25.703649566478088,15.899795501022496,0.06066719842349739,-36.11660079051384,0.05358416218424838,0.02770050542647808,27.82398226991718,164952000,21.765234242915263,,,
144050,University of Chicago,Illinois,TRUE,normalized_name_state_fallback,Private non-profit,Chicago,https://uchicago.edu,University of Chicago,Private not-for-profit,1,program_suspension,2025-08-28,2025-08-28,,400,0,1,0,0,0,0,3,7.558878884989063,No,-11.059762987078232,Yes,No,Yes,Yes,6,-11.79418268165453,12.451487710219922,0.3187987703948924,25.390625,0.1784628694529723,0,11.516714721219351,9124340657,2.646772741520043,,,
225511,University of Houston,Texas,TRUE,normalized_name_state_fallback,Public,Houston,uh.edu,University of Houston,Public,1,program_suspension,2025-03-20,2025-03-20,,,0,1,0,0,0,0,3,-0.06153964499317295,Yes,-5.06329302099701,Yes,No,No,No,0,-13.14173081005904,4.513148542999289,0.10321935074181691,25.005826147751108,0.031660909504039,0.11233687879686868,27.417825898900205,1313224792,24.276048940515334,,,
159939,University of New Orleans,Louisiana,TRUE,normalized_name_state_fallback,Public,New Orleans,www.uno.edu,University of New Orleans,Public,1,staff_layoff,2025-01-16,2025-01-16,,375,1,0,0,0,0,0,3,-19.575775597185057,Yes,-12.5750831207324,Yes,No,No,No,3,-35.528076388725545,11.635475996745322,0.08417549913729357,53.1390134529148,0.02272160226228219,0.04409870989407741,19.862010282684217,27749072,1.3900523809110557,,,
199148,University of North Carolina at Greensboro,North Carolina,TRUE,collegecuts_institutions.unitid,Public,Greensboro,https://www.uncg.edu,University of North Carolina at Greensboro,Public,1,program_suspension,2024-02-04,2024-02-04,,,0,1,0,0,0,0,3,-11.972578505086243,Yes,-4.497824217578911,Yes,No,No,No,0,-18.50979087025195,-12.553261225827598,0.03627593830075868,-3.733333333333334,0.01075673954242601,0.1091242327036266,16.00311699416867,428946901,12.933343258297583,,,
127741,University of Northern Colorado,Colorado,TRUE,normalized_name_state_fallback,Public,Greeley,https://www.unco.edu/,University of Northern Colorado,Public,1,staff_layoff,2025-10-22,2025-10-22,,50,1,0,0,0,0,0,3,-34.771159874608145,Yes,-20.592831898273506,Yes,No,No,No,4,-5.932625515259674,-12.405358182877112,0.02239523260284506,-47.40406320541761,0.06509802562850615,0.01285010321289692,37.6710312817248,119815567,8.120189242585372,,,
206084,University of Toledo,Ohio,TRUE,collegecuts_institutions.unitid,Public,Toledo,https://www.utoledo.edu,University of Toledo,Public,1,program_suspension,2025-04-21,2025-04-21,,,0,1,0,0,0,0,3,-22.024154374080844,Yes,-2.2340159426396955,Yes,No,No,No,6,-2.7942288530074224,41.080783016266885,0.10390352631879753,5.025996533795494,0.04055185771347055,0.07457424678971103,15.891246336401297,388044243,2.0698753245227413,,,
236939,Washington State University,District of Columbia,TRUE,collegecuts_institutions.unitid,Public,Pullman,https://wsu.edu,Washington State University,Public,1,program_suspension,2025-06-17,2025-06-17,,,0,1,0,0,0,0,3,-15.47981450396882,Yes,-4.284544723812724,Yes,No,No,No,3,-5.950389935676497,2.7429934406678593,0.05732462636326915,-37.15867158671587,0.03576794702025951,0.09471597830325368,19.117942862319797,1383078164,5.468705579200082,,,
238032,West Virginia University,West Virginia,TRUE,normalized_name_state_fallback,Public,Morgantown,https://www.wvu.edu,West Virginia University,Public,1,staff_layoff,2025-09-08,2025-09-08,,507,1,0,0,0,0,0,3,-7.410565085427821,Yes,-2.700559515321493,Yes,No,No,No,1,-10.296203371844172,-2.6689293427954333,0.04707182320441989,-42.067089755213054,0.10882413510077124,0.0219577310883034,29.936022898898795,861602738,-1.3899326998313382,,,
149772,Western Illinois University,Illinois,TRUE,collegecuts_institutions.unitid,Public,Macomb,https://www.wiu.edu,Western Illinois University,Public,1,staff_layoff,2024-08-09,2024-08-09,,57,1,0,0,0,0,0,3,-16.864055066302257,Yes,-19.455159119496727,Yes,No,No,No,5,-26.459951131572563,-11.55261221486387,0.1322293924266407,137.636761487965,0.00783552842441605,0.00782588350156064,16.338257916380226,97371859,30.800844965395235,,,
123961,University of Southern California,California,TRUE,collegecuts_institutions.unitid,Private non-profit,Los Angeles,https://www.usc.edu,University of Southern California,Private not-for-profit,4,staff_layoff,2025-10-04,2025-08-07,,176,4,0,0,0,0,0,2,-2.3182792464182302,Yes,22.682321501020432,No,No,No,No,2,-5.687420730978349,4.045792375929034,0.27059072623332625,11.288790373654212,0.15917552496879722,0,20.966593897943326,8092846000,14.916051765430394,,,
231420,Averett University,Virginia,TRUE,collegecuts_institutions.unitid,Private non-profit,Danville,https://www.averett.edu,Averett University,Private not-for-profit,1,program_suspension,2025-07-02,2025-07-02,,,0,1,0,0,0,0,2,76.37637637637637,No,0.3080733289801352,No,No,Yes,Yes,4,-31.62754903790075,42.68774703557312,0.06356413166855845,93.10344827586206,0,0,53.86011288953767,5687825,-82.29772732916126,,,
165015,Brandeis University,Massachusetts,TRUE,normalized_name_state_fallback,Private non-profit,Waltham,https://www.brandeis.edu,Brandeis University,Private not-for-profit,1,staff_layoff,2024-05-01,2024-05-01,,60,1,0,0,0,0,0,2,-9.328125,No,-1.866211908576497,Yes,No,No,No,2,-5.2608685020987895,-2.320675105485232,0.25331724969843183,-12.08133971291866,0.14648715276504956,0,37.9813525097572,1264908273,-3.9704446558969457,,,
219833,Christian Brothers University,Tennessee,TRUE,normalized_name_state_fallback,Private non-profit,Memphis,https://www.cbu.edu/,Christian Brothers University,Private not-for-profit,1,staff_layoff,2025-12-17,2025-12-17,,16,1,0,0,0,0,0,2,1.5450643776824031,Yes,-0.12573780056209655,Yes,No,No,No,3,-22.325954636869763,-6.905370843989769,0.28402366863905326,622.5806451612902,0.01345111274243043,0,51.583338136907685,44330912,-12.403584823275448,,,
153162,Cornell College,Iowa,TRUE,normalized_name_state_fallback,Private non-profit,Mount Vernon,https://www.cornellcollege.edu/,Cornell College,Private not-for-profit,1,program_suspension,2025-11-24,2025-11-24,,,0,1,0,0,0,0,2,-0.08748906386701663,Yes,19.496242607799868,No,No,No,No,3,-17.38500374980885,2.061855670103093,0.02802101576182136,-57.89473684210527,0.00208576954703165,0,27.501948881821864,100874798,7.766607073402462,,,
153269,Drake University,Iowa,TRUE,collegecuts_institutions.unitid,Private non-profit,Des Moines,https://www.drake.edu,Drake University,Private not-for-profit,1,program_suspension,2024-03-01,2024-03-01,,,0,1,0,0,0,0,2,-11.144685389264133,Yes,3.1157628510018607,No,No,No,No,3,-19.22053671901513,-8.496176720475786,0.03140628125625125,-13.259668508287293,0.07639249805812809,0,39.89998410318399,306208560,10.349332997134097,,,
144892,Eastern Illinois University,Illinois,TRUE,normalized_name_state_fallback,Public,Charleston,https://www.eiu.edu,Eastern Illinois University,Public,1,staff_layoff,2025-10-16,2025-10-16,,44,1,0,0,0,0,0,2,12.681083350829308,No,-6.8370119939385745,Yes,No,Yes,No,5,-17.717800071771578,6.638655462184874,0.09539780137879636,150.36674816625916,0.00579095480879144,0.02501880579189986,19.07684716398079,73316539,2.5471973179822016,,,
150941,Huntington University,Indiana,TRUE,normalized_name_state_fallback,Private non-profit,Huntington,https://www.huntington.edu,Huntington University,Private not-for-profit,1,department_closure,2025-11-07,2025-11-07,,,0,0,1,0,0,0,2,9.090909090909092,No,5.325826256678864,No,No,Yes,Yes,6,-18.953753340828143,25.951557093425603,0.03846153846153846,32,0.00397544045233581,0,44.6327613301533,30269864,-14.022694848910245,,,
151351,Indiana University Bloomington,Indiana,TRUE,collegecuts_institutions.unitid,Public,Bloomington,https://bloomington.iu.edu,Indiana University-Bloomington,Public,1,program_suspension,2025-07-01,2025-07-01,,,0,1,0,0,0,0,2,35.064515434159794,No,2.183607189776045,No,No,Yes,Yes,5,-11.652468330848604,2.041250265787795,0.0890575907880257,-9.87734021949645,0.01528064602621719,0.08267210965738092,45.841529271240574,2087993958,45.09646954519614,,,
170532,Kalamazoo College,Michigan,TRUE,normalized_name_state_fallback,Private non-profit,Kalamazoo,kzoo.edu,Kalamazoo College,Private not-for-profit,1,staff_layoff,2025-07-22,2025-07-22,,11,1,0,0,0,0,0,2,-6.801346801346801,Yes,58.96122482328781,No,No,No,No,5,-18.794789813914157,-7.242990654205607,0.04624277456647398,-40.74074074074074,0.00904235113427361,0,20.7192233689639,304294691,3.185861804735112,,,
239105,Marquette University,Wisconsin,TRUE,collegecuts_institutions.unitid,Private non-profit,Milwaukee,https://www.marquette.edu,Marquette University,Private not-for-profit,1,program_suspension,2025-06-13,2025-06-13,,,0,1,0,0,0,0,2,0.3418803418803419,Yes,-0.304428725138429,Yes,No,No,No,1,-16.385237206198255,-8.969986357435197,0.06051756307292934,30.419580419580424,0.06788236143440536,0,44.09789760036155,996999000,16.41198609045199,,,
151810,Martin University,Indiana,TRUE,normalized_name_state_fallback,Private non-profit,Indianapolis,https://www.martin.edu,Martin University,Private not-for-profit,1,institution_closure,2025-12-09,2025-12-09,,,0,0,0,0,1,0,2,-27.669902912621357,Yes,35.864706340591454,No,No,No,No,2,-17.058520381431137,7.894736842105263,0.0134228187919463,100,0,0,28.39238593731972,,,,,
199582,Saint Augustine's University,North Carolina,TRUE,collegecuts_institutions.unitid,Private non-profit,Raleigh,https://www.st-aug.edu,Saint Augustine's University,Private not-for-profit,1,staff_layoff,2024-11-25,2024-11-25,,69,1,0,0,0,0,0,2,15.933412604042807,No,-42.388293400152726,Yes,No,Yes,No,5,-40.773968910478864,-14.82889733840304,0.05743589743589743,51.35135135135135,0.3253079099698134,0,33.95537784569585,13607529,-46.04684738145027,,,
179159,Saint Louis University,Missouri,TRUE,collegecuts_institutions.unitid,Private non-profit,St. Louis,https://www.slu.edu,Saint Louis University,Private not-for-profit,1,staff_layoff,2024-10-21,2024-10-21,,30,1,0,0,0,0,0,2,18.91309699655342,No,-32.82446724010469,Yes,Yes,No,No,4,-21.917845302177817,-34.477348499705826,0.19900626261580664,305.59071729957805,0.07260906853262063,0,40.41912250532864,1879430141,22.27711439730943,,,
143048,School of the Art Institute of Chicago,Illinois,TRUE,normalized_name_state_fallback,Private non-profit,Chicago,https://www.saic.edu,School of the Art Institute of Chicago,Private not-for-profit,1,staff_layoff,2025-11-17,2025-11-17,,20,1,0,0,0,0,0,2,-10.030015007503753,Yes,,,No,,No,0,-13.071516268424816,-5.760963026655202,0.3060884070058382,-18.50481125092524,0.00736706088549156,0,,416852000,41.4454501993006,,,
132903,University of Central Florida,Florida,TRUE,normalized_name_state_fallback,Public,Orlando,https://www.ucf.edu,University of Central Florida,Public,1,staff_layoff,2025-11-21,2025-11-21,,57,1,0,0,0,0,0,2,0.469033815223071,No,-7.927327836397,Yes,No,No,Yes,3,-25.30384994452119,1.273184533165671,0.04668441582564547,20.37037037037037,0.02009397906313837,0.04062186671057846,19.045047778398104,201916665,1.072129882742172,,,
129020,University of Connecticut,Connecticut,TRUE,normalized_name_state_fallback,Public,Storrs,uconn.edu,University of Connecticut,Public,1,program_suspension,2025-08-12,2025-08-12,,,0,1,0,0,0,0,2,59.838965064178154,No,3.2545781086812915,No,No,Yes,Yes,4,-17.72826034504778,13.14665872306623,0.0763410264516809,-12.406287787182588,0.02282902303886115,0.02221573436980707,15.1590153475693,622770599,12.783549119826755,,,
153658,University of Iowa,Iowa,TRUE,normalized_name_state_fallback,Public,Iowa City,uiowa.edu,University of Iowa,Public,1,program_suspension,2025-08-12,2025-08-12,,,0,1,0,0,0,0,2,-7.003593763264382,Yes,20.01506723996363,No,No,No,No,0,-7.437919121163914,9.291543026706233,0.05078505355404089,-47.72940808017538,0.03997171629106842,0.1693221017128835,8.139187265700642,3505385000,80.93826471688273,,,
160658,University of Louisiana at Lafayette,Louisiana,TRUE,normalized_name_state_fallback,Public,Lafayette,https://louisiana.edu,University of Louisiana at Lafayette,Public,1,staff_layoff,2025-10-24,2025-10-24,,70,1,0,0,0,0,0,2,-12.543572134644398,Yes,10.190972183402174,No,No,No,No,4,-24.757318819554463,6.148867313915858,0.02873289708506841,-0.6172839506172839,0.07385875462872689,0.02767030380618742,26.006936354366456,177999227,9.17045488593454,,,
174066,University of Minnesota,Minnesota,TRUE,collegecuts_institutions.unitid,Public,Minneapolis,https://twin-cities.umn.edu,University of Minnesota-Twin Cities,Public,1,staff_layoff,2025-06-20,2025-06-20,,350,1,0,0,0,0,0,2,-3.9619984786443743,Yes,1.0621076651095749,No,No,No,No,2,-13.268259077747288,6.609695626945192,0.09474376042737492,-16.001792917974004,0.14029051172099374,0.05633438680951012,16.149851541586315,5512426113,20.942877421258277,,,
174066,University of Minnesota System,Minnesota,TRUE,collegecuts_institutions.unitid,Public,Minneapolis,https://umn.edu,University of Minnesota-Twin Cities,Public,1,department_closure,2025-06-19,2025-06-19,,,0,0,1,0,0,0,2,-3.9619984786443743,Yes,1.0621076651095749,No,No,No,No,2,-13.268259077747288,6.609695626945192,0.09474376042737492,-16.001792917974004,0.14029051172099374,0.05633438680951012,16.149851541586315,5512426113,20.942877421258277,,,
181464,University of Nebraska-Lincoln,Nebraska,TRUE,normalized_name_state_fallback,Public,Lincoln,https://www.unl.edu,University of Nebraska-Lincoln,Public,1,program_suspension,2025-11-10,2025-11-10,,4,0,1,0,0,0,0,2,-9.771317018754791,Yes,7.095075661337937,No,No,No,No,1,-19.682103711014857,-2.2031084955485136,0.06962098674805857,-41.493506493506494,0.02512733575798672,0.00400811926951968,15.06034872757483,1479930187,-7.892284508593421,,,
161457,University of New England,Maine,TRUE,normalized_name_state_fallback,Private non-profit,Biddeford,une.edu,University of New England,Private not-for-profit,1,program_suspension,2025-07-11,2025-07-11,,,0,1,0,0,0,0,2,-17.010194210878783,Yes,0.5254544483618513,No,No,No,No,0,-0.586621254482853,3.125,0.00358647897426701,-20,0.03787279333951256,0,61.2656214704798,330754456,603.7171531557492,,,
237011,Western Washington University,Washington,TRUE,collegecuts_institutions.unitid,Public,Bellingham,https://www.wwu.edu,Western Washington University,Public,1,staff_layoff,2025-06-26,2025-06-26,,16,1,0,0,0,0,0,2,-10.180340643437605,Yes,4.370139554318898,No,No,No,No,3,-7.4081222015414605,-0.408905043162199,0.0131375100700254,-6.607929515418502,0.01913427799885917,0.01575615022373128,27.95666327549986,125985155,12.736573706095806,,,
206622,Xavier University,Ohio,TRUE,normalized_name_state_fallback,Private non-profit,Cincinnati,https://www.xavier.edu,Xavier University,Private not-for-profit,1,staff_layoff,2025-07-18,2025-07-18,,,1,0,0,0,0,0,2,-18.648779308677785,Yes,7.134223036551597,No,No,No,No,1,-9.415193061307605,-14.489795918367346,0.01604516416580003,-28.000000000000004,0.007336192645524,0,38.8982105620484,269006000,10.018963123177445,,,
164988,Boston University,Massachusetts,TRUE,collegecuts_institutions.unitid,Private non-profit,Boston,https://www.bu.edu,Boston University,Private not-for-profit,2,program_suspension; staff_layoff,2025-07-07,2024-11-19,,120,1,1,0,0,0,0,1,6.080086023516211,Yes,2.8537991620497105,No,No,No,No,1,-11.669090661631191,9.65104117143672,0.28052005288673426,20.78944871429927,0.14481742473275533,0,47.75120553114258,3528624000,24.42020944518099,,,
198419,Duke University,North Carolina,TRUE,normalized_name_state_fallback,Private non-profit,Durham,https://www.duke.edu,Duke University,Private not-for-profit,2,program_suspension; staff_layoff,2025-09-23,2025-07-28,87,600,1,1,0,0,0,0,1,1.106889145878077,No,29.28085140397493,No,No,No,Yes,4,0.19989153930589185,-3.028301407448809,0.2559368191721133,22.913941930421135,0.2274941573825252,0,5.333432112890357,11889994000,12.560787929132337,,,
243744,Stanford University,California,TRUE,collegecuts_institutions.unitid,Private non-profit,Stanford,https://www.stanford.edu/,Stanford University,Private not-for-profit,2,staff_layoff,2025-08-05,2024-08-21,,386,2,0,0,0,0,0,1,0.6621254703948936,No,-7.526145918344811,Yes,No,No,No,1,1.624557728990965,21.392857142857142,0.252129471890971,-6.031746031746032,0.18557198921701593,0,6.902511631545141,37631059000,10.720406727973517,,,
110662,"University of California, Los Angeles",California,TRUE,collegecuts_institutions.unitid,Public,Los Angeles,https://www.ucla.edu,University of California-Los Angeles,Public,2,program_suspension; staff_layoff,2025-06-30,2025-06-05,6300,23,1,1,0,0,0,0,1,4.851071057045199,No,21.010802346386377,No,No,No,Yes,8,-17.284478009840036,14.88258615431534,0.13606544099781323,-8.980089394555058,0.05870845734313877,0.03916187959177891,7.812635590837617,3529545000,27.544243764683152,,,
145637,University of Illinois Urbana-Champaign,Illinois,TRUE,normalized_name_state_fallback,Public,Champaign,https://illinois.edu,University of Illinois Urbana-Champaign,Public,2,staff_layoff,2025-08-09,2025-03-11,,247,2,0,0,0,0,0,1,14.207511139401657,No,-4.180202142249705,Yes,No,No,No,1,-11.885388717584064,12.472921179803366,0.21894358010733,13.253706754530478,0.03918585504800005,0.01410863480052222,28.552514124315746,2606081833,19.844903316544997,,,
230816,Bennington College,Vermont,TRUE,normalized_name_state_fallback,Private non-profit,Bennington,https://www.bennington.edu,Bennington College,Private not-for-profit,1,staff_layoff,2025-08-31,2025-08-31,,15,1,0,0,0,0,0,1,6.433408577878104,No,-10.303245199905236,Yes,No,No,No,3,-25.096957849894636,7.323943661971831,0.12513255567338283,-11.278195488721805,0.0478289837517942,0,45.22540285954248,48929885,-1.6769128687436266,,,
165334,Clark University,Massachusetts,TRUE,collegecuts_institutions.unitid,Private non-profit,Worcester,https://www.clarku.edu,Clark University,Private not-for-profit,1,staff_layoff,2025-06-20,2025-06-20,,99,1,0,0,0,0,0,1,32.76706017852001,No,66.21065616444724,No,No,No,Yes,5,-4.161567704131892,6.944444444444445,0.3838646714378659,109.71563981042654,0.0114865304176329,0,42.348136804492086,486846000,-4.9791132019908435,,,
235097,Eastern Washington University,Washington,TRUE,normalized_name_state_fallback,Public,Cheney,https://www.ewu.edu,Eastern Washington University,Public,1,department_closure,2026-01-15,2026-01-15,,,0,0,1,0,0,0,1,15.111835098051502,No,-5.334289894958273,Yes,No,No,No,0,-11.962849944482048,-7.974276527331189,0.00364665541827681,-86.0125260960334,0.02343311461850157,0.05250734940142138,27.37544381910531,48340888,18.16554382986565,,,
212197,Elizabethtown College,Pennsylvania,TRUE,collegecuts_institutions.unitid,Private non-profit,Elizabethtown,https://www.etown.edu,Elizabethtown College,Private not-for-profit,1,program_suspension,2024-09-24,2024-09-24,,13,0,1,0,0,0,0,1,13.820775746767724,No,4.440456885620897,No,No,No,Yes,4,-30.808640115304097,-2.364864864864865,0.01958480219349784,31.57894736842105,0.01364843175097108,0,42.22277430044004,107239621,4.179101790189079,,,
139658,Emory University,Georgia,TRUE,normalized_name_state_fallback,Private non-profit,Atlanta,emory.edu,Emory University,Private not-for-profit,1,department_closure,2025-09-03,2025-09-03,,,0,0,1,0,0,0,1,1.029705441837244,Yes,26.087954597133223,No,No,No,No,3,-11.067834405267895,19.34208445358216,0.182037185743406,3.3309957924263673,0.2222150694655027,0,4.7201734362633205,12396185000,17.118231556454468,,,
486901,Milligan University,Tennessee,TRUE,normalized_name_state_fallback,Private non-profit,Milligan,https://www.milligan.edu,Milligan University,Private not-for-profit,1,program_suspension,2025-08-19,2025-08-19,,,0,1,0,0,0,0,1,-5.458515283842795,No,20.06769348811911,No,No,No,No,1,-18.04868219072581,3.594771241830065,0.06851424172440339,34.84848484848485,0.00445813993612613,0,41.78974522279585,56151084,30.615397873933485,,,
227526,Prairie View A&M University,Texas,TRUE,normalized_name_state_fallback,Public,Prairie View,https://www.pvamu.edu,Prairie View A & M University,Public,1,program_suspension,2025-08-04,2025-08-04,,,0,1,0,0,0,0,1,4.155229531471841,Yes,35.822501765127846,No,No,No,No,2,-5.227343907489502,9.42947702060222,0.01608505997818975,-31.92307692307692,0.01402939969431381,0.1070981502257298,12.233199216909313,150054853,45.02605819640159,,,
197151,School of Visual Arts,New York,TRUE,normalized_name_state_fallback,Private for-profit,New York City,sva.edu,School of Visual Arts,Private for-profit,1,staff_layoff,2025-08-22,2025-08-22,,30,1,0,0,0,0,0,1,-7.553402334287602,No,1.394170125685585,No,No,No,No,1,-5.304219932114813,-10.03584229390681,0.5333492139113863,2.5183150183150182,,,84.68161758459993,,,,,
199698,St. Andrews University,North Carolina,TRUE,normalized_name_state_fallback,Private non-profit,Laurinburg,sa.edu,St. Andrews University,Private not-for-profit,1,institution_closure,2025-04-25,2025-04-25,832,131,0,0,0,0,1,0,1,3.553921568627451,No,-8.485678794327397,Yes,No,No,No,4,31.860038186310486,-57.18849840255591,0.03905325443786982,-60.71428571428571,0,0,61.13231607070971,6799893,-21.922237652336907,,,
239716,St. Norbert College,Wisconsin,TRUE,collegecuts_institutions.unitid,Private non-profit,De Pere,https://www.snc.edu,Saint Norbert College,Private not-for-profit,1,department_closure,2025-03-17,2025-03-17,,21,0,0,1,0,0,0,1,0.6516072980017376,Yes,6.648747317697502,No,No,No,No,1,-25.40680009260527,-22.95552367288379,0.01855848079413034,-6.521739130434782,0.0085295353044276,0,36.38256009876354,188795538,6.537097893990845,,,
221838,Tennessee State University,Tennessee,TRUE,collegecuts_institutions.unitid,Public,Nashville,https://www.tnstate.edu,Tennessee State University,Public,1,staff_layoff,2024-10-01,2024-10-01,,114,1,0,0,0,0,0,1,3.1755130115785852,No,0.8533955367260722,No,No,Yes,No,4,-43.27289312775356,6.725146198830409,0.04211111111111111,-49.39919893190921,0.03844914772463417,0.00620433059609258,15.26925966935326,115311043,52.683588450186114,,,
195234,The College of Saint Rose,New York,TRUE,normalized_name_state_fallback,Private non-profit,Albany,strose.edu,The College of Saint Rose,Private not-for-profit,1,institution_closure,2024-06-21,2024-06-21,2800,646,0,0,0,0,1,0,1,,No,,,No,,Yes,8,,,,,,,,,,,,
102377,Tuskegee University,Alabama,TRUE,normalized_name_state_fallback,Private non-profit,Tuskegee,https://www.tuskegee.edu,Tuskegee University,Private not-for-profit,1,staff_layoff,2025-02-27,2025-02-27,,10,1,0,0,0,0,0,1,26.756352765321378,Yes,17.640284201751435,No,No,No,No,3,-37.77324817555423,-10.23316062176166,0,,0.278198763016529,0,17.39292774170186,164249785,3.5819460380828025,,,
163259,"University of Maryland, Baltimore",Maryland,TRUE,normalized_name_state_fallback,Public,Baltimore,https://www.umaryland.edu,"University of Maryland, Baltimore",Public,1,staff_layoff,2025-09-23,2025-09-23,,30,1,0,0,0,0,0,1,-1.7562392710946784,No,1.7979542643118402,No,No,No,No,1,-13.556670116475832,7.897293546148508,0.06061827956989247,37.08206686930091,0.08667250530741549,0.02461762016580341,8.686037495973238,521552835,18.350372098293192,,,
221999,Vanderbilt University Medical Center,Tennessee,TRUE,collegecuts_institutions.unitid,Private non-profit,Nashville,https://www.vumc.org,Vanderbilt University,Private not-for-profit,1,staff_layoff,2025-06-20,2025-06-20,,650,1,0,0,0,0,0,1,5.3249229866510195,No,14.693259073319414,No,No,No,Yes,4,-4.801138244734989,14.738358137301969,0.12534818941504178,22.866894197952217,0.13492557843826714,0,16.753471035860606,10247727490,33.1857364737979,,,
179867,Washington University in St. Louis,Missouri,TRUE,normalized_name_state_fallback,Private non-profit,St. Louis,https://washu.edu,Washington University in St Louis,Private not-for-profit,1,staff_layoff,2025-10-02,2025-10-02,,316,1,0,0,0,0,0,1,1.241991682589637,Yes,19.322403824242368,No,No,No,No,3,-11.961183999850869,27.130607244939625,0.2798223702470164,22.86132098464538,0.15171591476403146,0,8.322906411211415,12006026000,20.34868023525424,,,
237057,Whitman College,Washington,TRUE,collegecuts_institutions.unitid,Private non-profit,Walla Walla,https://www.whitman.edu,Whitman College,Private not-for-profit,1,staff_layoff,2025-06-25,2025-06-25,,10,1,0,0,0,0,0,1,-0.43613707165109034,No,52.39693159072797,No,No,No,No,2,-22.285111162018065,-8.589951377633712,0.1376720901126408,81.81818181818183,0.01474304031154783,0,24.149464857715248,785977679,13.324469701556014,,,
211440,Carnegie Mellon University,Pennsylvania,TRUE,normalized_name_state_fallback,Private non-profit,Pittsburgh,https://www.cmu.edu,Carnegie Mellon University,Private not-for-profit,2,staff_layoff,2025-10-08,2025-08-05,,93,2,0,0,0,0,0,0,10.909331044046754,No,5.936367169658677,No,No,No,No,0,-5.63344534497617,7.373501997336884,0.42869901756475143,14.158871095608056,0.18906540155519416,0,37.74117786634939,3231995579,32.79285670869657,,,
165662,Emerson College,Massachusetts,TRUE,collegecuts_institutions.unitid,Private non-profit,Boston,https://www.emerson.edu,Emerson College,Private not-for-profit,2,staff_layoff,2025-08-23,2024-08-15,,40,2,0,0,0,0,0,0,19.09307875894988,No,12.023184261616448,No,No,No,No,2,-14.969599537178109,21.687840290381125,0.1372745490981964,35.86776859504132,0.00596577532925262,0,61.340728469232445,264747512,19.53398533167961,,,
150987,Ivy Tech Community College,Indiana,FALSE,collegecuts_institutions.unitid,Public,Indianapolis,https://www.ivytech.edu,,,2,staff_layoff,2025-06-30,2025-06-02,,240,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
171100,Michigan State University,Michigan,TRUE,normalized_name_state_fallback,Public,East Lansing,msu.edu,Michigan State University,Public,2,staff_layoff,2025-10-20,2025-07-22,,219,2,0,0,0,0,0,0,0.08132726089785296,No,4.1941843620797465,No,No,No,No,3,-15.580881547460798,8.190387884407356,0.09029019267927116,-28.23309889478972,0.02826140529595425,0.20100826974934344,25.36528086374578,4986233000,18.334845352933876,,,
