UNITID,GRRTTOT,GRRTM,GRRTW,GRRTAN,GRRTAP,GRRTAS,GRRTNH,GRRTBK,GRRTHS,GRRTWH,GRRT2M,GRRTUN,GRRTNR,TRRTTOT,GBA4RTT,GBA5RTT,GBA6RTT,GBA6RTM,GBA6RTW,GBA6RTAN,GBA6RTAP,GBA6RTAS,GBA6RTNH,GBA6RTBK,GBA6RTHS,GBA6RTWH,GBA6RT2M,GBA6RTUN,GBA6RTNR,GBATRRT,PGGRRTT,PGBA6RT,SSGRRTT,SSBA6RT,NRGRRTT,NRBA6RT,BAGR100,BAGR150,BAGR200,L4GR100,L4GR150,L4GR200        
459301,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,.,71,.,50,.,.,.,.,3,62,62
459329,65,44,78,.,0,0,.,33,.,68,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,.,.,.,67,.,.,.,.,61,79,79
459347,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,.,67,.,50,.,.,.,.,21,84,84
459374,94,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,75,.,.,.,.,81,94,94
459392,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,.,71,.,83,.,.,.,.,38,85,85
459408,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,79,.,.,.,.,100,100,100
459417,70,72,63,.,100,100,.,25,50,76,.,.,.,.,38,38,40,38,50,.,.,.,.,0,50,44,.,.,.,.,60,39,73,50,85,33,.,.,.,.,.,.
459426,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,.,70,.,89,.,.,.,.,47,77,79
459499,85,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,.,100,.,.,.,.,.,.,83,83,83
459514,66,50,68,0,.,.,.,53,79,69,0,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,100,.,42,.,.,.,.,47,55,55
459523,87,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,86,.,.,.,89,.,.,.,.,89,89,89
459532,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,100,.,50,.,.,.,.,21,71,71
459541,89,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,89,.,.,.,.,.,.,.,.,89,89,89
459550,100,.,100,.,100,100,100,.,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,.,.,.,.,.,54,70,70
459578,38,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,38,.,50,.,36,.,.,.,.,11,73,73
459727,56,100,47,.,.,.,.,.,0,60,.,50,.,6,36,43,50,50,50,.,.,.,.,.,.,54,.,0,.,7,45,43,0,0,100,80,33,33,33,.,.,.
459842,25,.,25,.,.,.,.,0,0,100,.,.,.,.,0,0,0,.,0,.,.,.,.,.,0,.,.,.,.,.,25,0,.,.,.,.,43,50,50,.,.,.
459851,60,100,54,.,.,.,.,40,0,67,.,100,.,.,100,100,100,100,100,.,.,.,.,.,.,100,.,100,.,.,58,100,100,100,50,100,50,50,50,.,.,.
459949,31,24,36,0,0,0,.,22,32,38,29,.,38,31,17,26,31,24,36,0,0,0,.,22,32,38,29,.,38,31,27,27,43,43,35,35,.,.,.,.,.,.
459958,61,58,62,33,50,0,100,48,70,55,67,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,.,60,.,14,.,.,.,.,46,67,67
459967,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,90,.,12,.,51,.,.,.,.,51,67,67
459985,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,.,5,.,94,.,.,.,.,42,54,54
459994,32,29,33,.,.,.,.,31,0,50,0,.,.,11,29,35,35,33,36,.,.,.,.,36,0,50,0,.,.,12,50,57,100,100,10,11,0,0,0,.,.,.
460011,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,.,100,.,75,.,.,.,.,28,66,66
460020,31,39,28,100,0,0,.,30,50,44,0,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,.,25,.,33,.,.,.,.,24,56,56
460093,74,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,.,67,.,100,.,.,.,.,45,70,70
460109,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,.,30,.,50,.,.,.,.,24,70,70
460118,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,.,82,.,67,.,.,.,.,13,62,62
460127,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,66,.,42,.,60,.,.,.,.,37,69,69
460136,61,62,61,100,79,79,.,44,63,66,69,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,.,64,.,61,.,.,.,.,35,75,77
460145,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,.,67,.,50,.,.,.,.,69,69,69
460172,66,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,.,75,.,74,.,.,.,.,52,59,59
460181,49,40,51,50,75,71,100,36,67,54,.,51,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,48,.,68,.,41,.,.,.,.,22,67,67
460190,56,52,57,67,60,67,50,52,56,67,.,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,.,73,.,13,.,.,.,.,18,60,62
460206,61,60,61,75,75,57,100,47,63,62,.,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,.,78,.,43,.,.,.,.,39,66,66
460349,0,0,0,.,0,0,.,.,0,0,.,.,.,33,0,0,0,0,0,.,0,0,.,.,0,0,.,.,.,33,0,0,.,.,.,.,.,.,.,.,.,.
460376,10,0,17,.,.,.,.,.,.,.,.,.,10,90,0,10,10,0,17,.,.,.,.,.,.,.,.,.,10,90,.,.,.,.,10,10,0,17,17,.,.,.
460385,100,.,100,.,.,.,.,.,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,.,.,.,.,.,80,80,80
460394,24,23,25,25,42,45,0,21,24,28,20,19,.,6,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,26,.,.,.,22,.,.,.,.,10,22,31
460464,33,29,38,0,57,58,40,29,29,40,0,32,38,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,0,.,34,.,.,.,.,15,33,38
460482,46,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,.,100,.,0,.,.,.,.,40,54,54
460525,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,.,83,.,88,.,.,.,.,3,72,80
460534,53,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,.,83,.,64,.,.,.,.,0,41,51
460543,59,59,59,50,75,78,67,39,65,62,58,8,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,59,.,64,.,54,.,.,.,.,24,60,61
460677,46,44,46,.,.,.,.,.,46,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,.,.,.,14,.,.,.,.,50,50,51
460701,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,.,100,.,.,.,.,.,.,71,71,71
460756,41,44,40,.,53,61,36,0,67,50,35,24,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,42,.,46,.,30,.,.,.,.,63,83,83
460765,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,88,.,84,.,0,.,.,.,.,36,73,76
460808,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,0,.,.,.,.,95,95,95
460817,62,76,44,75,40,40,.,41,73,66,69,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,40,.,50,.,78,.,.,.,.,59,65,67
460826,35,40,34,.,0,0,.,33,67,48,44,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,.,75,.,48,.,.,.,.,34,41,47
460835,51,60,44,50,50,50,.,47,73,57,11,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,27,.,82,.,.,.,.,36,41,42
460862,62,33,65,.,100,.,100,50,67,55,75,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,.,73,.,63,.,.,.,.,0,60,65
460871,100,.,100,.,.,.,.,100,100,.,.,.,.,.,100,100,100,.,100,.,.,.,.,100,100,.,.,.,.,.,100,100,100,100,.,.,50,50,50,.,.,.
460914,74,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,67,.,81,.,.,.,.,10,94,94
460932,98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,96,.,.,.,.,60,96,96
460969,81,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,.,0,.,96,.,.,.,.,3,83,83
460978,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,.,86,.,56,.,.,.,.,14,61,61
460987,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,79,.,100,.,87,.,.,.,.,28,76,77
460996,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,88,.,75,.,.,.,.,67,67,67
461014,25,20,25,.,100,100,.,25,19,0,.,50,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,25,.,60,.,8,.,.,.,.,16,32,35
461023,35,31,36,100,50,.,50,50,40,30,.,35,.,.,0,26,30,0,39,.,.,.,.,100,0,17,.,33,.,.,28,30,29,0,55,50,10,10,25,.,.,.
461032,0,0,0,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.
461087,97,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,94,.,.,.,.,67,67,67
461111,57,57,.,.,100,100,.,60,50,80,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,.,.,.,0,.,.,.,.,61,61,61
461148,68,65,76,50,77,77,.,50,71,64,.,.,.,1,68,68,68,65,75,50,76,76,.,50,74,64,.,.,.,.,54,55,68,74,72,71,33,33,33,.,.,.
461175,52,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,55,.,.,.,.,7,78,84
461193,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,.,88,.,82,.,.,.,.,3,66,66
461218,81,70,82,100,60,60,.,79,86,82,.,.,.,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,99,.,100,.,10,.,.,.,.,80,80,81
461245,73,83,64,.,100,100,.,62,71,83,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,94,.,.,.,.,84,84,84
461254,94,100,93,.,.,.,.,.,83,93,100,.,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,25,.,.,.,.,98,98,98
461263,68,0,72,.,50,50,.,.,38,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,72,.,0,.,.,.,.,.,.,.,.,.
461272,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,100,.,100,.,.,.,.,0,85,92
461306,7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,14,.,.,.,.,3,7,9
461315,21,29,14,25,0,.,0,.,.,33,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,.,.,.,0,.,.,.,.,18,18,18
461333,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,.,.,.,.,.,.,.
461342,91,.,.,.,.,.,.,.,.,.,.,.,.,9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,.,100,.,94,.,.,.,.,88,95,95
461379,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,100,100
461388,58,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,52,.,67,.,71,.,.,.,.,10,33,35
461421,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,.,100,.,75,.,.,.,.,3,62,62
461494,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,.,67,.,68,.,.,.,.,2,69,69
461500,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,50,.,.,.,.,0,75,75
461528,75,50,100,.,.,.,.,100,.,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,.,.,100,.,.,.,.,.,.,.
461537,60,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,33,.,.,.,.,14,43,43
461555,77,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,.,83,.,73,.,.,.,.,5,83,85
461573,68,67,100,.,67,50,100,57,50,81,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,.,73,.,54,.,.,.,.,46,51,51
461582,91,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,97,.,83,.,73,.,.,.,.,18,91,91
461591,50,.,50,.,29,50,20,100,50,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,50,.,100,.,.,.,.,0,68,68
461607,73,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,74,.,100,.,33,.,.,.,.,13,63,70
461625,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,.,.,.,.,.,.,.,83,83,83
461652,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,100,.,.,.,.,32,96,96
461689,55,44,57,.,50,50,.,44,61,57,44,100,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,.,69,.,60,.,.,.,.,15,67,73
461704,72,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,68,.,76,.,92,.,.,.,.,5,82,82
461713,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,67,.,.,.,50,.,.,.,.,21,82,82
461722,83,.,.,.,.,.,.,.,.,.,.,.,.,11,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,.,90,.,.,.,.,.,.,8,83,83
461740,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,.,.,.,.,.,.,.,.,0,50,50
461759,29,13,58,.,.,.,.,29,.,.,.,.,.,11,22,44,56,67,50,.,.,.,.,56,.,.,.,.,.,11,26,33,.,.,38,100,25,50,50,.,.,.
461768,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,51,.,88,.,51,.,.,.,.,10,80,80
461786,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,50,.,.,.,.,37,84,84
461795,44,39,52,.,100,100,.,27,37,67,.,.,57,11,37,44,44,39,52,.,100,100,.,27,37,67,.,.,57,11,30,30,67,67,58,58,49,53,53,.,.,.
461810,98,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,92,.,.,.,.,99,99,99
461829,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,.,87,.,0,.,.,.,.,53,71,71
461838,90,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,.,89,.,98,.,.,.,.,4,87,87
461847,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,.,.,.
461856,78,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,.,36,.,.,.,.,.,.,60,70,70
461865,51,57,51,.,100,100,.,48,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,.,20,.,0,.,.,.,.,56,64,64
461874,69,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,61,.,100,.,.,.,.,.,.,66,66,66
461883,33,25,50,.,.,.,.,.,.,.,.,.,33,.,44,44,44,33,67,.,.,.,.,.,.,.,.,.,44,.,.,.,.,.,33,44,5,30,30,.,.,.
461892,18,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,.,0,.,17,.,.,.,.,49,65,78
461908,59,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,.,50,.,77,.,.,.,.,3,58,58
461917,62,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,.,80,.,83,.,.,.,.,2,86,86
461926,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,78,.,83,.,100,.,.,.,.,60,88,88
461944,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,.,.,.,40,.,.,.,.,10,70,70
461953,68,100,67,.,100,100,.,100,67,68,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,71,.,75,.,44,.,.,.,.,30,30,30
461962,89,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,91,.,90,.,88,.,.,.,.,55,82,82
461999,58,0,59,.,100,100,.,80,50,50,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,.,56,.,71,.,.,.,.,5,43,43
462008,76,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,.,100,.,82,.,.,.,.,2,62,62
462017,57,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,41,.,56,.,100,.,.,.,.,5,64,70
462035,79,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,.,100,.,94,.,.,.,.,31,69,73
462053,57,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,81,.,100,.,43,.,.,.,.,35,46,48
462062,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,.,100,.,67,.,.,.,.,39,82,82
462071,54,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,.,33,.,50,.,.,.,.,6,60,60
462336,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,100,.,100,.,.,.,.,5,95,95
462345,55,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,43,.,67,.,100,.,.,.,.,27,53,67
462354,73,76,68,.,100,100,.,.,65,75,100,63,100,.,73,73,73,76,68,.,100,100,.,.,65,75,100,63,100,.,65,65,73,73,79,79,53,56,56,.,.,.
463056,62,57,67,50,74,74,.,55,44,66,47,58,89,17,40,58,62,57,67,50,74,74,.,55,44,66,47,58,89,17,61,61,65,65,63,63,37,59,61,.,.,.
466921,25,.,25,.,.,.,.,.,.,25,.,.,.,50,25,25,25,.,25,.,.,.,.,.,.,25,.,.,.,50,.,.,50,50,0,0,0,0,0,.,.,.
466930,75,.,75,.,.,.,.,100,.,50,.,.,.,.,75,75,75,.,75,.,.,.,.,100,.,50,.,.,.,.,100,100,.,.,50,50,100,100,100,.,.,.
467094,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,65,.,100,.,67,.,.,.,.,35,81,81
467368,19,0,20,.,.,.,.,.,14,100,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,.,0,.,.,.,.,.,.,0,14,21
467863,48,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,47,.,25,.,63,.,.,.,.,3,62,62
467872,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,.,40,.,57,.,.,.,.,10,86,86
467906,61,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,.,0,.,77,.,.,.,.,5,43,43
468246,55,33,59,0,0,0,0,33,36,69,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,57,.,44,.,57,.,.,.,.,12,64,68
468255,49,33,50,0,100,.,100,0,33,55,40,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,55,.,50,.,41,.,.,.,.,25,58,67
468291,52,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,53,.,0,.,60,.,.,.,.,58,68,72
468769,86,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,73,.,50,.,97,.,.,.,.,0,72,72
468848,64,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,63,.,71,.,73,.,.,.,.,27,75,75
468893,47,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,56,.,.,.,33,.,.,.,.,0,66,66
468909,55,.,.,.,.,.,.,.,.,.,.,.,.,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,54,.,92,.,60,.,.,.,.,14,59,59
468963,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,70,.,77,.,41,.,.,.,.,59,74,74
469416,65,63,65,.,.,.,.,.,65,.,.,.,.,.,10,18,29,29,29,.,.,.,.,.,29,.,.,.,.,.,72,32,.,.,0,0,12,15,15,.,.,.
469610,84,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,0,.,.,.,.,84,84,84
469629,66,66,68,63,0,0,.,50,67,70,100,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,60,.,94,.,68,.,.,.,.,55,67,67
469911,70,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,64,.,71,.,95,.,.,.,.,60,68,68
469957,50,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,46,.,0,.,65,.,.,.,.,9,63,73
470038,50,.,.,.,.,.,.,.,.,.,.,.,.,2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,49,.,83,.,82,.,.,.,.,17,66,66
470047,94,100,94,.,100,100,.,67,100,96,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,92,.,100,.,100,.,.,.,.,83,88,88
470296,80,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,80,.,.,.,.,.,.,.,.,63,63,63
470393,44,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,50,.,.,.,0,.,.,.,.,0,62,62
474863,31,40,29,0,50,67,0,0,33,25,100,.,.,.,19,38,38,50,36,.,67,100,0,0,22,50,100,.,.,.,30,42,43,25,0,.,25,25,25,.,.,.
474915,65,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,75,.,65,.,47,.,.,.,.,43,47,49
474924,56,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,84,.,52,.,20,.,.,.,.,36,40,40
475015,100,100,100,.,.,.,.,.,100,100,100,100,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,100,.,.,.,100,.,.,.,.,3,80,80
475024,33,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,31,.,62,.,50,.,.,.,.,29,54,54
475060,33,14,36,.,.,.,.,33,100,33,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,.,50,.,0,.,.,.,.,20,27,28
475121,6,4,7,0,25,0,50,6,9,5,0,0,.,1,4,5,6,4,6,0,25,0,50,6,9,4,0,0,.,1,5,5,33,33,5,5,1,2,3,.,.,.
