UNITID,FTE12MN,UNDUP,UNDUPUG,E12FT,E12PT,E12UG1ST,E12UGTRN,E12UGCNT,E12UGNDG,E12GRAD,E12UGFT,E12UG1SFT,E12UGTRFT,E12UGCNFT,E12UGNDFT,E12GRADFT,E12UGPT,E12UG1SPT,E12UGTRPT,E12UGCNPT,E12UGNDPT,E12GRADPT,PCTE12AN,PCTE12AS,PCTE12BK,PCTE12HS,PCTE12NH,PCTE12WH,PCTE122M,PCTE12UN,PCTE12NR,PCTE12W,PCTE12UGAN,PCTE12UGAS,PCTE12UGBK,PCTE12UGHS,PCTE12UGNH,PCTE12UGWH,PCTE12UG2M,PCTE12UGUN,PCTE12UGNR,PCTE12UGW,PCTE12GRADAN,PCTE12GRADAS,PCTE12GRADBK,PCTE12GRADHS,PCTE12GRADNH,PCTE12GRADWH,PCTE12GRAD2M,PCTE12GRADUN,PCTE12GRADNR,PCTE12GRADW,PCTE12DEEXC,PCTE12DESOM,PCTE12DENON,PCTE12UGDEEXC,PCTE12UGDESOM,PCTE12UGDENON,PCTE12GRADDEEXC,PCTE12GRADDESOM,PCTE12GRADDENON
100654,5168,6627,5664,5608,1019,1756,300,3604,4,963,5088,1698,255,3134,1,520,576,58,45,470,3,443,0,0,85,1,0,2,1,8,2,60,0,0,90,1,0,2,1,4,1,59,0,1,58,1,0,2,0,32,6,67,6,67,27,4,70,26,18,50,33
100663,20367,25357,14713,16643,8714,2295,1607,10210,601,10644,10878,2236,1069,7527,46,5765,3835,59,538,2683,555,4879,0,7,21,5,0,51,4,4,8,63,0,8,26,7,0,51,5,1,3,62,0,6,15,3,0,51,2,9,15,64,29,51,20,20,68,11,42,26,32
100690,481,870,329,396,474,0,257,71,1,541,198,0,169,29,0,198,131,0,88,42,1,343,1,1,55,3,1,37,0,2,0,55,0,0,67,3,0,26,0,2,0,62,1,1,47,3,1,44,0,2,0,51,100,0,0,100,0,0,100,0,0
100706,7672,10515,8021,6951,3564,1221,863,5564,373,2494,6143,1199,617,4323,4,808,1878,22,246,1241,369,1686,1,4,10,6,0,68,4,4,4,43,1,4,9,7,0,69,5,3,2,41,0,3,10,3,0,63,1,7,13,49,14,61,25,8,71,21,34,31,35
100724,3881,4255,3641,3674,581,1014,158,2466,3,614,3267,1002,153,2112,0,407,374,12,5,354,3,207,0,0,90,1,0,4,1,1,2,65,0,0,92,1,0,2,1,1,2,64,0,1,72,1,0,20,1,1,3,69,6,67,27,4,66,30,18,75,7
100751,35272,42869,35413,33724,9145,8163,1600,23719,1931,7456,29797,8090,1092,20500,115,3927,5616,73,508,3219,1816,3529,0,2,12,6,0,71,3,3,3,58,0,1,12,6,0,72,3,4,1,57,0,2,13,5,0,63,2,2,12,63,19,43,38,14,48,38,43,19,38
100760,1045,2464,2464,609,1855,467,179,673,1145,0,609,305,58,235,11,0,1855,162,121,438,1134,0,0,1,21,4,0,69,4,0,0,60,0,1,21,4,0,69,4,0,0,60,,,,,,,,,,,31,44,25,31,44,25,,,
100812,2233,3945,3394,1452,2493,0,1166,2025,203,551,1389,0,649,732,8,63,2005,0,517,1293,195,488,1,1,16,5,0,72,3,2,0,68,1,0,13,5,0,74,3,2,0,69,1,2,32,4,0,58,2,1,0,62,67,29,5,61,33,6,98,1,0
100830,4563,6464,4496,3684,2780,487,497,2505,1007,1968,2776,432,319,1708,317,908,1720,55,178,797,690,1060,0,2,37,1,0,35,3,1,19,61,0,3,44,2,0,41,4,1,4,68,0,1,22,0,0,21,1,1,54,47,23,53,24,20,56,24,28,47,25
100858,29907,35381,27999,27671,7710,5391,1394,19671,1543,7382,23855,5362,1185,17243,65,3816,4144,29,209,2428,1478,3566,0,3,5,4,0,78,3,0,6,51,0,3,4,4,0,82,3,0,3,50,0,3,8,4,0,63,2,1,19,53,14,31,55,8,36,55,34,11,56
100937,1019,1000,1000,983,17,246,108,637,9,0,983,246,104,626,7,0,17,0,4,11,2,0,0,2,15,6,0,73,1,0,2,48,0,2,15,6,0,73,1,0,2,48,,,,,,,,,,,0,16,84,0,16,84,,,
101028,1031,2283,2283,647,1636,389,298,849,747,0,647,237,109,272,29,0,1636,152,189,577,718,0,0,1,47,1,1,39,9,2,0,66,0,1,47,1,1,39,9,2,0,66,,,,,,,,,,,19,40,41,19,40,41,,,
101116,357,609,539,415,194,38,166,332,3,70,377,28,127,221,1,38,162,10,39,111,2,32,0,0,73,2,0,20,1,3,1,84,0,1,73,2,1,20,1,2,1,84,0,0,74,1,0,20,0,4,0,81,46,32,22,42,34,24,79,19,3
101143,1556,2840,2840,1109,1731,737,250,845,1008,0,1109,472,109,473,55,0,1731,265,141,372,953,0,1,2,19,7,0,62,6,2,1,53,1,2,19,7,0,62,6,2,1,53,,,,,,,,,,,29,37,34,29,37,34,,,
101161,4891,9213,9213,3120,6093,2011,664,3524,3014,0,3120,1378,249,1461,32,0,6093,633,415,2063,2982,0,1,1,23,4,0,64,5,0,0,59,1,1,23,4,0,64,5,0,0,59,,,,,,,,,,,30,35,35,30,35,35,,,
101189,2742,3456,2195,2246,1210,266,393,1323,213,1261,1306,232,255,819,0,940,889,34,138,504,213,321,1,1,35,4,0,51,2,3,3,59,0,1,39,4,0,47,3,3,3,56,1,2,29,3,0,59,2,2,2,63,47,24,29,43,28,29,55,18,27
101240,3217,5878,5878,2458,3420,1351,545,2700,1282,0,2458,978,271,1172,37,0,3420,373,274,1528,1245,0,0,1,18,6,0,68,4,0,1,62,0,1,18,6,0,68,4,0,1,62,,,,,,,,,,,28,47,25,28,47,25,,,
101277,98,79,79,79,0,61,0,18,0,0,79,61,0,18,0,0,0,0,0,0,0,0,0,0,1,18,0,78,0,3,0,99,0,0,1,18,0,78,0,3,0,99,,,,,,,,,,,0,0,100,0,0,100,,,
101286,2648,5259,5259,1509,3750,1077,451,2548,1183,0,1509,587,154,763,5,0,3750,490,297,1785,1178,0,0,1,30,6,0,57,4,1,0,68,0,1,30,6,0,57,4,1,0,68,,,,,,,,,,,19,38,43,19,38,43,,,
101295,4067,8169,8169,2706,5463,1857,772,2969,2571,0,2706,1144,275,1188,99,0,5463,713,497,1781,2472,0,1,1,7,9,0,78,4,0,1,64,1,1,7,9,0,78,4,0,1,64,,,,,,,,,,,22,38,40,22,38,40,,,
101301,1353,2738,2738,661,2077,453,97,683,1505,0,661,321,43,270,27,0,2077,132,54,413,1478,0,0,1,70,2,0,24,3,0,1,60,0,1,70,2,0,24,3,0,1,60,,,,,,,,,,,51,26,24,51,26,24,,,
101365,545,1049,1037,533,516,322,224,490,1,12,522,108,104,310,0,11,515,214,120,180,1,1,0,1,63,2,0,28,2,2,0,78,0,1,63,3,0,29,2,2,0,78,0,0,83,0,0,8,0,8,0,92,32,26,42,31,26,43,100,0,0
101435,788,847,839,819,28,259,148,427,5,8,811,257,131,422,1,8,28,2,17,5,4,0,0,0,19,6,0,66,5,4,0,44,0,0,19,6,0,66,5,3,0,44,0,0,25,0,0,38,0,38,0,50,0,43,57,0,43,57,0,0,100
101453,90,190,95,62,128,4,19,62,10,95,40,4,10,22,4,22,55,0,9,40,6,73,1,2,8,3,0,85,1,0,1,15,1,0,9,5,0,82,1,0,1,15,0,3,7,0,0,88,0,0,1,15,78,16,6,65,24,11,91,8,1
101462,605,1378,1378,309,1069,216,265,573,324,0,309,95,73,138,3,0,1069,121,192,435,321,0,0,1,62,8,0,23,6,0,1,63,0,1,62,8,0,23,6,0,1,63,,,,,,,,,,,9,55,36,9,55,36,,,
101471,982,1553,1553,1246,307,1038,0,515,0,0,1246,857,0,389,0,0,307,181,0,126,0,0,0,0,55,2,0,41,0,0,1,13,0,0,55,2,0,41,0,0,1,13,,,,,,,,,,,0,0,100,0,0,100,,,
101480,8274,11071,9380,7611,3460,2079,767,4833,1701,1691,7024,1978,537,4090,419,587,2356,101,230,743,1282,1104,0,1,23,4,0,61,4,5,2,59,0,1,23,5,0,60,4,6,2,58,1,1,23,2,0,66,2,2,3,65,23,58,19,16,63,21,65,29,6
101505,5028,12436,12436,2382,10054,1847,1101,4578,4910,0,2382,881,271,1156,74,0,10054,966,830,3422,4836,0,0,3,22,7,0,63,3,0,1,63,0,3,22,7,0,63,3,0,1,63,,,,,,,,,,,45,29,27,45,29,27,,,
101514,5602,12591,12591,3199,9392,2240,1037,5472,3842,0,3199,1158,366,1624,51,0,9392,1082,671,3848,3791,0,1,2,16,8,0,65,6,1,1,55,1,2,16,8,0,65,6,1,1,55,,,,,,,,,,,44,35,21,44,35,21,,,
101569,2124,4531,4531,1345,3186,978,473,2153,927,0,1345,490,158,686,11,0,3186,488,315,1467,916,0,0,0,81,4,0,10,3,0,0,69,0,0,81,4,0,10,3,0,0,69,,,,,,,,,,,40,39,22,40,39,22,,,
101587,5042,8933,3336,7564,1369,361,998,1834,143,5597,2421,344,878,1176,23,5143,915,17,120,658,120,454,1,0,32,2,0,52,2,9,1,76,1,0,37,3,0,46,2,8,3,72,1,0,29,2,0,55,2,10,1,78,84,10,5,60,26,14,99,1,0
101602,1325,2687,2687,873,1814,332,280,887,1188,0,873,198,190,452,33,0,1814,134,90,435,1155,0,0,1,16,3,0,61,4,15,0,57,0,1,16,3,0,61,4,15,0,57,,,,,,,,,,,31,42,27,31,42,27,,,
101648,341,338,338,338,0,197,28,113,0,0,338,197,28,113,0,0,0,0,0,0,0,0,1,2,23,8,1,60,4,2,0,28,1,2,23,8,1,60,4,2,0,28,,,,,,,,,,,0,53,47,0,53,47,,,
101675,1245,1720,1720,1599,121,490,193,1031,6,0,1599,485,176,938,0,0,121,5,17,93,6,0,0,0,95,1,0,3,1,0,0,56,0,0,95,1,0,3,1,0,0,56,,,,,,,,,,,16,12,72,16,12,72,,,
101693,1320,1903,1662,1200,703,283,22,841,516,241,1090,283,21,786,0,110,572,0,1,55,516,131,2,1,13,2,0,48,5,26,4,62,2,1,13,1,0,49,5,26,3,61,0,1,15,4,0,37,6,27,10,65,5,16,79,5,19,76,5,0,95
101709,2327,2935,2385,2230,705,544,117,1680,44,550,2046,540,97,1404,5,184,339,4,20,276,39,366,0,1,18,6,0,66,3,2,3,66,0,1,17,7,0,66,3,2,3,64,0,1,21,4,0,67,2,3,1,75,10,64,26,5,67,28,34,51,15
101736,2154,5472,5472,1065,4407,808,240,1514,2910,0,1065,503,88,454,20,0,4407,305,152,1060,2890,0,1,1,9,11,0,73,5,1,0,56,1,1,9,11,0,73,5,1,0,56,,,,,,,,,,,18,29,53,18,29,53,,,
101879,7490,12159,8606,6561,5598,1194,895,4193,2324,3553,5287,1155,677,3340,115,1274,3319,39,218,853,2209,2279,1,2,13,5,0,69,4,1,5,64,1,2,11,6,0,70,4,2,5,63,1,2,18,3,0,67,2,1,5,68,34,32,33,19,42,39,72,8,20
101897,1778,3581,3581,1056,2525,721,129,1196,1535,0,1056,486,51,460,59,0,2525,235,78,736,1476,0,2,1,2,16,0,72,7,1,0,66,2,1,2,16,0,72,7,1,0,66,,,,,,,,,,,34,48,18,34,48,18,,,
101912,1428,1650,1601,1469,181,437,53,1056,55,49,1440,432,53,953,2,29,161,5,0,103,53,20,0,0,71,9,0,1,2,2,14,57,0,0,71,9,0,1,2,2,14,58,0,8,67,12,0,4,4,2,2,53,9,43,48,6,44,50,100,0,0
101994,382,637,637,248,389,130,82,190,235,0,248,107,40,98,3,0,389,23,42,92,232,0,1,0,65,0,0,30,3,0,0,61,1,0,65,0,0,30,3,0,0,61,,,,,,,,,,,5,48,47,5,48,47,,,
102030,1846,4222,4222,1393,2829,1040,397,1430,1355,0,1393,658,204,527,4,0,2829,382,193,903,1351,0,1,2,59,3,0,30,4,1,1,63,1,2,59,3,0,30,4,1,1,63,,,,,,,,,,,14,32,54,14,32,54,,,
102049,5940,6043,3772,5721,322,976,128,2657,11,2271,3656,955,116,2585,0,2065,116,21,12,72,11,206,0,2,9,4,0,80,2,2,1,67,0,1,6,4,0,84,2,1,1,67,0,3,15,4,0,71,1,4,1,68,6,48,46,2,49,49,12,47,41
102058,24,62,40,17,45,3,0,37,0,22,15,3,0,12,0,2,25,0,0,25,0,20,0,0,100,0,0,0,0,0,0,50,0,0,100,0,0,0,0,0,0,50,0,0,100,0,0,0,0,0,0,50,0,95,5,0,95,5,0,95,5
102067,3115,7099,7099,1998,5101,1236,495,2461,2907,0,1998,795,212,902,89,0,5101,441,283,1559,2818,0,0,1,35,5,0,55,3,0,1,59,0,1,35,5,0,55,3,0,1,59,,,,,,,,,,,45,35,20,45,35,20,,,
102076,2298,6445,6445,1281,5164,699,245,963,4538,0,1281,539,96,451,195,0,5164,160,149,512,4343,0,0,1,7,11,0,77,3,0,0,60,0,1,7,11,0,77,3,0,0,60,,,,,,,,,,,78,17,5,78,17,5,,,
102094,13309,15488,9553,12147,3341,1772,995,6250,536,5935,7501,1658,797,5033,13,4646,2052,114,198,1217,523,1289,1,4,22,4,0,61,4,2,2,68,1,4,23,5,0,60,4,2,1,61,1,4,19,4,0,63,3,2,4,80,33,43,24,10,65,24,70,7,24
102234,1073,1215,1041,950,265,230,146,629,36,174,928,229,126,573,0,22,113,1,20,56,36,152,1,2,14,10,0,59,2,5,8,54,1,2,13,10,0,59,2,4,9,56,0,2,17,8,1,59,2,7,3,41,17,53,30,7,60,33,75,14,11
102270,754,983,983,687,296,176,280,378,149,0,687,132,228,317,10,0,296,44,52,61,139,0,0,1,88,1,0,8,0,3,1,56,0,1,88,1,0,8,0,3,1,56,,,,,,,,,,,16,84,0,16,84,0,,,
102298,949,1337,1247,1263,74,274,184,789,0,90,1175,258,182,735,0,88,72,16,2,54,0,2,0,0,79,5,1,5,1,1,7,43,0,0,78,5,1,6,1,1,7,41,0,0,87,1,0,1,1,2,8,72,27,73,0,22,78,0,89,11,0
102313,1434,2772,2772,1070,1702,597,411,1291,473,0,1070,373,167,523,7,0,1702,224,244,768,466,0,0,1,73,4,0,18,3,0,0,64,0,1,73,4,0,18,3,0,0,64,,,,,,,,,,,34,43,22,34,43,22,,,
102368,10867,17868,13031,8724,9144,2017,1542,8777,695,4837,7404,1530,831,4963,80,1320,5627,487,711,3814,615,3517,0,1,32,5,0,50,4,4,2,63,0,1,32,5,0,52,4,3,2,64,0,2,32,7,0,46,4,6,2,62,55,25,20,49,29,23,73,15,13
102377,2755,3037,2510,2632,405,533,69,1908,0,527,2164,533,68,1563,0,468,346,0,1,345,0,59,0,1,80,2,2,2,1,13,0,64,0,0,86,2,2,1,1,9,0,61,0,2,54,4,1,7,0,31,0,75,1,0,99,1,0,99,0,0,100
102395,132,297,140,102,195,22,15,86,17,157,42,2,4,23,13,60,98,20,11,63,4,97,0,1,25,10,0,45,3,16,0,27,1,1,18,11,0,43,4,21,1,24,0,1,31,8,0,48,1,11,0,29,95,0,5,93,0,7,96,0,4
102429,2400,5204,5204,1231,3973,1016,316,1764,2108,0,1231,569,75,569,18,0,3973,447,241,1195,2090,0,0,1,17,4,0,75,3,1,0,62,0,1,17,4,0,75,3,1,0,62,,,,,,,,,,,27,34,39,27,34,39,,,
102553,6753,17352,16562,4539,12813,1393,869,6016,8284,790,4383,821,393,2765,404,156,12179,572,476,3251,7880,634,5,6,3,8,1,52,8,16,2,61,6,6,3,8,1,51,8,16,1,61,5,4,3,7,2,63,7,5,3,69,37,37,26,37,37,26,43,36,21
102580,24,45,45,22,23,4,3,28,10,0,22,3,3,16,0,0,23,1,0,12,10,0,0,0,2,2,0,89,7,0,0,49,0,0,2,2,0,89,7,0,0,49,,,,,,,,,,,0,18,82,0,18,82,,,
102614,4281,10975,9790,2985,7990,857,696,3445,4792,1185,2606,635,324,1533,114,379,7184,222,372,1912,4678,806,16,2,4,9,1,48,8,10,2,64,17,2,4,9,1,47,9,11,1,64,6,2,2,7,0,59,7,8,8,60,40,28,32,40,27,33,41,35,24
102632,1083,3383,3075,665,2718,212,206,773,1884,308,596,132,112,288,64,69,2479,80,94,485,1820,239,13,4,1,7,1,53,11,10,1,64,13,4,1,7,1,51,11,11,1,63,7,3,2,4,1,69,5,5,4,74,46,19,36,44,18,38,65,27,8
102669,477,758,567,428,330,35,191,299,42,191,374,27,93,243,11,54,193,8,98,56,31,137,25,5,3,7,2,31,12,14,1,76,27,7,4,7,2,29,11,12,1,77,18,2,1,7,2,37,12,21,1,74,17,28,55,19,36,45,8,6,86
102711,131,980,980,109,871,856,0,124,0,0,109,90,0,19,0,0,871,766,0,105,0,0,32,2,1,4,0,41,7,13,0,19,32,2,1,4,0,41,7,13,0,19,,,,,,,,,,,0,0,100,0,0,100,,,
102845,5696,3560,3560,3560,0,1766,44,1750,0,0,3560,1766,44,1750,0,0,0,0,0,0,0,0,12,3,9,19,3,41,8,4,1,72,12,3,9,19,3,41,8,4,1,72,,,,,,,,,,,29,71,0,29,71,0,,,
103501,386,389,389,389,0,273,0,116,0,0,389,273,0,116,0,0,0,0,0,0,0,0,24,15,11,8,3,29,8,2,0,86,24,15,11,8,3,29,8,2,0,86,,,,,,,,,,,0,0,100,0,0,100,,,
103741,211,313,313,235,78,162,0,151,0,0,235,130,0,105,0,0,78,32,0,46,0,0,2,1,5,47,0,29,12,3,0,96,2,1,5,47,0,29,12,3,0,96,,,,,,,,,,,0,0,100,0,0,100,,,
103893,1155,1819,1819,1819,0,502,513,803,1,0,1819,502,513,803,1,0,0,0,0,0,0,0,5,2,10,55,0,17,1,9,1,79,5,2,10,55,0,17,1,9,1,79,,,,,,,,,,,22,38,39,22,38,39,,,
103909,606,859,859,859,0,220,231,408,0,0,859,220,231,408,0,0,0,0,0,0,0,0,7,2,8,46,0,24,1,12,0,84,7,2,8,46,0,24,1,12,0,84,,,,,,,,,,,0,45,55,0,45,55,,,
103927,511,750,750,750,0,249,188,313,0,0,750,249,188,313,0,0,0,0,0,0,0,0,3,2,7,64,1,16,1,5,0,80,3,2,7,64,1,16,1,5,0,80,,,,,,,,,,,0,52,48,0,52,48,,,
103954,37,64,64,64,0,19,0,45,0,0,64,19,0,45,0,0,0,0,0,0,0,0,0,3,14,52,0,20,11,0,0,94,0,3,14,52,0,20,11,0,0,94,,,,,,,,,,,0,0,100,0,0,100,,,
103963,771,734,734,734,0,328,117,289,0,0,734,328,117,289,0,0,0,0,0,0,0,0,11,1,11,47,1,24,6,0,0,14,11,1,11,47,1,24,6,0,0,14,,,,,,,,,,,0,1,99,0,1,99,,,
104090,891,1208,1142,1208,0,116,311,715,0,66,1142,116,311,715,0,66,0,0,0,0,0,0,8,3,14,32,0,23,3,17,0,89,8,3,14,33,0,22,3,18,0,89,9,8,18,18,0,38,3,6,0,80,33,56,11,29,59,11,100,0,0
104151,78148,87154,70646,75146,12008,15899,5706,47898,1143,16508,62684,15648,4582,42269,185,12462,7962,251,1124,5629,958,4046,1,8,4,23,0,41,4,4,15,48,1,9,4,26,0,44,5,4,7,49,1,5,3,10,0,29,2,3,48,45,7,68,25,7,78,15,4,27,69
104160,5080,12066,12066,2281,9785,3215,213,6106,2532,0,2281,599,15,1282,385,0,9785,2616,198,4824,2147,0,1,1,2,65,0,13,2,15,1,58,1,1,2,65,0,13,2,15,1,58,,,,,,,,,,,25,34,41,25,34,41,,,
104179,46339,55911,43817,38063,17848,9434,4037,28304,2042,12094,31622,6338,2306,22831,147,6441,12195,3096,1731,5473,1895,5653,2,5,4,26,0,47,5,5,7,55,1,5,4,28,0,48,5,4,5,55,2,7,4,18,0,43,4,9,14,54,24,37,39,22,44,34,34,12,55
104346,3061,7853,7853,1501,6352,1769,859,3770,1455,0,1501,644,179,625,53,0,6352,1125,680,3145,1402,0,3,2,8,40,0,39,3,3,1,62,3,2,8,40,0,39,3,3,1,62,,,,,,,,,,,18,64,18,18,64,18,,,
104391,81,131,131,131,0,115,0,16,0,0,131,115,0,16,0,0,0,0,0,0,0,0,1,2,2,21,0,45,2,27,0,98,1,2,2,21,0,45,2,27,0,98,,,,,,,,,,,0,0,100,0,0,100,,,
104425,5935,9422,9422,5238,4184,2649,2208,3538,1027,0,5238,2037,1799,1359,43,0,4184,612,409,2179,984,0,1,3,7,34,0,48,4,1,1,38,1,3,7,34,0,48,4,1,1,38,,,,,,,,,,,20,21,59,20,21,59,,,
104443,85,118,118,75,43,61,0,57,0,0,75,42,0,33,0,0,43,19,0,24,0,0,6,2,19,19,0,14,7,34,0,92,6,2,19,19,0,14,7,34,0,92,,,,,,,,,,,0,0,100,0,0,100,,,
104568,599,680,680,330,350,244,0,436,0,0,330,116,0,214,0,0,350,128,0,222,0,0,2,2,13,35,0,43,4,2,0,98,2,2,13,35,0,43,4,2,0,98,,,,,,,,,,,0,100,0,0,100,0,,,
104577,2970,7084,7084,1684,5400,1326,252,3083,2423,0,1684,636,87,751,210,0,5400,690,165,2332,2213,0,5,1,1,23,0,64,1,3,1,58,5,1,1,23,0,64,1,3,1,58,,,,,,,,,,,14,16,70,14,16,70,,,
104586,3221,3341,3294,3114,227,795,148,2314,37,47,3071,787,135,2149,0,43,223,8,13,165,37,4,1,6,2,15,0,56,7,3,10,28,1,6,2,15,0,57,7,3,10,27,0,2,9,6,0,36,9,2,36,32,1,24,75,1,24,75,0,13,87
104665,6,7,0,6,1,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,71,29,0,0,29,,,,,,,,,,,0,0,0,0,0,71,29,0,0,29,0,0,100,,,,0,0,100
104708,7234,20240,20240,5322,14918,3390,4110,9214,3526,0,5322,1665,937,2322,398,0,14918,1725,3173,6892,3128,0,1,5,6,40,0,39,5,2,1,55,1,5,6,40,0,39,5,2,1,55,,,,,,,,,,,39,38,23,39,38,23,,,
104717,93906,159769,102837,25667,134102,11856,31169,54216,5596,56932,25648,7596,2439,15454,159,19,77189,4260,28730,38762,5437,56913,1,3,21,21,1,44,4,4,1,73,1,3,18,23,1,45,5,4,1,71,1,4,26,18,0,43,3,4,1,77,82,14,4,75,19,5,95,4,1
105145,2665,7474,7474,1377,6097,871,2422,2890,1291,0,1377,290,385,571,131,0,6097,581,2037,2319,1160,0,3,3,11,51,0,26,4,2,0,63,3,3,11,51,0,26,4,2,0,63,,,,,,,,,,,45,30,25,45,30,25,,,
105154,8363,24243,24243,5980,18263,3652,6137,10578,3876,0,5980,1729,1244,2568,439,0,18263,1923,4893,8010,3437,0,3,5,6,33,0,45,5,2,1,54,3,5,6,33,0,45,5,2,1,54,,,,,,,,,,,45,32,23,45,32,23,,,
105206,2109,5236,5236,849,4387,1035,204,2678,1319,0,849,169,39,492,149,0,4387,866,165,2186,1170,0,2,2,2,28,0,61,4,1,1,67,2,2,2,28,0,61,4,1,1,67,,,,,,,,,,,40,31,29,40,31,29,,,
105215,855,977,977,977,0,271,206,500,0,0,977,271,206,500,0,0,0,0,0,0,0,0,3,1,5,16,1,58,12,5,0,7,3,1,5,16,1,58,12,5,0,7,,,,,,,,,,,0,0,100,0,0,100,,,
105297,1080,2125,2121,917,1208,235,166,1425,295,4,913,167,91,641,14,4,1208,68,75,784,281,0,98,0,0,0,0,1,0,0,0,74,98,0,0,0,0,1,0,0,0,74,100,0,0,0,0,0,0,0,0,50,66,31,3,66,31,3,0,100,0
105330,27908,31245,25421,24939,6306,5761,2370,16875,415,5824,21647,5588,1702,14099,258,3292,3774,173,668,2776,157,2532,3,3,3,25,0,53,5,4,4,63,3,3,3,26,0,54,6,2,2,63,4,2,4,17,0,48,3,11,10,65,22,48,29,17,54,29,46,23,31
105349,1397,4424,4424,541,3883,301,743,680,2700,0,541,84,102,125,230,0,3883,217,641,555,2470,0,25,1,0,16,0,35,1,22,0,63,25,1,0,16,0,35,1,22,0,63,,,,,,,,,,,39,20,42,39,20,42,,,
105428,5234,15476,15476,3500,11976,1850,4425,6228,2973,0,3500,795,986,1352,367,0,11976,1055,3439,4876,2606,0,2,3,8,54,0,25,4,2,1,62,2,3,8,54,0,25,4,2,1,62,,,,,,,,,,,51,26,23,51,26,23,,,
105525,12396,31792,31792,5977,25815,5131,2186,13331,11144,0,5977,1832,561,3299,285,0,25815,3299,1625,10032,10859,0,2,3,5,46,0,36,3,4,1,56,2,3,5,46,0,36,3,4,1,56,,,,,,,,,,,29,28,42,29,28,42,,,
105534,3232,3791,3648,3791,0,474,1484,1685,5,143,3648,474,1484,1685,5,143,0,0,0,0,0,0,2,6,10,39,1,33,8,1,0,81,2,6,10,40,1,32,8,1,0,81,3,6,8,24,0,52,5,3,0,83,64,6,30,63,7,31,100,0,0
105543,880,1121,1121,1121,0,369,251,501,0,0,1121,369,251,501,0,0,0,0,0,0,0,0,19,2,3,50,1,16,9,1,0,83,19,2,3,50,1,16,9,1,0,83,,,,,,,,,,,7,32,61,7,32,61,,,
105589,920,1277,429,556,721,38,55,275,61,848,282,36,44,196,6,274,147,2,11,79,55,574,1,3,3,6,0,66,1,20,0,75,2,3,3,7,0,63,1,21,0,66,1,2,3,6,0,67,1,20,0,81,83,17,0,50,49,0,100,0,0
105659,1228,1866,1866,1866,0,1148,0,718,0,0,1866,1148,0,718,0,0,0,0,0,0,0,0,17,1,15,35,1,30,0,1,0,10,17,1,15,35,1,30,0,1,0,10,,,,,,,,,,,0,4,96,0,4,96,,,
105668,8835,33974,33974,6042,27932,3294,9206,7099,14375,0,6042,1151,1460,957,2474,0,27932,2143,7746,6142,11901,0,2,5,7,30,0,47,5,3,1,58,2,5,7,30,0,47,5,3,1,58,,,,,,,,,,,57,7,36,57,7,36,,,
105677,44,46,46,46,0,22,0,24,0,0,46,22,0,24,0,0,0,0,0,0,0,0,2,4,2,7,0,85,0,0,0,4,2,4,2,7,0,85,0,0,0,4,,,,,,,,,,,0,0,100,0,0,100,,,
105747,3609,11436,11436,2221,9215,1361,3615,3866,2594,0,2221,552,640,823,206,0,9215,809,2975,3043,2388,0,3,5,4,26,0,52,5,3,1,55,3,5,4,26,0,52,5,3,1,55,,,,,,,,,,,50,25,25,50,25,25,,,
105792,1804,5294,5294,1238,4056,958,1426,1664,1246,0,1238,403,279,391,165,0,4056,555,1147,1273,1081,0,3,3,13,55,0,19,4,2,1,58,3,3,13,55,0,19,4,2,1,58,,,,,,,,,,,46,29,25,46,29,25,,,
105899,992,1172,1172,1003,169,315,134,650,73,0,1003,309,130,556,8,0,169,6,4,94,65,0,2,2,10,26,1,49,6,0,3,40,2,2,10,26,1,49,6,0,3,40,,,,,,,,,,,16,47,36,16,47,36,,,
106041,2536,2628,2628,2628,0,893,349,1386,0,0,2628,893,349,1386,0,0,0,0,0,0,0,0,4,3,3,34,3,37,12,4,0,6,4,3,3,34,3,37,12,4,0,6,,,,,,,,,,,0,0,100,0,0,100,,,
106148,3440,9352,9352,1656,7696,1257,647,2898,4550,0,1656,589,215,699,153,0,7696,668,432,2199,4397,0,2,1,1,20,0,65,4,6,0,58,2,1,1,20,0,65,4,6,0,58,,,,,,,,,,,31,22,47,31,22,47,,,
106245,6045,10122,7132,4674,5448,597,1295,3931,1309,2990,3346,561,689,1979,117,1328,3786,36,606,1952,1192,1662,1,2,23,3,0,53,10,1,7,63,1,2,24,3,0,53,13,1,3,63,0,2,18,2,0,53,4,3,16,61,44,25,30,42,29,29,50,17,33
106263,2914,3584,1507,2528,1056,0,701,790,16,2077,876,0,468,406,2,1652,631,0,233,384,14,425,0,8,11,7,0,63,4,4,3,72,0,8,12,9,0,60,4,6,0,84,0,8,10,6,0,66,4,2,4,64,33,23,44,65,14,21,10,30,60
106306,408,646,646,568,78,308,86,248,4,0,568,264,72,231,1,0,78,44,14,17,3,0,0,0,86,7,0,2,2,2,1,22,0,0,86,7,0,2,2,2,1,22,,,,,,,,,,,0,85,15,0,85,15,,,
106315,144,168,168,168,0,21,0,147,0,0,168,21,0,147,0,0,0,0,0,0,0,0,0,0,88,6,0,6,1,0,0,99,0,0,88,6,0,6,1,0,0,99,,,,,,,,,,,0,0,100,0,0,100,,,
