UNITID,F1CORREV,F1TUFEPC,F1STAPPC,F1LCAPPC,F1GVGCPC,F1PGGCPC,F1INVRPC,F1OTRVPC,F1TUFEFT,F1STAPFT,F1LCAPFT,F1GVGCFT,F1PGGCFT,F1INVRFT,F1OTRVFT,F1COREXP,F1INSTFT,F1RSRCFT,F1PBSVFT,F1ACSPFT,F1STSVFT,F1INSUFT,F1OTEXFT,F1INSTPC,F1RSRCPC,F1PBSVPC,F1ACSPPC,F1STSVPC,F1INSUPC,F1OTEXPC,F1SWINSP,F1SWRSRP,F1SWPBSP,F1SWACSP,F1SWSTSP,F1SWISPP,F1SWOTEP,F1SWCREP,F1ENDMFT,F1SAFBPC,F1SALRPC,F1EQUITR,F2CORREV,F2TUFEPC,F2GVGCPC,F2PGGCPC,F2INVRPC,F2OTRVPC,F2TUFEFT,F2GVGCFT,F2PGGCFT,F2INVRFT,F2OTRVFT,F2COREXP,F2INSTFT,F2RSRCFT,F2PBSVFT,F2ACSPFT,F2STSVFT,F2INSUFT,F2OTEXFT,F2INSTPC,F2RSRCPC,F2PBSVPC,F2ACSPPC,F2STSVPC,F2INSUPC,F2OTEXPC,F2SWINSP,F2SWRSRP,F2SWPBSP,F2SWACSP,F2SWSTSP,F2SWISPP,F2SWOTEP,F2SWCREP,F2ENDMFT,F2SAFBPC,F2SALRPC,F2EQUITR,F3CORREV,F3TUFEPC,F3GVGCPC,F3PGGCPC,F3INVRPC,F3SSEAPC,F3OTRVPC,F3TUFEFT,F3GVGCFT,F3PGGCFT,F3INVRFT,F3SSEAFT,F3OTRVFT,F3COREXP,F3INSTFT,F3RSRCFT,F3PBSVFT,F3ACSPFT,F3STSVFT,F3INSUFT,F3OTEXFT,F3INSTPC,F3RSRCPC,F3PBSVPC,F3ACSPPC,F3STSVPC,F3INSUPC,F3OTEXPC,F3SWINSP,F3SWRSRP,F3SWPBSP,F3SWACSP,F3SWSTSP,F3SWISPP,F3SWOTEP,F3SWCREP,F3SAFBPC,F3SALRPC,F3EQUITR
155335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26300337,71,0,14,11,4,10121,43,2066,1606,503,26002891,5539,0,0,568,3945,4127,0,39,0,0,4,28,29,0,62,,,48,36,35,,47,14682,54,43,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,956112,95,0,0,0,5,0,6710,0,0,0,321,0,964263,1618,0,0,17,3313,2143,0,23,0,0,0,47,30,0,100,,,100,45,100,,74,74,74,
155399,832507662,24,28,1,22,6,2,16,11709,13641,511,10866,3123,1077,7519,834388584,12603,15558,8225,3910,1828,3640,2793,26,32,17,8,4,7,6,59,50,42,44,46,40,0,47,59303,57,46,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22064018,56,1,21,22,0,13389,307,5171,5220,0,21553473,5144,0,0,1284,6537,10565,0,22,0,0,5,28,45,0,91,,,75,61,36,,57,51035,58,49,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155423,14693868,17,58,0,16,1,6,2,2346,8148,0,2305,91,866,265,14270566,6557,0,0,1285,1539,861,3374,48,0,0,9,11,6,25,71,,,39,46,41,11,48,,65,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155450,15766123,12,22,37,26,1,0,2,2249,4014,6766,4638,97,78,281,15375012,5019,0,0,937,3217,4341,4158,28,0,0,5,18,25,24,92,,,77,55,36,14,52,966,62,52,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155487,12089580,22,23,0,47,0,2,7,5376,5748,0,11682,0,377,1692,8714957,7166,0,0,963,1586,5670,2548,40,0,0,5,9,32,14,58,,,80,69,40,0,46,1454,57,46,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4166069,35,0,37,13,15,10344,137,11113,3837,4540,4448866,5608,0,0,2825,8206,14240,1127,18,0,0,9,26,44,4,79,,,62,53,31,35,48,36211,56,43,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43457142,21,2,61,14,3,11551,904,34301,7786,1677,21450763,10231,0,0,1531,8016,7972,0,37,0,0,6,29,29,0,59,,,45,44,34,,46,924497,52,41,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34422706,63,0,28,7,1,15833,109,7161,1761,372,27411100,6776,22,172,1654,4598,6874,0,34,0,1,8,23,34,0,69,3,60,63,40,29,,48,13785,53,44,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155566,23180288,19,22,28,27,2,1,2,4054,4634,6084,5868,415,153,336,21746084,5389,0,4,900,3758,4315,5844,27,0,0,4,19,21,29,76,,0,61,57,14,2,37,6099,46,36,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155593,15532044,22,39,0,29,0,2,8,5469,9855,0,7291,16,494,2089,10207753,9892,0,0,589,941,3359,1790,60,0,0,4,6,20,11,45,,,23,81,75,0,47,3305,54,44,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155618,11895539,0,32,0,58,0,1,9,77,6429,0,11818,-17,185,1912,9940185,4350,0,0,12,5737,2834,4118,26,0,0,0,34,17,24,71,,,80,49,31,0,40,2494,43,36,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155627,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12151476,77,1,7,7,8,9852,148,864,890,1010,13600814,2407,0,0,1281,5449,5149,0,17,0,0,9,38,36,0,62,,,34,44,25,,40,6580,42,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3213614,77,1,7,7,8,6871,104,602,621,704,3596909,1679,0,0,893,3800,3591,0,17,0,0,9,38,36,0,62,,,34,44,25,,40,4589,42,34,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155681,135579906,23,36,0,18,3,2,16,6176,9591,0,4863,893,626,4176,116646617,9572,502,1104,3007,2157,2338,3970,42,2,5,13,10,10,18,50,50,45,36,35,44,22,41,21496,54,41,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155715,18885700,9,20,43,7,10,1,11,1824,3951,8411,1421,1954,125,2090,16727611,4401,0,0,192,3262,3060,6600,25,0,0,1,19,17,38,69,,,9,39,15,7,30,14618,36,27,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31238862,62,3,22,13,0,14574,600,5245,2964,69,27519837,8885,0,0,490,6057,3662,1567,43,0,0,2,29,18,8,64,,,15,44,51,37,53,16372,59,48,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155830,10773647,23,35,0,10,0,0,32,3988,6158,0,1766,10,25,5744,10134701,9500,0,0,540,1384,2114,3105,57,0,0,3,8,13,19,54,,,40,58,58,0,44,2552,51,43,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155858,27254287,5,20,37,19,8,2,9,1054,4576,8602,4456,1772,554,2064,28081012,8443,0,0,186,3314,5288,6546,36,0,0,1,14,22,28,59,,,60,57,28,15,40,5860,48,38,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15439782,63,5,23,7,2,10398,793,3767,1178,255,14811961,6496,0,0,1752,929,4324,2223,41,0,0,11,6,27,14,81,,,38,15,61,2,55,28503,50,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9704005,63,8,16,13,0,10786,1320,2677,2302,0,12691190,6665,0,0,2477,6752,6449,0,30,0,0,11,30,29,0,72,,,11,52,37,,49,23815,46,39,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18102099,56,2,30,9,4,14983,582,8036,2346,951,14367000,8066,0,0,3128,6235,1773,2146,38,0,0,15,29,8,10,37,,,18,51,73,42,42,31388,45,36,84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156082,117311057,25,15,30,11,13,4,3,6359,3771,7478,2805,3250,989,641,111094157,10422,46,947,3772,4101,3234,1432,44,0,4,16,17,14,6,57,27,37,46,43,44,60,50,48284,62,48,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156107,64645198,15,23,0,47,6,3,6,2651,4112,0,8482,985,597,1055,49154402,6261,0,0,2185,2243,2852,56,46,0,0,16,16,21,0,43,,,45,49,33,0,42,652,52,41,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156125,637462963,17,17,0,36,7,1,22,8953,9246,0,19610,3505,453,12048,612115520,9179,26668,3225,3847,3820,2654,2285,18,52,6,7,7,5,4,67,30,37,50,39,43,0,39,28358,48,38,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15849145,75,7,0,0,18,0,6876,689,0,16,1643,0,15001252,4353,0,0,871,218,3291,0,50,0,0,10,2,38,0,28,,,37,37,37,,32,39,32,
156189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33394324,12,4,37,42,5,7573,2284,23356,26493,2830,14764658,6694,0,0,7209,5207,8539,0,24,0,0,26,19,31,0,49,,,11,29,35,,31,131865,37,28,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40256838,48,0,30,19,3,12592,0,7703,4898,881,34284438,10617,0,205,1146,5579,4658,0,48,0,1,5,25,21,0,53,,41,33,41,59,,50,50615,56,44,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49493431,15,0,49,18,18,7149,0,23071,8694,8630,34836574,10916,0,2144,3399,3968,7999,5039,33,0,6,10,12,24,15,62,,0,99,57,42,0,47,197609,53,44,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156231,24936662,13,39,1,40,2,0,5,2047,5971,91,6101,243,46,771,22955163,6014,0,0,812,2153,2026,3052,43,0,0,6,15,14,22,57,,,39,58,50,0,43,,56,43,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78171553,66,2,16,13,4,17021,498,4095,3253,948,74037121,11447,0,56,1729,7417,3802,0,47,0,0,7,30,16,0,58,,38,49,40,49,,50,20916,58,47,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239401060,2,2,17,74,5,3241,4008,28156,120636,7484,96878518,23470,0,4169,8395,11346,18795,0,35,0,6,13,17,28,0,53,,39,48,40,49,,48,1110743,51,41,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4276328,89,0,0,0,11,0,12692,0,0,0,1500,15,3667645,4602,0,0,1761,0,1399,4422,38,0,0,14,0,11,36,100,,,0,,0,0,38,38,38,
156338,36004035,22,32,0,43,2,0,2,2709,3917,0,5257,194,8,258,32886876,4493,0,0,475,1250,1883,3173,40,0,0,4,11,17,28,62,,0,56,53,57,0,42,,53,42,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12630862,60,3,12,22,3,12336,513,2494,4477,618,13486174,8749,0,0,564,7818,3853,838,40,0,0,3,36,18,4,59,,,48,39,43,0,46,28246,53,42,76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109552867,85,5,4,4,3,9658,599,407,399,297,105882107,5539,0,0,660,3589,1016,174,50,0,0,6,33,9,2,50,,,51,31,28,57,42,4070,47,40,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156392,96692475,22,23,0,41,0,0,15,2889,3100,0,5434,9,8,1959,70301768,4252,0,6,557,1546,1116,2265,44,0,0,6,16,11,23,67,,0,45,52,48,0,46,,59,46,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80001661,31,1,23,45,1,19299,350,14129,27719,521,68663218,24174,0,0,4290,13839,10924,0,45,0,0,8,26,21,0,50,,,33,31,46,,43,312174,46,36,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5315870,13,0,28,30,30,6094,0,12755,13645,13731,3141243,5453,0,0,3926,3377,13287,1272,20,0,0,14,12,49,5,57,,,48,30,38,47,43,204299,52,39,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2633225,89,0,0,0,11,0,10897,0,0,0,1407,0,2269663,3910,0,0,470,899,2298,3029,37,0,0,4,8,22,29,50,,,95,95,56,0,43,45,43,
156471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43650878,99,0,0,1,0,0,8381,0,0,79,0,0,42918033,3793,0,0,1340,1213,1939,33,46,0,0,16,15,23,0,72,,,0,26,41,0,46,55,46,38
156541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229309855,75,0,8,16,1,9714,53,1058,2140,67,133679336,2932,0,44,144,2766,1712,0,39,0,1,2,36,23,0,84,,25,57,23,23,,47,17823,52,44,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156620,307655792,28,25,0,27,3,2,16,6884,6162,0,6557,793,483,3851,267247794,9026,88,1390,2307,2709,4322,1641,42,0,6,11,13,20,8,51,42,48,55,38,29,0,41,7859,55,39,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156648,47460071,18,32,0,42,1,0,7,2349,4064,0,5352,74,16,941,39436719,4559,0,15,436,1464,1638,2520,43,0,0,4,14,15,24,56,,0,57,52,39,0,40,,51,40,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53561236,79,3,2,16,0,22153,699,586,4459,0,41632008,12658,0,0,1928,2443,4655,0,58,0,0,9,11,21,0,60,,,51,40,35,,52,12433,68,52,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45276439,18,1,67,0,13,6263,337,22800,0,4565,28030515,4574,0,0,1645,4863,9946,0,22,0,0,8,23,47,0,81,,,37,50,13,,38,24673,40,34,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,807038,90,0,0,0,10,0,15805,0,0,0,1713,27,693066,5153,0,0,3766,0,904,5243,34,0,0,25,0,6,35,100,,,0,,0,0,34,34,34,
156790,32291023,11,35,0,36,4,1,13,2211,7355,0,7403,778,248,2784,26005911,6993,0,30,1553,2363,2575,3220,42,0,0,9,14,15,19,53,,43,51,56,50,0,42,,54,42,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3149614,88,0,0,0,12,0,10449,0,0,0,1391,0,2567543,4300,0,0,164,493,1510,3186,45,0,0,2,5,16,33,60,,,92,92,39,0,39,42,39,
156851,14227313,13,32,0,32,2,2,20,2367,5974,0,5846,303,360,3651,10427942,5808,0,235,844,1316,2245,3113,43,0,2,6,10,17,23,55,,55,55,51,51,0,42,,54,42,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156860,30066633,12,24,0,28,0,0,35,2955,5971,0,7012,68,68,8775,18698326,6406,0,9,906,2208,2240,3682,41,0,0,6,14,14,24,59,,0,39,56,51,0,42,,56,42,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156921,95776709,17,26,0,32,2,0,22,2674,4026,0,4972,313,29,3384,68229319,4378,0,11,865,1360,1526,2830,40,0,0,8,12,14,26,59,,0,53,49,52,0,41,,54,41,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2005123,85,0,0,0,15,0,9928,0,0,0,1729,0,1492166,3727,0,0,1763,482,2703,0,43,0,0,20,6,31,0,47,,,8,57,32,,35,41,35,
157021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4038093,81,2,0,7,0,11,19876,402,0,1619,0,2725,3798198,10221,0,0,2128,2319,8491,0,44,0,0,9,10,37,0,33,,,51,14,42,,36,42,36,92
157030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1911488,14,2,50,14,20,4688,596,16205,4579,6330,1969663,7797,0,0,1949,3814,15254,4571,23,0,0,6,11,46,14,58,,,48,25,22,0,30,103662,30,27,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157058,112834168,19,27,0,30,0,1,23,14480,20319,0,23147,40,657,17750,89698893,6140,9674,7567,1286,4474,18602,12987,10,16,12,2,7,31,21,81,58,69,32,62,29,1,40,15224,48,38,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15324162,61,2,17,16,4,12700,316,3529,3266,926,18932520,5847,0,112,1737,9460,8147,316,23,0,0,7,37,32,1,61,,49,48,34,29,0,39,50867,43,33,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157085,2766009395,15,12,1,23,4,12,33,13781,10661,1235,21077,3594,11285,30610,2166806833,13191,14873,30827,5811,2109,4117,1332,18,21,43,8,3,6,2,66,49,63,48,43,62,8,58,67991,53,43,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10683871,16,22,20,32,9,3949,5363,4865,7672,2267,9522926,7212,0,0,1687,7425,4191,980,34,0,0,8,35,19,5,66,,,31,46,31,31,48,17129,48,43,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7520649,2,0,26,73,0,3849,0,53495,151564,0,3677069,55141,0,0,8547,4186,34268,0,54,0,0,8,4,34,0,54,,,37,50,47,,50,1302043,62,50,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51752087,77,1,5,14,3,10015,160,652,1806,439,41915683,3762,0,0,487,3747,1432,1160,36,0,0,5,35,14,11,74,,,55,39,44,37,52,10811,60,49,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157289,783864000,30,19,0,24,5,3,19,12787,7988,0,10356,2320,1085,8244,1142505000,17552,10480,10590,11664,2636,6860,2571,28,17,17,19,4,11,4,68,49,28,47,44,46,0,48,55139,58,46,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10543049,1,0,20,73,5,1539,0,28065,101849,7271,7973954,30421,4326,1107,16764,8224,40161,3917,29,4,1,16,8,38,4,59,18,34,41,57,46,0,47,1238869,60,45,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157304,29030643,16,33,0,40,3,2,7,2667,5489,0,6749,426,354,1203,25863356,7324,0,379,1009,2037,1370,2926,49,0,3,7,14,9,19,53,,39,59,54,49,0,42,,52,42,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157331,32253625,14,30,0,44,0,0,11,2083,4429,0,6527,64,28,1583,26886529,5269,0,1,374,1778,1495,3348,43,0,0,3,14,12,27,65,,0,57,64,53,0,45,,55,45,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28805268,62,0,16,18,5,12305,0,3120,3610,968,21116636,5606,0,0,1045,4570,3290,155,38,0,0,7,31,22,1,53,,,45,41,47,0,47,24513,48,39,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157386,147943313,15,34,0,31,0,2,18,3989,8864,0,8042,63,579,4816,131156027,10768,452,902,1353,4639,3515,1732,46,2,4,6,20,15,7,46,34,43,33,37,38,0,39,12620,48,35,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157401,199212020,25,28,0,20,4,6,17,6583,7139,0,5314,1020,1434,4461,175853953,10232,417,1327,1987,3644,2952,2351,45,2,6,9,16,13,10,54,37,30,29,30,53,0,41,16760,52,36,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157438,38734408,19,29,0,35,4,0,12,2764,4066,0,5044,533,67,1766,31422432,5170,0,9,1086,1721,1382,2184,45,0,0,9,15,12,19,61,,0,59,57,49,0,47,,60,47,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157447,263374000,45,25,0,14,1,3,12,10042,5450,0,2996,316,629,2673,256272000,9637,262,1330,2748,2677,2809,2047,45,1,6,13,12,13,10,49,54,36,50,42,46,0,42,11632,53,41,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157483,40498979,11,31,0,37,1,0,20,1871,5087,0,5971,197,3,3226,30304746,6363,0,287,431,1255,1405,2500,52,0,2,4,10,11,20,58,,59,51,51,45,0,43,,55,43,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70420073,78,3,5,7,6,23927,971,1558,2210,1885,60920867,11189,49,25,3366,2850,6011,2940,42,0,0,13,11,23,11,68,9,8,50,56,49,38,57,14768,50,50,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157553,29867731,7,34,0,46,1,0,11,1378,6559,0,8970,247,78,2175,24382642,7276,0,270,762,1760,2217,3557,46,0,2,5,11,14,22,59,,55,40,66,52,0,45,,55,45,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1078203,75,0,0,0,11,14,8809,0,0,0,1272,1638,908460,8064,0,0,0,303,1507,0,82,0,0,0,3,15,0,37,,,,84,71,,44,51,44,
