UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A19,F1A19,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A20,F1A20,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C021,F1C021,XF1C022,F1C022,XF1C031,F1C031,XF1C032,F1C032,XF1C051,F1C051,XF1C052,F1C052,XF1C061,F1C061,XF1C062,F1C062,XF1C071,F1C071,XF1C072,F1C072,XF1C101,F1C101,XF1C111,F1C111,XF1C112,F1C112,XF1C121,F1C121,XF1C122,F1C122,XF1C131,F1C131,XF1C132,F1C132,XF1C141,F1C141,XF1C142,F1C142,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C19OM,F1C19OM,XF1C19DP,F1C19DP,XF1C19IN,F1C19IN,XF1C19OT,F1C19OT,F1MHP,XF1M01,F1M01,XF1M02,F1M02,XF1M03,F1M03,XF1M04,F1M04,F1MHOP,XF1M05,F1M05,XF1M06,F1M06,XF1M07,F1M07,XF1M08,F1M08,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,XF1E12,F1E12,XF1E121,F1E121,XF1E122,F1E122,XF1E13,F1E13,XF1E131,F1E131,XF1E132,F1E132,XF1E14,F1E14,XF1E141,F1E141,XF1E142,F1E142,XF1E15,F1E15,XF1E151,F1E151,XF1E152,F1E152,XF1E16,F1E16,XF1E161,F1E161,XF1E162,F1E162,XF1E17,F1E17,XF1E171,F1E171,XF1E172,F1E172,F1FHA,XF1H01,F1H01,XF1H02,F1H02,XF1H03,F1H03,XF1H03A,F1H03A,XF1H03B,F1H03B,XF1H03C,F1H03C,XF1H03D,F1H03D,XF1N01,F1N01,XF1N02,F1N02,XF1N03,F1N03,XF1N04,F1N04,XF1N05,F1N05,XF1N06,F1N06,XF1N07,F1N07
110565,R,411646791,R,590648600,R,121569224,R,712217824,R,1123864615,R,362253069,R,15260236,R,117155220,R,132415456,R,335962915,R,1489277436,R,1825240351,R,1957655807,R,288901166,R,289236704,R,5086213,R,0,R,-1054762206,R,-760439289,R,3410595,R,116495983,R,1129137017,R,90955697,R,12719219,R,1352718511,R,722558168,R,25000,R,3772531,R,790022963,R,818157049,R,-28134086,R,-732305201,R,-2,R,-760439289,R,187633327,R,150576,R,0,R,0,R,0,R,0,R,53311671,R,0,R,2887534,R,0,R,10760072,R,254743180,R,0,R,248411869,R,0,R,107623252,R,108829312,R,0,R,1290077,R,27747847,R,39193895,R,533096252,R,787839432,R,0,R,2183530,R,0,R,1,R,2183531,R,790022963,R,283582124,R,171769158,R,1405298,R,719282,R,3658633,R,1509039,R,44684957,R,25234943,R,92301390,R,39340973,R,101298965,R,41957274,R,141582559,R,45157499,R,6309107,R,0,R,0,R,0,R,0,R,104485624,R,0,R,818157049,R,286839776,R,152440077,R,70402796,R,41243443,R,12712468,R,254518489,1,R,73309393,R,587984434,R,25947709,R,213284161,1,R,22709937,R,895482513,R,261318519,R,141856284,R,102560934,R,2095174,R,108778226,R,0,R,1331748,R,73978536,R,288744618,R,141127924,R,6034135,R,147162059,R,141582559,R,28847632,R,24989981,R,3857651,R,178784,R,124308,R,54476,R,51025393,R,49091149,R,1934244,R,0,R,0,R,0,R,0,R,0,R,0,R,67110250,R,66922486,R,187764,1,R,130879802,R,142225508,R,11345706,R,1093792,R,14520413,R,-3766491,R,-502008,R,85556026,R,931167035,R,-23559768,R,994839076,R,595435113,R,345135358,R,845611009
110574,R,139624698,R,252616096,R,58575351,R,311191447,R,450816145,R,172584258,R,5781520,R,40426714,R,46208234,R,76543452,R,759267413,R,835810865,R,882019099,R,159533829,R,220082052,R,5519966,R,0,R,-643754543,R,-418152525,R,3280904,R,74243733,R,458070339,R,53454019,R,39353678,R,628402673,R,330687968,R,0,R,1796868,R,346609687,R,317260763,R,29348924,R,-447501450,R,1,R,-418152525,R,69585399,R,212673,R,0,R,45439,R,45439,R,0,R,14363102,R,0,R,55226,R,0,R,13242673,R,97504512,R,0,R,149087208,R,0,R,28022634,R,35853458,R,0,R,3331489,R,9704796,R,7165727,R,233165312,R,330669824,R,0,R,15939862,R,0,R,1,R,15939863,R,346609687,R,99082752,R,61245486,R,4358713,R,2883124,R,2880148,R,1604290,R,42307904,R,18773861,R,45248196,R,20285104,R,34449395,R,15249861,R,40456212,R,18088304,R,2155617,R,0,R,0,R,0,R,0,R,30389139,R,0,R,317260763,R,122197343,R,47634822,R,37921607,R,18278919,R,3040729,R,88187343,1,R,31088279,R,271835097,R,18501916,R,95973380,1,R,-6089043,R,479529161,R,139935563,R,73715426,R,26542631,R,399123,R,35650913,R,0,R,797094,R,27580075,R,90969836,R,47551035,R,2962589,R,50513624,R,40456212,R,12001883,R,9787240,R,2214643,R,191864,R,130843,R,61021,R,12126465,R,11814264,R,312201,R,0,R,0,R,0,R,0,R,0,R,0,R,26193412,R,25818688,R,374724,1,R,30043027,R,21440172,R,-8602855,R,6382481,R,1688947,R,-16674283,R,0,R,26611153,R,360901513,R,-5523391,R,385568819,R,129746429,R,78767354,R,334290360
110583,R,256475427,R,545866853,R,102222289,R,648089142,R,904564569,R,395891062,R,9167999,R,103526409,R,112694408,R,237283323,R,1645097655,R,1882380978,R,1995075386,R,310583525,R,341855346,R,3918005,R,0,R,-1350976631,R,-1005203280,R,1320000,R,179795465,R,1067787793,R,84727838,R,19544257,R,1353175353,R,773074309,R,0,R,734090,R,808437502,R,871594287,R,-63156785,R,-942046494,R,-1,R,-1005203280,R,162686273,R,203456,R,0,R,0,R,0,R,0,R,52857906,R,0,R,4445836,R,0,R,21572210,R,241765681,R,0,R,289564176,R,0,R,101546802,R,126176787,R,0,R,11362965,R,21732847,R,16068239,R,566451816,R,808217497,R,0,R,220005,R,0,R,0,R,220005,R,808437502,R,307374733,R,189666357,R,5689300,R,3854254,R,3877046,R,1882837,R,71892993,R,39375749,R,105377411,R,39333762,R,70809507,R,32267818,R,131234386,R,61036727,R,8879432,R,0,R,0,R,0,R,0,R,114302184,R,0,R,871594287,R,315260209,R,168838449,R,94936200,R,37939512,R,7840099,R,246779818,1,R,84205413,R,646319432,R,21723558,R,232896418,1,R,25885584,R,986985679,R,288020851,R,156341642,R,97423857,R,1668589,R,124879669,R,0,R,9381095,R,71659241,R,305012451,R,164697917,R,9080148,R,173778065,R,131234386,R,27689819,R,23573436,R,4116383,R,287904,R,243381,R,44523,R,73060447,R,69395744,R,3664703,R,0,R,0,R,0,R,0,R,0,R,0,R,72739895,R,71485356,R,1254539,1,R,115393604,R,132855011,R,17461407,R,8300475,R,14024117,R,-4863185,R,0,R,78741056,R,970291110,R,-36452458,R,880909358,R,362948655,R,238747427,R,891550053
110592,R,180505958,R,579207389,R,172935005,R,752142394,R,932648352,R,240021359,R,9943369,R,90196383,R,100139752,R,304372228,R,1013397798,R,1317770026,R,1417909778,R,220174861,R,302077239,R,4505687,R,0,R,-771997854,R,-465414928,R,9381844,R,99604892,R,874350400,R,77292304,R,13281643,R,1073911083,R,458412241,R,91719,R,254427,R,566375901,R,572361119,R,-5985218,R,-459429710,R,0,R,-465414928,R,72912507,R,0,R,0,R,0,R,0,R,0,R,25561789,R,0,R,156248,R,0,R,12018977,R,110649521,R,0,R,244997570,R,0,R,87542782,R,100913616,R,0,R,98054,R,18102319,R,4072039,R,455726380,R,566375901,R,0,R,0,R,0,R,0,R,0,R,566375901,R,192271213,R,115827373,R,2324752,R,1526196,R,3526488,R,1320854,R,49220275,R,26883667,R,52591660,R,21048752,R,63455649,R,23076244,R,115151195,R,37740524,R,2803343,R,0,R,0,R,0,R,0,R,56079363,R,0,R,572361119,R,192486429,R,106276380,R,36072603,R,40028118,R,11637230,R,185860359,1,R,47439912,R,399587983,R,24367441,R,142336791,1,R,2343862,R,608980678,R,177711933,R,96765697,R,84820911,R,1404146,R,101386107,R,0,R,12000,R,49113862,R,236737026,R,113247184,R,8338647,R,121585831,R,115151195,R,21661137,R,16802618,R,4858519,R,498149,R,442974,R,55175,R,51207130,R,48869038,R,2338092,R,0,R,0,R,0,R,0,R,0,R,0,R,48219415,R,47132554,R,1086861,1,R,58107987,R,62522647,R,4414660,R,1532787,R,5186618,R,-2304745,R,0,R,52443713,R,622453654,R,-20592188,R,649605696,R,235147173,R,316869042,R,570009941
110608,R,453691416,R,454445130,R,159258672,R,613703802,R,1067395218,R,357807065,R,7823677,R,108744672,R,116568349,R,142780059,R,1513597324,R,1656377383,R,1772945732,R,298795162,R,406900629,R,3325483,R,0,R,-1056764723,R,-646538611,R,6113511,R,55273959,R,1001814581,R,102826017,R,69047714,R,1235075782,R,702619344,R,0,R,4295999,R,806662702,R,774618981,R,32043721,R,-678582333,R,1,R,-646538611,R,145320211,R,0,R,0,R,0,R,0,R,0,R,29190244,R,0,R,1368932,R,0,R,23640258,R,199519645,R,0,R,301436849,R,0,R,111454534,R,111791915,R,0,R,8222665,R,31218790,R,38080017,R,602204770,R,801724415,R,0,R,4938287,R,0,R,0,R,4938287,R,806662702,R,254250615,R,162135433,R,4256766,R,2849905,R,1748696,R,1176822,R,77422053,R,42787307,R,123434440,R,46351731,R,59413503,R,29012696,R,133841405,R,31847316,R,7366480,R,0,R,0,R,0,R,0,R,88404187,R,0,R,774618981,R,291680374,R,122280370,R,76862919,R,32622583,R,5498856,R,245673879,1,R,71433477,R,587779177,R,28745639,R,211736573,1,R,5096355,R,913224599,R,266495991,R,143913459,R,106497852,R,2532528,R,112399617,R,0,R,4676917,R,80018221,R,306125135,R,161751005,R,10532725,R,172283730,R,133841405,R,27987976,R,21621621,R,6366355,R,683905,R,401556,R,282349,R,70356226,R,67165189,R,3191037,R,0,R,0,R,0,R,0,R,0,R,0,R,73255623,R,72562639,R,692984,1,R,216555272,R,239940034,R,23384762,R,4701676,R,24486399,R,-5803313,R,0,R,132652558,R,938523446,R,30129009,R,1216251913,R,685177227,R,147726990,R,805870887
110617,R,224490144,R,458156993,R,267965386,R,726122379,R,950612523,R,321409970,R,19121701,R,91245276,R,110366977,R,327897403,R,1386315966,R,1714213369,R,1824580346,R,274062176,R,305713848,R,2231647,R,14270,R,-1134579794,R,-826620029,R,30738147,R,98407994,R,969711481,R,124905050,R,28494006,R,1252256678,R,626117836,R,0,R,971082,R,727592227,R,718915560,R,8676667,R,-835296694,R,-2,R,-826620029,R,147707321,R,6933482,R,133288,R,32523,R,32523,R,0,R,29611080,R,0,R,3679938,R,0,R,21853312,R,209950944,R,0,R,279668955,R,0,R,83693074,R,115886149,R,0,R,456006,R,18779812,R,17218336,R,515702332,R,725653276,R,0,R,1938951,R,0,R,0,R,1938951,R,727592227,R,234296096,R,148141143,R,11705218,R,3036297,R,1909806,R,842617,R,55284576,R,28940769,R,104157156,R,37745916,R,59523503,R,27971236,R,123796459,R,38066440,R,6140111,R,0,R,0,R,0,R,0,R,90176306,R,0,R,718915560,R,252818089,R,142158552,R,47486367,R,46018709,R,11944215,R,218489628,1,R,63538107,R,502798828,R,18893686,R,180107142,1,R,21968916,R,870840727,R,254127585,R,133857990,R,80270658,R,2104849,R,115453059,R,0,R,56954,R,71733030,R,269618550,R,136601473,R,9220618,R,145822091,R,123796459,R,70900190,R,70248849,R,651341,R,716448,R,647054,R,69394,R,34457639,R,29773558,R,4684081,R,0,R,0,R,0,R,0,R,0,R,0,R,39747814,R,35932012,R,3815802,1,R,74604629,R,86290912,R,11686283,R,2838661,R,10103780,R,-2981482,R,1725324,R,117310381,R,927496205,R,22459671,R,721591308,R,314198087,R,409532996,R,810185824
110635,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,1099374000,R,463754000,R,126904000,R,260011000,R,7002000,R,253009000,R,219285000,Z,0,R,132728000,Z,0,R,111342000,R,2413398000,Z,0,R,540926000,Z,0,R,67207000,Z,0,Z,0,R,455017000,R,237589000,R,78845000,R,1379584000,R,3792982000,Z,0,R,527367000,R,965000,R,0,R,528332000,R,4321314000,R,1100264867,R,682319785,R,876193348,R,405818148,R,133294688,R,55532149,R,215665644,R,110916664,R,364966807,R,145909651,R,459510908,R,245357354,R,209940837,R,310324047,R,86952711,Z,0,Z,0,Z,0,Z,0,R,597445272,R,0,R,4267606418,R,1732806462,R,421360207,R,160914027,R,271876000,R,90564000,R,1590085722,1,R,7063000,R,1164706000,R,0,R,0,1,R,113000,R,1408481000,R,0,R,0,R,60387882,R,30590221,R,19144858,Z,0,R,114156160,R,309818074,R,534097195,R,276781373,R,47374985,R,324156358,R,209940837,R,36650850,R,31294381,R,5356469,R,18565937,R,15852552,R,2713385,R,11619472,R,9921303,R,1698169,R,0,R,0,R,0,R,69284103,R,59158331,R,10125772,R,188035996,R,160554806,R,27481190,1,R,2976911000,R,3176106000,R,199195000,R,103408000,R,210251000,R,-130211000,R,15747000,A,,A,,A,,A,,A,,A,,A,
110644,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,813444000,R,573914000,R,136299000,R,266432000,R,9488000,R,256944000,R,125381000,R,4129121000,R,327418000,Z,0,R,23923000,R,6395932000,Z,0,R,540731000,Z,0,R,62357000,R,17000000,Z,0,R,133109000,R,109586000,R,312763000,R,1175546000,R,7571478000,Z,0,R,3317000,R,2053000,R,621780000,R,627150000,R,8198628000,R,1352323861,R,962160624,R,894713675,R,413477649,R,202181793,R,147836400,R,386165659,R,179135255,R,227645278,R,83331399,R,287765140,R,207208421,R,127468899,R,164098086,R,64084065,R,3329631178,R,1657232779,Z,0,Z,0,R,0,R,0,R,6971993569,R,3714466592,R,850251508,R,166485543,R,389770000,R,154846000,R,1696173926,1,R,-113199000,R,2459052000,R,321608000,R,226502000,1,R,53643000,R,3073012000,R,526744000,R,370076000,R,61406376,R,13930831,R,3525898,Z,0,R,13136219,R,269356002,R,361355326,R,172589121,R,61297306,R,233886427,R,127468899,R,39745140,R,29328674,R,10416466,R,9016699,R,6653589,R,2363110,R,2282130,R,1684026,R,598104,R,0,R,0,R,0,R,8502389,R,6274070,R,2228319,R,174340069,R,128648762,R,45691307,1,R,681104000,R,773217000,R,92113000,R,33104000,R,76275000,R,-25754000,R,8488000,A,,A,,A,,A,,A,,A,,A,
110653,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,638765000,R,364212000,R,34677000,R,155438000,R,3720000,R,151718000,R,302769000,R,2424858000,R,644715000,Z,0,R,51436000,R,4616870000,Z,0,R,411320000,Z,0,R,69915000,R,8700000,Z,0,R,60426000,R,112447000,R,6457000,R,669265000,R,5286135000,Z,0,R,17851000,Z,0,R,1178215000,R,1196066000,R,6482201000,R,1133030556,R,878803766,R,512421077,R,197472370,R,36058936,R,11721945,R,380593395,R,170816637,R,134277044,R,78076560,R,139813652,R,130730757,R,99337404,R,328436801,R,57002188,R,2092793661,R,793222035,Z,0,Z,0,R,218888038,R,0,R,5075650564,R,2317846258,R,787585697,R,88738292,R,316521000,R,157548000,R,1407411317,1,R,111496000,R,1709800000,R,255847000,R,382051000,1,R,87073000,R,2158169000,R,447707000,R,628754000,R,66295131,R,11759058,R,2543748,Z,0,R,10165550,R,226479196,R,317242683,R,192812730,R,25092549,R,217905279,R,99337404,R,45536303,R,40292640,R,5243663,R,8076974,R,7146882,R,930092,R,1747231,R,1546031,R,201200,R,0,R,0,R,0,R,6982437,R,6178385,R,804052,R,155562334,R,137648792,R,17913542,1,R,795885000,R,899356000,R,103471000,R,21134000,R,89152000,R,-30699001,R,23884001,A,,A,,A,,A,,A,,A,,A,
110662,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,990330000,R,875420000,R,166963000,R,486930000,R,97936000,R,388994000,R,538072000,R,4168449000,R,3454941000,Z,0,R,192601000,R,10873706000,Z,0,R,670471000,Z,0,R,72197000,R,12554000,Z,0,R,417285000,R,324810000,R,304981000,R,1802298000,R,12676004000,R,105714000,R,41404000,Z,0,R,177434000,R,324552000,R,13000556000,R,3589365471,R,2128754098,R,1307774791,R,543341083,R,272832049,R,114529125,R,1384440252,R,752603186,R,240870386,R,78818646,R,407287556,R,244260785,R,178424776,R,753577384,R,216270935,R,3368735767,R,1460814863,Z,0,Z,0,R,198404688,R,0,R,11701713120,R,5539392721,R,1590026378,R,149694707,R,574600000,R,199049000,R,3648950314,1,R,126693000,R,3607346000,R,306148000,R,151556000,1,R,2518000,R,4464651000,R,684893000,R,245595000,R,61763895,R,16225593,R,9557270,Z,0,R,91407524,R,346199874,R,525154156,R,273893259,R,72836121,R,346729380,R,178424776,R,40779183,R,32212855,R,8566328,R,10712835,R,8462431,R,2250404,R,6310121,R,4984578,R,1325543,R,0,R,0,R,0,R,60351182,R,47673439,R,12677743,R,228576059,R,180559956,R,48016103,1,R,3161632000,R,3529545000,R,367913000,R,165916000,R,358129000,R,-176612000,R,20480000,A,,A,,A,,A,,A,,A,,A,
110671,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,352453000,R,104445000,R,35716000,R,60294000,R,4039000,R,56255000,R,123413000,Z,0,R,40420000,Z,0,R,61525000,R,778266000,Z,0,R,417108000,Z,0,R,67118000,Z,0,Z,0,R,18054000,R,19878000,R,186933000,R,709091000,R,1487357000,Z,0,R,148000,Z,0,R,0,R,148000,R,1487505000,R,429129733,R,269925758,R,260421986,R,95019965,R,29091267,R,7670410,R,125628036,R,65357029,R,167270905,R,52609688,R,96289976,R,68907697,R,75530422,R,190759664,R,35175110,R,1168563,R,133870,Z,0,Z,0,R,150457277,R,0,R,1525747829,R,594799527,R,156405888,R,94275574,R,115359000,R,39492000,R,525415840,1,R,2605000,R,408937000,R,0,R,0,1,R,0,R,476392000,R,0,R,0,R,66706402,R,7573536,R,11276841,Z,0,R,4158125,R,124051417,R,213766321,R,107677899,R,30558000,R,138235899,R,75530422,R,43136915,R,33601202,R,9535713,R,4897566,R,3814925,R,1082641,R,7292375,R,5680345,R,1612030,R,0,R,0,R,0,R,2688927,R,2094521,R,594406,R,80220116,R,62486906,R,17733210,1,R,251874000,R,277082000,R,25208000,R,3178000,R,28926000,R,-11552000,R,4656000,A,,A,,A,,A,,A,,A,,A,
110680,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,834645000,R,1046258000,R,123000000,R,510879000,R,23631000,R,487248000,R,274338000,R,3716081000,R,1174458000,Z,0,R,64596000,R,7744255000,Z,0,R,572102000,Z,0,R,79192000,R,14224000,Z,0,R,369380000,R,108863000,R,13635000,R,1157396000,R,8901651000,Z,0,R,25155000,Z,0,R,0,R,25155000,R,8926806000,R,1148812974,R,1134551988,R,1343454937,R,593208232,R,59452732,R,14490571,R,1280216554,R,477066102,R,235845860,R,81244390,R,311923469,R,246950799,R,81026334,R,477492814,R,88703047,R,3114909749,R,1190929973,Z,0,Z,0,R,245219153,R,0,R,8298354576,R,3827145102,R,993422433,R,67937424,R,464293000,R,211765000,R,2733791617,1,R,163991000,R,2528014000,R,240109000,R,193597000,1,R,86804000,R,3114808000,R,479533000,R,329365000,R,74116412,R,6417011,R,7115818,R,0,R,20111702,R,251271875,R,359032818,R,224705542,R,53300942,R,278006484,R,81026334,R,57389860,R,46386758,R,11003102,R,4968823,R,4016173,R,952650,R,5509924,R,4453531,R,1056393,R,0,R,0,R,0,R,15572903,R,12587180,R,2985723,R,194564974,R,157261900,R,37303074,1,R,1358323000,R,1557815000,R,199492000,R,61153000,R,127381000,R,-47099000,R,58057000,A,,A,,A,,A,,A,,A,,A,
110699,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,47658000,R,996623000,R,158013000,R,880469000,R,313611000,R,566858000,R,68785000,R,7612218000,R,336564000,Z,0,R,58059000,R,10158389000,Z,0,R,271721000,Z,0,R,23963000,R,19296000,Z,0,R,450477000,R,270743000,R,13684000,R,1049884000,R,11208273000,Z,0,R,28996000,R,1121000,R,249567000,R,279684000,R,11487957000,R,461371142,R,364425044,R,1580196793,R,864304224,R,296735908,R,146394022,R,529543420,R,266691136,R,43080786,R,18538018,R,393710283,R,269240713,R,15940893,R,124345722,R,21282554,R,6540601905,R,3070053843,Z,0,Z,0,R,142013782,R,0,R,10127540634,R,5020929554,R,1246914009,R,133535920,R,473514000,R,236072000,R,3016575151,1,R,28047000,R,2992101000,R,566959000,R,327909000,1,R,78304000,R,3856177000,R,1055169000,R,498912000,Z,0,R,14716468,R,1679988,Z,0,R,27936632,R,34109713,R,78442801,R,62501908,R,0,R,62501908,R,15940893,R,0,R,0,R,0,R,11725835,R,11725835,R,0,R,1338586,R,1338586,R,0,R,0,R,0,R,0,R,22259440,R,22259440,R,0,R,27178047,R,27178047,R,0,1,R,2374265000,R,2603576000,R,229311000,R,58841000,R,176767000,R,-124711000,R,118414000,A,,A,,A,,A,,A,,A,,A,
110705,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,506118000,R,152981000,R,10151000,R,74971000,R,2029000,R,72942000,R,167118000,Z,0,R,9658000,Z,0,R,60779000,R,981776000,Z,0,R,297043000,Z,0,R,42626000,Z,0,Z,0,R,68023000,R,38175000,R,46580000,R,492447000,R,1474223000,Z,0,R,479000,Z,0,R,10754000,R,11233000,R,1485456000,R,456428934,R,306647741,R,254479468,R,118541972,R,25154997,R,7330374,R,124627070,R,48224228,R,119996367,R,57478084,R,85166866,R,64305142,R,111570950,R,211092358,R,63135434,Z,0,Z,0,Z,0,Z,0,R,8821569,R,0,R,1397338579,R,665662975,R,189307986,R,74322647,R,96422000,R,40025000,R,331597971,1,R,3028000,R,476441000,R,0,R,0,1,R,0,R,557549000,R,0,R,0,R,42610953,R,8199208,R,13699862,Z,0,R,11438822,R,119771588,R,195720433,R,82072851,R,2076632,R,84149483,R,111570950,R,18320467,R,17868356,R,452111,R,3525227,R,3438232,R,86995,R,5890219,R,5744861,R,145358,R,0,R,0,R,0,R,4918091,R,4796723,R,121368,R,51495479,R,50224679,R,1270800,1,R,377029000,R,444044000,R,67015000,R,8842000,R,41556000,R,-11503000,R,28120000,A,,A,,A,,A,,A,,A,,A,
110714,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,A,,R,286242000,R,107455000,R,13569000,R,47867000,R,2326000,R,45541000,R,137740000,Z,0,R,43423000,Z,0,R,25487000,R,661783000,Z,0,R,279562000,Z,0,R,36296000,Z,0,Z,0,R,20330000,R,24745000,R,6044000,R,366977000,R,1028760000,Z,0,R,2285000,Z,0,R,0,R,2285000,R,1031045000,R,289595481,R,196183807,R,193162889,R,92736437,R,61629602,R,26111773,R,83212956,R,40890797,R,127107606,R,47129484,R,98268619,R,71083142,R,28990074,R,186910151,R,43718248,Z,0,Z,0,Z,0,Z,0,R,100564231,R,0,R,1169441609,R,517853688,R,147938543,R,63436011,R,83877000,R,31959000,R,324377367,1,R,2311000,R,379525000,R,0,R,0,1,R,7000,R,454885000,R,0,R,0,R,35769053,R,2352761,R,11462886,Z,0,R,3717994,R,102671557,R,155974251,R,96264920,R,30719257,R,126984177,R,28990074,R,29120856,R,22076112,R,7044744,R,1915466,R,1452088,R,463378,R,9332343,R,7074718,R,2257625,R,0,R,0,R,0,R,3026951,R,2294689,R,732262,R,83588561,R,63367313,R,20221248,1,R,151245000,R,164952000,R,13707000,R,1606000,R,17182000,R,-7537000,R,2456000,A,,A,,A,,A,,A,,A,,A,
111188,R,31549684,R,114869188,R,27226493,R,142095681,R,173645365,R,36156696,R,1206886,R,7944621,R,9151507,R,30119686,R,149630055,R,179749741,R,188901248,R,32018517,R,111059283,R,3500021,R,0,R,-125677008,R,-11117704,R,16581223,R,27860444,R,168976837,R,17146690,R,8182799,R,238747993,R,97446404,R,0,R,145945,R,91241763,R,73105383,R,18136380,R,-29254085,R,1,R,-11117704,R,7198794,R,2223513,R,0,R,177568,R,0,R,177568,R,7874333,R,0,R,119530,R,0,R,3251480,R,20845218,R,0,R,53145401,R,0,R,1337394,R,1064718,R,0,R,566935,R,863360,R,13175435,R,70153243,R,90998461,R,0,R,243302,R,0,R,0,R,243302,R,91241763,R,20645117,R,9769575,R,1424271,R,746509,R,39733,R,29904,R,4807973,R,2327548,R,11949365,R,4983433,R,13143585,R,6494428,R,756416,R,10556118,R,946008,R,0,R,0,R,0,R,0,R,9782805,R,0,R,73105383,R,25297405,R,11022885,R,12235841,R,6251838,R,978025,R,17319389,1,R,5721048,R,59028748,R,5977159,R,20859265,1,R,2588348,R,88874709,R,25935300,R,14253051,R,1250161,R,74397,R,1066240,R,0,R,0,R,3606677,R,5997475,R,3769893,R,1471166,R,5241059,R,756416,R,1087195,R,269901,R,817294,R,36390,R,6870,R,29520,R,914316,R,567929,R,346387,R,0,R,0,R,0,R,0,R,0,R,0,R,3203158,R,2925193,R,277965,1,R,15866246,R,19176893,R,3310647,R,461642,R,1431019,R,-490649,R,1908635,R,23907289,R,101368103,R,16877589,R,148529036,R,28593733,R,28976771,R,79794259
