UNITID,XF3A01,F3A01,XF3A01A,F3A01A,XF3A01B,F3A01B,XF3A01C,F3A01C,XF3A02,F3A02,XF3A02A,F3A02A,XF3A03,F3A03,XF3A04,F3A04,XF3A05,F3A05,XF3A06,F3A06,XF3A07,F3A07,XF3A08,F3A08,XF3A09,F3A09,XF3A10,F3A10,XF3A11,F3A11,XF3A12,F3A12,XF3B01,F3B01,XF3B02,F3B02,XF3B03,F3B03,XF3B04,F3B04,XF3B05,F3B05,XF3B06,F3B06,XF3B07,F3B07,XF3B08,F3B08,XF3C01,F3C01,XF3C02,F3C02,XF3C03,F3C03,XF3C03A,F3C03A,XF3C03B,F3C03B,XF3C04,F3C04,XF3C05,F3C05,XF3C06,F3C06,XF3C07,F3C07,XF3D01,F3D01,XF3D02,F3D02,XF3D02A,F3D02A,XF3D02B,F3D02B,XF3D03,F3D03,XF3D03A,F3D03A,XF3D03B,F3D03B,XF3D03C,F3D03C,XF3D03D,F3D03D,XF3D04,F3D04,XF3D05,F3D05,XF3D06,F3D06,XF3D07,F3D07,XF3D12,F3D12,XF3D08,F3D08,XF3D09,F3D09,XF3E011,F3E011,XF3E012,F3E012,XF3E013,F3E013,XF3E014,F3E014,XF3E015,F3E015,XF3E016,F3E016,XF3E017,F3E017,XF3E02A1,F3E02A1,XF3E02A2,F3E02A2,XF3E02A3,F3E02A3,XF3E02A4,F3E02A4,XF3E02A5,F3E02A5,XF3E02A6,F3E02A6,XF3E02A7,F3E02A7,XF3E02B1,F3E02B1,XF3E02B2,F3E02B2,XF3E02B3,F3E02B3,XF3E02B4,F3E02B4,XF3E02B5,F3E02B5,XF3E02B6,F3E02B6,XF3E02B7,F3E02B7,XF3E03A1,F3E03A1,XF3E03A2,F3E03A2,XF3E03A3,F3E03A3,XF3E03A4,F3E03A4,XF3E03A5,F3E03A5,XF3E03A6,F3E03A6,XF3E03A7,F3E03A7,XF3E03B1,F3E03B1,XF3E03B2,F3E03B2,XF3E03B3,F3E03B3,XF3E03B4,F3E03B4,XF3E03B5,F3E03B5,XF3E03B6,F3E03B6,XF3E03B7,F3E03B7,XF3E03C1,F3E03C1,XF3E03C2,F3E03C2,XF3E03C3,F3E03C3,XF3E03C4,F3E03C4,XF3E03C5,F3E03C5,XF3E03C6,F3E03C6,XF3E03C7,F3E03C7,XF3E041,F3E041,XF3E042,F3E042,XF3E043,F3E043,XF3E044,F3E044,XF3E045,F3E045,XF3E046,F3E046,XF3E047,F3E047,XF3E051,F3E051,XF3E057,F3E057,XF3E101,F3E101,XF3E102,F3E102,XF3E103,F3E103,XF3E104,F3E104,XF3E105,F3E105,XF3E106,F3E106,XF3E107,F3E107,XF3E111,F3E111,XF3E112,F3E112,XF3E113,F3E113,XF3E114,F3E114,XF3E115,F3E115,XF3E116,F3E116,XF3E117,F3E117,XF3E061,F3E061,XF3E062,F3E062,XF3E063,F3E063,XF3E064,F3E064,XF3E065,F3E065,XF3E066,F3E066,XF3E067,F3E067,XF3E071,F3E071,XF3E072,F3E072,XF3E073,F3E073,XF3E075,F3E075,XF3E076,F3E076,XF3E077,F3E077,XF3F01,F3F01,XF3F02,F3F02,F3F03   
103909,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2734847,"R",53913,"R",320647,"R",320647,"R",0,"R",11041,"R",3120448,"R",11041,"R",0,"R",10319940,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",24112,"Z",0,"R",841493,"A",,"R",0,"R",11185545,"R",3311136,"R",1915743,"R",331424,"R",739573,"R",177240,"Z",0,"R",147156,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1977829,"R",606105,"R",376436,"R",202607,"R",48555,"Z",0,"R",744126,"R",3145603,"R",1079972,"R",165427,"Z",0,"Z",0,"Z",0,"R",1900204,"R",1314449,"R",444349,"R",45897,"R",247989,"R",59431,"Z",0,"R",516783,"R",539163,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",539163,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-1190169,"Z",0,"Z",0,"R",1190169,"R",553139,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",553139,"R",10841319,"R",4046169,"R",919184,"R",285226,"Z",0,"R",5590740,"A",,"A",,-2
103927,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1755928,"R",36300,"R",72044,"R",72044,"R",0,"R",15453,"R",1879725,"R",15453,"R",0,"R",5069785,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",5080,"Z",0,"R",324405,"A",,"R",0,"R",5399270,"R",909501,"R",486129,"R",84101,"R",226089,"R",54565,"Z",0,"R",58617,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1311151,"R",330277,"R",119634,"R",407660,"R",98386,"Z",0,"R",355194,"R",1609588,"R",624911,"R",99006,"Z",0,"Z",0,"Z",0,"R",885671,"R",652538,"R",214488,"R",22155,"R",118868,"R",28688,"Z",0,"R",268339,"R",155553,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",155553,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-752617,"Z",0,"Z",0,"R",752617,"R",1472825,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",1472825,"R",6111156,"R",1655805,"R",324896,"R",181639,"Z",0,"R",3948816,"A",,"A",,-2
103954,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",139454,"R",5384,"R",0,"R",0,"R",0,"R",1750,"R",146588,"R",0,"R",0,"R",420033,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1310,"R",72760,"A",,"A",,"R",0,"R",494103,"R",334672,"R",323740,"R",10932,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",19452,"R",19452,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",182205,"R",174795,"R",7410,"R",0,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",536329,"R",517987,"R",18342,"R",0,"R",0,"R",0,"A",,"A",,-2
103963,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",2567280,"R",71887,"R",0,"R",0,"R",0,"R",0,"R",2639167,"Z",0,"R",0,"R",11017410,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1487,"R",0,"A",,"A",,"R",0,"R",11018897,"R",3830442,"R",2060503,"R",134340,"R",410710,"R",245071,"R",0,"R",979818,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",905960,"R",692361,"R",37038,"R",142346,"R",34215,"R",0,"R",0,"R",990722,"R",713451,"R",69901,"R",167185,"R",40185,"R",0,"R",0,"R",622749,"R",448425,"R",45579,"R",103797,"R",24948,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-824038,"R",0,"R",0,"R",824038,"R",2292193,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2292193,"R",8642066,"R",3914740,"R",286858,"R",344419,"R",0,"R",4096049,"A",,"A",,-2
104090,"R",18572211,"R",0,"R",5361593,"R",1500496,"R",14263674,"R",1023406,"R",4308537,"R",18572211,"R",0,"R",5644064,"R",3265365,"R",0,"R",3491389,"R",12400818,"R",7039225,"R",5361593,"R",36350550,"R",35435206,"R",0,"R",915344,"R",165000,"R",3558193,"R",-330000,"R",4308537,"R",8958738,"R",112271,"R",0,"R",0,"R",0,"R",922935,"R",9993944,"R",0,"R",0,"R",36350550,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",36350550,"R",14520732,"R",7808314,"R",518859,"R",2399755,"R",694601,"R",0,"R",3099203,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",8493779,"R",4464388,"R",452190,"R",0,"R",0,"R",0,"R",3577201,"R",398814,"R",277718,"R",28513,"R",0,"R",0,"R",0,"R",92583,"R",12021881,"R",2722338,"R",220794,"R",1199246,"R",300630,"R",82462,"R",7496411,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",-3599001,"R",0,"R",0,"R",3599001,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",35435206,"R",15272758,"R",1220356,"R",995231,"R",82462,"R",17864399,"R",0,"R",0, 3
104188,"R",4034182,"R",608935,"R",671013,"R",0,"R",934854,"R",84063,"R",3099328,"R",4034182,"R",0,"R",0,"R",4614046,"R",0,"R",33030,"R",4647076,"R",3976063,"R",671013,"R",6698642,"R",6622882,"R",33855,"R",109615,"R",113464,"R",2985864,"R",-109615,"R",3099328,"R",847356,"R",29806,"R",0,"R",0,"R",0,"R",0,"R",877162,"R",83585,"R",0,"R",6698642,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6698642,"R",1501914,"R",1501914,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",611567,"R",611567,"R",0,"R",0,"R",0,"R",0,"R",0,"R",565286,"R",565286,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1686445,"R",1328198,"R",0,"R",0,"R",0,"R",0,"R",358247,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2257670,"R",358247,"R",0,"R",0,"R",0,"R",0,"R",1899423,"R",6622882,"R",4365212,"R",0,"R",0,"R",0,"R",2257670,"A",,"A",,-2
104364,"R",2279572,"Z",0,"R",80512,"Z",0,"R",1104355,"Z",0,"R",1175217,"R",2279572,"Z",0,"R",3960904,"R",2421784,"Z",0,"R",10861,"R",6393549,"R",6313037,"R",80512,"R",9469108,"R",8687180,"R",-1907148,"R",-1125220,"R",-4284943,"R",6585380,"R",0,"R",1175217,"R",2754081,"R",1156786,"R",28013,"R",28013,"Z",0,"R",81727,"R",4020607,"R",4020607,"Z",0,"R",5270308,"R",3910867,"Z",0,"R",3910867,"R",28013,"Z",0,"R",28013,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",259920,"Z",0,"R",0,"R",9469108,"R",2223263,"R",1373394,"R",165098,"R",299603,"R",197222,"Z",0,"R",187946,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1218095,"R",703336,"R",108554,"R",164148,"R",108055,"Z",0,"R",134002,"R",1952023,"R",965054,"R",177477,"R",246019,"R",161948,"Z",0,"R",401525,"R",2864179,"R",218413,"R",217947,"R",385972,"R",254076,"Z",0,"R",1787771,"R",429620,"Z",0,"Z",0,"R",57895,"R",38111,"Z",0,"R",333614,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-1153637,"R",112780,"Z",0,"R",1040857,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",8687180,"R",3260197,"R",669076,"R",872192,"Z",0,"R",3885715,"R",1918751,"R",-11603, 1
104391,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",273733,"R",0,"R",0,"R",0,"R",0,"R",0,"R",273733,"R",0,"R",0,"R",608052,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27859,"A",,"A",,"R",0,"R",635911,"R",228629,"R",228628,"R",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",96281,"R",19477,"R",0,"Z",0,"Z",0,"Z",0,"R",76804,"R",40610,"R",40610,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"R",268726,"R",25175,"R",0,"Z",0,"R",20304,"R",0,"R",223247,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",634246,"R",313890,"R",0,"R",20304,"R",0,"R",300052,"A",,"A",,-2
104434,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",256130,"R",2850,"R",55260,"R",55260,"R",0,"R",950,"R",315190,"R",0,"R",0,"R",594237,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",81545,"A",,"A",,"R",78768,"R",754550,"R",468950,"R",153849,"R",37137,"R",102207,"R",12379,"R",0,"R",163378,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",98018,"R",57133,"R",13791,"R",0,"R",0,"R",0,"R",27094,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-102207,"R",0,"R",0,"R",102207,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",566968,"R",210982,"R",50928,"R",12379,"R",0,"R",292679,"A",,"A",,-2
104443,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",338803,"R",3750,"R",27075,"R",27075,"R",0,"R",1500,"R",371128,"R",0,"R",0,"R",853367,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",100384,"A",,"A",,"R",120506,"R",1074257,"R",810305,"R",285508,"R",53084,"R",224609,"R",10406,"R",0,"R",236698,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",41002,"R",34574,"R",6428,"R",0,"R",0,"R",0,"R",0,"R",194846,"R",50635,"R",9414,"R",0,"R",0,"R",0,"R",134797,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-224609,"R",0,"R",0,"R",224609,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",1046154,"R",370717,"R",68926,"R",10406,"R",0,"R",596105,"A",,"A",,-2
104504,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",353959,"R",10750,"Z",0,"Z",0,"Z",0,"R",27096,"R",391805,"Z",0,"Z",0,"R",1152443,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",170319,"A",,"A",,"R",149350,"R",1472112,"R",599762,"R",182304,"R",21445,"Z",0,"Z",0,"Z",0,"R",396013,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",154272,"R",109607,"R",15817,"Z",0,"Z",0,"Z",0,"R",28848,"R",169108,"R",105802,"R",15268,"Z",0,"Z",0,"Z",0,"R",48038,"R",731027,"R",142404,"R",20549,"Z",0,"Z",0,"Z",0,"R",568074,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"Z",0,"R",0,"R",1654169,"R",540117,"R",73079,"Z",0,"Z",0,"R",1040973,"A",,"A",,-2
104568,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",1132508,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1132508,"R",0,"R",0,"R",4087737,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",278422,"A",,"A",,"R",0,"R",4366159,"R",2026260,"R",601766,"R",86752,"R",31014,"R",44787,"R",0,"R",1261941,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",645464,"R",192403,"R",25803,"R",9916,"R",14320,"R",0,"R",403022,"R",674650,"R",274407,"R",36363,"R",14142,"R",20423,"R",0,"R",329315,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"Z",0,"Z",0,"R",-55072,"Z",0,"Z",0,"R",55072,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3346374,"R",1068576,"R",148918,"R",79530,"R",0,"R",2049350,"A",,"A",,-2
104717,"R",755713542,"R",0,"R",478169633,"R",2940717,"R",279480872,"R",497474,"R",476232670,"R",755713542,"R",85336379,"R",298123694,"R",119462432,"R",20693403,"R",67766288,"R",591382196,"R",113212563,"R",478169633,"R",691055169,"R",580272490,"R",683582,"R",111466261,"R",19922458,"R",344843951,"R",0,"R",476232670,"R",101841325,"R",1176627,"R",0,"R",0,"R",0,"R",139962225,"R",242980177,"R",139962225,"R",0,"R",622351153,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",68704014,"R",0,"R",2,"R",691055169,"R",107164557,"R",70813856,"R",11791547,"R",4324306,"R",14656739,"R",287100,"R",5291009,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1944979,"R",1306521,"R",217555,"R",90870,"R",0,"R",6036,"R",323997,"R",67922787,"R",19293757,"R",3212694,"R",2730589,"R",9289700,"R",256287,"R",33139760,"R",186818364,"R",118846247,"R",15813680,"R",8822669,"R",1916036,"R",579794,"R",40839938,"R",196473258,"R",30109246,"R",3863499,"R",9134204,"R",1540108,"R",609758,"R",151216443,"R",19948545,"R",2653821,"R",441900,"R",846307,"R",1774747,"R",61911,"R",14169859,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"R",-25948945,"Z",0,"Z",0,"R",25948945,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",580272490,"R",243023448,"R",35340875,"R",29177330,"R",1800886,"R",270929951,"R",60300834,"R",7930775, 3
104911,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",637355,"R",15835,"R",0,"R",0,"R",0,"R",0,"R",653190,"R",0,"R",0,"R",1541359,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"Z",0,"R",0,"R",196720,"A",,"A",,"R",27869,"R",1765948,"R",1633864,"R",528528,"R",19724,"R",526345,"R",11993,"R",17057,"R",530217,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",162951,"R",50000,"R",1849,"R",52494,"R",8955,"R",1701,"R",47952,"R",121670,"R",37132,"R",1381,"R",39195,"R",11034,"R",1270,"R",31658,"R",254204,"R",45000,"R",1701,"R",48294,"R",7676,"R",1565,"R",149968,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",33379,"R",0,"R",-666328,"R",120252,"R",1088,"R",511609,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",2172692,"R",694039,"R",24655,"R",159910,"R",22681,"R",1271407,"A",,"A",,-2
105163,"R",658610,"R",0,"R",216966,"R",0,"R",1094978,"R",0,"R",-436368,"R",658610,"R",0,"R",494215,"R",895560,"R",0,"R",0,"R",1389775,"R",1172809,"R",216966,"R",6861270,"R",5088348,"R",238168,"R",2011090,"Z",0,"R",245413,"R",-2692871,"R",-436368,"R",1761001,"R",1982233,"R",0,"R",0,"R",0,"R",1600573,"R",5343807,"R",66992,"R",0,"R",6861270,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6861270,"R",652577,"R",473674,"R",64096,"R",0,"R",0,"R",0,"R",114807,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",401881,"R",103470,"R",17735,"R",0,"R",0,"R",0,"R",280676,"R",642145,"R",515963,"R",88436,"R",0,"R",0,"R",0,"R",37746,"R",3391745,"R",438134,"R",74325,"R",0,"R",184494,"R",0,"R",2694792,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",5088348,"R",1531241,"R",244592,"R",184494,"R",0,"R",3128021,"R",17882,"R",2515, 1
105172,"R",860520,"R",0,"R",166472,"R",0,"R",1077126,"R",0,"R",-216606,"R",860520,"R",0,"R",379117,"R",1205538,"R",0,"R",0,"R",1584655,"R",1418183,"R",166472,"R",7821904,"R",5996452,"R",271515,"R",2096967,"Z",0,"R",150162,"R",-2463735,"R",-216606,"R",1804541,"R",1733833,"R",0,"R",0,"R",0,"R",2100568,"R",5638942,"R",0,"R",0,"R",7821904,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",7821904,"R",812795,"R",615412,"R",91245,"R",0,"R",0,"R",0,"R",106138,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",504973,"R",213019,"R",36511,"R",0,"R",0,"R",0,"R",255443,"R",739889,"R",586397,"R",100508,"R",0,"R",0,"R",0,"R",52984,"R",3938794,"R",656817,"R",112578,"R",0,"R",173939,"R",0,"R",2995460,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",5996452,"R",2071645,"R",340842,"R",173939,"R",0,"R",3410026,"R",17882,"R",2515, 1
105215,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",4909000,"R",8381000,"R",0,"R",0,"R",0,"R",1282000,"R",14572000,"R",1282000,"R",0,"R",23602000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1000,"R",1174000,"A",,"A",,"R",5992000,"R",30769000,"R",8250000,"R",4877000,"R",870000,"R",99000,"R",1213000,"R",0,"R",1191000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",16754000,"R",352000,"R",62000,"R",0,"R",12545000,"R",0,"R",3795000,"R",10260000,"R",3782000,"R",672000,"R",0,"R",0,"R",0,"R",5806000,"R",5064000,"R",567000,"R",102000,"R",2130000,"R",838000,"R",297000,"R",1130000,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",0,"R",0,"R",0,"R",-2229000,"R",0,"R",0,"R",2229000,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",40328000,"R",9578000,"R",1706000,"R",14596000,"R",297000,"R",14151000,"A",,"A",,-2
