UNITID,XCDACTUA,CDACTUA,XCNACTUA,CNACTUA,XCDACTGA,CDACTGA,XEFTEUG,EFTEUG,XEFTEGD,EFTEGD,XFTEUG,FTEUG,XFTEGD,FTEGD,XFTEDPP,FTEDPP,ACTTYPE 
101295,"R",131134,"A",,"A",,"G",4371,"A",,"G",4371,"A",,"A",,2
101301,"R",43607,"A",,"A",,"G",1454,"A",,"G",1454,"A",,"A",,2
101365,"R",9223,"R",4365,"R",87,"G",312,"G",4,"G",312,"G",4,"A",,3
101435,"R",31698,"A",,"A",,"G",1057,"A",,"G",1057,"A",,"A",,2
101453,"R",1224,"A",,"R",339,"G",41,"G",14,"G",41,"G",14,"A",,2
101462,"R",25077,"A",,"A",,"G",836,"A",,"G",836,"A",,"A",,2
101471,"R",17767,"A",,"A",,"G",592,"A",,"G",592,"A",,"A",,2
101480,"R",197347,"A",,"R",15696,"G",6578,"G",654,"G",6578,"G",654,"A",,2
101499,"R",27337,"A",,"A",,"G",911,"A",,"G",911,"A",,"A",,2
101505,"R",170367,"A",,"A",,"G",5679,"A",,"G",5679,"A",,"A",,2
101514,"R",224911,"A",,"A",,"G",7497,"A",,"G",7497,"A",,"A",,2
101541,"R",9560,"A",,"A",,"G",319,"A",,"G",319,"A",,"A",,2
101569,"R",73642,"A",,"A",,"G",2455,"A",,"G",2455,"A",,"A",,2
101587,"R",50947,"A",,"R",31624,"G",1698,"G",1318,"G",1698,"G",1318,"A",,2
101602,"R",38978,"A",,"A",,"G",1299,"A",,"G",1299,"A",,"A",,2
101648,"R",13938,"A",,"A",,"G",465,"A",,"G",465,"A",,"A",,2
101675,"R",52893,"A",,"A",,"G",1763,"A",,"G",1763,"A",,"A",,2
101693,"R",40305,"A",,"R",2118,"G",1344,"G",88,"G",1344,"G",88,"A",,2
101709,"R",74095,"A",,"R",7749,"G",2470,"G",323,"G",2470,"G",323,"A",,2
101736,"R",81975,"A",,"A",,"G",2733,"A",,"G",2733,"A",,"A",,2
101879,"R",148374,"A",,"R",14682,"G",4946,"G",612,"G",4946,"G",612,"A",,2
101897,"R",59350,"A",,"A",,"G",1978,"A",,"G",1978,"A",,"A",,2
101912,"R",53935,"A",,"R",993,"G",1798,"G",41,"G",1798,"G",41,"A",,2
101949,"R",34785,"A",,"A",,"G",1160,"A",,"G",1160,"A",,"A",,2
101958,"R",3761,"A",,"A",,"G",84,"A",,"G",84,"A",,"A",,2
101994,"R",12486,"A",,"A",,"G",416,"A",,"G",416,"A",,"A",,2
102030,"R",76360,"A",,"A",,"G",2545,"A",,"G",2545,"A",,"A",,2
102049,"R",97037,"A",,"R",18849,"G",3235,"G",785,"G",3235,"G",785,"R",1113,2
102058,"R",8976,"A",,"R",182,"G",299,"G",8,"G",299,"G",8,"A",,2
102067,"R",115041,"A",,"A",,"G",3835,"A",,"G",3835,"A",,"A",,2
102076,"R",59961,"A",,"A",,"G",1999,"A",,"G",1999,"A",,"A",,2
102094,"R",315077,"A",,"R",92387,"G",10503,"G",3849,"G",10503,"R",4253,"R",303,2
102234,"R",38658,"A",,"R",1717,"G",1289,"G",72,"G",1289,"G",72,"A",,2
102261,"R",4262,"A",,"A",,"G",142,"A",,"G",142,"A",,"A",,2
102270,"R",13287,"A",,"A",,"G",443,"A",,"G",443,"A",,"A",,2
102298,"R",13700,"A",,"A",,"G",457,"A",,"G",457,"A",,"A",,2
102313,"R",34709,"A",,"A",,"G",1157,"A",,"G",1157,"A",,"A",,2
102368,"R",346171,"A",,"R",60378,"G",11539,"G",2516,"G",11539,"G",2516,"R",41,2
102377,"R",74790,"A",,"R",4386,"G",2493,"G",183,"G",2493,"G",183,"R",209,2
102395,"R",2850,"A",,"R",5007,"G",95,"G",209,"G",95,"G",209,"A",,2
102429,"R",83880,"R",2796,"A",,"G",2799,"A",,"G",2799,"A",,"A",,3
102553,"R",334037,"A",,"R",22448,"G",11135,"G",935,"G",11135,"G",935,"A",,2
102580,"R",669,"A",,"A",,"G",22,"A",,"G",22,"A",,"A",,2
102614,"R",158399,"A",,"R",18940,"G",5280,"G",789,"G",5280,"G",789,"A",,2
102632,"R",43612,"A",,"R",7665,"G",1454,"G",319,"G",1454,"G",319,"A",,2
102669,"R",8159,"A",,"R",3496,"G",272,"G",146,"G",272,"G",146,"R",23,2
102711,"A",,"R",280932,"A",,"G",312,"A",,"G",312,"A",,"A",,1
102845,"R",233964,"A",,"R",1064,"G",7799,"G",44,"G",7799,"G",44,"A",,2
103501,"R",17146,"A",,"A",,"G",572,"A",,"G",572,"A",,"A",,2
103723,"R",3412,"A",,"A",,"G",76,"A",,"G",76,"A",,"A",,2
103741,"A",,"R",123072,"A",,"G",137,"A",,"G",137,"A",,"A",,1
103778,"R",12,"A",,"R",11112,"G",0,"G",463,"G",0,"G",463,"A",,2
103787,"R",2305,"A",,"A",,"G",77,"A",,"G",77,"A",,"A",,2
103811,"R",24984,"R",119560,"A",,"G",966,"A",,"G",966,"A",,"A",,3
103893,"R",19786,"A",,"A",,"G",660,"A",,"G",660,"A",,"A",,2
103909,"R",21674,"A",,"A",,"G",722,"A",,"G",722,"A",,"A",,2
103927,"R",11747,"A",,"A",,"G",392,"A",,"G",392,"A",,"A",,2
103945,"R",6140,"A",,"A",,"G",205,"A",,"G",205,"A",,"A",,2
103954,"A",,"R",35080,"A",,"G",39,"A",,"G",39,"A",,"A",,1
103963,"A",,"R",581487,"A",,"G",646,"A",,"G",646,"A",,"A",,1
104090,"R",27150,"A",,"R",1260,"G",905,"G",53,"G",905,"G",53,"A",,2
104151,"R",1201906,"A",,"R",185460,"G",40064,"G",7728,"G",40064,"G",7728,"R",678,2
104160,"R",157574,"R",77307,"A",,"G",5338,"A",,"R",5433,"A",,"A",,3
104179,"R",965535,"A",,"R",134873,"G",32185,"G",5620,"G",32185,"G",5620,"R",1593,2
104188,"R",5790,"A",,"R",264,"G",193,"G",11,"G",193,"G",11,"A",,2
104346,"R",123915,"A",,"A",,"G",4131,"A",,"G",4131,"A",,"A",,2
104364,"R",23720,"A",,"A",,"G",527,"A",,"G",527,"A",,"A",,2
104391,"A",,"R",49887,"A",,"G",55,"A",,"G",55,"A",,"A",,1
104425,"R",220427,"A",,"A",,"G",7348,"A",,"R",6770,"A",,"A",,2
104434,"A",,"R",61938,"A",,"G",69,"A",,"G",69,"A",,"A",,1
104443,"A",,"R",91497,"A",,"G",102,"A",,"G",102,"A",,"A",,1
104504,"A",,"R",184755,"A",,"G",205,"A",,"G",205,"A",,"A",,1
104568,"A",,"R",483300,"A",,"G",537,"A",,"G",537,"A",,"A",,1
104577,"R",108108,"A",,"A",,"G",3604,"A",,"G",3604,"A",,"A",,2
104586,"R",59509,"A",,"R",772,"G",1984,"G",32,"G",1984,"G",32,"A",,2
104665,"A",,"A",,"R",170,"A",,"G",7,"A",,"G",7,"A",,-2
104708,"R",353956,"R",41858,"A",,"G",11845,"A",,"R",11864,"A",,"A",,3
104717,"R",1073553,"A",,"R",520759,"G",35785,"G",21698,"G",35785,"G",21698,"A",,2
104911,"A",,"R",148307,"A",,"G",165,"A",,"G",165,"A",,"A",,1
105145,"R",99303,"A",,"A",,"G",3310,"A",,"G",3310,"A",,"A",,2
105154,"R",394433,"R",34560,"A",,"G",13186,"A",,"R",13202,"A",,"A",,3
105163,"R",17495,"A",,"A",,"G",389,"A",,"G",389,"A",,"A",,2
105172,"R",19488,"A",,"A",,"G",433,"A",,"G",433,"A",,"A",,2
105206,"R",84187,"A",,"A",,"G",2806,"A",,"G",2806,"A",,"A",,2
105215,"R",67068,"A",,"A",,"G",2236,"A",,"G",2236,"A",,"A",,2
105297,"R",32805,"A",,"A",,"G",1094,"A",,"G",1094,"A",,"A",,2
105330,"R",637742,"A",,"R",61879,"G",21258,"G",2578,"R",23401,"R",3094,"R",438,2
105349,"R",57020,"A",,"A",,"G",1901,"A",,"G",1901,"A",,"A",,2
105367,"R",9925,"A",,"R",7584,"G",331,"G",316,"G",331,"G",316,"A",,2
105428,"R",202600,"A",,"A",,"G",6753,"A",,"G",6753,"A",,"A",,2
105482,"A",,"R",114400,"A",,"G",127,"A",,"G",127,"A",,"A",,1
105525,"R",469685,"R",128573,"A",,"G",15799,"A",,"G",15799,"A",,"A",,3
105534,"A",,"R",2471598,"A",,"G",2746,"A",,"G",2746,"A",,"A",,1
105543,"A",,"R",1226119,"A",,"G",1362,"A",,"G",1362,"A",,"A",,1
105589,"R",12880,"A",,"R",6703,"G",429,"G",279,"G",429,"G",279,"A",,2
105659,"R",28419,"A",,"A",,"G",947,"A",,"G",947,"A",,"A",,2
105668,"R",374811,"R",836480,"A",,"G",13423,"A",,"R",13801,"A",,"A",,3
105677,"A",,"R",63360,"A",,"G",70,"A",,"G",70,"A",,"A",,1
105701,"A",,"R",41254,"A",,"G",46,"A",,"G",46,"A",,"A",,1
105747,"R",160856,"A",,"A",,"G",5362,"A",,"G",5362,"A",,"A",,2
105792,"R",72690,"A",,"A",,"G",2423,"A",,"G",2423,"A",,"A",,2
105899,"R",18179,"A",,"A",,"G",606,"A",,"G",606,"A",,"A",,2
105987,"R",10468,"A",,"A",,"G",349,"A",,"G",349,"A",,"A",,2
106041,"R",101655,"A",,"A",,"G",3389,"A",,"G",3389,"A",,"A",,2
106102,"R",20409,"A",,"R",6945,"G",680,"G",289,"G",680,"G",289,"A",,2
106111,"A",,"R",129222,"A",,"G",144,"A",,"G",144,"A",,"A",,1
106148,"R",123905,"A",,"A",,"G",4130,"A",,"G",4130,"A",,"A",,2
106245,"R",212303,"A",,"R",30849,"G",7077,"G",1285,"G",7077,"G",1285,"R",494,2
106263,"R",19618,"A",,"R",20113,"G",654,"G",838,"G",654,"G",838,"R",1140,2
106281,"A",,"R",21452,"A",,"G",24,"A",,"G",24,"A",,"A",,1
106306,"R",25687,"A",,"A",,"G",856,"A",,"G",856,"A",,"A",,2
106315,"A",,"R",56971,"A",,"G",63,"A",,"G",63,"A",,"A",,1
106324,"A",,"R",19565,"A",,"G",22,"A",,"G",22,"A",,"A",,1
106342,"R",19694,"A",,"A",,"G",656,"A",,"R",722,"A",,"A",,2
106351,"A",,"R",252925,"A",,"G",281,"A",,"G",281,"A",,"A",,1
106360,"A",,"R",36264,"A",,"G",40,"A",,"G",40,"A",,"A",,1
106397,"R",622625,"A",,"R",67798,"G",20754,"G",2825,"G",20754,"G",2825,"R",490,2
106412,"R",67932,"A",,"R",1818,"G",2264,"G",76,"G",2264,"G",76,"A",,2
106449,"R",90870,"A",,"A",,"G",3029,"A",,"G",3029,"A",,"A",,2
106458,"R",268334,"A",,"R",71460,"G",8944,"G",2978,"G",8944,"G",2978,"R",137,2
106467,"R",262758,"A",,"R",16802,"G",8759,"G",700,"G",8759,"G",700,"A",,2
106485,"R",83453,"A",,"R",3435,"G",2782,"G",143,"G",2782,"G",143,"A",,2
106494,"A",,"R",47531,"A",,"G",53,"A",,"G",53,"A",,"A",,1
106546,"R",29362,"A",,"A",,"G",979,"A",,"G",979,"A",,"A",,2
106625,"R",42189,"A",,"A",,"G",1406,"A",,"G",1406,"A",,"A",,2
106704,"R",271053,"A",,"R",31858,"G",9035,"G",1327,"G",9035,"G",1327,"R",266,2
106713,"R",21254,"A",,"A",,"G",708,"A",,"G",708,"A",,"A",,2
106795,"R",28864,"A",,"A",,"G",962,"A",,"G",962,"A",,"A",,2
106810,"R",5570,"A",,"A",,"G",186,"A",,"G",186,"A",,"A",,2
106829,"R",7636,"A",,"A",,"G",255,"A",,"G",255,"A",,"A",,2
106883,"R",23823,"A",,"A",,"G",794,"A",,"G",794,"A",,"A",,2
106892,"R",7590,"A",,"A",,"G",253,"A",,"G",253,"A",,"A",,2
106908,"A",,"R",418387,"A",,"G",465,"A",,"G",465,"A",,"A",,1
106980,"R",57545,"A",,"A",,"G",1918,"A",,"G",1918,"A",,"A",,2
106999,"R",25547,"R",12600,"A",,"G",866,"A",,"G",866,"A",,"A",,3
107044,"R",131981,"A",,"R",19501,"G",4399,"G",813,"G",4399,"G",813,"R",320,2
107071,"R",91379,"A",,"R",8252,"G",3046,"G",344,"G",3046,"G",344,"A",,2
107080,"R",43424,"A",,"R",336,"G",1447,"G",14,"G",1447,"G",14,"A",,2
107099,"A",,"R",60058,"A",,"G",67,"A",,"G",67,"A",,"A",,1
107123,"R",3690,"A",,"A",,"G",123,"A",,"G",123,"A",,"A",,2
107141,"R",52270,"A",,"R",10956,"G",1742,"G",457,"G",1742,"G",457,"A",,2
107211,"A",,"R",31500,"A",,"G",35,"A",,"G",35,"A",,"A",,1
107220,"A",,"R",222131,"A",,"G",247,"A",,"G",247,"A",,"A",,1
107293,"A",,"R",99754,"A",,"G",111,"A",,"G",111,"A",,"A",,1
107318,"R",32111,"A",,"A",,"G",1070,"A",,"G",1070,"A",,"A",,2
107327,"R",27462,"A",,"A",,"G",915,"A",,"G",915,"A",,"A",,2
107363,"A",,"R",44838,"A",,"G",50,"A",,"G",50,"A",,"A",,1
107442,"A",,"R",67950,"A",,"G",76,"A",,"G",76,"A",,"A",,1
107460,"R",42865,"A",,"A",,"G",1429,"A",,"G",1429,"A",,"A",,2
107488,"R",9017,"A",,"A",,"G",301,"A",,"G",301,"A",,"A",,2
107512,"R",43833,"A",,"A",,"G",1461,"A",,"G",1461,"A",,"A",,2
107521,"R",27291,"A",,"A",,"G",910,"A",,"G",910,"A",,"A",,2
107549,"R",27999,"A",,"A",,"G",933,"A",,"G",933,"A",,"A",,2
107558,"R",17908,"A",,"A",,"G",597,"A",,"G",597,"A",,"A",,2
107585,"R",44346,"A",,"A",,"G",1478,"A",,"G",1478,"A",,"A",,2
107600,"R",15926,"A",,"A",,"G",531,"A",,"G",531,"A",,"A",,2
107619,"R",29573,"A",,"A",,"G",986,"A",,"G",986,"A",,"A",,2
107637,"R",31555,"A",,"A",,"G",1052,"A",,"G",1052,"A",,"A",,2
107655,"A",,"R",37074,"A",,"G",41,"A",,"G",41,"A",,"A",,1
107664,"R",188024,"A",,"A",,"G",6267,"A",,"G",6267,"A",,"A",,2
107725,"R",27484,"A",,"A",,"G",916,"A",,"G",916,"A",,"A",,2
107743,"R",16947,"A",,"A",,"G",565,"A",,"G",565,"A",,"A",,2
107789,"A",,"R",135700,"A",,"G",151,"A",,"G",151,"A",,"A",,1
107831,"A",,"R",92117,"A",,"G",102,"A",,"G",102,"A",,"A",,1
107840,"R",8570,"A",,"A",,"G",286,"A",,"G",286,"A",,"A",,2
107877,"R",14986,"A",,"A",,"G",500,"A",,"G",500,"A",,"A",,2
107974,"R",36388,"A",,"A",,"G",1213,"A",,"G",1213,"A",,"A",,2
107983,"R",84915,"A",,"R",9300,"G",2831,"G",388,"G",2831,"G",388,"A",,2
107992,"R",33424,"A",,"A",,"G",1114,"A",,"G",1114,"A",,"A",,2
108065,"A",,"R",23500,"A",,"G",26,"A",,"G",26,"A",,"A",,1
108092,"R",168273,"A",,"A",,"G",5609,"A",,"G",5609,"A",,"A",,2
108232,"R",209793,"A",,"R",88851,"G",6993,"G",3702,"G",6993,"G",3702,"A",,2
108250,"R",22276,"A",,"A",,"G",495,"A",,"G",495,"A",,"A",,2
108269,"A",,"A",,"R",5667,"A",,"G",236,"A",,"G",236,"A",,-2
108348,"R",1200,"A",,"A",,"G",40,"A",,"G",40,"A",,"A",,2
108649,"A",,"R",227700,"A",,"G",253,"A",,"G",253,"A",,"A",,1
108667,"R",88483,"A",,"A",,"G",2949,"A",,"G",2949,"A",,"A",,2
108807,"R",201046,"A",,"A",,"G",6702,"A",,"G",6702,"A",,"A",,2
108852,"R",9360,"A",,"A",,"G",312,"A",,"G",312,"A",,"A",,2
108861,"A",,"A",,"R",1034,"A",,"G",43,"A",,"G",43,"A",,-2
108870,"A",,"A",,"R",8016,"A",,"G",334,"A",,"G",334,"A",,-2
108977,"A",,"R",103373,"A",,"G",115,"A",,"G",115,"A",,"A",,1
109040,"R",44128,"R",535636,"A",,"G",2066,"A",,"G",2066,"A",,"A",,3
109086,"R",549,"A",,"R",1290,"G",18,"G",54,"G",18,"G",54,"A",,2
109208,"R",644919,"A",,"A",,"G",21497,"A",,"G",21497,"A",,"A",,2
109350,"R",281784,"A",,"A",,"G",9393,"A",,"G",9393,"A",,"A",,2
109651,"R",65033,"A",,"R",6310,"G",2168,"G",263,"G",2168,"G",263,"A",,2
109721,"A",,"R",318800,"A",,"G",354,"A",,"G",354,"A",,"A",,1
109730,"R",4832,"A",,"A",,"G",161,"A",,"G",161,"A",,"A",,2
109785,"R",183478,"A",,"R",89097,"G",6116,"G",3712,"G",6116,"G",3712,"R",267,2
109819,"R",343731,"A",,"A",,"G",11458,"A",,"G",11458,"A",,"A",,2
109907,"R",33779,"A",,"A",,"G",1126,"A",,"G",1126,"A",,"A",,2
109934,"A",,"R",201425,"A",,"G",224,"A",,"G",224,"A",,"A",,1
110060,"R",6611,"A",,"R",1003,"G",220,"G",42,"G",220,"G",42,"R",2,2
110097,"R",130817,"A",,"R",25546,"G",4361,"G",1064,"G",4361,"G",1064,"A",,2
110185,"R",15117,"A",,"R",562,"G",504,"G",23,"G",504,"G",23,"A",,2
110194,"A",,"R",151184,"A",,"G",168,"A",,"G",168,"A",,"A",,1
110219,"R",80134,"A",,"R",162,"G",1781,"G",5,"G",1781,"G",5,"A",,2
110246,"R",263404,"A",,"A",,"G",8780,"A",,"G",8780,"A",,"A",,2
110307,"A",,"A",,"R",6492,"A",,"G",271,"A",,"R",261,"A",,-2
110316,"R",4314,"A",,"R",21275,"G",144,"G",886,"G",144,"G",886,"R",118,2
110334,"R",232266,"A",,"A",,"G",7742,"A",,"G",7742,"A",,"A",,2
110361,"R",187097,"A",,"R",39680,"G",6237,"G",1653,"G",6237,"G",1653,"A",,2
110370,"R",40851,"A",,"R",10050,"G",1362,"G",419,"R",1629,"R",454,"A",,2
110398,"A",,"A",,"R",1210,"A",,"G",50,"A",,"G",50,"R",943,-2
110404,"R",43290,"A",,"R",45348,"G",962,"G",1260,"G",962,"G",1260,"A",,2
110413,"R",85050,"A",,"R",26292,"G",2835,"G",1096,"G",2835,"G",1096,"R",68,2
110422,"R",818717,"A",,"R",22710,"G",18194,"G",631,"G",18194,"G",631,"A",,2
110468,"R",13085,"A",,"R",69307,"G",436,"G",2888,"G",436,"G",2888,"R",58,2
110486,"R",337903,"A",,"R",23829,"G",7509,"G",662,"G",7509,"G",662,"A",,2
110495,"R",200207,"A",,"R",20099,"G",6674,"G",837,"G",6674,"G",837,"A",,2
110510,"R",667349,"A",,"R",46704,"G",14830,"G",1297,"G",14830,"G",1297,"A",,2
110529,"R",862998,"A",,"R",25835,"G",19178,"G",718,"G",19178,"G",718,"Z",0,2
110538,"R",454928,"A",,"R",15343,"G",15164,"G",639,"G",15164,"G",639,"A",,2
110547,"R",284499,"A",,"R",23914,"G",9483,"G",996,"G",9483,"G",996,"A",,2
110556,"R",540963,"A",,"R",41145,"G",18032,"G",1714,"G",18032,"G",1714,"A",,2
110565,"R",830717,"A",,"R",59631,"G",27691,"G",2485,"G",27691,"G",2485,"A",,2
110574,"R",484411,"A",,"R",69041,"G",10765,"G",1918,"G",10765,"G",1918,"A",,2
110583,"R",807700,"A",,"R",67348,"G",26923,"G",2806,"G",26923,"G",2806,"A",,2
110592,"R",810182,"A",,"R",66417,"G",18004,"G",1845,"G",18004,"G",1845,"A",,2
110608,"R",851907,"A",,"R",70606,"G",28397,"G",2942,"G",28397,"G",2942,"A",,2
110617,"R",652221,"A",,"R",39563,"G",21741,"G",1648,"G",21741,"G",1648,"A",,2
110635,"R",854626,"A",,"R",240108,"G",28488,"G",10005,"G",28488,"G",10005,"R",1121,2
110644,"R",1229370,"A",,"R",192291,"G",27319,"G",5341,"G",27319,"G",5341,"R",1253,2
110653,"R",1175355,"A",,"R",194713,"G",26119,"G",5409,"G",26119,"G",5409,"R",648,2
110662,"R",1370874,"A",,"R",391520,"G",30464,"G",10876,"G",30464,"G",10876,"R",1655,2
110671,"R",829513,"A",,"R",102048,"G",18434,"G",2835,"G",18434,"G",2835,"R",98,2
110680,"R",1173032,"A",,"R",202342,"G",26067,"G",5621,"G",26067,"G",5621,"R",756,2
110699,"A",,"A",,"R",51504,"A",,"G",1431,"A",,"G",1431,"R",1647,-2
110705,"R",931467,"A",,"R",110238,"G",20699,"G",3062,"G",20699,"G",3062,"A",,2
110714,"R",740907,"A",,"R",61165,"G",16465,"G",1699,"G",16465,"G",1699,"A",,2
110778,"R",677,"A",,"R",8444,"G",15,"G",235,"G",15,"G",235,"R",21,2
110875,"A",,"R",89996,"A",,"G",100,"A",,"G",100,"A",,"A",,1
110918,"R",368,"R",1140,"A",,"G",14,"A",,"G",14,"A",,"A",,3
111009,"R",18972,"A",,"A",,"G",632,"A",,"R",589,"A",,"A",,2
111054,"A",,"R",234745,"A",,"G",261,"A",,"G",261,"A",,"A",,1
111081,"R",28032,"A",,"R",14463,"G",934,"G",603,"G",934,"G",603,"A",,2
111188,"R",33247,"A",,"A",,"G",1108,"A",,"G",1108,"A",,"A",,2
111391,"A",,"A",,"R",1193,"A",,"G",50,"A",,"G",50,"R",635,-2
111434,"R",99362,"A",,"A",,"G",3312,"A",,"G",3312,"A",,"A",,2
111461,"R",383751,"A",,"A",,"G",12792,"A",,"G",12792,"A",,"A",,2
111513,"A",,"R",159727,"A",,"G",177,"A",,"G",177,"A",,"A",,1
111638,"R",13408,"R",215828,"A",,"G",687,"A",,"G",687,"A",,"A",,3
111708,"A",,"R",203984,"A",,"G",227,"A",,"G",227,"A",,"A",,1
111717,"A",,"R",319042,"A",,"G",354,"A",,"G",354,"A",,"A",,1
111726,"A",,"R",234210,"A",,"G",260,"A",,"G",260,"A",,"A",,1
111744,"A",,"R",102186,"A",,"G",114,"A",,"G",114,"A",,"A",,1
111762,"A",,"R",94644,"A",,"G",105,"A",,"G",105,"A",,"A",,1
111799,"A",,"R",98466,"A",,"G",109,"A",,"G",109,"A",,"A",,1
111887,"R",419977,"A",,"A",,"G",13999,"A",,"G",13999,"A",,"A",,2
111896,"R",67799,"A",,"A",,"G",2260,"A",,"G",2260,"A",,"A",,2
111920,"R",229277,"A",,"A",,"G",7643,"A",,"G",7643,"A",,"A",,2
111939,"R",347185,"A",,"A",,"G",11573,"A",,"G",11573,"A",,"A",,2
111948,"R",195840,"A",,"R",25756,"G",6528,"G",1073,"G",6528,"G",1073,"R",610,2
111966,"R",2099,"A",,"R",13503,"G",70,"G",563,"G",70,"R",385,"A",,2
112075,"R",59848,"A",,"R",47560,"G",1995,"G",1982,"G",1995,"G",1982,"A",,2
112084,"R",26959,"A",,"R",0,"G",899,"G",0,"G",899,"G",0,"A",,2
112127,"A",,"A",,"R",1269,"A",,"G",53,"A",,"G",53,"R",2,-2
112172,"R",284606,"A",,"A",,"G",9487,"A",,"G",9487,"A",,"A",,2
112181,"A",,"R",175108,"A",,"G",195,"A",,"G",195,"A",,"A",,1
112190,"R",413515,"A",,"A",,"G",13784,"A",,"G",13784,"A",,"A",,2
112251,"A",,"A",,"R",29296,"A",,"G",1221,"A",,"G",1221,"A",,-2
112260,"R",39482,"A",,"R",828,"G",1316,"G",35,"G",1316,"G",35,"A",,2
112288,"A",,"R",478070,"A",,"G",531,"A",,"G",531,"A",,"A",,1
112367,"A",,"R",228900,"A",,"G",254,"A",,"G",254,"A",,"A",,1
112385,"R",178488,"A",,"A",,"G",5950,"A",,"G",5950,"A",,"A",,2
112394,"R",16182,"A",,"R",0,"G",539,"G",0,"G",539,"G",0,"A",,2
112446,"R",15855,"A",,"R",7560,"G",352,"G",210,"G",352,"G",210,"A",,2
112455,"A",,"R",34727,"A",,"G",39,"A",,"G",39,"A",,"A",,1
112525,"A",,"A",,"R",15587,"A",,"G",649,"A",,"R",558,"R",3362,-2
112561,"R",43057,"A",,"A",,"G",1435,"A",,"G",1435,"A",,"A",,2
112570,"R",14656,"A",,"A",,"G",326,"A",,"G",326,"A",,"A",,2
112686,"R",131897,"A",,"A",,"G",4397,"A",,"G",4397,"A",,"A",,2
112826,"R",119173,"A",,"A",,"G",3972,"A",,"G",3972,"A",,"A",,2
113096,"R",293029,"A",,"A",,"G",9768,"A",,"G",9768,"A",,"A",,2
113111,"R",115669,"A",,"A",,"G",3856,"A",,"G",3856,"A",,"A",,2
113193,"R",185468,"A",,"A",,"G",6182,"A",,"G",6182,"A",,"A",,2
113218,"R",136244,"A",,"A",,"G",4541,"A",,"G",4541,"A",,"A",,2
113236,"R",286951,"A",,"A",,"G",9565,"A",,"G",9565,"A",,"A",,2
113333,"R",758027,"A",,"A",,"G",16845,"A",,"G",16845,"A",,"A",,2
113397,"A",,"R",1190400,"A",,"G",1323,"A",,"G",1323,"A",,"A",,1
113449,"A",,"R",164840,"A",,"G",183,"A",,"G",183,"A",,"A",,1
113537,"A",,"R",21600,"R",1012,"G",24,"G",42,"G",24,"G",42,"A",,1
113573,"R",192737,"A",,"A",,"G",6425,"A",,"G",6425,"A",,"A",,2
113582,"R",4785,"A",,"A",,"G",160,"A",,"G",160,"A",,"A",,2
113634,"R",405063,"A",,"A",,"G",13502,"A",,"G",13502,"A",,"A",,2
113698,"R",37738,"A",,"R",9643,"G",1258,"G",402,"G",1258,"G",402,"A",,2
113704,"A",,"A",,"R",1388,"A",,"G",58,"A",,"G",58,"A",,-2
113856,"R",550145,"A",,"A",,"G",18338,"A",,"G",18338,"A",,"A",,2
113908,"A",,"R",578142,"A",,"G",642,"A",,"G",642,"A",,"A",,1
113980,"R",449714,"A",,"A",,"G",14990,"A",,"G",14990,"A",,"A",,2
114044,"R",16175,"R",720,"A",,"G",540,"A",,"G",540,"A",,"A",,3
114071,"A",,"R",483317,"A",,"G",537,"A",,"G",537,"A",,"A",,1
