unitid,tracker_name,tracker_state,accreditors,action_types,action_labels,active_actions,has_active_warning,has_active_warning_or_notice,has_active_adverse_action,action_count,latest_action_date,latest_action_year,institution_name,year,control_label,sector,level,urbanization,category,state,city,enrollment_pct_change_5yr,revenue_pct_change_5yr,revenue_decreased_5yr,enrollment_decreased_5yr,revenue_10pct_drop_last_3_of_5,enrollment_decline_last_3_of_5,ended_2024_at_loss,losses_last_3_of_5,loss_years_last_10,net_tuition_per_fte_change_5yr,tuition_dependence_pct,state_funding_pct_core_revenue,federal_grants_contracts_pell_adjusted_pct_core_revenue,pct_international_all,staff_total_headcount_pct_change_5yr,discount_pct_change_5yr,endowment_pct_change_5yr,liquidity,leverage
154101,Northwestern College,Iowa,HLC,removed,"Removed from Probation and placed on Notice.The institution was notified of this action on July 2, 2024. Information was posted for the public on July 3, 2024.",,FALSE,FALSE,FALSE,1,2024-06-01,2024,Northwestern College,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Town: Distant,"Degree-granting, primarily baccalaureate or above",Iowa,Orange City,33.564668769716086,30.072975186143257,No,No,No,No,No,No,3,-6.2472389410869935,42.36145462288871,0,0.00989615499826165,0.03306565895134624,14.285714285714285,-7.2866054724196365,10.649746715367773,0.48212405081128035,0.05689358011226984
154350,Simpson College,Iowa,HLC,adverse_action,"Approved the teach-out of the branch campus at 1415 28th St., West Des Moines, IA 50266.",adverse_action,FALSE,FALSE,TRUE,1,2024-06-01,2024,Simpson College,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Town: Fringe,"Degree-granting, primarily baccalaureate or above",Iowa,Indianola,-24.100719424460433,-10.433408013870272,Yes,Yes,No,Yes,Yes,Yes,7,1.0627804135008996,57.71350993781888,0,0,0.0292259083728278,-7.518796992481203,11.84855265319356,-15.227375559512623,0.08983303975228364,0.29056722638072463
156745,Georgetown College,Kentucky,SACSCOC,removed,removed from Probation Good Cause,,FALSE,FALSE,FALSE,1,2025-12-01,2025,Georgetown College,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Town: Fringe,"Degree-granting, primarily baccalaureate or above",Kentucky,Georgetown,-15.069967707212056,61.057662901827435,No,Yes,No,Yes,No,Yes,6,-52.36744375713883,15.246460059088756,0,0.00992184919843188,0.03422053231939163,-35.656836461126005,30.895940481705193,-34.38110297219458,0.20989156394146355,0.10690779132493232
157058,Kentucky State University,Kentucky,SACSCOC,probation,continued the accreditation of Kentucky State University for Good Cause and placed the institution on Probation for twelve months; placed on Probation Good Cause,probation,TRUE,TRUE,FALSE,2,2025-12-07,2025,Kentucky State University,2024,Public,"Public, 4-year or above",Four or more years,Town: Distant,"Degree-granting, primarily baccalaureate or above",Kentucky,Frankfort,-20.33898305084746,52.48243971083383,No,Yes,No,Yes,No,No,6,75.00849448737017,17.390489109836402,0.26598064692602685,0.0647827969981575,0.03593380614657211,-10.619469026548671,-81.8205070732696,-1.0501031011147652,-0.23634969867425193,0.8277514029188016
157863,Union Commonwealth University,Kentucky,SACSCOC,warning,"denied reaffirmation, continued accreditation, and placed Union Commonwealth University on Warning for twelve months",warning,TRUE,TRUE,FALSE,1,2025-12-07,2025,Union Commonwealth University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Town: Remote,"Degree-granting, primarily baccalaureate or above",Kentucky,Barbourville,-12.92941911305434,-42.486401204892985,Yes,Yes,No,Yes,Yes,Yes,6,-29.131995179236853,49.66554965246647,0,0.07701586061311115,0.28263988522238165,-17.375886524822697,17.35131425537675,6.792561623672573,0.26905025471449917,0.2580620535145317
164988,Boston University,Massachusetts,NECHE,adverse_action,"Accepted Teach-Out Plans (Master of Social Work degree at its Bedford, Cape Cod, and Fall River locations)",adverse_action,FALSE,FALSE,TRUE,1,2025-11-20,2025,Boston University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",Massachusetts,Boston,6.080086023516211,2.8537991620497105,No,No,No,Yes,No,No,1,-18.12225572226152,46.419677167080096,0,0.14481742473275533,0.28052005288673426,9.65104117143672,22.106176482183667,24.42020944518099,0.4302296091603834,0.2983145095277736
165866,Framingham State University,Massachusetts,NECHE,adverse_action,Accepted Teach Out Plan (closure of ten international locations); Deferred Teach-Out Plan (closure of ten international locations),adverse_action,FALSE,FALSE,TRUE,2,2025-06-05,2025,Framingham State University,2024,Public,"Public, 4-year or above",Four or more years,City: Small,"Degree-granting, primarily baccalaureate or above",Massachusetts,Framingham,-33.51400180668473,-4.8464752003824,Yes,Yes,No,Yes,No,No,2,-18.23376949399134,16.813607960857897,0.4753428944405716,0.02027651515539549,0.01036005434782608,-4.373177842565598,25.932724318264484,17.05721632921525,0.18640181219100932,0.5101450260506835
165936,Gordon College,Massachusetts,NECHE,adverse_action,Accepted Teach-Out Plans (Associate of Arts in Bible and Theology for Northpoint Bible College Students),adverse_action,FALSE,FALSE,TRUE,1,2025-11-20,2025,Gordon College,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Rural: Fringe,"Degree-granting, primarily baccalaureate or above",Massachusetts,Wenham,-13.934084272006675,-52.34381217755192,Yes,Yes,No,Yes,No,No,1,-33.45848906540399,31.385316686658516,0,0.00148076463537036,0.09743092583616092,-29.447852760736197,-16.92267840470304,26.902415488482497,0.3921835349952534,0.16177590359205918
166018,Hampshire College,Massachusetts,NECHE,show_cause,Asked to Show Cause for Probation or Withdrawal of Accreditation for not meeting the Standard on Institutional Resources,show_cause,TRUE,TRUE,FALSE,1,2026-03-05,2026,Hampshire College,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Rural: Fringe,"Degree-granting, primarily baccalaureate or above",Massachusetts,Amherst,-37.469586374695865,-58.686202600104586,Yes,Yes,No,Yes,Yes,Yes,5,-53.607355269741575,30.733105192440902,0,0.02878061012862898,0.06744487678339818,-11.702127659574469,39.55095641654095,-61.11386174293991,0.13601941680340027,0.3884715699640785
170091,Great Lakes Christian College,Michigan,HLC,removed,Removed from Probation.,,FALSE,FALSE,FALSE,1,2024-10-01,2024,Great Lakes Christian College,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Michigan,Lansing,20.245398773006137,29.108079709589777,No,No,No,No,No,Yes,6,-11.528814672133416,37.85104386507677,0,0.01368988185727862,0.00510204081632653,40,-6.1726401423731865,-12.263237492327336,0.06677280538297274,0.5779393485816834
172264,Siena Heights University,Michigan,HLC,adverse_action,"Approved the institution’s provisional plan and teach-out agreement with the following institution: The University of Olivet, Olivet, MI; Approved the institution’s teach-out agreement with the following institution: Lawrence Technological University, Southfield, MI; Approved the institution’s teach-out agreements with the following institutions as additions to the provisional plan approved by HLC’s Institutional Actions Council in September 2025. Albertus Magnus College, New Haven, CT (Approved October 27, 2025) Benedictine University, Lisle, IL (Approved October 27, 2025) Cleary University, Howell, MI (Approved October 27, 2025)",adverse_action,FALSE,FALSE,TRUE,3,2026-01-01,2026,Siena Heights University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Town: Distant,"Degree-granting, primarily baccalaureate or above",Michigan,Adrian,-26.566164154103856,-26.00350753374061,Yes,Yes,No,Yes,Yes,Yes,3,-20.022405143046115,52.74749326499734,0,0.05517575506982527,0.03239051094890511,-20.14218009478673,31.26139449184705,-18.845154968516862,0.5479164230567111,0.2140831787397723
172334,Spring Arbor University,Michigan,HLC,other,Accepted the staff recommendation to require the institution to provide an interim report.,other,FALSE,FALSE,FALSE,1,2026-02-01,2026,Spring Arbor University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Rural: Fringe,"Degree-granting, primarily baccalaureate or above",Michigan,Spring Arbor,-33.75267030619511,-20.74895664680647,Yes,Yes,No,Yes,No,No,1,-14.75396468508872,51.4875327163136,0,0,0.01755643138659978,-26.20817843866171,15.64565719582231,45.389825249953546,0.510299972041558,0.1930968676008587
175430,Blue Mountain Christian University,Mississippi,SACSCOC,warning,"denied reaffirmation, continued accreditation, and placed Blue Mountain Christian University on Warning for twelve months",warning,TRUE,TRUE,FALSE,1,2025-12-07,2025,Blue Mountain Christian University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Rural: Distant,"Degree-granting, primarily baccalaureate or above",Mississippi,Blue Mountain,45.57823129251701,-14.745261017963312,Yes,No,No,No,Yes,No,3,-357.9504110096212,-15.369196294290129,0,0,0.02990654205607476,6.428571428571428,66.47778996547875,-16.223382190923605,0.24263094444634736,0.18701683636293537
177065,Columbia College,Missouri,HLC,adverse_action,"Approved the institution’s teach-out plan for closing six additional locations: Jacksonville, 7077 Bonneval Rd #114 , Jacksonville, FL 32216-4050 Mesquite, 3737 Motley Drive, Mesquite, TX 75150 JFTB Los Alamitos, 11206 Lexington Avenue, Suite 110, Los Alamitos, CA 90720 NSB Kings Bay, 918 USS James Madison Rd, Kings Bay, GA 31547-2533 Kansas City, 4240 Blue Ridge Blvd., Suite 400, Kansas City, MO 64133-1702 Springfield, 3271 East Battlefield Road, Suite 250, Springfield, MO 65804",adverse_action,FALSE,FALSE,TRUE,1,2024-01-01,2024,Columbia College,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Midsize,"Degree-granting, primarily baccalaureate or above",Missouri,Columbia,-50.00575043128235,-46.37640550821413,Yes,Yes,No,Yes,Yes,Yes,6,-20.08815185514812,66.50428841834668,0,0.01363870672268702,0.03473659995399126,-39.168665067945646,78.09567475136171,-23.143591853150525,0.8262568595135334,0.05438602496792193
177418,Fontbonne University,Missouri,HLC,adverse_action,"Approved the institution’s Provisional Plan and Teach-Out Agreements with the following institutions: Aquinas College Buena Vista University Culver-Stockton College Greenville University Illinois College Lindenwood University Maryville University Missouri Baptist University Quincy University Rockhurst University Southern Illinois University – Edwardsville Spalding University (not affiliated with HLC) University of Central Missouri University of Health Sciences and Pharmacy in St. Louis University of Missouri – St. Louis University of Olivet University of Wisconsin – River Falls Webster University; Approved the institution’s teach-out agreement with Westminster College in Fulton, Missouri, as an addition to the provisional plan approved by HLC’s Institutional Actions Council in April 2024. (Approved February 14, 2025); Approved the institution’s Teach-Out Agreement with Westminster College in Fulton, Missouri, as an addition to the Provisional Plan approved by HLC’s Institutional Actions Council in April 2024. (Approved September 9, 2024); Approved the institution’s Teach-Out Agreements with the following institutions as additions to the Provisional Plan approved by HLC’s Institutional Actions Council in April 2024. Goldfarb School of Nursing at Barnes-Jewish College, St. Louis, MO (Approved May 15, 2024) Southwest Baptist University, Bolivar, MO (Approved May 15, 2024) St. Cloud State University, St. Cloud, MN (Approved May 15, 2024) Saint Louis University, St. Louis, MO (Approved May 30, 2024) University of Illinois Springfield, Springfield, IL (Approved May 20, 2024) University of Saint Mary, Leavenworth, KS (Approved May 15, 2024) William Woods University, Fulton, MO (Approved May 20, 2024)",adverse_action,FALSE,FALSE,TRUE,4,2025-02-01,2025,Fontbonne University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Missouri,Saint Louis,-35.69570871261378,8.938871966375874,No,Yes,No,Yes,No,Yes,8,-37.338431224405646,28.245643909103094,0,0.02481693937528545,0.05055611729019211,-54.51713395638629,27.668100353804448,-74.79489983727646,0.9232676197206418,0.05223630080486714
177542,Hannibal-LaGrange University,Missouri,HLC,removed,Removed from Probation.,,FALSE,FALSE,FALSE,1,2024-10-01,2024,Hannibal-LaGrange University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Town: Remote,"Degree-granting, primarily baccalaureate or above",Missouri,Hannibal,-38.35897435897436,-47.92727876961008,Yes,Yes,Yes,Yes,Yes,No,6,-41.8813194722626,41.32411044832136,0,0.01023405410185493,0.05324459234608985,-16.766467065868262,37.02911094209863,-15.365794935885836,0.1915132447349751,0.38461156928269
177551,Harris-Stowe State University,Missouri,HLC,notice,Removed from Notice.,notice,FALSE,TRUE,FALSE,1,2024-10-01,2024,Harris-Stowe State University,2024,Public,"Public, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",Missouri,Saint Louis,-32.51008064516129,-12.215286253682176,Yes,Yes,No,Yes,Yes,Yes,6,-21.157632976906612,9.63947205485847,0.365764017785264,0.14254083291153125,0.03958177744585511,6.790123456790123,0.0068106635022049,97.74829343929495,-0.3614172414163776,0.5097990293885651
179894,Webster University,Missouri,HLC,adverse_action,"Approved the institution’s teach-out plan for closing five additional locations: Fort Eisenhower, 271 Heritage Park Lane, Building 35200, Fort Eisenhower, GA 30905 Fort Bliss, Building 632 Taylor Road, Fort Bliss, TX 79906 Colorado Springs Metropolitan, 5475 Tech Center Drive, Suite 110, Colorado Springs, CO Astana International University, Kabanbay Batyr Avenue, Nur-Sultan City, Z05H0T3, Republic of Kazakhstan PSB Academy, Marina Square, 6 Raffles Blvd, #03-200, Singapore 03594.; Approved the institution’s teach-out plan for the closing of five additional locations: Joint Base Anacostia-Bolling, 112 Brookley Avenue, Building 11, Joint Base Anaxcostia-Bolling, Washington, DC 20032 Fort Sam Houston, 2427 Hood Street, Trailer 4011A, Fort Sam Houston, TX 78236 Lackland Air Force Base, 1550 Wurtsmith St., Building 5725, Room 156, Lackland AFB, Texas 78236-5251 Camp LeJeune, Building 825, Stone Street, Room 115, Camp LeJeune, NC 28547 Hill Air Force Base, 75 FSS/FSDE, 7285 4th Street, Building 180, Room 103, Hill Air Force Base, UT 84056",adverse_action,FALSE,FALSE,TRUE,2,2024-07-01,2024,Webster University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",Missouri,Saint Louis,-30.71119950620671,-21.397862582284176,Yes,Yes,No,Yes,Yes,Yes,9,-25.066326506248437,76.199262748041,0,0.01026731916778302,0.3732554686726715,-35.2212389380531,16.317966724545347,-57.92972290792895,0.468763557095449,0.4935444501527224
183026,Southern New Hampshire University,New Hampshire,NECHE,adverse_action,Accepted Teach-Out Plans (Latin American and India Programs),adverse_action,FALSE,FALSE,TRUE,1,2025-11-20,2025,Southern New Hampshire University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Midsize,"Degree-granting, primarily baccalaureate or above",New Hampshire,Manchester,65.79739152472983,42.87344748890842,No,No,No,No,No,No,0,-9.638015290401494,91.8578984740423,0,0.00686484674759594,0.0072863671639217,54.854116914131446,-47.962359785169696,34.904920254244544,0.7196996223929986,0.2412604096819752
186283,Rider University,New Jersey,MSCHE,probation,Non-Compliance Probation,probation,TRUE,TRUE,FALSE,1,,,Rider University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Suburb: Large,"Degree-granting, primarily baccalaureate or above",New Jersey,Lawrenceville,-9.03725562523054,-34.88879682981189,Yes,Yes,No,Yes,Yes,Yes,7,-28.707151248215705,55.39523263100499,0.01608848136567227,0.01685962984872813,0.040551500405515,-34.55149501661129,6.847708718824657,-18.213297849549978,-0.1013289670706308,0.7164332950154191
198598,Greensboro College,North Carolina,SACSCOC,warning,"denied reaffirmation, continued accreditation, and placed Greensboro College on Warning for twelve months",warning,TRUE,TRUE,FALSE,1,2025-12-07,2025,Greensboro College,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",North Carolina,Greensboro,-14.463840399002494,-17.919684799370444,Yes,Yes,No,Yes,Yes,Yes,4,-34.82629541992395,35.87105880307654,0,0.02931767433092346,0,-0.8333333333333334,-37.88361042956293,-7.11536929213646,-0.02714602137553647,0.4488935990936063
198613,Guilford College,North Carolina,SACSCOC,removed,removed from Probation for Good Cause,,FALSE,FALSE,FALSE,1,2025-12-01,2025,Guilford College,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",North Carolina,Greensboro,-23.176470588235293,-11.61572298788766,Yes,Yes,No,Yes,Yes,Yes,7,-20.170340203163704,31.579680138697075,0,0.03403412963453801,0.02067381316998468,-31.207289293849666,-0.8147551434537862,-21.09395152298145,0.16194409192796094,0.4023013198232974
198756,Johnson C Smith University,North Carolina,SACSCOC,other,Johnson C,other,FALSE,FALSE,FALSE,1,2025-06-26,2025,Johnson C Smith University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",North Carolina,Charlotte,-22.10648148148148,-7.788776838779585,Yes,Yes,No,Yes,Yes,No,4,-17.440094208635635,27.099341379194236,0,0.21448341264909104,0.02080237741456166,0.8241758241758242,-48.112777673136144,-18.226117144424308,0.239936247021155,0.12898489933871882
199306,Pfeiffer University,North Carolina,SACSCOC,other,Pfeiffer University is accredited by the Southern Association of Colleges and Schools Commission on Colleges,other,FALSE,FALSE,FALSE,1,2025-06-26,2025,Pfeiffer University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Rural: Fringe,"Degree-granting, primarily baccalaureate or above",North Carolina,Misenheimer,-32.02870189171559,-17.26211016579564,Yes,Yes,No,Yes,Yes,No,4,-13.09170683247472,48.57022600410922,0,0.02587571342321129,0.02879078694817658,-17.42738589211618,20.758004589593117,14.472980238857357,-0.06267477144651272,0.6237872623544423
199582,Saint Augustine's University,North Carolina,SACSCOC,adverse_action,removed from membership,adverse_action,FALSE,FALSE,TRUE,1,2025-12-01,2025,Saint Augustine's University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",North Carolina,Raleigh,15.933412604042807,-42.388293400152726,Yes,No,No,No,Yes,No,5,-56.22320618158594,25.098044687994815,0,0.3253079099698134,0.05743589743589743,-14.82889733840304,-100,-46.04684738145027,0.34346471832039355,0.5547116724416108
202514,Defiance College,Ohio,HLC,removed,Removed from Probation and continued and reaffirmed accreditation with monitoring.,,FALSE,FALSE,FALSE,1,2025-06-01,2025,Defiance College,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Town: Distant,"Degree-granting, primarily baccalaureate or above",Ohio,Defiance,-10.062893081761008,5.336525554045177,No,Yes,No,Yes,No,Yes,6,-26.39959575142179,36.14059143993855,0,0,0,4.40251572327044,18.488715879717777,2.672403551494003,0.29627468830447296,0.1902748753593156
205027,Pontifical College Josephinum,Ohio,HLC,removed,Removed from Probation.,,FALSE,FALSE,FALSE,1,2024-06-01,2024,Pontifical College Josephinum,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",Ohio,Columbus,-47.368421052631575,-1.4101726630922051,Yes,Yes,No,Yes,No,No,5,-15.458719905681098,17.978774679124147,0,0.00126139907015902,0.0125,4.938271604938271,,-10.807596990665465,0.5510780006782589,0.0805112432993916
206491,Wilberforce University,Ohio,HLC,notice,Removed from Notice.,notice,FALSE,TRUE,FALSE,1,2024-10-01,2024,Wilberforce University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Rural: Fringe,"Degree-granting, primarily baccalaureate or above",Ohio,Wilberforce,-8.530183727034121,-38.73014020551,Yes,Yes,No,Yes,Yes,No,6,-48.52586508098527,36.42671788138882,0,0.3715806454209375,0.00143472022955523,38.21138211382114,227.89814513126285,-13.8202443015999,0.09137814426864428,0.5745870865281333
206507,Wilmington College,Ohio,HLC,adverse_action,"Approved the teach-out plan for the closing of a branch campus: Wilmington College Cincinnati, 181 Main Building, 3520 Central Parkway, Cincinnati, OH 45223",adverse_action,FALSE,FALSE,TRUE,1,2024-02-01,2024,Wilmington College,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Town: Distant,"Degree-granting, primarily baccalaureate or above",Ohio,Wilmington,-24.98168498168498,-8.147418569965803,Yes,Yes,No,Yes,Yes,No,4,1.274705324473269,43.97355125613301,0,0.0104808625137911,0.015625,7.84313725490196,5.097840040934729,-31.060571565608225,0.3420553382670044,0.1738290477639025
206525,Wittenberg University,Ohio,HLC,adverse_action; probation,"Approved the institution’s provisional plan and teach-out agreements to teach out students enrolled in the following programs: Bachelor of Arts in East Asian Studies, Bachelor of Arts in German, Bachelor of Arts in Music, Bachelor of Music Education in Music, and the Bachelor of Arts in Spanish. The approved teach-out agreements are with the following institutions: Capital University, OH Baldwin Wallace University, OH University of Dayton, OH; On Probation; Placed on Probation.The institution was notified of this action on November 11, 2025. Information was posted for the public on November 12, 2025.",adverse_action; probation,TRUE,TRUE,TRUE,3,2025-11-01,2025,Wittenberg University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Small,"Degree-granting, primarily baccalaureate or above",Ohio,Springfield,-30.319959370238696,-36.864923561214965,Yes,Yes,Yes,Yes,Yes,Yes,4,-25.527924219998315,39.65140870856854,0,0.01293319517969569,0.00801749271137026,-20.698254364089777,7.5492504076064835,-33.91065170458757,0.1496715433079375,0.27036344089650843
210304,Warner Pacific University,Oregon,NWCCU,warning,"Accept the Reports, Continue Sanction of Warning",warning,TRUE,TRUE,FALSE,1,2025-07-01,2025,Warner Pacific University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",Oregon,Portland,-42.93785310734463,-15.705271870259493,Yes,Yes,No,Yes,Yes,Yes,9,-13.081363882873564,46.98102374638097,0,0.03287391159921921,0.00247524752475247,33.95061728395062,3.504150195843504,-21.5048698495092,0.13031581720316532,0.4961928292769413
213367,La Salle University,Pennsylvania,MSCHE,warning,Non-Compliance Warning,warning,TRUE,TRUE,FALSE,1,,,La Salle University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",Pennsylvania,Philadelphia,-34.70982142857143,-36.34982378398568,Yes,Yes,No,Yes,Yes,Yes,6,-23.20723762470383,52.84438323230658,0,0.00279685556964926,0.0344017094017094,-29.310344827586203,15.374690619303411,-34.36257779590393,0.02095639970511696,0.6747018933158382
219833,Christian Brothers University,Tennessee,SACSCOC,removed,removed from Probation Good Cause,,FALSE,FALSE,FALSE,1,2025-12-01,2025,Christian Brothers University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Large,"Degree-granting, primarily baccalaureate or above",Tennessee,Memphis,1.5450643776824031,-0.12573780056209655,Yes,No,No,Yes,No,No,3,-10.701046058489371,49.36225913600179,0,0.01345111274243043,0.28402366863905326,-6.905370843989769,-9.963782251670212,-12.403584823275448,0.42697617982333774,0.15177477592720648
220516,King University,Tennessee,SACSCOC,other,King University is accredited by the Southern Association of Colleges and Schools Commission on Colleges,other,FALSE,FALSE,FALSE,1,2025-06-26,2025,King University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Small,"Degree-granting, primarily baccalaureate or above",Tennessee,Bristol,-41.104294478527606,-22.128969094613733,Yes,Yes,No,Yes,No,No,5,-12.410463469075426,47.641438992039056,0,0.00211404218016944,0.03982843137254902,-23.333333333333332,45.52028539615545,-13.2971891362092,0.176417766208089,0.18130032803483545
230959,Middlebury College,Vermont,NECHE,adverse_action,"Accepted Teach-Out Plans (Middlebury Institute of International Studies at Monterey, CA)",adverse_action,FALSE,FALSE,TRUE,1,2025-11-20,2025,Middlebury College,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Town: Distant,"Degree-granting, primarily baccalaureate or above",Vermont,Middlebury,-0.5262050094716901,-13.12208184680436,Yes,Yes,No,Yes,Yes,Yes,4,-10.696416552109955,58.067949577873726,0,0.03773910491963707,0.11701227253491324,4.624277456647398,6.342759349222776,12.4870510428896,0.08996573644109823,0.2306753527794058
231095,Sterling College,Vermont,NECHE,adverse_action,Accepted Notification of Institutional Closure; Accepted Teach-Out Plan NA,adverse_action,FALSE,FALSE,TRUE,2,2025-12-08,2025,Sterling College,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Rural: Remote,"Degree-granting, primarily baccalaureate or above",Vermont,Craftsbury Common,-54.22222222222223,-24.194481217894808,Yes,Yes,Yes,Yes,No,No,2,-16.520636330507124,13.355029374647318,0,0,0.04854368932038835,-12.5,7.358181914531565,-9.446899883572325,0.2381072531873532,0.25541376015053113
232025,Emory & Henry University,Virginia,SACSCOC,other,Emory & Henry University is accredited by the Southern Association of Colleges and Schools Commission on Colleges,other,FALSE,FALSE,FALSE,1,2025-06-26,2025,Emory & Henry University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,Rural: Fringe,"Degree-granting, primarily baccalaureate or above",Virginia,Emory,11.194029850746269,6.586634276918267,No,No,No,No,Yes,No,6,-44.54956647226192,30.369727962517,0,0.00316994785714083,0.02684563758389261,5.571030640668524,3.913034147825397,-0.5441614683690063,0.25938180016610135,0.30743743828964293
232609,University of Lynchburg,Virginia,SACSCOC,warning,"denied reaffirmation, continued accreditation, and continued the University of Lynchburg on Warning for twelve months",warning,TRUE,TRUE,FALSE,1,2025-12-07,2025,University of Lynchburg,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Small,"Degree-granting, primarily baccalaureate or above",Virginia,Lynchburg,-7.736554501006615,-21.9188844095586,Yes,Yes,No,Yes,Yes,Yes,5,-34.98422375208887,55.48630139587342,0,0.01510549023369252,0.07761845386533665,-25.26178010471204,-11.314398965352716,1.466823030898185,0.22339077203729849,0.25518808701435347
232706,Marymount University,Virginia,SACSCOC,other,Marymount University is accredited by the Southern Association of Colleges and Schools Commission on Colleges,other,FALSE,FALSE,FALSE,1,2025-06-26,2025,Marymount University,2024,Private not-for-profit,"Private not-for-profit, 4-year or above",Four or more years,City: Midsize,"Degree-granting, primarily baccalaureate or above",Virginia,Arlington,9.963008631319358,-12.700488306862558,Yes,No,No,No,Yes,Yes,4,-24.36523685313453,65.36700693844779,0,0.03297699113826004,0.10159228526575466,13.782542113323125,28.81209355780748,-43.67212227836686,0.11163569889164472,0.65906500598789175
